Date,Symbol,Price,Available Supply,Unlocked Supply,Founder / Team,Private Investors,Public Investors,Community & Other
Mar 27 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Mar 25 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Mar 23 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Mar 21 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Mar 19 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Mar 17 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Mar 15 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Mar 13 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Mar 11 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Mar 09 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Mar 08 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Mar 06 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Mar 04 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Mar 02 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Feb 28 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Feb 26 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Feb 24 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Feb 22 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Feb 20 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Feb 18 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Feb 16 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Feb 14 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
Feb 12 2027,AXL,0,1000000000.00,1000000000.00,295000000.00,295400000.00,50000000.00,359600000.00
