Date,Symbol,Price,Available Supply,Unlocked Supply,Founder / Team,Private Investors,Community & Other
Aug 20 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Aug 18 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Aug 17 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Aug 15 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Aug 14 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Aug 12 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Aug 10 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Aug 09 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Aug 07 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Aug 05 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Aug 04 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Aug 02 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Aug 01 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 30 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 28 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 27 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 25 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 23 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 22 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 20 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 19 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 17 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 15 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 14 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 12 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 10 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 09 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 07 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 06 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 04 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 02 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
Jul 01 2027,PYTH,0,10000000000.00,10000000000.00,1000000000.00,1000000000.00,8000000000.00
