Date,Symbol,Price,Available Supply,Unlocked Supply,Community & Other (TBD),Founder / Team,Private Investors,Reserved,Community & Other
Mar 01 2048,FIL,0,1995190324.05,1695190324.05,300000000.00,300000000.00,200000000.00,100000000.00,1095190324.05
Feb 18 2048,FIL,0,1995130077.59,1695130077.59,300000000.00,300000000.00,200000000.00,100000000.00,1095130077.59
Feb 06 2048,FIL,0,1995069831.13,1695069831.13,300000000.00,300000000.00,200000000.00,100000000.00,1095069831.13
Jan 25 2048,FIL,0,1995009584.66,1695009584.66,300000000.00,300000000.00,200000000.00,100000000.00,1095009584.66
Jan 14 2048,FIL,0,1994954358.74,1694954358.74,300000000.00,300000000.00,200000000.00,100000000.00,1094954358.74
Jan 02 2048,FIL,0,1994894112.28,1694894112.28,300000000.00,300000000.00,200000000.00,100000000.00,1094894112.28
Dec 21 2047,FIL,0,1994833865.81,1694833865.81,300000000.00,300000000.00,200000000.00,100000000.00,1094833865.81
Dec 09 2047,FIL,0,1994773619.35,1694773619.35,300000000.00,300000000.00,200000000.00,100000000.00,1094773619.35
Nov 27 2047,FIL,0,1994713372.89,1694713372.89,300000000.00,300000000.00,200000000.00,100000000.00,1094713372.89
Nov 15 2047,FIL,0,1994653126.43,1694653126.43,300000000.00,300000000.00,200000000.00,100000000.00,1094653126.43
Nov 03 2047,FIL,0,1994592879.96,1694592879.96,300000000.00,300000000.00,200000000.00,100000000.00,1094592879.96
Oct 23 2047,FIL,0,1994537654.04,1694537654.04,300000000.00,300000000.00,200000000.00,100000000.00,1094537654.04
Oct 11 2047,FIL,0,1994477407.58,1694477407.58,300000000.00,300000000.00,200000000.00,100000000.00,1094477407.58
Sep 29 2047,FIL,0,1994417161.11,1694417161.11,300000000.00,300000000.00,200000000.00,100000000.00,1094417161.11
Sep 17 2047,FIL,0,1994356914.65,1694356914.65,300000000.00,300000000.00,200000000.00,100000000.00,1094356914.65
Sep 05 2047,FIL,0,1994296668.19,1694296668.19,300000000.00,300000000.00,200000000.00,100000000.00,1094296668.19
Aug 24 2047,FIL,0,1994236421.73,1694236421.73,300000000.00,300000000.00,200000000.00,100000000.00,1094236421.73
Aug 12 2047,FIL,0,1994176175.26,1694176175.26,300000000.00,300000000.00,200000000.00,100000000.00,1094176175.26
Aug 01 2047,FIL,0,1994120949.34,1694120949.34,300000000.00,300000000.00,200000000.00,100000000.00,1094120949.34
Jul 20 2047,FIL,0,1994060702.88,1694060702.88,300000000.00,300000000.00,200000000.00,100000000.00,1094060702.88
Jul 08 2047,FIL,0,1994000456.41,1694000456.41,300000000.00,300000000.00,200000000.00,100000000.00,1094000456.41
Jun 26 2047,FIL,0,1993940209.95,1693940209.95,300000000.00,300000000.00,200000000.00,100000000.00,1093940209.95
Jun 14 2047,FIL,0,1993879963.49,1693879963.49,300000000.00,300000000.00,200000000.00,100000000.00,1093879963.49
Jun 02 2047,FIL,0,1993819717.02,1693819717.02,300000000.00,300000000.00,200000000.00,100000000.00,1093819717.02
May 21 2047,FIL,0,1993759470.56,1693759470.56,300000000.00,300000000.00,200000000.00,100000000.00,1093759470.56
May 10 2047,FIL,0,1993704244.64,1693704244.64,300000000.00,300000000.00,200000000.00,100000000.00,1093704244.64
Apr 28 2047,FIL,0,1993643998.17,1693643998.17,300000000.00,300000000.00,200000000.00,100000000.00,1093643998.17
Apr 16 2047,FIL,0,1993583751.71,1693583751.71,300000000.00,300000000.00,200000000.00,100000000.00,1093583751.71
Apr 04 2047,FIL,0,1993523505.25,1693523505.25,300000000.00,300000000.00,200000000.00,100000000.00,1093523505.25
Mar 23 2047,FIL,0,1993463258.79,1693463258.79,300000000.00,300000000.00,200000000.00,100000000.00,1093463258.79
Mar 11 2047,FIL,0,1993403012.32,1693403012.32,300000000.00,300000000.00,200000000.00,100000000.00,1093403012.32
Feb 27 2047,FIL,0,1993342765.86,1693342765.86,300000000.00,300000000.00,200000000.00,100000000.00,1093342765.86
Feb 15 2047,FIL,0,1993282519.40,1693282519.40,300000000.00,300000000.00,200000000.00,100000000.00,1093282519.40
Feb 04 2047,FIL,0,1993227293.47,1693227293.47,300000000.00,300000000.00,200000000.00,100000000.00,1093227293.47
