Date,Symbol,Price,Available Supply,Unlocked Supply,Community & Other
Jan 04 2024,LUNA,$0.69,0,871709090.91,871709090.91
Jan 03 2024,LUNA,$0.84,0,870818181.82,870818181.82
Jan 03 2024,LUNA,$0.84,0,870818181.82,870818181.82
Jan 02 2024,LUNA,$0.85,0,869927272.73,869927272.73
Jan 01 2024,LUNA,$0.83,0,869036363.64,869036363.64
Dec 31 2023,LUNA,$0.86,0,868145454.55,868145454.55
Dec 30 2023,LUNA,$0.84,0,867254545.45,867254545.45
Dec 29 2023,LUNA,$0.87,0,866363636.36,866363636.36
Dec 28 2023,LUNA,$0.90,0,865472727.27,865472727.27
Dec 27 2023,LUNA,$0.90,0,864581818.18,864581818.18
Dec 27 2023,LUNA,$0.90,0,864581818.18,864581818.18
Dec 26 2023,LUNA,$0.97,0,863690909.09,863690909.09
Dec 25 2023,LUNA,$0.95,0,862800000.00,862800000.00
Dec 24 2023,LUNA,$0.98,0,861909090.91,861909090.91
Dec 23 2023,LUNA,$1.00,0,861018181.82,861018181.82
Dec 22 2023,LUNA,$0.96,0,860127272.73,860127272.73
Dec 21 2023,LUNA,$0.94,0,859236363.64,859236363.64
Dec 21 2023,LUNA,$0.94,0,859236363.64,859236363.64
Dec 20 2023,LUNA,$0.95,0,858345454.55,858345454.55
Dec 19 2023,LUNA,$0.89,0,857454545.45,857454545.45
Dec 18 2023,LUNA,$0.95,0,856563636.36,856563636.36
Dec 17 2023,LUNA,$0.96,0,855672727.27,855672727.27
Dec 16 2023,LUNA,$0.94,0,854781818.18,854781818.18
Dec 15 2023,LUNA,$1.00,0,853890909.09,853890909.09
Dec 14 2023,LUNA,$1.01,0,853000000.00,853000000.00
Dec 14 2023,LUNA,$1.01,0,853000000.00,853000000.00
Dec 13 2023,LUNA,$0.96,0,852109090.91,852109090.91
Dec 12 2023,LUNA,$0.96,0,851218181.82,851218181.82
Dec 11 2023,LUNA,$1.11,0,850327272.73,850327272.73
Dec 10 2023,LUNA,$0.96,0,849436363.64,849436363.64
Dec 09 2023,LUNA,$1.03,0,848545454.55,848545454.55
Dec 08 2023,LUNA,$0.99,0,847654545.45,847654545.45
Dec 08 2023,LUNA,$0.99,0,847654545.45,847654545.45
Dec 07 2023,LUNA,$1.03,0,846763636.36,846763636.36
Dec 06 2023,LUNA,$1.14,0,845872727.27,845872727.27
Dec 05 2023,LUNA,$1.18,0,844981818.18,844981818.18
Dec 04 2023,LUNA,$0.86,0,844090909.09,844090909.09
Dec 03 2023,LUNA,$0.80,0,843200000.00,843200000.00
