Date,Symbol,Price,Available Supply,Unlocked Supply,Reserved (TBD),Private Investors,Reserved,Community & Other
Oct 17 2027,RNDR,0,562707825.00,327680152.00,235027673.00,117843239.00,184000000.00,25836913.00
Oct 12 2027,RNDR,0,562707825.00,327680152.00,235027673.00,117843239.00,184000000.00,25836913.00
Oct 07 2027,RNDR,0,562707825.00,327680152.00,235027673.00,117843239.00,184000000.00,25836913.00
Oct 03 2027,RNDR,0,562707825.00,327680152.00,235027673.00,117843239.00,184000000.00,25836913.00
Sep 28 2027,RNDR,0,562372280.00,327344607.00,235027673.00,117843239.00,184000000.00,25501368.00
Sep 24 2027,RNDR,0,562372280.00,327344607.00,235027673.00,117843239.00,184000000.00,25501368.00
Sep 19 2027,RNDR,0,562372280.00,327344607.00,235027673.00,117843239.00,184000000.00,25501368.00
Sep 14 2027,RNDR,0,562372280.00,327344607.00,235027673.00,117843239.00,184000000.00,25501368.00
Sep 10 2027,RNDR,0,562372280.00,327344607.00,235027673.00,117843239.00,184000000.00,25501368.00
Sep 05 2027,RNDR,0,562372280.00,327344607.00,235027673.00,117843239.00,184000000.00,25501368.00
Aug 31 2027,RNDR,0,562372280.00,327344607.00,235027673.00,117843239.00,184000000.00,25501368.00
Aug 27 2027,RNDR,0,561991997.00,326964324.00,235027673.00,117843239.00,184000000.00,25121085.00
Aug 22 2027,RNDR,0,561991997.00,326964324.00,235027673.00,117843239.00,184000000.00,25121085.00
Aug 17 2027,RNDR,0,561991997.00,326964324.00,235027673.00,117843239.00,184000000.00,25121085.00
Aug 13 2027,RNDR,0,561991997.00,326964324.00,235027673.00,117843239.00,184000000.00,25121085.00
Aug 08 2027,RNDR,0,561991997.00,326964324.00,235027673.00,117843239.00,184000000.00,25121085.00
Aug 03 2027,RNDR,0,561991997.00,326964324.00,235027673.00,117843239.00,184000000.00,25121085.00
Jul 30 2027,RNDR,0,561611713.00,326584040.00,235027673.00,117843239.00,184000000.00,24740801.00
Jul 25 2027,RNDR,0,561611713.00,326584040.00,235027673.00,117843239.00,184000000.00,24740801.00
Jul 20 2027,RNDR,0,561611713.00,326584040.00,235027673.00,117843239.00,184000000.00,24740801.00
Jul 16 2027,RNDR,0,561611713.00,326584040.00,235027673.00,117843239.00,184000000.00,24740801.00
Jul 11 2027,RNDR,0,561611713.00,326584040.00,235027673.00,117843239.00,184000000.00,24740801.00
Jul 06 2027,RNDR,0,561611713.00,326584040.00,235027673.00,117843239.00,184000000.00,24740801.00
Jul 02 2027,RNDR,0,561611713.00,326584040.00,235027673.00,117843239.00,184000000.00,24740801.00
Jun 27 2027,RNDR,0,561231430.00,326203757.00,235027673.00,117843239.00,184000000.00,24360518.00
Jun 22 2027,RNDR,0,561231430.00,326203757.00,235027673.00,117843239.00,184000000.00,24360518.00
Jun 18 2027,RNDR,0,561231430.00,326203757.00,235027673.00,117843239.00,184000000.00,24360518.00
Jun 13 2027,RNDR,0,561231430.00,326203757.00,235027673.00,117843239.00,184000000.00,24360518.00
Jun 09 2027,RNDR,0,561231430.00,326203757.00,235027673.00,117843239.00,184000000.00,24360518.00
Jun 04 2027,RNDR,0,561231430.00,326203757.00,235027673.00,117843239.00,184000000.00,24360518.00
May 30 2027,RNDR,0,560851146.00,325823473.00,235027673.00,117843239.00,184000000.00,23980234.00
May 26 2027,RNDR,0,560851146.00,325823473.00,235027673.00,117843239.00,184000000.00,23980234.00
May 21 2027,RNDR,0,560851146.00,325823473.00,235027673.00,117843239.00,184000000.00,23980234.00
May 16 2027,RNDR,0,560851146.00,325823473.00,235027673.00,117843239.00,184000000.00,23980234.00
May 12 2027,RNDR,0,560851146.00,325823473.00,235027673.00,117843239.00,184000000.00,23980234.00
May 07 2027,RNDR,0,560851146.00,325823473.00,235027673.00,117843239.00,184000000.00,23980234.00
May 02 2027,RNDR,0,560851146.00,325823473.00,235027673.00,117843239.00,184000000.00,23980234.00
Apr 28 2027,RNDR,0,560470863.00,325443190.00,235027673.00,117843239.00,184000000.00,23599951.00
Apr 23 2027,RNDR,0,560470863.00,325443190.00,235027673.00,117843239.00,184000000.00,23599951.00
Apr 18 2027,RNDR,0,560470863.00,325443190.00,235027673.00,117843239.00,184000000.00,23599951.00
Apr 14 2027,RNDR,0,560470863.00,325443190.00,235027673.00,117843239.00,184000000.00,23599951.00
Apr 09 2027,RNDR,0,560470863.00,325443190.00,235027673.00,117843239.00,184000000.00,23599951.00
Apr 04 2027,RNDR,0,560470863.00,325443190.00,235027673.00,117843239.00,184000000.00,23599951.00
Mar 31 2027,RNDR,0,560090579.00,325062906.00,235027673.00,117843239.00,184000000.00,23219667.00
Mar 26 2027,RNDR,0,560090579.00,325062906.00,235027673.00,117843239.00,184000000.00,23219667.00
Mar 21 2027,RNDR,0,560090579.00,325062906.00,235027673.00,117843239.00,184000000.00,23219667.00
Mar 17 2027,RNDR,0,560090579.00,325062906.00,235027673.00,117843239.00,184000000.00,23219667.00
Mar 12 2027,RNDR,0,560090579.00,325062906.00,235027673.00,117843239.00,184000000.00,23219667.00
Mar 07 2027,RNDR,0,560090579.00,325062906.00,235027673.00,117843239.00,184000000.00,23219667.00
Mar 03 2027,RNDR,0,560090579.00,325062906.00,235027673.00,117843239.00,184000000.00,23219667.00
Feb 26 2027,RNDR,0,559710295.00,324682622.00,235027673.00,117843239.00,184000000.00,22839383.00
Feb 22 2027,RNDR,0,559710295.00,324682622.00,235027673.00,117843239.00,184000000.00,22839383.00
Feb 17 2027,RNDR,0,559710295.00,324682622.00,235027673.00,117843239.00,184000000.00,22839383.00
Feb 12 2027,RNDR,0,559710295.00,324682622.00,235027673.00,117843239.00,184000000.00,22839383.00
Feb 08 2027,RNDR,0,559710295.00,324682622.00,235027673.00,117843239.00,184000000.00,22839383.00
Feb 03 2027,RNDR,0,559710295.00,324682622.00,235027673.00,117843239.00,184000000.00,22839383.00
Jan 29 2027,RNDR,0,559330012.00,324302339.00,235027673.00,117843239.00,184000000.00,22459100.00
Jan 25 2027,RNDR,0,559330012.00,324302339.00,235027673.00,117843239.00,184000000.00,22459100.00
Jan 20 2027,RNDR,0,559330012.00,324302339.00,235027673.00,117843239.00,184000000.00,22459100.00
Jan 15 2027,RNDR,0,559330012.00,324302339.00,235027673.00,117843239.00,184000000.00,22459100.00
Jan 11 2027,RNDR,0,559330012.00,324302339.00,235027673.00,117843239.00,184000000.00,22459100.00
Jan 06 2027,RNDR,0,559330012.00,324302339.00,235027673.00,117843239.00,184000000.00,22459100.00
Jan 01 2027,RNDR,0,558949728.00,323922055.00,235027673.00,117843239.00,184000000.00,22078816.00
Dec 28 2026,RNDR,0,558949728.00,323922055.00,235027673.00,117843239.00,184000000.00,22078816.00
Dec 23 2026,RNDR,0,558949728.00,323922055.00,235027673.00,117843239.00,184000000.00,22078816.00
Dec 18 2026,RNDR,0,558949728.00,323922055.00,235027673.00,117843239.00,184000000.00,22078816.00
Dec 14 2026,RNDR,0,558949728.00,323922055.00,235027673.00,117843239.00,184000000.00,22078816.00
Dec 09 2026,RNDR,0,558949728.00,323922055.00,235027673.00,117843239.00,184000000.00,22078816.00
Dec 04 2026,RNDR,0,558949728.00,323922055.00,235027673.00,117843239.00,184000000.00,22078816.00
Nov 30 2026,RNDR,0,558569445.00,323541772.00,235027673.00,117843239.00,184000000.00,21698533.00
Nov 25 2026,RNDR,0,558569445.00,323541772.00,235027673.00,117843239.00,184000000.00,21698533.00
Nov 20 2026,RNDR,0,558569445.00,323541772.00,235027673.00,117843239.00,184000000.00,21698533.00
Nov 16 2026,RNDR,0,558569445.00,323541772.00,235027673.00,117843239.00,184000000.00,21698533.00
Nov 11 2026,RNDR,0,558569445.00,323541772.00,235027673.00,117843239.00,184000000.00,21698533.00
Nov 07 2026,RNDR,0,558569445.00,323541772.00,235027673.00,117843239.00,184000000.00,21698533.00
Nov 02 2026,RNDR,0,558189161.00,323161488.00,235027673.00,117843239.00,184000000.00,21318249.00
Oct 28 2026,RNDR,0,558189161.00,323161488.00,235027673.00,117843239.00,184000000.00,21318249.00
Oct 24 2026,RNDR,0,558189161.00,323161488.00,235027673.00,117843239.00,184000000.00,21318249.00
Oct 19 2026,RNDR,0,558189161.00,323161488.00,235027673.00,117843239.00,184000000.00,21318249.00
Oct 14 2026,RNDR,0,558189161.00,323161488.00,235027673.00,117843239.00,184000000.00,21318249.00
Oct 10 2026,RNDR,0,558189161.00,323161488.00,235027673.00,117843239.00,184000000.00,21318249.00
Oct 05 2026,RNDR,0,558189161.00,323161488.00,235027673.00,117843239.00,184000000.00,21318249.00
Sep 30 2026,RNDR,0,557808878.00,322781205.00,235027673.00,117843239.00,184000000.00,20937966.00
Sep 26 2026,RNDR,0,557808878.00,322781205.00,235027673.00,117843239.00,184000000.00,20937966.00
Sep 21 2026,RNDR,0,557808878.00,322781205.00,235027673.00,117843239.00,184000000.00,20937966.00
Sep 16 2026,RNDR,0,557808878.00,322781205.00,235027673.00,117843239.00,184000000.00,20937966.00
Sep 12 2026,RNDR,0,557808878.00,322781205.00,235027673.00,117843239.00,184000000.00,20937966.00
Sep 07 2026,RNDR,0,557808878.00,322781205.00,235027673.00,117843239.00,184000000.00,20937966.00
Sep 02 2026,RNDR,0,557316746.00,322289073.00,235027673.00,117843239.00,184000000.00,20445834.00
Aug 29 2026,RNDR,0,557316746.00,322289073.00,235027673.00,117843239.00,184000000.00,20445834.00
Aug 24 2026,RNDR,0,557316746.00,322289073.00,235027673.00,117843239.00,184000000.00,20445834.00
Aug 19 2026,RNDR,0,557316746.00,322289073.00,235027673.00,117843239.00,184000000.00,20445834.00
Aug 15 2026,RNDR,0,557316746.00,322289073.00,235027673.00,117843239.00,184000000.00,20445834.00
Aug 10 2026,RNDR,0,557316746.00,322289073.00,235027673.00,117843239.00,184000000.00,20445834.00
Aug 05 2026,RNDR,0,557316746.00,322289073.00,235027673.00,117843239.00,184000000.00,20445834.00
Aug 01 2026,RNDR,0,556824614.00,321796941.00,235027673.00,117843239.00,184000000.00,19953702.00
Jul 27 2026,RNDR,0,556824614.00,321796941.00,235027673.00,117843239.00,184000000.00,19953702.00
Jul 23 2026,RNDR,0,556824614.00,321796941.00,235027673.00,117843239.00,184000000.00,19953702.00
Jul 18 2026,RNDR,0,556824614.00,321796941.00,235027673.00,117843239.00,184000000.00,19953702.00
Jul 13 2026,RNDR,0,556824614.00,321796941.00,235027673.00,117843239.00,184000000.00,19953702.00
Jul 09 2026,RNDR,0,556824614.00,321796941.00,235027673.00,117843239.00,184000000.00,19953702.00
Jul 04 2026,RNDR,0,556332483.00,321304810.00,235027673.00,117843239.00,184000000.00,19461571.00
Jun 29 2026,RNDR,0,556332483.00,321304810.00,235027673.00,117843239.00,184000000.00,19461571.00
Jun 25 2026,RNDR,0,556332483.00,321304810.00,235027673.00,117843239.00,184000000.00,19461571.00
Jun 20 2026,RNDR,0,556332483.00,321304810.00,235027673.00,117843239.00,184000000.00,19461571.00
Jun 15 2026,RNDR,0,556332483.00,321304810.00,235027673.00,117843239.00,184000000.00,19461571.00
Jun 11 2026,RNDR,0,556332483.00,321304810.00,235027673.00,117843239.00,184000000.00,19461571.00
Jun 06 2026,RNDR,0,556332483.00,321304810.00,235027673.00,117843239.00,184000000.00,19461571.00
Jun 01 2026,RNDR,0,555840351.00,320812678.00,235027673.00,117843239.00,184000000.00,18969439.00
May 28 2026,RNDR,0,555840351.00,320812678.00,235027673.00,117843239.00,184000000.00,18969439.00
May 23 2026,RNDR,0,555840351.00,320812678.00,235027673.00,117843239.00,184000000.00,18969439.00
May 18 2026,RNDR,0,555840351.00,320812678.00,235027673.00,117843239.00,184000000.00,18969439.00
May 14 2026,RNDR,0,555840351.00,320812678.00,235027673.00,117843239.00,184000000.00,18969439.00
May 09 2026,RNDR,0,555840351.00,320812678.00,235027673.00,117843239.00,184000000.00,18969439.00
May 04 2026,RNDR,0,555348219.00,320320546.00,235027673.00,117843239.00,184000000.00,18477307.00
Apr 30 2026,RNDR,0,555348219.00,320320546.00,235027673.00,117843239.00,184000000.00,18477307.00
Apr 25 2026,RNDR,0,555348219.00,320320546.00,235027673.00,117843239.00,184000000.00,18477307.00
Apr 20 2026,RNDR,0,555348219.00,320320546.00,235027673.00,117843239.00,184000000.00,18477307.00
Apr 16 2026,RNDR,0,555348219.00,320320546.00,235027673.00,117843239.00,184000000.00,18477307.00
Apr 11 2026,RNDR,0,555348219.00,320320546.00,235027673.00,117843239.00,184000000.00,18477307.00
Apr 07 2026,RNDR,0,555348219.00,320320546.00,235027673.00,117843239.00,184000000.00,18477307.00
Apr 02 2026,RNDR,0,554856088.00,319828415.00,235027673.00,117843239.00,184000000.00,17985176.00
Mar 28 2026,RNDR,0,554856088.00,319828415.00,235027673.00,117843239.00,184000000.00,17985176.00
Mar 24 2026,RNDR,0,554856088.00,319828415.00,235027673.00,117843239.00,184000000.00,17985176.00
Mar 19 2026,RNDR,0,554856088.00,319828415.00,235027673.00,117843239.00,184000000.00,17985176.00
Mar 14 2026,RNDR,0,554856088.00,319828415.00,235027673.00,117843239.00,184000000.00,17985176.00
Mar 10 2026,RNDR,0,554856088.00,319828415.00,235027673.00,117843239.00,184000000.00,17985176.00
Mar 05 2026,RNDR,0,554363956.00,319336283.00,235027673.00,117843239.00,184000000.00,17493044.00
Feb 28 2026,RNDR,0,554363956.00,319336283.00,235027673.00,117843239.00,184000000.00,17493044.00
Feb 24 2026,RNDR,0,554363956.00,319336283.00,235027673.00,117843239.00,184000000.00,17493044.00
Feb 19 2026,RNDR,0,554363956.00,319336283.00,235027673.00,117843239.00,184000000.00,17493044.00
Feb 14 2026,RNDR,0,554363956.00,319336283.00,235027673.00,117843239.00,184000000.00,17493044.00
Feb 10 2026,RNDR,0,554363956.00,319336283.00,235027673.00,117843239.00,184000000.00,17493044.00
Feb 05 2026,RNDR,0,553871824.00,318844151.00,235027673.00,117843239.00,184000000.00,17000912.00
Jan 31 2026,RNDR,0,553871824.00,318844151.00,235027673.00,117843239.00,184000000.00,17000912.00
Jan 27 2026,RNDR,0,553871824.00,318844151.00,235027673.00,117843239.00,184000000.00,17000912.00
Jan 22 2026,RNDR,0,553871824.00,318844151.00,235027673.00,117843239.00,184000000.00,17000912.00
Jan 17 2026,RNDR,0,553871824.00,318844151.00,235027673.00,117843239.00,184000000.00,17000912.00
Jan 13 2026,RNDR,0,553871824.00,318844151.00,235027673.00,117843239.00,184000000.00,17000912.00
Jan 08 2026,RNDR,0,553871824.00,318844151.00,235027673.00,117843239.00,184000000.00,17000912.00
Jan 03 2026,RNDR,0,553379693.00,318352020.00,235027673.00,117843239.00,184000000.00,16508781.00
Dec 30 2025,RNDR,0,553379693.00,318352020.00,235027673.00,117843239.00,184000000.00,16508781.00
Dec 25 2025,RNDR,0,553379693.00,318352020.00,235027673.00,117843239.00,184000000.00,16508781.00
Dec 21 2025,RNDR,0,553379693.00,318352020.00,235027673.00,117843239.00,184000000.00,16508781.00
Dec 16 2025,RNDR,0,553379693.00,318352020.00,235027673.00,117843239.00,184000000.00,16508781.00
Dec 11 2025,RNDR,0,553379693.00,318352020.00,235027673.00,117843239.00,184000000.00,16508781.00
Dec 07 2025,RNDR,0,552887561.00,317859888.00,235027673.00,117843239.00,184000000.00,16016649.00
Dec 02 2025,RNDR,0,552887561.00,317859888.00,235027673.00,117843239.00,184000000.00,16016649.00
Nov 27 2025,RNDR,0,552887561.00,317859888.00,235027673.00,117843239.00,184000000.00,16016649.00
Nov 23 2025,RNDR,0,552887561.00,317859888.00,235027673.00,117843239.00,184000000.00,16016649.00
Nov 18 2025,RNDR,0,552887561.00,317859888.00,235027673.00,117843239.00,184000000.00,16016649.00
Nov 13 2025,RNDR,0,552887561.00,317859888.00,235027673.00,117843239.00,184000000.00,16016649.00
Nov 09 2025,RNDR,0,552887561.00,317859888.00,235027673.00,117843239.00,184000000.00,16016649.00
Nov 04 2025,RNDR,0,552395429.00,317367756.00,235027673.00,117843239.00,184000000.00,15524517.00
Oct 30 2025,RNDR,0,552395429.00,317367756.00,235027673.00,117843239.00,184000000.00,15524517.00
Oct 30 2025,RNDR,0,552395429.00,317367756.00,235027673.00,117843239.00,184000000.00,15524517.00
Oct 26 2025,RNDR,0,552395429.00,317367756.00,235027673.00,117843239.00,184000000.00,15524517.00
Oct 21 2025,RNDR,0,552395429.00,317367756.00,235027673.00,117843239.00,184000000.00,15524517.00
Oct 16 2025,RNDR,0,552395429.00,317367756.00,235027673.00,117843239.00,184000000.00,15524517.00
Oct 12 2025,RNDR,0,552395429.00,317367756.00,235027673.00,117843239.00,184000000.00,15524517.00
Oct 07 2025,RNDR,0,551903298.00,316875625.00,235027673.00,117843239.00,184000000.00,15032386.00
Oct 02 2025,RNDR,0,551903298.00,316875625.00,235027673.00,117843239.00,184000000.00,15032386.00
Sep 28 2025,RNDR,0,551903298.00,316875625.00,235027673.00,117843239.00,184000000.00,15032386.00
Sep 23 2025,RNDR,0,551903298.00,316875625.00,235027673.00,117843239.00,184000000.00,15032386.00
Sep 18 2025,RNDR,0,551903298.00,316875625.00,235027673.00,117843239.00,184000000.00,15032386.00
Sep 14 2025,RNDR,0,551903298.00,316875625.00,235027673.00,117843239.00,184000000.00,15032386.00
Sep 09 2025,RNDR,0,551903298.00,316875625.00,235027673.00,117843239.00,184000000.00,15032386.00
Sep 04 2025,RNDR,0,551411166.00,316383493.00,235027673.00,117843239.00,184000000.00,14540254.00
Aug 31 2025,RNDR,0,551411166.00,316383493.00,235027673.00,117843239.00,184000000.00,14540254.00
Aug 26 2025,RNDR,0,551411166.00,316383493.00,235027673.00,117843239.00,184000000.00,14540254.00
Aug 22 2025,RNDR,0,551411166.00,316383493.00,235027673.00,117843239.00,184000000.00,14540254.00
Aug 17 2025,RNDR,0,551411166.00,316383493.00,235027673.00,117843239.00,184000000.00,14540254.00
Aug 12 2025,RNDR,0,551411166.00,316383493.00,235027673.00,117843239.00,184000000.00,14540254.00
Aug 08 2025,RNDR,0,550919034.00,315891361.00,235027673.00,117843239.00,184000000.00,14048122.00
Aug 03 2025,RNDR,0,550919034.00,315891361.00,235027673.00,117843239.00,184000000.00,14048122.00
Jul 29 2025,RNDR,0,550919034.00,315891361.00,235027673.00,117843239.00,184000000.00,14048122.00
Jul 25 2025,RNDR,0,550919034.00,315891361.00,235027673.00,117843239.00,184000000.00,14048122.00
Jul 20 2025,RNDR,0,550919034.00,315891361.00,235027673.00,117843239.00,184000000.00,14048122.00
Jul 15 2025,RNDR,0,550919034.00,315891361.00,235027673.00,117843239.00,184000000.00,14048122.00
Jul 11 2025,RNDR,0,550919034.00,315891361.00,235027673.00,117843239.00,184000000.00,14048122.00
Jul 06 2025,RNDR,0,550426903.00,315399230.00,235027673.00,117843239.00,184000000.00,13555991.00
Jul 01 2025,RNDR,0,550426903.00,315399230.00,235027673.00,117843239.00,184000000.00,13555991.00
Jun 27 2025,RNDR,0,550426903.00,315399230.00,235027673.00,117843239.00,184000000.00,13555991.00
Jun 22 2025,RNDR,0,550426903.00,315399230.00,235027673.00,117843239.00,184000000.00,13555991.00
Jun 17 2025,RNDR,0,550426903.00,315399230.00,235027673.00,117843239.00,184000000.00,13555991.00
Jun 13 2025,RNDR,0,550426903.00,315399230.00,235027673.00,117843239.00,184000000.00,13555991.00
Jun 08 2025,RNDR,0,549934771.00,314907098.00,235027673.00,117843239.00,184000000.00,13063859.00
Jun 03 2025,RNDR,0,549934771.00,314907098.00,235027673.00,117843239.00,184000000.00,13063859.00
May 30 2025,RNDR,0,549934771.00,314907098.00,235027673.00,117843239.00,184000000.00,13063859.00
May 25 2025,RNDR,0,549934771.00,314907098.00,235027673.00,117843239.00,184000000.00,13063859.00
May 20 2025,RNDR,0,549934771.00,314907098.00,235027673.00,117843239.00,184000000.00,13063859.00
May 16 2025,RNDR,0,549934771.00,314907098.00,235027673.00,117843239.00,184000000.00,13063859.00
May 11 2025,RNDR,0,549442639.00,314414966.00,235027673.00,117843239.00,184000000.00,12571727.00
May 07 2025,RNDR,0,549442639.00,314414966.00,235027673.00,117843239.00,184000000.00,12571727.00
May 02 2025,RNDR,0,549442639.00,314414966.00,235027673.00,117843239.00,184000000.00,12571727.00
Apr 27 2025,RNDR,0,549442639.00,314414966.00,235027673.00,117843239.00,184000000.00,12571727.00
Apr 23 2025,RNDR,0,549442639.00,314414966.00,235027673.00,117843239.00,184000000.00,12571727.00
Apr 18 2025,RNDR,0,549442639.00,314414966.00,235027673.00,117843239.00,184000000.00,12571727.00
Apr 13 2025,RNDR,0,549442639.00,314414966.00,235027673.00,117843239.00,184000000.00,12571727.00
Apr 09 2025,RNDR,0,548950508.00,313922835.00,235027673.00,117843239.00,184000000.00,12079596.00
Apr 04 2025,RNDR,0,548950508.00,313922835.00,235027673.00,117843239.00,184000000.00,12079596.00
Mar 30 2025,RNDR,0,548950508.00,313922835.00,235027673.00,117843239.00,184000000.00,12079596.00
Mar 26 2025,RNDR,0,548950508.00,313922835.00,235027673.00,117843239.00,184000000.00,12079596.00
Mar 21 2025,RNDR,0,548950508.00,313922835.00,235027673.00,117843239.00,184000000.00,12079596.00
Mar 16 2025,RNDR,0,548950508.00,313922835.00,235027673.00,117843239.00,184000000.00,12079596.00
Mar 12 2025,RNDR,0,548458376.00,313430703.00,235027673.00,117843239.00,184000000.00,11587464.00
Mar 07 2025,RNDR,0,548458376.00,313430703.00,235027673.00,117843239.00,184000000.00,11587464.00
Mar 02 2025,RNDR,0,548458376.00,313430703.00,235027673.00,117843239.00,184000000.00,11587464.00
Feb 26 2025,RNDR,0,548458376.00,313430703.00,235027673.00,117843239.00,184000000.00,11587464.00
Feb 21 2025,RNDR,0,548458376.00,313430703.00,235027673.00,117843239.00,184000000.00,11587464.00
Feb 16 2025,RNDR,0,548458376.00,313430703.00,235027673.00,117843239.00,184000000.00,11587464.00
Feb 12 2025,RNDR,0,548458376.00,313430703.00,235027673.00,117843239.00,184000000.00,11587464.00
Feb 07 2025,RNDR,0,547966244.00,312938571.00,235027673.00,117843239.00,184000000.00,11095332.00
Feb 02 2025,RNDR,0,547966244.00,312938571.00,235027673.00,117843239.00,184000000.00,11095332.00
Jan 29 2025,RNDR,0,547966244.00,312938571.00,235027673.00,117843239.00,184000000.00,11095332.00
Jan 24 2025,RNDR,0,547966244.00,312938571.00,235027673.00,117843239.00,184000000.00,11095332.00
Jan 20 2025,RNDR,0,547966244.00,312938571.00,235027673.00,117843239.00,184000000.00,11095332.00
Jan 15 2025,RNDR,0,547966244.00,312938571.00,235027673.00,117843239.00,184000000.00,11095332.00
Jan 10 2025,RNDR,0,547474113.00,312446440.00,235027673.00,117843239.00,184000000.00,10603201.00
Jan 06 2025,RNDR,0,547474113.00,312446440.00,235027673.00,117843239.00,184000000.00,10603201.00
Jan 01 2025,RNDR,0,547474113.00,312446440.00,235027673.00,117843239.00,184000000.00,10603201.00
Dec 27 2024,RNDR,0,547474113.00,312446440.00,235027673.00,117843239.00,184000000.00,10603201.00
Dec 23 2024,RNDR,0,547474113.00,312446440.00,235027673.00,117843239.00,184000000.00,10603201.00
Dec 18 2024,RNDR,0,547474113.00,312446440.00,235027673.00,117843239.00,184000000.00,10603201.00
Dec 13 2024,RNDR,0,547474113.00,312446440.00,235027673.00,117843239.00,184000000.00,10603201.00
Dec 09 2024,RNDR,0,546981981.00,311954308.00,235027673.00,117843239.00,184000000.00,10111069.00
Dec 04 2024,RNDR,0,546981981.00,311954308.00,235027673.00,117843239.00,184000000.00,10111069.00
Nov 29 2024,RNDR,0,546981981.00,311954308.00,235027673.00,117843239.00,184000000.00,10111069.00
Nov 25 2024,RNDR,0,546981981.00,311954308.00,235027673.00,117843239.00,184000000.00,10111069.00
Nov 20 2024,RNDR,0,546981981.00,311954308.00,235027673.00,117843239.00,184000000.00,10111069.00
Nov 15 2024,RNDR,0,546981981.00,311954308.00,235027673.00,117843239.00,184000000.00,10111069.00
Nov 11 2024,RNDR,0,546489849.00,311462176.00,235027673.00,117843239.00,184000000.00,9618937.00
Nov 06 2024,RNDR,0,546489849.00,311462176.00,235027673.00,117843239.00,184000000.00,9618937.00
Nov 01 2024,RNDR,0,546489849.00,311462176.00,235027673.00,117843239.00,184000000.00,9618937.00
Oct 28 2024,RNDR,0,546489849.00,311462176.00,235027673.00,117843239.00,184000000.00,9618937.00
Oct 23 2024,RNDR,0,546489849.00,311462176.00,235027673.00,117843239.00,184000000.00,9618937.00
Oct 18 2024,RNDR,0,546489849.00,311462176.00,235027673.00,117843239.00,184000000.00,9618937.00
Oct 14 2024,RNDR,0,546489849.00,311462176.00,235027673.00,117843239.00,184000000.00,9618937.00
Oct 09 2024,RNDR,0,545997718.00,310970045.00,235027673.00,117843239.00,184000000.00,9126806.00
Oct 05 2024,RNDR,0,545997718.00,310970045.00,235027673.00,117843239.00,184000000.00,9126806.00
Sep 30 2024,RNDR,0,545997718.00,310970045.00,235027673.00,117843239.00,184000000.00,9126806.00
Sep 25 2024,RNDR,0,545997718.00,310970045.00,235027673.00,117843239.00,184000000.00,9126806.00
Sep 21 2024,RNDR,0,545997718.00,310970045.00,235027673.00,117843239.00,184000000.00,9126806.00
Sep 16 2024,RNDR,0,545997718.00,310970045.00,235027673.00,117843239.00,184000000.00,9126806.00
Sep 11 2024,RNDR,0,545237150.00,310209477.00,235027673.00,117843239.00,184000000.00,8366238.00
Sep 07 2024,RNDR,0,545237150.00,310209477.00,235027673.00,117843239.00,184000000.00,8366238.00
Sep 02 2024,RNDR,0,545237150.00,310209477.00,235027673.00,117843239.00,184000000.00,8366238.00
Aug 28 2024,RNDR,0,545237150.00,310209477.00,235027673.00,117843239.00,184000000.00,8366238.00
Aug 24 2024,RNDR,0,545237150.00,310209477.00,235027673.00,117843239.00,184000000.00,8366238.00
Aug 19 2024,RNDR,0,545237150.00,310209477.00,235027673.00,117843239.00,184000000.00,8366238.00
Aug 14 2024,RNDR,0,544476583.00,309448910.00,235027673.00,117843239.00,184000000.00,7605671.00
Aug 10 2024,RNDR,0,544476583.00,309448910.00,235027673.00,117843239.00,184000000.00,7605671.00
Aug 05 2024,RNDR,0,544476583.00,309448910.00,235027673.00,117843239.00,184000000.00,7605671.00
Jul 31 2024,RNDR,0,544476583.00,309448910.00,235027673.00,117843239.00,184000000.00,7605671.00
Jul 27 2024,RNDR,0,544476583.00,309448910.00,235027673.00,117843239.00,184000000.00,7605671.00
Jul 22 2024,RNDR,0,544476583.00,309448910.00,235027673.00,117843239.00,184000000.00,7605671.00
Jul 17 2024,RNDR,0,544476583.00,309448910.00,235027673.00,117843239.00,184000000.00,7605671.00
Jul 13 2024,RNDR,0,543716016.00,308688343.00,235027673.00,117843239.00,184000000.00,6845104.00
Jul 08 2024,RNDR,0,543716016.00,308688343.00,235027673.00,117843239.00,184000000.00,6845104.00
Jul 03 2024,RNDR,0,543716016.00,308688343.00,235027673.00,117843239.00,184000000.00,6845104.00
Jun 29 2024,RNDR,0,543716016.00,308688343.00,235027673.00,117843239.00,184000000.00,6845104.00
Jun 24 2024,RNDR,0,543716016.00,308688343.00,235027673.00,117843239.00,184000000.00,6845104.00
Jun 20 2024,RNDR,0,543716016.00,308688343.00,235027673.00,117843239.00,184000000.00,6845104.00
Jun 15 2024,RNDR,0,542955449.00,307927776.00,235027673.00,117843239.00,184000000.00,6084537.00
Jun 10 2024,RNDR,0,542955449.00,307927776.00,235027673.00,117843239.00,184000000.00,6084537.00
Jun 06 2024,RNDR,0,542955449.00,307927776.00,235027673.00,117843239.00,184000000.00,6084537.00
Jun 01 2024,RNDR,0,542955449.00,307927776.00,235027673.00,117843239.00,184000000.00,6084537.00
May 27 2024,RNDR,0,542955449.00,307927776.00,235027673.00,117843239.00,184000000.00,6084537.00
May 23 2024,RNDR,0,542955449.00,307927776.00,235027673.00,117843239.00,184000000.00,6084537.00
