Date,Symbol,Price,Available Supply,Unlocked Supply,Reserved (TBD),Private Investors,Reserved,Community & Other
May 09 2030,RNDR,0,572962059.00,337934386.00,235027673.00,117843239.00,184000000.00,36091147.00
May 04 2030,RNDR,0,572962059.00,337934386.00,235027673.00,117843239.00,184000000.00,36091147.00
Apr 30 2030,RNDR,0,572962059.00,337934386.00,235027673.00,117843239.00,184000000.00,36091147.00
Apr 25 2030,RNDR,0,572962059.00,337934386.00,235027673.00,117843239.00,184000000.00,36091147.00
Apr 20 2030,RNDR,0,572962059.00,337934386.00,235027673.00,117843239.00,184000000.00,36091147.00
Apr 16 2030,RNDR,0,572962059.00,337934386.00,235027673.00,117843239.00,184000000.00,36091147.00
Apr 11 2030,RNDR,0,572644970.00,337617297.00,235027673.00,117843239.00,184000000.00,35774058.00
Apr 06 2030,RNDR,0,572644970.00,337617297.00,235027673.00,117843239.00,184000000.00,35774058.00
Apr 02 2030,RNDR,0,572644970.00,337617297.00,235027673.00,117843239.00,184000000.00,35774058.00
Mar 28 2030,RNDR,0,572644970.00,337617297.00,235027673.00,117843239.00,184000000.00,35774058.00
Mar 23 2030,RNDR,0,572644970.00,337617297.00,235027673.00,117843239.00,184000000.00,35774058.00
Mar 19 2030,RNDR,0,572644970.00,337617297.00,235027673.00,117843239.00,184000000.00,35774058.00
Mar 14 2030,RNDR,0,572327880.00,337300207.00,235027673.00,117843239.00,184000000.00,35456968.00
Mar 09 2030,RNDR,0,572327880.00,337300207.00,235027673.00,117843239.00,184000000.00,35456968.00
Mar 05 2030,RNDR,0,572327880.00,337300207.00,235027673.00,117843239.00,184000000.00,35456968.00
Feb 28 2030,RNDR,0,572327880.00,337300207.00,235027673.00,117843239.00,184000000.00,35456968.00
Feb 24 2030,RNDR,0,572327880.00,337300207.00,235027673.00,117843239.00,184000000.00,35456968.00
Feb 19 2030,RNDR,0,572327880.00,337300207.00,235027673.00,117843239.00,184000000.00,35456968.00
Feb 14 2030,RNDR,0,572010791.00,336983118.00,235027673.00,117843239.00,184000000.00,35139879.00
Feb 10 2030,RNDR,0,572010791.00,336983118.00,235027673.00,117843239.00,184000000.00,35139879.00
Feb 05 2030,RNDR,0,572010791.00,336983118.00,235027673.00,117843239.00,184000000.00,35139879.00
Jan 31 2030,RNDR,0,572010791.00,336983118.00,235027673.00,117843239.00,184000000.00,35139879.00
Jan 27 2030,RNDR,0,572010791.00,336983118.00,235027673.00,117843239.00,184000000.00,35139879.00
Jan 22 2030,RNDR,0,572010791.00,336983118.00,235027673.00,117843239.00,184000000.00,35139879.00
Jan 17 2030,RNDR,0,572010791.00,336983118.00,235027673.00,117843239.00,184000000.00,35139879.00
Jan 13 2030,RNDR,0,571693702.00,336666029.00,235027673.00,117843239.00,184000000.00,34822790.00
Jan 08 2030,RNDR,0,571693702.00,336666029.00,235027673.00,117843239.00,184000000.00,34822790.00
Jan 03 2030,RNDR,0,571693702.00,336666029.00,235027673.00,117843239.00,184000000.00,34822790.00
Dec 30 2029,RNDR,0,571693702.00,336666029.00,235027673.00,117843239.00,184000000.00,34822790.00
Dec 25 2029,RNDR,0,571693702.00,336666029.00,235027673.00,117843239.00,184000000.00,34822790.00
Dec 20 2029,RNDR,0,571693702.00,336666029.00,235027673.00,117843239.00,184000000.00,34822790.00
Dec 16 2029,RNDR,0,571376612.00,336348939.00,235027673.00,117843239.00,184000000.00,34505700.00
Dec 11 2029,RNDR,0,571376612.00,336348939.00,235027673.00,117843239.00,184000000.00,34505700.00
Dec 06 2029,RNDR,0,571376612.00,336348939.00,235027673.00,117843239.00,184000000.00,34505700.00
Dec 02 2029,RNDR,0,571376612.00,336348939.00,235027673.00,117843239.00,184000000.00,34505700.00
Nov 27 2029,RNDR,0,571376612.00,336348939.00,235027673.00,117843239.00,184000000.00,34505700.00
Nov 22 2029,RNDR,0,571376612.00,336348939.00,235027673.00,117843239.00,184000000.00,34505700.00
Nov 18 2029,RNDR,0,571376612.00,336348939.00,235027673.00,117843239.00,184000000.00,34505700.00
Nov 13 2029,RNDR,0,571059523.00,336031850.00,235027673.00,117843239.00,184000000.00,34188611.00
Nov 08 2029,RNDR,0,571059523.00,336031850.00,235027673.00,117843239.00,184000000.00,34188611.00
Nov 04 2029,RNDR,0,571059523.00,336031850.00,235027673.00,117843239.00,184000000.00,34188611.00
Oct 30 2029,RNDR,0,571059523.00,336031850.00,235027673.00,117843239.00,184000000.00,34188611.00
Oct 26 2029,RNDR,0,571059523.00,336031850.00,235027673.00,117843239.00,184000000.00,34188611.00
Oct 21 2029,RNDR,0,571059523.00,336031850.00,235027673.00,117843239.00,184000000.00,34188611.00
Oct 16 2029,RNDR,0,570742433.00,335714760.00,235027673.00,117843239.00,184000000.00,33871521.00
Oct 12 2029,RNDR,0,570742433.00,335714760.00,235027673.00,117843239.00,184000000.00,33871521.00
Oct 07 2029,RNDR,0,570742433.00,335714760.00,235027673.00,117843239.00,184000000.00,33871521.00
Oct 02 2029,RNDR,0,570742433.00,335714760.00,235027673.00,117843239.00,184000000.00,33871521.00
Sep 28 2029,RNDR,0,570742433.00,335714760.00,235027673.00,117843239.00,184000000.00,33871521.00
Sep 23 2029,RNDR,0,570742433.00,335714760.00,235027673.00,117843239.00,184000000.00,33871521.00
Sep 18 2029,RNDR,0,570742433.00,335714760.00,235027673.00,117843239.00,184000000.00,33871521.00
Sep 14 2029,RNDR,0,570425344.00,335397671.00,235027673.00,117843239.00,184000000.00,33554432.00
Sep 09 2029,RNDR,0,570425344.00,335397671.00,235027673.00,117843239.00,184000000.00,33554432.00
Sep 04 2029,RNDR,0,570425344.00,335397671.00,235027673.00,117843239.00,184000000.00,33554432.00
Aug 31 2029,RNDR,0,570425344.00,335397671.00,235027673.00,117843239.00,184000000.00,33554432.00
Aug 26 2029,RNDR,0,570425344.00,335397671.00,235027673.00,117843239.00,184000000.00,33554432.00
Aug 21 2029,RNDR,0,570425344.00,335397671.00,235027673.00,117843239.00,184000000.00,33554432.00
Aug 17 2029,RNDR,0,570089800.00,335062127.00,235027673.00,117843239.00,184000000.00,33218888.00
Aug 12 2029,RNDR,0,570089800.00,335062127.00,235027673.00,117843239.00,184000000.00,33218888.00
Aug 07 2029,RNDR,0,570089800.00,335062127.00,235027673.00,117843239.00,184000000.00,33218888.00
Aug 03 2029,RNDR,0,570089800.00,335062127.00,235027673.00,117843239.00,184000000.00,33218888.00
Jul 29 2029,RNDR,0,570089800.00,335062127.00,235027673.00,117843239.00,184000000.00,33218888.00
Jul 24 2029,RNDR,0,570089800.00,335062127.00,235027673.00,117843239.00,184000000.00,33218888.00
Jul 20 2029,RNDR,0,570089800.00,335062127.00,235027673.00,117843239.00,184000000.00,33218888.00
Jul 15 2029,RNDR,0,569754255.00,334726582.00,235027673.00,117843239.00,184000000.00,32883343.00
Jul 11 2029,RNDR,0,569754255.00,334726582.00,235027673.00,117843239.00,184000000.00,32883343.00
Jul 06 2029,RNDR,0,569754255.00,334726582.00,235027673.00,117843239.00,184000000.00,32883343.00
Jul 01 2029,RNDR,0,569754255.00,334726582.00,235027673.00,117843239.00,184000000.00,32883343.00
Jun 27 2029,RNDR,0,569754255.00,334726582.00,235027673.00,117843239.00,184000000.00,32883343.00
Jun 22 2029,RNDR,0,569754255.00,334726582.00,235027673.00,117843239.00,184000000.00,32883343.00
Jun 17 2029,RNDR,0,569418711.00,334391038.00,235027673.00,117843239.00,184000000.00,32547799.00
Jun 13 2029,RNDR,0,569418711.00,334391038.00,235027673.00,117843239.00,184000000.00,32547799.00
Jun 08 2029,RNDR,0,569418711.00,334391038.00,235027673.00,117843239.00,184000000.00,32547799.00
Jun 03 2029,RNDR,0,569418711.00,334391038.00,235027673.00,117843239.00,184000000.00,32547799.00
May 30 2029,RNDR,0,569418711.00,334391038.00,235027673.00,117843239.00,184000000.00,32547799.00
May 25 2029,RNDR,0,569418711.00,334391038.00,235027673.00,117843239.00,184000000.00,32547799.00
May 20 2029,RNDR,0,569083167.00,334055494.00,235027673.00,117843239.00,184000000.00,32212255.00
May 16 2029,RNDR,0,569083167.00,334055494.00,235027673.00,117843239.00,184000000.00,32212255.00
May 11 2029,RNDR,0,569083167.00,334055494.00,235027673.00,117843239.00,184000000.00,32212255.00
May 06 2029,RNDR,0,569083167.00,334055494.00,235027673.00,117843239.00,184000000.00,32212255.00
May 02 2029,RNDR,0,569083167.00,334055494.00,235027673.00,117843239.00,184000000.00,32212255.00
Apr 27 2029,RNDR,0,569083167.00,334055494.00,235027673.00,117843239.00,184000000.00,32212255.00
Apr 22 2029,RNDR,0,569083167.00,334055494.00,235027673.00,117843239.00,184000000.00,32212255.00
Apr 18 2029,RNDR,0,568747622.00,333719949.00,235027673.00,117843239.00,184000000.00,31876710.00
Apr 13 2029,RNDR,0,568747622.00,333719949.00,235027673.00,117843239.00,184000000.00,31876710.00
Apr 08 2029,RNDR,0,568747622.00,333719949.00,235027673.00,117843239.00,184000000.00,31876710.00
Apr 04 2029,RNDR,0,568747622.00,333719949.00,235027673.00,117843239.00,184000000.00,31876710.00
Mar 30 2029,RNDR,0,568747622.00,333719949.00,235027673.00,117843239.00,184000000.00,31876710.00
Mar 26 2029,RNDR,0,568747622.00,333719949.00,235027673.00,117843239.00,184000000.00,31876710.00
Mar 21 2029,RNDR,0,568412078.00,333384405.00,235027673.00,117843239.00,184000000.00,31541166.00
Mar 16 2029,RNDR,0,568412078.00,333384405.00,235027673.00,117843239.00,184000000.00,31541166.00
Mar 12 2029,RNDR,0,568412078.00,333384405.00,235027673.00,117843239.00,184000000.00,31541166.00
Mar 07 2029,RNDR,0,568412078.00,333384405.00,235027673.00,117843239.00,184000000.00,31541166.00
Mar 02 2029,RNDR,0,568412078.00,333384405.00,235027673.00,117843239.00,184000000.00,31541166.00
Feb 26 2029,RNDR,0,568412078.00,333384405.00,235027673.00,117843239.00,184000000.00,31541166.00
Feb 21 2029,RNDR,0,568412078.00,333384405.00,235027673.00,117843239.00,184000000.00,31541166.00
Feb 16 2029,RNDR,0,568076534.00,333048861.00,235027673.00,117843239.00,184000000.00,31205622.00
Feb 12 2029,RNDR,0,568076534.00,333048861.00,235027673.00,117843239.00,184000000.00,31205622.00
Feb 07 2029,RNDR,0,568076534.00,333048861.00,235027673.00,117843239.00,184000000.00,31205622.00
Feb 02 2029,RNDR,0,568076534.00,333048861.00,235027673.00,117843239.00,184000000.00,31205622.00
Jan 29 2029,RNDR,0,568076534.00,333048861.00,235027673.00,117843239.00,184000000.00,31205622.00
Jan 24 2029,RNDR,0,568076534.00,333048861.00,235027673.00,117843239.00,184000000.00,31205622.00
Jan 19 2029,RNDR,0,567740989.00,332713316.00,235027673.00,117843239.00,184000000.00,30870077.00
Jan 15 2029,RNDR,0,567740989.00,332713316.00,235027673.00,117843239.00,184000000.00,30870077.00
Jan 10 2029,RNDR,0,567740989.00,332713316.00,235027673.00,117843239.00,184000000.00,30870077.00
Jan 05 2029,RNDR,0,567740989.00,332713316.00,235027673.00,117843239.00,184000000.00,30870077.00
Jan 01 2029,RNDR,0,567740989.00,332713316.00,235027673.00,117843239.00,184000000.00,30870077.00
Dec 27 2028,RNDR,0,567740989.00,332713316.00,235027673.00,117843239.00,184000000.00,30870077.00
Dec 22 2028,RNDR,0,567740989.00,332713316.00,235027673.00,117843239.00,184000000.00,30870077.00
Dec 18 2028,RNDR,0,567405445.00,332377772.00,235027673.00,117843239.00,184000000.00,30534533.00
Dec 13 2028,RNDR,0,567405445.00,332377772.00,235027673.00,117843239.00,184000000.00,30534533.00
Dec 09 2028,RNDR,0,567405445.00,332377772.00,235027673.00,117843239.00,184000000.00,30534533.00
Dec 04 2028,RNDR,0,567405445.00,332377772.00,235027673.00,117843239.00,184000000.00,30534533.00
Nov 29 2028,RNDR,0,567405445.00,332377772.00,235027673.00,117843239.00,184000000.00,30534533.00
Nov 25 2028,RNDR,0,567405445.00,332377772.00,235027673.00,117843239.00,184000000.00,30534533.00
Nov 20 2028,RNDR,0,567069901.00,332042228.00,235027673.00,117843239.00,184000000.00,30198989.00
Nov 15 2028,RNDR,0,567069901.00,332042228.00,235027673.00,117843239.00,184000000.00,30198989.00
Nov 11 2028,RNDR,0,567069901.00,332042228.00,235027673.00,117843239.00,184000000.00,30198989.00
Nov 06 2028,RNDR,0,567069901.00,332042228.00,235027673.00,117843239.00,184000000.00,30198989.00
Nov 01 2028,RNDR,0,567069901.00,332042228.00,235027673.00,117843239.00,184000000.00,30198989.00
Oct 28 2028,RNDR,0,567069901.00,332042228.00,235027673.00,117843239.00,184000000.00,30198989.00
Oct 23 2028,RNDR,0,567069901.00,332042228.00,235027673.00,117843239.00,184000000.00,30198989.00
Oct 18 2028,RNDR,0,566734356.00,331706683.00,235027673.00,117843239.00,184000000.00,29863444.00
Oct 14 2028,RNDR,0,566734356.00,331706683.00,235027673.00,117843239.00,184000000.00,29863444.00
Oct 09 2028,RNDR,0,566734356.00,331706683.00,235027673.00,117843239.00,184000000.00,29863444.00
Oct 04 2028,RNDR,0,566734356.00,331706683.00,235027673.00,117843239.00,184000000.00,29863444.00
Sep 30 2028,RNDR,0,566734356.00,331706683.00,235027673.00,117843239.00,184000000.00,29863444.00
Sep 25 2028,RNDR,0,566734356.00,331706683.00,235027673.00,117843239.00,184000000.00,29863444.00
Sep 20 2028,RNDR,0,566398812.00,331371139.00,235027673.00,117843239.00,184000000.00,29527900.00
Sep 16 2028,RNDR,0,566398812.00,331371139.00,235027673.00,117843239.00,184000000.00,29527900.00
Sep 11 2028,RNDR,0,566398812.00,331371139.00,235027673.00,117843239.00,184000000.00,29527900.00
Sep 06 2028,RNDR,0,566398812.00,331371139.00,235027673.00,117843239.00,184000000.00,29527900.00
Sep 02 2028,RNDR,0,566398812.00,331371139.00,235027673.00,117843239.00,184000000.00,29527900.00
Aug 28 2028,RNDR,0,566398812.00,331371139.00,235027673.00,117843239.00,184000000.00,29527900.00
Aug 24 2028,RNDR,0,566398812.00,331371139.00,235027673.00,117843239.00,184000000.00,29527900.00
Aug 19 2028,RNDR,0,566063268.00,331035595.00,235027673.00,117843239.00,184000000.00,29192356.00
Aug 14 2028,RNDR,0,566063268.00,331035595.00,235027673.00,117843239.00,184000000.00,29192356.00
Aug 10 2028,RNDR,0,566063268.00,331035595.00,235027673.00,117843239.00,184000000.00,29192356.00
Aug 05 2028,RNDR,0,566063268.00,331035595.00,235027673.00,117843239.00,184000000.00,29192356.00
Jul 31 2028,RNDR,0,566063268.00,331035595.00,235027673.00,117843239.00,184000000.00,29192356.00
Jul 27 2028,RNDR,0,566063268.00,331035595.00,235027673.00,117843239.00,184000000.00,29192356.00
Jul 22 2028,RNDR,0,565727724.00,330700051.00,235027673.00,117843239.00,184000000.00,28856812.00
Jul 17 2028,RNDR,0,565727724.00,330700051.00,235027673.00,117843239.00,184000000.00,28856812.00
Jul 13 2028,RNDR,0,565727724.00,330700051.00,235027673.00,117843239.00,184000000.00,28856812.00
Jul 08 2028,RNDR,0,565727724.00,330700051.00,235027673.00,117843239.00,184000000.00,28856812.00
Jul 03 2028,RNDR,0,565727724.00,330700051.00,235027673.00,117843239.00,184000000.00,28856812.00
Jun 29 2028,RNDR,0,565727724.00,330700051.00,235027673.00,117843239.00,184000000.00,28856812.00
Jun 24 2028,RNDR,0,565392179.00,330364506.00,235027673.00,117843239.00,184000000.00,28521267.00
Jun 19 2028,RNDR,0,565392179.00,330364506.00,235027673.00,117843239.00,184000000.00,28521267.00
Jun 15 2028,RNDR,0,565392179.00,330364506.00,235027673.00,117843239.00,184000000.00,28521267.00
Jun 10 2028,RNDR,0,565392179.00,330364506.00,235027673.00,117843239.00,184000000.00,28521267.00
Jun 05 2028,RNDR,0,565392179.00,330364506.00,235027673.00,117843239.00,184000000.00,28521267.00
Jun 01 2028,RNDR,0,565392179.00,330364506.00,235027673.00,117843239.00,184000000.00,28521267.00
May 27 2028,RNDR,0,565392179.00,330364506.00,235027673.00,117843239.00,184000000.00,28521267.00
May 22 2028,RNDR,0,565056635.00,330028962.00,235027673.00,117843239.00,184000000.00,28185723.00
May 18 2028,RNDR,0,565056635.00,330028962.00,235027673.00,117843239.00,184000000.00,28185723.00
May 13 2028,RNDR,0,565056635.00,330028962.00,235027673.00,117843239.00,184000000.00,28185723.00
May 09 2028,RNDR,0,565056635.00,330028962.00,235027673.00,117843239.00,184000000.00,28185723.00
May 04 2028,RNDR,0,565056635.00,330028962.00,235027673.00,117843239.00,184000000.00,28185723.00
Apr 29 2028,RNDR,0,565056635.00,330028962.00,235027673.00,117843239.00,184000000.00,28185723.00
Apr 25 2028,RNDR,0,564721091.00,329693418.00,235027673.00,117843239.00,184000000.00,27850179.00
Apr 20 2028,RNDR,0,564721091.00,329693418.00,235027673.00,117843239.00,184000000.00,27850179.00
Apr 15 2028,RNDR,0,564721091.00,329693418.00,235027673.00,117843239.00,184000000.00,27850179.00
Apr 11 2028,RNDR,0,564721091.00,329693418.00,235027673.00,117843239.00,184000000.00,27850179.00
Apr 06 2028,RNDR,0,564721091.00,329693418.00,235027673.00,117843239.00,184000000.00,27850179.00
Apr 01 2028,RNDR,0,564721091.00,329693418.00,235027673.00,117843239.00,184000000.00,27850179.00
Mar 28 2028,RNDR,0,564721091.00,329693418.00,235027673.00,117843239.00,184000000.00,27850179.00
Mar 23 2028,RNDR,0,564385546.00,329357873.00,235027673.00,117843239.00,184000000.00,27514634.00
Mar 18 2028,RNDR,0,564385546.00,329357873.00,235027673.00,117843239.00,184000000.00,27514634.00
Mar 14 2028,RNDR,0,564385546.00,329357873.00,235027673.00,117843239.00,184000000.00,27514634.00
Mar 09 2028,RNDR,0,564385546.00,329357873.00,235027673.00,117843239.00,184000000.00,27514634.00
Mar 04 2028,RNDR,0,564385546.00,329357873.00,235027673.00,117843239.00,184000000.00,27514634.00
Feb 29 2028,RNDR,0,564385546.00,329357873.00,235027673.00,117843239.00,184000000.00,27514634.00
Feb 24 2028,RNDR,0,564050002.00,329022329.00,235027673.00,117843239.00,184000000.00,27179090.00
Feb 19 2028,RNDR,0,564050002.00,329022329.00,235027673.00,117843239.00,184000000.00,27179090.00
Feb 15 2028,RNDR,0,564050002.00,329022329.00,235027673.00,117843239.00,184000000.00,27179090.00
Feb 10 2028,RNDR,0,564050002.00,329022329.00,235027673.00,117843239.00,184000000.00,27179090.00
Feb 05 2028,RNDR,0,564050002.00,329022329.00,235027673.00,117843239.00,184000000.00,27179090.00
Feb 01 2028,RNDR,0,564050002.00,329022329.00,235027673.00,117843239.00,184000000.00,27179090.00
Jan 27 2028,RNDR,0,564050002.00,329022329.00,235027673.00,117843239.00,184000000.00,27179090.00
Jan 23 2028,RNDR,0,563714458.00,328686785.00,235027673.00,117843239.00,184000000.00,26843546.00
Jan 18 2028,RNDR,0,563714458.00,328686785.00,235027673.00,117843239.00,184000000.00,26843546.00
Jan 13 2028,RNDR,0,563714458.00,328686785.00,235027673.00,117843239.00,184000000.00,26843546.00
Jan 09 2028,RNDR,0,563714458.00,328686785.00,235027673.00,117843239.00,184000000.00,26843546.00
Jan 04 2028,RNDR,0,563714458.00,328686785.00,235027673.00,117843239.00,184000000.00,26843546.00
Dec 30 2027,RNDR,0,563714458.00,328686785.00,235027673.00,117843239.00,184000000.00,26843546.00
Dec 26 2027,RNDR,0,563378913.00,328351240.00,235027673.00,117843239.00,184000000.00,26508001.00
Dec 21 2027,RNDR,0,563378913.00,328351240.00,235027673.00,117843239.00,184000000.00,26508001.00
Dec 16 2027,RNDR,0,563378913.00,328351240.00,235027673.00,117843239.00,184000000.00,26508001.00
Dec 12 2027,RNDR,0,563378913.00,328351240.00,235027673.00,117843239.00,184000000.00,26508001.00
Dec 07 2027,RNDR,0,563378913.00,328351240.00,235027673.00,117843239.00,184000000.00,26508001.00
Dec 02 2027,RNDR,0,563378913.00,328351240.00,235027673.00,117843239.00,184000000.00,26508001.00
Nov 28 2027,RNDR,0,563378913.00,328351240.00,235027673.00,117843239.00,184000000.00,26508001.00
Nov 23 2027,RNDR,0,563043369.00,328015696.00,235027673.00,117843239.00,184000000.00,26172457.00
Nov 18 2027,RNDR,0,563043369.00,328015696.00,235027673.00,117843239.00,184000000.00,26172457.00
Nov 14 2027,RNDR,0,563043369.00,328015696.00,235027673.00,117843239.00,184000000.00,26172457.00
Nov 09 2027,RNDR,0,563043369.00,328015696.00,235027673.00,117843239.00,184000000.00,26172457.00
Nov 04 2027,RNDR,0,563043369.00,328015696.00,235027673.00,117843239.00,184000000.00,26172457.00
Oct 31 2027,RNDR,0,563043369.00,328015696.00,235027673.00,117843239.00,184000000.00,26172457.00
Oct 26 2027,RNDR,0,562707825.00,327680152.00,235027673.00,117843239.00,184000000.00,25836913.00
Oct 21 2027,RNDR,0,562707825.00,327680152.00,235027673.00,117843239.00,184000000.00,25836913.00
