Date,Symbol,Price,Available Supply,Unlocked Supply,Reserved (TBD),Founder / Team,Private Investors,Community & Other
Oct 19 2023,PRIME,$3.24,0,26723640.00,0,912037.00,2250000.00,23561603.00
Oct 18 2023,PRIME,$3.34,0,26723640.00,0,912037.00,2250000.00,23561603.00
Oct 16 2023,PRIME,$2.90,0,26723640.00,0,912037.00,2250000.00,23561603.00
Oct 14 2023,PRIME,$2.79,0,26723640.00,0,912037.00,2250000.00,23561603.00
Oct 13 2023,PRIME,$2.74,0,26723640.00,0,912037.00,2250000.00,23561603.00
Oct 11 2023,PRIME,$2.81,0,26723640.00,0,912037.00,2250000.00,23561603.00
Oct 09 2023,PRIME,$2.84,0,26723640.00,0,912037.00,2250000.00,23561603.00
Oct 08 2023,PRIME,$2.98,0,26723640.00,0,912037.00,2250000.00,23561603.00
Oct 06 2023,PRIME,$3.20,0,26723640.00,0,912037.00,2250000.00,23561603.00
Oct 04 2023,PRIME,$3.47,0,26723640.00,0,912037.00,2250000.00,23561603.00
Oct 03 2023,PRIME,$3.51,0,26723640.00,0,912037.00,2250000.00,23561603.00
Oct 01 2023,PRIME,$3.69,0,26723640.00,0,912037.00,2250000.00,23561603.00
Sep 30 2023,PRIME,$3.74,0,26723640.00,0,912037.00,2250000.00,23561603.00
Sep 28 2023,PRIME,$3.70,0,25061603.00,0,0,1500000.00,23561603.00
Sep 26 2023,PRIME,$3.43,0,25061603.00,0,0,1500000.00,23561603.00
Sep 25 2023,PRIME,$3.52,0,25061603.00,0,0,1500000.00,23561603.00
Sep 23 2023,PRIME,$3.60,0,25061603.00,0,0,1500000.00,23561603.00
Sep 21 2023,PRIME,$3.75,0,25061603.00,0,0,1500000.00,23561603.00
Sep 20 2023,PRIME,$3.66,0,25061603.00,0,0,1500000.00,23561603.00
Sep 18 2023,PRIME,$3.57,0,25061603.00,0,0,1500000.00,23561603.00
Sep 16 2023,PRIME,$3.79,0,25061603.00,0,0,1500000.00,23561603.00
Sep 15 2023,PRIME,$4.03,0,25061603.00,0,0,1500000.00,23561603.00
Sep 13 2023,PRIME,$4.18,0,25061603.00,0,0,1500000.00,23561603.00
Sep 11 2023,PRIME,$4.46,0,25061603.00,0,0,1500000.00,23561603.00
Sep 10 2023,PRIME,$4.12,0,25061603.00,0,0,1500000.00,23561603.00
Sep 08 2023,PRIME,$4.22,0,25061603.00,0,0,1500000.00,23561603.00
Sep 07 2023,PRIME,$3.71,0,25061603.00,0,0,1500000.00,23561603.00
Sep 05 2023,PRIME,$3.36,0,25061603.00,0,0,1500000.00,23561603.00
Sep 03 2023,PRIME,$3.10,0,25061603.00,0,0,1500000.00,23561603.00
Sep 02 2023,PRIME,$3.04,0,25061603.00,0,0,1500000.00,23561603.00
Aug 31 2023,PRIME,$3.29,0,25061603.00,0,0,1500000.00,23561603.00
Aug 29 2023,PRIME,$3.12,0,24311603.00,0,0,750000.00,23561603.00
Aug 28 2023,PRIME,$3.39,0,24311603.00,0,0,750000.00,23561603.00
Aug 26 2023,PRIME,$3.07,0,24311603.00,0,0,750000.00,23561603.00
Aug 24 2023,PRIME,$3.51,0,24311603.00,0,0,750000.00,23561603.00
Aug 23 2023,PRIME,$3.12,0,24311603.00,0,0,750000.00,23561603.00
Aug 21 2023,PRIME,$3.93,0,24311603.00,0,0,750000.00,23561603.00
Aug 19 2023,PRIME,$4.12,0,24311603.00,0,0,750000.00,23561603.00
Aug 18 2023,PRIME,$2.98,0,24311603.00,0,0,750000.00,23561603.00
Aug 16 2023,PRIME,$2.82,0,24311603.00,0,0,750000.00,23561603.00
Aug 14 2023,PRIME,$2.57,0,24311603.00,0,0,750000.00,23561603.00
Aug 13 2023,PRIME,$2.69,0,24311603.00,0,0,750000.00,23561603.00
Aug 11 2023,PRIME,$2.52,0,24311603.00,0,0,750000.00,23561603.00
Aug 10 2023,PRIME,$1.93,0,24311603.00,0,0,750000.00,23561603.00
Aug 08 2023,PRIME,$1.84,0,24311603.00,0,0,750000.00,23561603.00
Aug 06 2023,PRIME,$1.84,0,24311603.00,0,0,750000.00,23561603.00
Aug 05 2023,PRIME,$1.87,0,24311603.00,0,0,750000.00,23561603.00
Aug 03 2023,PRIME,$2.09,0,24311603.00,0,0,750000.00,23561603.00
Aug 01 2023,PRIME,$2.10,0,24311603.00,0,0,750000.00,23561603.00
Jul 31 2023,PRIME,$1.85,0,24311603.00,0,0,750000.00,23561603.00
Jul 29 2023,PRIME,$1.78,0,23561603.00,0,0,0,23561603.00
Jul 27 2023,PRIME,$1.79,0,23561603.00,0,0,0,23561603.00
Jul 26 2023,PRIME,$1.79,0,23561603.00,0,0,0,23561603.00
Jul 24 2023,PRIME,$1.85,0,23561603.00,0,0,0,23561603.00
Jul 22 2023,PRIME,$1.82,0,23561603.00,0,0,0,23561603.00
Jul 21 2023,PRIME,$1.81,0,23561603.00,0,0,0,23561603.00
Jul 19 2023,PRIME,$1.67,0,23561603.00,0,0,0,23561603.00
Jul 18 2023,PRIME,$1.75,0,23561603.00,0,0,0,23561603.00
Jul 16 2023,PRIME,$1.83,0,23475758.25,0,0,0,23475758.25
Jul 14 2023,PRIME,$1.84,0,23389913.50,0,0,0,23389913.50
Jul 13 2023,PRIME,$1.73,0,23346991.12,0,0,0,23346991.12
Jul 11 2023,PRIME,$1.74,0,23261146.37,0,0,0,23261146.37
Jul 09 2023,PRIME,$1.64,0,23175301.62,0,0,0,23175301.62
Jul 08 2023,PRIME,$1.64,0,23132379.25,0,0,0,23132379.25
Jul 06 2023,PRIME,$1.62,0,23046534.50,0,0,0,23046534.50
Jul 04 2023,PRIME,$1.70,0,22960689.75,0,0,0,22960689.75
Jul 03 2023,PRIME,$1.68,0,22917767.37,0,0,0,22917767.37
Jul 01 2023,PRIME,$1.69,0,22831922.62,0,0,0,22831922.62
Jun 29 2023,PRIME,$1.57,0,22746077.87,0,0,0,22746077.87
Jun 28 2023,PRIME,$1.61,0,22703155.49,0,0,0,22703155.49
Jun 26 2023,PRIME,$1.75,0,22617310.74,0,0,0,22617310.74
Jun 25 2023,PRIME,$1.75,0,22574388.37,0,0,0,22574388.37
Jun 23 2023,PRIME,$1.95,0,22488543.62,0,0,0,22488543.62
Jun 21 2023,PRIME,$1.93,0,22402698.87,0,0,0,22402698.87
Jun 20 2023,PRIME,$1.91,0,22359776.49,0,0,0,22359776.49
Jun 18 2023,PRIME,$1.74,0,22273931.74,0,0,0,22273931.74
Jun 16 2023,PRIME,$1.46,0,22188086.99,0,0,0,22188086.99
Jun 15 2023,PRIME,$1.45,0,22145164.61,0,0,0,22145164.61
Jun 13 2023,PRIME,$1.49,0,22059319.86,0,0,0,22059319.86
Jun 11 2023,PRIME,$1.49,0,21973475.11,0,0,0,21973475.11
Jun 10 2023,PRIME,$1.64,0,21930552.74,0,0,0,21930552.74
Jun 08 2023,PRIME,$1.66,0,21844707.99,0,0,0,21844707.99
Jun 06 2023,PRIME,$1.52,0,21758863.24,0,0,0,21758863.24
Jun 05 2023,PRIME,$1.58,0,21715940.86,0,0,0,21715940.86
Jun 03 2023,PRIME,$1.35,0,21630096.11,0,0,0,21630096.11
Jun 02 2023,PRIME,$1.23,0,21587173.73,0,0,0,21587173.73
May 31 2023,PRIME,$1.34,0,21501328.98,0,0,0,21501328.98
May 29 2023,PRIME,$1.25,0,21415484.23,0,0,0,21415484.23
May 28 2023,PRIME,$1.23,0,21372561.86,0,0,0,21372561.86
May 26 2023,PRIME,$1.23,0,21286717.11,0,0,0,21286717.11
May 24 2023,PRIME,$1.24,0,21200872.36,0,0,0,21200872.36
May 23 2023,PRIME,$1.22,0,21157949.98,0,0,0,21157949.98
May 21 2023,PRIME,$1.25,0,21072105.23,0,0,0,21072105.23
May 19 2023,PRIME,$1.27,0,20986260.48,0,0,0,20986260.48
May 18 2023,PRIME,$1.31,0,20943338.10,0,0,0,20943338.10
May 16 2023,PRIME,$1.30,0,20857493.35,0,0,0,20857493.35
May 14 2023,PRIME,$1.30,0,20771648.60,0,0,0,20771648.60
May 13 2023,PRIME,$1.29,0,20728726.23,0,0,0,20728726.23
May 11 2023,PRIME,$1.42,0,20642881.48,0,0,0,20642881.48
May 09 2023,PRIME,$1.48,0,20557036.73,0,0,0,20557036.73
May 08 2023,PRIME,$1.54,0,20514114.35,0,0,0,20514114.35
May 06 2023,PRIME,$1.57,0,20428269.60,0,0,0,20428269.60
May 05 2023,PRIME,$1.51,0,20385347.22,0,0,0,20385347.22
May 03 2023,PRIME,$1.49,0,20299502.47,0,0,0,20299502.47
May 01 2023,PRIME,$1.60,0,20213657.72,0,0,0,20213657.72
Apr 30 2023,PRIME,$1.56,0,20170735.35,0,0,0,20170735.35
Apr 28 2023,PRIME,$1.65,0,20084890.60,0,0,0,20084890.60
Apr 26 2023,PRIME,$1.58,0,19999045.85,0,0,0,19999045.85
Apr 25 2023,PRIME,$1.46,0,19956123.47,0,0,0,19956123.47
Apr 23 2023,PRIME,$1.51,0,19870278.72,0,0,0,19870278.72
Apr 21 2023,PRIME,$1.53,0,19784433.97,0,0,0,19784433.97
Apr 20 2023,PRIME,$1.61,0,19741511.59,0,0,0,19741511.59
Apr 18 2023,PRIME,$1.76,0,19655666.84,0,0,0,19655666.84
Apr 16 2023,PRIME,$1.85,0,19569822.09,0,0,0,19569822.09
Apr 15 2023,PRIME,$1.93,0,19526899.72,0,0,0,19526899.72
Apr 13 2023,PRIME,$1.90,0,19441054.97,0,0,0,19441054.97
Apr 12 2023,PRIME,$1.65,0,19398132.59,0,0,0,19398132.59
Apr 10 2023,PRIME,$1.58,0,19312287.84,0,0,0,19312287.84
Apr 08 2023,PRIME,$1.75,0,19226443.09,0,0,0,19226443.09
Apr 07 2023,PRIME,$1.44,0,19183520.72,0,0,0,19183520.72
Apr 05 2023,PRIME,$1.38,0,19097675.96,0,0,0,19097675.96
Apr 03 2023,PRIME,$1.32,0,19011831.21,0,0,0,19011831.21
Apr 02 2023,PRIME,$1.38,0,18968908.84,0,0,0,18968908.84
Mar 31 2023,PRIME,$1.51,0,18883064.09,0,0,0,18883064.09
Mar 29 2023,PRIME,$1.55,0,18797219.34,0,0,0,18797219.34
Mar 28 2023,PRIME,$1.53,0,18754296.96,0,0,0,18754296.96
Mar 26 2023,PRIME,$1.59,0,18668452.21,0,0,0,18668452.21
Mar 24 2023,PRIME,$1.99,0,18582607.46,0,0,0,18582607.46
Mar 23 2023,PRIME,$2.00,0,18539685.08,0,0,0,18539685.08
Mar 21 2023,PRIME,$2.01,0,18453840.33,0,0,0,18453840.33
Mar 20 2023,PRIME,$2.17,0,18410917.96,0,0,0,18410917.96
Mar 18 2023,PRIME,$2.30,0,18325073.21,0,0,0,18325073.21
Mar 16 2023,PRIME,$2.19,0,18239228.46,0,0,0,18239228.46
Mar 15 2023,PRIME,$2.35,0,18196306.08,0,0,0,18196306.08
Mar 13 2023,PRIME,$2.42,0,18110461.33,0,0,0,18110461.33
Mar 11 2023,PRIME,$2.19,0,18024616.58,0,0,0,18024616.58
Mar 10 2023,PRIME,$2.46,0,17981694.21,0,0,0,17981694.21
Mar 08 2023,PRIME,$3.13,0,17895849.45,0,0,0,17895849.45
Mar 06 2023,PRIME,$3.44,0,17810004.70,0,0,0,17810004.70
Mar 05 2023,PRIME,$3.56,0,17767082.33,0,0,0,17767082.33
Mar 03 2023,PRIME,$3.79,0,17681237.58,0,0,0,17681237.58
Mar 01 2023,PRIME,0,0,17595392.83,0,0,0,17595392.83
Feb 28 2023,PRIME,0,0,17552470.45,0,0,0,17552470.45
Feb 26 2023,PRIME,0,0,17466625.70,0,0,0,17466625.70
Feb 25 2023,PRIME,0,0,17423703.33,0,0,0,17423703.33
Feb 23 2023,PRIME,0,0,17337858.58,0,0,0,17337858.58
Feb 21 2023,PRIME,0,0,17252013.82,0,0,0,17252013.82
Feb 20 2023,PRIME,0,0,17209091.45,0,0,0,17209091.45
Feb 18 2023,PRIME,0,0,17123246.70,0,0,0,17123246.70
Feb 16 2023,PRIME,0,0,17037401.95,0,0,0,17037401.95
Feb 15 2023,PRIME,0,0,16994479.57,0,0,0,16994479.57
Feb 13 2023,PRIME,0,0,16908634.82,0,0,0,16908634.82
Feb 11 2023,PRIME,0,0,16822790.07,0,0,0,16822790.07
Feb 10 2023,PRIME,0,0,16779867.70,0,0,0,16779867.70
Feb 08 2023,PRIME,0,0,16694022.95,0,0,0,16694022.95
Feb 06 2023,PRIME,0,0,16608178.19,0,0,0,16608178.19
Feb 05 2023,PRIME,0,0,16565255.82,0,0,0,16565255.82
Feb 03 2023,PRIME,0,0,16479411.07,0,0,0,16479411.07
Feb 01 2023,PRIME,0,0,14990451.32,0,0,0,14990451.32
Jan 31 2023,PRIME,0,0,14947528.94,0,0,0,14947528.94
Jan 29 2023,PRIME,0,0,14861684.19,0,0,0,14861684.19
Jan 28 2023,PRIME,0,0,14818761.82,0,0,0,14818761.82
Jan 26 2023,PRIME,0,0,14732917.07,0,0,0,14732917.07
Jan 24 2023,PRIME,0,0,14647072.32,0,0,0,14647072.32
Jan 23 2023,PRIME,0,0,14604149.94,0,0,0,14604149.94
Jan 21 2023,PRIME,0,0,14518305.19,0,0,0,14518305.19
Jan 19 2023,PRIME,0,0,14432460.44,0,0,0,14432460.44
Jan 18 2023,PRIME,0,0,14389538.06,0,0,0,14389538.06
Jan 16 2023,PRIME,0,0,14303693.31,0,0,0,14303693.31
Jan 14 2023,PRIME,0,0,14217848.56,0,0,0,14217848.56
Jan 13 2023,PRIME,0,0,14174926.19,0,0,0,14174926.19
Jan 11 2023,PRIME,0,0,14089081.44,0,0,0,14089081.44
Jan 09 2023,PRIME,0,0,14003236.68,0,0,0,14003236.68
Jan 08 2023,PRIME,0,0,13960314.31,0,0,0,13960314.31
Jan 06 2023,PRIME,0,0,13874469.56,0,0,0,13874469.56
Jan 05 2023,PRIME,0,0,13831547.18,0,0,0,13831547.18
Jan 03 2023,PRIME,0,0,13745702.43,0,0,0,13745702.43
Jan 01 2023,PRIME,0,0,13659857.68,0,0,0,13659857.68
Dec 31 2022,PRIME,0,0,13616935.31,0,0,0,13616935.31
Dec 29 2022,PRIME,0,0,13531090.56,0,0,0,13531090.56
Dec 27 2022,PRIME,0,0,13445245.81,0,0,0,13445245.81
Dec 26 2022,PRIME,0,0,13402323.43,0,0,0,13402323.43
Dec 24 2022,PRIME,0,0,13316478.68,0,0,0,13316478.68
Dec 22 2022,PRIME,0,0,13230633.93,0,0,0,13230633.93
Dec 21 2022,PRIME,0,0,13187711.55,0,0,0,13187711.55
Dec 19 2022,PRIME,0,0,13101866.80,0,0,0,13101866.80
Dec 17 2022,PRIME,0,0,13016022.05,0,0,0,13016022.05
Dec 16 2022,PRIME,0,0,12973099.68,0,0,0,12973099.68
Dec 14 2022,PRIME,0,0,12887254.93,0,0,0,12887254.93
Dec 13 2022,PRIME,0,0,12844332.55,0,0,0,12844332.55
Dec 11 2022,PRIME,0,0,12758487.80,0,0,0,12758487.80
Dec 09 2022,PRIME,0,0,12672643.05,0,0,0,12672643.05
Dec 08 2022,PRIME,0,0,12629720.67,0,0,0,12629720.67
Dec 06 2022,PRIME,0,0,12543875.92,0,0,0,12543875.92
Dec 04 2022,PRIME,0,0,12458031.17,0,0,0,12458031.17
Dec 03 2022,PRIME,0,0,12415108.80,0,0,0,12415108.80
Dec 01 2022,PRIME,0,0,12329264.05,0,0,0,12329264.05
Nov 29 2022,PRIME,0,0,12243419.30,0,0,0,12243419.30
Nov 28 2022,PRIME,0,0,12200496.92,0,0,0,12200496.92
Nov 26 2022,PRIME,0,0,12114652.17,0,0,0,12114652.17
Nov 24 2022,PRIME,0,0,12028807.42,0,0,0,12028807.42
Nov 23 2022,PRIME,0,0,11985885.04,0,0,0,11985885.04
Nov 21 2022,PRIME,0,0,11900040.29,0,0,0,11900040.29
Nov 20 2022,PRIME,0,0,11857117.92,0,0,0,11857117.92
Nov 18 2022,PRIME,0,0,11771273.17,0,0,0,11771273.17
Nov 16 2022,PRIME,0,0,11685428.42,0,0,0,11685428.42
Nov 15 2022,PRIME,0,0,11642506.04,0,0,0,11642506.04
Nov 13 2022,PRIME,0,0,11556661.29,0,0,0,11556661.29
Nov 11 2022,PRIME,0,0,11470816.54,0,0,0,11470816.54
Nov 10 2022,PRIME,0,0,11427894.16,0,0,0,11427894.16
Nov 08 2022,PRIME,0,0,11342049.41,0,0,0,11342049.41
Nov 06 2022,PRIME,0,0,11256204.66,0,0,0,11256204.66
Nov 05 2022,PRIME,0,0,11213282.29,0,0,0,11213282.29
Nov 03 2022,PRIME,0,0,11127437.54,0,0,0,11127437.54
Nov 01 2022,PRIME,0,0,11041592.79,0,0,0,11041592.79
Oct 31 2022,PRIME,0,0,10998670.41,0,0,0,10998670.41
Oct 29 2022,PRIME,0,0,10912825.66,0,0,0,10912825.66
Oct 27 2022,PRIME,0,0,10826980.91,0,0,0,10826980.91
Oct 26 2022,PRIME,0,0,10784058.53,0,0,0,10784058.53
Oct 24 2022,PRIME,0,0,10698213.78,0,0,0,10698213.78
Oct 23 2022,PRIME,0,0,10655291.41,0,0,0,10655291.41
Oct 21 2022,PRIME,0,0,10569446.66,0,0,0,10569446.66
Oct 19 2022,PRIME,0,0,10483601.91,0,0,0,10483601.91
Oct 18 2022,PRIME,0,0,9124646.53,0,0,0,9124646.53
Oct 16 2022,PRIME,0,0,9038801.78,0,0,0,9038801.78
Oct 14 2022,PRIME,0,0,8952957.03,0,0,0,8952957.03
Oct 13 2022,PRIME,0,0,8910034.65,0,0,0,8910034.65
Oct 11 2022,PRIME,0,0,8824189.90,0,0,0,8824189.90
Oct 09 2022,PRIME,0,0,8738345.15,0,0,0,8738345.15
Oct 08 2022,PRIME,0,0,8695422.78,0,0,0,8695422.78
Oct 06 2022,PRIME,0,0,8609578.03,0,0,0,8609578.03
Oct 04 2022,PRIME,0,0,8523733.28,0,0,0,8523733.28
Oct 03 2022,PRIME,0,0,8480810.90,0,0,0,8480810.90
Oct 01 2022,PRIME,0,0,8394966.15,0,0,0,8394966.15
Sep 30 2022,PRIME,0,0,8352043.78,0,0,0,8352043.78
Sep 28 2022,PRIME,0,0,8266199.02,0,0,0,8266199.02
Sep 26 2022,PRIME,0,0,8180354.27,0,0,0,8180354.27
Sep 25 2022,PRIME,0,0,8137431.90,0,0,0,8137431.90
Sep 23 2022,PRIME,0,0,8051587.15,0,0,0,8051587.15
Sep 21 2022,PRIME,0,0,7965742.40,0,0,0,7965742.40
Sep 20 2022,PRIME,0,0,7922820.02,0,0,0,7922820.02
Sep 18 2022,PRIME,0,0,7836975.27,0,0,0,7836975.27
Sep 16 2022,PRIME,0,0,7751130.52,0,0,0,7751130.52
Sep 15 2022,PRIME,0,0,7708208.15,0,0,0,7708208.15
Sep 13 2022,PRIME,0,0,7622363.39,0,0,0,7622363.39
Sep 11 2022,PRIME,0,0,7536518.64,0,0,0,7536518.64
Sep 10 2022,PRIME,0,0,7493596.27,0,0,0,7493596.27
Sep 08 2022,PRIME,0,0,7407751.52,0,0,0,7407751.52
Sep 07 2022,PRIME,0,0,7364829.14,0,0,0,7364829.14
Sep 05 2022,PRIME,0,0,7278984.39,0,0,0,7278984.39
Sep 03 2022,PRIME,0,0,7193139.64,0,0,0,7193139.64
Sep 02 2022,PRIME,0,0,7150217.27,0,0,0,7150217.27
Aug 31 2022,PRIME,0,0,7064372.52,0,0,0,7064372.52
Aug 29 2022,PRIME,0,0,6978527.76,0,0,0,6978527.76
Aug 28 2022,PRIME,0,0,6935605.39,0,0,0,6935605.39
Aug 26 2022,PRIME,0,0,6849760.64,0,0,0,6849760.64
Aug 24 2022,PRIME,0,0,6763915.89,0,0,0,6763915.89
Aug 23 2022,PRIME,0,0,6720993.51,0,0,0,6720993.51
Aug 21 2022,PRIME,0,0,6635148.76,0,0,0,6635148.76
Aug 19 2022,PRIME,0,0,6549304.01,0,0,0,6549304.01
Aug 18 2022,PRIME,0,0,6506381.64,0,0,0,6506381.64
Aug 16 2022,PRIME,0,0,6420536.88,0,0,0,6420536.88
Aug 14 2022,PRIME,0,0,6334692.13,0,0,0,6334692.13
Aug 13 2022,PRIME,0,0,6291769.76,0,0,0,6291769.76
Aug 11 2022,PRIME,0,0,6205925.01,0,0,0,6205925.01
Aug 10 2022,PRIME,0,0,6163002.63,0,0,0,6163002.63
Aug 08 2022,PRIME,0,0,4731372.88,0,0,0,4731372.88
Aug 06 2022,PRIME,0,0,4645528.13,0,0,0,4645528.13
Aug 05 2022,PRIME,0,0,4602605.76,0,0,0,4602605.76
Aug 03 2022,PRIME,0,0,4516761.01,0,0,0,4516761.01
Aug 01 2022,PRIME,0,0,4430916.25,0,0,0,4430916.25
Jul 31 2022,PRIME,0,0,4387993.88,0,0,0,4387993.88
Jul 29 2022,PRIME,0,0,4302149.13,0,0,0,4302149.13
Jul 27 2022,PRIME,0,0,4216304.38,0,0,0,4216304.38
Jul 26 2022,PRIME,0,0,4173382.00,0,0,0,4173382.00
Jul 24 2022,PRIME,0,0,4087537.25,0,0,0,4087537.25
Jul 22 2022,PRIME,0,0,4001692.50,0,0,0,4001692.50
Jul 21 2022,PRIME,0,0,3958770.13,0,0,0,3958770.13
Jul 19 2022,PRIME,0,0,3872925.38,0,0,0,3872925.38
Jul 18 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jul 16 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jul 14 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jul 13 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jul 11 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jul 09 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jul 08 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jul 06 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jul 04 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jul 03 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jul 01 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jun 29 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jun 28 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jun 26 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jun 25 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jun 23 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jun 21 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jun 20 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jun 18 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jun 16 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jun 15 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jun 13 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jun 11 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jun 10 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jun 08 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jun 06 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jun 05 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jun 03 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
Jun 02 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
May 31 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
May 29 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
May 28 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
May 26 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
May 24 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
May 23 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
May 21 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
May 19 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
May 18 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
May 16 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
May 14 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
May 13 2022,PRIME,0,0,3830003.00,0,0,0,3830003.00
May 11 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
May 09 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
May 08 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
May 06 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
May 05 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
May 03 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
May 01 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Apr 30 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Apr 28 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Apr 26 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Apr 25 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Apr 23 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Apr 21 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Apr 20 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Apr 18 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Apr 16 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Apr 15 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Apr 13 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Apr 12 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Apr 10 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Apr 08 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Apr 07 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Apr 05 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Apr 03 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Apr 02 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 31 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 29 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 28 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 26 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 24 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 23 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 21 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 20 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 18 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 16 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 15 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 13 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 11 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 10 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 08 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 06 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 05 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 03 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Mar 01 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Feb 28 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Feb 26 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Feb 25 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Feb 23 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Feb 21 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Feb 20 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
Feb 18 2022,PRIME,0,0,2533977.00,0,0,0,2533977.00
