Date,Symbol,Price,Available Supply,Unlocked Supply,Reserved,Community & Other
Jun 29 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 28 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 27 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 26 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 25 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 23 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 22 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 21 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 20 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 19 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 18 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 17 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 16 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 15 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 13 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 12 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 11 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 10 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 09 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 08 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 07 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 06 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 05 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 03 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 02 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Jun 01 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 31 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 30 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 29 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 28 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 27 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 26 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 25 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 23 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 22 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 21 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 20 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 19 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 18 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 17 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 16 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 15 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 13 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 12 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 11 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 10 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 09 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 08 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 07 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 06 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 05 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 03 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 02 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
May 01 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 30 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 29 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 28 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 27 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 26 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 25 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 23 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 22 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 21 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 20 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 19 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 18 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 17 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 16 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 15 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 13 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 12 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 11 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 10 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 09 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 08 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 07 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 06 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 05 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 03 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 02 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Apr 01 2024,MULTI,0,19639320.00,19639320.00,1000000.00,18639320.00
Mar 31 2024,MULTI,$0.96,0,19639320.00,1000000.00,18639320.00
Mar 30 2024,MULTI,$0.96,0,19639320.00,1000000.00,18639320.00
Mar 29 2024,MULTI,$0.91,0,19639320.00,1000000.00,18639320.00
Mar 28 2024,MULTI,$0.90,0,19639320.00,1000000.00,18639320.00
Mar 27 2024,MULTI,$0.89,0,19639320.00,1000000.00,18639320.00
Mar 26 2024,MULTI,$0.84,0,19639320.00,1000000.00,18639320.00
Mar 25 2024,MULTI,$0.77,0,19639320.00,1000000.00,18639320.00
Mar 23 2024,MULTI,$0.76,0,19639320.00,1000000.00,18639320.00
Mar 22 2024,MULTI,$0.77,0,19639320.00,1000000.00,18639320.00
Mar 21 2024,MULTI,$0.78,0,19639320.00,1000000.00,18639320.00
Mar 20 2024,MULTI,$0.74,0,19639320.00,1000000.00,18639320.00
Mar 19 2024,MULTI,$0.92,0,19639320.00,1000000.00,18639320.00
Mar 18 2024,MULTI,$0.98,0,19639320.00,1000000.00,18639320.00
Mar 17 2024,MULTI,$0.78,0,19639320.00,1000000.00,18639320.00
Mar 16 2024,MULTI,$0.85,0,19639320.00,1000000.00,18639320.00
Mar 15 2024,MULTI,$0.84,0,19639320.00,1000000.00,18639320.00
Mar 13 2024,MULTI,$0.91,0,19639320.00,1000000.00,18639320.00
Mar 12 2024,MULTI,$0.87,0,19639320.00,1000000.00,18639320.00
Mar 11 2024,MULTI,$0.74,0,19639320.00,1000000.00,18639320.00
Mar 10 2024,MULTI,$0.84,0,19639320.00,1000000.00,18639320.00
Mar 09 2024,MULTI,$0.83,0,19639320.00,1000000.00,18639320.00
Mar 08 2024,MULTI,$0.83,0,19639320.00,1000000.00,18639320.00
Mar 07 2024,MULTI,$0.89,0,19639320.00,1000000.00,18639320.00
Mar 06 2024,MULTI,$0.75,0,19639320.00,1000000.00,18639320.00
Mar 05 2024,MULTI,$0.84,0,19639320.00,1000000.00,18639320.00
Mar 03 2024,MULTI,$0.60,0,19639320.00,1000000.00,18639320.00
Mar 02 2024,MULTI,$0.80,0,19639320.00,1000000.00,18639320.00
Mar 01 2024,MULTI,$0.75,0,19639320.00,1000000.00,18639320.00
Feb 29 2024,MULTI,$0.63,0,19639320.00,1000000.00,18639320.00
Feb 28 2024,MULTI,$0.63,0,19639320.00,1000000.00,18639320.00
Feb 27 2024,MULTI,$0.94,0,19639320.00,1000000.00,18639320.00
Feb 26 2024,MULTI,$0.93,0,19639320.00,1000000.00,18639320.00
Feb 25 2024,MULTI,$0.90,0,19639320.00,1000000.00,18639320.00
Feb 24 2024,MULTI,$0.87,0,19639320.00,1000000.00,18639320.00
Feb 22 2024,MULTI,$0.80,0,19639320.00,1000000.00,18639320.00
Feb 21 2024,MULTI,$0.80,0,19639320.00,1000000.00,18639320.00
Feb 20 2024,MULTI,$1.01,0,19639320.00,1000000.00,18639320.00
Feb 19 2024,MULTI,$1.24,0,19639320.00,1000000.00,18639320.00
Feb 18 2024,MULTI,$1.23,0,19639320.00,1000000.00,18639320.00
Feb 17 2024,MULTI,$1.24,0,19639320.00,1000000.00,18639320.00
Feb 16 2024,MULTI,$1.25,0,19639320.00,1000000.00,18639320.00
Feb 15 2024,MULTI,$1.29,0,19639320.00,1000000.00,18639320.00
