Date,Symbol,Price,Available Supply,Unlocked Supply,Private Investors (TBD),Community & Other (TBD),Reserved (TBD),Founder / Team,Private Investors,Community & Other
Jun 05 2027,OP,0,3955461473.99,1899862253.75,231928233.98,1213785630.23,609885356.03,816043786.24,730144440.32,353674027.19
Jun 03 2027,OP,0,3955461473.99,1899862253.75,231928233.98,1213785630.23,609885356.03,816043786.24,730144440.32,353674027.19
May 31 2027,OP,0,3955461473.99,1899862253.75,231928233.98,1213785630.23,609885356.03,816043786.24,730144440.32,353674027.19
May 29 2027,OP,0,3955461473.99,1899862253.75,231928233.98,1213785630.23,609885356.03,816043786.24,730144440.32,353674027.19
May 27 2027,OP,0,3931302282.95,1875703062.71,231928233.98,1213785630.23,609885356.03,803293102.08,718735933.44,353674027.19
May 25 2027,OP,0,3931302282.95,1875703062.71,231928233.98,1213785630.23,609885356.03,803293102.08,718735933.44,353674027.19
May 22 2027,OP,0,3931302282.95,1875703062.71,231928233.98,1213785630.23,609885356.03,803293102.08,718735933.44,353674027.19
May 20 2027,OP,0,3931302282.95,1875703062.71,231928233.98,1213785630.23,609885356.03,803293102.08,718735933.44,353674027.19
May 18 2027,OP,0,3931302282.95,1875703062.71,231928233.98,1213785630.23,609885356.03,803293102.08,718735933.44,353674027.19
May 16 2027,OP,0,3931302282.95,1875703062.71,231928233.98,1213785630.23,609885356.03,803293102.08,718735933.44,353674027.19
May 13 2027,OP,0,3931302282.95,1875703062.71,231928233.98,1213785630.23,609885356.03,803293102.08,718735933.44,353674027.19
May 11 2027,OP,0,3931302282.95,1875703062.71,231928233.98,1213785630.23,609885356.03,803293102.08,718735933.44,353674027.19
May 09 2027,OP,0,3931302282.95,1875703062.71,231928233.98,1213785630.23,609885356.03,803293102.08,718735933.44,353674027.19
May 06 2027,OP,0,3931302282.95,1875703062.71,231928233.98,1213785630.23,609885356.03,803293102.08,718735933.44,353674027.19
May 04 2027,OP,0,3931302282.95,1875703062.71,231928233.98,1213785630.23,609885356.03,803293102.08,718735933.44,353674027.19
May 02 2027,OP,0,3931302282.95,1875703062.71,231928233.98,1213785630.23,609885356.03,803293102.08,718735933.44,353674027.19
Apr 30 2027,OP,0,3931302282.95,1875703062.71,231928233.98,1213785630.23,609885356.03,803293102.08,718735933.44,353674027.19
Apr 27 2027,OP,0,3907143091.91,1851543871.67,231928233.98,1213785630.23,609885356.03,790542417.92,707327426.56,353674027.19
Apr 25 2027,OP,0,3907143091.91,1851543871.67,231928233.98,1213785630.23,609885356.03,790542417.92,707327426.56,353674027.19
Apr 23 2027,OP,0,3907143091.91,1851543871.67,231928233.98,1213785630.23,609885356.03,790542417.92,707327426.56,353674027.19
Apr 21 2027,OP,0,3907143091.91,1851543871.67,231928233.98,1213785630.23,609885356.03,790542417.92,707327426.56,353674027.19
Apr 18 2027,OP,0,3907143091.91,1851543871.67,231928233.98,1213785630.23,609885356.03,790542417.92,707327426.56,353674027.19
Apr 16 2027,OP,0,3907143091.91,1851543871.67,231928233.98,1213785630.23,609885356.03,790542417.92,707327426.56,353674027.19
Apr 14 2027,OP,0,3907143091.91,1851543871.67,231928233.98,1213785630.23,609885356.03,790542417.92,707327426.56,353674027.19
Apr 11 2027,OP,0,3907143091.91,1851543871.67,231928233.98,1213785630.23,609885356.03,790542417.92,707327426.56,353674027.19
Apr 09 2027,OP,0,3907143091.91,1851543871.67,231928233.98,1213785630.23,609885356.03,790542417.92,707327426.56,353674027.19
Apr 07 2027,OP,0,3907143091.91,1851543871.67,231928233.98,1213785630.23,609885356.03,790542417.92,707327426.56,353674027.19
Apr 05 2027,OP,0,3907143091.91,1851543871.67,231928233.98,1213785630.23,609885356.03,790542417.92,707327426.56,353674027.19
Apr 02 2027,OP,0,3907143091.91,1851543871.67,231928233.98,1213785630.23,609885356.03,790542417.92,707327426.56,353674027.19
Mar 31 2027,OP,0,3907143091.91,1851543871.67,231928233.98,1213785630.23,609885356.03,790542417.92,707327426.56,353674027.19
Mar 29 2027,OP,0,3907143091.91,1851543871.67,231928233.98,1213785630.23,609885356.03,790542417.92,707327426.56,353674027.19
Mar 27 2027,OP,0,3882983900.87,1827384680.63,231928233.98,1213785630.23,609885356.03,777791733.76,695918919.68,353674027.19
Mar 24 2027,OP,0,3882983900.87,1827384680.63,231928233.98,1213785630.23,609885356.03,777791733.76,695918919.68,353674027.19
Mar 22 2027,OP,0,3882983900.87,1827384680.63,231928233.98,1213785630.23,609885356.03,777791733.76,695918919.68,353674027.19
Mar 20 2027,OP,0,3882983900.87,1827384680.63,231928233.98,1213785630.23,609885356.03,777791733.76,695918919.68,353674027.19
Mar 17 2027,OP,0,3882983900.87,1827384680.63,231928233.98,1213785630.23,609885356.03,777791733.76,695918919.68,353674027.19
Mar 15 2027,OP,0,3882983900.87,1827384680.63,231928233.98,1213785630.23,609885356.03,777791733.76,695918919.68,353674027.19
Mar 13 2027,OP,0,3882983900.87,1827384680.63,231928233.98,1213785630.23,609885356.03,777791733.76,695918919.68,353674027.19
Mar 11 2027,OP,0,3882983900.87,1827384680.63,231928233.98,1213785630.23,609885356.03,777791733.76,695918919.68,353674027.19
Mar 08 2027,OP,0,3882983900.87,1827384680.63,231928233.98,1213785630.23,609885356.03,777791733.76,695918919.68,353674027.19
Mar 06 2027,OP,0,3882983900.87,1827384680.63,231928233.98,1213785630.23,609885356.03,777791733.76,695918919.68,353674027.19
Mar 04 2027,OP,0,3882983900.87,1827384680.63,231928233.98,1213785630.23,609885356.03,777791733.76,695918919.68,353674027.19
Mar 02 2027,OP,0,3882983900.87,1827384680.63,231928233.98,1213785630.23,609885356.03,777791733.76,695918919.68,353674027.19
Feb 27 2027,OP,0,3858824709.83,1803225489.59,231928233.98,1213785630.23,609885356.03,765041049.60,684510412.80,353674027.19
Feb 25 2027,OP,0,3858824709.83,1803225489.59,231928233.98,1213785630.23,609885356.03,765041049.60,684510412.80,353674027.19
Feb 23 2027,OP,0,3858824709.83,1803225489.59,231928233.98,1213785630.23,609885356.03,765041049.60,684510412.80,353674027.19
Feb 20 2027,OP,0,3858824709.83,1803225489.59,231928233.98,1213785630.23,609885356.03,765041049.60,684510412.80,353674027.19
Feb 18 2027,OP,0,3858824709.83,1803225489.59,231928233.98,1213785630.23,609885356.03,765041049.60,684510412.80,353674027.19
Feb 16 2027,OP,0,3858824709.83,1803225489.59,231928233.98,1213785630.23,609885356.03,765041049.60,684510412.80,353674027.19
Feb 14 2027,OP,0,3858824709.83,1803225489.59,231928233.98,1213785630.23,609885356.03,765041049.60,684510412.80,353674027.19
Feb 11 2027,OP,0,3858824709.83,1803225489.59,231928233.98,1213785630.23,609885356.03,765041049.60,684510412.80,353674027.19
Feb 09 2027,OP,0,3858824709.83,1803225489.59,231928233.98,1213785630.23,609885356.03,765041049.60,684510412.80,353674027.19
Feb 07 2027,OP,0,3858824709.83,1803225489.59,231928233.98,1213785630.23,609885356.03,765041049.60,684510412.80,353674027.19
Feb 05 2027,OP,0,3858824709.83,1803225489.59,231928233.98,1213785630.23,609885356.03,765041049.60,684510412.80,353674027.19
Feb 02 2027,OP,0,3858824709.83,1803225489.59,231928233.98,1213785630.23,609885356.03,765041049.60,684510412.80,353674027.19
Jan 31 2027,OP,0,3858824709.83,1803225489.59,231928233.98,1213785630.23,609885356.03,765041049.60,684510412.80,353674027.19
Jan 29 2027,OP,0,3858824709.83,1803225489.59,231928233.98,1213785630.23,609885356.03,765041049.60,684510412.80,353674027.19
Jan 26 2027,OP,0,3834665518.79,1779066298.55,231928233.98,1213785630.23,609885356.03,752290365.44,673101905.92,353674027.19
Jan 24 2027,OP,0,3834665518.79,1779066298.55,231928233.98,1213785630.23,609885356.03,752290365.44,673101905.92,353674027.19
Jan 22 2027,OP,0,3834665518.79,1779066298.55,231928233.98,1213785630.23,609885356.03,752290365.44,673101905.92,353674027.19
Jan 20 2027,OP,0,3834665518.79,1779066298.55,231928233.98,1213785630.23,609885356.03,752290365.44,673101905.92,353674027.19
Jan 17 2027,OP,0,3834665518.79,1779066298.55,231928233.98,1213785630.23,609885356.03,752290365.44,673101905.92,353674027.19
Jan 15 2027,OP,0,3834665518.79,1779066298.55,231928233.98,1213785630.23,609885356.03,752290365.44,673101905.92,353674027.19
Jan 13 2027,OP,0,3834665518.79,1779066298.55,231928233.98,1213785630.23,609885356.03,752290365.44,673101905.92,353674027.19
Jan 11 2027,OP,0,3834665518.79,1779066298.55,231928233.98,1213785630.23,609885356.03,752290365.44,673101905.92,353674027.19
Jan 08 2027,OP,0,3834665518.79,1779066298.55,231928233.98,1213785630.23,609885356.03,752290365.44,673101905.92,353674027.19
Jan 06 2027,OP,0,3834665518.79,1779066298.55,231928233.98,1213785630.23,609885356.03,752290365.44,673101905.92,353674027.19
Jan 04 2027,OP,0,3834665518.79,1779066298.55,231928233.98,1213785630.23,609885356.03,752290365.44,673101905.92,353674027.19
Jan 01 2027,OP,0,3834665518.79,1779066298.55,231928233.98,1213785630.23,609885356.03,752290365.44,673101905.92,353674027.19
Dec 30 2026,OP,0,3834665518.79,1779066298.55,231928233.98,1213785630.23,609885356.03,752290365.44,673101905.92,353674027.19
Dec 28 2026,OP,0,3834665518.79,1779066298.55,231928233.98,1213785630.23,609885356.03,752290365.44,673101905.92,353674027.19
Dec 26 2026,OP,0,3810506327.75,1754907107.51,231928233.98,1213785630.23,609885356.03,739539681.28,661693399.04,353674027.19
Dec 23 2026,OP,0,3810506327.75,1754907107.51,231928233.98,1213785630.23,609885356.03,739539681.28,661693399.04,353674027.19
Dec 21 2026,OP,0,3810506327.75,1754907107.51,231928233.98,1213785630.23,609885356.03,739539681.28,661693399.04,353674027.19
Dec 19 2026,OP,0,3810506327.75,1754907107.51,231928233.98,1213785630.23,609885356.03,739539681.28,661693399.04,353674027.19
Dec 17 2026,OP,0,3810506327.75,1754907107.51,231928233.98,1213785630.23,609885356.03,739539681.28,661693399.04,353674027.19
Dec 14 2026,OP,0,3810506327.75,1754907107.51,231928233.98,1213785630.23,609885356.03,739539681.28,661693399.04,353674027.19
Dec 12 2026,OP,0,3810506327.75,1754907107.51,231928233.98,1213785630.23,609885356.03,739539681.28,661693399.04,353674027.19
Dec 10 2026,OP,0,3810506327.75,1754907107.51,231928233.98,1213785630.23,609885356.03,739539681.28,661693399.04,353674027.19
Dec 07 2026,OP,0,3810506327.75,1754907107.51,231928233.98,1213785630.23,609885356.03,739539681.28,661693399.04,353674027.19
Dec 05 2026,OP,0,3810506327.75,1754907107.51,231928233.98,1213785630.23,609885356.03,739539681.28,661693399.04,353674027.19
Dec 03 2026,OP,0,3810506327.75,1754907107.51,231928233.98,1213785630.23,609885356.03,739539681.28,661693399.04,353674027.19
Dec 01 2026,OP,0,3810506327.75,1754907107.51,231928233.98,1213785630.23,609885356.03,739539681.28,661693399.04,353674027.19
Nov 28 2026,OP,0,3810506327.75,1754907107.51,231928233.98,1213785630.23,609885356.03,739539681.28,661693399.04,353674027.19
Nov 26 2026,OP,0,3786347136.71,1730747916.47,231928233.98,1213785630.23,609885356.03,726788997.12,650284892.16,353674027.19
Nov 24 2026,OP,0,3786347136.71,1730747916.47,231928233.98,1213785630.23,609885356.03,726788997.12,650284892.16,353674027.19
Nov 22 2026,OP,0,3786347136.71,1730747916.47,231928233.98,1213785630.23,609885356.03,726788997.12,650284892.16,353674027.19
Nov 19 2026,OP,0,3786347136.71,1730747916.47,231928233.98,1213785630.23,609885356.03,726788997.12,650284892.16,353674027.19
Nov 17 2026,OP,0,3786347136.71,1730747916.47,231928233.98,1213785630.23,609885356.03,726788997.12,650284892.16,353674027.19
Nov 15 2026,OP,0,3786347136.71,1730747916.47,231928233.98,1213785630.23,609885356.03,726788997.12,650284892.16,353674027.19
Nov 13 2026,OP,0,3786347136.71,1730747916.47,231928233.98,1213785630.23,609885356.03,726788997.12,650284892.16,353674027.19
Nov 10 2026,OP,0,3786347136.71,1730747916.47,231928233.98,1213785630.23,609885356.03,726788997.12,650284892.16,353674027.19
Nov 08 2026,OP,0,3786347136.71,1730747916.47,231928233.98,1213785630.23,609885356.03,726788997.12,650284892.16,353674027.19
Nov 06 2026,OP,0,3786347136.71,1730747916.47,231928233.98,1213785630.23,609885356.03,726788997.12,650284892.16,353674027.19
Nov 03 2026,OP,0,3786347136.71,1730747916.47,231928233.98,1213785630.23,609885356.03,726788997.12,650284892.16,353674027.19
Nov 01 2026,OP,0,3786347136.71,1730747916.47,231928233.98,1213785630.23,609885356.03,726788997.12,650284892.16,353674027.19
Oct 30 2026,OP,0,3786347136.71,1730747916.47,231928233.98,1213785630.23,609885356.03,726788997.12,650284892.16,353674027.19
Oct 28 2026,OP,0,3786347136.71,1730747916.47,231928233.98,1213785630.23,609885356.03,726788997.12,650284892.16,353674027.19
Oct 25 2026,OP,0,3762187945.67,1706588725.43,231928233.98,1213785630.23,609885356.03,714038312.96,638876385.28,353674027.19
Oct 23 2026,OP,0,3762187945.67,1706588725.43,231928233.98,1213785630.23,609885356.03,714038312.96,638876385.28,353674027.19
Oct 21 2026,OP,0,3762187945.67,1706588725.43,231928233.98,1213785630.23,609885356.03,714038312.96,638876385.28,353674027.19
Oct 19 2026,OP,0,3762187945.67,1706588725.43,231928233.98,1213785630.23,609885356.03,714038312.96,638876385.28,353674027.19
Oct 16 2026,OP,0,3762187945.67,1706588725.43,231928233.98,1213785630.23,609885356.03,714038312.96,638876385.28,353674027.19
Oct 14 2026,OP,0,3762187945.67,1706588725.43,231928233.98,1213785630.23,609885356.03,714038312.96,638876385.28,353674027.19
Oct 12 2026,OP,0,3762187945.67,1706588725.43,231928233.98,1213785630.23,609885356.03,714038312.96,638876385.28,353674027.19
Oct 09 2026,OP,0,3762187945.67,1706588725.43,231928233.98,1213785630.23,609885356.03,714038312.96,638876385.28,353674027.19
Oct 07 2026,OP,0,3762187945.67,1706588725.43,231928233.98,1213785630.23,609885356.03,714038312.96,638876385.28,353674027.19
Oct 05 2026,OP,0,3762187945.67,1706588725.43,231928233.98,1213785630.23,609885356.03,714038312.96,638876385.28,353674027.19
Oct 03 2026,OP,0,3762187945.67,1706588725.43,231928233.98,1213785630.23,609885356.03,714038312.96,638876385.28,353674027.19
Sep 30 2026,OP,0,3762187945.67,1706588725.43,231928233.98,1213785630.23,609885356.03,714038312.96,638876385.28,353674027.19
Sep 28 2026,OP,0,3762187945.67,1706588725.43,231928233.98,1213785630.23,609885356.03,714038312.96,638876385.28,353674027.19
Sep 26 2026,OP,0,3738028754.63,1682429534.39,231928233.98,1213785630.23,609885356.03,701287628.80,627467878.40,353674027.19
Sep 24 2026,OP,0,3738028754.63,1682429534.39,231928233.98,1213785630.23,609885356.03,701287628.80,627467878.40,353674027.19
Sep 21 2026,OP,0,3738028754.63,1682429534.39,231928233.98,1213785630.23,609885356.03,701287628.80,627467878.40,353674027.19
Sep 19 2026,OP,0,3738028754.63,1682429534.39,231928233.98,1213785630.23,609885356.03,701287628.80,627467878.40,353674027.19
Sep 17 2026,OP,0,3738028754.63,1682429534.39,231928233.98,1213785630.23,609885356.03,701287628.80,627467878.40,353674027.19
Sep 14 2026,OP,0,3738028754.63,1682429534.39,231928233.98,1213785630.23,609885356.03,701287628.80,627467878.40,353674027.19
Sep 12 2026,OP,0,3738028754.63,1682429534.39,231928233.98,1213785630.23,609885356.03,701287628.80,627467878.40,353674027.19
Sep 10 2026,OP,0,3738028754.63,1682429534.39,231928233.98,1213785630.23,609885356.03,701287628.80,627467878.40,353674027.19
Sep 08 2026,OP,0,3738028754.63,1682429534.39,231928233.98,1213785630.23,609885356.03,701287628.80,627467878.40,353674027.19
Sep 05 2026,OP,0,3738028754.63,1682429534.39,231928233.98,1213785630.23,609885356.03,701287628.80,627467878.40,353674027.19
Sep 03 2026,OP,0,3738028754.63,1682429534.39,231928233.98,1213785630.23,609885356.03,701287628.80,627467878.40,353674027.19
Sep 01 2026,OP,0,3738028754.63,1682429534.39,231928233.98,1213785630.23,609885356.03,701287628.80,627467878.40,353674027.19
Aug 30 2026,OP,0,3738028754.63,1682429534.39,231928233.98,1213785630.23,609885356.03,701287628.80,627467878.40,353674027.19
Aug 27 2026,OP,0,3713869563.59,1658270343.35,231928233.98,1213785630.23,609885356.03,688536944.64,616059371.52,353674027.19
Aug 25 2026,OP,0,3713869563.59,1658270343.35,231928233.98,1213785630.23,609885356.03,688536944.64,616059371.52,353674027.19
Aug 23 2026,OP,0,3713869563.59,1658270343.35,231928233.98,1213785630.23,609885356.03,688536944.64,616059371.52,353674027.19
Aug 20 2026,OP,0,3713869563.59,1658270343.35,231928233.98,1213785630.23,609885356.03,688536944.64,616059371.52,353674027.19
Aug 18 2026,OP,0,3713869563.59,1658270343.35,231928233.98,1213785630.23,609885356.03,688536944.64,616059371.52,353674027.19
Aug 16 2026,OP,0,3713869563.59,1658270343.35,231928233.98,1213785630.23,609885356.03,688536944.64,616059371.52,353674027.19
Aug 14 2026,OP,0,3713869563.59,1658270343.35,231928233.98,1213785630.23,609885356.03,688536944.64,616059371.52,353674027.19
Aug 11 2026,OP,0,3713869563.59,1658270343.35,231928233.98,1213785630.23,609885356.03,688536944.64,616059371.52,353674027.19
Aug 09 2026,OP,0,3713869563.59,1658270343.35,231928233.98,1213785630.23,609885356.03,688536944.64,616059371.52,353674027.19
Aug 07 2026,OP,0,3713869563.59,1658270343.35,231928233.98,1213785630.23,609885356.03,688536944.64,616059371.52,353674027.19
Aug 05 2026,OP,0,3713869563.59,1658270343.35,231928233.98,1213785630.23,609885356.03,688536944.64,616059371.52,353674027.19
Aug 02 2026,OP,0,3713869563.59,1658270343.35,231928233.98,1213785630.23,609885356.03,688536944.64,616059371.52,353674027.19
Jul 31 2026,OP,0,3713869563.59,1658270343.35,231928233.98,1213785630.23,609885356.03,688536944.64,616059371.52,353674027.19
Jul 29 2026,OP,0,3713869563.59,1658270343.35,231928233.98,1213785630.23,609885356.03,688536944.64,616059371.52,353674027.19
Jul 26 2026,OP,0,3689710372.55,1634111152.31,231928233.98,1213785630.23,609885356.03,675786260.48,604650864.64,353674027.19
Jul 24 2026,OP,0,3689710372.55,1634111152.31,231928233.98,1213785630.23,609885356.03,675786260.48,604650864.64,353674027.19
Jul 22 2026,OP,0,3689710372.55,1634111152.31,231928233.98,1213785630.23,609885356.03,675786260.48,604650864.64,353674027.19
Jul 20 2026,OP,0,3689710372.55,1634111152.31,231928233.98,1213785630.23,609885356.03,675786260.48,604650864.64,353674027.19
Jul 17 2026,OP,0,3689710372.55,1634111152.31,231928233.98,1213785630.23,609885356.03,675786260.48,604650864.64,353674027.19
Jul 15 2026,OP,0,3689710372.55,1634111152.31,231928233.98,1213785630.23,609885356.03,675786260.48,604650864.64,353674027.19
Jul 13 2026,OP,0,3689710372.55,1634111152.31,231928233.98,1213785630.23,609885356.03,675786260.48,604650864.64,353674027.19
Jul 11 2026,OP,0,3689710372.55,1634111152.31,231928233.98,1213785630.23,609885356.03,675786260.48,604650864.64,353674027.19
Jul 08 2026,OP,0,3689710372.55,1634111152.31,231928233.98,1213785630.23,609885356.03,675786260.48,604650864.64,353674027.19
Jul 06 2026,OP,0,3689710372.55,1634111152.31,231928233.98,1213785630.23,609885356.03,675786260.48,604650864.64,353674027.19
Jul 04 2026,OP,0,3689710372.55,1634111152.31,231928233.98,1213785630.23,609885356.03,675786260.48,604650864.64,353674027.19
Jul 01 2026,OP,0,3689710372.55,1634111152.31,231928233.98,1213785630.23,609885356.03,675786260.48,604650864.64,353674027.19
Jun 29 2026,OP,0,3689710372.55,1634111152.31,231928233.98,1213785630.23,609885356.03,675786260.48,604650864.64,353674027.19
Jun 27 2026,OP,0,3665551181.51,1609951961.27,231928233.98,1213785630.23,609885356.03,663035576.32,593242357.76,353674027.19
Jun 25 2026,OP,0,3665551181.51,1609951961.27,231928233.98,1213785630.23,609885356.03,663035576.32,593242357.76,353674027.19
Jun 22 2026,OP,0,3665551181.51,1609951961.27,231928233.98,1213785630.23,609885356.03,663035576.32,593242357.76,353674027.19
Jun 20 2026,OP,0,3665551181.51,1609951961.27,231928233.98,1213785630.23,609885356.03,663035576.32,593242357.76,353674027.19
Jun 18 2026,OP,0,3665551181.51,1609951961.27,231928233.98,1213785630.23,609885356.03,663035576.32,593242357.76,353674027.19
Jun 16 2026,OP,0,3665551181.51,1609951961.27,231928233.98,1213785630.23,609885356.03,663035576.32,593242357.76,353674027.19
Jun 13 2026,OP,0,3665551181.51,1609951961.27,231928233.98,1213785630.23,609885356.03,663035576.32,593242357.76,353674027.19
Jun 11 2026,OP,0,3665551181.51,1609951961.27,231928233.98,1213785630.23,609885356.03,663035576.32,593242357.76,353674027.19
Jun 09 2026,OP,0,3665551181.51,1609951961.27,231928233.98,1213785630.23,609885356.03,663035576.32,593242357.76,353674027.19
Jun 06 2026,OP,0,3665551181.51,1609951961.27,231928233.98,1213785630.23,609885356.03,663035576.32,593242357.76,353674027.19
Jun 04 2026,OP,0,3665551181.51,1609951961.27,231928233.98,1213785630.23,609885356.03,663035576.32,593242357.76,353674027.19
Jun 02 2026,OP,0,3665551181.51,1609951961.27,231928233.98,1213785630.23,609885356.03,663035576.32,593242357.76,353674027.19
May 31 2026,OP,0,3665551181.51,1609951961.27,231928233.98,1213785630.23,609885356.03,663035576.32,593242357.76,353674027.19
May 28 2026,OP,0,3225033850.33,1609951961.27,231851983.60,773545059.68,609684845.78,663035576.32,593242357.76,353674027.19
May 26 2026,OP,0,3200122278.95,1585792770.23,231801150.02,772977186.43,609551172.27,650284892.16,581833850.88,353674027.19
May 24 2026,OP,0,3199369898.62,1585792770.23,231750316.43,772409313.18,609417498.77,650284892.16,581833850.88,353674027.19
May 22 2026,OP,0,3198617518.28,1585792770.23,231699482.85,771841439.94,609283825.27,650284892.16,581833850.88,353674027.19
May 19 2026,OP,0,3197488947.78,1585792770.23,231623232.47,770989630.06,609083315.01,650284892.16,581833850.88,353674027.19
May 17 2026,OP,0,3196736567.44,1585792770.23,231572398.88,770421756.82,608949641.51,650284892.16,581833850.88,353674027.19
May 15 2026,OP,0,3195984187.10,1585792770.23,231521565.30,769853883.57,608815968.01,650284892.16,581833850.88,353674027.19
May 12 2026,OP,0,3194855616.60,1585792770.23,231445314.92,769002073.70,608615457.75,650284892.16,581833850.88,353674027.19
May 10 2026,OP,0,3194103236.26,1585792770.23,231394481.33,768434200.45,608481784.25,650284892.16,581833850.88,353674027.19
May 08 2026,OP,0,3193350855.93,1585792770.23,231343647.75,767866327.20,608348110.75,650284892.16,581833850.88,353674027.19
May 06 2026,OP,0,3192598475.59,1585792770.23,231292814.16,767298453.95,608214437.25,650284892.16,581833850.88,353674027.19
May 03 2026,OP,0,3191469905.09,1585792770.23,231216563.78,766446644.08,608013926.99,650284892.16,581833850.88,353674027.19
May 01 2026,OP,0,3190717524.75,1585792770.23,231165730.20,765878770.83,607880253.49,650284892.16,581833850.88,353674027.19
