Date,Symbol,Price,Available Supply,Unlocked Supply,Reserved (TBD),Founder / Team,Private Investors,Public Investors,Reserved,Community & Other
Nov 14 2026,NTRN,0,927381278.54,517381278.54,410000000.00,190875570.78,86505707.76,20000000.00,100000000.00,120000000.00
Nov 12 2026,NTRN,0,926760273.97,516760273.97,410000000.00,190455479.45,86304794.52,20000000.00,100000000.00,120000000.00
Nov 10 2026,NTRN,0,926139269.41,516139269.41,410000000.00,190035388.13,86103881.28,20000000.00,100000000.00,120000000.00
Nov 09 2026,NTRN,0,925828767.12,515828767.12,410000000.00,189825342.47,86003424.66,20000000.00,100000000.00,120000000.00
Nov 07 2026,NTRN,0,925207762.56,515207762.56,410000000.00,189405251.14,85802511.42,20000000.00,100000000.00,120000000.00
Nov 05 2026,NTRN,0,924586757.99,514586757.99,410000000.00,188985159.82,85601598.17,20000000.00,100000000.00,120000000.00
Nov 03 2026,NTRN,0,923965753.42,513965753.42,410000000.00,188565068.49,85400684.93,20000000.00,100000000.00,120000000.00
Nov 01 2026,NTRN,0,923344748.86,513344748.86,410000000.00,188144977.17,85199771.69,20000000.00,100000000.00,120000000.00
Oct 30 2026,NTRN,0,922723744.29,512723744.29,410000000.00,187724885.84,84998858.45,20000000.00,100000000.00,120000000.00
Oct 28 2026,NTRN,0,922102739.73,512102739.73,410000000.00,187304794.52,84797945.21,20000000.00,100000000.00,120000000.00
Oct 26 2026,NTRN,0,921481735.16,511481735.16,410000000.00,186884703.20,84597031.96,20000000.00,100000000.00,120000000.00
Oct 24 2026,NTRN,0,920860730.59,510860730.59,410000000.00,186464611.87,84396118.72,20000000.00,100000000.00,120000000.00
Oct 23 2026,NTRN,0,920550228.31,510550228.31,410000000.00,186254566.21,84295662.10,20000000.00,100000000.00,120000000.00
Oct 21 2026,NTRN,0,919929223.74,509929223.74,410000000.00,185834474.89,84094748.86,20000000.00,100000000.00,120000000.00
Oct 19 2026,NTRN,0,919308219.18,509308219.18,410000000.00,185414383.56,83893835.62,20000000.00,100000000.00,120000000.00
Oct 17 2026,NTRN,0,918687214.61,508687214.61,410000000.00,184994292.24,83692922.37,20000000.00,100000000.00,120000000.00
Oct 15 2026,NTRN,0,918066210.05,508066210.05,410000000.00,184574200.91,83492009.13,20000000.00,100000000.00,120000000.00
Oct 13 2026,NTRN,0,917445205.48,507445205.48,410000000.00,184154109.59,83291095.89,20000000.00,100000000.00,120000000.00
Oct 11 2026,NTRN,0,916824200.91,506824200.91,410000000.00,183734018.26,83090182.65,20000000.00,100000000.00,120000000.00
Oct 09 2026,NTRN,0,916203196.35,506203196.35,410000000.00,183313926.94,82889269.41,20000000.00,100000000.00,120000000.00
Oct 08 2026,NTRN,0,915892694.06,505892694.06,410000000.00,183103881.28,82788812.79,20000000.00,100000000.00,120000000.00
Oct 06 2026,NTRN,0,915271689.50,505271689.50,410000000.00,182683789.95,82587899.54,20000000.00,100000000.00,120000000.00
Oct 04 2026,NTRN,0,914650684.93,504650684.93,410000000.00,182263698.63,82386986.30,20000000.00,100000000.00,120000000.00
Oct 02 2026,NTRN,0,914029680.37,504029680.37,410000000.00,181843607.31,82186073.06,20000000.00,100000000.00,120000000.00
Sep 30 2026,NTRN,0,913408675.80,503408675.80,410000000.00,181423515.98,81985159.82,20000000.00,100000000.00,120000000.00
Sep 28 2026,NTRN,0,912787671.23,502787671.23,410000000.00,181003424.66,81784246.58,20000000.00,100000000.00,120000000.00
Sep 26 2026,NTRN,0,912166666.67,502166666.67,410000000.00,180583333.33,81583333.33,20000000.00,100000000.00,120000000.00
Sep 24 2026,NTRN,0,911545662.10,501545662.10,410000000.00,180163242.01,81382420.09,20000000.00,100000000.00,120000000.00
Sep 23 2026,NTRN,0,911235159.82,501235159.82,410000000.00,179953196.35,81281963.47,20000000.00,100000000.00,120000000.00
Sep 21 2026,NTRN,0,910614155.25,500614155.25,410000000.00,179533105.02,81081050.23,20000000.00,100000000.00,120000000.00
Sep 19 2026,NTRN,0,909993150.68,499993150.68,410000000.00,179113013.70,80880136.99,20000000.00,100000000.00,120000000.00
Sep 17 2026,NTRN,0,909372146.12,499372146.12,410000000.00,178692922.37,80679223.74,20000000.00,100000000.00,120000000.00
Sep 15 2026,NTRN,0,908751141.55,498751141.55,410000000.00,178272831.05,80478310.50,20000000.00,100000000.00,120000000.00
Sep 13 2026,NTRN,0,908130136.99,498130136.99,410000000.00,177852739.73,80277397.26,20000000.00,100000000.00,120000000.00
Sep 11 2026,NTRN,0,907509132.42,497509132.42,410000000.00,177432648.40,80076484.02,20000000.00,100000000.00,120000000.00
Sep 09 2026,NTRN,0,906888127.85,496888127.85,410000000.00,177012557.08,79875570.78,20000000.00,100000000.00,120000000.00
Sep 08 2026,NTRN,0,906577625.57,496577625.57,410000000.00,176802511.42,79775114.16,20000000.00,100000000.00,120000000.00
Sep 06 2026,NTRN,0,905956621.00,495956621.00,410000000.00,176382420.09,79574200.91,20000000.00,100000000.00,120000000.00
Sep 04 2026,NTRN,0,905335616.44,495335616.44,410000000.00,175962328.77,79373287.67,20000000.00,100000000.00,120000000.00
Sep 02 2026,NTRN,0,904714611.87,494714611.87,410000000.00,175542237.44,79172374.43,20000000.00,100000000.00,120000000.00
Aug 31 2026,NTRN,0,904093607.31,494093607.31,410000000.00,175122146.12,78971461.19,20000000.00,100000000.00,120000000.00
