Date,Symbol,Price,Available Supply,Unlocked Supply,Founder / Team,Private Investors,Public Investors,Community & Other
Nov 06 2047,BAL,0,100588484.36,100588484.36,22500000.00,10000000.00,2500000.00,65588484.36
Oct 25 2047,BAL,0,100585227.31,100585227.31,22500000.00,10000000.00,2500000.00,65585227.31
Oct 13 2047,BAL,0,100581970.26,100581970.26,22500000.00,10000000.00,2500000.00,65581970.26
Oct 01 2047,BAL,0,100578713.21,100578713.21,22500000.00,10000000.00,2500000.00,65578713.21
Sep 20 2047,BAL,0,100575727.58,100575727.58,22500000.00,10000000.00,2500000.00,65575727.58
Sep 08 2047,BAL,0,100572470.53,100572470.53,22500000.00,10000000.00,2500000.00,65572470.53
Aug 27 2047,BAL,0,100569213.48,100569213.48,22500000.00,10000000.00,2500000.00,65569213.48
Aug 15 2047,BAL,0,100565956.43,100565956.43,22500000.00,10000000.00,2500000.00,65565956.43
Aug 03 2047,BAL,0,100562699.38,100562699.38,22500000.00,10000000.00,2500000.00,65562699.38
Jul 22 2047,BAL,0,100559442.33,100559442.33,22500000.00,10000000.00,2500000.00,65559442.33
Jul 10 2047,BAL,0,100556185.28,100556185.28,22500000.00,10000000.00,2500000.00,65556185.28
Jun 29 2047,BAL,0,100553199.66,100553199.66,22500000.00,10000000.00,2500000.00,65553199.66
Jun 17 2047,BAL,0,100549942.61,100549942.61,22500000.00,10000000.00,2500000.00,65549942.61
Jun 05 2047,BAL,0,100546685.56,100546685.56,22500000.00,10000000.00,2500000.00,65546685.56
May 24 2047,BAL,0,100543428.51,100543428.51,22500000.00,10000000.00,2500000.00,65543428.51
May 12 2047,BAL,0,100540171.46,100540171.46,22500000.00,10000000.00,2500000.00,65540171.46
Apr 30 2047,BAL,0,100536914.41,100536914.41,22500000.00,10000000.00,2500000.00,65536914.41
Apr 18 2047,BAL,0,100533657.36,100533657.36,22500000.00,10000000.00,2500000.00,65533657.36
Apr 07 2047,BAL,0,100530671.73,100530671.73,22500000.00,10000000.00,2500000.00,65530671.73
Mar 26 2047,BAL,0,100527414.68,100527414.68,22500000.00,10000000.00,2500000.00,65527414.68
Mar 14 2047,BAL,0,100523739.72,100523739.72,22500000.00,10000000.00,2500000.00,65523739.72
Mar 02 2047,BAL,0,100519855.79,100519855.79,22500000.00,10000000.00,2500000.00,65519855.79
Feb 18 2047,BAL,0,100515971.87,100515971.87,22500000.00,10000000.00,2500000.00,65515971.87
Feb 06 2047,BAL,0,100512087.95,100512087.95,22500000.00,10000000.00,2500000.00,65512087.95
Jan 25 2047,BAL,0,100508204.02,100508204.02,22500000.00,10000000.00,2500000.00,65508204.02
Jan 14 2047,BAL,0,100504643.76,100504643.76,22500000.00,10000000.00,2500000.00,65504643.76
Jan 02 2047,BAL,0,100500759.84,100500759.84,22500000.00,10000000.00,2500000.00,65500759.84
Dec 21 2046,BAL,0,100496875.92,100496875.92,22500000.00,10000000.00,2500000.00,65496875.92
