Date,Symbol,Price,Available Supply,Unlocked Supply,Founder / Team,Community & Other
Oct 05 2025,HNT,0,194335616.44,194335616.44,64487328.77,129848287.67
Sep 30 2025,HNT,0,194232876.71,194232876.71,64457534.25,129775342.47
Sep 26 2025,HNT,0,194150684.93,194150684.93,64433698.63,129716986.30
Sep 21 2025,HNT,0,194047945.21,194047945.21,64403904.11,129644041.10
Sep 16 2025,HNT,0,193945205.48,193945205.48,64374109.59,129571095.89
Sep 11 2025,HNT,0,193842465.75,193842465.75,64344315.07,129498150.68
Sep 06 2025,HNT,0,193739726.03,193739726.03,64314520.55,129425205.48
Sep 01 2025,HNT,0,193636986.30,193636986.30,64284726.03,129352260.27
Aug 27 2025,HNT,0,193534246.58,193534246.58,64254931.51,129279315.07
Aug 22 2025,HNT,0,193431506.85,193431506.85,64225136.99,129206369.86
Aug 18 2025,HNT,0,193349315.07,193349315.07,64201301.37,129148013.70
Aug 13 2025,HNT,0,193246575.34,193246575.34,64171506.85,129075068.49
Aug 08 2025,HNT,0,193143835.62,193143835.62,64141712.33,129002123.29
Aug 03 2025,HNT,0,193041095.89,193041095.89,64111917.81,128929178.08
Jul 29 2025,HNT,0,192876712.33,192876712.33,64063013.70,128813698.63
Jul 24 2025,HNT,0,192671232.88,192671232.88,64001369.86,128669863.01
Jul 19 2025,HNT,0,192465753.42,192465753.42,63939726.03,128526027.40
Jul 14 2025,HNT,0,192260273.97,192260273.97,63878082.19,128382191.78
Jul 10 2025,HNT,0,192095890.41,192095890.41,63828767.12,128267123.29
Jul 05 2025,HNT,0,191890410.96,191890410.96,63767123.29,128123287.67
Jun 30 2025,HNT,0,191684931.51,191684931.51,63705479.45,127979452.05
Jun 25 2025,HNT,0,191479452.05,191479452.05,63643835.62,127835616.44
Jun 20 2025,HNT,0,191273972.60,191273972.60,63582191.78,127691780.82
Jun 15 2025,HNT,0,191068493.15,191068493.15,63520547.95,127547945.21
Jun 10 2025,HNT,0,190863013.70,190863013.70,63458904.11,127404109.59
Jun 05 2025,HNT,0,190657534.25,190657534.25,63397260.27,127260273.97
Jun 01 2025,HNT,0,190493150.68,190493150.68,63347945.21,127145205.48
May 27 2025,HNT,0,190287671.23,190287671.23,63286301.37,127001369.86
May 22 2025,HNT,0,190082191.78,190082191.78,63224657.53,126857534.25
May 17 2025,HNT,0,189876712.33,189876712.33,63163013.70,126713698.63
May 12 2025,HNT,0,189671232.88,189671232.88,63101369.86,126569863.01
May 07 2025,HNT,0,189465753.42,189465753.42,63039726.03,126426027.40
May 02 2025,HNT,0,189260273.97,189260273.97,62978082.19,126282191.78
Apr 27 2025,HNT,0,189054794.52,189054794.52,62916438.36,126138356.16
Apr 23 2025,HNT,0,188890410.96,188890410.96,62867123.29,126023287.67
Apr 18 2025,HNT,0,188684931.51,188684931.51,62805479.45,125879452.05
Apr 13 2025,HNT,0,188479452.05,188479452.05,62743835.62,125735616.44
Apr 08 2025,HNT,0,188273972.60,188273972.60,62682191.78,125591780.82
Apr 03 2025,HNT,0,188068493.15,188068493.15,62620547.95,125447945.21
Mar 29 2025,HNT,0,187863013.70,187863013.70,62558904.11,125304109.59
Mar 24 2025,HNT,0,187657534.25,187657534.25,62497260.27,125160273.97
Mar 19 2025,HNT,0,187452054.79,187452054.79,62435616.44,125016438.36
Mar 19 2025,HNT,0,187452054.79,187452054.79,62435616.44,125016438.36
Mar 15 2025,HNT,0,187287671.23,187287671.23,62386301.37,124901369.86
Mar 10 2025,HNT,0,187082191.78,187082191.78,62324657.53,124757534.25
Mar 05 2025,HNT,0,186876712.33,186876712.33,62263013.70,124613698.63
Feb 28 2025,HNT,0,186671232.88,186671232.88,62201369.86,124469863.01
Feb 23 2025,HNT,0,186465753.42,186465753.42,62139726.03,124326027.40
Feb 18 2025,HNT,0,186260273.97,186260273.97,62078082.19,124182191.78
Feb 13 2025,HNT,0,186054794.52,186054794.52,62016438.36,124038356.16
Feb 08 2025,HNT,0,185849315.07,185849315.07,61954794.52,123894520.55
Feb 04 2025,HNT,0,185684931.51,185684931.51,61905479.45,123779452.05
Jan 30 2025,HNT,0,185479452.05,185479452.05,61843835.62,123635616.44
Jan 25 2025,HNT,0,185273972.60,185273972.60,61782191.78,123491780.82
Jan 20 2025,HNT,0,185068493.15,185068493.15,61720547.95,123347945.21
Jan 15 2025,HNT,0,184863013.70,184863013.70,61658904.11,123204109.59
Jan 10 2025,HNT,0,184657534.25,184657534.25,61597260.27,123060273.97
Jan 05 2025,HNT,0,184452054.79,184452054.79,61535616.44,122916438.36
Dec 31 2024,HNT,0,184246575.34,184246575.34,61473972.60,122772602.74
Dec 27 2024,HNT,0,184082191.78,184082191.78,61424657.53,122657534.25
Dec 22 2024,HNT,0,183876712.33,183876712.33,61363013.70,122513698.63
Dec 17 2024,HNT,0,183671232.88,183671232.88,61301369.86,122369863.01
Dec 12 2024,HNT,0,183465753.42,183465753.42,61239726.03,122226027.40
Dec 07 2024,HNT,0,183260273.97,183260273.97,61178082.19,122082191.78
Dec 02 2024,HNT,0,183054794.52,183054794.52,61116438.36,121938356.16
Nov 27 2024,HNT,0,182849315.07,182849315.07,61054794.52,121794520.55
Nov 22 2024,HNT,0,182643835.62,182643835.62,60993150.68,121650684.93
Nov 18 2024,HNT,0,182479452.05,182479452.05,60943835.62,121535616.44
Nov 13 2024,HNT,0,182273972.60,182273972.60,60882191.78,121391780.82
Nov 08 2024,HNT,0,182068493.15,182068493.15,60820547.95,121247945.21
Nov 03 2024,HNT,0,181863013.70,181863013.70,60758904.11,121104109.59
Oct 29 2024,HNT,0,181657534.25,181657534.25,60697260.27,120960273.97
Oct 24 2024,HNT,0,181452054.79,181452054.79,60635616.44,120816438.36
Oct 19 2024,HNT,0,181246575.34,181246575.34,60573972.60,120672602.74
Oct 14 2024,HNT,0,181041095.89,181041095.89,60512328.77,120528767.12
Oct 10 2024,HNT,0,180876712.33,180876712.33,60463013.70,120413698.63
Oct 05 2024,HNT,0,180671232.88,180671232.88,60401369.86,120269863.01
Sep 30 2024,HNT,0,180465753.42,180465753.42,60339726.03,120126027.40
Sep 25 2024,HNT,0,180260273.97,180260273.97,60278082.19,119982191.78
Sep 20 2024,HNT,0,180054794.52,180054794.52,60216438.36,119838356.16
Sep 15 2024,HNT,0,179849315.07,179849315.07,60154794.52,119694520.55
Sep 10 2024,HNT,0,179643835.62,179643835.62,60093150.68,119550684.93
Sep 05 2024,HNT,0,179438356.16,179438356.16,60031506.85,119406849.32
Sep 01 2024,HNT,0,179273972.60,179273972.60,59982191.78,119291780.82
Aug 27 2024,HNT,0,179068493.15,179068493.15,59920547.95,119147945.21
Aug 22 2024,HNT,0,178863013.70,178863013.70,59858904.11,119004109.59
Aug 17 2024,HNT,0,178657534.25,178657534.25,59797260.27,118860273.97
Aug 12 2024,HNT,0,178452054.79,178452054.79,59735616.44,118716438.36
Aug 07 2024,HNT,0,178246575.34,178246575.34,59673972.60,118572602.74
Aug 02 2024,HNT,0,178041095.89,178041095.89,59612328.77,118428767.12
Jul 28 2024,HNT,0,177836065.57,177836065.57,59549180.33,118286885.25
Jul 24 2024,HNT,0,177672131.15,177672131.15,59498360.66,118173770.49
Jul 19 2024,HNT,0,177467213.11,177467213.11,59434836.07,118032377.05
Jul 14 2024,HNT,0,177262295.08,177262295.08,59371311.48,117890983.61
Jul 09 2024,HNT,0,177057377.05,177057377.05,59307786.89,117749590.16
Jul 04 2024,HNT,0,176852459.02,176852459.02,59244262.30,117608196.72
Jun 29 2024,HNT,0,176647540.98,176647540.98,59180737.70,117466803.28
Jun 24 2024,HNT,0,176442622.95,176442622.95,59117213.11,117325409.84
Jun 19 2024,HNT,0,176237704.92,176237704.92,59053688.52,117184016.39
Jun 15 2024,HNT,0,176073770.49,176073770.49,59002868.85,117070901.64
Jun 10 2024,HNT,0,175868852.46,175868852.46,58939344.26,116929508.20
Jun 05 2024,HNT,0,175663934.43,175663934.43,58875819.67,116788114.75
May 31 2024,HNT,0,175459016.39,175459016.39,58812295.08,116646721.31
May 26 2024,HNT,0,175254098.36,175254098.36,58748770.49,116505327.87
May 21 2024,HNT,0,175049180.33,175049180.33,58685245.90,116363934.43
May 16 2024,HNT,0,174844262.30,174844262.30,58621721.31,116222540.98
May 11 2024,HNT,0,174639344.26,174639344.26,58558196.72,116081147.54
May 07 2024,HNT,0,174475409.84,174475409.84,58507377.05,115968032.79
May 02 2024,HNT,0,174270491.80,174270491.80,58443852.46,115826639.34
Apr 27 2024,HNT,0,174065573.77,174065573.77,58380327.87,115685245.90
Apr 22 2024,HNT,0,173860655.74,173860655.74,58316803.28,115543852.46
Apr 17 2024,HNT,0,173655737.70,173655737.70,58253278.69,115402459.02
Apr 12 2024,HNT,0,173450819.67,173450819.67,58189754.10,115261065.57
Apr 07 2024,HNT,0,173245901.64,173245901.64,58126229.51,115119672.13
Apr 02 2024,HNT,0,173040983.61,173040983.61,58062704.92,114978278.69
Mar 29 2024,HNT,$6.49,0,172877049.18,58011885.25,114865163.93
Mar 24 2024,HNT,$6.48,0,172672131.15,57948360.66,114723770.49
Mar 19 2024,HNT,$7.16,0,172467213.11,57884836.07,114582377.05
Mar 14 2024,HNT,$8.42,0,172262295.08,57821311.48,114440983.61
Mar 09 2024,HNT,$8.91,0,172057377.05,57757786.89,114299590.16
Mar 04 2024,HNT,$8.90,0,171852459.02,57694262.30,114158196.72
Feb 28 2024,HNT,$8.95,0,171647540.98,57630737.70,114016803.28
Feb 23 2024,HNT,$8.75,0,171442622.95,57567213.11,113875409.84
Feb 19 2024,HNT,$9.63,0,171278688.52,57516393.44,113762295.08
Feb 14 2024,HNT,$9.04,0,171073770.49,57452868.85,113620901.64
Feb 09 2024,HNT,$6.98,0,170868852.46,57389344.26,113479508.20
Feb 04 2024,HNT,$7.29,0,170663934.43,57325819.67,113338114.75
Jan 30 2024,HNT,$7.89,0,170459016.39,57262295.08,113196721.31
Jan 25 2024,HNT,$6.82,0,170254098.36,57198770.49,113055327.87
Jan 20 2024,HNT,$6.80,0,170049180.33,57135245.90,112913934.43
Jan 15 2024,HNT,$7.24,0,169844262.30,57071721.31,112772540.98
Jan 11 2024,HNT,$6.79,0,169680327.87,57020901.64,112659426.23
Jan 06 2024,HNT,$5.66,0,169475409.84,56957377.05,112518032.79
Jan 01 2024,HNT,$6.87,0,169270491.80,56893852.46,112376639.34
Dec 27 2023,HNT,$7.06,0,169065573.77,56830327.87,112235245.90
Dec 22 2023,HNT,$8.25,0,168860655.74,56766803.28,112093852.46
Dec 17 2023,HNT,$7.72,0,168655737.70,56703278.69,111952459.02
Dec 12 2023,HNT,$4.60,0,168450819.67,56639754.10,111811065.57
Dec 07 2023,HNT,$4.80,0,168245901.64,56576229.51,111669672.13
Dec 03 2023,HNT,$2.93,0,168081967.21,56525409.84,111556557.38
Nov 28 2023,HNT,$2.48,0,167877049.18,56461885.25,111415163.93
Nov 23 2023,HNT,$2.39,0,167672131.15,56398360.66,111273770.49
Nov 18 2023,HNT,$2.07,0,167467213.11,56334836.07,111132377.05
Nov 13 2023,HNT,$1.99,0,167262295.08,56271311.48,110990983.61
Nov 08 2023,HNT,$1.72,0,167057377.05,56207786.89,110849590.16
Nov 03 2023,HNT,$1.50,0,166852459.02,56144262.30,110708196.72
Oct 29 2023,HNT,$1.51,0,166647540.98,56080737.70,110566803.28
Oct 25 2023,HNT,$1.52,0,166483606.56,56029918.03,110453688.52
Oct 20 2023,HNT,$1.45,0,166278688.52,55966393.44,110312295.08
Oct 15 2023,HNT,$1.45,0,166073770.49,55902868.85,110170901.64
Oct 10 2023,HNT,$1.45,0,165868852.46,55839344.26,110029508.20
Oct 05 2023,HNT,$1.42,0,165663934.43,55775819.67,109888114.75
Sep 30 2023,HNT,$1.44,0,165459016.39,55712295.08,109746721.31
Sep 25 2023,HNT,$1.47,0,165254098.36,55648770.49,109605327.87
Sep 20 2023,HNT,$1.45,0,165049180.33,55585245.90,109463934.43
Sep 16 2023,HNT,$1.39,0,164885245.90,55534426.23,109350819.67
Sep 11 2023,HNT,$1.41,0,164680327.87,55470901.64,109209426.23
Sep 06 2023,HNT,$1.55,0,164475409.84,55407377.05,109068032.79
Sep 01 2023,HNT,$1.58,0,164270491.80,55343852.46,108926639.34
Aug 27 2023,HNT,$1.68,0,164065573.77,55280327.87,108785245.90
Aug 22 2023,HNT,$1.73,0,163860655.74,55216803.28,108643852.46
Aug 17 2023,HNT,$1.85,0,163655737.70,55153278.69,108502459.02
Aug 12 2023,HNT,$1.92,0,163450819.67,55089754.10,108361065.57
Aug 08 2023,HNT,0,0,163286885.25,55038934.43,108247950.82
Aug 03 2023,HNT,0,0,163081967.21,54975409.84,108106557.38
Jul 29 2023,HNT,0,0,162753424.66,54871095.89,107882328.77
Jul 24 2023,HNT,0,0,162342465.75,54739589.04,107602876.71
Jul 19 2023,HNT,0,0,161931506.85,54608082.19,107323424.66
Jul 14 2023,HNT,0,0,161520547.95,54476575.34,107043972.60
Jul 09 2023,HNT,0,0,161109589.04,54345068.49,106764520.55
Jul 04 2023,HNT,0,0,160698630.14,54213561.64,106485068.49
Jun 30 2023,HNT,0,0,160369863.01,54108356.16,106261506.85
Jun 25 2023,HNT,0,0,159958904.11,53976849.32,105982054.79
Jun 20 2023,HNT,0,0,159547945.21,53845342.47,105702602.74
Jun 15 2023,HNT,$1.23,0,159136986.30,53713835.62,105423150.68
Jun 10 2023,HNT,$1.39,0,158726027.40,53582328.77,105143698.63
Jun 05 2023,HNT,$1.50,0,158315068.49,53450821.92,104864246.58
May 31 2023,HNT,$1.39,0,157904109.59,53319315.07,104584794.52
May 26 2023,HNT,$1.44,0,157493150.68,53187808.22,104305342.47
May 22 2023,HNT,$1.41,0,157164383.56,53082602.74,104081780.82
May 17 2023,HNT,$1.34,0,156753424.66,52951095.89,103802328.77
May 12 2023,HNT,$1.35,0,156342465.75,52819589.04,103522876.71
May 07 2023,HNT,$1.48,0,155931506.85,52688082.19,103243424.66
May 02 2023,HNT,$1.65,0,155520547.95,52556575.34,102963972.60
Apr 27 2023,HNT,$1.83,0,155109589.04,52425068.49,102684520.55
Apr 22 2023,HNT,$1.77,0,154698630.14,52293561.64,102405068.49
Apr 17 2023,HNT,$1.78,0,154287671.23,52162054.79,102125616.44
Apr 12 2023,HNT,$1.44,0,153876712.33,52030547.95,101846164.38
Apr 08 2023,HNT,$1.36,0,153547945.21,51925342.47,101622602.74
Apr 03 2023,HNT,$1.30,0,153136986.30,51793835.62,101343150.68
Mar 29 2023,HNT,$1.35,0,152726027.40,51662328.77,101063698.63
Mar 24 2023,HNT,$1.23,0,152315068.49,51530821.92,100784246.58
Mar 19 2023,HNT,$1.55,0,151904109.59,51399315.07,100504794.52
Mar 14 2023,HNT,$2.39,0,151493150.68,51267808.22,100225342.47
Mar 09 2023,HNT,$2.13,0,151082191.78,51136301.37,99945890.41
Mar 04 2023,HNT,$2.48,0,150671232.88,51004794.52,99666438.36
Feb 28 2023,HNT,$2.73,0,150342465.75,50899589.04,99442876.71
Feb 23 2023,HNT,$2.91,0,149931506.85,50768082.19,99163424.66
Feb 18 2023,HNT,$2.75,0,149520547.95,50636575.34,98883972.60
Feb 13 2023,HNT,$2.49,0,149109589.04,50505068.49,98604520.55
Feb 08 2023,HNT,$3.03,0,148698630.14,50373561.64,98325068.49
Feb 03 2023,HNT,$2.86,0,148287671.23,50242054.79,98045616.44
Jan 29 2023,HNT,$2.89,0,147876712.33,50110547.95,97766164.38
Jan 24 2023,HNT,$2.95,0,147465753.42,49979041.10,97486712.33
Jan 20 2023,HNT,$2.95,0,147136986.30,49873835.62,97263150.68
Jan 15 2023,HNT,$2.77,0,146726027.40,49742328.77,96983698.63
Jan 10 2023,HNT,$1.94,0,146315068.49,49610821.92,96704246.58
Jan 05 2023,HNT,$1.67,0,145904109.59,49479315.07,96424794.52
Dec 31 2022,HNT,$1.58,0,145493150.68,49347808.22,96145342.47
Dec 26 2022,HNT,$1.87,0,145082191.78,49216301.37,95865890.41
Dec 21 2022,HNT,$1.60,0,144671232.88,49084794.52,95586438.36
Dec 16 2022,HNT,$1.94,0,144260273.97,48953287.67,95306986.30
Dec 12 2022,HNT,$2.11,0,143931506.85,48848082.19,95083424.66
Dec 07 2022,HNT,$2.18,0,143520547.95,48716575.34,94803972.60
Dec 02 2022,HNT,$2.32,0,143109589.04,48585068.49,94524520.55
Nov 27 2022,HNT,$2.44,0,142698630.14,48453561.64,94245068.49
Nov 22 2022,HNT,$2.14,0,142287671.23,48322054.79,93965616.44
Nov 17 2022,HNT,$2.41,0,141876712.33,48190547.95,93686164.38
Nov 12 2022,HNT,$2.70,0,141465753.42,48059041.10,93406712.33
Nov 07 2022,HNT,$3.88,0,141054794.52,47927534.25,93127260.27
Nov 03 2022,HNT,$3.77,0,140726027.40,47822328.77,92903698.63
Oct 29 2022,HNT,$4.04,0,140315068.49,47690821.92,92624246.58
Oct 24 2022,HNT,$4.24,0,139904109.59,47559315.07,92344794.52
Oct 19 2022,HNT,$4.43,0,139493150.68,47427808.22,92065342.47
Oct 14 2022,HNT,$4.60,0,139082191.78,47296301.37,91785890.41
Oct 09 2022,HNT,$4.62,0,138671232.88,47164794.52,91506438.36
Oct 04 2022,HNT,$4.93,0,138260273.97,47033287.67,91226986.30
Sep 29 2022,HNT,$5.24,0,137849315.07,46901780.82,90947534.25
Sep 25 2022,HNT,$4.51,0,137520547.95,46796575.34,90723972.60
Sep 20 2022,HNT,$4.59,0,137109589.04,46665068.49,90444520.55
Sep 15 2022,HNT,$4.23,0,136698630.14,46533561.64,90165068.49
Sep 10 2022,HNT,$4.68,0,136287671.23,46402054.79,89885616.44
Sep 05 2022,HNT,$4.34,0,135876712.33,46270547.95,89606164.38
Aug 31 2022,HNT,$5.55,0,135465753.42,46139041.10,89326712.33
Aug 26 2022,HNT,$6.72,0,135054794.52,46007534.25,89047260.27
Aug 21 2022,HNT,$6.72,0,134643835.62,45876027.40,88767808.22
Aug 17 2022,HNT,$8.06,0,134315068.49,45770821.92,88544246.58
Aug 12 2022,HNT,$8.64,0,133904109.59,45639315.07,88264794.52
Aug 07 2022,HNT,$8.82,0,133493150.68,45507808.22,87985342.47
Aug 02 2022,HNT,$8.92,0,133082191.78,45376301.37,87705890.41
Jul 28 2022,HNT,$9.11,0,132671232.88,45241506.85,87429726.03
Jul 23 2022,HNT,$9.30,0,132260273.97,45105890.41,87154383.56
Jul 18 2022,HNT,$8.91,0,131849315.07,44970273.97,86879041.10
Jul 13 2022,HNT,$8.54,0,131438356.16,44834657.53,86603698.63
Jul 09 2022,HNT,$9.31,0,131109589.04,44726164.38,86383424.66
Jul 04 2022,HNT,$9.16,0,130698630.14,44590547.95,86108082.19
Jun 29 2022,HNT,$9.94,0,130287671.23,44454931.51,85832739.73
Jun 24 2022,HNT,$10.56,0,129876712.33,44319315.07,85557397.26
Jun 19 2022,HNT,$10.16,0,129465753.42,44183698.63,85282054.79
Jun 14 2022,HNT,$7.99,0,129054794.52,44048082.19,85006712.33
Jun 09 2022,HNT,$10.64,0,128643835.62,43912465.75,84731369.86
Jun 04 2022,HNT,$8.53,0,128232876.71,43776849.32,84456027.40
May 31 2022,HNT,$9.51,0,127904109.59,43668356.16,84235753.42
May 26 2022,HNT,$7.53,0,127493150.68,43532739.73,83960410.96
May 21 2022,HNT,$7.88,0,127082191.78,43397123.29,83685068.49
May 16 2022,HNT,$9.70,0,126671232.88,43261506.85,83409726.03
May 11 2022,HNT,$11.67,0,126260273.97,43125890.41,83134383.56
May 06 2022,HNT,$14.72,0,125849315.07,42990273.97,82859041.10
May 01 2022,HNT,$12.37,0,125438356.16,42854657.53,82583698.63
Apr 26 2022,HNT,$17.34,0,125027397.26,42719041.10,82308356.16
Apr 22 2022,HNT,$18.00,0,124698630.14,42610547.95,82088082.19
Apr 17 2022,HNT,$20.41,0,124287671.23,42474931.51,81812739.73
Apr 12 2022,HNT,$20.18,0,123876712.33,42339315.07,81537397.26
Apr 07 2022,HNT,$21.85,0,123465753.42,42203698.63,81262054.79
Apr 02 2022,HNT,$24.20,0,123054794.52,42068082.19,80986712.33
Mar 28 2022,HNT,$24.58,0,122643835.62,41932465.75,80711369.86
Mar 23 2022,HNT,$25.08,0,122232876.71,41796849.32,80436027.40
Mar 18 2022,HNT,$22.68,0,121821917.81,41661232.88,80160684.93
Mar 14 2022,HNT,$20.03,0,121493150.68,41552739.73,79940410.96
Mar 09 2022,HNT,$21.17,0,121082191.78,41417123.29,79665068.49
Mar 04 2022,HNT,$22.93,0,120671232.88,41281506.85,79389726.03
Feb 27 2022,HNT,$24.74,0,120260273.97,41145890.41,79114383.56
Feb 22 2022,HNT,$21.23,0,119849315.07,41010273.97,78839041.10
Feb 17 2022,HNT,$28.13,0,119438356.16,40874657.53,78563698.63
Feb 12 2022,HNT,$27.20,0,119027397.26,40739041.10,78288356.16
Feb 07 2022,HNT,$30.25,0,118616438.36,40603424.66,78013013.70
Feb 03 2022,HNT,$25.22,0,118287671.23,40494931.51,77792739.73
Jan 29 2022,HNT,$26.92,0,117876712.33,40359315.07,77517397.26
Jan 24 2022,HNT,$23.62,0,117465753.42,40223698.63,77242054.79
Jan 19 2022,HNT,$30.74,0,117054794.52,40088082.19,76966712.33
Jan 14 2022,HNT,$32.31,0,116643835.62,39952465.75,76691369.86
Jan 09 2022,HNT,$32.14,0,116232876.71,39816849.32,76416027.40
Jan 04 2022,HNT,$40.02,0,115821917.81,39681232.88,76140684.93
Dec 30 2021,HNT,$38.23,0,115410958.90,39545616.44,75865342.47
Dec 26 2021,HNT,$38.39,0,115082191.78,39437123.29,75645068.49
Dec 21 2021,HNT,$35.02,0,114671232.88,39301506.85,75369726.03
Dec 16 2021,HNT,$31.37,0,114260273.97,39165890.41,75094383.56
Dec 11 2021,HNT,$28.78,0,113849315.07,39030273.97,74819041.10
Dec 06 2021,HNT,$31.48,0,113438356.16,38894657.53,74543698.63
Dec 01 2021,HNT,$39.18,0,113027397.26,38759041.10,74268356.16
Nov 26 2021,HNT,$46.57,0,112616438.36,38623424.66,73993013.70
Nov 21 2021,HNT,$46.92,0,112205479.45,38487808.22,73717671.23
Nov 17 2021,HNT,$44.63,0,111876712.33,38379315.07,73497397.26
Nov 12 2021,HNT,$48.75,0,111465753.42,38243698.63,73222054.79
Nov 07 2021,HNT,$37.71,0,111054794.52,38108082.19,72946712.33
Nov 02 2021,HNT,$28.31,0,110643835.62,37972465.75,72671369.86
Oct 28 2021,HNT,$25.22,0,110232876.71,37836849.32,72396027.40
Oct 23 2021,HNT,$21.54,0,109821917.81,37701232.88,72120684.93
Oct 18 2021,HNT,$21.72,0,109410958.90,37565616.44,71845342.47
Oct 13 2021,HNT,$19.15,0,109000000.00,37430000.00,71570000.00
Oct 09 2021,HNT,$20.06,0,108671232.88,37321506.85,71349726.03
Oct 04 2021,HNT,$21.60,0,108260273.97,37185890.41,71074383.56
Sep 29 2021,HNT,$16.89,0,107849315.07,37050273.97,70799041.10
Sep 24 2021,HNT,$18.66,0,107438356.16,36914657.53,70523698.63
Sep 19 2021,HNT,$20.53,0,107027397.26,36779041.10,70248356.16
Sep 14 2021,HNT,$19.71,0,106616438.36,36643424.66,69973013.70
Sep 09 2021,HNT,$20.64,0,106205479.45,36507808.22,69697671.23
Sep 04 2021,HNT,$22.93,0,105794520.55,36372191.78,69422328.77
Aug 31 2021,HNT,$20.67,0,105465753.42,36263698.63,69202054.79
Aug 26 2021,HNT,$23.21,0,105054794.52,36128082.19,68926712.33
Aug 21 2021,HNT,$23.93,0,104643835.62,35992465.75,68651369.86
Aug 16 2021,HNT,$18.01,0,104232876.71,35856849.32,68376027.40
Aug 11 2021,HNT,$17.87,0,103821917.81,35721232.88,68100684.93
Aug 06 2021,HNT,$13.16,0,103410958.90,35585616.44,67825342.47
Aug 01 2021,HNT,$13.89,0,103000000.00,35450000.00,67550000.00
Jul 27 2021,HNT,$11.27,0,102178082.19,35170547.95,67007534.25
Jul 23 2021,HNT,$11.06,0,101520547.95,34946986.30,66573561.64
Jul 18 2021,HNT,$10.71,0,100698630.14,34667534.25,66031095.89
Jul 13 2021,HNT,$12.63,0,99876712.33,34388082.19,65488630.14
Jul 08 2021,HNT,$12.76,0,99054794.52,34108630.14,64946164.38
Jul 03 2021,HNT,$12.87,0,98232876.71,33829178.08,64403698.63
Jun 28 2021,HNT,$11.57,0,97410958.90,33549726.03,63861232.88
Jun 23 2021,HNT,$10.10,0,96589041.10,33270273.97,63318767.12
Jun 18 2021,HNT,$14.04,0,95767123.29,32990821.92,62776301.37
Jun 14 2021,HNT,$13.36,0,95109589.04,32767260.27,62342328.77
Jun 09 2021,HNT,$13.96,0,94287671.23,32487808.22,61799863.01
Jun 04 2021,HNT,$15.61,0,93465753.42,32208356.16,61257397.26
May 30 2021,HNT,$16.22,0,92643835.62,31928904.11,60714931.51
May 25 2021,HNT,$13.48,0,91821917.81,31649452.05,60172465.75
May 20 2021,HNT,$12.38,0,91000000.00,31370000.00,59630000.00
May 15 2021,HNT,$15.57,0,90178082.19,31090547.95,59087534.25
May 10 2021,HNT,$16.79,0,89356164.38,30811095.89,58545068.49
May 06 2021,HNT,$18.20,0,88698630.14,30587534.25,58111095.89
May 01 2021,HNT,$16.99,0,87876712.33,30308082.19,57568630.14
Apr 26 2021,HNT,$13.45,0,87054794.52,30028630.14,57026164.38
Apr 21 2021,HNT,$13.05,0,86232876.71,29749178.08,56483698.63
Apr 16 2021,HNT,$15.35,0,85410958.90,29469726.03,55941232.88
Apr 11 2021,HNT,$17.22,0,84589041.10,29190273.97,55398767.12
Apr 06 2021,HNT,$15.59,0,83767123.29,28910821.92,54856301.37
Apr 01 2021,HNT,$10.51,0,82945205.48,28631369.86,54313835.62
Mar 28 2021,HNT,$10.56,0,82287671.23,28407808.22,53879863.01
Mar 23 2021,HNT,$8.86,0,81465753.42,28128356.16,53337397.26
Mar 18 2021,HNT,$7.69,0,80643835.62,27848904.11,52794931.51
Mar 13 2021,HNT,$5.97,0,79821917.81,27569452.05,52252465.75
Mar 08 2021,HNT,$4.30,0,79000000.00,27290000.00,51710000.00
Mar 03 2021,HNT,$4.06,0,78178082.19,27010547.95,51167534.25
Feb 26 2021,HNT,$3.66,0,77356164.38,26731095.89,50625068.49
Feb 21 2021,HNT,$4.15,0,76534246.58,26451643.84,50082602.74
Feb 17 2021,HNT,$4.16,0,75876712.33,26228082.19,49648630.14
Feb 12 2021,HNT,$4.07,0,75054794.52,25948630.14,49106164.38
Feb 07 2021,HNT,$3.69,0,74232876.71,25669178.08,48563698.63
Feb 02 2021,HNT,$2.37,0,73410958.90,25389726.03,48021232.88
Jan 28 2021,HNT,$2.07,0,72589041.10,25110273.97,47478767.12
Jan 23 2021,HNT,$1.61,0,71767123.29,24830821.92,46936301.37
Jan 18 2021,HNT,$1.69,0,70945205.48,24551369.86,46393835.62
Jan 13 2021,HNT,$1.32,0,70123287.67,24271917.81,45851369.86
Jan 09 2021,HNT,$1.43,0,69465753.42,24048356.16,45417397.26
Jan 04 2021,HNT,$1.32,0,68643835.62,23768904.11,44874931.51
Dec 30 2020,HNT,$1.29,0,67821917.81,23489452.05,44332465.75
Dec 25 2020,HNT,$1.38,0,67000000.00,23210000.00,43790000.00
Dec 20 2020,HNT,$1.44,0,66178082.19,22930547.95,43247534.25
Dec 15 2020,HNT,$1.26,0,65356164.38,22651095.89,42705068.49
Dec 10 2020,HNT,$1.38,0,64534246.58,22371643.84,42162602.74
Dec 05 2020,HNT,$1.56,0,63712328.77,22092191.78,41620136.99
Dec 01 2020,HNT,$1.41,0,63054794.52,21868630.14,41186164.38
Nov 26 2020,HNT,$1.51,0,62232876.71,21589178.08,40643698.63
Nov 21 2020,HNT,$1.70,0,61410958.90,21309726.03,40101232.88
