Date,Symbol,Price,Available Supply,Unlocked Supply,Reserved,Community & Other
Dec 09 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Dec 06 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Dec 03 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Nov 29 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Nov 26 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Nov 23 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Nov 20 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Nov 17 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Nov 13 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Nov 10 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Nov 07 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Nov 04 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Nov 01 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Oct 28 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Oct 25 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Oct 22 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Oct 19 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Oct 16 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Oct 12 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Oct 09 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Oct 06 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Oct 03 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Sep 30 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Sep 26 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Sep 23 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Sep 20 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Sep 17 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Sep 14 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Sep 10 2028,GMX,0,13250000.00,13250000.00,3000000.00,10250000.00
Sep 07 2028,GMX,0,13249193.55,13249193.55,3000000.00,10249193.55
Sep 04 2028,GMX,0,13247983.87,13247983.87,3000000.00,10247983.87
Sep 01 2028,GMX,0,13246774.19,13246774.19,3000000.00,10246774.19
Aug 29 2028,GMX,0,13245564.52,13245564.52,3000000.00,10245564.52
Aug 25 2028,GMX,0,13243951.61,13243951.61,3000000.00,10243951.61
Aug 22 2028,GMX,0,13242741.94,13242741.94,3000000.00,10242741.94
Aug 19 2028,GMX,0,13241532.26,13241532.26,3000000.00,10241532.26
Aug 16 2028,GMX,0,13240322.58,13240322.58,3000000.00,10240322.58
Aug 13 2028,GMX,0,13239112.90,13239112.90,3000000.00,10239112.90
Aug 09 2028,GMX,0,13237500.00,13237500.00,3000000.00,10237500.00
Aug 06 2028,GMX,0,13236290.32,13236290.32,3000000.00,10236290.32
Aug 03 2028,GMX,0,13235080.65,13235080.65,3000000.00,10235080.65
Jul 31 2028,GMX,0,13233870.97,13233870.97,3000000.00,10233870.97
Jul 28 2028,GMX,0,13232661.29,13232661.29,3000000.00,10232661.29
Jul 24 2028,GMX,0,13231048.39,13231048.39,3000000.00,10231048.39
