Date,Symbol,Price,Available Supply,Unlocked Supply,Founder / Team,Private Investors,Public Investors,Community & Other
Apr 18 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 16 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 13 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 11 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 09 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 07 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 04 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Apr 02 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Mar 31 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Mar 29 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Mar 26 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Mar 24 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Mar 22 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Mar 19 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Mar 17 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Mar 15 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Mar 13 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Mar 10 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Mar 08 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Mar 06 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Mar 04 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Mar 01 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Feb 27 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Feb 25 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Feb 22 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Feb 20 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Feb 18 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Feb 16 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Feb 13 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Feb 11 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Feb 09 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Feb 07 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Feb 04 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Feb 02 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Jan 31 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Jan 28 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
Jan 26 2029,ONDO,0,10000000000.00,10000000000.00,3300000000.00,1290246044.00,198884411.00,5210869545.00
