Date,Symbol,Price,Available Supply,Unlocked Supply,Founder / Team,Private Investors,Community & Other
Jan 07 2030,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Jan 04 2030,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Jan 01 2030,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 29 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 26 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 22 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 19 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 16 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 13 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 10 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 07 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 04 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Dec 01 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 28 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 25 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 21 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 18 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 15 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 12 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 09 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 06 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Nov 03 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 31 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 28 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 24 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 21 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 18 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 15 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 12 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 09 2029,HFT,0,968012144.00,968012144.00,218200000.00,250000000.00,499812144.00
Oct 06 2029,HFT,0,967595477.00,967595477.00,217783333.00,250000000.00,499812144.00
Oct 03 2029,HFT,0,967595477.00,967595477.00,217783333.00,250000000.00,499812144.00
Sep 30 2029,HFT,0,967595477.00,967595477.00,217783333.00,250000000.00,499812144.00
Sep 27 2029,HFT,0,967595477.00,967595477.00,217783333.00,250000000.00,499812144.00
Sep 23 2029,HFT,0,967595477.00,967595477.00,217783333.00,250000000.00,499812144.00
Sep 20 2029,HFT,0,967595477.00,967595477.00,217783333.00,250000000.00,499812144.00
Sep 17 2029,HFT,0,967595477.00,967595477.00,217783333.00,250000000.00,499812144.00
Sep 14 2029,HFT,0,967595477.00,967595477.00,217783333.00,250000000.00,499812144.00
Sep 11 2029,HFT,0,967595477.00,967595477.00,217783333.00,250000000.00,499812144.00
Sep 08 2029,HFT,0,967595477.00,967595477.00,217783333.00,250000000.00,499812144.00
Sep 05 2029,HFT,0,967178811.00,967178811.00,217366667.00,250000000.00,499812144.00
Sep 02 2029,HFT,0,967178811.00,967178811.00,217366667.00,250000000.00,499812144.00
Aug 30 2029,HFT,0,967178811.00,967178811.00,217366667.00,250000000.00,499812144.00
Aug 26 2029,HFT,0,967178811.00,967178811.00,217366667.00,250000000.00,499812144.00
Aug 23 2029,HFT,0,967178811.00,967178811.00,217366667.00,250000000.00,499812144.00
Aug 20 2029,HFT,0,967178811.00,967178811.00,217366667.00,250000000.00,499812144.00
Aug 17 2029,HFT,0,967178811.00,967178811.00,217366667.00,250000000.00,499812144.00
Aug 14 2029,HFT,0,967178811.00,967178811.00,217366667.00,250000000.00,499812144.00
Aug 11 2029,HFT,0,967178811.00,967178811.00,217366667.00,250000000.00,499812144.00
Aug 08 2029,HFT,0,967178811.00,967178811.00,217366667.00,250000000.00,499812144.00
Aug 05 2029,HFT,0,966762144.00,966762144.00,216950000.00,250000000.00,499812144.00
Aug 02 2029,HFT,0,966762144.00,966762144.00,216950000.00,250000000.00,499812144.00
Jul 30 2029,HFT,0,966762144.00,966762144.00,216950000.00,250000000.00,499812144.00
Jul 26 2029,HFT,0,966762144.00,966762144.00,216950000.00,250000000.00,499812144.00
Jul 23 2029,HFT,0,966762144.00,966762144.00,216950000.00,250000000.00,499812144.00
Jul 20 2029,HFT,0,966762144.00,966762144.00,216950000.00,250000000.00,499812144.00
Jul 17 2029,HFT,0,966762144.00,966762144.00,216950000.00,250000000.00,499812144.00
Jul 14 2029,HFT,0,966762144.00,966762144.00,216950000.00,250000000.00,499812144.00
Jul 11 2029,HFT,0,966762144.00,966762144.00,216950000.00,250000000.00,499812144.00
Jul 08 2029,HFT,0,966762144.00,966762144.00,216950000.00,250000000.00,499812144.00
Jul 05 2029,HFT,0,966345477.00,966345477.00,216533333.00,250000000.00,499812144.00
