Date,Symbol,Price,Available Supply,Unlocked Supply,Founder / Team,Reserved,Community & Other
Aug 07 2050,MYRIA,0,49998558232.31,49998558232.31,9500000000.00,21000000000.00,19498558232.31
Jul 26 2050,MYRIA,0,49998540172.59,49998540172.59,9500000000.00,21000000000.00,19498540172.59
Jul 14 2050,MYRIA,0,49998522112.87,49998522112.87,9500000000.00,21000000000.00,19498522112.87
Jul 02 2050,MYRIA,0,49998504053.15,49998504053.15,9500000000.00,21000000000.00,19498504053.15
Jun 21 2050,MYRIA,0,49998487498.40,49998487498.40,9500000000.00,21000000000.00,19498487498.40
Jun 09 2050,MYRIA,0,49998469438.68,49998469438.68,9500000000.00,21000000000.00,19498469438.68
May 28 2050,MYRIA,0,49998451378.96,49998451378.96,9500000000.00,21000000000.00,19498451378.96
May 16 2050,MYRIA,0,49998433319.24,49998433319.24,9500000000.00,21000000000.00,19498433319.24
May 04 2050,MYRIA,0,49998415259.52,49998415259.52,9500000000.00,21000000000.00,19498415259.52
Apr 22 2050,MYRIA,0,49998397199.80,49998397199.80,9500000000.00,21000000000.00,19498397199.80
Apr 10 2050,MYRIA,0,49998379140.08,49998379140.08,9500000000.00,21000000000.00,19498379140.08
Mar 30 2050,MYRIA,0,49998362585.34,49998362585.34,9500000000.00,21000000000.00,19498362585.34
Mar 18 2050,MYRIA,0,49998344525.62,49998344525.62,9500000000.00,21000000000.00,19498344525.62
Mar 06 2050,MYRIA,0,49998326465.90,49998326465.90,9500000000.00,21000000000.00,19498326465.90
Feb 22 2050,MYRIA,0,49998308406.18,49998308406.18,9500000000.00,21000000000.00,19498308406.18
Feb 10 2050,MYRIA,0,49998290346.46,49998290346.46,9500000000.00,21000000000.00,19498290346.45
Jan 29 2050,MYRIA,0,49998272286.73,49998272286.73,9500000000.00,21000000000.00,19498272286.73
Jan 17 2050,MYRIA,0,49998254227.01,49998254227.01,9500000000.00,21000000000.00,19498254227.01
Jan 06 2050,MYRIA,0,49998237672.27,49998237672.27,9500000000.00,21000000000.00,19498237672.27
Dec 25 2049,MYRIA,0,49998219612.55,49998219612.55,9500000000.00,21000000000.00,19498219612.55
Dec 13 2049,MYRIA,0,49998201552.83,49998201552.83,9500000000.00,21000000000.00,19498201552.83
Dec 01 2049,MYRIA,0,49998183493.11,49998183493.11,9500000000.00,21000000000.00,19498183493.11
Nov 19 2049,MYRIA,0,49998165433.39,49998165433.39,9500000000.00,21000000000.00,19498165433.39
Nov 07 2049,MYRIA,0,49998147373.67,49998147373.67,9500000000.00,21000000000.00,19498147373.67
Oct 26 2049,MYRIA,0,49998129313.95,49998129313.95,9500000000.00,21000000000.00,19498129313.95
Oct 15 2049,MYRIA,0,49998112759.20,49998112759.20,9500000000.00,21000000000.00,19498112759.20
Oct 03 2049,MYRIA,0,49998094699.48,49998094699.48,9500000000.00,21000000000.00,19498094699.48
Sep 21 2049,MYRIA,0,49998076639.76,49998076639.76,9500000000.00,21000000000.00,19498076639.76
Sep 09 2049,MYRIA,0,49998058580.04,49998058580.04,9500000000.00,21000000000.00,19498058580.04
Aug 28 2049,MYRIA,0,49998040520.32,49998040520.32,9500000000.00,21000000000.00,19498040520.32
Aug 16 2049,MYRIA,0,49998022460.60,49998022460.60,9500000000.00,21000000000.00,19498022460.60
Aug 04 2049,MYRIA,0,49998004400.88,49998004400.88,9500000000.00,21000000000.00,19498004400.88
Jul 23 2049,MYRIA,0,49997986341.16,49997986341.16,9500000000.00,21000000000.00,19497986341.16
Jul 12 2049,MYRIA,0,49997969786.42,49997969786.42,9500000000.00,21000000000.00,19497969786.42
Jun 30 2049,MYRIA,0,49997951726.70,49997951726.70,9500000000.00,21000000000.00,19497951726.69
Jun 18 2049,MYRIA,0,49997933666.97,49997933666.97,9500000000.00,21000000000.00,19497933666.97
Jun 06 2049,MYRIA,0,49997915607.25,49997915607.25,9500000000.00,21000000000.00,19497915607.25
May 25 2049,MYRIA,0,49997897547.53,49997897547.53,9500000000.00,21000000000.00,19497897547.53
May 13 2049,MYRIA,0,49997879487.81,49997879487.81,9500000000.00,21000000000.00,19497879487.81
May 01 2049,MYRIA,0,49997861428.09,49997861428.09,9500000000.00,21000000000.00,19497861428.09
Apr 20 2049,MYRIA,0,49997844873.35,49997844873.35,9500000000.00,21000000000.00,19497844873.35
Apr 08 2049,MYRIA,0,49997826813.63,49997826813.63,9500000000.00,21000000000.00,19497826813.63
Mar 27 2049,MYRIA,0,49997808753.91,49997808753.91,9500000000.00,21000000000.00,19497808753.91
Mar 15 2049,MYRIA,0,49997778687.33,49997778687.33,9500000000.00,21000000000.00,19497778687.32
Mar 03 2049,MYRIA,0,49997742617.31,49997742617.31,9500000000.00,21000000000.00,19497742617.31
Feb 19 2049,MYRIA,0,49997706547.30,49997706547.30,9500000000.00,21000000000.00,19497706547.30
Feb 07 2049,MYRIA,0,49997670477.28,49997670477.28,9500000000.00,21000000000.00,19497670477.28
Jan 27 2049,MYRIA,0,49997637413.10,49997637413.10,9500000000.00,21000000000.00,19497637413.10
Jan 15 2049,MYRIA,0,49997601343.09,49997601343.09,9500000000.00,21000000000.00,19497601343.09
Jan 03 2049,MYRIA,0,49997565273.08,49997565273.08,9500000000.00,21000000000.00,19497565273.08
Dec 22 2048,MYRIA,0,49997529203.06,49997529203.06,9500000000.00,21000000000.00,19497529203.06
Dec 10 2048,MYRIA,0,49997493133.05,49997493133.05,9500000000.00,21000000000.00,19497493133.05
Nov 28 2048,MYRIA,0,49997457063.04,49997457063.04,9500000000.00,21000000000.00,19497457063.04
Nov 16 2048,MYRIA,0,49997420993.02,49997420993.02,9500000000.00,21000000000.00,19497420993.02
Nov 05 2048,MYRIA,0,49997387928.84,49997387928.84,9500000000.00,21000000000.00,19497387928.84
Oct 24 2048,MYRIA,0,49997351858.83,49997351858.83,9500000000.00,21000000000.00,19497351858.83
Oct 12 2048,MYRIA,0,49997315788.82,49997315788.82,9500000000.00,21000000000.00,19497315788.82
Sep 30 2048,MYRIA,0,49997279718.80,49997279718.80,9500000000.00,21000000000.00,19497279718.80
Sep 18 2048,MYRIA,0,49997243648.79,49997243648.79,9500000000.00,21000000000.00,19497243648.79
Sep 06 2048,MYRIA,0,49997207578.78,49997207578.78,9500000000.00,21000000000.00,19497207578.77
Aug 25 2048,MYRIA,0,49997171508.76,49997171508.76,9500000000.00,21000000000.00,19497171508.76
Aug 14 2048,MYRIA,0,49997138444.58,49997138444.58,9500000000.00,21000000000.00,19497138444.58
Aug 02 2048,MYRIA,0,49997102374.57,49997102374.57,9500000000.00,21000000000.00,19497102374.57
Jul 21 2048,MYRIA,0,49997066304.56,49997066304.56,9500000000.00,21000000000.00,19497066304.55
Jul 09 2048,MYRIA,0,49997030234.54,49997030234.54,9500000000.00,21000000000.00,19497030234.54
Jun 27 2048,MYRIA,0,49996994164.53,49996994164.53,9500000000.00,21000000000.00,19496994164.53
Jun 15 2048,MYRIA,0,49996958094.51,49996958094.51,9500000000.00,21000000000.00,19496958094.51
Jun 03 2048,MYRIA,0,49996922024.50,49996922024.50,9500000000.00,21000000000.00,19496922024.50
May 22 2048,MYRIA,0,49996885954.49,49996885954.49,9500000000.00,21000000000.00,19496885954.49
May 11 2048,MYRIA,0,49996852890.31,49996852890.31,9500000000.00,21000000000.00,19496852890.31
Apr 29 2048,MYRIA,0,49996816820.29,49996816820.29,9500000000.00,21000000000.00,19496816820.29
Apr 17 2048,MYRIA,0,49996780750.28,49996780750.28,9500000000.00,21000000000.00,19496780750.28
Apr 05 2048,MYRIA,0,49996744680.27,49996744680.27,9500000000.00,21000000000.00,19496744680.27
Mar 24 2048,MYRIA,0,49996708610.25,49996708610.25,9500000000.00,21000000000.00,19496708610.25
Mar 12 2048,MYRIA,0,49996672540.24,49996672540.24,9500000000.00,21000000000.00,19496672540.24
Feb 29 2048,MYRIA,0,49996636470.23,49996636470.23,9500000000.00,21000000000.00,19496636470.22
Feb 18 2048,MYRIA,0,49996603406.05,49996603406.05,9500000000.00,21000000000.00,19496603406.05
Feb 06 2048,MYRIA,0,49996567336.03,49996567336.03,9500000000.00,21000000000.00,19496567336.03
Jan 25 2048,MYRIA,0,49996531266.02,49996531266.02,9500000000.00,21000000000.00,19496531266.02
Jan 13 2048,MYRIA,0,49996495196.01,49996495196.01,9500000000.00,21000000000.00,19496495196.00
Jan 01 2048,MYRIA,0,49996459125.99,49996459125.99,9500000000.00,21000000000.00,19496459125.99
Dec 20 2047,MYRIA,0,49996423055.98,49996423055.98,9500000000.00,21000000000.00,19496423055.98
Dec 08 2047,MYRIA,0,49996386985.96,49996386985.96,9500000000.00,21000000000.00,19496386985.96
Nov 27 2047,MYRIA,0,49996353921.79,49996353921.79,9500000000.00,21000000000.00,19496353921.78
Nov 15 2047,MYRIA,0,49996317851.77,49996317851.77,9500000000.00,21000000000.00,19496317851.77
Nov 03 2047,MYRIA,0,49996281781.76,49996281781.76,9500000000.00,21000000000.00,19496281781.76
Oct 22 2047,MYRIA,0,49996245711.74,49996245711.74,9500000000.00,21000000000.00,19496245711.74
Oct 10 2047,MYRIA,0,49996209641.73,49996209641.73,9500000000.00,21000000000.00,19496209641.73
Sep 28 2047,MYRIA,0,49996173571.72,49996173571.72,9500000000.00,21000000000.00,19496173571.72
Sep 16 2047,MYRIA,0,49996137501.70,49996137501.70,9500000000.00,21000000000.00,19496137501.70
Sep 05 2047,MYRIA,0,49996104437.52,49996104437.52,9500000000.00,21000000000.00,19496104437.52
Aug 24 2047,MYRIA,0,49996068367.51,49996068367.51,9500000000.00,21000000000.00,19496068367.51
Aug 12 2047,MYRIA,0,49996032297.50,49996032297.50,9500000000.00,21000000000.00,19496032297.50
Jul 31 2047,MYRIA,0,49995996227.48,49995996227.48,9500000000.00,21000000000.00,19495996227.48
Jul 19 2047,MYRIA,0,49995960157.47,49995960157.47,9500000000.00,21000000000.00,19495960157.47
Jul 07 2047,MYRIA,0,49995924087.46,49995924087.46,9500000000.00,21000000000.00,19495924087.45
Jun 25 2047,MYRIA,0,49995888017.44,49995888017.44,9500000000.00,21000000000.00,19495888017.44
Jun 13 2047,MYRIA,0,49995851947.43,49995851947.43,9500000000.00,21000000000.00,19495851947.43
Jun 02 2047,MYRIA,0,49995818883.25,49995818883.25,9500000000.00,21000000000.00,19495818883.25
May 21 2047,MYRIA,0,49995782813.24,49995782813.24,9500000000.00,21000000000.00,19495782813.23
May 09 2047,MYRIA,0,49995746743.22,49995746743.22,9500000000.00,21000000000.00,19495746743.22
Apr 27 2047,MYRIA,0,49995710673.21,49995710673.21,9500000000.00,21000000000.00,19495710673.21
Apr 15 2047,MYRIA,0,49995674603.19,49995674603.19,9500000000.00,21000000000.00,19495674603.19
Apr 03 2047,MYRIA,0,49995638533.18,49995638533.18,9500000000.00,21000000000.00,19495638533.18
Mar 22 2047,MYRIA,0,49995599449.10,49995599449.10,9500000000.00,21000000000.00,19495599449.10
Mar 11 2047,MYRIA,0,49995533230.14,49995533230.14,9500000000.00,21000000000.00,19495533230.13
Feb 27 2047,MYRIA,0,49995460991.27,49995460991.27,9500000000.00,21000000000.00,19495460991.27
Feb 15 2047,MYRIA,0,49995388752.40,49995388752.40,9500000000.00,21000000000.00,19495388752.40
