Date,Symbol,Price,Unlocked Supply,Founder / Team,Private Investors,Insiders,insider_supply_growth,insider_supply_growth_percentage,insider_unlock_type,tokens_unlocked,unlock_usd_value,insider_owned_float_percentage,daily_supply_increase_percentage
2020-12-20,FXS,0,17000000,10000000,2000000,12000000,0.0,0.0,no unlock,0.0,0.0,70.58823529411765,
2021-01-01,FXS,5,18038280,10379842,2329670,12709513,709513.0,5.912608333333334,small cliff unlock,709513.0,63547565.0,70.45856367680288,6.107529411764706
2021-01-13,FXS,16,19579248,11262373,2659341,13921714,1212201.0,9.537745466722447,small cliff unlock,1212201.0,159199859.0,71.10443669746662,8.542765718239211
2021-01-25,FXS,8,21179356,12204043,2989011,15193054,1271340.0,9.13206520404025,small cliff unlock,1271340.0,-101202992.0,71.73520290229789,8.17246913671046
2021-02-05,FXS,4,22658332,13079450,3291209,16370659,1177605.0,7.750943292902138,small cliff unlock,1177605.0,-56061796.0,72.25006236116586,6.983101846911681
2021-02-17,FXS,8,24246760,14009441,3620879,17630320,1259661.0,7.694626099047082,small cliff unlock,1259661.0,75559924.0,72.71206544709479,7.010348334555254
2021-03-01,FXS,8,25796319,14900563,3950549,18851112,1220792.0,6.924389347442361,small cliff unlock,1220792.0,9766336.0,73.07675176446686,6.390787882587199
2021-03-13,FXS,12,26828167,15273973,4280220,19554192,703080.0,3.7296473544902815,small cliff unlock,703080.0,83841408.0,72.88679841600808,3.9999815477549334
2021-03-25,FXS,8,27815372,15602740,4609890,20212630,658438.0,3.367247288970058,small cliff unlock,658438.0,-72949264.0,72.66712089991103,3.6797333190895976
2021-04-06,FXS,9,28802577,15931507,4939560,20871067,658437.0,3.2575523323783195,linear unlock,658437.0,26138563.0,72.46249875488571,3.549134629585396
2021-04-18,FXS,7,29789781,16260274,5269231,21529505,658438.0,3.1547883967791392,linear unlock,658438.0,-37133068.0,72.27144435872154,3.4274849781670578
2021-04-29,FXS,6,30694719,16561644,5571429,22133072,603567.0,2.803441138103268,small cliff unlock,603567.0,-17908103.0,72.10710089901784,3.037746400351181
2021-05-11,FXS,5,31681924,16890411,5901099,22791510,658438.0,2.9749056073192186,small cliff unlock,658438.0,-18840882.0,71.93852873329284,3.216204715866596
2021-05-23,FXS,3,32669129,17219178,6230769,23449947,658437.0,2.8889573354288505,linear unlock,658437.0,-43607709.0,71.78014142954346,3.115988157789912
2021-06-04,FXS,3,33656334,17547945,6560440,24108385,658438.0,2.8078442991790133,linear unlock,658438.0,1975314.0,71.63104870542347,3.021828344428773
2021-06-16,FXS,2,34643539,17876712,6890110,24766822,658437.0,2.731153497009443,linear unlock,658437.0,-22791511.0,71.4904502106439,2.933192307872866
2021-06-28,FXS,2,35520253,18205479,7109290,25314769,547947.0,2.2124235398469776,small cliff unlock,547947.0,1095894.0,71.26854924147078,2.5306710148752414
2021-07-10,FXS,3,36341722,18534247,7273224,25807471,492702.0,1.9463025714356708,small cliff unlock,492702.0,26792875.0,71.01334108493813,2.3126777841362784
2021-07-22,FXS,3,37163191,18863014,7437158,26300172,492701.0,1.9091409615455925,linear unlock,492701.0,1478103.0,70.76941266964938,2.260401969945178
2021-08-02,FXS,3,37916204,19164384,7587432,26751815,451643.0,1.7172625334921765,small cliff unlock,451643.0,1354929.0,70.55509828990265,2.026233430815992
2021-08-14,FXS,3,38737673,19493151,7751366,27244517,492702.0,1.8417516718024551,small cliff unlock,492702.0,1478106.0,70.33080433096744,2.1665380848779057
2021-08-26,FXS,7,39643388,19821918,7915301,27737218,492701.0,1.8084409424472452,linear unlock,492701.0,112426975.0,69.96682019205825,2.3380728109300732
2021-09-07,FXS,6,40633350,20150685,8079235,28229920,492702.0,1.7763208985126049,linear unlock,492702.0,-24781006.0,69.47475411207789,2.497168001887225
2021-09-19,FXS,5,41623312,20479452,8243169,28722621,492701.0,1.7453148999359545,linear unlock,492701.0,-25766415.0,69.00609206686869,2.4363287791924613
2021-10-01,FXS,4,42613274,20808219,8407104,29215323,492702.0,1.7153796653863864,linear unlock,492702.0,-26751813.0,68.55920763093678,2.3783835366104453
2021-10-13,FXS,7,43603236,21136986,8571038,29708025,492702.0,1.6864506341415428,linear unlock,492702.0,91094883.0,68.13261520314686,2.3231305813301275
2021-10-24,FXS,7,44510702,21438356,8721311,30159668,451643.0,1.5202727209230502,small cliff unlock,451643.0,3161501.0,67.75823935555992,2.081189570425461
2021-11-05,FXS,18,45500664,21767123,8885246,30652369,492701.0,1.6336419883667155,small cliff unlock,492701.0,340624966.0,67.36686084405274,2.2240988245927915
2021-11-17,FXS,17,46490626,22095890,9049180,31145071,492702.0,1.6073863654714582,linear unlock,492702.0,-22276435.0,66.99215235346584,2.175708908335931
2021-11-29,FXS,18,47480588,22424658,9213115,31637772,492701.0,1.5819549745126604,linear unlock,492701.0,40013689.0,66.63306697044274,2.1293798022853037
2021-12-11,FXS,20,48470550,22753425,9377049,32130474,492702.0,1.5573220516286672,linear unlock,492702.0,73129584.0,66.2886515626499,2.084982603838015
2021-12-23,FXS,18,49316387,23000000,9541209,32541209,410735.0,1.2783347049284115,small cliff unlock,410735.0,-56867718.0,65.98457628293005,1.7450534396659414
2022-01-04,FXS,33,49729853,23000000,9706044,32706044,164835.0,0.5065423352893864,small cliff unlock,164835.0,493557690.0,65.7674254536807,0.838394751018561
2022-01-15,FXS,38,50108863,23000000,9857143,32857143,151099.0,0.4619910619578449,small cliff unlock,151099.0,169271982.0,65.5715197529028,0.7621377847225891
2022-01-27,FXS,19,50522328,23000000,10021978,33021978,164835.0,0.5016717369492534,small cliff unlock,164835.0,-621153852.0,65.36115675429683,0.8251334699013226
2022-02-08,FXS,21,50935793,23000000,10186813,33186813,164835.0,0.4991675544087638,linear unlock,164835.0,69505491.0,65.15420894693835,0.8183807365329643
2022-02-20,FXS,23,51349259,23000000,10351648,33351648,164835.0,0.4966882478290398,linear unlock,164835.0,70164831.0,64.95059256843415,0.8117395953764771
2022-03-04,FXS,24,51762724,23000000,10516484,33516484,164836.0,0.49423644672671047,linear unlock,164836.0,37307712.0,64.750232232755,0.805201492781035
2022-03-16,FXS,18,52176190,23000000,10681319,33681319,164835.0,0.4918027797903861,linear unlock,164835.0,-198131874.0,64.55304421422875,0.7987717184281106
2022-03-28,FXS,22,52589655,23000000,10846154,33846154,164835.0,0.4893959170660745,linear unlock,164835.0,138351646.0,64.35895804982938,0.7924399999310031
2022-04-08,FXS,33,52968665,23000000,10997253,33997253,151099.0,0.44642886160714157,small cliff unlock,151099.0,377293961.0,64.18370748063973,0.7206930716697039
2022-04-20,FXS,34,53382130,23000000,11162088,34162088,164835.0,0.4848479963954735,small cliff unlock,164835.0,39601643.0,63.99536324234346,0.7805841434742598
2022-05-02,FXS,23,53795596,23000000,11326923,34326923,164835.0,0.4825085632939064,linear unlock,164835.0,-371991763.0,63.80991298990348,0.7745400942225423
2022-05-14,FXS,11,54209061,23000000,11491758,34491758,164835.0,0.4801915977147151,linear unlock,164835.0,-410109891.0,63.6272928616122,0.7685852202473973
2022-05-26,FXS,7,54622526,23000000,11656593,34656593,164835.0,0.4778967775432032,linear unlock,164835.0,-136813187.0,63.44743741803519,0.7627230436623871
2022-06-07,FXS,6,55035992,23000000,11821429,34821429,164836.0,0.47562667224674965,linear unlock,164836.0,-33667577.0,63.27028501639437,0.7569514452700339
2022-06-19,FXS,4,55449457,23000000,11986264,34986264,164835.0,0.473372301866187,linear unlock,164835.0,-68983518.0,63.095773868443835,0.7512629190003516
2022-06-30,FXS,5,55691105,23000000,12000000,35000000,13736.0,0.03926112259371278,small cliff unlock,13736.0,35054944.0,62.84666106014596,0.43579867698253566
2022-07-12,FXS,5,55939735,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,0.0,62.56733250523979,0.4464447239824026
2022-07-24,FXS,7,56188365,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,70000000.0,62.29047597309514,0.44446045373650767
2022-08-05,FXS,7,56436995,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,0.0,62.016058792641246,0.44249374403401837
2022-08-17,FXS,6,56685625,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,-35000000.0,61.744048866004384,0.4405443627889826
2022-08-29,FXS,6,56934256,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,0.0,61.47441357624837,0.4386138461029582
2022-09-10,FXS,7,57182886,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,35000000.0,61.20712410352985,0.4366966699275037
2022-09-22,FXS,4,57431516,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,-105000000.0,60.94214890653418,0.4347979218817322
2022-10-03,FXS,4,57659427,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,0.0,60.701262258468155,0.3968396028410603
2022-10-15,FXS,5,57908057,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,35000000.0,60.44063954692868,0.43120442386636965
2022-10-27,FXS,6,58156688,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,35000000.0,60.182244215832924,0.42935476146264073
2022-11-08,FXS,7,58405318,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,35000000.0,59.92604988470399,0.42751746798235823
2022-11-20,FXS,5,58653948,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,-70000000.0,59.672027533423666,0.4256975366523987
2022-12-02,FXS,5,58902578,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,0.0,59.42014965796574,0.4238930344467179
2022-12-14,FXS,6,59151208,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,35000000.0,59.170389216734165,0.422103765984572
2022-12-25,FXS,5,59327321,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,-35000000.0,58.9947420683297,0.297733564460763
2023-01-06,FXS,5,59451637,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,0.0,58.87138145582097,0.2095425815704707
2023-01-18,FXS,9,59575952,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,140000000.0,58.74853665787833,0.20910273673372526
2023-01-30,FXS,11,59700267,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,70000000.0,58.62620346404815,0.20866640956068985
2023-02-11,FXS,10,59824582,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,-35000000.0,58.50437868500277,0.20823189953237561
2023-02-23,FXS,11,59948897,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,35000000.0,58.38305915786908,0.20779919532074625
2023-03-07,FXS,10,60073212,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,-35000000.0,58.262241745954924,0.20736828569172838
2023-03-18,FXS,9,60187168,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,-35000000.0,58.15193032508191,0.1896952005829154
2023-03-30,FXS,9,60311483,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,0.0,58.032066629832336,0.2065473490960731
2023-04-11,FXS,9,60435798,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,0.0,57.912696048126975,0.2061216103739316
2023-04-23,FXS,8,60560113,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,-35000000.0,57.79381554324379,0.20569762312065443
2023-05-05,FXS,8,60684428,23000000,12000000,35000000,0.0,0.0,no unlock,0.0,0.0,57.67542210334421,0.2052753765502386
