Date,Symbol,Price,Unlocked Supply,Founder / Team,Public Investors,Insiders,insider_supply_growth,insider_supply_growth_percentage,insider_unlock_type,tokens_unlocked,unlock_usd_value,insider_owned_float_percentage,daily_supply_increase_percentage
2018-01-22,AGIX,1,0,0,0,0,0.0,0.0,no unlock,0.0,0.0,,
2018-02-03,AGIX,1,0,0,0,0,0.0,0.0,first cliff unlock,0.0,0.0,,
2018-02-15,AGIX,0,0,0,0,0,0.0,0.0,first cliff unlock,0.0,0.0,,
2018-02-27,AGIX,0,0,0,0,0,0.0,0.0,first cliff unlock,0.0,0.0,,
2018-03-10,AGIX,0,0,0,0,0,0.0,0.0,first cliff unlock,0.0,0.0,,
2018-03-22,AGIX,0,0,0,0,0,0.0,0.0,first cliff unlock,0.0,0.0,,
2018-04-03,AGIX,0,0,0,0,0,0.0,0.0,first cliff unlock,0.0,0.0,,
2018-04-15,AGIX,0,0,0,0,0,0.0,0.0,first cliff unlock,0.0,0.0,,
2018-04-27,AGIX,0,0,0,0,0,0.0,0.0,first cliff unlock,0.0,0.0,,
2018-05-09,AGIX,0,0,0,0,0,0.0,0.0,first cliff unlock,0.0,0.0,,
2018-05-21,AGIX,0,0,0,0,0,0.0,0.0,first cliff unlock,0.0,0.0,,
2018-06-01,AGIX,0,0,0,0,0,0.0,0.0,first cliff unlock,0.0,0.0,,
2018-06-13,AGIX,0,0,0,0,0,0.0,0.0,first cliff unlock,0.0,0.0,,
2018-06-25,AGIX,0,0,0,0,0,0.0,0.0,first cliff unlock,0.0,0.0,,
2018-07-07,AGIX,0,0,0,0,0,0.0,0.0,first cliff unlock,0.0,0.0,,
2018-07-19,AGIX,0,0,0,0,0,0.0,0.0,first cliff unlock,0.0,0.0,,
2018-07-31,AGIX,0,0,0,0,0,0.0,0.0,first cliff unlock,0.0,0.0,,
2018-08-12,AGIX,0,0,0,0,0,0.0,0.0,first cliff unlock,0.0,0.0,,
2018-08-24,AGIX,0,0,0,0,0,0.0,0.0,first cliff unlock,0.0,0.0,,
