Date,Symbol,Price,Unlocked Supply,Date_diff,Insiders,insider_supply_growth,insider_supply_growth_percentage,insider_unlock_type,insider_owned_float_percentage
2020-07-31,SHIB,0.0,1000000000000000,0,0,0.0,0.0,no unlock,0.0
2020-08-01,SHIB,0.099722,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-02,SHIB,0.099722,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-03,SHIB,0.095169,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-04,SHIB,0.091471,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-05,SHIB,0.091635,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-06,SHIB,0.093161,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-07,SHIB,0.09233,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-08,SHIB,0.092317,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-09,SHIB,0.092659,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-10,SHIB,0.092325,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-11,SHIB,0.091842,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-12,SHIB,0.091702,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-13,SHIB,0.091499,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-14,SHIB,0.091541,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-15,SHIB,0.091848,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-16,SHIB,0.091733,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-17,SHIB,0.091715,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-18,SHIB,0.091667,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-19,SHIB,0.091606,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-20,SHIB,0.091755,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-21,SHIB,0.092008,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-22,SHIB,0.09118,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-23,SHIB,0.091169,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-24,SHIB,0.091132,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-25,SHIB,0.091167,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-26,SHIB,0.091064,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-27,SHIB,0.091012,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-28,SHIB,0.0108238,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-29,SHIB,0.091225,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-30,SHIB,0.091338,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-08-31,SHIB,0.092481,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-01,SHIB,0.093028,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-02,SHIB,0.092848,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-03,SHIB,0.094667,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-04,SHIB,0.095428,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-05,SHIB,0.093732,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-06,SHIB,0.091527,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-07,SHIB,0.09142,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-08,SHIB,0.091244,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-09,SHIB,0.091316,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-10,SHIB,0.091034,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-11,SHIB,0.091148,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-12,SHIB,0.091146,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-13,SHIB,0.091106,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-14,SHIB,0.091078,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-15,SHIB,0.091015,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-16,SHIB,0.091013,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-17,SHIB,0.091002,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-18,SHIB,0.091233,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-19,SHIB,0.091191,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-20,SHIB,0.091671,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-21,SHIB,0.091318,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-22,SHIB,0.091231,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-23,SHIB,0.091182,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-24,SHIB,0.091066,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-25,SHIB,0.091173,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-26,SHIB,0.091184,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-27,SHIB,0.0912,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-28,SHIB,0.091463,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-29,SHIB,0.091419,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-09-30,SHIB,0.091366,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-01,SHIB,0.091315,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-02,SHIB,0.091261,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-03,SHIB,0.09207,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-04,SHIB,0.091251,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-05,SHIB,0.09126,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-06,SHIB,0.091176,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-07,SHIB,0.091125,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-08,SHIB,0.0109929,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-09,SHIB,0.091075,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-10,SHIB,0.091013,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-11,SHIB,0.091034,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-12,SHIB,0.091029,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-13,SHIB,0.091071,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-14,SHIB,0.091025,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-15,SHIB,0.09102,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-16,SHIB,0.091019,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-17,SHIB,0.0109643,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-18,SHIB,0.0109684,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-19,SHIB,0.0109908,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-20,SHIB,0.0109952,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-21,SHIB,0.091019,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-22,SHIB,0.091034,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-23,SHIB,0.091033,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-24,SHIB,0.091033,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-25,SHIB,0.0108677,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-26,SHIB,0.0108558,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-27,SHIB,0.0108424,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-28,SHIB,0.010867,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-29,SHIB,0.01079,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-30,SHIB,0.010787,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-10-31,SHIB,0.0107712,1000000000000000,1,0,0.0,0.0,no unlock,0.0
2020-11-01,SHIB,0.0107585,1000000000000000,1,0,0.0,0.0,no unlock,0.0
