Date,Symbol,Price,Unlocked Supply,Founder / Team,Insiders,insider_supply_growth,insider_supply_growth_percentage,insider_unlock_type,tokens_unlocked,unlock_usd_value,insider_owned_float_percentage,daily_supply_increase_percentage
2022-01-01,EUL,0,3759791,0,0,0.0,0.0,no unlock,0.0,0.0,0.0,
2022-01-02,EUL,0,3782777,16911,16911,16911.0,inf,first linear unlock,16911.0,0.0,0.44705252252511846,0.6113637699542341
2022-01-03,EUL,0,3805762,33821,33821,16910.0,99.99408668913725,linear unlock,16910.0,0.0,0.8886787980961499,0.6076223895831026
2022-01-04,EUL,0,3828748,50732,50732,16911.0,50.00147837142603,linear unlock,16911.0,0.0,1.3250284427180896,0.6039789140781794
2022-01-05,EUL,0,3851734,67642,67642,16910.0,33.33201923835055,linear unlock,16910.0,0.0,1.75614411587093,0.6003529090971775
2022-01-06,EUL,0,3874720,84553,84553,16911.0,25.000739185713016,linear unlock,16911.0,0.0,2.1821705826485527,0.5967701819492208
2022-01-07,EUL,0,3897705,101464,101464,16911.0,20.000473076058803,linear unlock,16911.0,0.0,2.603172892766384,0.5932041541066193
2022-01-08,EUL,0,3920691,118374,118374,16910.0,16.666009619175274,linear unlock,16910.0,0.0,3.0192126847027727,0.5897316497785235
2022-01-09,EUL,0,3943677,135285,135285,16911.0,14.286076334330176,linear unlock,16911.0,0.0,3.4304279990475894,0.5862742052357608
2022-01-10,EUL,0,3966662,152195,152195,16910.0,12.49953801234431,linear unlock,16910.0,0.0,3.836853253440802,0.5828317075663144
2022-01-11,EUL,0,3989648,169106,169106,16911.0,11.111403134137127,linear unlock,16911.0,0.0,4.238619547388642,0.5794796733374308
2022-01-12,EUL,0,4012634,186017,186017,16911.0,10.000236538029402,linear unlock,16911.0,0.0,4.635782879774234,0.5761410530452812
2022-01-13,EUL,0,4035620,202927,202927,16910.0,9.090566991188979,linear unlock,16910.0,0.0,5.028397123614215,0.5728406827036805
2022-01-14,EUL,0,4058605,219838,219838,16911.0,8.333538661686223,linear unlock,16911.0,0.0,5.416590183080147,0.5695531293828457
2022-01-15,EUL,0,4081591,236749,236749,16911.0,7.692482646312285,linear unlock,16911.0,0.0,5.800409693180919,0.5663522318629185
2022-01-16,EUL,0,4104577,253659,253659,16910.0,7.142585607542165,linear unlock,16910.0,0.0,6.17990599274907,0.5631627470758339
2022-01-17,EUL,0,4127562,270570,270570,16911.0,6.666824358686267,linear unlock,16911.0,0.0,6.555201351306171,0.5599846220450975
2022-01-18,EUL,0,4150548,287480,287480,16910.0,6.249769006172155,linear unlock,16910.0,0.0,6.926314308375665,0.5568904840193799
2022-01-19,EUL,0,4173534,304391,304391,16911.0,5.882496173646863,linear unlock,16911.0,0.0,7.293363370227725,0.5538063889394846
2022-01-20,EUL,0,4196520,321302,321302,16911.0,5.5556833152097145,linear unlock,16911.0,0.0,7.656391486279107,0.5507562655533655
2022-01-21,EUL,0,4219505,338212,338212,16910.0,5.262961326104413,linear unlock,16910.0,0.0,8.015442569685307,0.547715726363749
2022-01-22,EUL,0,4242491,355123,355123,16911.0,5.000118269014701,linear unlock,16911.0,0.0,8.370624710812587,0.5447558422137194
2022-01-23,EUL,0,4265477,372033,372033,16910.0,4.761730442691687,linear unlock,16910.0,0.0,8.721955363960467,0.5418043314646984
2022-01-24,EUL,0,4288462,388944,388944,16911.0,4.5455645063744345,linear unlock,16911.0,0.0,9.069545212246254,0.5388611871544495
2022-01-25,EUL,0,4311448,405855,405855,16911.0,4.347926693817105,linear unlock,16911.0,0.0,9.413426765207419,0.5359963548703475
2022-01-26,EUL,0,4334434,422765,422765,16910.0,4.166512670781437,linear unlock,16910.0,0.0,9.753637960573398,0.5331387506007262
2022-01-27,EUL,0,4357420,439676,439676,16911.0,4.0000946152117605,linear unlock,16911.0,0.0,10.09028278201321,0.5303114547366508
2022-01-28,EUL,0,4380405,456586,456586,16910.0,3.846013882950172,linear unlock,16910.0,0.0,10.423374094404512,0.5274910382749425
2022-01-29,EUL,0,4403391,473497,473497,16911.0,3.7037929327662256,linear unlock,16911.0,0.0,10.753008306552836,0.5247459995137437
2022-01-30,EUL,0,4426377,490408,490408,16911.0,3.571511540727819,linear unlock,16911.0,0.0,11.079218963951783,0.5220067897672498
2022-01-31,EUL,0,4449362,507318,507318,16910.0,3.448149296096312,linear unlock,16910.0,0.0,11.402039213711989,0.5192734373958657
2022-02-01,EUL,0,4472348,524229,524229,16911.0,3.3334121793431337,linear unlock,16911.0,0.0,11.72156102342662,0.5166133931111921
2022-02-02,EUL,0,4495334,541139,541139,16910.0,3.225689536443043,linear unlock,16910.0,0.0,12.037792964883142,0.5139582161316606
2022-02-03,EUL,0,4518320,558050,558050,16911.0,3.125075073132781,linear unlock,16911.0,0.0,12.350829511853965,0.5113301925952554
2022-02-04,EUL,0,4541305,574961,574961,16911.0,3.0303736224352655,linear unlock,16911.0,0.0,12.66069995298708,0.5087067759698295
2022-02-05,EUL,0,4564291,591871,591871,16910.0,2.941069046422279,linear unlock,16910.0,0.0,12.967424732559776,0.5061540680487217
2022-02-06,EUL,0,4587277,608782,608782,16911.0,2.857210439436972,linear unlock,16911.0,0.0,13.271097428823243,0.50360505059822
2022-02-07,EUL,0,4610262,625693,625693,16911.0,2.7778416576048572,linear unlock,16911.0,0.0,13.571744946382658,0.5010597790366703
2022-02-08,EUL,0,4633248,642603,642603,16910.0,2.702603353401748,linear unlock,16910.0,0.0,13.86938493255703,0.49858337769089917
2022-02-09,EUL,0,4656234,659514,659514,16911.0,2.631640375161647,linear unlock,16911.0,0.0,14.164107731699053,0.496109856411744
2022-02-10,EUL,0,4679220,676424,676424,16910.0,2.564009255300115,linear unlock,16910.0,0.0,14.455913592436346,0.49366075674031845
2022-02-11,EUL,0,4702205,693335,693335,16911.0,2.5000591345073504,linear unlock,16911.0,0.0,14.744890960730125,0.49121434769042704
2022-02-12,EUL,0,4725191,710246,710246,16911.0,2.439080675286838,linear unlock,16911.0,0.0,15.031053771159728,0.48883449360459613
2022-02-13,EUL,0,4748177,727156,727156,16910.0,2.3808652213458434,linear unlock,16910.0,0.0,15.314424883486863,0.4864565263076138
2022-02-14,EUL,0,4771162,744067,744067,16911.0,2.3256357645402086,linear unlock,16911.0,0.0,15.595089833461953,0.4840805218508072
2022-02-15,EUL,0,4794148,760977,760977,16910.0,2.2726448021481938,linear unlock,16910.0,0.0,15.873039380511406,0.4817694305915414
2022-02-16,EUL,0,4817134,777888,777888,16911.0,2.222274786228756,linear unlock,16911.0,0.0,16.148357093657765,0.4794595410905128
2022-02-17,EUL,0,4840120,794799,794799,16911.0,2.1739633469085526,linear unlock,16911.0,0.0,16.421059808434503,0.4771716958672937
2022-02-18,EUL,0,4863105,811709,811709,16910.0,2.1275819421010844,linear unlock,16910.0,0.0,16.691167474278267,0.47488492020858986
2022-02-19,EUL,0,4886091,828620,828620,16911.0,2.0833820987570673,linear unlock,16911.0,0.0,16.958750870583458,0.472660985111364
2022-02-20,EUL,0,4909077,845530,845530,16910.0,2.0407424392363205,linear unlock,16910.0,0.0,17.22380806004876,0.470437411010151
2022-02-21,EUL,0,4932062,862441,862441,16911.0,2.0000473076058802,linear unlock,16911.0,0.0,17.486418459459756,0.46821428957011674
2022-02-22,EUL,0,4955048,879352,879352,16911.0,1.9608297842982882,linear unlock,16911.0,0.0,17.74658893314454,0.4660525354304143
2022-02-23,EUL,0,4978034,896262,896262,16910.0,1.923006941475086,linear unlock,16910.0,0.0,18.004336651778594,0.4638905617059613
2022-02-24,EUL,0,5001020,913173,913173,16911.0,1.8868366616011836,linear unlock,16911.0,0.0,18.25973501405713,0.46174855374631835
2022-02-25,EUL,0,5024005,930083,930083,16910.0,1.851784930128245,linear unlock,16910.0,0.0,18.512780142535686,0.45960624032697334
2022-02-26,EUL,0,5046991,946994,946994,16911.0,1.8182248250962547,linear unlock,16911.0,0.0,18.763536530974594,0.45752343001250995
2022-02-27,EUL,0,5069977,963905,963905,16911.0,1.7857557703639095,linear unlock,16911.0,0.0,19.012019186674813,0.4554396867361166
2022-02-28,EUL,0,5092962,980815,980815,16910.0,1.7543222620486458,linear unlock,16910.0,0.0,19.258243042064716,0.45335511383976695
2022-03-01,EUL,0,5115948,997726,997726,16911.0,1.7241783618725244,linear unlock,16911.0,0.0,19.50227015599064,0.45132871598099494
2022-03-02,EUL,0,5138934,1014636,1014636,16910.0,1.694854098219351,linear unlock,16910.0,0.0,19.744094786973328,0.4493008920340863
2022-03-03,EUL,0,5161920,1031547,1031547,16911.0,1.6667060896715669,linear unlock,16911.0,0.0,19.983785103217407,0.44729120864366034
2022-03-04,EUL,0,5184905,1048458,1048458,16911.0,1.6393824033223887,linear unlock,16911.0,0.0,20.221354103884256,0.4452800508337983
2022-03-05,EUL,0,5207891,1065368,1065368,16910.0,1.6128447682215215,linear unlock,16910.0,0.0,20.456802955361393,0.4433253839752126
2022-03-06,EUL,0,5230877,1082279,1082279,16911.0,1.587338835031651,linear unlock,16911.0,0.0,20.690201662168693,0.4413686845596423
2022-03-07,EUL,0,5253862,1099190,1099190,16911.0,1.5625360928189496,linear unlock,16911.0,0.0,20.921562081379374,0.43941006450734743
2022-03-08,EUL,0,5276848,1116100,1116100,16910.0,1.5384055531800689,linear unlock,16910.0,0.0,21.150884012577205,0.4375067331422104
2022-03-09,EUL,0,5299834,1133011,1133011,16911.0,1.5151868112176328,linear unlock,16911.0,0.0,21.378235620209992,0.43560094965782603
2022-03-10,EUL,0,5322820,1149921,1149921,16910.0,1.4924833033395086,linear unlock,16910.0,0.0,21.603604856072533,0.43371169738523885
2022-03-11,EUL,0,5345805,1166832,1166832,16911.0,1.4706227645203453,linear unlock,16911.0,0.0,21.827058787217265,0.4318199751259671
2022-03-12,EUL,0,5368791,1183743,1183743,16911.0,1.449308897939035,linear unlock,16911.0,0.0,22.048595298271064,0.42998201393429053
2022-03-13,EUL,0,5391777,1200653,1200653,16910.0,1.4285195350680004,linear unlock,16910.0,0.0,22.268224372039125,0.4281410842776334
2022-03-14,EUL,0,5414763,1217564,1217564,16911.0,1.4084835502014321,linear unlock,16911.0,0.0,22.486007236143116,0.42631585097083946
2022-03-15,EUL,0,5437748,1234474,1234474,16910.0,1.3888386975961837,linear unlock,16910.0,0.0,22.70193469796688,0.4244876460890347
2022-03-16,EUL,0,5460734,1251385,1251385,16911.0,1.369895194228473,linear unlock,16911.0,0.0,22.91605853718566,0.4227117549397287
2022-03-17,EUL,0,5483720,1268296,1268296,16911.0,1.3513826680038519,linear unlock,16911.0,0.0,23.128387299132704,0.42093242410269394
2022-03-18,EUL,0,5506705,1285206,1285206,16910.0,1.3332849744854514,linear unlock,16910.0,0.0,23.338929541350044,0.4191497742408438
2022-03-19,EUL,0,5529691,1302117,1302117,16911.0,1.3158201875808235,linear unlock,16911.0,0.0,23.54773530745208,0.417418401748414
2022-03-20,EUL,0,5552677,1319027,1319027,16910.0,1.298654421991265,linear unlock,16910.0,0.0,23.754794309123326,0.41568326331435157
2022-03-21,EUL,0,5575663,1335938,1335938,16911.0,1.282081413041583,linear unlock,16911.0,0.0,23.96016401995601,0.4139624905248406
2022-03-22,EUL,0,5598648,1352849,1352849,16911.0,1.2658521578097188,linear unlock,16911.0,0.0,24.163851701339322,0.4122379706234039
2022-03-23,EUL,0,5621634,1369759,1369759,16910.0,1.2499547251762761,linear unlock,16910.0,0.0,24.365851636730532,0.41056340745122755
2022-03-24,EUL,0,5644620,1386670,1386670,16911.0,1.2345967429306908,linear unlock,16911.0,0.0,24.56622412137575,0.40888467659047173
2022-03-25,EUL,0,5667605,1403580,1403580,16910.0,1.2194682224321576,linear unlock,16910.0,0.0,24.764958037830795,0.4072019019880878
2022-03-26,EUL,0,5690591,1420491,1420491,16911.0,1.2048476039840978,linear unlock,16911.0,0.0,24.962099718640822,0.40556813680558185
2022-03-27,EUL,0,5713577,1437402,1437402,16911.0,1.190503846909273,linear unlock,16911.0,0.0,25.157655178183475,0.4039299257317913
2022-03-28,EUL,0,5736563,1454312,1454312,16910.0,1.1764280277890249,linear unlock,16910.0,0.0,25.35162605204545,0.40230489586470963
2022-03-29,EUL,0,5759548,1471223,1471223,16911.0,1.1628178822701043,linear unlock,16911.0,0.0,25.54407047219678,0.40067545671510973
2022-03-30,EUL,0,5782534,1488134,1488134,16911.0,1.1494518506032056,linear unlock,16911.0,0.0,25.73498054659082,0.3990938177787563
2022-03-31,EUL,0,5805520,1505044,1505044,16910.0,1.1363224010740969,linear unlock,16910.0,0.0,25.924361642023452,0.39750739035862137
2022-04-01,EUL,0,5828505,1521955,1521955,16911.0,1.1236216349821002,linear unlock,16911.0,0.0,26.11227064230021,0.3959163003486337
2022-04-02,EUL,0,5851491,1538865,1538865,16910.0,1.1110709580769471,linear unlock,16910.0,0.0,26.298681823145586,0.39437214174132135
2022-04-03,EUL,0,5874477,1555776,1555776,16911.0,1.0989268064450097,linear unlock,16911.0,0.0,26.483651225462285,0.39282295743084966
2022-04-04,EUL,0,5897463,1572687,1572687,16911.0,1.0869816734542763,linear unlock,16911.0,0.0,26.667178751269827,0.39128589659981644
2022-04-05,EUL,0,5920448,1589597,1589597,16910.0,1.0752298454810143,linear unlock,16910.0,0.0,26.849268839114877,0.38974386104669073
2022-04-06,EUL,0,5980350,1606508,1606508,16911.0,1.0638545492977152,linear unlock,16911.0,0.0,26.86311001864439,1.0117815408563677
2022-04-07,EUL,0,6003336,1623418,1623418,16910.0,1.0525935756311204,linear unlock,16910.0,0.0,27.041931352834492,0.384358774988086
2022-04-08,EUL,0,6026321,1640329,1640329,16911.0,1.0416910493785336,linear unlock,16911.0,0.0,27.219409653086853,0.3828704573590417
2022-04-09,EUL,0,6049307,1657240,1657240,16911.0,1.0309517176127472,linear unlock,16911.0,0.0,27.395534728192832,0.38142674444325153
2022-04-10,EUL,0,6072293,1674150,1674150,16910.0,1.0203712196181602,linear unlock,16910.0,0.0,27.57030993069669,0.37997740898254956
2022-04-11,EUL,0,6095279,1691061,1691061,16911.0,1.0101245408117552,linear unlock,16911.0,0.0,27.74378334445396,0.37853904612310374
2022-04-12,EUL,0,6118264,1707971,1707971,16910.0,0.9999639279718472,linear unlock,16910.0,0.0,27.915941515436405,0.37709512558818065
2022-04-13,EUL,0,6141250,1724882,1724882,16911.0,0.9901221976251354,linear unlock,16911.0,0.0,28.08682271524527,0.37569480493159496
2022-04-14,EUL,0,6164236,1741793,1741793,16911.0,0.9804148921491441,linear unlock,16911.0,0.0,28.25642950724145,0.37428862202320373
2022-04-15,EUL,0,6187221,1758703,1758703,16910.0,0.9708386702667884,linear unlock,16910.0,0.0,28.424764526756036,0.3728767036174475
2022-04-16,EUL,0,6210207,1775614,1775614,16911.0,0.9615608775330458,linear unlock,16911.0,0.0,28.591864973260954,0.3715076607090647
2022-04-17,EUL,0,6233193,1792524,1792524,16910.0,0.9523466248858142,linear unlock,16910.0,0.0,28.75771695180945,0.3701325897832391
2022-04-18,EUL,0,6256179,1809435,1809435,16911.0,0.9434183308005918,linear unlock,16911.0,0.0,28.92236619188805,0.36876766049118004
2022-04-19,EUL,0,6279164,1826346,1826346,16911.0,0.9346011323976823,linear unlock,16911.0,0.0,29.085814608441506,0.3673967768505345
2022-04-20,EUL,0,6302150,1843256,1843256,16910.0,0.9258924650641225,linear unlock,16910.0,0.0,29.248050268559144,0.36606783960412564
2022-04-21,EUL,0,6362809,1860167,1860167,16911.0,0.9174525947562358,linear unlock,16911.0,0.0,29.234996681497115,0.9625127932530961
2022-04-22,EUL,0,6385794,1877078,1877078,16911.0,0.9091119238218934,linear unlock,16911.0,0.0,29.39459055522305,0.3612398234804785
2022-04-23,EUL,0,6408780,1893988,1893988,16910.0,0.9008682643981762,linear unlock,16910.0,0.0,29.553019451440054,0.3599552381426648
2022-04-24,EUL,0,6431766,1910899,1910899,16911.0,0.8928778851819548,linear unlock,16911.0,0.0,29.710331501488085,0.3586642075402807
2022-04-25,EUL,0,6454752,1927809,1927809,16910.0,0.8849237976470761,linear unlock,16910.0,0.0,29.866507652036823,0.3573824047703228
2022-04-26,EUL,0,6477737,1944720,1944720,16911.0,0.8772134583872158,linear unlock,16911.0,0.0,30.021595504726417,0.3560942387871757
2022-04-27,EUL,0,6500723,1961631,1961631,16911.0,0.8695853387634209,linear unlock,16911.0,0.0,30.175582008339685,0.35484614457178487
2022-04-28,EUL,0,6523709,1978541,1978541,16910.0,0.8620377634733546,linear unlock,16910.0,0.0,30.32846805398585,0.35359143898301776
2022-04-29,EUL,0,6546694,1995452,1995452,16911.0,0.8547207260299382,linear unlock,16911.0,0.0,30.480300438664155,0.3523302464901485
2022-04-30,EUL,0,6569680,2012362,2012362,16910.0,0.8474270491096755,linear unlock,16910.0,0.0,30.631050523008728,0.3511085137017249
2022-05-01,EUL,0,6592666,2029273,2029273,16911.0,0.8403557610410055,linear unlock,16911.0,0.0,30.780764564745127,0.3498800550407326
2022-05-02,EUL,0,6615652,2046184,2046184,16911.0,0.8333526341699713,linear unlock,16911.0,0.0,30.929438247356423,0.3486601626716718
2022-05-03,EUL,0,6638637,2063094,2063094,16910.0,0.8264163926606796,linear unlock,16910.0,0.0,31.077071995350853,0.34743363163600505
2022-05-04,EUL,0,6661623,2080005,2080005,16911.0,0.8196912016611944,linear unlock,16911.0,0.0,31.223697288183377,0.34624577304045995
2022-05-05,EUL,0,6684609,2096915,2096915,16910.0,0.8129788149547716,linear unlock,16910.0,0.0,31.36929923649985,0.3450510483706448
2022-05-06,EUL,0,6707594,2113826,2113826,16911.0,0.8064704577915651,linear unlock,16911.0,0.0,31.51392287607151,0.34384958043170516
2022-05-07,EUL,0,6769111,2130737,2130737,16911.0,0.8000185445727321,linear unlock,16911.0,0.0,31.47735352544817,0.9171246798777625
2022-05-08,EUL,0,6792097,2147647,2147647,16910.0,0.793622112912105,linear unlock,16910.0,0.0,31.619792826869226,0.33957191719858043
2022-05-09,EUL,0,6815083,2164558,2164558,16911.0,0.7874199065302632,linear unlock,16911.0,0.0,31.761285959393305,0.33842272865066564
2022-05-10,EUL,0,6838068,2181468,2181468,16910.0,0.7812218476012193,linear unlock,16910.0,0.0,31.901817881892956,0.33726661876311703
2022-05-11,EUL,0,6861054,2198379,2198379,16911.0,0.7752119215134029,linear unlock,16911.0,0.0,32.04141812613631,0.3361475785265663
2022-05-12,EUL,0,6884040,2215290,2215290,16911.0,0.769248614547355,linear unlock,16911.0,0.0,32.1800861122248,0.33502141216203807
2022-05-13,EUL,0,6907025,2232200,2232200,16910.0,0.7633312117149448,linear unlock,16910.0,0.0,32.31782134855455,0.3338882400450898
2022-05-14,EUL,0,6930011,2249111,2249111,16911.0,0.7575934056088164,linear unlock,16911.0,0.0,32.45465266938249,0.33279161433468096
2022-05-15,EUL,0,6952997,2266022,2266022,16911.0,0.7518970828918626,linear unlock,16911.0,0.0,32.59057928545058,0.3316877851997638
2022-05-16,EUL,0,6975983,2282932,2282932,16910.0,0.7462416516697543,linear unlock,16910.0,0.0,32.72559580492097,0.3305912543900134
2022-05-17,EUL,0,6998968,2299843,2299843,16911.0,0.740757937599543,linear unlock,16911.0,0.0,32.85974446518401,0.32948761486374034
2022-05-18,EUL,0,7021954,2316753,2316753,16910.0,0.7352675813088111,linear unlock,16910.0,0.0,32.992995966649744,0.3284198470403065
2022-05-19,EUL,0,7044940,2333664,2333664,16911.0,0.7299440207911676,linear unlock,16911.0,0.0,33.125392125412,0.3273447818085963
2022-05-20,EUL,0,7067925,2350575,2350575,16911.0,0.7246544489695175,linear unlock,16911.0,0.0,33.25693184350428,0.32626253736724514
2022-05-21,EUL,0,7090911,2367485,2367485,16910.0,0.7193984450613148,linear unlock,16910.0,0.0,33.38759998538975,0.32521567503899657
2022-05-22,EUL,0,7113897,2384396,2384396,16911.0,0.7143023081455637,linear unlock,16911.0,0.0,33.51743777004362,0.3241614511873016
2022-05-23,EUL,0,7176385,2401306,2401306,16910.0,0.7091942781316527,linear unlock,16910.0,0.0,33.46122037766926,0.8783933756701847
2022-05-24,EUL,0,7199370,2418217,2418217,16911.0,0.7042417751007161,linear unlock,16911.0,0.0,33.58928628477214,0.3202866066968258
2022-05-25,EUL,0,7222356,2435128,2435128,16911.0,0.6993168933970773,linear unlock,16911.0,0.0,33.7165323891539,0.3192779368194717
2022-05-26,EUL,0,7245342,2452038,2452038,16910.0,0.6944193487980919,linear unlock,16910.0,0.0,33.842957309675654,0.31826179711994257
2022-05-27,EUL,0,7268327,2468949,2468949,16911.0,0.6896712041167388,linear unlock,16911.0,0.0,33.96860102744414,0.3172383028986071
2022-05-28,EUL,0,7291313,2485859,2485859,16910.0,0.6849068166252118,linear unlock,16910.0,0.0,34.093434200397105,0.31624884240898904
2022-05-29,EUL,0,7314299,2502770,2502770,16911.0,0.6802879809353628,linear unlock,16911.0,0.0,34.21749644087561,0.3152518620446002
2022-05-30,EUL,0,7337285,2519681,2519681,16911.0,0.6756913340019259,linear unlock,16911.0,0.0,34.340781365314285,0.31426114792408677
2022-05-31,EUL,0,7360270,2536591,2536591,16910.0,0.6711167008839611,linear unlock,16910.0,0.0,34.46328735223029,0.31326301213596036
2022-06-01,EUL,0,7383256,2553502,2553502,16911.0,0.666682173042481,linear unlock,16911.0,0.0,34.58503944601135,0.3122983260124968
2022-06-02,EUL,0,7406242,2570412,2570412,16910.0,0.6622277953962833,linear unlock,16910.0,0.0,34.70602229848822,0.3113260599388671
2022-06-03,EUL,0,7429227,2587323,2587323,16911.0,0.6579100937904118,linear unlock,16911.0,0.0,34.826274658184495,0.3103463267875935
2022-06-04,EUL,0,7452213,2604234,2604234,16911.0,0.6536099280994294,linear unlock,16911.0,0.0,34.94578053525845,0.30939961856058507
2022-06-05,EUL,0,7475199,2621144,2621144,16910.0,0.6493272109956325,linear unlock,16910.0,0.0,35.06453808119356,0.3084452900098266
2022-06-06,EUL,0,7498185,2638055,2638055,16911.0,0.6451763046974909,linear unlock,16911.0,0.0,35.182580851232665,0.30749683051916077
2022-06-07,EUL,0,7521170,2654966,2654966,16911.0,0.6410404635233155,linear unlock,16911.0,0.0,35.29990679641598,0.3065408495522583
2022-06-08,EUL,0,7544156,2671876,2671876,16910.0,0.6369196441687012,linear unlock,16910.0,0.0,35.41649987089344,0.30561734411002545
2022-06-09,EUL,0,7607741,2688787,2688787,16911.0,0.6329260789048594,linear unlock,16911.0,0.0,35.342777836416886,0.8428378204268311
2022-06-10,EUL,0,7630726,2705697,2705697,16910.0,0.6289081284609007,linear unlock,16910.0,0.0,35.45792366283366,0.30212647880625804
2022-06-11,EUL,0,7653712,2722608,2722608,16911.0,0.6250145526272897,linear unlock,16911.0,0.0,35.57238631398725,0.3012295291430986
2022-06-12,EUL,0,7676698,2739519,2739519,16911.0,0.621132384831015,linear unlock,16911.0,0.0,35.68616350415243,0.3003248619754702
2022-06-13,EUL,0,7699684,2756429,2756429,16910.0,0.6172616433760817,linear unlock,16910.0,0.0,35.79924838473891,0.2994256124182559
2022-06-14,EUL,0,7722669,2773340,2773340,16911.0,0.6135111769612059,linear unlock,16911.0,0.0,35.91167768552556,0.2985187444056146
2022-06-15,EUL,0,7745655,2790250,2790250,16910.0,0.6097341112160788,linear unlock,16910.0,0.0,36.02342216378086,0.2976432111747895
2022-06-16,EUL,0,7768641,2807161,2807161,16911.0,0.6060747244870531,linear unlock,16911.0,0.0,36.13451825100426,0.296759925403339
2022-06-17,EUL,0,7791626,2824072,2824072,16911.0,0.6024235873895369,linear unlock,16911.0,0.0,36.24496350312502,0.29586899433247077
2022-06-18,EUL,0,7814612,2840982,2840982,16910.0,0.598780767629154,linear unlock,16910.0,0.0,36.35474160457359,0.2950090263572713
2022-06-19,EUL,0,7837598,2857893,2857893,16911.0,0.5952519234546365,linear unlock,16911.0,0.0,36.46388855361043,0.29414128302211295
2022-06-20,EUL,0,7860584,2874803,2874803,16910.0,0.591694650569493,linear unlock,16910.0,0.0,36.572384443700365,0.29327862949847644
2022-06-21,EUL,0,7883569,2891714,2891714,16911.0,0.5882490034969353,linear unlock,16911.0,0.0,36.680264991655434,0.2924082994342405
2022-06-22,EUL,0,7906555,2908625,2908625,16911.0,0.5848088711400921,linear unlock,16911.0,0.0,36.787513651647274,0.2915684507866932
2022-06-23,EUL,0,8201369,2925535,2925535,16910.0,0.5813743607374618,linear unlock,16910.0,0.0,35.67130073040245,3.728728883818553
2022-06-24,EUL,4,8224354,2942446,2942446,16911.0,0.5780481176947122,linear unlock,16911.0,11769784.0,35.777229433460676,0.2802580886191074
2022-06-25,EUL,4,8247340,2959356,2959356,16910.0,0.5746919399710309,linear unlock,16910.0,67640.0,35.88255122257601,0.2794869967902646
2022-06-26,EUL,4,8312162,2976267,2976267,16911.0,0.5714418947906234,linear unlock,16911.0,67644.0,35.80617172764439,0.7859746293956598
2022-06-27,EUL,4,8335148,2993178,2993178,16911.0,0.5681949905704025,linear unlock,16911.0,67644.0,35.910316169550924,0.2765345526230119
2022-06-28,EUL,3,8358133,3010088,3010088,16910.0,0.5649513660731169,linear unlock,16910.0,-2942448.0,36.01388013327857,0.27575995051317626
2022-06-29,EUL,4,8381119,3026999,3026999,16911.0,0.5618108174910501,linear unlock,16911.0,3077732.0,36.11688367627282,0.2750135706143944
2022-06-30,EUL,3,8404105,3043910,3043910,16911.0,0.5586721369911255,linear unlock,16911.0,-2976266.0,36.21932377094289,0.2742593202649909
2022-07-01,EUL,3,8427090,3060820,3060820,16910.0,0.5555354790384736,linear unlock,16910.0,50730.0,36.321197471487785,0.27349729685671464
2022-07-02,EUL,4,8450076,3077731,3077731,16911.0,0.5524990035350005,linear unlock,16911.0,3128464.0,36.42252448380346,0.2727631958362851
2022-07-03,EUL,4,8473062,3094641,3094641,16910.0,0.5494307332252234,linear unlock,16910.0,67640.0,36.52328992753741,0.2720212220576478
2022-07-04,EUL,4,8496048,3111552,3111552,16911.0,0.5464608011074629,linear unlock,16911.0,67644.0,36.62352190100621,0.27128327398052793
2022-07-05,EUL,4,8519033,3128463,3128463,16911.0,0.5434908367271382,linear unlock,16911.0,67644.0,36.72321729473286,0.27053754875207864
2022-07-06,EUL,4,8542019,3145373,3145373,16910.0,0.5405210162306539,linear unlock,16910.0,67640.0,36.822360146939495,0.2698193562579227
2022-07-07,EUL,4,8565005,3162284,3162284,16911.0,0.5376468863947137,linear unlock,16911.0,67644.0,36.92098253299327,0.26909329047383296
2022-07-08,EUL,4,8587990,3179194,3179194,16910.0,0.5347400802710952,linear unlock,16910.0,67640.0,37.01906965424971,0.2683594463751043
2022-07-09,EUL,4,8610976,3196105,3196105,16911.0,0.5319272746488576,linear unlock,16911.0,67644.0,37.11664043657769,0.2676528500848278
2022-07-10,EUL,4,8633962,3213016,3213016,16911.0,0.5291127794612505,linear unlock,16911.0,67644.0,37.213691697971335,0.26693838189770824
2022-07-11,EUL,3,8656948,3229926,3229926,16910.0,0.5262967878155602,linear unlock,16910.0,-3162286.0,37.3102160253244,0.26622771793528854
2022-07-12,EUL,3,8723164,3246837,3246837,16911.0,0.523572366673416,linear unlock,16911.0,50733.0,37.2208638975491,0.7648885034310013
2022-07-13,EUL,3,8746150,3263747,3263747,16910.0,0.5208145650674795,linear unlock,16910.0,50730.0,37.31638492365212,0.2635053061022354
2022-07-14,EUL,3,8769136,3280658,3280658,16911.0,0.5181467803723757,linear unlock,16911.0,50733.0,37.41141658653714,0.2628127804805543
2022-07-15,EUL,4,8792122,3297569,3297569,16911.0,0.5154758588063736,linear unlock,16911.0,3348302.0,37.50595135053859,0.2621238854090072
2022-07-16,EUL,4,8815107,3314479,3314479,16910.0,0.5128020065690816,linear unlock,16910.0,67640.0,37.59998602399268,0.26142721859410045
2022-07-17,EUL,4,8838093,3331390,3331390,16911.0,0.5102159343896884,linear unlock,16911.0,67644.0,37.69353864006636,0.26075690289408854
