Date,Symbol,Price,Unlocked Supply,Community & Other (TBD),Founder / Team,Private Investors,Insiders,insider_supply_growth,insider_supply_growth_percentage,insider_unlock_type,tokens_unlocked,unlock_usd_value,insider_owned_float_percentage,daily_supply_increase_percentage
2021-01-10,FIL,22,74409927,0,11912369,38591871,50504240,580509.0,1.162791699202129,linear unlock,580509.0,12771198.0,67.87298689326762,1.1627913616326584
2021-01-11,FIL,24,75265213,0,12049293,39035456,51084748,580508.0,1.1494242859609412,linear unlock,580508.0,114940672.0,67.8729866877544,1.1494245922321626
2021-01-12,FIL,22,76120500,0,12186216,39479041,51665257,580509.0,1.1363646151293534,linear unlock,580509.0,-89398298.0,67.87298690891416,1.1363642855830354
2021-01-13,FIL,21,76975786,0,12323140,39922625,52245765,580508.0,1.123594526975836,linear unlock,580508.0,-39474589.0,67.87298670779406,1.1235948266235771
2021-01-14,FIL,22,77831073,0,12460064,40366210,52826274,580509.0,1.1111120681264788,linear unlock,580509.0,65016963.0,67.87298692387293,1.1111117462314708
2021-01-15,FIL,22,78686359,0,12596988,40809795,53406782,580508.0,1.098900142001308,linear unlock,580508.0,12771176.0,67.87298672696242,1.0989004353055751
2021-01-16,FIL,22,79541646,0,12733911,41253380,53987291,580509.0,1.086957457949816,linear unlock,580509.0,12771198.0,67.87298693818833,1.086957143359499
2021-01-17,FIL,23,80396932,0,12870835,41696964,54567799,580508.0,1.075267881101869,linear unlock,580508.0,67338975.0,67.87298674531512,1.0752681683253071
2021-01-18,FIL,24,81252219,0,13007759,42140549,55148308,580509.0,1.063830703525352,linear unlock,580509.0,68500015.0,67.87298695190097,1.0638303959161028
2021-01-19,FIL,24,82107505,0,13144683,42584134,55728816,580508.0,1.0526306627575954,linear unlock,580508.0,13932192.0,67.8729867629031,1.0526309441468917
2021-01-20,FIL,23,82962792,0,13281607,43027718,56309325,580509.0,1.0416675638685737,linear unlock,580509.0,-42377109.0,67.87298696504814,1.041667262937779
2021-01-21,FIL,22,83818078,0,13418530,43471303,56889833,580508.0,1.0309269379450028,linear unlock,580508.0,-43538149.0,67.87298677977321,1.0309272137321512
2021-01-22,FIL,21,84673365,0,13555454,43914888,57470342,580509.0,1.0204090421569703,linear unlock,580509.0,-44699144.0,67.87298697766411,1.0204087476212471
2021-01-23,FIL,22,85528652,0,13692378,44358473,58050850,580508.0,1.0101001312990272,linear unlock,580508.0,70241518.0,67.87298600239835,1.0101015827113993
2021-01-24,FIL,23,86383938,0,13829302,44802057,58631359,580509.0,1.000000861313831,linear unlock,580509.0,71402557.0,67.87298698978044,0.9999993920166076
2021-01-25,FIL,23,87239225,0,13966225,45245642,59211868,580509.0,0.9900998542435288,linear unlock,580509.0,13351707.0,67.87298717979212,0.9900995715198815
2021-01-26,FIL,22,88094511,0,14103149,45689227,59792376,580508.0,0.9803912958800759,linear unlock,580508.0,-46440692.0,67.87298700142624,0.9803915612501144
2021-01-27,FIL,22,88949798,0,14240073,46132811,60372885,580509.0,0.9708746145160714,linear unlock,580509.0,12771198.0,67.87298718767187,0.9708743374487884
2021-01-28,FIL,21,89805084,0,14376997,46576396,60953393,580508.0,0.9615376174254385,linear unlock,580508.0,-48182217.0,67.87298701262837,0.9615378778038373
2021-01-29,FIL,22,90660371,0,14513921,47019981,61533902,580509.0,0.952381764867462,linear unlock,580509.0,73724591.0,67.87298719525425,0.9523814932348375
2021-01-30,FIL,22,91515657,0,14650844,47463566,62114410,580508.0,0.9433953985235652,linear unlock,580508.0,12771176.0,67.87298702341175,0.9433956540945547
2021-01-31,FIL,22,92370944,0,14787768,47907150,62694919,580509.0,0.9345802366954786,linear unlock,580509.0,12771198.0,67.8729872025558,0.9345799702885814
2021-02-01,FIL,22,93226230,0,14924692,48350735,63275427,580508.0,0.9259251136443769,linear unlock,580508.0,12771176.0,67.87298703379939,0.9259253645821786
2021-02-02,FIL,23,94081517,0,15061616,48794320,63855936,580509.0,0.9174319756072132,linear unlock,580509.0,76627134.0,67.87298720959187,0.9174317142289246
2021-02-03,FIL,22,94936803,0,15198539,49237905,64436444,580508.0,0.9090901118417557,linear unlock,580508.0,-51084760.0,67.87298704381271,0.909090358311293
2021-02-04,FIL,23,95792090,0,15335463,49681489,65016953,580509.0,0.9009016698686848,linear unlock,580509.0,77788151.0,67.87298721637663,0.9009014133328253
2021-02-05,FIL,23,96647376,0,15472387,50125074,65597461,580508.0,0.8928563600942664,linear unlock,580508.0,13351684.0,67.87298705347158,0.8928566022518143
2021-02-06,FIL,25,97502663,0,15609311,50568659,66177970,580509.0,0.8849565076916621,linear unlock,580509.0,145707647.0,67.87298722292334,0.8849562558221964
2021-02-07,FIL,24,98357949,0,15746235,51012243,66758478,580508.0,0.8771922136626433,linear unlock,580508.0,-52245778.0,67.8729870627945,0.8771924516564229
2021-02-08,FIL,24,99213236,0,15883158,51455828,67338987,580509.0,0.8695659598470774,linear unlock,580509.0,13932216.0,67.8729872292443,0.8695657124773921
2021-02-09,FIL,28,100068522,0,16020082,51899413,67919495,580508.0,0.8620682102033996,linear unlock,580508.0,285610172.0,67.87298707179866,0.8620684441741222
2021-02-10,FIL,43,100923809,0,16157006,52342998,68500004,580509.0,0.8547015845745024,linear unlock,580509.0,1043754312.0,67.87298723535098,0.8547013415467453
2021-02-11,FIL,40,101779095,0,16293930,52786582,69080512,580508.0,0.8474568848200359,linear unlock,580508.0,-182279692.0,67.87298708050018,0.8474571149014004
2021-02-12,FIL,40,102634382,0,16430853,53230167,69661021,580509.0,0.8403368521646163,linear unlock,580509.0,23220360.0,67.8729872412541,0.8403366133290927
2021-02-13,FIL,43,103489668,0,16567777,53673752,70241529,580508.0,0.8333326036091261,linear unlock,580508.0,233944907.0,67.87298708891404,0.8333328299282788
2021-02-14,FIL,42,104344955,0,16704701,54117337,70822038,580509.0,0.8264469869384535,linear unlock,580509.0,-45860151.0,67.87298724696369,0.8264467521530748
2021-02-15,FIL,47,105200241,0,16841625,54560921,71402546,580508.0,0.8196714135789201,linear unlock,580508.0,381394066.0,67.87298709705428,0.8196716362568751
2021-02-16,FIL,43,106055528,0,16978549,55004506,71983055,580509.0,0.8130088246433118,linear unlock,580509.0,-260648297.0,67.8729872524891,0.8130085937730884
2021-02-17,FIL,42,106910814,0,17115472,55448091,72563563,580508.0,0.8064509070919539,linear unlock,580508.0,-47601719.0,67.87298710493403,0.8064511262439804
2021-02-18,FIL,43,107766101,0,17252396,55891675,73144072,580509.0,0.8000006835386516,linear unlock,580509.0,97525450.0,67.87298725783909,0.8000004564552281
2021-02-19,FIL,43,108621387,0,17389320,56335260,73724580,580508.0,0.7936500992178833,linear unlock,580508.0,24961844.0,67.8729871125656,0.7936503149538648
2021-02-20,FIL,43,109476674,0,17526244,56778845,74305089,580509.0,0.7874022476628554,linear unlock,580509.0,24961887.0,67.87298726302188,0.7874020242440837
2021-02-21,FIL,44,110331960,0,17663168,57222430,74885597,580508.0,0.7812493165844939,linear unlock,580508.0,99847441.0,67.87298711996053,0.7812495290092573
2021-02-22,FIL,45,111187247,0,17800091,57666014,75466106,580509.0,0.7751944609588943,linear unlock,580509.0,101008502.0,67.87298726804522,0.7751942410884389
2021-02-23,FIL,40,112042533,0,17937015,58109599,76046614,580508.0,0.7692300964886144,linear unlock,580508.0,-354110210.0,67.87298712712966,0.7692303057022358
2021-02-24,FIL,36,112897820,0,18073939,58553184,76627123,580509.0,0.763359431098405,linear unlock,580509.0,-283288132.0,67.87298727291635,0.7633592146653807
2021-02-25,FIL,37,113753107,0,18210863,58996769,77207631,580508.0,0.7575750951787659,linear unlock,580508.0,98105919.0,67.87298653741387,0.7575761870335495
2021-02-26,FIL,35,114608393,0,18347786,59440353,77788140,580509.0,0.7518803419832943,linear unlock,580509.0,-134097447.0,67.87298727764205,0.7518792431753095
2021-02-27,FIL,35,115463680,0,18484710,59883938,78368648,580508.0,0.7462680043513059,linear unlock,580508.0,20317780.0,67.87298655300091,0.7462690799617092
2021-02-28,FIL,38,116318966,0,18621634,60327523,78949157,580509.0,0.74074137402498,linear unlock,580509.0,257165286.0,67.87298728222876,0.7407402916657428
2021-03-01,FIL,36,117174253,0,18758558,60771107,79529665,580508.0,0.7352934750145591,linear unlock,580508.0,-137000026.0,67.87298656813284,0.7352945348568521
2021-03-02,FIL,38,118029539,0,18895482,61214692,80110174,580509.0,0.7299276314064695,linear unlock,580509.0,181118672.0,67.87298728668253,0.7299265650108305
2021-03-03,FIL,38,118884826,0,19032405,61658277,80690682,580508.0,0.7246370479734572,linear unlock,580508.0,22059304.0,67.87298658282933,0.7246380925032673
2021-03-04,FIL,42,119740112,0,19169329,62101862,81271191,580509.0,0.7194250756239735,linear unlock,580509.0,347144106.0,67.87298729100904,0.7194240247279329
2021-03-05,FIL,41,120595399,0,19306253,62545446,81851699,580508.0,0.7142850902726404,linear unlock,580508.0,-57470363.0,67.87298659710889,0.714286119926128
2021-03-06,FIL,41,121450685,0,19443177,62989031,82432208,580509.0,0.709220464684551,linear unlock,580509.0,23800869.0,67.87298729521369,0.7092194288440473
2021-03-07,FIL,41,122305972,0,19580100,63432616,83012716,580508.0,0.7042247370105627,linear unlock,580508.0,23800828.0,67.87298661098905,0.7042257522055145
2021-03-08,FIL,42,123161258,0,19717024,63876201,83593225,580509.0,0.6993012974060504,linear unlock,580509.0,107394094.0,67.87298729930154,0.6993002761958346
2021-03-09,FIL,42,124016545,0,19853948,64319785,84173733,580508.0,0.6944438380024218,linear unlock,580508.0,24381336.0,67.87298662448627,0.694444839139269
2021-03-10,FIL,42,124871831,0,19990872,64763370,84754242,580509.0,0.6896557623267107,linear unlock,580509.0,24381378.0,67.87298730327738,0.6896547553392977
2021-03-11,FIL,43,125727118,0,20127796,65206955,85334750,580508.0,0.6849309088269587,linear unlock,580508.0,109716086.0,67.87298663761624,0.6849318962897245
2021-03-12,FIL,42,126582404,0,20264719,65650539,85915259,580509.0,0.6802726907854069,linear unlock,580509.0,-60953372.0,67.87298730714578,0.6802716976301008
2021-03-13,FIL,44,127437691,0,20401643,66094124,86495767,580508.0,0.6756750858424346,linear unlock,580508.0,197372870.0,67.87298665039371,0.6756760599996189
2021-03-14,FIL,50,128292977,0,20538567,66537709,87076276,580509.0,0.6711415137806687,linear unlock,580509.0,548000052.0,67.87298731091103,0.6711405340826522
2021-03-15,FIL,55,129148264,0,20675491,66981294,87656784,580508.0,0.6666660848013298,linear unlock,580508.0,467309320.0,67.87298666283273,0.666667046006735
2021-03-16,FIL,53,130003550,0,20812414,67424878,88237293,580509.0,0.6622522222581197,linear unlock,580509.0,-144546591.0,67.87298731457719,0.6622512556576061
2021-03-17,FIL,63,130858837,0,20949338,67868463,88817801,580508.0,0.6578941627323042,linear unlock,580508.0,918944934.0,67.87298667494653,0.6578951113258061
2021-03-18,FIL,90,131714123,0,21086262,68312048,89398310,580509.0,0.65359533051263,linear unlock,580509.0,2450326437.0,67.8729873181481,0.6535943766640689
2021-03-19,FIL,80,132569410,0,21223186,68755632,89978818,580508.0,0.6493500827923928,linear unlock,580508.0,-847542460.0,67.87298668674772,0.6493510191006625
2021-03-20,FIL,84,133424696,0,21360110,69199217,90559327,580509.0,0.6451618424238469,linear unlock,580509.0,408678028.0,67.87298732162748,0.6451609009951844
2021-03-21,FIL,83,134279983,0,21497033,69642802,91139835,580508.0,0.6410250818228806,linear unlock,580508.0,-42377163.0,67.87298669824824,0.641026006160059
2021-03-22,FIL,81,135135269,0,21633957,70086387,91720344,580509.0,0.6369432202724528,linear unlock,580509.0,-135258441.0,67.87298732501876,0.6369422909444366
2021-03-23,FIL,77,135990556,0,21770881,70529971,92300852,580508.0,0.632910840369286,linear unlock,580508.0,-322182260.0,67.87298670945944,0.6329117530376175
2021-03-24,FIL,83,136845842,0,21907805,70973556,92881361,580509.0,0.6289313559099108,linear unlock,580509.0,601987359.0,67.87298732832525,0.6289304383754413
2021-03-25,FIL,86,137701129,0,22044728,71417141,93461869,580508.0,0.6249994549498473,linear unlock,580508.0,328567771.0,67.8729867203921,0.6250003562402722
2021-03-26,FIL,90,138556415,0,22181652,71860726,94042378,580509.0,0.6211185440770502,linear unlock,580509.0,426093286.0,67.87298733155012,0.6211176380405712
2021-03-27,FIL,125,139411702,0,22318576,72304310,94622886,580508.0,0.617283412378194,linear unlock,580508.0,3364046730.0,67.87298673105649,0.6172843025709059
2021-03-28,FIL,133,140266988,0,22455500,72747895,95203395,580509.0,0.6134974576869279,linear unlock,580509.0,834190785.0,67.8729873346963,0.6134965628638548
2021-03-29,FIL,125,141122275,0,22592424,73191480,95783903,580508.0,0.6097555659648481,linear unlock,580508.0,-689063660.0,67.87298674146233,0.6097564453298163
2021-03-30,FIL,127,141977562,0,22729347,73635064,96364412,580509.0,0.6060611249052985,linear unlock,580509.0,265292449.0,67.87298685971238,0.6060609496268397
2021-03-31,FIL,150,142832848,0,22866271,74078649,96944920,580508.0,0.6024091134390982,linear unlock,580508.0,2303457676.0,67.87298675161892,0.6024092736569178
2021-04-01,FIL,190,143688135,0,23003195,74522234,97525429,580509.0,0.5988029078779992,linear unlock,580509.0,3988093510.0,67.87298686840079,0.598802734788289
2021-04-02,FIL,188,144543421,0,23140119,74965819,98105937,580508.0,0.5952375764478821,linear unlock,580508.0,-85915354.0,67.87298676153513,0.5952377348345429
2021-04-03,FIL,171,145398708,0,23277042,75409403,98686446,580509.0,0.5917164829688136,linear unlock,580509.0,-1568533890.0,67.87298687688477,0.5917163120139518
2021-04-04,FIL,177,146253994,0,23413966,75852988,99266954,580508.0,0.5882347815018083,linear unlock,580508.0,694868592.0,67.87298677121939,0.5882349380986246
2021-04-05,FIL,183,147109281,0,23550890,76296573,99847463,580509.0,0.5847958223841541,linear unlock,580509.0,701834871.0,67.87298688517144,0.5847956535122043
2021-04-06,FIL,177,147964567,0,23687814,76740158,100427971,580508.0,0.5813948422505236,linear unlock,580508.0,-496334862.0,67.87298678067974,0.5813949970974299
2021-04-07,FIL,166,148819854,0,23824738,77183742,101008480,580509.0,0.5780351770723318,linear unlock,580509.0,-1008343187.0,67.87298689326762,0.5780350102332269
