Date,Symbol,Price,Unlocked Supply,Date_diff,Insiders,insider_supply_growth,insider_supply_growth_percentage,insider_unlock_type,insider_owned_float_percentage
2022-05-28,LUNA,5.15,510000000,0,0,0.0,0.0,no unlock,0.0
2022-05-29,LUNA,5.15,510000000,1,0,0.0,0.0,no unlock,0.0
2022-05-30,LUNA,5.92,510000000,1,0,0.0,0.0,no unlock,0.0
2022-05-31,LUNA,10.52,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-01,LUNA,8.95,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-02,LUNA,6.57,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-03,LUNA,7.12,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-04,LUNA,6.5,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-05,LUNA,6.36,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-06,LUNA,4.84,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-07,LUNA,4.92,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-08,LUNA,3.84,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-09,LUNA,2.16,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-10,LUNA,3.16,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-11,LUNA,2.86,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-12,LUNA,2.6,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-13,LUNA,2.71,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-14,LUNA,2.48,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-15,LUNA,2.54,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-16,LUNA,2.52,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-17,LUNA,2.25,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-18,LUNA,2.24,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-19,LUNA,1.86,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-20,LUNA,2.11,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-21,LUNA,2.04,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-22,LUNA,2.03,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-23,LUNA,1.92,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-24,LUNA,1.94,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-25,LUNA,1.99,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-26,LUNA,1.99,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-27,LUNA,2.03,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-28,LUNA,2.23,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-29,LUNA,2.45,510000000,1,0,0.0,0.0,no unlock,0.0
2022-06-30,LUNA,2.61,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-01,LUNA,2.09,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-02,LUNA,2.16,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-03,LUNA,2.12,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-04,LUNA,2.15,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-05,LUNA,2.25,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-06,LUNA,2.16,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-07,LUNA,2.15,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-08,LUNA,2.19,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-09,LUNA,2.35,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-10,LUNA,2.27,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-11,LUNA,2.11,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-12,LUNA,1.89,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-13,LUNA,1.82,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-14,LUNA,1.8,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-15,LUNA,1.76,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-16,LUNA,1.8,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-17,LUNA,1.78,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-18,LUNA,1.77,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-19,LUNA,2.06,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-20,LUNA,2.0,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-21,LUNA,1.9,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-22,LUNA,1.91,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-23,LUNA,1.86,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-24,LUNA,1.86,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-25,LUNA,1.87,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-26,LUNA,1.67,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-27,LUNA,1.7,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-28,LUNA,1.81,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-29,LUNA,1.86,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-30,LUNA,1.92,510000000,1,0,0.0,0.0,no unlock,0.0
2022-07-31,LUNA,1.86,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-01,LUNA,1.89,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-02,LUNA,2.27,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-03,LUNA,2.14,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-04,LUNA,2.08,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-05,LUNA,2.1,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-06,LUNA,2.13,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-07,LUNA,2.11,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-08,LUNA,2.1,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-09,LUNA,2.11,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-10,LUNA,1.99,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-11,LUNA,2.02,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-12,LUNA,1.97,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-13,LUNA,2.05,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-14,LUNA,2.0,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-15,LUNA,2.05,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-16,LUNA,1.99,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-17,LUNA,2.0,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-18,LUNA,1.93,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-19,LUNA,1.77,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-20,LUNA,1.6,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-21,LUNA,1.63,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-22,LUNA,1.68,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-23,LUNA,1.68,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-24,LUNA,1.82,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-25,LUNA,1.72,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-26,LUNA,1.83,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-27,LUNA,1.61,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-28,LUNA,1.62,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-29,LUNA,1.55,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-30,LUNA,1.65,510000000,1,0,0.0,0.0,no unlock,0.0
2022-08-31,LUNA,1.74,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-01,LUNA,1.78,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-02,LUNA,2.0,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-03,LUNA,1.84,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-04,LUNA,1.85,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-05,LUNA,1.81,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-06,LUNA,1.98,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-07,LUNA,1.86,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-08,LUNA,1.88,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-09,LUNA,1.91,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-10,LUNA,5.08,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-11,LUNA,6.4,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-12,LUNA,5.69,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-13,LUNA,3.96,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-14,LUNA,4.14,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-15,LUNA,2.99,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-16,LUNA,2.73,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-17,LUNA,3.06,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-18,LUNA,3.09,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-19,LUNA,2.74,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-20,LUNA,2.91,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-21,LUNA,2.7,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-22,LUNA,2.5,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-23,LUNA,2.63,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-24,LUNA,2.62,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-25,LUNA,2.41,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-26,LUNA,2.18,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-27,LUNA,2.72,510000000,1,0,0.0,0.0,no unlock,0.0
2022-09-28,LUNA,2.49,510000000,1,0,0.0,0.0,no unlock,0.0
