Date,Symbol,Price,Unlocked Supply,Private Investors,Date_diff,Insiders,insider_supply_growth,insider_supply_growth_percentage,insider_unlock_type,insider_owned_float_percentage
2022-09-30,IMX,0.75,538525262,0,1,0,0.0,0.0,no unlock,0.0
2022-10-01,IMX,0.75,538525262,0,1,0,0.0,0.0,no unlock,0.0
2022-10-02,IMX,0.75,538525262,0,1,0,0.0,0.0,no unlock,0.0
2022-10-03,IMX,0.74,538525262,0,1,0,0.0,0.0,no unlock,0.0
2022-10-04,IMX,0.76,538525262,0,1,0,0.0,0.0,no unlock,0.0
2022-10-05,IMX,0.79,538525262,0,1,0,0.0,0.0,no unlock,0.0
2022-10-06,IMX,0.78,538525262,0,1,0,0.0,0.0,no unlock,0.0
2022-10-07,IMX,0.76,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-08,IMX,0.73,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-09,IMX,0.72,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-10,IMX,0.73,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-11,IMX,0.69,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-12,IMX,0.68,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-13,IMX,0.66,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-14,IMX,0.65,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-15,IMX,0.63,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-16,IMX,0.61,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-17,IMX,0.63,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-18,IMX,0.64,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-19,IMX,0.61,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-20,IMX,0.57,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-21,IMX,0.56,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-22,IMX,0.55,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-23,IMX,0.55,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-24,IMX,0.56,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-25,IMX,0.53,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-26,IMX,0.56,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-27,IMX,0.56,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-28,IMX,0.59,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-29,IMX,0.64,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-30,IMX,0.62,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-10-31,IMX,0.61,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-11-01,IMX,0.59,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-11-02,IMX,0.58,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-11-03,IMX,0.57,570354831,0,1,0,0.0,0.0,no unlock,0.0
2022-11-04,IMX,0.59,714772119,112587719,1,112587719,112587719.0,inf,first cliff unlock,15.75155437757079
2022-11-05,IMX,0.66,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-06,IMX,0.66,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-07,IMX,0.6,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-08,IMX,0.58,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-09,IMX,0.52,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-10,IMX,0.4,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-11,IMX,0.49,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-12,IMX,0.44,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-13,IMX,0.4,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-14,IMX,0.41,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-15,IMX,0.42,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-16,IMX,0.42,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-17,IMX,0.41,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-18,IMX,0.4,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-19,IMX,0.4,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-20,IMX,0.42,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-21,IMX,0.39,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-22,IMX,0.41,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-23,IMX,0.42,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-24,IMX,0.45,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-25,IMX,0.43,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-26,IMX,0.42,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-27,IMX,0.42,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-28,IMX,0.44,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-29,IMX,0.42,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-11-30,IMX,0.44,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-12-01,IMX,0.47,714772119,112587719,1,112587719,0.0,0.0,no unlock,15.75155437757079
2022-12-02,IMX,0.47,756920275,121248313,1,121248313,8660594.0,7.692307897276078,small cliff unlock,16.01863723362411
2022-12-03,IMX,0.47,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-04,IMX,0.47,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-05,IMX,0.5,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-06,IMX,0.48,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-07,IMX,0.48,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-08,IMX,0.44,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-09,IMX,0.44,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-10,IMX,0.43,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-11,IMX,0.43,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-12,IMX,0.43,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-13,IMX,0.42,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-14,IMX,0.44,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-15,IMX,0.45,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-16,IMX,0.45,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-17,IMX,0.41,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-18,IMX,0.41,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-19,IMX,0.42,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-20,IMX,0.42,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-21,IMX,0.45,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-22,IMX,0.44,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-23,IMX,0.43,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-24,IMX,0.43,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-25,IMX,0.42,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-26,IMX,0.42,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-27,IMX,0.42,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-28,IMX,0.41,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-29,IMX,0.39,756920275,121248313,1,121248313,0.0,0.0,no unlock,16.01863723362411
2022-12-30,IMX,0.38,799068429,129908906,1,129908906,8660593.0,7.142856494836344,small cliff unlock,16.257544571317307
2022-12-31,IMX,0.38,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-01,IMX,0.38,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-02,IMX,0.38,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-03,IMX,0.4,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-04,IMX,0.39,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-05,IMX,0.4,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-06,IMX,0.41,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-07,IMX,0.42,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-08,IMX,0.41,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-09,IMX,0.44,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-10,IMX,0.47,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-11,IMX,0.49,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-12,IMX,0.48,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-13,IMX,0.53,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-14,IMX,0.53,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-15,IMX,0.55,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-16,IMX,0.58,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-17,IMX,0.58,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-18,IMX,0.62,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-19,IMX,0.58,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-20,IMX,0.58,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-21,IMX,0.63,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-22,IMX,0.63,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-23,IMX,0.66,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-24,IMX,0.7,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-25,IMX,0.65,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-26,IMX,0.71,799068429,129908906,1,129908906,0.0,0.0,no unlock,16.257544571317307
2023-01-27,IMX,0.67,841216585,138569500,1,138569500,8660594.0,6.666666871938711,small cliff unlock,16.472511654058746
2023-01-28,IMX,0.67,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-01-29,IMX,0.65,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-01-30,IMX,0.67,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-01-31,IMX,0.64,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-01,IMX,0.72,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-02,IMX,0.8,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-03,IMX,0.88,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-04,IMX,0.95,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-05,IMX,0.92,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-06,IMX,0.88,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-07,IMX,0.88,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-08,IMX,1.06,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-09,IMX,1.01,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-10,IMX,0.87,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-11,IMX,0.95,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-12,IMX,1.09,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-13,IMX,1.02,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-14,IMX,0.95,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-15,IMX,1.14,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-16,IMX,1.22,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-17,IMX,1.12,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-18,IMX,1.09,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-19,IMX,1.05,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-20,IMX,1.03,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-21,IMX,1.03,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-22,IMX,1.01,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-23,IMX,1.01,841216585,138569500,1,138569500,0.0,0.0,no unlock,16.472511654058746
2023-02-24,IMX,1.04,883364740,147230094,1,147230094,8660594.0,6.250000180414881,small cliff unlock,16.66696522208935
2023-02-25,IMX,0.95,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-02-26,IMX,0.94,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-02-27,IMX,0.97,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-02-28,IMX,0.96,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-01,IMX,1.06,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-02,IMX,1.06,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-03,IMX,0.99,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-04,IMX,1.03,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-05,IMX,0.99,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-06,IMX,1.06,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-07,IMX,1.05,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-08,IMX,1.06,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-09,IMX,0.95,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-10,IMX,0.89,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-11,IMX,0.83,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-12,IMX,0.81,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-13,IMX,0.9,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-14,IMX,0.99,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-15,IMX,1.18,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-16,IMX,1.19,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-17,IMX,1.19,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-18,IMX,1.5,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-19,IMX,1.5,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-20,IMX,1.48,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-21,IMX,1.25,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-22,IMX,1.26,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-23,IMX,1.19,883364740,147230094,1,147230094,0.0,0.0,no unlock,16.66696522208935
2023-03-24,IMX,1.2,925512896,155890688,1,155890688,8660594.0,5.882353100990345,small cliff unlock,16.843707815822807
2023-03-25,IMX,1.1,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-03-26,IMX,1.05,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-03-27,IMX,1.12,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-03-28,IMX,1.01,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-03-29,IMX,1.05,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-03-30,IMX,1.12,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-03-31,IMX,1.11,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-01,IMX,1.13,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-02,IMX,1.11,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-03,IMX,1.05,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-04,IMX,1.06,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-05,IMX,1.06,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-06,IMX,1.11,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-07,IMX,1.06,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-08,IMX,1.03,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-09,IMX,1.02,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-10,IMX,1.05,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-11,IMX,1.08,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-12,IMX,1.09,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-13,IMX,1.13,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-14,IMX,1.15,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-15,IMX,1.22,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-16,IMX,1.2,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-17,IMX,1.22,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-18,IMX,1.13,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-19,IMX,1.14,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-20,IMX,1.05,925512896,155890688,1,155890688,0.0,0.0,no unlock,16.843707815822807
2023-04-21,IMX,0.97,967661051,164551281,1,164551281,8660593.0,5.5555550566304515,small cliff unlock,17.005053663155035
2023-04-22,IMX,0.92,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-04-23,IMX,0.98,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-04-24,IMX,0.95,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-04-25,IMX,0.97,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-04-26,IMX,0.97,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-04-27,IMX,0.95,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-04-28,IMX,1.07,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-04-29,IMX,1.03,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-04-30,IMX,1.01,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-01,IMX,0.99,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-02,IMX,0.93,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-03,IMX,0.93,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-04,IMX,0.94,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-05,IMX,0.89,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-06,IMX,0.91,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-07,IMX,0.85,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-08,IMX,0.86,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-09,IMX,0.77,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-10,IMX,0.75,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-11,IMX,0.79,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-12,IMX,0.72,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-13,IMX,0.75,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-14,IMX,0.74,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-15,IMX,0.75,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-16,IMX,0.76,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-17,IMX,0.74,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-18,IMX,0.79,967661051,164551281,1,164551281,0.0,0.0,no unlock,17.005053663155035
2023-05-19,IMX,0.77,1009809206,173211875,1,173211875,8660594.0,5.263158054661392,small cliff unlock,17.152930867615797
2023-05-20,IMX,0.76,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-05-21,IMX,0.75,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-05-22,IMX,0.72,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-05-23,IMX,0.72,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-05-24,IMX,0.76,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-05-25,IMX,0.72,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-05-26,IMX,0.73,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-05-27,IMX,0.74,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-05-28,IMX,0.73,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-05-29,IMX,0.78,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-05-30,IMX,0.76,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-05-31,IMX,0.78,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-06-01,IMX,0.72,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-06-02,IMX,0.74,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-06-03,IMX,0.8,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-06-04,IMX,0.79,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-06-05,IMX,0.83,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-06-06,IMX,0.72,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-06-07,IMX,0.74,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-06-08,IMX,0.67,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-06-09,IMX,0.72,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-06-10,IMX,0.72,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-06-11,IMX,0.61,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-06-12,IMX,0.6,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-06-13,IMX,0.62,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-06-14,IMX,0.61,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-06-15,IMX,0.57,1009809206,173211875,1,173211875,0.0,0.0,no unlock,17.152930867615797
2023-06-16,IMX,0.61,1051957361,181872469,1,181872469,8660594.0,5.0000001443319055,small cliff unlock,17.28895825464926
2023-06-17,IMX,0.61,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-06-18,IMX,0.63,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-06-19,IMX,0.62,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-06-20,IMX,0.62,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-06-21,IMX,0.65,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-06-22,IMX,0.69,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-06-23,IMX,0.7,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-06-24,IMX,0.74,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-06-25,IMX,0.71,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-06-26,IMX,0.74,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-06-27,IMX,0.72,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-06-28,IMX,0.74,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-06-29,IMX,0.7,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-06-30,IMX,0.69,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-07-01,IMX,0.74,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-07-02,IMX,0.73,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-07-03,IMX,0.74,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-07-04,IMX,0.76,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-07-05,IMX,0.75,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-07-06,IMX,0.72,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
2023-07-07,IMX,0.7,1051957361,181872469,1,181872469,0.0,0.0,no unlock,17.28895825464926
