block_height,ExtraNonce,entity
8388,1481,Patoshi
8389,1491,Patoshi
8391,1496,Patoshi
8393,1498,Patoshi
8394,1499,Patoshi
8395,1507,Patoshi
8396,1518,Patoshi
8398,1520,Patoshi
8399,1521,Patoshi
8400,1533,Patoshi
8403,1543,Patoshi
8404,1549,Patoshi
8405,1553,Patoshi
8406,1561,Patoshi
8407,1575,Patoshi
8408,1576,Patoshi
8409,1580,Patoshi
8410,1583,Patoshi
8411,1600,Patoshi
8412,1608,Patoshi
8416,1613,Patoshi
8418,1618,Patoshi
8419,1625,Patoshi
8420,1629,Patoshi
8421,1642,Patoshi
8422,1654,Patoshi
8424,1670,Patoshi
8428,1673,Patoshi
8429,1678,Patoshi
8431,1685,Patoshi
8432,1693,Patoshi
8434,1695,Patoshi
8435,1698,Patoshi
8436,1701,Patoshi
8438,1706,Patoshi
8439,1709,Patoshi
8440,1712,Patoshi
8441,1713,Patoshi
8442,1714,Patoshi
8444,1721,Patoshi
8445,1725,Patoshi
8447,1729,Patoshi
8449,1732,Patoshi
8450,1735,Patoshi
8452,1739,Patoshi
8453,1741,Patoshi
8454,1742,Patoshi
8455,1753,Patoshi
8456,1757,Patoshi
8457,1758,Patoshi
8459,1762,Patoshi
8460,1770,Patoshi
8461,1778,Patoshi
8462,1784,Patoshi
8463,1791,Patoshi
8464,1794,Patoshi
8465,1798,Patoshi
8466,1805,Patoshi
8467,1806,Patoshi
8468,1812,Patoshi
8469,1825,Patoshi
8470,1829,Patoshi
8471,1830,Patoshi
8473,1832,Patoshi
8474,1837,Patoshi
8475,1849,Patoshi
8476,1851,Patoshi
8477,1853,Patoshi
8478,1854,Patoshi
8479,1857,Patoshi
8480,1876,Patoshi
8481,1885,Patoshi
8482,1886,Patoshi
8483,1891,Patoshi
8484,1895,Patoshi
8485,1908,Patoshi
8486,1909,Patoshi
8487,1922,Patoshi
8489,1927,Patoshi
8490,1932,Patoshi
8491,1946,Patoshi
8492,1956,Patoshi
8494,1960,Patoshi
8495,1963,Patoshi
8496,1970,Patoshi
8497,1972,Patoshi
8498,1973,Patoshi
8499,1985,Patoshi
8500,1993,Patoshi
8501,2006,Patoshi
8502,2008,Patoshi
8503,2012,Patoshi
8506,2013,Patoshi
8507,2016,Patoshi
8508,2018,Patoshi
8510,2022,Patoshi
8511,2029,Patoshi
8512,2034,Patoshi
8513,2035,Patoshi
8514,2039,Patoshi
8515,2043,Patoshi
8516,2044,Patoshi
8518,2052,Patoshi
8519,2054,Patoshi
8520,2069,Patoshi
8521,2072,Patoshi
8522,2074,Patoshi
8523,2082,Patoshi
8524,2083,Patoshi
8525,2084,Patoshi
8526,2086,Patoshi
8527,2089,Patoshi
8528,2109,Patoshi
8531,2118,Patoshi
8534,2125,Patoshi
8535,2136,Patoshi
8536,2141,Patoshi
8537,2168,Patoshi
8538,2171,Patoshi
8539,2172,Patoshi
8540,2178,Patoshi
8541,2181,Patoshi
8542,2182,Patoshi
8543,2185,Patoshi
8544,2204,Patoshi
8546,2216,Patoshi
8547,2222,Patoshi
8548,2224,Patoshi
8549,2227,Patoshi
8550,2238,Patoshi
8551,2251,Patoshi
8552,2256,Patoshi
8553,2258,Patoshi
8555,2260,Patoshi
8556,2261,Patoshi
8557,2271,Patoshi
8558,2278,Patoshi
8559,2296,Patoshi
8560,2298,Patoshi
8561,2300,Patoshi
8563,2305,Patoshi
8564,2310,Patoshi
8565,2315,Patoshi
8566,2319,Patoshi
8567,2324,Patoshi
8569,2328,Patoshi
8570,2330,Patoshi
8571,2331,Patoshi
8573,2332,Patoshi
8574,2335,Patoshi
8575,2351,Patoshi
8576,2353,Patoshi
8577,2362,Patoshi
8579,2363,Patoshi
8580,2369,Patoshi
8581,2370,Patoshi
8582,2380,Patoshi
8583,2392,Patoshi
8585,2398,Patoshi
8586,2399,Patoshi
8588,2402,Patoshi
8589,2404,Patoshi
8590,2411,Patoshi
8591,2413,Patoshi
8592,2414,Patoshi
8593,2416,Patoshi
8596,2417,Patoshi
8598,2418,Patoshi
8599,2422,Patoshi
8600,2423,Patoshi
8601,2432,Patoshi
8603,2439,Patoshi
8605,2441,Patoshi
8606,2449,Patoshi
8607,2451,Patoshi
8608,2462,Patoshi
8609,2464,Patoshi
8610,2467,Patoshi
8612,2475,Patoshi
8613,2476,Patoshi
8614,2478,Patoshi
8616,2479,Patoshi
8617,2489,Patoshi
8618,2498,Patoshi
8619,2507,Patoshi
8621,2534,Patoshi
8622,2539,Patoshi
8624,2543,Patoshi
8625,2549,Patoshi
8628,2553,Patoshi
8629,2556,Patoshi
8630,2561,Patoshi
8631,2563,Patoshi
8632,2568,Patoshi
8634,2574,Patoshi
8635,2576,Patoshi
8636,2584,Patoshi
8638,2585,Patoshi
8639,2590,Patoshi
8640,2598,Patoshi
8641,2604,Patoshi
8642,2605,Patoshi
8643,2612,Patoshi
8644,2616,Patoshi
8650,13,Patoshi
8652,16,Patoshi
8653,17,Patoshi
8655,22,Patoshi
8656,30,Patoshi
8657,37,Patoshi
8658,41,Patoshi
8659,43,Patoshi
8661,54,Patoshi
8663,61,Patoshi
8664,70,Patoshi
8665,77,Patoshi
8667,80,Patoshi
8668,82,Patoshi
8669,89,Patoshi
8670,90,Patoshi
8671,92,Patoshi
8672,99,Patoshi
8673,102,Patoshi
8674,115,Patoshi
8675,124,Patoshi
8676,149,Patoshi
8677,150,Patoshi
8678,151,Patoshi
8679,154,Patoshi
8680,155,Patoshi
8681,160,Patoshi
8682,161,Patoshi
8683,163,Patoshi
8685,166,Patoshi
8686,178,Patoshi
8688,179,Patoshi
8690,184,Patoshi
8691,189,Patoshi
8693,190,Patoshi
8694,212,Patoshi
8695,213,Patoshi
8696,214,Patoshi
8697,222,Patoshi
8699,228,Patoshi
8701,234,Patoshi
8702,242,Patoshi
8704,245,Patoshi
8705,249,Patoshi
8706,252,Patoshi
8707,260,Patoshi
8710,279,Patoshi
8712,283,Patoshi
8713,284,Patoshi
8715,296,Patoshi
8718,319,Patoshi
8719,326,Patoshi
8720,327,Patoshi
8722,334,Patoshi
8724,336,Patoshi
8725,340,Patoshi
8726,344,Patoshi
8728,350,Patoshi
8729,361,Patoshi
8730,363,Patoshi
8732,366,Patoshi
8733,369,Patoshi
8734,377,Patoshi
8735,378,Patoshi
8736,387,Patoshi
8737,391,Patoshi
8738,401,Patoshi
8739,408,Patoshi
8740,412,Patoshi
8742,413,Patoshi
8743,415,Patoshi
8744,421,Patoshi
8745,424,Patoshi
8746,436,Patoshi
8747,437,Patoshi
8748,445,Patoshi
8749,446,Patoshi
8751,448,Patoshi
8752,455,Patoshi
8753,456,Patoshi
8754,457,Patoshi
8755,465,Patoshi
8756,479,Patoshi
8757,482,Patoshi
8758,483,Patoshi
8759,486,Patoshi
8760,488,Patoshi
8761,495,Patoshi
8762,503,Patoshi
8763,512,Patoshi
8766,513,Patoshi
8768,515,Patoshi
8769,518,Patoshi
8770,523,Patoshi
8771,527,Patoshi
8772,533,Patoshi
8773,542,Patoshi
8774,544,Patoshi
8775,553,Patoshi
8776,554,Patoshi
8777,561,Patoshi
8778,562,Patoshi
8779,570,Patoshi
8781,575,Patoshi
8783,593,Patoshi
8785,595,Patoshi
8786,596,Patoshi
8787,604,Patoshi
8788,608,Patoshi
8789,625,Patoshi
8790,636,Patoshi
8791,643,Patoshi
8792,670,Patoshi
8793,679,Patoshi
8795,680,Patoshi
8796,685,Patoshi
8797,692,Patoshi
8798,698,Patoshi
8799,711,Patoshi
8800,716,Patoshi
8801,720,Patoshi
8802,721,Patoshi
8803,725,Patoshi
8804,726,Patoshi
8806,731,Patoshi
8807,732,Patoshi
8809,739,Patoshi
8810,748,Patoshi
8811,750,Patoshi
8812,759,Patoshi
8813,760,Patoshi
8815,775,Patoshi
8816,783,Patoshi
8818,788,Patoshi
8820,789,Patoshi
8821,791,Patoshi
8822,807,Patoshi
8823,811,Patoshi
8824,819,Patoshi
8825,827,Patoshi
8826,832,Patoshi
8828,833,Patoshi
8829,836,Patoshi
8830,841,Patoshi
8831,843,Patoshi
8832,851,Patoshi
8833,853,Patoshi
8834,854,Patoshi
8835,878,Patoshi
8836,886,Patoshi
8837,888,Patoshi
8839,893,Patoshi
8840,895,Patoshi
8842,902,Patoshi
8843,906,Patoshi
8844,912,Patoshi
8846,913,Patoshi
8847,914,Patoshi
8848,916,Patoshi
8850,919,Patoshi
8851,920,Patoshi
8852,921,Patoshi
8853,924,Patoshi
8855,928,Patoshi
8856,929,Patoshi
8857,930,Patoshi
8859,934,Patoshi
8860,936,Patoshi
8861,944,Patoshi
8862,967,Patoshi
8863,974,Patoshi
8866,985,Patoshi
8868,986,Patoshi
8870,991,Patoshi
8871,999,Patoshi
8872,1001,Patoshi
8873,1013,Patoshi
8874,1014,Patoshi
8875,1020,Patoshi
8876,1026,Patoshi
8877,1041,Patoshi
8878,1042,Patoshi
8879,1043,Patoshi
8880,1044,Patoshi
8881,1048,Patoshi
8882,1067,Patoshi
8883,1068,Patoshi
8884,1069,Patoshi
8885,1070,Patoshi
8886,1083,Patoshi
8887,1087,Patoshi
8888,1089,Patoshi
8889,1090,Patoshi
8890,1091,Patoshi
8891,1101,Patoshi
8893,1102,Patoshi
8894,1103,Patoshi
8895,1105,Patoshi
8896,1110,Patoshi
8897,1113,Patoshi
8898,1130,Patoshi
8900,1136,Patoshi
8901,1139,Patoshi
8902,1149,Patoshi
8904,1150,Patoshi
8906,1179,Patoshi
8907,1187,Patoshi
8910,1209,Patoshi
8911,1217,Patoshi
8912,1220,Patoshi
8913,1237,Patoshi
8914,1240,Patoshi
8915,1241,Patoshi
8916,1252,Patoshi
8917,1280,Patoshi
8919,1283,Patoshi
8923,1288,Patoshi
8924,1297,Patoshi
8925,1306,Patoshi
8926,1307,Patoshi
8927,1310,Patoshi
8929,1316,Patoshi
8930,1321,Patoshi
8931,1326,Patoshi
8933,1330,Patoshi
8936,1337,Patoshi
8937,1352,Patoshi
8939,1360,Patoshi
8940,1362,Patoshi
8942,1367,Patoshi
8943,1371,Patoshi
8944,1383,Patoshi
8945,1385,Patoshi
8946,1386,Patoshi
8947,1387,Patoshi
8948,1389,Patoshi
8949,1397,Patoshi
8951,1400,Patoshi
8953,1410,Patoshi
8955,1419,Patoshi
8956,1427,Patoshi
8957,1435,Patoshi
8959,1451,Patoshi
8960,1457,Patoshi
8961,1458,Patoshi
8962,1479,Patoshi
8963,1488,Patoshi
8965,1492,Patoshi
8966,1499,Patoshi
8969,1506,Patoshi
8971,1525,Patoshi
8972,1526,Patoshi
8973,1543,Patoshi
8974,1546,Patoshi
8975,1550,Patoshi
8976,1558,Patoshi
8977,1560,Patoshi
8978,1569,Patoshi
8979,1570,Patoshi
8981,1571,Patoshi
8983,1572,Patoshi
8985,1576,Patoshi
8986,1580,Patoshi
8987,1583,Patoshi
8988,1586,Patoshi
8990,1587,Patoshi
8991,1589,Patoshi
8993,1601,Patoshi
8994,1603,Patoshi
8996,1615,Patoshi
8997,1616,Patoshi
8998,1619,Patoshi
8999,1629,Patoshi
9000,1638,Patoshi
9001,1642,Patoshi
9004,1644,Patoshi
9005,1654,Patoshi
9007,1663,Patoshi
9008,1668,Patoshi
9009,1682,Patoshi
9011,1684,Patoshi
9012,1687,Patoshi
9013,1689,Patoshi
9014,1690,Patoshi
9015,1695,Patoshi
9016,1699,Patoshi
9018,1703,Patoshi
9020,1704,Patoshi
9021,1720,Patoshi
9022,1726,Patoshi
9023,1731,Patoshi
9025,1734,Patoshi
9027,1745,Patoshi
9028,1751,Patoshi
9029,1755,Patoshi
9030,1766,Patoshi
9031,1768,Patoshi
9032,1771,Patoshi
9033,1776,Patoshi
9034,1778,Patoshi
9035,1779,Patoshi
9036,1788,Patoshi
9037,1797,Patoshi
9038,1799,Patoshi
9039,1800,Patoshi
9040,1811,Patoshi
9041,1827,Patoshi
9043,1828,Patoshi
9044,1840,Patoshi
9046,1841,Patoshi
9047,1846,Patoshi
9048,1848,Patoshi
9049,1850,Patoshi
9050,1855,Patoshi
9051,1861,Patoshi
9053,1887,Patoshi
9054,1893,Patoshi
9055,1895,Patoshi
9056,1897,Patoshi
9057,1898,Patoshi
9058,1905,Patoshi
9059,1911,Patoshi
9061,1924,Patoshi
9062,1928,Patoshi
9063,1931,Patoshi
9064,1939,Patoshi
9065,1943,Patoshi
9066,1947,Patoshi
9067,1951,Patoshi
9068,1953,Patoshi
9069,1972,Patoshi
9070,1980,Patoshi
9071,1993,Patoshi
9072,1997,Patoshi
9073,1998,Patoshi
9074,2000,Patoshi
9075,2001,Patoshi
9076,2013,Patoshi
9078,2015,Patoshi
9079,2020,Patoshi
9080,2036,Patoshi
9081,2050,Patoshi
9082,2051,Patoshi
9083,2061,Patoshi
9084,2063,Patoshi
9085,2068,Patoshi
9087,2070,Patoshi
9088,2073,Patoshi
9089,2075,Patoshi
9090,2082,Patoshi
9092,2090,Patoshi
9093,2094,Patoshi
9095,2107,Patoshi
9096,2108,Patoshi
9097,2111,Patoshi
9099,2114,Patoshi
9100,2121,Patoshi
9101,2127,Patoshi
9102,2131,Patoshi
9104,2161,Patoshi
9105,2162,Patoshi
9106,2165,Patoshi
9107,2171,Patoshi
9108,2172,Patoshi
9110,2175,Patoshi
9113,2177,Patoshi
9114,2180,Patoshi
9115,2198,Patoshi
9116,2201,Patoshi
9118,2204,Patoshi
9119,2233,Patoshi
9120,2247,Patoshi
9123,2253,Patoshi
9124,2256,Patoshi
9126,2261,Patoshi
9127,2265,Patoshi
9128,2270,Patoshi
9129,2298,Patoshi
9130,2299,Patoshi
9132,2303,Patoshi
9133,2310,Patoshi
9135,2314,Patoshi
9136,2315,Patoshi
9137,2319,Patoshi
9138,2322,Patoshi
9139,2324,Patoshi
9140,2333,Patoshi
9141,2343,Patoshi
9143,2356,Patoshi
9144,2360,Patoshi
9147,2363,Patoshi
9148,2374,Patoshi
9149,2384,Patoshi
9150,2391,Patoshi
9151,2411,Patoshi
9153,2423,Patoshi
9154,2424,Patoshi
9159,2433,Patoshi
9161,2443,Patoshi
9162,2446,Patoshi
9163,2461,Patoshi
9164,2472,Patoshi
9165,2473,Patoshi
9166,2474,Patoshi
9167,2475,Patoshi
9168,2477,Patoshi
9169,2482,Patoshi
9171,2489,Patoshi
9172,2492,Patoshi
9173,2494,Patoshi
9174,2497,Patoshi
9175,2505,Patoshi
9179,2520,Patoshi
9180,2522,Patoshi
9181,2533,Patoshi
9182,2543,Patoshi
9184,2547,Patoshi
9185,2564,Patoshi
9187,2572,Patoshi
9188,2580,Patoshi
9189,2582,Patoshi
9192,2588,Patoshi
9193,2590,Patoshi
9194,2592,Patoshi
9195,2594,Patoshi
9198,2596,Patoshi
9200,2601,Patoshi
9201,2603,Patoshi
9202,2606,Patoshi
9203,2611,Patoshi
9205,2612,Patoshi
9207,7,Patoshi
9208,16,Patoshi
9209,18,Patoshi
9210,19,Patoshi
9213,20,Patoshi
9215,42,Patoshi
9216,44,Patoshi
9218,53,Patoshi
9219,72,Patoshi
9222,100,Patoshi
9223,101,Patoshi
9225,105,Patoshi
9226,113,Patoshi
9227,115,Patoshi
9229,139,Patoshi
9231,149,Patoshi
9232,151,Patoshi
9236,158,Patoshi
9237,166,Patoshi
9238,173,Patoshi
9239,176,Patoshi
9241,178,Patoshi
9242,193,Patoshi
9244,203,Patoshi
9245,221,Patoshi
9246,232,Patoshi
9248,238,Patoshi
9249,240,Patoshi
9250,244,Patoshi
9252,245,Patoshi
9253,250,Patoshi
9254,260,Patoshi
9256,263,Patoshi
9257,265,Patoshi
9258,268,Patoshi
9259,269,Patoshi
9260,272,Patoshi
9262,274,Patoshi
9263,276,Patoshi
9264,279,Patoshi
9265,287,Patoshi
9266,298,Patoshi
9267,309,Patoshi
9268,318,Patoshi
9270,322,Patoshi
9271,331,Patoshi
9273,333,Patoshi
9275,334,Patoshi
9276,335,Patoshi
9277,343,Patoshi
9278,347,Patoshi
9280,362,Patoshi
9281,363,Patoshi
9282,378,Patoshi
9283,380,Patoshi
9284,382,Patoshi
9286,399,Patoshi
9287,400,Patoshi
9288,403,Patoshi
9289,405,Patoshi
9290,410,Patoshi
9291,411,Patoshi
9292,414,Patoshi
9293,417,Patoshi
9294,419,Patoshi
9295,427,Patoshi
9297,429,Patoshi
9298,430,Patoshi
9299,432,Patoshi
9301,439,Patoshi
9303,456,Patoshi
9304,462,Patoshi
9305,467,Patoshi
9307,470,Patoshi
9310,471,Patoshi
9311,482,Patoshi
9312,484,Patoshi
9313,495,Patoshi
9314,507,Patoshi
9315,523,Patoshi
9318,529,Patoshi
9319,537,Patoshi
9320,549,Patoshi
9321,550,Patoshi
9323,560,Patoshi
9324,566,Patoshi
9325,568,Patoshi
9326,569,Patoshi
9327,570,Patoshi
9328,579,Patoshi
9330,584,Patoshi
9331,591,Patoshi
9332,607,Patoshi
9333,611,Patoshi
9334,619,Patoshi
9335,621,Patoshi
9336,622,Patoshi
9337,632,Patoshi
9339,636,Patoshi
9341,642,Patoshi
9343,646,Patoshi
9344,650,Patoshi
9345,660,Patoshi
9346,662,Patoshi
9347,667,Patoshi
9348,671,Patoshi
9349,676,Patoshi
9350,679,Patoshi
9351,680,Patoshi
9352,681,Patoshi
9353,682,Patoshi
9354,687,Patoshi
9355,688,Patoshi
9356,689,Patoshi
9360,707,Patoshi
9361,710,Patoshi
9362,712,Patoshi
9363,720,Patoshi
9365,724,Patoshi
9366,727,Patoshi
9367,730,Patoshi
9368,735,Patoshi
9369,738,Patoshi
9371,746,Patoshi
9372,750,Patoshi
9373,751,Patoshi
9374,760,Patoshi
9375,785,Patoshi
9376,804,Patoshi
9377,808,Patoshi
9378,825,Patoshi
9379,829,Patoshi
9380,840,Patoshi
9381,851,Patoshi
9382,853,Patoshi
9383,854,Patoshi
9384,855,Patoshi
9385,866,Patoshi
9386,871,Patoshi
9387,873,Patoshi
9388,876,Patoshi
9389,883,Patoshi
9390,885,Patoshi
9391,886,Patoshi
9392,887,Patoshi
9393,900,Patoshi
9394,901,Patoshi
9395,903,Patoshi
9396,914,Patoshi
9397,934,Patoshi
9399,935,Patoshi
9400,936,Patoshi
9401,946,Patoshi
9402,956,Patoshi
9404,962,Patoshi
9405,963,Patoshi
9407,964,Patoshi
9408,976,Patoshi
9409,977,Patoshi
9410,983,Patoshi
9411,989,Patoshi
9413,992,Patoshi
9414,999,Patoshi
9415,1003,Patoshi
9416,1010,Patoshi
9417,1011,Patoshi
9418,1013,Patoshi
9419,1014,Patoshi
9420,1017,Patoshi
9421,1018,Patoshi
9422,1020,Patoshi
9423,1021,Patoshi
9425,1029,Patoshi
9426,1034,Patoshi
9428,1047,Patoshi
9429,1053,Patoshi
9430,1057,Patoshi
9431,1069,Patoshi
9432,1090,Patoshi
9433,1100,Patoshi
9434,1106,Patoshi
9435,1111,Patoshi
9437,1116,Patoshi
9439,1128,Patoshi
9440,1133,Patoshi
9444,1157,Patoshi
9445,1160,Patoshi
9446,1161,Patoshi
9447,1163,Patoshi
9448,1167,Patoshi
9450,1172,Patoshi
9452,1179,Patoshi
9453,1183,Patoshi
9454,1189,Patoshi
9456,1200,Patoshi
9457,1201,Patoshi
9458,1204,Patoshi
9460,1205,Patoshi
9461,1207,Patoshi
9463,1208,Patoshi
9465,1210,Patoshi
9468,1221,Patoshi
9469,1232,Patoshi
9470,1239,Patoshi
9471,1241,Patoshi
9473,1242,Patoshi
9475,1247,Patoshi
9476,1262,Patoshi
9477,1284,Patoshi
9478,1288,Patoshi
9479,1291,Patoshi
9480,1298,Patoshi
9481,1309,Patoshi
9482,1311,Patoshi
9483,1313,Patoshi
9484,1325,Patoshi
9485,1332,Patoshi
9486,1350,Patoshi
9488,1352,Patoshi
9489,1355,Patoshi
9490,1359,Patoshi
9491,1361,Patoshi
9492,1362,Patoshi
9493,1377,Patoshi
9494,1383,Patoshi
9497,1385,Patoshi
9498,1387,Patoshi
9499,1388,Patoshi
9501,1389,Patoshi
9502,1395,Patoshi
9503,1396,Patoshi
9504,1397,Patoshi
9506,1401,Patoshi
9508,1403,Patoshi
9509,1404,Patoshi
9510,1405,Patoshi
9513,1412,Patoshi
9514,1418,Patoshi
9515,1424,Patoshi
9517,1428,Patoshi
9518,1436,Patoshi
9521,1446,Patoshi
9522,1449,Patoshi
9526,1453,Patoshi
9527,1457,Patoshi
9529,1475,Patoshi
9531,1481,Patoshi
9532,1493,Patoshi
9535,1498,Patoshi
9537,1502,Patoshi
9538,1505,Patoshi
9540,1508,Patoshi
9541,1515,Patoshi
9542,1516,Patoshi
9543,1529,Patoshi
9544,1534,Patoshi
9545,1539,Patoshi
9546,1543,Patoshi
9547,1544,Patoshi
9548,1545,Patoshi
9549,1546,Patoshi
9550,1549,Patoshi
9551,1563,Patoshi
9552,1574,Patoshi
9554,1583,Patoshi
9557,1590,Patoshi
9558,1593,Patoshi
9560,1602,Patoshi
9561,1609,Patoshi
9562,1610,Patoshi
9563,1611,Patoshi
9564,1618,Patoshi
9565,1625,Patoshi
9567,1640,Patoshi
9568,1644,Patoshi
9570,1678,Patoshi
9571,1679,Patoshi
9572,1684,Patoshi
9574,1685,Patoshi
9575,1689,Patoshi
9577,1693,Patoshi
9578,1695,Patoshi
9579,1698,Patoshi
9580,1702,Patoshi
9581,1706,Patoshi
9582,1709,Patoshi
9583,1718,Patoshi
9584,1731,Patoshi
9585,1736,Patoshi
9586,1744,Patoshi
9588,1748,Patoshi
9589,1754,Patoshi
9590,1756,Patoshi
9591,1760,Patoshi
9592,1771,Patoshi
9593,1779,Patoshi
9594,1784,Patoshi
9595,1785,Patoshi
9596,1801,Patoshi
9597,1802,Patoshi
9598,1804,Patoshi
9599,1809,Patoshi
9600,1813,Patoshi
9601,1816,Patoshi
9602,1820,Patoshi
9603,1830,Patoshi
9604,1841,Patoshi
9606,1842,Patoshi
9607,1844,Patoshi
9608,1846,Patoshi
9609,1857,Patoshi
9610,1866,Patoshi
9611,1867,Patoshi
9612,1869,Patoshi
9613,1870,Patoshi
9614,1874,Patoshi
9615,1877,Patoshi
9616,1885,Patoshi
9617,1886,Patoshi
9618,1888,Patoshi
9619,1890,Patoshi
9620,1891,Patoshi
9621,1894,Patoshi
9624,1900,Patoshi
9626,1901,Patoshi
9627,1908,Patoshi
9629,1919,Patoshi
9630,1925,Patoshi
9631,1929,Patoshi
9633,1930,Patoshi
9634,1931,Patoshi
9636,1938,Patoshi
9637,1940,Patoshi
9638,1941,Patoshi
9639,1942,Patoshi
9642,1945,Patoshi
9643,1948,Patoshi
9644,1949,Patoshi
9645,1961,Patoshi
9646,1964,Patoshi
9648,1965,Patoshi
9649,1971,Patoshi
9650,1973,Patoshi
9651,1979,Patoshi
9652,1983,Patoshi
9653,1984,Patoshi
9654,1992,Patoshi
9655,1994,Patoshi
9658,1995,Patoshi
9660,1997,Patoshi
9661,1999,Patoshi
9662,2002,Patoshi
9663,2003,Patoshi
9664,2005,Patoshi
9665,2011,Patoshi
9667,2012,Patoshi
9668,2018,Patoshi
9669,2029,Patoshi
9671,2031,Patoshi
9672,2035,Patoshi
9673,2037,Patoshi
9674,2038,Patoshi
9675,2048,Patoshi
9677,2056,Patoshi
9678,2060,Patoshi
9680,2070,Patoshi
9681,2075,Patoshi
9682,2078,Patoshi
9683,2080,Patoshi
9684,2081,Patoshi
9685,2087,Patoshi
9686,2096,Patoshi
9687,2106,Patoshi
9690,2108,Patoshi
9691,2109,Patoshi
9692,2111,Patoshi
9694,2125,Patoshi
9696,2134,Patoshi
9697,2136,Patoshi
9698,2142,Patoshi
9700,2143,Patoshi
9702,2157,Patoshi
9703,2166,Patoshi
9704,2170,Patoshi
9705,2182,Patoshi
9707,2186,Patoshi
9709,2192,Patoshi
9710,2197,Patoshi
9712,2224,Patoshi
9713,2227,Patoshi
9715,2237,Patoshi
9717,2266,Patoshi
9718,2270,Patoshi
9720,2274,Patoshi
9721,2276,Patoshi
9722,2280,Patoshi
9723,2281,Patoshi
9725,2290,Patoshi
9726,2298,Patoshi
9728,2300,Patoshi
9729,2309,Patoshi
9730,2319,Patoshi
9732,2320,Patoshi
9733,2337,Patoshi
9734,2347,Patoshi
9737,2357,Patoshi
9738,2363,Patoshi
9740,2374,Patoshi
9741,2409,Patoshi
9742,2415,Patoshi
9744,2419,Patoshi
9745,2424,Patoshi
9746,2430,Patoshi
9747,2448,Patoshi
9748,2449,Patoshi
9749,2458,Patoshi
9750,2464,Patoshi
9751,2480,Patoshi
9752,2492,Patoshi
9753,2500,Patoshi
9754,2513,Patoshi
9756,2519,Patoshi
9757,2535,Patoshi
9758,2538,Patoshi
9759,2543,Patoshi
9761,2560,Patoshi
9762,2565,Patoshi
9763,2566,Patoshi
9764,2569,Patoshi
9765,2573,Patoshi
9766,2575,Patoshi
9767,2576,Patoshi
9768,2584,Patoshi
9769,2588,Patoshi
9771,2591,Patoshi
9772,2593,Patoshi
9773,2595,Patoshi
9774,2596,Patoshi
9776,2602,Patoshi
9777,2603,Patoshi
9778,2608,Patoshi
9781,4,Patoshi
9782,19,Patoshi
9783,23,Patoshi
9784,26,Patoshi
9785,29,Patoshi
9786,31,Patoshi
9788,35,Patoshi
9790,38,Patoshi
9791,45,Patoshi
9793,50,Patoshi
9794,52,Patoshi
9796,61,Patoshi
9799,63,Patoshi
9800,64,Patoshi
9801,67,Patoshi
9802,95,Patoshi
9803,102,Patoshi
9808,112,Patoshi
9810,116,Patoshi
9812,118,Patoshi
9813,121,Patoshi
9814,122,Patoshi
9815,134,Patoshi
9816,139,Patoshi
9818,143,Patoshi
9819,146,Patoshi
9820,148,Patoshi
9821,155,Patoshi
9822,165,Patoshi
9823,166,Patoshi
9824,173,Patoshi
9825,188,Patoshi
9826,210,Patoshi
9827,218,Patoshi
9828,222,Patoshi
9830,230,Patoshi
9831,245,Patoshi
9833,250,Patoshi
9835,251,Patoshi
9836,252,Patoshi
9837,253,Patoshi
9839,254,Patoshi
9840,257,Patoshi
9841,263,Patoshi
9842,264,Patoshi
9844,287,Patoshi
9845,290,Patoshi
9846,304,Patoshi
9847,307,Patoshi
9848,308,Patoshi
9849,315,Patoshi
9850,327,Patoshi
9851,328,Patoshi
9852,330,Patoshi
9854,334,Patoshi
9855,352,Patoshi
9858,355,Patoshi
9860,357,Patoshi
9861,368,Patoshi
9862,378,Patoshi
9863,386,Patoshi
9864,387,Patoshi
9866,408,Patoshi
9867,418,Patoshi
9869,420,Patoshi
9871,426,Patoshi
9873,427,Patoshi
9874,433,Patoshi
9875,435,Patoshi
9877,437,Patoshi
9879,440,Patoshi
9880,446,Patoshi
9882,455,Patoshi
9883,463,Patoshi
9884,467,Patoshi
9885,469,Patoshi
9886,473,Patoshi
9889,485,Patoshi
9891,496,Patoshi
9892,499,Patoshi
9894,503,Patoshi
9895,504,Patoshi
9898,517,Patoshi
9899,519,Patoshi
9900,535,Patoshi
9902,542,Patoshi
9903,543,Patoshi
9906,556,Patoshi
9908,570,Patoshi
9909,572,Patoshi
9910,577,Patoshi
9911,581,Patoshi
9912,584,Patoshi
9913,585,Patoshi
9914,586,Patoshi
9917,587,Patoshi
9918,595,Patoshi
9921,597,Patoshi
9922,615,Patoshi
9923,617,Patoshi
9924,627,Patoshi
9926,631,Patoshi
9927,632,Patoshi
9928,635,Patoshi
9929,638,Patoshi
9931,641,Patoshi
9932,645,Patoshi
9933,646,Patoshi
9934,650,Patoshi
9936,654,Patoshi
9938,656,Patoshi
9939,658,Patoshi
9940,661,Patoshi
9942,667,Patoshi
9944,671,Patoshi
9945,673,Patoshi
9946,674,Patoshi
9947,675,Patoshi
9948,677,Patoshi
9949,679,Patoshi
9951,681,Patoshi
9952,688,Patoshi
9953,695,Patoshi
9955,698,Patoshi
9956,704,Patoshi
9957,709,Patoshi
9959,714,Patoshi
9960,721,Patoshi
