block_height,recipient_hash,reward_amount
7896,1762NXpHwMdLJoes3WjrNsQ3WEUCt9cNh6,50.0
7897,181n8fniHHdz1s2XbChnQ9VwWHbxWG72ty,50.0
7898,1Pwb1zQejjx1Kp9LwPcfkQzScruFWFCzEM,50.0
7899,1K3MvfUMk7h1VhUjsb3bYiz9LH2KgcuwY,50.0
7900,16HjEkbK3oVqCv8DjZxc6dY13rSA6oxSZG,50.0
7901,19mo3KHsFGqiMtbYi5izrxesXzK5ruHZxo,50.0
7902,1MU7mUgARGmAEWUxdwVmMnMwAt9LEXMPWG,50.0
7903,1PMSrb6FhMoiT4D1drMVCjzCguRmwSMWF8,50.0
7904,13nrgrXbNiTztUWpjo8MZFDwPizChte2JB,50.0
7905,1L4LQ8i9x6RTn4ZzxScPrQygUdj5eSF4ew,50.0
7906,165m4tQvL9V3GytY62DoVNaRC1azZM8rrb,50.0
7907,1MS3BnLAHc8ACMSg8wsdgr4gJ1XYD5rhen,50.0
7909,16BiVkxk66D6DC7jFpwKCEp4JxWL3B2G5E,50.0
7910,12XYMD6gkXinvJqXAUMAHuntVefuJgx16K,50.0
7911,18C3AX4fwLtkxzfi4ucdoKcioepuLS1Tgc,50.0
7913,1919xkBygnWv1Bwsh46a7DEvc3pohqDcHa,50.0
7914,1SW5xm4SgtoiEgngGdjRUKYpmquQAVHVo,50.0
7917,14umNm8Cz9EYJsdp1dPR3iWs5ViqcPfvKp,50.0
7918,13FuoVM3BrYGfAd2c9vRTtqJQYbXSsbJHx,50.0
7919,14vkac2KXKokX4Z9eueufmhabZWZxeNW7d,50.0
7920,1DyfdRihd6X444e1wfkhxaNGjJivRTAYFv,50.0
7921,17gQea1KDbXX17wfjvFmrkmQGut1QVqTv,50.0
7922,1LCrXQd1ncb2k48eregwKm59s2Hydo6MQ8,50.0
7924,12RaQjw9XhLQFjUnfS9drqHm3mgDS6yYba,50.0
7925,1FMyeum8m7q3BPyNsD8ej87e8EFuzuzTbM,50.0
7926,1w6kahiAzitnyE65syuHSjj6XL4b3xxK7,50.0
7927,18oYJFc8BWyx9B7xMGDSdWNRtboA2Qg9WN,50.0
7929,1Jts6KdTdocpisfS5uWt5K39ZN2uTGvxXJ,50.0
7931,1JTrsqc1kGnaxYmoiJaJT5jiGcU69cfsLW,50.0
7933,1MUhYrFvLJWfGkDpuCxvkyYLzhGuQiV2su,50.0
7935,12piDebzq38hSeFG5paA7sxqkCD3MaLAt3,50.0
7936,1DRJ573Ab4NMkiMd4QZCAqLEyDjsr6FZeQ,50.0
7937,1HwheHg8bna8SorjAQWmTcJwwM9skpH1MP,50.0
7938,1LKEQHRiML4JPG5G4oC3UJngRisCX59NK2,50.0
7939,1HVVVPMfKPtd6vZanxvGbTUjBEELB16Rya,50.0
7940,1FUfLL652xHHLu6amAa3YkYBMTecYQ4rnP,50.0
7941,13qyqJBDPnugbJaES43kFEpgRuvTYVFFdb,50.0
7942,1LGwPKBRWy8MrSgUz67X4TfhkDx2XLGy7,50.0
7944,1FDYRzALYNkUv8qTgFCVNQZgwFZ8SyHDJT,50.0
7947,14MJe3i31vbdufwcyrBmydTouBgZqVcKKz,50.0
7948,16kFdP2ULRuGEKcfGQm8wo2vuRM8FGXP3V,50.0
7950,18dwMFmDz7V2DnCjtAxk9SEEdEXoCGUc68,50.0
7951,12g8zqDcTKT4BNPQ6waQsd55gtxNopHked,50.0
7953,1Ma8QNhLmrSzaQdL5FxxySEnZ5GTdrj1MW,50.0
7954,14E8GmsDr59q7Gytf8ChXHTxkhbDK8mHVH,50.0
7955,19SbLw5eMUz6SFZuUBKdWdJhvxa4kpgA8z,50.0
7956,1JsgWeCsGiHyNLgMTQAMyxoKiiHcReVqnn,50.0
7957,19HyVK6UdsUywQ4BMa225mtrvrY2p684xu,50.0
7958,15MTCCyFsg136nwV4mnPoCBSQKMsLHnSYJ,50.0
7959,1Q93rU7Pfqf5BCngRTVtxd2YBpVWomB9TY,50.0
7960,15ryWQSrAvVsUAQYbAF5Mop3qurLdsQy6w,50.0
7961,1P6oU6Duc6jCE7hRBMub2so6Cdc11NY4TR,50.0
7962,1DxVnBx9FQGAFy9KcDoBvUZ2SLzh3VYTyM,50.0
7965,1GG3htMpDA9Ag2CZYFzjDEWjCegkbbnJh2,50.0
7966,139PwuYJV9xaXJuwNeWCYC4h9wzrn8Zd5Q,50.0
7967,12SYpKqqR8Eayo4A77yqiAF7hkQ4SCaXmk,50.0
7968,1EKaRmWMv7B1p5iD1eCiExEGwvQuAAhVUV,50.0
7969,1BuU7cbhCewswUzTBUYomHmK4eMrmbDtkR,50.0
7971,1EPLxxnMdX37i2APnD11bavzGQ8KvXbc38,50.0
7972,1L8R9YyAuyLXrfNCF1LsVk3CoFK7koea72,50.0
7973,1JmdMcYhh94wdVu8n7zRek9bXTFNzZTogH,50.0
7974,1KiU6tisTgo1jUKUmFNHQaDQNCjER3jGVc,50.0
7975,13KmY8PFGoCQDVshm6jvfW3ExdfHJNT3vX,50.0
7979,1BAYEfx9VsMcJngWg9P8uwAMcm6YGeAa3V,50.0
7980,17HUG6fq7sPRZsZhP8ACE1qNDLeG9FDDaM,50.0
7981,1NjbJT58Ny7m4x7D5va7W1c1rbc2hor4r3,50.0
7982,18CmvXDpd3sxExA7VqmHZZTWRwBsFRhk6t,50.0
7983,1MwYpbzMGRDhxxyPGX95kmG33TL2cVfXaE,50.0
7984,1B6zGkoSSp3rW4RGLhf9xtG7L4jeAP8Fww,50.0
7985,1MvjHXkAReh2FXAbjkH1UQDBUjZTKofYrX,50.0
7986,1B1PvgJgPeSfNNDVnkSX6431Gv9bKDb7FY,50.0
7987,13tydA4VX7PfqT7rj3BQqdKoiPhdd59CKP,50.0
7988,1C8FB3zasHKhUpQqpSTheSvNgZy1NVTGLZ,50.0
7990,1LRA3rKMKNK5i78gCUkGbML3j8bHZ3Vuzr,50.0
7991,1KxGSEY5k3MbDxk8uKMKpFWBWuQyxYADHx,50.0
7992,1NKhPXvgwWcwsAGubGHPcs2QPP7ufg9vHm,50.0
7993,1344dJBwq9zEXUKV841WfVLmESYZFXUzBL,50.0
7994,12Praqbotb63v17K66tGCfbVznxNuH5wkP,50.0
7998,1Q4XbTf6FReBJNS8AnVJhMbecUk8rCUEZS,50.0
8001,1P2CrHQa14CUnYfPLyVQqnu36Dwqgkcq5G,50.0
8004,1PGKdFBZ2vmKaoMBz1X4WZN9XuuBKifKi5,50.0
8005,13qrujUPt2usJRrtbZ5SHzNWgQ58dkDNsD,50.0
8007,1Lpd93NL5h6cWS9MLEVrGau2SRLfZpJWA6,50.0
8008,1J4RRupcvwVZt5XVxFqfYRT2MepdrFuM1a,50.0
8010,198MK24FhV7HjyJfTVZjqPLCuN7NNppLxP,50.0
8011,18bo9begEvyivt3tTpAHknHwufVoPapjb2,50.0
8012,1MiHBgnzSw1sAWSUj1Z62C3J9Rts5nHQGN,50.0
8013,1MYAzWJ123p3GMZj2QnSwetWPAwGL1dSY5,50.0
8014,1AfTJ72cgD8QD2YKqS5xoWJRenFxF8LEw1,50.0
8015,1LVSXfpzkXLE6MxVpad4GKqoLFKm2WTFdA,50.0
8016,1Bpeq31sBtwRSnGhtHUKCzp8cnQdUkExtg,50.0
8018,13SMoQsqUFWZcH48U3Qq4Q5gZbm8b3vzPG,50.0
8020,1BiW5hYPEPqCMC9QzewF7568wGDEH4wF1Z,50.0
8021,1LC6YcjqH4SRo2cWrM4RKkfwdg8uVookYN,50.0
8022,1Mri7HWC41tcVCJY7LJAYofHHknC46Nx2E,50.0
8023,19onNdMKx56UodF6dcFAjbdyD9gCZssw6m,50.0
8024,1C6c3kPMvLuJmaUeZQHj3Fm6Ep8oNBeJxc,50.0
8026,18UPqJt9dH2LyAttZa6uDKHzg1yqYMuwt1,50.0
8027,1gLp5uC9Z7jk4QvvQHftSxU1D1FSv9MAV,50.0
8030,12amCjD8Kf6mNgHyGJ4vWxVrXbcRyNbVKE,50.0
8031,13yLq9jtvG3SADgUNSEvShM3LjLfAfWwsm,50.0
8032,1ScRHVvxvkdQHQ6mT8ZGiYPiDK3nwUf7p,50.0
8033,1C13jRbWS5pG1ZnEzVBZVqYeTZ9hq7QvNM,50.0
8035,1Ax2o3HmpnETYTVzGaLZuU5b5bL6Qe8kEe,50.0
8036,1G43kHGF4QEQpEypAjMpxqZZzUoxEy4psu,50.0
8038,142bw71YQgkkfMapQBaz2HYEiTXvwT9TBj,50.0
8039,1KdYAMRvVdWxFKnYkaeAEcdeWfPKh8nf21,50.0
8042,19EEbVnd59YpsQtZvozSttsFHuNCvuLkzv,50.0
8043,1M7pkkk8BQHxYhdKUhBjokGDcJ4A2sefFk,50.0
8044,1Ev7PmfSL8N2a8iK6mTEKVcXZYpT2WvcAp,50.0
8047,14eTdP1qoaBwPYjVAuovpsPx8Rg3VhnSkA,50.0
8048,1P1MVa1S7FmExpC6riae34xHyzn9ug1wvF,50.0
8049,1DcnfhVi4MCKD69JTkMP1iyuaWNUPpQBCT,50.0
8050,1H3Pnf9Yj3XgxEbtyyurG1Mbm4Ht7XfrXk,50.0
8052,1DuFk1656mskeJ96LwFyajDt6afcpdHipG,50.0
8053,13abnueHoacxKgkw2u9ufLXVT4BNB7fKRN,50.0
8054,1APSVtiuXHA4hbLFEKtimcghdra2Kbodwi,50.0
8055,1FsRReaPDzGkzUvcRG2bGMVAfWWwq653X,50.0
8056,13jT36a9jVzL1KUCGqBYt9LtcZsz1vPNfF,50.0
8057,1HvXRRZTtryrMx9sY7FqeQZxySBitwCsc4,50.0
8058,1K1MinszmurRSjEmGTk5DLe619VBR2DPAn,50.0
8059,14GwqEHN8Vi63uLPnNGpKqrsUmhBii7zMr,50.0
8060,19U8NFMjLTkGCxrMbcLTK5RpovSG97Ps2r,50.0
8062,19rG5xCcm2wNXo3F7NUGUgibzxX2ZzxjXa,50.0
8063,16s1jWWRck8SBQbbx59mHS1D3XP6stweCR,50.0
8064,1BJH7EQRwPRh1qWH96SqQFQkL7sfPnDV17,50.0
8065,13773ed49YHnnb8fSdFFUFzYqMVcH42wcT,50.0
8067,176XndcQLM2wRGaKfAmwZMWEXu2gV72M1A,50.0
8068,1BbN63tWL3zPMXRE2A1D3JUTDK7CeqTW3o,50.0
8069,1HTt5g2GjueqZbBrXHhxqyJP4PGTrQR5ML,50.0
8070,18EuDVSsSjn1jVEPHS3ojdHQcJtdjecHJA,50.0
8071,1K797SDcreNLoLHubNMAhtG1whTovYDw1q,50.0
8073,13FV1XY4KPdu1qHTP6rACSK3i3is34BHGQ,50.0
8076,1GypsxDUjEH8PFbB888YLAWVLH8cu8eLka,50.0
8078,1LJjvAXgDTkfmbSjhWv7VgT3aSQm1PXbh7,50.0
8079,15BjCP6jMjk9WMpLfuVL8fDKnQet1sPuQw,50.0
8080,1BWbLhvhnLusViWRDLx21ZQW1CTJw54ieb,50.0
8082,13EMo5wccSm6QiA8JREJ5pUfRcBZWebzEk,50.0
8083,17NZEarAdXvbgLo4oqPpsawmBvgP5ErHPq,50.0
8084,1FzPjq1QVPGqNARYcDBs8UBePZrRxmVbZP,50.0
8085,1DQzD1N7kiGo7SJXfPaYjfAAqedk7jz5y2,50.0
8087,1KpZKoAmSTTqF5N5U9ewsG7djVWK26UWWn,50.0
8090,12hCtUgVADZdSZEhZxeNEZVoNy8SD5RKrj,50.0
8091,13zimXiGhEc3tc7VFXfPHRvDsa1jcQ1zUz,50.0
8092,1MDC8dfhL9YURZxxSnEPGBuUrU74oPkpBU,50.0
8093,1CgFypX6K9RZHNuoxuSphUbLBeMaUvcFHY,50.0
8094,1Cty7cfMoaqZzmoojYpmy4BAUm8Y2sAWrg,50.0
8096,1LBHp2MJBhmNgibw57DF3CnSzgJoNP1HnS,50.0
8097,1AeBe8syMKbxw4wbXYuufViGUHHRk3d28w,50.0
8099,1NGN9QV5Jo2xAa3wPp3qtwdkwYYnZxd3Gq,50.0
8100,1Dxgwmiz4GR358r8UN2J31m6mKAHNHJ93N,50.0
8101,19y9nkXyJGhvtR9qYMHXRBrXrPSkY3go8d,50.0
8103,1PffsYvQG3aZcNdb44QBwBXEUXMp9neB6R,50.0
8104,16eVFwpSKEVK2ytxaDJm5cqwSDyY9Ppzmo,50.0
8105,1Cqpb5H3DBZynDXR9Wg11KpmDtVGWW1jrH,50.0
8106,16asCWBjV13CDP6SWnTqaXwyqVEmaFRjxg,50.0
8107,12yWFJXsriG2gVYHcfv7yk4MCF5iocygXX,50.0
8109,166Wpdj3F4S2E4m5q61RVqL5S3xwJmjaKQ,50.0
8110,1GTDythWHdscfM7r2682KEzJJFDnMgauXd,50.0
8111,143YcYeFTHaFokyEid67ggUw7Xw3V757gZ,50.0
8112,13Ehq9A1iVRTYAMuv9zaGSAkZCcdq24XnX,50.0
8114,1B3PtANEVgYvhbt7NtoqbeKyUBJ18vyHkH,50.0
8116,1MBCNJQBsB45YKkxvHnC1Zvdjs6weLdiTp,50.0
8117,1XXHSLzJvZKfeJCuBgibj6rD4W694z1dS,50.0
8118,1JQX4k2gDmscYi6gzQjrzy9rJrsTKgSXTw,50.0
8119,158A4xzjJYJMHjyaNv227Hn9oune4v2mVx,50.0
8120,12LM4ES6742AXmrGqV8TmqkaMnyedbkoxn,50.0
8122,1PzyfpnrtUzRdsddaCxGryEgMfBzHurK1E,50.0
8123,1Fy9sw6venNWUmVxqjXG2UHJjM1Eq3V63G,50.0
8124,1H1NDQU8jCKfKuZ2wjqY6ogvNqVqpNZTWM,50.0
8125,13WsoyzrGch4sRt1cpKgoHKDdoJKbC19eT,50.0
8126,19P96odqyKdUPCRNLXary926PzQBhrYi9u,50.0
8127,1JgLBA2ppLbsm4dwcVkx4ggK2g18sGbQsN,50.0
8130,1NQU3KzfPpwRuGenA8qdPRnVoAopRzMYYJ,50.0
8131,14aRw8kkFEDQwTh1MdGy5LTbMyp7fjjvCg,50.0
8132,19mmXxMpRJfVv68q3F2UvoZztwRgphGyr2,50.0
8133,1Ehp5zjvLmQqeeAD7e5NWS7JRMEY6wy8gW,50.0
8134,1KhXaeLXvt2Q1UkHQhmGzVJBdC3vA2bYAV,50.0
8135,1DrNr9eAx3i1AVSNwdaiJe8tERdQpReGBU,50.0
8136,1P9GZG4vyW4bXRrN4itSrrSqZ1vwabNPYs,50.0
8137,1BYN4qSmRp2eURB7j9Ghx273QM87gmVXh4,50.0
8139,1HrzvmhT2d3QzZK4pXDNqux2jZMVCuLU6S,50.0
8140,1PWhB5xXU1icipfmW8AdRhsPzhcUQ963LM,50.0
8141,1JYNY3d5dT7SRr8mBCuUFUGTWccKtCu9NB,50.0
8142,1HKmcSCXCNku5RTYL6pvNYpJDGwmwBUbsv,50.0
8143,18zGoVzrKmbbyCB85RVrX6jVGAqY4r4Ja1,50.0
8144,1KH5bh2VBbwwskh4tiSDtUeJBsBthThhxe,50.0
8146,15SEvP8uh8kczFzX28F7UvUkTyV2CjwYVq,50.0
8147,19mwxQEq5HFg9g8DEh6f89U5keQH2pboCZ,50.0
8148,1PUf4rYK3AsAxGgxPF4M8sv1X5f3nzgQnM,50.0
8149,1AhUL2DX51CS541AM89DqQufN4dyFLUnFA,50.0
8150,1PNpQpBHQq2x7GDKKMhfCzeAodcAW6QbpR,50.0
8152,19KcGzVSkuNasjchSFMLZ4tsbTSD1x1eiL,50.0
8154,16RN8LGJSb9RvqmHaEwdXuawNBimzbuYW8,50.0
8155,1J4hGSTNnwegLEKuJR8ZZpfHCeJRAzWF5z,50.0
8157,1Lccvc2ZayooAoxaqsqy9pCbS3LKLpo6XL,50.0
8158,15iBUncFwm2MJ4HKeZPRquaVnSaA83rPmG,50.0
8160,1Bi572tStNSj2HmceU3y6hdHBDR2z6sQfS,50.0
8161,18g2H9PqGyNeUkUZRzszKPaW1D9m8Yp7ww,50.0
8162,1NVHV19Z7UzDNReXopW4SqErHGBSRvVz96,50.0
8163,19figtVucdCEV4p9Xdh3fKTEKXG6K9u1ed,50.0
8164,1F9BF6piMENFPRNqrrWWna2qGmMFUjYQx7,50.0
8165,1Krjo4EzZhi1jXWoyZytruk2fMrUhaJwkt,50.0
8167,1JzakCJ6SMLWPNJWn2a6ab6U1xUNpMt1DS,50.0
8169,1EEmVaPfBQeQJfBh99iuaHgpvEWJrGN8Rh,50.0
8170,1889wbp75442auY5Yxwj2CwPmLLrHDFejy,50.0
8171,17Y6fDAztStpV7fXDRD1SJjTPgSaMvuvVT,50.0
8174,17zcq5mhBrchrTgF37sEty1WuRfmjm8Y7c,50.0
8175,13v9EUfYZKXqXUEmW8fd9rhtYdnb7386Eb,50.0
8176,14xK6jwAYbCCfG8GUz6SRH5uejzTFdVULX,50.0
8178,1EUtih65vz8pJMrhPUa6Ex3btzaWXsmNpi,50.0
8180,1841wpToLi3Aw1KCHw7Q7EhxsNwaHiWWUD,50.0
8181,1GtfXLenUKLW5zVJLtQCxvdCZf3e5ScUg2,50.0
8182,14V4BwzbeTZ7L4KSVikrY1bVfA1v65u16a,50.0
8185,12xJP57vV1oTZefFKxqDrUnyuMWHnJzLfz,50.0
8186,18CopfpDLG3ajk3g1f2t3YJmFaNLCtEqLs,50.0
8188,12AWAGG2VdboFo8M47rJacrLPWu9bSZ3Ja,50.0
8190,16Ar15uFwxj51WKZLLmdTbNG17ttJLH9HV,50.0
8191,1JYKzEhBdyh9LBkBnqqE6DGzG1hF8AMYsq,50.0
8194,1AGmv7SnChNc98vuw1ah8qLUq9oAUMMwp7,50.0
8195,1L7LGHimzZ4FFVeWNNvgz5AiUcfbjoGUWR,50.0
8196,1ApxbRrHH2ZMi2X8N9XxCFtEKdM3H7YnQu,50.0
8197,1JaVRad2n5NNBXigE6hFDchfP1a9Lg2y33,50.0
8198,12yXKkPQSNeaXv3TVQqmrYQN8m85kk2Ywd,50.0
8200,18aHfvX5kqtLggZGRSiY7Lg2jiJRtqMnGC,50.0
8201,1NGgi5dgGcqq1QTgvXGrx2Yio1gPCKB7sW,50.0
8202,1BiUNSpP34QBYH533RrUFUDbFXP7YbEkhj,50.0
8204,1EP9T6BaJRQuYBUGiB14dBnsGHv4oSPXMY,50.0
8207,1A9GxaM17CMcbnycUeoJUKCPWkEUHoPK3T,50.0
8208,1BuN47UEvTsNqdQarxDF366B5yhv3ozNNx,50.0
8209,1PtHbzrueXWhfvxc5o7UGs9ja8Q8gPGfmD,50.0
8210,13UpV5qChxsBuQMbcg1v34WTG1P3RjWFMp,50.0
8232,1GcBVUfz6R6TdRFUwZ3JtFgQNkY44TafGJ,50.0
8233,194CBqyrGk572rwMFZya4HomDfkHsL1hRM,50.0
8234,16PnL8zs7xeDPYRpKiwnv6RN65YeFSQSX4,50.0
8237,1jaXxUvT2QaPEagkY3h3DWy5yaTMMtmcx,50.0
8239,1B1RafpjrPZ6LoFFnpgqbSBUPgnKCfcnhe,50.0
8241,1E9bHdaSBrfzjU5viLe83Au3PNX9UWHi2g,50.0
8242,1ZqsvqtDVjCDy1x9SMpWJsNh1RKH47XtQ,50.0
8244,1DnnLQKEgrQkEWpQ8F4Am62gfKoAk5Sfo2,50.0
8246,1Eh3xdTR561aQ96hRS27qaJiXgRmTdUjYq,50.0
8247,1DTJvHu6txbQ4mawrx73nz7f9bk6Xrcsnc,50.0
8248,1DZYEipqn8ENivVqs2AouhAsrFdfK9f22n,50.0
8249,1PXjJiwLnZ8d3rqnGUHLwD36dFCoS8UWPb,50.0
8250,1E3CePTeznmHpKnh34gaZS5AgBXVhHTc17,50.0
8253,1PDp7XJbB2WYdRvKRCxfXTsy4dCSm8FyWz,50.0
8254,18SEVPX4LqK7oMgAis9pURegtv7shoZFk2,50.0
8257,15tTT1p4JTv9Atzpp1yTyFL1LGo3tzk6zt,50.0
8258,1Rv5Na2baNafDkGQ5oRVKL7vTMKfK3yvd,50.0
8259,1LRRAfveWSxaUGMe7pkEbRNLK9NEx5pFg6,50.0
8260,1HfMMrPr64886frpT8eFX2X2jThxp4vTc4,50.0
8261,1PihJqRAqsyA2nhPGAq2phJJdZ9iZm4Nk1,50.0
8262,1BZQ1xsHXBR2tEFRi2VXw4Yuwk2mBDZVgd,50.0
8263,1AxHqdLKaZvnywJoXv3X87RrKCybg65Mr8,50.0
8264,1MQcYa4L5RnoVhn7fLEW5ViHeL9pKY2N5N,50.0
8265,1KaNNtV8goUk9tJyAXanNzuiMk8xnzciga,50.0
8266,13qNkiPUCV9GyKxR28op5c7hRSr2vmH4Gf,50.0
8267,1Ew7qkpy4zqkG1JgHwcUyDYGkfZNwdxb48,50.0
8268,1GxAnUhzMNjFgh1rWziFFkvGtUbkgnpEQs,50.0
8269,12wTN1AUE5FZTHAHeP7tC237foGpkdmLQL,50.0
8270,1N2WsBoYNYbPGePftAyunPhcRZM4GfcYsN,50.0
8271,1MhZB4zFAzc7AGm1LoScrFMG9w5YR4g72q,50.0
8273,1MqQKa6b2hYtPWB1vHbRW4LFgGJdGm51kt,50.0
8275,1EKozXwTHmchGAd4mYT8QWWp8g554SnfcL,50.0
8277,12cv6iseNeCAC7mMnaeopgd83zuD93pYAU,50.0
8278,1JB3Vy6FQQTdzT5jGMgoEs58nxyNBqHzUd,50.0
8280,16hCRDHC9Sjqc2R6gt3xcssb7aCBWDRKhw,50.0
8281,1MM9GtpPQ8j3zcY8H8K67zpBRDXtWHHqBM,50.0
8283,1JnoQ1brBJof58uNNye25j4XA8DtY3G3Xz,50.0
8284,1AD9nVxvj9GcbwkmJHAVRmwzUvDgxY5AaR,50.0
8286,12927RaLjZYqAoqge47BkCKTR9obZWAfyF,50.0
8287,1BsboMJ2j8JwiHqbvJ2p5sLVbHwSYUrYW8,50.0
8289,1JZyapXHhcm3fYb3nyuJXyHyxBAUKqokBo,50.0
8293,1HoZLEX4PXzz6b2x3he1UHZXxq7TqmXc5i,50.0
8294,124hxvryqoXyX6u69XpM9pJTmQv4V6Bbpr,50.0
8296,1tQYBh9WZi8W6Qy2C6qPyfW699K4VbDfi,50.0
8298,1FyjRRqdofAh5qAx6MkfFHdttbJT1vVGDw,50.0
8300,1CxqTH2Wo9tdNhCLeiS244Qr7PoNNZaZfW,50.0
8302,1P769V9zhM7sa8x4yWgnb1qwCK8G8bo5HB,50.0
8303,1GmHDj9QAi3pBWdpvSZFeU2ZLxLANVawqD,50.0
8304,1Es3kYB5mbXD6h7YL23i4nGi6mFT8u9j47,50.0
8306,1Mdwoii1r38D8wq4LvecN4pFoMBq16bovh,50.0
8307,1CXY4adRgAqJiy52YvQsWXR7socZinyZjs,50.0
8309,1DtUYMk16YPx2FhuiEyFtxgPxV6S3DozpK,50.0
8310,1MnHKLehNLsrwqj9VeVaQAE35hbD2A9VVL,50.0
8311,13fBLbqJP1amLaYNxBQz4FLs6CBUMKk1WY,50.0
8312,17L8tfCKGfczEeipzW1buW6obznozFuyfP,50.0
8314,1HTRjGyG1vrcCpqp9XR6osn3kza8TuNkKA,50.0
8316,1Kd96sjYirFdYPnLedb8fDocCmzkYFNhyT,50.0
8318,175r7kaQ6dc1fSWkzX4FCYVxLRkVw5A8yx,50.0
8319,17ixW8LUkHzzewV4HBNhtsFg1PpMMEwfuJ,50.0
8320,1P74mhfSrF67RxTRgcrodp1UmkSoqkxMjH,50.0
8321,1AVpKQTSWBx9HehR1CALF6MzNkDpanBJP6,50.0
8322,133oJSEvnbeayqD4eJ9LjvcyvwDzWTrPUr,50.0
8324,1LrvoC11saoKTtBP7HTokLMPXaQPSnbYXF,50.0
8325,1HgkQv5mJV1qZxZTzo6Zw6QdAW1uwYecGe,50.0
8327,1HkxC6qH6Qqt3SQg4eh6uQSWHoAzdFqbdm,50.0
8329,1PMGyCpW6GgFs5c6Xo1CiRCtoVcfAVHgKe,50.0
8330,1PM3x9yN9aaP9uhNzFSPB7hTafmmK4uBRJ,50.0
8331,13z1NguEdzvjuJVisQJqZhqoqEnwSBRMrz,50.0
8332,1P7deQdjtM4zgNQJtpFBthHw8tyLDrfM1M,50.0
8334,125iabAixLz1DhRYYj74XSjA9FWac6dHFj,50.0
8335,1BQjpBbCbmckaqqaQhN33owUrmmMfo71b2,50.0
8336,1Jju4EpSTRvEMriALZjvFY8EjQ2P72Agwv,50.0
8337,15HV4VG3dZMWgvrfZvPNBMUtrv8iqGffeq,50.0
8340,15giGyNbW9eY3xFWgeVw5y5WdRmnFk6xpq,50.0
8342,1DT9MdKw1aPXyKYLYUJznZrUy2ZnK3ykdf,50.0
8343,1Le9fBm4QiM7DCunNVpTKx2nRrwmkgscft,50.0
8344,1HCAasDn7RnL9zKMwF7Kz9BVtCRDCRMSxw,50.0
8345,16SYEmazDyZ5sSMkKJdneo3Cf47EcXLZAN,50.0
8346,1MiqhVXM2A1AfTs3LjQ97cxiawCTCfdM1,50.0
8347,171YeFdkEf15cZGbL93SSUaFJtEEmHweic,50.0
8348,1L1CtuPU5zcLt1fi9rRySyC5UuYjVGMusT,50.0
8349,1PeoK7oWh8AS9Jy5WZ6mv7YphN9SdLVQo4,50.0
8350,1HZEBRDH7MWq3sLo65jeGmxjzUtzSmkzCV,50.0
8352,147zATD8syKHb5NpUNMHtMbX68D21XY6Nz,50.0
8353,18epLDNfnhu5AEC4w1BrogJUmz4zSPTPA1,50.0
8354,1C65NTSSYB2sqrMncVLXx91N4SaWXp886a,50.0
8355,1CL5AhLYvBEHiADeBPvh3186x3jvvqKpe9,50.0
8359,1ADPFmNJj1fHgQNoviwdfrsZaNV5C3UNyK,50.0
8360,13WDiWZctP3ECUTNXHgrv4dHXpK8YxKnyL,50.0
8361,15f5fCGDsdoFdsSdFyD71poDDy94ScFrC1,50.0
8362,1Mc77knBJ9EWHniC9xgQdPywa3n3qzYJxq,50.0
8364,1EZdn4vX9EqbLk1dwAJKAXG7NkdrAyJDnt,50.0
8365,12DMnw57eBFL13iJz8m4Dq2123vSBz7RmE,50.0
8366,1B7JC56QDxkTbPRteTE4F5pNDC6AnUUavX,50.0
8369,1CebKMwwcHkyagnHiMjccpN4UhycaFqszA,50.0
8372,1GS5Sf4Jex85jTfYwPA7VhXpyefdK3jwmQ,50.0
8373,16CyPXLpDceLy3Nf5WbmyxgpTkxqhq9CDx,50.0
8374,1MBMQHe5EJGGpNJp7CFEr3yJ2fFoRst47D,50.0
8375,1jcReeVa9GkXAF21AgHWbpyrdhw2dQV7F,50.0
8376,1Nr34iNByyckmacsCGpet7NbU12pFF5r2M,50.0
8377,1P2YbR3ksYu7AQaHBgS1BJjUqbELwipHVd,50.0
8378,19Bg6dJ6wNgknb2cW8FiK9XdS6zE4ngDXN,50.0
8379,12RvqDhkgnogaoHtg7HCKVsQzm6EkPYEc1,50.0
8380,19JhCYpXVtbF9xsjqT6XFgSPVKr8ToGv9Z,50.0
8381,1CoJTdmfYmt2YWfjpZmNZQyZnirgEK69t1,50.0
8382,1NsnvVR2Juzk4G1zXWgsJsFPy1gQ6tTUxY,50.0
8384,1P3KS1U2iabQCunDxY5wrN7BdrA3BgmdSR,50.0
8385,1AtTCPdB8UWwNZJ1B3trq6jxR3gPU3s6En,50.0
8386,1EYzGgiqHQDkgZNhypYwheyEkGkn2emgWc,50.0
8387,1KX76BoyKKUQYzePtW8WSZS2UaLESCAWYB,50.0
8388,1DMEidMXgX9mRxcEic94FL3zhv7nzMBcLN,50.0
8389,1JCG2npErDhbjWJEt8vmN8MQLR5k2xGKNw,50.0
8391,1KiKKnvA2yFz5nL5Lxq1ESEBgnHPfgrdJj,50.0
8393,17FED1KwjD4kZqKmt6jXTPy9Fw4JuV79Rh,50.0
8394,1pgTvyYWXUMrduMhJZRrUzMoJDE5859gn,50.0
8395,1KGG4FULh1qwpRtxYDo1h8WgSDDjXpAwnn,50.0
8396,137MmksngY3RvaEMEDMD9HiwV6TzM2kwbv,50.0
8398,196gqrx1n8Lhjv5x1oEbw6qrHwx1zr1KQ7,50.0
