block_height,recipient_hash,reward_amount
33022,1L5XxDsFymzk211nRZkTxiPeYGnoWgX1hc,50.0
33025,19HkRv5kheXy1QcUR9RSuKQguRya5U1vZ7,50.0
33026,1FfSpu48uHPqUKgfuMCZPEHmfxqt7FXFRR,50.0
33030,194X4nRVjTikFDoKQ4tB5yF2jdUguzYvuB,50.0
33037,1P8F4DstzqjATWdWKwpWg6zdterPfarBku,50.0
33047,1L5mSpB6dRExB3zoLTGsdLmiNbi255jkmh,50.0
33056,12rMf1iMe6WSiECQ7SxjRWvkXCXYpPQbdP,50.0
33059,1BeJwBCrukJUfTqzU5fuqzbkU72Fg2H2Bn,50.0
33060,14vzCpaYusGPiqVhwTBJjxUra8L2PBhsix,50.0
33064,1Eg2m2KEuzTGVRDss1WJr1KMJysArBzei3,50.0
33068,1LziVemzPdsDW5T41Z4HHwuDSxvxLfevBb,50.0
33075,1PVeFprbKmJo4dq3P2xiPXgToUVKQXXX1v,50.0
33085,1BNzShHdyA9F27UE3F3wRb98X4cUd1eUTP,50.0
33091,18pE9F29Nq3sEyEVcQ9ReQCXCZ16RUzYzH,50.0
33100,1YEg56cFBBLBM1ju9Xdj8t98hswTTbhAn,50.0
33105,1BzvxUJMaSJbi3v9tbR4rwFLuoSFFSPEEP,50.0
33115,1CXNDyy9xoZnZE2tHZy7pHZKwSWamUXAP5,50.0
33121,1By4s4oXZrTCVp5tNz9rfmjdDmy1xu9Nwc,50.0
33126,1D75LssZukMviAuERjChoA6ZCBBNCs1Qc6,50.0
33137,1Aozdj1MumB4JBUYk3e4bBYwWRBM6VW76S,50.0
33143,1GLz9PTHGqeLRQ2ncv1SMS4D8USKY2Mq5w,50.0
33154,1N2wfkpGoU9z4Mw8WKQk7XHuDpHij3EL9P,50.0
33168,1CnQuwe5E3cQDiTg7bdkzS3Hiba3UjuWoT,50.0
33182,1Q1citMCzeTAfcoRznptXJnVb38qe7zcNq,50.0
33187,1Ah1vGxTdP6ro1TAhJRkU8PGY5pcrpMFnq,50.0
33190,1MnybtibapsCmrT8A679Aq26SDL79Qwx6a,50.0
33200,19cKqrpEFbcJi1A6jzkc38bhzJGctXBgH8,50.0
33204,14vRrwgg8M5cZyZgkMqzJt7kH9ggoYbqNH,50.0
33211,17jUPKUVCCH3t4PuH19iPGQWmEjVojanre,50.0
33215,15RM83sTwmunNf5CvhwTnqNk7FUmgJh9Jz,50.0
33221,1FFmqCpy3ev1tmUKm5ud8pW3D4DtS1BEbL,50.0
33224,1Lz5tkoD45ALyiSPckQMbwEEgQfjN7DNq4,50.0
33235,14hSU14HnQSvzTmFgYYJ7zfsZAa65HPtZD,50.0
33243,12d2ChLGys3yNhFXV3bXSRUYfyWHFSnzm1,50.0
33256,1DH5mg79DAMM8LYZXnx7LU2xN7BtP9siiv,50.0
33267,16Ssqy7UULqvhQtFWpj287U6hYd61G949S,50.0
33272,13weYpJmARcpnbjJ3DN4fahadkoRJ9AW2j,50.0
33275,1FiBBDvarMyFGLGdB2SLA23GMnyYcBVVmH,50.0
33286,13Af22cDF4TsY8B1Fkh4SPiSKWehmdqdgU,50.0
33291,1PnWP574sMWJz9XoY7tD62E387FedeJyjT,50.0
33294,1P9AEjPy2TpgFgctzNZYVqgAhtDPiAZPBV,50.0
33297,1K5UuVL1WFFV5HMK2biqoXChifHak13wr3,50.0
33305,15Cr7w5m5UQoCG77a6B7EqKHkLF7iT1pZo,50.0
33314,1CucdzgLbi5uvPX85YCHB9QoMnAyBeBhEo,50.0
33315,19GKyp2KqsRdvmUTqKCi1kUj6XTuPiRgne,50.0
33319,16pRZtQqL1gi7ELRW2Ji4jrJefUGTY28cr,50.0
33328,18ATxJf2fgfomf586rtvtCKBbSFZzRHDAJ,50.0
33331,1C1vEJjLdJW2jRNW91RqNKjjW8og5MwpTq,50.0
33338,17FGgrBdaWWTRJ3gxFky2PQpKwV83KBhmF,50.0
33341,12qU68sT5KdvDnJCkzzuDziBHgNH82Hr2S,50.0
33350,16tRPyoGP7tDYtxkfKf4DaU1jBrzZmbU9U,50.0
33358,16Rnt7hpTKrC88DZWgYra2XcXRReLwFcHa,50.0
33362,1ADYN7ekSKjAeUC5u3Ym1Th43kpU9Kj7Cn,50.0
33368,1KTrXLaFD591Wu5aw34ih6bHfQxLKpmfo1,50.0
33370,1GydYupE3oDryhneo1RUu32UuiD48eMfRm,50.0
33375,1Nxj6ruHN4eCF5qqXkzG4kyofYcoETSHEy,50.0
33376,1APENCJqWxLkqDXYvrTvJhksoK8y4mUptw,50.0
33383,1Q7bZ62XAxLfphRfUkHVrfjTGtqWDfcj8h,50.0
33393,1FWzoBzSo2FJxkUZpfBuT17CKDy7MYZGgM,50.0
33395,1CqiuQZATLkdVwcvwhzYQTGNPkR8PBxwUu,50.0
33405,1E2pDXNWZyCGRnsy8T96UVhvcmXDYu44m7,50.0
33412,1QFmFA83Lf7i8arEvqzopbi2GmQkWBhFSG,50.0
33413,1owaVU9qTsuBDJJKpxF4yYzvu66M9GT9q,50.0
33420,1Dxz3hG1na7TjyniqWjbrxM4KViZFGjWqZ,50.0
33421,1EeyACZHWnrAszPXC5woYjYKvWFBMia89j,50.0
33430,1FNhwCAGTWVGqnqe8P2HSyHQMHA5bsTJmP,50.0
33434,1Eq9y6CeNFheSxCTVfNCUF5jwmuELih1n5,50.0
33436,1D3HWh3QgF6j2oNoDgbgJWtcZYG4KvN7Ng,50.0
33441,1CJ9kscGjFEUcBcPtiLnpigzuiu9NJYd6b,50.0
33445,1Cb7YbyNF9gvm2R9GpQZp5C91qYnzoCsv1,50.0
33450,1KrWo8wADTH33ZGDQC59tQX6Ryobcdw7Mo,50.0
33457,16dhsfo4t7mwQt1H6wdA9gQrirkJeWP1yN,50.0
33460,12waKo7AhFeyBa4YSaJz98EwRK4nyybQYa,50.0
33468,13d8tTkTRZ1zPar5ayzw7um11q7Z1XS5Ui,50.0
33472,13JPYdjcfqttxHth3rJcCBdeoCwp6oF6dW,50.0
33481,137SbdyJcEm4BYTe45g3VxLeMshoKdzAzg,50.0
33484,16twGLAAdLSTri4fPSfBUFodwieZHNZJDJ,50.0
33487,1MYEY2HTSYahSq6C2o8ZQ6iMFYfQPaYNfB,50.0
33491,1PMEgJU5yjJFbB1bcVZuUUntK6ox8EwDBm,50.0
33496,1G6oWPtE4bnaHYqjMJSkCJqX9L5UvgcA2f,50.0
33502,1J6gtZrpVRtizGTU4EFX5WWNmiDMW9urV3,50.0
33506,1Hgz8RyRLdDCwAATsRkHwYXmWbqLvzDNWv,50.0
33518,1Lf4UCNrqRqq5bmHZJUzKFNmySwcivGGjn,50.0
33520,1HPSA4c9eiK29jCuhuDRGmYrxdZRnwCJST,50.0
33523,1BEFEGWoQornatsqWGgJg2KCMqgMuiyrPw,50.0
33531,16mLUaBTzraMZ9SHUEHym8m7xvZDRAsTxF,50.0
33540,1MzLFTHEBed1xx92qixhF5NRWwGKjekAx4,50.0
33549,1LYhgLuotcjeC1asJCdSto7dHwyUUoYgYX,50.0
33554,1jiHUxsGVzW7Zy6UrPY6S2ykZZXQzdCYt,50.0
33566,1L2w8gZSrxhESFqahXrBSUqait76drgwPL,50.0
33577,16gGvEKrkH4hjrhUQbReaFk3xgTa9WzoGw,50.0
33584,1NLZn2zLzvFMvM7vL12F9dgVuXcAYK3oXf,50.0
33593,1CvHEJhXZVHaHQgSWPUv9jbhHsFKosSxZd,50.0
33594,1CJSujPT4V7ubT29wQQoimewHoRFRDYbBN,50.0
33601,13hu9AVmg4cUDecWrhr6pT5YHsq9NHYoQ6,50.0
33607,191Seyoi2fLCJy41WGjBsyfYyTukrqKp8t,50.0
33610,125BtGgQ6icE2FMV5478FVuVzuNBVhPf3g,50.0
33616,12CSmW8FANNAaCG85ABnfRpfFpwBwmK7qP,50.0
33622,1MFBUyNGg4V14uepSGka5EJjAvyP5Utuuf,50.0
33627,12jUbETEbcr8VTQeqYaSYkc62W53Dz7kMu,50.0
33629,1Eq5SYdoNzuUxnMTJSdhRc3WbFRpXQt8z1,50.0
33631,1CKUUeihB5Gw4dDqext6PgbYqDisfbqL1a,50.0
33634,1CUnein85b32jqTuJL1H2oSBWmjJN54hMV,50.0
33641,16tjEqhRyQaEzaRFWnqtqM2UbPsX12mEJM,50.0
33647,1FanFRkheyuYZQQgrKhhnTH4ppP6i9Zck5,50.0
33654,13UukK7hJpiXU9dRf4A2mfv2CJeJxSfHYH,50.0
33657,1DCfULbn7XGz3ZACiiRqxyQaxmN1CCcmbH,50.0
33664,1LvRAXG5XFES8cX4QEvFUk2dRSrJKj3QHn,50.0
33665,16os2eJ4u8o3uYiJCzhinMrcakE1o4oBqd,50.0
33667,16sWfMcsXPTcuLv1afdrVJkxnpUN49UGia,50.0
33670,1E1ek9NjbHzXvoEagEChADrKB1seMRJKcz,50.0
33675,16yQhbRxjuMNXKu9d9KrYD8rf4UQ5efUTr,50.0
33684,1ASfQY2KakNXQpJ8xNTSQqQDRNeyJmy6tn,50.0
33689,1L6bi76CmSQigo8WUv81gQiQNSnVygvL1z,50.0
33696,1GNrKFMjswqEsCRTYMKhDnHDSr8YiNGatV,50.0
33705,1BvyRZ2vk6Jd5SeiNWpB4kuS55p4MCXknF,50.0
33707,1FDdCxoFSBWguXtjcfGteLgpuvr6vFeU87,50.0
33710,16ZmYPkdCPvtSxHHgcuARx54xFGaRzEYh6,50.0
33724,1DSiBxThv1zUFaJF7fNuGmPpJbEsF4Q3yp,50.0
33728,161kPH7yfRDSkpU6jjCCviMKBeBfyYoWfq,50.0
33734,16F5zUQAPxvakLgumBKf8pmAYaSqYeKjTL,50.0
33737,1CStvSPvKbtqkzDvfXMx3bsrR4W61t38Gn,50.0
33741,1KR2zJAWnXSHBvTPMH3Y2Wk4ykyQPthTU7,50.0
33744,18RtqchQNGxFFjCLr7ZAFkhjMmrGoQWgjt,50.0
33747,1J9MC9mdGm7H71yTr52UGu6FrM7PhwU2ph,50.0
33758,1419H6DgaW53iCWRZPwmyKrpjgdQBqQMs1,50.0
33760,15MqE1mRdULwqNP4EJ7FDDYvjWNrK8nTkb,50.0
33765,13kPNGEunKqmKBMMZh165Xxy11N7xZPBBw,50.0
33766,1NLumhSLUJv2Ja1Vxx8BU6DSgdqiu8eyA1,50.0
33771,1JtALu1Fso7iymdUaAKR7kfYPeQdAav8xG,50.0
33780,18DJx5rcPND7Hn2fNmnp7nreuqt5p7xrjD,50.0
33793,15y4CLutNhFcFRUULV8keNRtMGCyNgVKSx,50.0
33794,1MS3kwSo4mYpCSVnhWcj5RDaw6Dp2uY4w1,50.0
33795,1NDGFaUjbji2Xohvh1xpBSb8WdUMJnVyx5,50.0
33797,1CEhmGYMPogC7ZiguAZcUnsnvHFt9NAR3k,50.0
33801,16uCZ7wP1N1oQ854haudFfxMRJaEvecrDK,50.0
33803,17piqf2RaUugDLKvhAeaRBLXuUGWFQqgkY,50.0
33811,19e91E2Mi6o4GkmGZmPRdVhKo6xB3wzwoW,50.0
33813,1M6xP37g15h4tVeGY9XtdYajw6LFrz7Jqd,50.0
33822,1NNcTTuNVRPL1Qo82czQn9zStKfbCLWsTK,50.0
33830,1F3vGJ52fp9Qi2SeuXfRDtthGGxaAncpF4,50.0
33838,1EUbfmD5RrcDCWjyjtLMgNQVSU8g7uAQAx,50.0
33842,1Pg79FgcLERuNLUEssCLs5gqvNABX39PbM,50.0
33843,1dyVwy6GgC81tk6QmhXakNMRXG8CGsocZ,50.0
33846,18JrTDcci4bRKRxU49Y5kUjRUV2sNDa9Tg,50.0
33850,1CfaHsBP9HBgDkq2np6GLd8zfsLqbtFcaM,50.0
33852,1DNqqURtMbS47DG3DQ8ofk3395zsk8PZno,50.0
33860,1BFX31wNwy9sH7jwoytHb46gEj76ZXCin6,50.0
33866,1DhjN1j2AVH5SsMCoHAsGpGLcCyhdAKiti,50.0
33870,19DU2XCyivuDAiYzHqhEAZ6hz4oLtZWxtb,50.0
33878,1L5S3SezWbFzCExWEJGCc71PpGUQEmCTut,50.0
33885,12TZ8x8vGU7wrSbuwhuN2X27UThztZnhoh,50.0
33890,13TWhc7qADajxVtmCQDpCHYBu8Q6AufiT3,50.0
33896,12RGJKAdSGLy3hjVKNfqj2wWasNnSJGyWb,50.0
33904,1HgsQWqX1WTxgVjjJ2LgHtzB7BzXqDysuL,50.0
33912,1FVav2pPmmMetPysnJFVNc1KD1xgNLtXgB,50.0
33916,1NZkeGuUSTVnh1EfxM9bKokBthQuWsa6ni,50.0
33917,1LWL6xus5MDcFxYvSfo25yzJHGLiGZi2GG,50.0
33922,1GDdgT3W9qZqGKuPLj9jqT8QZmXBkE3fwg,50.0
33927,1JyS2Bj1BNxzGhjv73F66qaP8XNYdhJ8tC,50.0
33932,1K3M9WhqUqtWVi5xueQGyMGXHcygAMJbFU,50.0
33936,1JWNKszVeY8gc4xT1Xj22fvZH6gvSx4Uzv,50.0
33943,1B7TDLRGPnKULmNrxB1s6TMeLU5Yq2GpXM,50.0
33946,1JSHPPZCaVjFG12bsPyawzaS4kQcDqY1o6,50.0
33952,15GcBQvXgto2YuE2NWjmWgYp2agUNSKTpT,50.0
33953,1HwDLBkamNPJbestf9wu6D7Sp5V27KijBQ,50.0
33955,1MGXVGjuW9prSQdCCBGT7HVmPKy6pMsXdp,50.0
33960,1MekyVnCp7VJnmKExbadustfhAgffFEPBR,50.0
33968,1PdtEY1Ec2cZVHHYLaQz7RHigKyDs4DsKH,50.0
33977,1DG8xcmGw7FLH1xUzw6HDZ47SQebq8k1ZE,50.0
33982,1M8J5nzxWFrqhZ3sevzJMDdsxBD1fmrTDC,50.0
33987,15rHE2x5JMHonQePdNLvwDbf8z9Fk34tgW,50.0
33990,1MPGUnZcoYQZ8mer2YFhfkhSwPA3LPk11s,50.0
33995,167b6cdKXy5TkdziuuMQjorEyaGY3VwvJk,50.0
34001,1HTkzjA76xmzNkfH8N2ZFncoQnDBhC92t4,50.0
34014,1A386RQExY3VgxGg6NnvP31wmmbLgTcpLY,50.0
34021,1FmFcXoDVkhkSg37zGFbwuo9Q96myBAUqj,50.0
34027,17Mv7K1QDREh5hFC1TAVaRUmwKqMN2kG7W,50.0
34035,1DMbypQJAZ2aZPhJXGZ8QfDvtPkADAciC5,50.0
34038,1NZwive71Ld3ZKucXMNwp1CtdFsFgEKQ6e,50.0
34049,1CUXYiiZkogM3xQrR26fV2bsx13d8oQCNL,50.0
34051,1Lwc1in34MqqMchYsyZMDM9Fyjgz9Baqxk,50.0
34053,1Ehy19BUwXs6cqWqCf4VaLCsDyjAaQatMr,50.0
34059,1DSHw8jELg97LN5cNDzuR9kx8YbKE7wXmW,50.0
34067,13bvtmZZmB9hLNRMhumkJiGTNurZB2ziwT,50.0
34072,155jiYwnogyvvekZqhXWfAaro1Qpmy7286,50.0
34088,1AyfoSTJ3vS8iTXYtmTw3ZN9v3WeKLCgcZ,50.0
34094,1LGnZQwhjGkCS2MzamejWGp4roZucvwyza,50.0
34095,1Df1JSZkTAqMFW7Bg8EVGofiFwictkisDo,50.0
34097,14ebiextBxJMzbr4A412h9bSnxh1Ys2okp,50.0
34102,1B9zGvsY2mkmkZBdN8az2y1ete7eeSJkSq,50.0
34110,19hZ4YUEWEkzXiDHiDMSt6mAoqbL5qPLJB,50.0
34117,18U2tBin6T2HRjzWp795vTTxmPjS8W3sP7,50.0
34130,143YDLMUgWiLmD8DZRQQL3QLquWdYR99Mk,50.0
34138,1Nq8jxCNAbRzq2e2PzzmsbY6L8ssZQPtEJ,50.0
34140,1BcFQg9n9xn9HhqpZ6GCzuEhDwHBB7Gsh3,50.0
34144,1MzAdtkjWP3Yqwku9UaH5timedVcrWN8hQ,50.0
34146,1LSPfxtKn7ZhipYHSUcRyxJA2zWpMo36Na,50.0
34157,1Q9bsvb3wkBpKT8HpeFyEAAJTeiGXH9Z1V,50.0
34160,14VZtZCAFCwRnfsRYWMroSQxfhuynXh249,50.0
34167,12qBDr87xwWJ18bdSDf6SHaQidnJ1ktGD5,50.0
34168,14C34486uMc7zuLTkZhu57Z7tMSpZaoM1f,50.0
34170,1493Ld2hG3pDkXhR3AjxFutAM1KkWr8LfY,50.0
34171,1PK5yryKQkhNi5zKDQYqSAdgybrVXJ4hEV,50.0
34176,1GgmaMypa2HhrSkKusB3vhQ5QChoZTzRTt,50.0
34185,1Cmo9fJqrWReBnDaKsw914GsMQBWQDxsay,50.0
34194,1N9to4RcJtJgXJsmpwjT1919AXZW7N7Sqm,50.0
34203,15Ec9jwCWqYcghrftb54BPAGirS1xM84JD,50.0
34206,1NHKeQ35iumCBnFwfj1EC3sFxujmXqnDh5,50.0
34209,1KNLZPNBJcPY2ywzn6dfGPVEY5VMeHptkH,50.0
34220,1C2FfLoKsW56EFnoB71T4m6NMoTUUss5U7,50.0
34224,1FrZoqXbiLDgB29PNAsHWmoabjw21ozAVa,50.0
34227,1EcnRZRu1XXCDuEc4zepgusGSF5f6ftD3j,50.0
34232,15FHmq8c6F6UB9hUnjSF7hZjxHFngcjTL8,50.0
34235,1DgFivcGpGuV6Am5qej1FdfLSyqK1nimXx,50.0
34242,1HggpM6SLu3sEt7okjqEUkyy4F8d5vynuh,50.0
34243,1JydT4NigPoS1tRt6S8BfH6DmTVyNGDaKx,50.0
34256,12J8BKtqxaahfGf21f6nmuKEDe4pph4oWs,50.0
34261,1DRwHXWPWPzYqvwgNgZSj5aoDEBZ29mew9,50.0
34262,14ZtK4285tqrYPSFzEeC2duz4K849aEqRk,50.0
34273,16tS33g4DvXaHesVuMyKebK2kd2eDQ6sv3,50.0
34281,19mLiDV3PcY7eQpX1XYhYGz884yQAi7YUE,50.0
34286,1JDPu5RAWViFfcmiYU7k6v5FruC8B4os82,50.0
34293,1EjMVBkzFt2am75hXMm8ybVUjfn64f9kPv,50.0
34294,169BDGva2Xy65G5WRoMW6VGaEd33NhQuJp,50.0
34300,1AqKoB9m9gKWhvK8XvVt3bX6RxN29C3MDa,50.0
34304,1KXwfeprzQjviusAcL4qU6MjB9Gsdm1xrj,50.0
34310,1GJF1KmSHEdR9FfVbe65tz4uryThx2Bhrr,50.0
34321,1Gf4BCCxsJEmmtXmsW3QTQTKk1NWjhxNES,50.0
34327,19yjhbTCnQQyA1hbEVc986KA6myyYBLdtF,50.0
34332,1Lgz42Ld2VPtutbb7sygzWeRABaD7UNHpJ,50.0
34337,1GUGHTs6xh7kELAUfS9sTYhoFnwFkcgU2y,50.0
34339,1KrUgK7K8pQR7XuRkmHdc5SzmzNWNewYda,50.0
34343,19bZyQpvos4Srx18FaKSQjkw37Y2o4yFra,50.0
34350,1HQrR6ruuGQxT3VdorvqQwC49VLewGHdmc,50.0
34353,1HniLZ72nDWnnwKsHoAmmMQgohoSPX2Wjs,50.0
34363,17wFwgZ5YVnhxUcgbMc6uuZ4pz7mHxneuT,50.0
34366,15gMi29ExScqjmtiautq9iZvuvEokSWCf8,50.0
34376,16gvoc15bfDNs3d18MpttK6wKjGB4dUiLj,50.0
34382,1Eyqt1SrRprcLQA87oZHYgbFaBhgmnDz5N,50.0
34390,18iru6SMoJuMkwuF1qD1EDaJnypUEC6pYL,50.0
34403,17tpoeZYdJnccR677uX2893sH7gE2zJYuz,50.0
34405,15Apgcj1e3XJumjG4K1JMqCLFWfsEkTdRg,50.0
34407,1EeTVjnHBAD2qGn9LEjrhRheoUEpqpPTjD,50.0
34413,1KuBDAJ92LR3YJoke2CVhiZuSN5VeqHJpY,50.0
34438,16aTYik8MAPQHqjKgYkQ8hNZZYKuuxw9ms,50.0
34447,1NYmTHJpc8VcUie4WVLvHzTKVzc3rP18ho,50.0
34456,1DtsVHRdUsc3Ywh2WKmX7SmW2ZtHMqLLc,50.0
34457,132i5C9oCz6DjKst3QWzB8ZXBbQRLWh14t,50.0
34463,17DKkYkYMCdABqhFWQ3Vay2ES8KrVS7xgz,50.0
34470,1Gopr3q8CwB6hdGLqUX5oRVHCPoNzbhjho,50.0
34477,18LdNejqe8PzRHhDa8UGDcdkGFmeLHE4Fx,50.0
34485,16q9qTWMSH9ndHJk3HR5MtfQpoHRoeRZjD,50.0
34492,1F69d52BbCp1cSNVSAEB114d1nEP6qGcDb,50.0
34494,1KBvRUa8JrU8D9YiAkh8Tctt9Fgm78KTi3,50.0
34502,12oEQDKtHcz2Hy7XjadbSWivbn7KcRTEJN,50.0
34504,1MDbjyBR6tvt1vUMatPatcgRMyktkv4283,50.0
34510,1N23ZDp6iBLcWRa2yWX5s7Jcc7oF14iYaP,50.0
34513,1QDSLj2Nk1oGiwtdUVNhCvygP9QnKPJo2n,50.0
34519,1CX1k4JZWBvs9FLQK8JzUYKfCu8xTHauPs,50.0
34524,1Lmgx2TDpqEGF4WG8Tod8EHgkxuZqx1EMf,50.0
34526,15zR31cxgftnr1YUcY3LBVKDhLCZeg7aqG,50.0
34531,1CoSNJzmQT55sXQ1UE9XfvqUxbRcam3UfS,50.0
34535,1GZoG51Z7nWCpdoGHtCA6nV9AUeNLZfcVJ,50.0
34540,18UivmS7ya9a6qVxBths7u9HkNgpaEU51w,50.0
34552,1NPYNTS4dAPX3uXbPy8Vg5pxNbKACwiDWK,50.0
34555,1MtAvbzJKHms1U51AxVXMQx2hSLcPN3un1,50.0
34562,1Mz6FaaC3RXeysLWkrDJyQaxpp763bEbTW,50.0
34569,1JTnfk2tYwe6oDQfgxfDJA1PWthTBaLtbv,50.0
34575,17eRJyAYZRaqHU3VRLH6ZRujhQYQgVSsv3,50.0
34581,1ALpBSGZEZ2sv7Uu4vj6ZUHEQGWHWvG3XA,50.0
34584,1FrdfUJfc7SrHpW1JkeFtenMtaG4xgPmuL,50.0
34590,19Ui1vDYgN7CBzrm6T7KjBdoaeBA2gMC8f,50.0
34598,1JH6HEW6WUZvyP6PZKHXkHM1MwXm12Bc7,50.0
34607,1EjDpDQfqmTHVYNTbjEF1zvcxTrxdSdwxB,50.0
34613,14L8VgZZBrfWfaeK4T282qd1c9Tgrrie1y,50.0
34619,1Q2Y9k34tUkLWhwTLbvn3sgpSuFbiK43az,50.0
34620,1M56x8v36W9Pe7WJienMt2mYC87UbaLfgZ,50.0
34622,1J4GJ5MUd4rTg9JHKhBNYH4Xz4MEpkaGs2,50.0
34624,15DTjSkDNM8QRGkPP1gLmWZoNVp63f2c2w,50.0
34630,1NQzPsZWYMEadqrRKP2nRLBxAPeyXqpWwi,50.0
34632,1Mrm746tZ3aeTXv5rBHsx7sDkkURsa4Uaz,50.0
34634,15gSogRWHKPStkT35i6A5QbT4NQ2XFUeaM,50.0
34636,15GbArVudK2ewcDZLiLWeaqj59U9qPCWqV,50.0
34637,18fKS47LhkWeUPPU2FfvShnr5KeLnHnkxE,50.0
34640,154f11gfXshNDXRBegrmw9EywaV1m7AUhc,50.0
34647,1NRRPkq6spRqfSPQ4Me3iQ9uCsM1y3yqgf,50.0
34648,1FP2kzrXFgW7QxqDGnWb98XRmwC2igNSXN,50.0
34653,19LTBQzhvoUZtKwkT3MgRmxSSUavKLp7v1,50.0
34661,1FeTnCAdbRbfh6k4Nt2j9fMzguixKZQ3oG,50.0
34664,18h94hcv1d7YuBZSinFFPMxQSvnhqskKvx,50.0
34670,1NPmkGmVEP2yJWsyef2HP5TiDqoGPKkmZL,50.0
34672,18Pnyyhebur19gxhrr3P4n4uDwKvE7Cp2d,50.0
34675,14D96L3rb3DSu8sB4ssBLowF93eFNsqwWT,50.0
34677,1MgQFfm2DWJgRF52vsUfuLBHVdsRvg2T7Z,50.0
34684,1KA88idVHXEpNT4zJi5sapWTypeRJC1NXE,50.0
34685,17LAwQtmAh89zycHRMF7fssqZB36i2oiWo,50.0
34686,1Ny1Ts6MobknJ4jZsu7Q7bD5LdEJaJTbgk,50.0
34697,1N1ye35hiKrBGKXE3Lz6htdFdWB4P82DmD,50.0
34701,1PJhsYt9c6eB9qd15wkvgAWQ2DAFVEf4s7,50.0
34715,1FXXEsSVFSfEJUDWbtzfDdFwCyguqq1xSr,50.0
34719,1L7wdNHogtCZyVahoToEVs9ekcnsT6WNWu,50.0
34720,18BAYQSuphnvPQHnLKnXBzoNYoMyhShiTT,50.0
34728,1PKGh3KsgHXZNXwSKdU99NPDCcy294qVEy,50.0
34732,1CsKYBnNCC2u8h2rHUXkmib3u8YZARekCF,50.0
34734,1F8afPKKagB7teKKkve7FuLzVGaxyyCj3y,50.0
34738,1G3ECZc98yA3F5fx4cKTQPS8LgbQCNZ5FF,50.0
34741,19K24CoNGDq4sud8Z59HDyVRg7TKfJ6WPN,50.0
34748,151MLQGVyKSv2mcTdQCGSh17ihEaMSf8GR,50.0
34751,13jofrPhAFu1SK1R5gXJULyDisG65HLTtv,50.0
34752,1PxME8HYHWayymArwZjsq8uYfmQ95L2VZc,50.0
34753,1MBmz2Visv934HuwtVRCSTLMuvpLGttCRo,50.0
34755,123R93pcMREJovtebtFFU5aoa3UTvJKGw1,50.0
34756,1CTrMt9uRvJxLCuCk3dnUTDzRJn6Lev51N,50.0
34761,1Mn9pUN8VmeRdJhd1syRxG8hRE2BpuJeGn,50.0
34768,16Yg7ifWBSkScwaVa5JQ1k4RrostPkmAqr,50.0
34784,181oWm2q8EsFH7KWhuDWVVsryN5ve1v5FX,50.0
34786,1BJEY5vNgTZrHSsN4Djuq8HcRJFTeuPMJ6,50.0
34804,1KCefCA14CnXMBfQbRqfLUbKsufRJ51hM9,50.0
34808,19Me6eiEp6VEk19woh2qLG3yq1HfT7dL7G,50.0
34812,14XSDr8pgwUf3nzAfi41LeBsA5xcmf5Hcf,50.0
34813,1QEpr5PPzqM7L5U7VJ5RoTNDxpDfxeothP,50.0
34819,1JsXGtpxPLuLKbXRCJJJvWk4mRWBaTHUd,50.0
34822,12fPwUrJ7TiMgWP9MBRjprP9fkAXaD8ZvB,50.0
34824,1MWCU6eS5TB7yFuMtbudAYcHJjqxCxeL56,50.0
34833,1CMyJFvwic14q1NxhhkEPsM5cdNRHeEBBd,50.0
34836,19hmxnzsSfDT9HQ5Rjo7HiKvjgWwVtYaVb,50.0
34844,1HJXM8tdbUa6NQi9eS38Nc97v8hCrTr1C2,50.0
34849,1P3pudzhBzb8AeXxap2Kp843MAfzrSKaPZ,50.0
34859,1D9UtGW87xvm2JQpniF2cHfi6horN1M5Y9,50.0
34863,1jhSvF2m5nxYdsoyBAmeeN1oixLU22jyE,50.0
34867,1NRnqKDh5VSc9Qm6zkg56Mqygyq8PHWdPx,50.0
34877,18BGjobtMimGet24gbNe6kxoDxuNw8Moxv,50.0
34879,1EoEKU8dN2GGJ59Qx7Ba9Pu8zUuUX78oMg,50.0
34880,1CC6yMA6etUFEmGQVsfHABMLKF5jHWNQN5,50.0
34882,1DHdnxpBjofy8KsNKwvJiDZg3JAMsz1K1F,50.0
34891,12UjqadVVyE3FwuKS2wpr88uDEoH6h1hG2,50.0
34898,1Es3rZrzq4BoEthSw6M8qadSQMqpfLmLrk,50.0
34902,1981myPUEPERR86DYNDGLS5aqrn6ZqgsfD,50.0
34905,1Jte4zu48wZkKEiEXqriUbs8NNW4pnfFsB,50.0
34909,1DGbDEbmN2qQfsi1U8yoQVavaDtfVeorQx,50.0
34915,17op5hfTGvvrRJcNyLsRv6gYh7df9Aq93h,50.0
34920,17o6of2SsQBJS5uZTUuMyAFtEPeBjV6BAq,50.0
34925,16pzGhGVGFiRYqXXRok9TBExmyA7dBcBxj,50.0
34926,1DzMspFZsnKYZ3GKd2Ubwb9K3Dy6YujMP8,50.0
34928,1svaj2cRsZWf15jAs1uNgUW44q7JyFsTB,50.0
34933,16WLfmqu4twtEJfM1dyuV32zBayYPcqNsA,50.0
34938,1MVCPYU7fR5LV6wS55CW1UwdZ2hqUQyxRp,50.0
34942,1Di2q3yU4gYk1EWgXLXGTyCDutisuu8KTM,50.0
