Date,Symbol,Available Supply,Unlocked Supply,Mining,Vendors & Marketing,Testnets,Ecosystem,Team & Advisors,Investors,Foundation,Public Sale
Nov 28 2021,AKT,0,103629817.60,56232072.60,800000.00,1050000.00,1500000.00,11000000.00,17255394.00,13992351.00,1800000.00
Nov 24 2021,AKT,0,103143726.40,55745981.40,800000.00,1050000.00,1500000.00,11000000.00,17255394.00,13992351.00,1800000.00
Nov 20 2021,AKT,0,102657635.20,55259890.20,800000.00,1050000.00,1500000.00,11000000.00,17255394.00,13992351.00,1800000.00
Nov 16 2021,AKT,0,102171544.00,54773799.00,800000.00,1050000.00,1500000.00,11000000.00,17255394.00,13992351.00,1800000.00
Nov 11 2021,AKT,0,101563930.00,54166185.00,800000.00,1050000.00,1500000.00,11000000.00,17255394.00,13992351.00,1800000.00
Nov 07 2021,AKT,0,101077838.80,53680093.80,800000.00,1050000.00,1500000.00,11000000.00,17255394.00,13992351.00,1800000.00
Nov 03 2021,AKT,0,100591747.60,53194002.60,800000.00,1050000.00,1500000.00,11000000.00,17255394.00,13992351.00,1800000.00
Oct 30 2021,AKT,0,100109799.61,52712054.61,800000.00,1050000.00,1500000.00,11000000.00,17255394.00,13992351.00,1800000.00
Oct 26 2021,AKT,0,99631994.84,52234249.84,800000.00,1050000.00,1500000.00,11000000.00,17255394.00,13992351.00,1800000.00
Oct 21 2021,AKT,0,99034738.87,51636993.87,800000.00,1050000.00,1500000.00,11000000.00,17255394.00,13992351.00,1800000.00
Oct 17 2021,AKT,0,98556934.10,51159189.10,800000.00,1050000.00,1500000.00,11000000.00,17255394.00,13992351.00,1800000.00
Oct 13 2021,AKT,0,98079129.32,50681384.32,800000.00,1050000.00,1500000.00,11000000.00,17255394.00,13992351.00,1800000.00
Oct 09 2021,AKT,0,97601324.55,50203579.55,800000.00,1050000.00,1500000.00,11000000.00,17255394.00,13992351.00,1800000.00
Oct 05 2021,AKT,0,97123519.77,49725774.77,800000.00,1050000.00,1500000.00,11000000.00,17255394.00,13992351.00,1800000.00
Sep 30 2021,AKT,0,96520341.97,49122596.97,800000.00,1050000.00,1500000.00,11000000.00,17255394.00,13992351.00,1800000.00
Sep 26 2021,AKT,0,96018849.83,48621104.83,800000.00,1050000.00,1500000.00,11000000.00,17255394.00,13992351.00,1800000.00
Sep 22 2021,AKT,0,67261963.70,48119612.70,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Sep 18 2021,AKT,0,66760471.57,47618120.57,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Sep 14 2021,AKT,0,66258979.43,47116628.43,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Sep 09 2021,AKT,0,65632114.27,46489763.27,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Sep 05 2021,AKT,0,65130622.13,45988271.13,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Sep 01 2021,AKT,0,64629130.00,45486779.00,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Aug 28 2021,AKT,0,64136186.77,44993835.77,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Aug 23 2021,AKT,0,63520007.74,44377656.74,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Aug 19 2021,AKT,0,63027064.52,43884713.52,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Aug 15 2021,AKT,0,62534121.29,43391770.29,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Aug 11 2021,AKT,0,62041178.06,42898827.06,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Aug 07 2021,AKT,0,61548234.84,42405883.84,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Aug 02 2021,AKT,0,60932055.81,41789704.81,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Jul 29 2021,AKT,0,60433301.48,41290950.48,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Jul 25 2021,AKT,0,59932610.13,40790259.13,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Jul 21 2021,AKT,0,59431918.77,40289567.77,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Jul 17 2021,AKT,0,58931227.42,39788876.42,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Jul 12 2021,AKT,0,58305363.23,39163012.23,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Jul 08 2021,AKT,0,57804671.87,38662320.87,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Jul 04 2021,AKT,0,57303980.52,38161629.52,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Jun 30 2021,AKT,0,56797083.70,37654732.70,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Jun 26 2021,AKT,0,56271570.50,37129219.50,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Jun 21 2021,AKT,0,55614679.00,36472328.00,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Jun 17 2021,AKT,0,55089165.80,35946814.80,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Jun 13 2021,AKT,0,54563652.60,35421301.60,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Jun 09 2021,AKT,0,54038139.40,34895788.40,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Jun 05 2021,AKT,0,53512626.20,34370275.20,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
May 31 2021,AKT,0,52857974.29,33715623.29,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
May 27 2021,AKT,0,52341419.45,33199068.45,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
May 23 2021,AKT,0,51824864.61,32682513.61,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
May 19 2021,AKT,0,51308309.77,32165958.77,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
May 14 2021,AKT,0,50662616.23,31520265.23,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
May 10 2021,AKT,0,50146061.39,31003710.39,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
May 06 2021,AKT,0,49629506.55,30487155.55,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
May 02 2021,AKT,0,49112951.71,29970600.71,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Apr 28 2021,AKT,0,48577190.60,29434839.60,800000.00,1050000.00,1500000.00,0,0,13992351.00,1800000.00
Apr 23 2021,AKT,0,40428311.60,28757135.60,0,0,0,0,0,9871176.00,1800000.00
Apr 19 2021,AKT,0,39886148.40,28214972.40,0,0,0,0,0,9871176.00,1800000.00
Apr 15 2021,AKT,0,39343985.20,27672809.20,0,0,0,0,0,9871176.00,1800000.00
Apr 11 2021,AKT,0,38801822.00,27130646.00,0,0,0,0,0,9871176.00,1800000.00
Apr 07 2021,AKT,0,38259658.80,26588482.80,0,0,0,0,0,9871176.00,1800000.00
Apr 02 2021,AKT,0,37581954.80,25910778.80,0,0,0,0,0,9871176.00,1800000.00
Mar 29 2021,AKT,0,37046723.32,25375547.32,0,0,0,0,0,9871176.00,1800000.00
Mar 25 2021,AKT,0,36513802.42,24842626.42,0,0,0,0,0,9871176.00,1800000.00
Mar 21 2021,AKT,0,35980881.52,24309705.52,0,0,0,0,0,9871176.00,1800000.00
Mar 17 2021,AKT,0,35447960.61,23776784.61,0,0,0,0,0,9871176.00,1800000.00
Mar 12 2021,AKT,0,34781809.48,23110633.48,0,0,0,0,0,9871176.00,1800000.00
Mar 08 2021,AKT,0,34248888.58,22577712.58,0,0,0,0,0,9871176.00,1800000.00
Mar 04 2021,AKT,0,33715967.68,22044791.68,0,0,0,0,0,9871176.00,1800000.00
Feb 28 2021,AKT,0,33166453.61,21495277.61,0,0,0,0,0,9871176.00,1800000.00
Feb 24 2021,AKT,0,32567160.04,20895984.04,0,0,0,0,0,9871176.00,1800000.00
Feb 19 2021,AKT,0,31818043.07,20146867.07,0,0,0,0,0,9871176.00,1800000.00
Feb 15 2021,AKT,0,31218749.50,19547573.50,0,0,0,0,0,9871176.00,1800000.00
Feb 11 2021,AKT,0,30619455.93,18948279.93,0,0,0,0,0,9871176.00,1800000.00
Feb 07 2021,AKT,0,30020162.36,18348986.36,0,0,0,0,0,9871176.00,1800000.00
Feb 02 2021,AKT,0,29271045.39,17599869.39,0,0,0,0,0,9871176.00,1800000.00
Jan 29 2021,AKT,0,28708867.84,17037691.84,0,0,0,0,0,9871176.00,1800000.00
Jan 25 2021,AKT,0,28159062.29,16487886.29,0,0,0,0,0,9871176.00,1800000.00
Jan 21 2021,AKT,0,27609256.74,15938080.74,0,0,0,0,0,9871176.00,1800000.00
Jan 17 2021,AKT,0,27059451.19,15388275.19,0,0,0,0,0,9871176.00,1800000.00
Jan 12 2021,AKT,0,26372194.26,14701018.26,0,0,0,0,0,9871176.00,1800000.00
Jan 08 2021,AKT,0,25822388.71,14151212.71,0,0,0,0,0,9871176.00,1800000.00
Jan 04 2021,AKT,0,25272583.16,13601407.16,0,0,0,0,0,9871176.00,1800000.00
Dec 31 2020,AKT,0,24720617.16,13049441.16,0,0,0,0,0,9871176.00,1800000.00
Dec 27 2020,AKT,0,24162169.81,12490993.81,0,0,0,0,0,9871176.00,1800000.00
Dec 22 2020,AKT,0,23464110.61,11792934.61,0,0,0,0,0,9871176.00,1800000.00
Dec 18 2020,AKT,0,22905663.26,11234487.26,0,0,0,0,0,9871176.00,1800000.00
Dec 14 2020,AKT,0,22347215.90,10676039.90,0,0,0,0,0,9871176.00,1800000.00
Dec 10 2020,AKT,0,21788768.55,10117592.55,0,0,0,0,0,9871176.00,1800000.00
Dec 06 2020,AKT,0,21230321.19,9559145.19,0,0,0,0,0,9871176.00,1800000.00
Dec 01 2020,AKT,0,20532262.00,8861086.00,0,0,0,0,0,9871176.00,1800000.00
Nov 27 2020,AKT,0,19946129.33,8274953.33,0,0,0,0,0,9871176.00,1800000.00
Nov 23 2020,AKT,0,19359996.67,7688820.67,0,0,0,0,0,9871176.00,1800000.00
Nov 19 2020,AKT,0,18773864.00,7102688.00,0,0,0,0,0,9871176.00,1800000.00
Nov 15 2020,AKT,0,18187731.33,6516555.33,0,0,0,0,0,9871176.00,1800000.00
Nov 10 2020,AKT,0,17455065.50,5783889.50,0,0,0,0,0,9871176.00,1800000.00
Nov 06 2020,AKT,0,16868932.83,5197756.83,0,0,0,0,0,9871176.00,1800000.00
Nov 02 2020,AKT,0,16282800.17,4611624.17,0,0,0,0,0,9871176.00,1800000.00
Oct 29 2020,AKT,0,15704161.42,4032985.42,0,0,0,0,0,9871176.00,1800000.00
Oct 24 2020,AKT,0,6112809.45,3312809.45,0,0,0,0,0,1000000.00,1800000.00
Oct 20 2020,AKT,0,5536668.68,2736668.68,0,0,0,0,0,1000000.00,1800000.00
Oct 16 2020,AKT,0,4960527.90,2160527.90,0,0,0,0,0,1000000.00,1800000.00
Oct 12 2020,AKT,0,4384387.13,1584387.13,0,0,0,0,0,1000000.00,1800000.00
Oct 08 2020,AKT,0,3808246.35,1008246.35,0,0,0,0,0,1000000.00,1800000.00
Oct 03 2020,AKT,0,3088070.39,288070.39,0,0,0,0,0,1000000.00,1800000.00
Sep 29 2020,AKT,0,2800000.00,0,0,0,0,0,0,1000000.00,1800000.00
Sep 25 2020,AKT,0,2800000.00,0,0,0,0,0,0,1000000.00,1800000.00
