Date,Symbol,Available Supply,Unlocked Supply,Liquidity Mining,Development Fund
Jan 19 2024,SUSHI,0,250534325.42,227758477.68,22775847.74
Jan 17 2024,SUSHI,0,250534325.42,227758477.68,22775847.74
Jan 16 2024,SUSHI,0,250534325.42,227758477.68,22775847.74
Jan 14 2024,SUSHI,0,250534325.42,227758477.68,22775847.74
Jan 13 2024,SUSHI,0,250534325.42,227758477.68,22775847.74
Jan 11 2024,SUSHI,0,250534325.42,227758477.68,22775847.74
Jan 10 2024,SUSHI,0,250534325.42,227758477.68,22775847.74
Jan 08 2024,SUSHI,0,250534325.42,227758477.68,22775847.74
Jan 06 2024,SUSHI,0,250534325.42,227758477.68,22775847.74
Jan 05 2024,SUSHI,0,250534325.42,227758477.68,22775847.74
Jan 03 2024,SUSHI,0,250534325.42,227758477.68,22775847.74
Jan 02 2024,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 31 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 30 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 28 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 26 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 25 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 23 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 22 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 20 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 19 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 17 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 15 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 14 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 12 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 11 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 09 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 08 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 06 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 04 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 03 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Dec 01 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 30 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 28 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 27 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 25 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 23 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 22 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 20 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 19 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 17 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 16 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 14 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 12 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 11 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 09 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 08 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 06 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 05 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 03 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Nov 01 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 31 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 29 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 28 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 26 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 25 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 23 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 21 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 20 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 18 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 17 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 15 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 14 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 12 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 10 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 09 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 07 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 06 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 04 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 03 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Oct 01 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 29 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 28 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 26 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 25 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 23 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 22 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 20 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 18 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 17 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 15 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 14 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 12 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 11 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 09 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 07 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 06 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 04 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 03 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Sep 01 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 31 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 29 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 27 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 26 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 24 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 23 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 21 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 20 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 18 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 16 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 15 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 13 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 12 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 10 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 09 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 07 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 05 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 04 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 02 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Aug 01 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 30 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 29 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 27 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 25 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 24 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 22 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 21 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 19 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 18 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 16 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 14 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 13 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 11 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 10 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 08 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 06 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 05 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 03 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jul 02 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jun 30 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jun 29 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jun 27 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jun 25 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jun 24 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jun 22 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jun 21 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jun 19 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jun 18 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jun 16 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jun 14 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jun 13 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jun 11 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jun 10 2023,SUSHI,0,250534325.42,227758477.68,22775847.74
Jun 08 2023,SUSHI,0,250482033.49,227710939.57,22771093.93
Jun 07 2023,SUSHI,0,250462607.07,227693279.18,22769327.89
Jun 05 2023,SUSHI,0,250423754.22,227657958.41,22765795.81
Jun 03 2023,SUSHI,0,250384901.38,227622637.64,22762263.73
Jun 02 2023,SUSHI,0,250365474.95,227604977.26,22760497.70
May 31 2023,SUSHI,0,250326622.11,227569656.49,22756965.62
May 30 2023,SUSHI,0,250307195.69,227551996.10,22755199.58
May 28 2023,SUSHI,0,250268342.84,227516675.33,22751667.50
May 27 2023,SUSHI,0,250248916.42,227499014.95,22749901.47
May 25 2023,SUSHI,0,250210063.57,227463694.18,22746369.39
May 23 2023,SUSHI,0,250171210.72,227428373.41,22742837.31
May 22 2023,SUSHI,0,250151784.30,227410713.03,22741071.27
May 20 2023,SUSHI,0,250112931.46,227375392.26,22737539.20
May 19 2023,SUSHI,0,250093505.03,227357731.87,22735773.16
May 17 2023,SUSHI,0,250054652.19,227322411.10,22732241.08
May 16 2023,SUSHI,0,250035225.76,227304750.72,22730475.04
May 14 2023,SUSHI,0,249996372.92,227269429.95,22726942.97
May 12 2023,SUSHI,0,249957520.07,227234109.18,22723410.89
May 11 2023,SUSHI,0,249938093.65,227216448.80,22721644.85
May 09 2023,SUSHI,0,249899240.80,227181128.03,22718112.78
May 08 2023,SUSHI,0,249879814.38,227163467.64,22716346.74
May 06 2023,SUSHI,0,249840961.53,227128146.87,22712814.66
May 05 2023,SUSHI,0,249821535.11,227110486.49,22711048.62
May 03 2023,SUSHI,0,249782682.26,227075165.72,22707516.55
May 01 2023,SUSHI,0,249743829.42,227039844.95,22703984.47
Apr 30 2023,SUSHI,0,249724403.00,227022184.56,22702218.43
Apr 28 2023,SUSHI,0,249685550.15,226986863.80,22698686.35
Apr 27 2023,SUSHI,0,249666123.73,226969203.41,22696920.32
Apr 25 2023,SUSHI,0,249627270.88,226933882.64,22693388.24
Apr 24 2023,SUSHI,0,249607844.46,226916222.26,22691622.20
Apr 22 2023,SUSHI,0,249568991.61,226880901.49,22688090.12
Apr 20 2023,SUSHI,0,249530138.77,226845580.72,22684558.05
Apr 19 2023,SUSHI,0,249510712.34,226827920.33,22682792.01
Apr 17 2023,SUSHI,0,249471859.50,226792599.56,22679259.93
Apr 16 2023,SUSHI,0,249452433.07,226774939.18,22677493.89
Apr 14 2023,SUSHI,0,249413580.23,226739618.41,22673961.82
Apr 13 2023,SUSHI,0,249394153.80,226721958.03,22672195.78
Apr 11 2023,SUSHI,0,249355300.96,226686637.26,22668663.70
Apr 09 2023,SUSHI,0,249316448.11,226651316.49,22665131.62
Apr 08 2023,SUSHI,0,249297021.69,226633656.10,22663365.59
Apr 06 2023,SUSHI,0,249258168.84,226598335.33,22659833.51
Apr 05 2023,SUSHI,0,249238742.42,226580674.95,22658067.47
Apr 03 2023,SUSHI,0,249199889.57,226545354.18,22654535.39
Apr 02 2023,SUSHI,0,249180463.15,226527693.79,22652769.36
Mar 31 2023,SUSHI,0,249141610.31,226492373.03,22649237.28
Mar 29 2023,SUSHI,0,249102757.46,226457052.26,22645705.20
Mar 28 2023,SUSHI,0,249083331.04,226439391.87,22643939.16
Mar 26 2023,SUSHI,0,249044478.19,226404071.10,22640407.09
Mar 25 2023,SUSHI,0,249025051.77,226386410.72,22638641.05
Mar 23 2023,SUSHI,0,248986198.92,226351089.95,22635108.97
Mar 22 2023,SUSHI,0,248966772.50,226333429.56,22633342.93
Mar 20 2023,SUSHI,0,248927919.65,226298108.79,22629810.86
Mar 18 2023,SUSHI,0,248889066.81,226262788.03,22626278.78
Mar 17 2023,SUSHI,0,248869640.38,226245127.64,22624512.74
Mar 15 2023,SUSHI,0,248830787.54,226209806.87,22620980.67
Mar 14 2023,SUSHI,0,248811361.11,226192146.49,22619214.63
Mar 12 2023,SUSHI,0,248772508.27,226156825.72,22615682.55
Mar 11 2023,SUSHI,0,248753081.85,226139165.33,22613916.51
Mar 09 2023,SUSHI,0,248714229.00,226103844.56,22610384.44
Mar 07 2023,SUSHI,0,248675376.15,226068523.79,22606852.36
Mar 06 2023,SUSHI,0,248655949.73,226050863.41,22605086.32
Mar 04 2023,SUSHI,0,248617096.88,226015542.64,22601554.24
Mar 03 2023,SUSHI,0,248597670.46,225997882.26,22599788.21
Mar 01 2023,SUSHI,0,248558817.62,225962561.49,22596256.13
Feb 28 2023,SUSHI,0,248539391.19,225944901.10,22594490.09
Feb 26 2023,SUSHI,0,248500538.35,225909580.33,22590958.01
Feb 24 2023,SUSHI,0,248461685.50,225874259.56,22587425.94
Feb 23 2023,SUSHI,0,248442259.08,225856599.18,22585659.90
Feb 21 2023,SUSHI,0,248403406.23,225821278.41,22582127.82
Feb 20 2023,SUSHI,0,248383979.81,225803618.03,22580361.78
Feb 18 2023,SUSHI,0,248345126.96,225768297.26,22576829.71
Feb 17 2023,SUSHI,0,248325700.54,225750636.87,22575063.67
Feb 15 2023,SUSHI,0,248286847.69,225715316.10,22571531.59
Feb 13 2023,SUSHI,0,248247994.85,225679995.33,22567999.51
Feb 12 2023,SUSHI,0,248228568.42,225662334.95,22566233.48
Feb 10 2023,SUSHI,0,248189715.58,225627014.18,22562701.40
Feb 09 2023,SUSHI,0,248170289.16,225609353.79,22560935.36
Feb 07 2023,SUSHI,0,248131436.31,225574033.02,22557403.28
Feb 06 2023,SUSHI,0,248112009.89,225556372.64,22555637.25
Feb 04 2023,SUSHI,0,248073157.04,225521051.87,22552105.17
Feb 02 2023,SUSHI,0,248034304.19,225485731.10,22548573.09
Feb 01 2023,SUSHI,0,248014877.77,225468070.72,22546807.05
Jan 30 2023,SUSHI,0,247976024.93,225432749.95,22543274.98
Jan 29 2023,SUSHI,0,247956598.50,225415089.56,22541508.94
Jan 27 2023,SUSHI,0,247917745.66,225379768.79,22537976.86
Jan 26 2023,SUSHI,0,247898319.23,225362108.41,22536210.82
Jan 24 2023,SUSHI,0,247859466.39,225326787.64,22532678.75
Jan 22 2023,SUSHI,0,247820613.54,225291466.87,22529146.67
Jan 21 2023,SUSHI,0,247801187.12,225273806.49,22527380.63
Jan 19 2023,SUSHI,0,247762334.27,225238485.72,22523848.56
Jan 18 2023,SUSHI,0,247742907.85,225220825.33,22522082.52
Jan 16 2023,SUSHI,0,247704055.00,225185504.56,22518550.44
Jan 15 2023,SUSHI,0,247684628.58,225167844.18,22516784.40
Jan 13 2023,SUSHI,0,247645775.73,225132523.41,22513252.33
Jan 11 2023,SUSHI,0,247606922.89,225097202.64,22509720.25
Jan 10 2023,SUSHI,0,247587496.47,225079542.26,22507954.21
Jan 08 2023,SUSHI,0,247548643.62,225044221.49,22504422.13
Jan 07 2023,SUSHI,0,247529217.20,225026561.10,22502656.10
Jan 05 2023,SUSHI,0,247490364.35,224991240.33,22499124.02
Jan 04 2023,SUSHI,0,247470937.93,224973579.95,22497357.98
Jan 02 2023,SUSHI,0,247432085.08,224938259.18,22493825.90
Dec 31 2022,SUSHI,0,247393232.24,224902938.41,22490293.83
Dec 30 2022,SUSHI,0,247373805.81,224885278.02,22488527.79
Dec 28 2022,SUSHI,0,247334952.97,224849957.25,22484995.71
Dec 27 2022,SUSHI,0,247315526.54,224832296.87,22483229.67
Dec 25 2022,SUSHI,0,247276673.70,224796976.10,22479697.60
Dec 24 2022,SUSHI,0,247257247.27,224779315.72,22477931.56
Dec 22 2022,SUSHI,0,247218394.43,224743994.95,22474399.48
Dec 20 2022,SUSHI,0,247179541.58,224708674.18,22470867.40
Dec 19 2022,SUSHI,0,247160115.16,224691013.79,22469101.37
Dec 17 2022,SUSHI,0,247121262.31,224655693.02,22465569.29
Dec 16 2022,SUSHI,0,247101835.89,224638032.64,22463803.25
Dec 14 2022,SUSHI,0,247062983.04,224602711.87,22460271.17
Dec 13 2022,SUSHI,0,247043556.62,224585051.49,22458505.14
Dec 11 2022,SUSHI,0,247004703.78,224549730.72,22454973.06
Dec 09 2022,SUSHI,0,246965850.93,224514409.95,22451440.98
Dec 08 2022,SUSHI,0,246946424.51,224496749.56,22449674.94
Dec 06 2022,SUSHI,0,246907571.66,224461428.79,22446142.87
Dec 05 2022,SUSHI,0,246888145.24,224443768.41,22444376.83
Dec 03 2022,SUSHI,0,246849292.39,224408447.64,22440844.75
Dec 02 2022,SUSHI,0,246829865.97,224390787.25,22439078.71
Nov 30 2022,SUSHI,0,246791013.12,224355466.49,22435546.64
Nov 28 2022,SUSHI,0,246752160.28,224320145.72,22432014.56
Nov 27 2022,SUSHI,0,246732733.85,224302485.33,22430248.52
Nov 25 2022,SUSHI,0,246693881.01,224267164.56,22426716.45
Nov 24 2022,SUSHI,0,246674454.58,224249504.18,22424950.41
Nov 22 2022,SUSHI,0,246635601.74,224214183.41,22421418.33
Nov 20 2022,SUSHI,0,246596748.89,224178862.64,22417886.25
Nov 19 2022,SUSHI,0,246577322.47,224161202.25,22416120.22
Nov 17 2022,SUSHI,0,246538469.62,224125881.48,22412588.14
Nov 16 2022,SUSHI,0,246519043.20,224108221.10,22410822.10
Nov 14 2022,SUSHI,0,246480190.35,224072900.33,22407290.02
Nov 13 2022,SUSHI,0,246460763.93,224055239.95,22405523.99
Nov 11 2022,SUSHI,0,246421911.09,224019919.18,22401991.91
Nov 09 2022,SUSHI,0,246383058.24,223984598.41,22398459.83
Nov 08 2022,SUSHI,0,246363631.82,223966938.02,22396693.79
Nov 06 2022,SUSHI,0,246324778.97,223931617.25,22393161.72
Nov 05 2022,SUSHI,0,246305352.55,223913956.87,22391395.68
Nov 03 2022,SUSHI,0,246266499.70,223878636.10,22387863.60
Nov 02 2022,SUSHI,0,246247073.28,223860975.72,22386097.56
Oct 31 2022,SUSHI,0,246208220.43,223825654.95,22382565.49
Oct 29 2022,SUSHI,0,246169367.59,223790334.18,22379033.41
Oct 28 2022,SUSHI,0,246149941.16,223772673.79,22377267.37
Oct 26 2022,SUSHI,0,246111088.32,223737353.02,22373735.29
Oct 25 2022,SUSHI,0,246091661.90,223719692.64,22371969.26
Oct 23 2022,SUSHI,0,246052809.05,223684371.87,22368437.18
Oct 22 2022,SUSHI,0,246033382.63,223666711.48,22366671.14
