Date,Symbol,Available Supply,Unlocked Supply,Liquidity Mining,Development Fund
Oct 20 2022,SUSHI,0,245994529.78,223631390.72,22363139.06
Oct 18 2022,SUSHI,0,245955676.93,223596069.95,22359606.99
Oct 17 2022,SUSHI,0,245936250.51,223578409.56,22357840.95
Oct 15 2022,SUSHI,0,245897397.67,223543088.79,22354308.87
Oct 14 2022,SUSHI,0,245877971.24,223525428.41,22352542.83
Oct 12 2022,SUSHI,0,245839118.40,223490107.64,22349010.76
Oct 11 2022,SUSHI,0,245819691.97,223472447.25,22347244.72
Oct 09 2022,SUSHI,0,245780839.13,223437126.48,22343712.64
Oct 07 2022,SUSHI,0,245741986.28,223401805.72,22340180.57
Oct 06 2022,SUSHI,0,245722559.86,223384145.33,22338414.53
Oct 04 2022,SUSHI,0,245683707.01,223348824.56,22334882.45
Oct 03 2022,SUSHI,0,245664280.59,223331164.18,22333116.41
Oct 01 2022,SUSHI,0,245625427.74,223295843.41,22329584.34
Sep 30 2022,SUSHI,0,245606001.32,223278183.02,22327818.30
Sep 28 2022,SUSHI,0,245567148.47,223242862.25,22324286.22
Sep 26 2022,SUSHI,0,245528295.63,223207541.48,22320754.14
Sep 25 2022,SUSHI,0,245508869.21,223189881.10,22318988.11
Sep 23 2022,SUSHI,0,245470016.36,223154560.33,22315456.03
Sep 22 2022,SUSHI,0,245450589.94,223136899.95,22313689.99
Sep 20 2022,SUSHI,0,245411737.09,223101579.18,22310157.91
Sep 19 2022,SUSHI,0,245392310.67,223083918.79,22308391.88
Sep 17 2022,SUSHI,0,245353457.82,223048598.02,22304859.80
Sep 15 2022,SUSHI,0,245314604.98,223013277.25,22301327.72
Sep 14 2022,SUSHI,0,245295178.55,222995616.87,22299561.68
Sep 12 2022,SUSHI,0,245256325.71,222960296.10,22296029.61
Sep 11 2022,SUSHI,0,245236899.28,222942635.71,22294263.57
Sep 09 2022,SUSHI,0,245198046.44,222907314.95,22290731.49
Sep 08 2022,SUSHI,0,245178620.01,222889654.56,22288965.45
Sep 06 2022,SUSHI,0,245139767.17,222854333.79,22285433.38
Sep 04 2022,SUSHI,0,245100914.32,222819013.02,22281901.30
Sep 03 2022,SUSHI,0,245081487.90,222801352.64,22280135.26
Sep 01 2022,SUSHI,0,245042635.05,222766031.87,22276603.18
Aug 31 2022,SUSHI,0,245023208.63,222748371.48,22274837.15
Aug 29 2022,SUSHI,0,244984355.78,222713050.71,22271305.07
Aug 28 2022,SUSHI,0,244964929.36,222695390.33,22269539.03
Aug 26 2022,SUSHI,0,244926076.52,222660069.56,22266006.95
Aug 24 2022,SUSHI,0,244887223.67,222624748.79,22262474.88
Aug 23 2022,SUSHI,0,244867797.25,222607088.41,22260708.84
Aug 21 2022,SUSHI,0,244828944.40,222571767.64,22257176.76
Aug 20 2022,SUSHI,0,244809517.98,222554107.25,22255410.72
Aug 18 2022,SUSHI,0,244770665.13,222518786.48,22251878.65
Aug 17 2022,SUSHI,0,244751238.71,222501126.10,22250112.61
Aug 15 2022,SUSHI,0,244712385.86,222465805.33,22246580.53
Aug 13 2022,SUSHI,0,244673533.02,222430484.56,22243048.46
Aug 12 2022,SUSHI,0,244670214.56,222427467.78,22242746.78
Aug 10 2022,SUSHI,0,244616520.37,222378654.88,22237865.49
Aug 09 2022,SUSHI,0,244597541.03,222361400.93,22236140.09
Aug 07 2022,SUSHI,0,244559582.34,222326893.03,22232689.30
Aug 06 2022,SUSHI,0,244540602.99,222309639.08,22230963.91
Aug 04 2022,SUSHI,0,244502644.31,222275131.19,22227513.12
Aug 02 2022,SUSHI,0,244464685.62,222240623.29,22224062.33
Aug 01 2022,SUSHI,0,244445706.27,222223369.34,22222336.93
Jul 30 2022,SUSHI,0,244407747.58,222188861.44,22218886.14
Jul 29 2022,SUSHI,0,244388768.24,222171607.49,22217160.75
Jul 27 2022,SUSHI,0,244350809.55,222137099.59,22213709.96
Jul 26 2022,SUSHI,0,244331830.21,222119845.64,22211984.56
Jul 24 2022,SUSHI,0,244293871.52,222085337.74,22208533.77
Jul 22 2022,SUSHI,0,244255912.83,222050829.85,22205082.98
Jul 21 2022,SUSHI,0,244236933.49,222033575.90,22203357.59
Jul 19 2022,SUSHI,0,244198974.80,221999068.00,22199906.80
Jul 18 2022,SUSHI,0,244179995.45,221981814.05,22198181.40
Jul 16 2022,SUSHI,0,244142036.77,221947306.15,22194730.62
Jul 15 2022,SUSHI,0,244123057.42,221930052.20,22193005.22
Jul 13 2022,SUSHI,0,244085098.73,221895544.30,22189554.43
Jul 11 2022,SUSHI,0,244047140.04,221861036.40,22186103.64
Jul 10 2022,SUSHI,0,244028160.70,221843782.45,22184378.25
Jul 08 2022,SUSHI,0,243990202.01,221809274.56,22180927.46
Jul 07 2022,SUSHI,0,243971222.67,221792020.61,22179202.06
Jul 05 2022,SUSHI,0,243933263.98,221757512.71,22175751.27
Jul 04 2022,SUSHI,0,243914284.63,221740258.76,22174025.88
Jul 02 2022,SUSHI,0,243876325.95,221705750.86,22170575.09
Jun 30 2022,SUSHI,0,243838367.26,221671242.96,22167124.30
Jun 29 2022,SUSHI,0,243819387.91,221653989.01,22165398.90
Jun 27 2022,SUSHI,0,243781429.23,221619481.11,22161948.11
Jun 26 2022,SUSHI,0,243762449.88,221602227.16,22160222.72
Jun 24 2022,SUSHI,0,243724491.19,221567719.27,22156771.93
Jun 23 2022,SUSHI,0,243705511.85,221550465.32,22155046.53
Jun 23 2022,SUSHI,0,243705511.85,221550465.32,22155046.53
Jun 21 2022,SUSHI,0,243667553.16,221515957.42,22151595.74
Jun 19 2022,SUSHI,0,243629594.47,221481449.52,22148144.95
Jun 18 2022,SUSHI,0,243610615.13,221464195.57,22146419.56
Jun 16 2022,SUSHI,0,243572656.44,221429687.67,22142968.77
Jun 15 2022,SUSHI,0,243553677.09,221412433.72,22141243.37
Jun 13 2022,SUSHI,0,243515718.41,221377925.82,22137792.58
Jun 12 2022,SUSHI,0,243496739.06,221360671.87,22136067.19
Jun 10 2022,SUSHI,0,243458780.37,221326163.98,22132616.40
Jun 08 2022,SUSHI,0,243420821.69,221291656.08,22129165.61
Jun 07 2022,SUSHI,0,243401842.34,221274402.13,22127440.21
Jun 05 2022,SUSHI,0,243363883.65,221239894.23,22123989.42
Jun 04 2022,SUSHI,0,243344904.31,221222640.28,22122264.03
Jun 02 2022,SUSHI,0,243306945.62,221188132.38,22118813.24
Jun 01 2022,SUSHI,0,243287966.28,221170878.43,22117087.84
May 30 2022,SUSHI,0,243250007.59,221136370.53,22113637.05
May 28 2022,SUSHI,0,243212048.90,221101862.64,22110186.26
May 27 2022,SUSHI,0,243193069.56,221084608.69,22108460.87
May 25 2022,SUSHI,0,243155110.87,221050100.79,22105010.08
May 24 2022,SUSHI,0,243136131.52,221032846.84,22103284.68
May 22 2022,SUSHI,0,243098172.83,220998338.94,22099833.89
May 21 2022,SUSHI,0,243079193.49,220981084.99,22098108.50
May 19 2022,SUSHI,0,243041234.80,220946577.09,22094657.71
May 17 2022,SUSHI,0,243003276.11,220912069.19,22091206.92
May 16 2022,SUSHI,0,242984296.77,220894815.24,22089481.52
May 14 2022,SUSHI,0,242946338.08,220860307.35,22086030.73
May 13 2022,SUSHI,0,242927358.74,220843053.40,22084305.34
May 11 2022,SUSHI,0,242889400.05,220808545.50,22080854.55
May 10 2022,SUSHI,0,242870420.70,220791291.55,22079129.15
May 08 2022,SUSHI,0,242832462.02,220756783.65,22075678.37
May 06 2022,SUSHI,0,242794503.33,220722275.75,22072227.58
May 05 2022,SUSHI,0,242775523.98,220705021.80,22070502.18
May 03 2022,SUSHI,0,242737565.29,220670513.90,22067051.39
May 02 2022,SUSHI,0,242718585.95,220653259.95,22065326.00
Apr 30 2022,SUSHI,0,242680627.26,220618752.06,22061875.21
Apr 29 2022,SUSHI,0,242661647.92,220601498.11,22060149.81
Apr 27 2022,SUSHI,0,242623689.23,220566990.21,22056699.02
Apr 25 2022,SUSHI,0,242585730.54,220532482.31,22053248.23
Apr 24 2022,SUSHI,0,242566751.20,220515228.36,22051522.84
Apr 22 2022,SUSHI,0,242528792.51,220480720.46,22048072.05
Apr 21 2022,SUSHI,0,242509813.16,220463466.51,22046346.65
Apr 19 2022,SUSHI,0,242471854.48,220428958.61,22042895.86
Apr 18 2022,SUSHI,0,242452875.13,220411704.66,22041170.47
Apr 16 2022,SUSHI,0,242414916.44,220377196.77,22037719.68
Apr 14 2022,SUSHI,0,242376957.75,220342688.87,22034268.89
Apr 13 2022,SUSHI,0,242357978.41,220325434.92,22032543.49
Apr 11 2022,SUSHI,0,242320019.72,220290927.02,22029092.70
Apr 10 2022,SUSHI,0,242301040.38,220273673.07,22027367.31
Apr 08 2022,SUSHI,0,242263081.69,220239165.17,22023916.52
Apr 07 2022,SUSHI,0,242244102.35,220221911.22,22022191.12
Apr 05 2022,SUSHI,0,242206143.66,220187403.32,22018740.33
Apr 03 2022,SUSHI,0,242168184.97,220152895.43,22015289.54
Apr 02 2022,SUSHI,0,242149205.62,220135641.48,22013564.15
Mar 31 2022,SUSHI,0,242111246.94,220101133.58,22010113.36
Mar 30 2022,SUSHI,0,242092267.59,220083879.63,22008387.96
Mar 28 2022,SUSHI,0,242054308.90,220049371.73,22004937.17
Mar 26 2022,SUSHI,0,242016350.21,220014863.83,22001486.38
Mar 25 2022,SUSHI,0,241997370.87,219997609.88,21999760.99
Mar 23 2022,SUSHI,0,241959412.18,219963101.98,21996310.20
Mar 22 2022,SUSHI,0,241940432.84,219945848.03,21994584.80
Mar 20 2022,SUSHI,0,241902474.15,219911340.14,21991134.01
Mar 19 2022,SUSHI,0,241883494.81,219894086.19,21989408.62
Mar 17 2022,SUSHI,0,241845536.12,219859578.29,21985957.83
Mar 15 2022,SUSHI,0,241807577.43,219825070.39,21982507.04
Mar 14 2022,SUSHI,0,241788598.08,219807816.44,21980781.64
Mar 12 2022,SUSHI,0,241750639.40,219773308.54,21977330.85
Mar 11 2022,SUSHI,0,241731660.05,219756054.59,21975605.46
Mar 09 2022,SUSHI,0,241693701.36,219721546.69,21972154.67
Mar 08 2022,SUSHI,0,241674722.02,219704292.74,21970429.27
Mar 06 2022,SUSHI,0,241636763.33,219669784.85,21966978.48
Mar 04 2022,SUSHI,0,241598804.64,219635276.95,21963527.69
Mar 03 2022,SUSHI,0,241579825.30,219618023.00,21961802.30
Mar 01 2022,SUSHI,0,241541866.61,219583515.10,21958351.51
Feb 28 2022,SUSHI,0,241522887.27,219566261.15,21956626.12
Feb 26 2022,SUSHI,0,241484928.58,219531753.25,21953175.33
Feb 25 2022,SUSHI,0,241465949.23,219514499.30,21951449.93
Feb 23 2022,SUSHI,0,241427990.54,219479991.40,21947999.14
Feb 21 2022,SUSHI,0,241390031.86,219445483.51,21944548.35
Feb 20 2022,SUSHI,0,241371052.51,219428229.56,21942822.96
Feb 18 2022,SUSHI,0,241333093.82,219393721.66,21939372.17
Feb 17 2022,SUSHI,0,241314114.48,219376467.71,21937646.77
Feb 15 2022,SUSHI,0,241276155.79,219341959.81,21934195.98
Feb 14 2022,SUSHI,0,241257176.45,219324705.86,21932470.59
Feb 12 2022,SUSHI,0,241219217.76,219290197.96,21929019.80
Feb 10 2022,SUSHI,0,241181259.07,219255690.06,21925569.01
Feb 09 2022,SUSHI,0,241162279.73,219238436.11,21923843.61
Feb 07 2022,SUSHI,0,241124321.04,219203928.22,21920392.82
Feb 06 2022,SUSHI,0,241105341.69,219186674.27,21918667.43
Feb 04 2022,SUSHI,0,241067383.00,219152166.37,21915216.64
Feb 03 2022,SUSHI,0,241048403.66,219134912.42,21913491.24
Feb 01 2022,SUSHI,0,241010444.97,219100404.52,21910040.45
Jan 30 2022,SUSHI,0,240972486.28,219065896.62,21906589.66
Jan 29 2022,SUSHI,0,240953506.94,219048642.67,21904864.27
Jan 27 2022,SUSHI,0,240915548.25,219014134.77,21901413.48
Jan 26 2022,SUSHI,0,240896568.91,218996880.82,21899688.08
Jan 24 2022,SUSHI,0,240858610.22,218962372.93,21896237.29
Jan 23 2022,SUSHI,0,240839630.87,218945118.98,21894511.90
Jan 21 2022,SUSHI,0,240801672.19,218910611.08,21891061.11
Jan 19 2022,SUSHI,0,240763713.50,218876103.18,21887610.32
Jan 18 2022,SUSHI,0,240744734.15,218858849.23,21885884.92
Jan 16 2022,SUSHI,0,240706775.46,218824341.33,21882434.13
Jan 15 2022,SUSHI,0,240687796.12,218807087.38,21880708.74
Jan 13 2022,SUSHI,0,240649837.43,218772579.48,21877257.95
Jan 12 2022,SUSHI,0,240630858.09,218755325.53,21875532.55
Jan 10 2022,SUSHI,0,240531517.42,218665015.84,21866501.58
Jan 08 2022,SUSHI,0,240466972.28,218606338.43,21860633.84
Jan 07 2022,SUSHI,0,240434699.71,218576999.73,21857699.97
Jan 05 2022,SUSHI,0,240370154.56,218518322.33,21851832.23
Jan 04 2022,SUSHI,0,240337881.99,218488983.63,21848898.36
Jan 02 2022,SUSHI,0,240273336.85,218430306.22,21843030.62
Jan 01 2022,SUSHI,0,240241064.27,218400967.52,21840096.75
Dec 30 2021,SUSHI,0,240176519.13,218342290.12,21834229.01
Dec 28 2021,SUSHI,0,240111973.98,218283612.71,21828361.27
Dec 27 2021,SUSHI,0,240079701.41,218254274.01,21825427.40
Dec 25 2021,SUSHI,0,240015156.27,218195596.61,21819559.66
Dec 24 2021,SUSHI,0,239982883.70,218166257.91,21816625.79
Dec 22 2021,SUSHI,0,239918338.55,218107580.50,21810758.05
Dec 21 2021,SUSHI,0,239886065.98,218078241.80,21807824.18
Dec 19 2021,SUSHI,0,239821520.84,218019564.40,21801956.44
Dec 17 2021,SUSHI,0,239756975.69,217960886.99,21796088.70
Dec 16 2021,SUSHI,0,239724703.12,217931548.29,21793154.83
Dec 14 2021,SUSHI,0,239660157.98,217872870.89,21787287.09
Dec 13 2021,SUSHI,0,239627885.40,217843532.18,21784353.22
Dec 11 2021,SUSHI,0,239563340.26,217784854.78,21778485.48
Dec 10 2021,SUSHI,0,239531067.69,217755516.08,21775551.61
Dec 08 2021,SUSHI,0,239466522.54,217696838.67,21769683.87
Dec 06 2021,SUSHI,0,239401977.40,217638161.27,21763816.13
Dec 05 2021,SUSHI,0,239369704.83,217608822.57,21760882.26
Dec 03 2021,SUSHI,0,239305159.68,217550145.17,21755014.52
Dec 02 2021,SUSHI,0,239272887.11,217520806.46,21752080.65
Nov 30 2021,SUSHI,0,239208341.97,217462129.06,21746212.91
Nov 29 2021,SUSHI,0,239176069.39,217432790.36,21743279.04
Nov 27 2021,SUSHI,0,239111524.25,217374112.95,21737411.30
Nov 25 2021,SUSHI,0,239046979.10,217315435.55,21731543.55
Nov 24 2021,SUSHI,0,239037873.68,217307157.89,21730715.79
Nov 22 2021,SUSHI,0,238942530.42,217220482.20,21722048.22
Nov 21 2021,SUSHI,0,238907449.83,217188590.75,21718859.08
Nov 19 2021,SUSHI,0,238837288.66,217124807.87,21712480.79
Nov 18 2021,SUSHI,0,238802208.07,217092916.43,21709291.64
Nov 16 2021,SUSHI,0,238732046.90,217029133.54,21702913.35
Nov 14 2021,SUSHI,0,238661885.73,216965350.66,21696535.07
Nov 13 2021,SUSHI,0,238626805.14,216933459.22,21693345.92
Nov 11 2021,SUSHI,0,238556643.97,216869676.34,21686967.63
Nov 10 2021,SUSHI,0,238521563.38,216837784.89,21683778.49
Nov 08 2021,SUSHI,0,238413098.98,216739180.89,21673918.09
Nov 07 2021,SUSHI,0,238357924.32,216689022.11,21668902.21
Nov 05 2021,SUSHI,0,238247575.01,216588704.55,21658870.46
Nov 03 2021,SUSHI,0,238137225.69,216488386.99,21648838.70
Nov 02 2021,SUSHI,0,238082051.03,216438228.21,21643822.82
Oct 31 2021,SUSHI,0,237971701.71,216337910.65,21633791.06
Oct 30 2021,SUSHI,0,237916527.05,216287751.87,21628775.19
Oct 28 2021,SUSHI,0,237806177.73,216187434.30,21618743.43
Oct 27 2021,SUSHI,0,237751003.07,216137275.52,21613727.55
Oct 25 2021,SUSHI,0,237640653.76,216036957.96,21603695.80
Oct 23 2021,SUSHI,0,237530304.44,215936640.40,21593664.04
Oct 22 2021,SUSHI,0,237475129.78,215886481.62,21588648.16
Oct 20 2021,SUSHI,0,237364780.46,215786164.05,21578616.41
Oct 19 2021,SUSHI,0,237309605.80,215736005.27,21573600.53
Oct 17 2021,SUSHI,0,237199256.48,215635687.71,21563568.77
Oct 16 2021,SUSHI,0,237144081.82,215585528.93,21558552.89
Oct 14 2021,SUSHI,0,237033732.50,215485211.37,21548521.14
Oct 12 2021,SUSHI,0,236923383.19,215384893.81,21538489.38
Oct 11 2021,SUSHI,0,236868208.53,215334735.02,21533473.50
Oct 09 2021,SUSHI,0,236757859.21,215234417.46,21523441.75
Oct 08 2021,SUSHI,0,236702684.55,215184258.68,21518425.87
Oct 06 2021,SUSHI,0,236592335.23,215083941.12,21508394.11
Oct 05 2021,SUSHI,0,236534492.57,215031356.88,21503135.69
Oct 03 2021,SUSHI,0,236418012.03,214925465.48,21492546.55
Oct 01 2021,SUSHI,0,236311950.70,214829046.09,21482904.61
Sep 30 2021,SUSHI,0,236225656.68,214750596.98,21475059.70
Sep 28 2021,SUSHI,0,236079249.14,214617499.22,21461749.92
Sep 27 2021,SUSHI,0,236006045.37,214550950.33,21455095.03
Sep 25 2021,SUSHI,0,235859637.83,214417852.57,21441785.26
Sep 24 2021,SUSHI,0,235786434.06,214351303.69,21435130.37
Sep 22 2021,SUSHI,0,235640026.52,214218205.93,21421820.59
Sep 20 2021,SUSHI,0,235493618.98,214085108.17,21408510.82
Sep 19 2021,SUSHI,0,235420415.21,214018559.29,21401855.93
Sep 17 2021,SUSHI,0,235274007.68,213885461.52,21388546.15
Sep 16 2021,SUSHI,0,235200803.91,213818912.64,21381891.26
Sep 14 2021,SUSHI,0,235054396.37,213685814.88,21368581.49
Sep 13 2021,SUSHI,0,234981192.60,213619266.00,21361926.60
Sep 11 2021,SUSHI,0,234834785.06,213486168.24,21348616.82
Sep 09 2021,SUSHI,0,234688377.52,213353070.48,21335307.05
Sep 08 2021,SUSHI,0,234615173.75,213286521.59,21328652.16
Sep 06 2021,SUSHI,0,234468766.22,213153423.83,21315342.38
Sep 05 2021,SUSHI,0,234432275.32,213120250.29,21312025.03
Sep 03 2021,SUSHI,0,234154561.31,212867783.01,21286778.30
Sep 02 2021,SUSHI,0,234070801.84,212791638.04,21279163.80
Aug 31 2021,SUSHI,0,233903282.89,212639348.08,21263934.81
Aug 29 2021,SUSHI,0,233735763.94,212487058.13,21248705.81
Aug 28 2021,SUSHI,0,233652004.47,212410913.15,21241091.32
Aug 26 2021,SUSHI,0,233484485.52,212258623.20,21225862.32
Aug 25 2021,SUSHI,0,233400726.05,212182478.22,21218247.82
Aug 23 2021,SUSHI,0,233233207.10,212030188.27,21203018.83
Aug 22 2021,SUSHI,0,233149447.62,211954043.29,21195404.33
Aug 20 2021,SUSHI,0,232981928.67,211801753.34,21180175.33
Aug 18 2021,SUSHI,0,232814409.73,211649463.39,21164946.34
Aug 17 2021,SUSHI,0,232730650.25,211573318.41,21157331.84
Aug 15 2021,SUSHI,0,232563131.30,211421028.46,21142102.85
Aug 14 2021,SUSHI,0,232479371.83,211344883.48,21134488.35
Aug 12 2021,SUSHI,0,232311852.88,211192593.53,21119259.35
Aug 10 2021,SUSHI,0,232144333.93,211040303.57,21104030.36
Aug 09 2021,SUSHI,0,232060574.46,210964158.60,21096415.86
Aug 07 2021,SUSHI,0,231893055.51,210811868.64,21081186.86
Aug 06 2021,SUSHI,0,231809296.04,210735723.67,21073572.37
Aug 04 2021,SUSHI,0,231641777.09,210583433.72,21058343.37
Aug 03 2021,SUSHI,0,231557549.53,210506863.21,21050686.32
Aug 01 2021,SUSHI,0,231350933.78,210319030.71,21031903.07
Jul 30 2021,SUSHI,0,231115908.37,210105371.25,21010537.12
Jul 29 2021,SUSHI,0,230998395.67,209998541.52,20999854.15
Jul 27 2021,SUSHI,0,230763370.26,209784882.06,20978488.21
Jul 26 2021,SUSHI,0,230645857.56,209678052.33,20967805.23
Jul 24 2021,SUSHI,0,230410832.15,209464392.87,20946439.29
Jul 23 2021,SUSHI,0,230293319.45,209357563.14,20935756.31
Jul 21 2021,SUSHI,0,230058294.04,209143903.68,20914390.37
Jul 19 2021,SUSHI,0,229823268.64,208930244.22,20893024.42
Jul 18 2021,SUSHI,0,229705755.93,208823414.49,20882341.45
Jul 16 2021,SUSHI,0,229470730.53,208609755.03,20860975.50
Jul 15 2021,SUSHI,0,229353217.82,208502925.29,20850292.53
Jul 13 2021,SUSHI,0,229118192.42,208289265.83,20828926.58
Jul 12 2021,SUSHI,0,229000679.71,208182436.10,20818243.61
Jul 10 2021,SUSHI,0,228765654.31,207968776.64,20796877.66
Jul 08 2021,SUSHI,0,228530628.90,207755117.18,20775511.72
Jul 07 2021,SUSHI,0,228509265.80,207735696.18,20773569.62
Jul 05 2021,SUSHI,0,228165490.56,207423173.24,20742317.32
Jul 04 2021,SUSHI,0,228043500.34,207312273.03,20731227.30
Jul 02 2021,SUSHI,0,227760869.03,207055335.49,20705533.55
Jul 01 2021,SUSHI,0,227619130.18,206926481.98,20692648.20
Jun 29 2021,SUSHI,0,227335652.47,206668774.97,20666877.50
Jun 27 2021,SUSHI,0,227052174.76,206411067.97,20641106.80
Jun 26 2021,SUSHI,0,226910435.91,206282214.46,20628221.45
Jun 24 2021,SUSHI,0,226626958.20,206024507.46,20602450.75
Jun 23 2021,SUSHI,0,226485219.35,205895653.95,20589565.40
Jun 21 2021,SUSHI,0,226201741.64,205637946.94,20563794.69
Jun 20 2021,SUSHI,0,226060002.78,205509093.44,20550909.34
Jun 18 2021,SUSHI,0,225776525.08,205251386.43,20525138.64
Jun 16 2021,SUSHI,0,225493047.37,204993679.42,20499367.94
Jun 15 2021,SUSHI,0,225351308.51,204864825.92,20486482.59
Jun 13 2021,SUSHI,0,225067830.80,204607118.91,20460711.89
Jun 12 2021,SUSHI,0,224926091.95,204478265.41,20447826.54
Jun 10 2021,SUSHI,0,224642614.24,204220558.40,20422055.84
Jun 09 2021,SUSHI,0,224500875.39,204091704.90,20409170.49
Jun 07 2021,SUSHI,0,224217397.68,203833997.89,20383399.79
Jun 05 2021,SUSHI,0,223933919.97,203576290.88,20357629.09
Jun 04 2021,SUSHI,0,223792181.12,203447437.38,20344743.74
Jun 02 2021,SUSHI,0,223508703.41,203189730.37,20318973.04
Jun 01 2021,SUSHI,0,223366964.55,203060876.87,20306087.69
May 30 2021,SUSHI,0,223083486.84,202803169.86,20280316.99
May 29 2021,SUSHI,0,222941747.99,202674316.35,20267431.64
May 27 2021,SUSHI,0,222658270.28,202416609.35,20241660.93
May 25 2021,SUSHI,0,222374792.57,202158902.34,20215890.23
May 24 2021,SUSHI,0,222233053.72,202030048.84,20203004.88
May 22 2021,SUSHI,0,221949576.01,201772341.83,20177234.18
May 21 2021,SUSHI,0,221807837.16,201643488.32,20164348.83
May 19 2021,SUSHI,0,221524359.45,201385781.32,20138578.13
May 18 2021,SUSHI,0,221382620.59,201256927.81,20125692.78
May 16 2021,SUSHI,0,221099142.88,200999220.80,20099922.08
May 14 2021,SUSHI,0,220815665.18,200741513.80,20074151.38
May 13 2021,SUSHI,0,220773934.24,200703576.58,20070357.66
May 11 2021,SUSHI,0,220388859.15,200353508.32,20035350.83
May 10 2021,SUSHI,0,220246506.63,200224096.94,20022409.69
May 08 2021,SUSHI,0,219961801.60,199965274.18,19996527.42
May 07 2021,SUSHI,0,219819449.08,199835862.80,19983586.28
May 05 2021,SUSHI,0,219278081.44,199343710.40,19934371.04
May 03 2021,SUSHI,0,218710160.49,198827418.63,19882741.86
May 02 2021,SUSHI,0,218426200.02,198569272.75,19856927.27
Apr 30 2021,SUSHI,0,217858279.08,198052980.98,19805298.10
Apr 29 2021,SUSHI,0,217574318.61,197794835.10,19779483.51
Apr 27 2021,SUSHI,0,217006397.66,197278543.33,19727854.33
Apr 26 2021,SUSHI,0,216722437.19,197020397.45,19702039.74
Apr 24 2021,SUSHI,0,216154516.25,196504105.68,19650410.57
Apr 22 2021,SUSHI,0,215586595.30,195987813.91,19598781.39
Apr 21 2021,SUSHI,0,215302634.83,195729668.03,19572966.80
Apr 19 2021,SUSHI,0,214734713.89,195213376.26,19521337.63
Apr 18 2021,SUSHI,0,214450753.41,194955230.38,19495523.04
Apr 16 2021,SUSHI,0,213882832.47,194438938.61,19443893.86
Apr 15 2021,SUSHI,0,213598872.00,194180792.73,19418079.27
Apr 13 2021,SUSHI,0,213030951.05,193664500.96,19366450.10
Apr 11 2021,SUSHI,0,212463030.11,193148209.19,19314820.92
Apr 10 2021,SUSHI,0,212179069.64,192890063.31,19289006.33
Apr 08 2021,SUSHI,0,211611148.69,192373771.54,19237377.15
Apr 07 2021,SUSHI,0,211327188.22,192115625.66,19211562.57
Apr 05 2021,SUSHI,0,210759267.28,191599333.89,19159933.39
Apr 04 2021,SUSHI,0,210475306.81,191341188.00,19134118.80
Apr 02 2021,SUSHI,0,209907385.86,190824896.24,19082489.62
Mar 31 2021,SUSHI,0,209339464.92,190308604.47,19030860.45
Mar 30 2021,SUSHI,0,209055504.45,190050458.59,19005045.86
Mar 28 2021,SUSHI,0,208487583.50,189534166.82,18953416.68
Mar 27 2021,SUSHI,0,208203623.03,189276020.94,18927602.09
Mar 25 2021,SUSHI,0,207635702.09,188759729.17,18875972.92
Mar 24 2021,SUSHI,0,207351741.61,188501583.28,18850158.33
Mar 22 2021,SUSHI,0,206783820.67,187985291.52,18798529.15
Mar 20 2021,SUSHI,0,206215899.72,187468999.75,18746899.97
Mar 19 2021,SUSHI,0,205931939.25,187210853.87,18721085.39
Mar 17 2021,SUSHI,0,205364018.31,186694562.10,18669456.21
Mar 16 2021,SUSHI,0,205080057.84,186436416.22,18643641.62
Mar 14 2021,SUSHI,0,204512136.89,185920124.45,18592012.44
Mar 13 2021,SUSHI,0,204228176.42,185661978.56,18566197.86
Mar 11 2021,SUSHI,0,203660255.48,185145686.80,18514568.68
Mar 09 2021,SUSHI,0,203092334.53,184629395.03,18462939.50
Mar 08 2021,SUSHI,0,202806918.75,184369926.14,18436992.61
Mar 06 2021,SUSHI,0,202234946.39,183849951.26,18384995.13
Mar 05 2021,SUSHI,0,201948960.21,183589963.83,18358996.38
Mar 03 2021,SUSHI,0,201376987.85,183069988.95,18306998.90
Mar 02 2021,SUSHI,0,201091001.66,182810001.51,18281000.15
Feb 28 2021,SUSHI,0,200444990.54,182222718.67,18222271.87
Feb 26 2021,SUSHI,0,199729764.03,181572512.75,18157251.28
Feb 25 2021,SUSHI,0,199372150.77,181247409.79,18124740.98
Feb 23 2021,SUSHI,0,198656924.26,180597203.87,18059720.39
Feb 22 2021,SUSHI,0,198299311.01,180272100.91,18027210.09
Feb 20 2021,SUSHI,0,197584084.49,179621894.99,17962189.50
Feb 19 2021,SUSHI,0,197226471.24,179296792.03,17929679.20
Feb 17 2021,SUSHI,0,196511244.73,178646586.12,17864658.61
Feb 15 2021,SUSHI,0,195796018.22,177996380.20,17799638.02
Feb 14 2021,SUSHI,0,195438404.96,177671277.24,17767127.72
Feb 12 2021,SUSHI,0,194723178.45,177021071.32,17702107.13
Feb 11 2021,SUSHI,0,194365565.19,176695968.36,17669596.84
Feb 09 2021,SUSHI,0,193650338.68,176045762.44,17604576.24
Feb 08 2021,SUSHI,0,193292725.43,175720659.48,17572065.95
Feb 06 2021,SUSHI,0,192577498.92,175070453.56,17507045.36
Feb 04 2021,SUSHI,0,191862272.40,174420247.64,17442024.76
Feb 03 2021,SUSHI,0,191506604.50,174096913.18,17409691.32
Feb 01 2021,SUSHI,0,190790675.21,173446068.38,17344606.84
Jan 31 2021,SUSHI,0,190372602.40,173066002.18,17306600.22
