Date,Symbol,Available Supply,Unlocked Supply,Community Incentives,Staking Rewards,Sky Mavis,Ecosystem Fund
Feb 14 2025,RON,626359698.10,626359698.10,220752307.84,144157344.16,164567507.80,96882538.30
Feb 11 2025,RON,625198031.81,625198031.81,220552081.33,143886713.83,164040974.00,96718262.64
Feb 07 2025,RON,623649143.41,623649143.41,220285112.66,143525873.40,163338928.93,96499228.43
Feb 03 2025,RON,622100255.02,622100255.02,220018143.98,143165032.96,162636883.87,96280194.21
Jan 30 2025,RON,620551366.63,620551366.63,219751175.31,142804192.53,161934838.80,96061159.99
Jan 26 2025,RON,618999760.69,618999760.69,219481544.70,142439964.59,161236609.20,95841642.20
Jan 23 2025,RON,617829941.76,617829941.76,219273332.40,142159171.77,160721521.78,95675915.82
Jan 19 2025,RON,616270183.20,616270183.20,218995715.99,141784781.33,160034738.57,95454947.31
Jan 15 2025,RON,614710424.63,614710424.63,218718099.59,141410390.90,159347955.35,95233978.80
Jan 11 2025,RON,613150666.07,613150666.07,218440483.18,141036000.46,158661172.13,95013010.30
Jan 07 2025,RON,611590907.50,611590907.50,218162866.78,140661610.03,157974388.91,94792041.79
Jan 04 2025,RON,610421088.58,610421088.58,217954654.48,140380817.20,157459301.50,94626315.41
Dec 31 2024,RON,608861330.01,608861330.01,217677038.07,140006426.77,156772518.28,94405346.90
Dec 27 2024,RON,607301571.45,607301571.45,217399421.67,139632036.33,156085735.07,94184378.39
Dec 23 2024,RON,605741812.88,605741812.88,217121805.26,139257645.90,155398951.85,93963409.88
Dec 19 2024,RON,604182054.32,604182054.32,216844188.86,138883255.46,154712168.63,93742441.37
Dec 16 2024,RON,603012235.40,603012235.40,216635976.55,138602462.63,154197081.22,93576714.99
Dec 12 2024,RON,601452476.83,601452476.83,216358360.15,138228072.20,153510298.00,93355746.48
Dec 08 2024,RON,599892718.26,599892718.26,216080743.75,137853681.77,152823514.78,93134777.97
Dec 04 2024,RON,598332959.70,598332959.70,215803127.34,137479291.33,152136731.57,92913809.46
Nov 30 2024,RON,596773201.13,596773201.13,215525510.94,137104900.90,151449948.35,92692840.95
Nov 27 2024,RON,595603382.21,595603382.21,215317298.63,136824108.07,150934860.93,92527114.57
Nov 23 2024,RON,594043623.65,594043623.65,215039682.23,136449717.63,150248077.72,92306146.06
Nov 19 2024,RON,592483865.08,592483865.08,214762065.83,136075327.20,149561294.50,92085177.56
Nov 15 2024,RON,590924106.51,590924106.51,214484449.42,135700936.77,148874511.28,91864209.05
Nov 12 2024,RON,589754287.59,589754287.59,214276237.12,135420143.94,148359423.87,91698482.66
Nov 08 2024,RON,588194529.03,588194529.03,213998620.71,135045753.50,147672640.65,91477514.16
Nov 04 2024,RON,586634770.46,586634770.46,213721004.31,134671363.07,146985857.43,91256545.65
Oct 31 2024,RON,585075011.90,585075011.90,213443387.90,134296972.63,146299074.22,91035577.14
Oct 27 2024,RON,583515253.33,583515253.33,213165771.50,133922582.20,145612291.00,90814608.63
Oct 24 2024,RON,582302392.44,582302392.44,212936766.67,133624771.11,145097203.59,90643651.07
Oct 20 2024,RON,580685244.58,580685244.58,212631426.90,133227689.66,144410420.37,90415707.66
Oct 16 2024,RON,579068096.73,579068096.73,212326087.12,132830608.21,143723637.15,90187764.25
Oct 12 2024,RON,577450948.87,577450948.87,212020747.35,132433526.75,143036853.93,89959820.83
Oct 08 2024,RON,575833801.02,575833801.02,211715407.57,132036445.30,142350070.72,89731877.42
Oct 05 2024,RON,574620940.12,574620940.12,211486402.74,131738634.21,141834983.30,89560919.86
Oct 01 2024,RON,573003792.27,573003792.27,211181062.97,131341552.76,141148200.09,89332976.45
Sep 27 2024,RON,571386644.41,571386644.41,210875723.20,130944471.31,140461416.87,89105033.04
Sep 23 2024,RON,569769496.56,569769496.56,210570383.42,130547389.86,139774633.65,88877089.63
Sep 19 2024,RON,568152348.70,568152348.70,210265043.65,130150308.40,139087850.43,88649146.21
Sep 16 2024,RON,566939487.81,566939487.81,210036038.82,129852497.32,138572763.02,88478188.66
Sep 12 2024,RON,565322339.95,565322339.95,209730699.04,129455415.86,137885979.80,88250245.24
Sep 08 2024,RON,563705192.10,563705192.10,209425359.27,129058334.41,137199196.59,88022301.83
Sep 04 2024,RON,562088044.24,562088044.24,209120019.50,128661252.96,136512413.37,87794358.42
Sep 01 2024,RON,560875183.35,560875183.35,208891014.67,128363441.87,135997325.96,87623400.86
Aug 28 2024,RON,559258035.50,559258035.50,208585674.89,127966360.42,135310542.74,87395457.45
Aug 24 2024,RON,557640887.64,557640887.64,208280335.12,127569278.97,134623759.52,87167514.04
Aug 20 2024,RON,556023739.78,556023739.78,207974995.34,127172197.51,133936976.30,86939570.62
Aug 16 2024,RON,554406591.93,554406591.93,207669655.57,126775116.06,133250193.09,86711627.21
Aug 13 2024,RON,553193731.04,553193731.04,207440650.74,126477304.97,132735105.67,86540669.65
Aug 09 2024,RON,551576583.18,551576583.18,207135310.97,126080223.52,132048322.46,86312726.24
Aug 05 2024,RON,549959435.33,549959435.33,206829971.19,125683142.07,131361539.24,86084782.83
Aug 01 2024,RON,548342287.47,548342287.47,206524631.42,125286060.62,130674756.02,85856839.42
Jul 28 2024,RON,546725139.61,546725139.61,206219291.64,124888979.16,129987972.80,85628896.00
Jul 25 2024,RON,545478200.56,545478200.56,205979254.44,124576820.93,129469111.86,85453013.32
Jul 21 2024,RON,543792896.37,543792896.37,205651849.92,124151045.20,128774781.57,85215219.67
Jul 17 2024,RON,542107592.18,542107592.18,205324445.40,123725269.47,128080451.29,84977426.02
Jul 13 2024,RON,540422288.00,540422288.00,204997040.88,123299493.74,127386121.00,84739632.37
Jul 09 2024,RON,538736983.81,538736983.81,204669636.37,122873718.01,126691790.71,84501838.72
Jul 06 2024,RON,537473005.67,537473005.67,204424082.98,122554386.21,126171043.00,84323493.49
Jul 02 2024,RON,535787701.49,535787701.49,204096678.46,122128610.48,125476712.71,84085699.84
Jun 28 2024,RON,534102397.30,534102397.30,203769273.94,121702834.74,124782382.43,83847906.19
Jun 24 2024,RON,532417093.11,532417093.11,203441869.42,121277059.01,124088052.14,83610112.54
Jun 21 2024,RON,531153114.97,531153114.97,203196316.03,120957727.21,123567304.43,83431767.30
Jun 17 2024,RON,529467810.79,529467810.79,202868911.51,120531951.48,122872974.14,83193973.65
Jun 13 2024,RON,527782506.60,527782506.60,202541506.99,120106175.75,122178643.86,82956180.00
Jun 09 2024,RON,526097202.41,526097202.41,202214102.48,119680400.02,121484313.57,82718386.35
Jun 05 2024,RON,524411898.23,524411898.23,201886697.96,119254624.29,120789983.29,82480592.70
Jun 02 2024,RON,523147920.09,523147920.09,201641144.57,118935292.49,120269235.57,82302247.46
May 29 2024,RON,521462615.90,521462615.90,201313740.05,118509516.75,119574905.29,82064453.81
May 25 2024,RON,519777311.71,519777311.71,200986335.53,118083741.02,118880575.00,81826660.16
May 21 2024,RON,518092007.53,518092007.53,200658931.01,117657965.29,118186244.71,81588866.51
May 17 2024,RON,516406703.34,516406703.34,200331526.49,117232189.56,117491914.43,81351072.86
May 14 2024,RON,515142725.20,515142725.20,200085973.10,116912857.76,116971166.71,81172727.62
May 10 2024,RON,513457421.02,513457421.02,199758568.59,116487082.03,116276836.43,80934933.97
May 06 2024,RON,511772116.83,511772116.83,199431164.07,116061306.30,115582506.14,80697140.32
May 02 2024,RON,510086812.64,510086812.64,199103759.55,115635530.56,114888175.86,80459346.67
Apr 28 2024,RON,508401508.46,508401508.46,198776355.03,115209754.83,114193845.57,80221553.02
Apr 25 2024,RON,507110880.27,507110880.27,198520879.99,114877520.35,113673097.86,80039382.07
Apr 21 2024,RON,505372275.98,505372275.98,198173632.16,114425939.25,112978767.57,79793937.00
Apr 17 2024,RON,503633671.70,503633671.70,197826384.34,113974358.14,112284437.29,79548491.93
Apr 13 2024,RON,501895067.41,501895067.41,197479136.52,113522777.04,111590107.00,79303046.86
Apr 10 2024,RON,500591114.20,500591114.20,197218700.65,113184091.21,111069359.29,79118963.05
Apr 06 2024,RON,498852509.91,498852509.91,196871452.82,112732510.11,110375029.00,78873517.98
Apr 02 2024,RON,497113905.62,497113905.62,196524205.00,112280929.00,109680698.71,78628072.91
Mar 29 2024,RON,0,495375301.34,196176957.17,111829347.90,108986368.43,78382627.83
Mar 25 2024,RON,0,493636697.05,195829709.35,111377766.80,108292038.14,78137182.76
Mar 22 2024,RON,0,492332743.84,195569273.48,111039080.97,107771290.43,77953098.96
Mar 18 2024,RON,0,490594139.55,195222025.66,110587499.87,107076960.14,77707653.88
Mar 14 2024,RON,0,488855535.27,194874777.83,110135918.76,106382629.86,77462208.81
Mar 10 2024,RON,0,487116930.98,194527530.01,109684337.66,105688299.57,77216763.74
Mar 06 2024,RON,0,485378326.70,194180282.19,109232756.56,104993969.29,76971318.67
Mar 03 2024,RON,0,484074373.48,193919846.32,108894070.73,104473221.57,76787234.86
Feb 28 2024,RON,0,482335769.20,193572598.49,108442489.63,103778891.29,76541789.79
Feb 24 2024,RON,0,480597164.91,193225350.67,107990908.52,103084561.00,76296344.72
Feb 20 2024,RON,0,478858560.62,192878102.85,107539327.42,102390230.71,76050899.65
Feb 16 2024,RON,0,477119956.34,192530855.02,107087746.32,101695900.43,75805454.57
Feb 13 2024,RON,0,475816003.12,192270419.15,106749060.49,101175152.71,75621370.77
Feb 09 2024,RON,0,474077398.84,191923171.33,106297479.39,100480822.43,75375925.70
Feb 05 2024,RON,0,472338794.55,191575923.50,105845898.28,99786492.14,75130480.62
Feb 01 2024,RON,0,470600190.27,191228675.68,105394317.18,99092161.86,74885035.55
Jan 28 2024,RON,0,468861585.98,190881427.86,104942736.08,98397831.57,74639590.48
Jan 25 2024,RON,0,467539195.35,190612470.60,104592968.55,97880857.39,74452898.82
Jan 21 2024,RON,0,465763716.24,190248180.01,104119224.04,97194074.17,74202238.03
Jan 17 2024,RON,0,463988237.14,189883889.41,103645479.53,96507290.96,73951577.24
Jan 13 2024,RON,0,462212758.03,189519598.82,103171735.02,95820507.74,73700916.45
Jan 10 2024,RON,0,460881148.69,189246380.87,102816426.64,95305420.33,73512920.85
Jan 06 2024,RON,0,459105669.58,188882090.27,102342682.14,94618637.11,73262260.06
Jan 02 2024,RON,0,457330190.47,188517799.68,101868937.63,93931853.89,73011599.28
Dec 29 2023,RON,0,455554711.36,188153509.08,101395193.12,93245070.67,72760938.49
Dec 25 2023,RON,0,453779232.25,187789218.49,100921448.61,92558287.46,72510277.70
Dec 22 2023,RON,0,452447622.92,187516000.54,100566140.23,92043200.04,72322282.10
Dec 18 2023,RON,0,450672143.81,187151709.94,100092395.73,91356416.83,72071621.31
Dec 14 2023,RON,0,448896664.70,186787419.35,99618651.22,90669633.61,71820960.52
Dec 10 2023,RON,0,447121185.59,186423128.75,99144906.71,89982850.39,71570299.74
Dec 06 2023,RON,0,445345706.48,186058838.16,98671162.20,89296067.17,71319638.95
Dec 03 2023,RON,0,444014097.15,185785620.21,98315853.82,88780979.76,71131643.35
Nov 29 2023,RON,0,442238618.04,185421329.61,97842109.32,88094196.54,70880982.56
Nov 25 2023,RON,0,440463138.93,185057039.02,97368364.81,87407413.33,70630321.77
Nov 21 2023,RON,0,438687659.82,184692748.42,96894620.30,86720630.11,70379660.98
Nov 17 2023,RON,0,436912180.71,184328457.83,96420875.79,86033846.89,70129000.20
Nov 14 2023,RON,0,435580571.37,184055239.88,96065567.41,85518759.48,69941004.60
Nov 10 2023,RON,0,433805092.27,183690949.28,95591822.91,84831976.26,69690343.81
Nov 06 2023,RON,0,432029613.16,183326658.69,95118078.40,84145193.04,69439683.02
Nov 02 2023,RON,0,430254134.05,182962368.09,94644333.89,83458409.83,69189022.23
Oct 30 2023,RON,0,428922524.71,182689150.15,94289025.51,82943322.41,69001026.64
Oct 26 2023,RON,0,427133576.18,182319339.83,93809384.33,82256539.20,68748312.83
Oct 22 2023,RON,0,425304219.39,181932970.34,93312053.11,81569755.98,68489439.96
Oct 18 2023,RON,0,423474862.59,181546600.85,92814721.89,80882972.76,68230567.09
Oct 14 2023,RON,0,421645505.80,181160231.37,92317390.67,80196189.54,67971694.22
Oct 11 2023,RON,0,420273488.20,180870454.25,91944392.25,79681102.13,67777539.56
Oct 07 2023,RON,0,418444131.41,180484084.77,91447061.03,78994318.91,67518666.69
Oct 03 2023,RON,0,416614774.61,180097715.28,90949729.82,78307535.70,67259793.82
Sep 29 2023,RON,0,414785417.82,179711345.79,90452398.60,77620752.48,67000920.95
Sep 25 2023,RON,0,412956061.02,179324976.30,89955067.38,76933969.26,66742048.08
Sep 22 2023,RON,0,411584043.43,179035199.19,89582068.96,76418881.85,66547893.43
Sep 18 2023,RON,0,409754686.63,178648829.70,89084737.74,75732098.63,66289020.55
Sep 14 2023,RON,0,407925329.84,178262460.22,88587406.52,75045315.41,66030147.68
Sep 10 2023,RON,0,406095973.04,177876090.73,88090075.31,74358532.20,65771274.81
Sep 06 2023,RON,0,404266616.25,177489721.24,87592744.09,73671748.98,65512401.94
Sep 03 2023,RON,0,402894598.65,177199944.13,87219745.67,73156661.57,65318247.29
Aug 30 2023,RON,0,401065241.86,176813574.64,86722414.45,72469878.35,65059374.42
Aug 26 2023,RON,0,399235885.06,176427205.15,86225083.23,71783095.13,64800501.54
Aug 22 2023,RON,0,397406528.27,176040835.67,85727752.01,71096311.91,64541628.67
Aug 19 2023,RON,0,396034510.67,175751058.55,85354753.60,70581224.50,64347474.02
Aug 15 2023,RON,0,394205153.88,175364689.06,84857422.38,69894441.28,64088601.15
Aug 11 2023,RON,0,392375797.08,174978319.58,84360091.16,69207658.07,63829728.28
Aug 07 2023,RON,0,390546440.29,174591950.09,83862759.94,68520874.85,63570855.41
Aug 03 2023,RON,0,388717083.49,174205580.60,83365428.72,67834091.63,63311982.53
Jul 31 2023,RON,0,387345065.89,173915803.49,82992430.31,67319004.22,63117827.88
Jul 27 2023,RON,0,385515709.10,173529434.00,82495099.09,66632221.00,62858955.01
Jul 23 2023,RON,0,383603139.33,173115144.32,81961515.17,65937890.71,62588589.13
Jul 19 2023,RON,0,381690569.55,172700854.63,81427931.25,65243560.43,62318223.24
Jul 15 2023,RON,0,379777999.78,172286564.95,80894347.32,64549230.14,62047857.36
Jul 12 2023,RON,0,378343572.45,171975847.69,80494159.38,64028482.43,61845082.95
Jul 08 2023,RON,0,376431002.67,171561558.00,79960575.46,63334152.14,61574717.07
Jul 04 2023,RON,0,374518432.90,171147268.32,79426991.54,62639821.86,61304351.18
Jun 30 2023,RON,0,372605863.12,170732978.64,78893407.62,61945491.57,61033985.30
Jun 26 2023,RON,0,370693293.35,170318688.95,78359823.69,61251161.29,60763619.42
Jun 23 2023,RON,0,369258866.02,170007971.69,77959635.75,60730413.57,60560845.00
Jun 19 2023,RON,0,367346296.24,169593682.01,77426051.83,60036083.29,60290479.12
Jun 15 2023,RON,0,365433726.47,169179392.32,76892467.91,59341753.00,60020113.24
Jun 11 2023,RON,0,363521156.69,168765102.64,76358883.98,58647422.71,59749747.35
Jun 08 2023,RON,0,362086729.36,168454385.38,75958696.04,58126675.00,59546972.94
Jun 04 2023,RON,0,360174159.59,168040095.69,75425112.12,57432344.71,59276607.06
May 31 2023,RON,0,358261589.81,167625806.01,74891528.20,56738014.43,59006241.18
May 27 2023,RON,0,356349020.04,167211516.33,74357944.28,56043684.14,58735875.29
May 23 2023,RON,0,354436450.26,166797226.64,73824360.35,55349353.86,58465509.41
May 20 2023,RON,0,353002022.93,166486509.38,73424172.41,54828606.14,58262735.00
May 16 2023,RON,0,351089453.16,166072219.70,72890588.49,54134275.86,57992369.11
May 12 2023,RON,0,349176883.38,165657930.01,72357004.57,53439945.57,57722003.23
May 08 2023,RON,0,347264313.61,165243640.33,71823420.65,52745615.29,57451637.35
May 04 2023,RON,0,345351743.84,164829350.65,71289836.72,52051285.00,57181271.47
May 01 2023,RON,0,343917316.50,164518633.38,70889648.78,51530537.29,56978497.05
Apr 27 2023,RON,0,342004746.73,164104343.70,70356064.86,50836207.00,56708131.17
Apr 23 2023,RON,0,340003412.96,163660062.58,69783535.92,50134161.93,56425652.53
Apr 19 2023,RON,0,338002079.19,163215781.46,69211006.98,49432116.87,56143173.88
Apr 15 2023,RON,0,336000745.42,162771500.34,68638478.03,48730071.80,55860695.24
Apr 12 2023,RON,0,334499745.09,162438289.50,68209081.33,48203538.00,55648836.26
Apr 08 2023,RON,0,332498411.32,161994008.38,67636552.38,47501492.93,55366357.62
Apr 04 2023,RON,0,330497077.54,161549727.26,67064023.44,46799447.87,55083878.97
Mar 31 2023,RON,0,328495743.77,161105446.14,66491494.50,46097402.80,54801400.33
Mar 27 2023,RON,0,326494410.00,160661165.02,65918965.56,45395357.73,54518921.69
Mar 24 2023,RON,0,324993409.67,160327954.18,65489568.85,44868823.93,54307062.71
Mar 20 2023,RON,0,322992075.90,159883673.06,64917039.91,44166778.87,54024584.06
Mar 16 2023,RON,0,320990742.13,159439391.94,64344510.97,43464733.80,53742105.42
Mar 12 2023,RON,0,318989408.36,158995110.82,63771982.02,42762688.73,53459626.78
Mar 09 2023,RON,0,317488408.03,158661899.98,63342585.32,42236154.93,53247767.80
Mar 05 2023,RON,0,315487074.26,158217618.86,62770056.38,41534109.87,52965289.15
Mar 01 2023,RON,0,313485740.49,157773337.74,62197527.43,40832064.80,52682810.51
Feb 25 2023,RON,0,311484406.71,157329056.62,61624998.49,40130019.73,52400331.87
Feb 21 2023,RON,0,309483072.94,156884775.50,61052469.55,39427974.67,52117853.23
Feb 18 2023,RON,0,307982072.61,156551564.66,60623072.84,38901440.87,51905994.24
Feb 14 2023,RON,0,305980738.84,156107283.54,60050543.90,38199395.80,51623515.60
Feb 10 2023,RON,0,303979405.07,155663002.42,59478014.96,37497350.73,51341036.96
Feb 06 2023,RON,0,301978071.30,155218721.30,58905486.02,36795305.67,51058558.32
Feb 02 2023,RON,0,299976737.53,154774440.18,58332957.07,36093260.60,50776079.67
Jan 30 2023,RON,0,298475737.20,154441229.34,57903560.37,35566726.80,50564220.69
Jan 26 2023,RON,0,295589813.45,153818577.90,57100141.11,34530644.16,50140450.28
Jan 22 2023,RON,0,290050119.75,152660815.50,55604050.90,32492448.81,49292804.54
Jan 18 2023,RON,0,284510426.05,151503053.10,54107960.70,30454253.45,48445158.80
Jan 14 2023,RON,0,278970732.35,150345290.70,52611870.49,28416058.10,47597513.06
Jan 11 2023,RON,0,274815962.08,149476968.90,51489802.84,26887411.58,46961778.76
Jan 07 2023,RON,0,269276268.38,148319206.50,49993712.63,24849216.23,46114133.02
Jan 03 2023,RON,0,263736574.68,147161444.10,48497622.43,22811020.87,45266487.28
Dec 30 2022,RON,0,258196880.98,146003681.70,47001532.22,20772825.52,44418841.54
Dec 27 2022,RON,0,254042110.71,145135359.90,45879464.57,19244179.00,43783107.24
Dec 23 2022,RON,0,253067890.14,144712405.57,45328198.33,19244179.00,43783107.24
Dec 19 2022,RON,0,252093669.57,144289451.23,44776932.10,19244179.00,43783107.24
Dec 15 2022,RON,0,251119449.00,143866496.90,44225665.86,19244179.00,43783107.24
Dec 11 2022,RON,0,250145228.43,143443542.57,43674399.62,19244179.00,43783107.24
Dec 08 2022,RON,0,249414563.00,143126326.82,43260949.94,19244179.00,43783107.24
Dec 04 2022,RON,0,248440342.43,142703372.48,42709683.71,19244179.00,43783107.24
Nov 30 2022,RON,0,247466121.86,142280418.15,42158417.47,19244179.00,43783107.24
Nov 26 2022,RON,0,246499757.90,141860874.74,41611596.93,19244179.00,43783107.24
Nov 22 2022,RON,0,245556963.79,141451564.08,41078113.47,19244179.00,43783107.24
Nov 19 2022,RON,0,244849868.20,141144581.08,40678000.88,19244179.00,43783107.24
Nov 15 2022,RON,0,243907074.09,140735270.43,40144517.42,19244179.00,43783107.24
Nov 11 2022,RON,0,242964279.98,140325959.77,39611033.97,19244179.00,43783107.24
Nov 07 2022,RON,0,242021485.86,139916649.11,39077550.51,19244179.00,43783107.24
Nov 03 2022,RON,0,241078691.75,139507338.45,38544067.06,19244179.00,43783107.24
Oct 31 2022,RON,0,240371596.16,139200355.46,38143954.47,19244179.00,43783107.24
Oct 27 2022,RON,0,239428802.05,138791044.80,37610471.01,19244179.00,43783107.24
Oct 23 2022,RON,0,237360135.92,138368090.47,37059204.77,18731000.87,43201839.81
Oct 19 2022,RON,0,235291469.79,137945136.13,36507938.54,18217822.73,42620572.39
Oct 16 2022,RON,0,233739970.19,137627920.38,36094488.86,17832939.13,42184621.82
Oct 12 2022,RON,0,231671304.06,137204966.05,35543222.62,17319761.00,41603354.39
Oct 08 2022,RON,0,229602637.93,136782011.72,34991956.38,16806582.87,41022086.96
Oct 04 2022,RON,0,227533971.80,136359057.38,34440690.15,16293404.73,40440819.54
Sep 30 2022,RON,0,225465305.67,135936103.05,33889423.91,15780226.60,39859552.11
Sep 27 2022,RON,0,223913806.07,135618887.30,33475974.23,15395343.00,39423601.54
Sep 23 2022,RON,0,222971011.97,135209576.65,32942490.78,15395343.00,39423601.54
Sep 19 2022,RON,0,222028217.87,134800266.01,32409007.32,15395343.00,39423601.54
Sep 15 2022,RON,0,221085423.77,134390955.36,31875523.87,15395343.00,39423601.54
Sep 11 2022,RON,0,220142629.67,133981644.72,31342040.41,15395343.00,39423601.54
Sep 08 2022,RON,0,219435534.10,133674661.74,30941927.82,15395343.00,39423601.54
Sep 04 2022,RON,0,218492740.00,133265351.09,30408444.37,15395343.00,39423601.54
Aug 31 2022,RON,0,217549945.90,132856040.45,29874960.91,15395343.00,39423601.54
Aug 27 2022,RON,0,216607151.80,132446729.80,29341477.46,15395343.00,39423601.54
Aug 23 2022,RON,0,215664357.69,132037419.14,28807994.00,15395343.00,39423601.54
Aug 20 2022,RON,0,214957262.10,131730436.15,28407881.41,15395343.00,39423601.54
Aug 16 2022,RON,0,214014467.99,131321125.49,27874397.96,15395343.00,39423601.54
Aug 12 2022,RON,0,213071673.87,130911814.83,27340914.50,15395343.00,39423601.54
Aug 08 2022,RON,0,212128879.76,130502504.17,26807431.05,15395343.00,39423601.54
Aug 05 2022,RON,0,211421784.18,130195521.18,26407318.45,15395343.00,39423601.54
Aug 01 2022,RON,0,210478990.06,129786210.52,25873835.00,15395343.00,39423601.54
Jul 28 2022,RON,0,209536195.95,129376899.86,25340351.54,15395343.00,39423601.54
Jul 24 2022,RON,0,207725833.21,128957356.45,24793531.00,15010459.40,38964486.36
Jul 20 2022,RON,0,205626280.94,128534402.12,24242264.76,14497281.27,38352332.79
Jul 17 2022,RON,0,204051616.73,128217186.37,23828815.09,14112397.67,37893217.61
Jul 13 2022,RON,0,201952064.46,127794232.03,23277548.85,13599219.53,37281064.04
Jul 09 2022,RON,0,199852512.18,127371277.70,22726282.61,13086041.40,36668910.47
Jul 05 2022,RON,0,197752959.91,126948323.37,22175016.37,12572863.27,36056756.90
Jul 01 2022,RON,0,195653407.63,126525369.03,21623750.14,12059685.13,35444603.33
Jun 28 2022,RON,0,194078743.43,126208153.28,21210300.46,11674801.53,34985488.15
Jun 24 2022,RON,0,192846759.77,125795431.71,20672371.31,11546507.00,34832449.76
Jun 20 2022,RON,0,191903965.66,125386121.05,20138887.85,11546507.00,34832449.76
Jun 16 2022,RON,0,190961171.55,124976810.39,19605404.40,11546507.00,34832449.76
Jun 12 2022,RON,0,190018377.43,124567499.73,19071920.94,11546507.00,34832449.76
Jun 09 2022,RON,0,189311281.85,124260516.74,18671808.35,11546507.00,34832449.76
Jun 05 2022,RON,0,188368487.74,123851206.08,18138324.89,11546507.00,34832449.76
Jun 01 2022,RON,0,187425693.62,123441895.42,17604841.44,11546507.00,34832449.76
May 28 2022,RON,0,186482899.51,123032584.76,17071357.98,11546507.00,34832449.76
May 24 2022,RON,0,185516535.55,122613041.35,16524537.44,11546507.00,34832449.76
May 21 2022,RON,0,184785870.12,122295825.60,16111087.76,11546507.00,34832449.76
May 17 2022,RON,0,183811649.55,121872871.27,15559821.53,11546507.00,34832449.76
May 13 2022,RON,0,182837428.98,121449916.93,15008555.29,11546507.00,34832449.76
May 09 2022,RON,0,181863208.41,121026962.60,14457289.05,11546507.00,34832449.76
May 06 2022,RON,0,181132542.98,120709746.85,14043839.37,11546507.00,34832449.76
May 02 2022,RON,0,180158322.41,120286792.52,13492573.14,11546507.00,34832449.76
Apr 28 2022,RON,0,179184101.84,119863838.18,12941306.90,11546507.00,34832449.76
Apr 24 2022,RON,0,177393326.70,119451116.62,12403377.75,11174039.00,34364793.33
Apr 20 2022,RON,0,175330366.69,119041805.97,11869894.29,10677415.00,33741251.43
Apr 17 2022,RON,0,173783146.69,118734822.99,11469781.70,10304947.00,33273595.00
Apr 13 2022,RON,0,171720186.68,118325512.34,10936298.25,9808323.00,32650053.09
Apr 09 2022,RON,0,169657226.68,117916201.70,10402814.79,9311699.00,32026511.19
Apr 05 2022,RON,0,167594266.67,117506891.05,9869331.33,8815075.00,31402969.29
Apr 01 2022,RON,0,165531306.67,117097580.41,9335847.88,8318451.00,30779427.38
Mar 29 2022,RON,0,163984086.66,116790597.42,8935735.29,7945983.00,30311770.95
Mar 25 2022,RON,0,162430702.78,116359359.41,8373672.36,7697671.00,30000000.00
Mar 21 2022,RON,0,161386895.01,115906194.04,7783029.96,7697671.00,30000000.00
Mar 17 2022,RON,0,160343087.24,115453028.67,7192387.57,7697671.00,30000000.00
Mar 13 2022,RON,0,159299279.47,114999863.30,6601745.17,7697671.00,30000000.00
Mar 10 2022,RON,0,158516423.64,114659989.27,6158763.37,7697671.00,30000000.00
Mar 06 2022,RON,0,157472615.88,114206823.90,5568120.98,7697671.00,30000000.00
Mar 02 2022,RON,0,156428808.11,113753658.53,4977478.58,7697671.00,30000000.00
Feb 26 2022,RON,0,155410253.75,113311456.84,4401125.92,7697671.00,30000000.00
Feb 23 2022,RON,0,154703158.18,113004473.85,4001013.32,7697671.00,30000000.00
Feb 19 2022,RON,0,153760364.08,112595163.21,3467529.87,7697671.00,30000000.00
Feb 15 2022,RON,0,152817569.98,112185852.56,2934046.41,7697671.00,30000000.00
Feb 11 2022,RON,0,151874775.88,111776541.92,2400562.96,7697671.00,30000000.00
Feb 07 2022,RON,0,150931981.78,111367231.27,1867079.50,7697671.00,30000000.00
Feb 04 2022,RON,0,150224886.20,111060248.29,1466966.91,7697671.00,30000000.00
Jan 31 2022,RON,0,149282092.10,110650937.65,933483.46,7697671.00,30000000.00
Jan 27 2022,RON,0,148339298.00,110241627.00,400000.00,7697671.00,30000000.00
