Date,Symbol,Available Supply,Unlocked Supply,Staking Reward,Dapper Labs,Development Team,Community,Pre Launch Backers,Ecosystem Development
Feb 17 2028,FLOW,1751893220.53,1751893220.53,511893220.50,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Feb 13 2028,FLOW,1751113393.57,1751113393.57,511113393.54,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Feb 09 2028,FLOW,1750333566.60,1750333566.60,510333566.57,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Feb 05 2028,FLOW,1749553739.64,1749553739.64,509553739.61,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Feb 01 2028,FLOW,1748773912.68,1748773912.68,508773912.65,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 28 2028,FLOW,1747994085.72,1747994085.72,507994085.69,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 24 2028,FLOW,1747214258.75,1747214258.75,507214258.72,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 20 2028,FLOW,1746434431.79,1746434431.79,506434431.76,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 16 2028,FLOW,1745654604.83,1745654604.83,505654604.80,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 11 2028,FLOW,1744679821.13,1744679821.13,504679821.10,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 07 2028,FLOW,1743899994.16,1743899994.16,503899994.13,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 03 2028,FLOW,1743120167.20,1743120167.20,503120167.17,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 30 2027,FLOW,1742340340.24,1742340340.24,502340340.21,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 26 2027,FLOW,1741560513.27,1741560513.27,501560513.24,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 22 2027,FLOW,1740780686.31,1740780686.31,500780686.28,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 18 2027,FLOW,1740000859.35,1740000859.35,500000859.32,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 14 2027,FLOW,1739221032.39,1739221032.39,499221032.36,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 09 2027,FLOW,1738246248.68,1738246248.68,498246248.65,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 05 2027,FLOW,1737466421.72,1737466421.72,497466421.69,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 01 2027,FLOW,1736686594.76,1736686594.76,496686594.73,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 27 2027,FLOW,1735906767.80,1735906767.80,495906767.77,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 23 2027,FLOW,1735126940.83,1735126940.83,495126940.80,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 19 2027,FLOW,1734347113.87,1734347113.87,494347113.84,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 15 2027,FLOW,1733567286.91,1733567286.91,493567286.88,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 11 2027,FLOW,1732787459.95,1732787459.95,492787459.92,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 07 2027,FLOW,1732007632.98,1732007632.98,492007632.95,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 02 2027,FLOW,1731032849.28,1731032849.28,491032849.25,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 29 2027,FLOW,1730253022.32,1730253022.32,490253022.29,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 25 2027,FLOW,1729473195.36,1729473195.36,489473195.33,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 21 2027,FLOW,1728693368.39,1728693368.39,488693368.36,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 17 2027,FLOW,1727913541.43,1727913541.43,487913541.40,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 13 2027,FLOW,1727133714.47,1727133714.47,487133714.44,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 09 2027,FLOW,1726353887.50,1726353887.50,486353887.47,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 05 2027,FLOW,1725574060.54,1725574060.54,485574060.51,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 01 2027,FLOW,1724794233.58,1724794233.58,484794233.55,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Sep 26 2027,FLOW,1723819449.88,1723819449.88,483819449.85,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Sep 22 2027,FLOW,1723039622.91,1723039622.91,483039622.88,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Sep 18 2027,FLOW,1722259795.95,1722259795.95,482259795.92,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Sep 14 2027,FLOW,1721479968.99,1721479968.99,481479968.96,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Sep 10 2027,FLOW,1720700142.03,1720700142.03,480700142.00,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Sep 06 2027,FLOW,1719920315.06,1719920315.06,479920315.03,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Sep 02 2027,FLOW,1719140488.10,1719140488.10,479140488.07,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Aug 29 2027,FLOW,1718360661.14,1718360661.14,478360661.11,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Aug 24 2027,FLOW,1717385877.44,1717385877.44,477385877.41,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Aug 20 2027,FLOW,1716606050.47,1716606050.47,476606050.44,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Aug 16 2027,FLOW,1715826223.51,1715826223.51,475826223.48,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Aug 12 2027,FLOW,1715046396.55,1715046396.55,475046396.52,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Aug 08 2027,FLOW,1714266569.59,1714266569.59,474266569.56,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Aug 04 2027,FLOW,1713486742.62,1713486742.62,473486742.59,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jul 31 2027,FLOW,1712706915.66,1712706915.66,472706915.63,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jul 27 2027,FLOW,1711927088.70,1711927088.70,471927088.67,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jul 23 2027,FLOW,1711147261.73,1711147261.73,471147261.70,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jul 18 2027,FLOW,1710172478.03,1710172478.03,470172478.00,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jul 14 2027,FLOW,1709392651.07,1709392651.07,469392651.04,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jul 10 2027,FLOW,1708612824.11,1708612824.11,468612824.08,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jul 06 2027,FLOW,1707832997.14,1707832997.14,467832997.11,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jul 02 2027,FLOW,1707053170.18,1707053170.18,467053170.15,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jun 28 2027,FLOW,1706273343.22,1706273343.22,466273343.19,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jun 24 2027,FLOW,1705493516.26,1705493516.26,465493516.23,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jun 20 2027,FLOW,1704713689.29,1704713689.29,464713689.26,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jun 15 2027,FLOW,1703738905.59,1703738905.59,463738905.56,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jun 11 2027,FLOW,1702959078.63,1702959078.63,462959078.60,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jun 07 2027,FLOW,1702179251.67,1702179251.67,462179251.64,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jun 03 2027,FLOW,1701399424.70,1701399424.70,461399424.67,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
May 30 2027,FLOW,1700619597.74,1700619597.74,460619597.71,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
May 26 2027,FLOW,1699839770.78,1699839770.78,459839770.75,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
May 22 2027,FLOW,1699059943.82,1699059943.82,459059943.79,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
May 18 2027,FLOW,1698280116.85,1698280116.85,458280116.82,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
May 14 2027,FLOW,1697500289.89,1697500289.89,457500289.86,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
May 09 2027,FLOW,1696525506.19,1696525506.19,456525506.16,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
May 05 2027,FLOW,1695745679.22,1695745679.22,455745679.19,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
May 01 2027,FLOW,1694965852.26,1694965852.26,454965852.23,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Apr 27 2027,FLOW,1694186025.30,1694186025.30,454186025.27,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Apr 23 2027,FLOW,1693406198.34,1693406198.34,453406198.31,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Apr 19 2027,FLOW,1692626371.37,1692626371.37,452626371.34,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Apr 15 2027,FLOW,1691846544.41,1691846544.41,451846544.38,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Apr 11 2027,FLOW,1691066717.45,1691066717.45,451066717.42,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Apr 06 2027,FLOW,1690091933.75,1690091933.75,450091933.72,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Apr 02 2027,FLOW,1689312106.78,1689312106.78,449312106.75,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Mar 29 2027,FLOW,1688532279.82,1688532279.82,448532279.79,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Mar 25 2027,FLOW,1687752452.86,1687752452.86,447752452.83,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Mar 21 2027,FLOW,1686972625.90,1686972625.90,446972625.87,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Mar 17 2027,FLOW,1686192798.93,1686192798.93,446192798.90,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Mar 13 2027,FLOW,1685412971.97,1685412971.97,445412971.94,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Mar 09 2027,FLOW,1684633145.01,1684633145.01,444633144.98,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Mar 05 2027,FLOW,1683853318.04,1683853318.04,443853318.01,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Feb 28 2027,FLOW,1682878534.34,1682878534.34,442878534.31,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Feb 24 2027,FLOW,1682098707.38,1682098707.38,442098707.35,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Feb 20 2027,FLOW,1681318880.42,1681318880.42,441318880.39,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Feb 16 2027,FLOW,1680539053.45,1680539053.45,440539053.42,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Feb 12 2027,FLOW,1679759226.49,1679759226.49,439759226.46,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Feb 08 2027,FLOW,1678979399.53,1678979399.53,438979399.50,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Feb 04 2027,FLOW,1678199572.57,1678199572.57,438199572.54,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 31 2027,FLOW,1677419745.60,1677419745.60,437419745.57,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 26 2027,FLOW,1676444961.90,1676444961.90,436444961.87,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 22 2027,FLOW,1675665134.94,1675665134.94,435665134.91,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 18 2027,FLOW,1674885307.98,1674885307.98,434885307.95,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 14 2027,FLOW,1674105481.01,1674105481.01,434105480.98,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 10 2027,FLOW,1673325654.05,1673325654.05,433325654.02,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 06 2027,FLOW,1672545827.09,1672545827.09,432545827.06,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 02 2027,FLOW,1671766000.13,1671766000.13,431766000.10,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 29 2026,FLOW,1670986173.16,1670986173.16,430986173.13,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 25 2026,FLOW,1670206346.20,1670206346.20,430206346.17,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 20 2026,FLOW,1669231562.50,1669231562.50,429231562.47,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 16 2026,FLOW,1668451735.53,1668451735.53,428451735.50,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 12 2026,FLOW,1667671908.57,1667671908.57,427671908.54,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 08 2026,FLOW,1666892081.61,1666892081.61,426892081.58,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 04 2026,FLOW,1666112254.65,1666112254.65,426112254.62,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 30 2026,FLOW,1665332427.68,1665332427.68,425332427.65,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 26 2026,FLOW,1664552600.72,1664552600.72,424552600.69,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 22 2026,FLOW,1663772773.76,1663772773.76,423772773.73,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 18 2026,FLOW,1662992946.80,1662992946.80,422992946.77,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 13 2026,FLOW,1662018163.09,1662018163.09,422018163.06,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 09 2026,FLOW,1661238336.13,1661238336.13,421238336.10,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 05 2026,FLOW,1660458509.17,1660458509.17,420458509.14,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 01 2026,FLOW,1659678682.21,1659678682.21,419678682.18,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 28 2026,FLOW,1658898855.24,1658898855.24,418898855.21,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 24 2026,FLOW,1658119028.28,1658119028.28,418119028.25,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 20 2026,FLOW,1657339201.32,1657339201.32,417339201.29,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 16 2026,FLOW,1656559374.36,1656559374.36,416559374.33,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 11 2026,FLOW,1655584590.65,1655584590.65,415584590.62,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 07 2026,FLOW,1654804763.69,1654804763.69,414804763.66,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 03 2026,FLOW,1654024936.73,1654024936.73,414024936.70,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Sep 29 2026,FLOW,1653245109.76,1653245109.76,413245109.73,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Sep 25 2026,FLOW,1652465282.80,1652465282.80,412465282.77,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Sep 21 2026,FLOW,1651685455.84,1651685455.84,411685455.81,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Sep 17 2026,FLOW,1650905628.88,1650905628.88,410905628.85,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Sep 13 2026,FLOW,1650125801.91,1650125801.91,410125801.88,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Sep 09 2026,FLOW,1649345974.95,1649345974.95,409345974.92,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Sep 04 2026,FLOW,1648371191.25,1648371191.25,408371191.22,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Aug 31 2026,FLOW,1647591364.29,1647591364.29,407591364.26,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Aug 27 2026,FLOW,1646811537.32,1646811537.32,406811537.29,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Aug 23 2026,FLOW,1646031710.36,1646031710.36,406031710.33,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Aug 19 2026,FLOW,1645251883.40,1645251883.40,405251883.37,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Aug 15 2026,FLOW,1644472056.44,1644472056.44,404472056.41,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Aug 11 2026,FLOW,1643692229.47,1643692229.47,403692229.44,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Aug 07 2026,FLOW,1642912402.51,1642912402.51,402912402.48,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Aug 02 2026,FLOW,1641937618.81,1641937618.81,401937618.78,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jul 29 2026,FLOW,1641157791.84,1641157791.84,401157791.81,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jul 25 2026,FLOW,1640377964.88,1640377964.88,400377964.85,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jul 21 2026,FLOW,1639598137.92,1639598137.92,399598137.89,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jul 17 2026,FLOW,1638818310.96,1638818310.96,398818310.93,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jul 13 2026,FLOW,1638038483.99,1638038483.99,398038483.96,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jul 09 2026,FLOW,1637258657.03,1637258657.03,397258657.00,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jul 05 2026,FLOW,1636478830.07,1636478830.07,396478830.04,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jul 01 2026,FLOW,1635699003.11,1635699003.11,395699003.08,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jun 26 2026,FLOW,1634724219.40,1634724219.40,394724219.37,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jun 22 2026,FLOW,1633944392.44,1633944392.44,393944392.41,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jun 18 2026,FLOW,1633164565.48,1633164565.48,393164565.45,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jun 14 2026,FLOW,1632384738.52,1632384738.52,392384738.49,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jun 10 2026,FLOW,1631604911.55,1631604911.55,391604911.52,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jun 06 2026,FLOW,1630825084.59,1630825084.59,390825084.56,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jun 02 2026,FLOW,1630045257.63,1630045257.63,390045257.60,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
May 29 2026,FLOW,1629265430.67,1629265430.67,389265430.64,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
May 24 2026,FLOW,1628290646.96,1628290646.96,388290646.93,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
May 20 2026,FLOW,1627510820.00,1627510820.00,387510819.97,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
May 16 2026,FLOW,1626730993.04,1626730993.04,386730993.01,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
May 12 2026,FLOW,1625951166.07,1625951166.07,385951166.04,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
May 08 2026,FLOW,1625171339.11,1625171339.11,385171339.08,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
May 04 2026,FLOW,1624391512.15,1624391512.15,384391512.12,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Apr 30 2026,FLOW,1623611685.19,1623611685.19,383611685.16,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Apr 26 2026,FLOW,1622831858.22,1622831858.22,382831858.19,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Apr 22 2026,FLOW,1622052031.26,1622052031.26,382052031.23,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Apr 17 2026,FLOW,1621077247.56,1621077247.56,381077247.53,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Apr 13 2026,FLOW,1620297420.60,1620297420.60,380297420.57,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Apr 09 2026,FLOW,1619517593.63,1619517593.63,379517593.60,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Apr 05 2026,FLOW,1618737766.67,1618737766.67,378737766.64,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Apr 01 2026,FLOW,1617957939.71,1617957939.71,377957939.68,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Mar 28 2026,FLOW,1617178112.75,1617178112.75,377178112.72,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Mar 24 2026,FLOW,1616398285.78,1616398285.78,376398285.75,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Mar 20 2026,FLOW,1615618458.82,1615618458.82,375618458.79,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Mar 16 2026,FLOW,1614838631.86,1614838631.86,374838631.83,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Mar 11 2026,FLOW,1613863848.15,1613863848.15,373863848.12,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Mar 07 2026,FLOW,1613084021.19,1613084021.19,373084021.16,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Mar 03 2026,FLOW,1612304194.23,1612304194.23,372304194.20,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Feb 27 2026,FLOW,1611524367.27,1611524367.27,371524367.24,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Feb 23 2026,FLOW,1610744540.30,1610744540.30,370744540.27,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Feb 19 2026,FLOW,1609964713.34,1609964713.34,369964713.31,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Feb 15 2026,FLOW,1609184886.38,1609184886.38,369184886.35,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Feb 11 2026,FLOW,1608405059.42,1608405059.42,368405059.39,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Feb 06 2026,FLOW,1607430275.71,1607430275.71,367430275.68,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Feb 02 2026,FLOW,1606650448.75,1606650448.75,366650448.72,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 29 2026,FLOW,1605870621.79,1605870621.79,365870621.76,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 25 2026,FLOW,1605090794.83,1605090794.83,365090794.80,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 21 2026,FLOW,1604310967.86,1604310967.86,364310967.83,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 17 2026,FLOW,1603531140.90,1603531140.90,363531140.87,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 13 2026,FLOW,1602751313.94,1602751313.94,362751313.91,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 09 2026,FLOW,1601971486.98,1601971486.98,361971486.95,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Jan 05 2026,FLOW,1601191660.01,1601191660.01,361191659.98,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 31 2025,FLOW,1600216876.31,1600216876.31,360216876.28,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 27 2025,FLOW,1599437049.35,1599437049.35,359437049.32,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 23 2025,FLOW,1598657222.38,1598657222.38,358657222.35,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 19 2025,FLOW,1597877395.42,1597877395.42,357877395.39,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 15 2025,FLOW,1597097568.46,1597097568.46,357097568.43,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 11 2025,FLOW,1596317741.50,1596317741.50,356317741.47,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 07 2025,FLOW,1595537914.53,1595537914.53,355537914.50,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Dec 03 2025,FLOW,1594758087.57,1594758087.57,354758087.54,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 28 2025,FLOW,1593783303.87,1593783303.87,353783303.84,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 24 2025,FLOW,1593003476.91,1593003476.91,353003476.88,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 20 2025,FLOW,1592223649.94,1592223649.94,352223649.91,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 16 2025,FLOW,1591443822.98,1591443822.98,351443822.95,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 12 2025,FLOW,1590663996.02,1590663996.02,350663995.99,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 08 2025,FLOW,1589884169.06,1589884169.06,349884169.03,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Nov 04 2025,FLOW,1589104342.09,1589104342.09,349104342.06,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 31 2025,FLOW,1588324515.13,1588324515.13,348324515.10,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 27 2025,FLOW,1587544688.17,1587544688.17,347544688.14,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 22 2025,FLOW,1586569904.46,1586569904.46,346569904.43,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 18 2025,FLOW,1585790077.50,1585790077.50,345790077.47,250000000.03,225000000.00,115000000.00,250000000.00,400000000.00
Oct 14 2025,FLOW,1582406083.87,1582406083.87,345010250.51,247395833.36,225000000.00,115000000.00,250000000.00,400000000.00
Oct 10 2025,FLOW,1581626256.91,1581626256.91,344230423.55,247395833.36,225000000.00,115000000.00,250000000.00,400000000.00
Oct 06 2025,FLOW,1580846429.94,1580846429.94,343450596.58,247395833.36,225000000.00,115000000.00,250000000.00,400000000.00
Oct 02 2025,FLOW,1580066602.98,1580066602.98,342670769.62,247395833.36,225000000.00,115000000.00,250000000.00,400000000.00
Sep 28 2025,FLOW,1579286776.02,1579286776.02,341890942.66,247395833.36,225000000.00,115000000.00,250000000.00,400000000.00
Sep 24 2025,FLOW,1578506949.06,1578506949.06,341111115.70,247395833.36,225000000.00,115000000.00,250000000.00,400000000.00
Sep 19 2025,FLOW,1577532165.35,1577532165.35,340136331.99,247395833.36,225000000.00,115000000.00,250000000.00,400000000.00
Sep 15 2025,FLOW,1574148171.73,1574148171.73,339356505.03,244791666.70,225000000.00,115000000.00,250000000.00,400000000.00
Sep 11 2025,FLOW,1573368344.77,1573368344.77,338576678.07,244791666.70,225000000.00,115000000.00,250000000.00,400000000.00
Sep 11 2025,FLOW,1573368344.77,1573368344.77,338576678.07,244791666.70,225000000.00,115000000.00,250000000.00,400000000.00
