Date,Symbol,Available Supply,Unlocked Supply,Mix-Mining,Team,Backers,Coinlist Option 2,Testnet-Reward,Coinlist Option 1,Reserve & Community
Apr 14 2025,NYM,881612784.00,881612784.00,131612784.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Apr 10 2025,NYM,879196718.00,879196718.00,129196718.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Apr 07 2025,NYM,879196718.00,879196718.00,129196718.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Apr 03 2025,NYM,879196718.00,879196718.00,129196718.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Mar 30 2025,NYM,879196718.00,879196718.00,129196718.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Mar 27 2025,NYM,879196718.00,879196718.00,129196718.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Mar 23 2025,NYM,879196718.00,879196718.00,129196718.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Mar 19 2025,NYM,879196718.00,879196718.00,129196718.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Mar 16 2025,NYM,879196718.00,879196718.00,129196718.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Mar 12 2025,NYM,876731345.00,876731345.00,126731345.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Mar 08 2025,NYM,876731345.00,876731345.00,126731345.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Mar 05 2025,NYM,876731345.00,876731345.00,126731345.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Mar 01 2025,NYM,876731345.00,876731345.00,126731345.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Feb 25 2025,NYM,876731345.00,876731345.00,126731345.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Feb 22 2025,NYM,876731345.00,876731345.00,126731345.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Feb 18 2025,NYM,876731345.00,876731345.00,126731345.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Feb 15 2025,NYM,876731345.00,876731345.00,126731345.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Feb 11 2025,NYM,874215658.00,874215658.00,124215658.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Feb 07 2025,NYM,874215658.00,874215658.00,124215658.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Feb 04 2025,NYM,874215658.00,874215658.00,124215658.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jan 31 2025,NYM,874215658.00,874215658.00,124215658.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jan 27 2025,NYM,874215658.00,874215658.00,124215658.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jan 24 2025,NYM,874215658.00,874215658.00,124215658.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jan 20 2025,NYM,874215658.00,874215658.00,124215658.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jan 16 2025,NYM,874215658.00,874215658.00,124215658.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jan 13 2025,NYM,874215658.00,874215658.00,124215658.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jan 09 2025,NYM,871648631.00,871648631.00,121648631.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jan 05 2025,NYM,871648631.00,871648631.00,121648631.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jan 02 2025,NYM,871648631.00,871648631.00,121648631.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Dec 29 2024,NYM,871648631.00,871648631.00,121648631.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Dec 25 2024,NYM,871648631.00,871648631.00,121648631.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Dec 22 2024,NYM,871648631.00,871648631.00,121648631.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Dec 18 2024,NYM,871648631.00,871648631.00,121648631.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Dec 14 2024,NYM,871648631.00,871648631.00,121648631.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Dec 11 2024,NYM,869029215.00,869029215.00,119029215.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Dec 07 2024,NYM,869029215.00,869029215.00,119029215.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Dec 03 2024,NYM,869029215.00,869029215.00,119029215.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Nov 30 2024,NYM,869029215.00,869029215.00,119029215.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Nov 26 2024,NYM,869029215.00,869029215.00,119029215.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Nov 22 2024,NYM,869029215.00,869029215.00,119029215.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Nov 19 2024,NYM,869029215.00,869029215.00,119029215.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Nov 15 2024,NYM,869029215.00,869029215.00,119029215.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Nov 12 2024,NYM,866356342.00,866356342.00,116356342.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Nov 08 2024,NYM,866356342.00,866356342.00,116356342.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Nov 04 2024,NYM,866356342.00,866356342.00,116356342.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Nov 01 2024,NYM,866356342.00,866356342.00,116356342.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Oct 28 2024,NYM,866356342.00,866356342.00,116356342.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Oct 24 2024,NYM,866356342.00,866356342.00,116356342.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Oct 21 2024,NYM,866356342.00,866356342.00,116356342.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Oct 17 2024,NYM,866356342.00,866356342.00,116356342.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Oct 13 2024,NYM,863628920.00,863628920.00,113628920.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Oct 10 2024,NYM,863628920.00,863628920.00,113628920.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Oct 06 2024,NYM,863628920.00,863628920.00,113628920.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Oct 02 2024,NYM,863628920.00,863628920.00,113628920.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Sep 29 2024,NYM,863628920.00,863628920.00,113628920.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Sep 25 2024,NYM,863628920.00,863628920.00,113628920.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Sep 21 2024,NYM,863628920.00,863628920.00,113628920.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Sep 18 2024,NYM,863628920.00,863628920.00,113628920.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Sep 14 2024,NYM,860845837.00,860845837.00,110845837.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Sep 10 2024,NYM,860845837.00,860845837.00,110845837.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Sep 07 2024,NYM,860845837.00,860845837.00,110845837.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Sep 03 2024,NYM,860845837.00,860845837.00,110845837.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Aug 30 2024,NYM,860845837.00,860845837.00,110845837.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Aug 27 2024,NYM,860845837.00,860845837.00,110845837.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Aug 23 2024,NYM,860845837.00,860845837.00,110845837.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Aug 20 2024,NYM,860845837.00,860845837.00,110845837.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Aug 16 2024,NYM,860845837.00,860845837.00,110845837.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Aug 12 2024,NYM,858005956.00,858005956.00,108005956.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Aug 09 2024,NYM,858005956.00,858005956.00,108005956.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Aug 05 2024,NYM,858005956.00,858005956.00,108005956.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Aug 01 2024,NYM,858005956.00,858005956.00,108005956.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jul 29 2024,NYM,858005956.00,858005956.00,108005956.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jul 25 2024,NYM,858005956.00,858005956.00,108005956.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jul 21 2024,NYM,858005956.00,858005956.00,108005956.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jul 18 2024,NYM,858005956.00,858005956.00,108005956.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jul 14 2024,NYM,855108118.00,855108118.00,105108118.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jul 10 2024,NYM,855108118.00,855108118.00,105108118.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jul 07 2024,NYM,855108118.00,855108118.00,105108118.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jul 03 2024,NYM,855108118.00,855108118.00,105108118.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jun 29 2024,NYM,855108118.00,855108118.00,105108118.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jun 26 2024,NYM,855108118.00,855108118.00,105108118.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jun 22 2024,NYM,855108118.00,855108118.00,105108118.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jun 18 2024,NYM,855108118.00,855108118.00,105108118.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jun 15 2024,NYM,852151141.00,852151141.00,102151141.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jun 11 2024,NYM,852151141.00,852151141.00,102151141.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jun 07 2024,NYM,852151141.00,852151141.00,102151141.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jun 04 2024,NYM,852151141.00,852151141.00,102151141.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
May 31 2024,NYM,852151141.00,852151141.00,102151141.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
May 27 2024,NYM,852151141.00,852151141.00,102151141.00,200000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
May 24 2024,NYM,827151141.00,827151141.00,102151141.00,175000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
May 20 2024,NYM,827151141.00,827151141.00,102151141.00,175000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
May 17 2024,NYM,824133818.00,824133818.00,99133818.00,175000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
May 13 2024,NYM,824133818.00,824133818.00,99133818.00,175000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
May 09 2024,NYM,824133818.00,824133818.00,99133818.00,175000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
May 06 2024,NYM,824133818.00,824133818.00,99133818.00,175000000.00,365000000.00,25000000.00,10000000.00,50000000.00,100000000.00
May 02 2024,NYM,778508818.00,778508818.00,99133818.00,175000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Apr 28 2024,NYM,778508818.00,778508818.00,99133818.00,175000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Apr 25 2024,NYM,778508818.00,778508818.00,99133818.00,175000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Apr 21 2024,NYM,778508818.00,778508818.00,99133818.00,175000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Apr 17 2024,NYM,775429916.00,775429916.00,96054916.00,175000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Apr 14 2024,NYM,775429916.00,775429916.00,96054916.00,175000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Apr 10 2024,NYM,775429916.00,775429916.00,96054916.00,175000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Apr 06 2024,NYM,775429916.00,775429916.00,96054916.00,175000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Apr 03 2024,NYM,775429916.00,775429916.00,96054916.00,175000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Mar 30 2024,NYM,0,775429916.00,96054916.00,175000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Mar 26 2024,NYM,0,775429916.00,96054916.00,175000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Mar 23 2024,NYM,0,775429916.00,96054916.00,175000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Mar 19 2024,NYM,0,775429916.00,96054916.00,175000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Mar 15 2024,NYM,0,772288179.00,92913179.00,175000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Mar 12 2024,NYM,0,772288179.00,92913179.00,175000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Mar 08 2024,NYM,0,772288179.00,92913179.00,175000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Mar 04 2024,NYM,0,772288179.00,92913179.00,175000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Mar 01 2024,NYM,0,772288179.00,92913179.00,175000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Feb 26 2024,NYM,0,747288179.00,92913179.00,150000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Feb 22 2024,NYM,0,747288179.00,92913179.00,150000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Feb 19 2024,NYM,0,747288179.00,92913179.00,150000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Feb 15 2024,NYM,0,744082326.00,89707326.00,150000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Feb 12 2024,NYM,0,744082326.00,89707326.00,150000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Feb 08 2024,NYM,0,744082326.00,89707326.00,150000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Feb 04 2024,NYM,0,744082326.00,89707326.00,150000000.00,319375000.00,25000000.00,10000000.00,50000000.00,100000000.00
Feb 01 2024,NYM,0,698457326.00,89707326.00,150000000.00,273750000.00,25000000.00,10000000.00,50000000.00,100000000.00
Jan 28 2024,NYM,0,695332326.00,89707326.00,150000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Jan 24 2024,NYM,0,695332326.00,89707326.00,150000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Jan 21 2024,NYM,0,695332326.00,89707326.00,150000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Jan 17 2024,NYM,0,692061047.00,86436047.00,150000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Jan 13 2024,NYM,0,692061047.00,86436047.00,150000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Jan 10 2024,NYM,0,692061047.00,86436047.00,150000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Jan 06 2024,NYM,0,692061047.00,86436047.00,150000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Jan 02 2024,NYM,0,692061047.00,86436047.00,150000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Dec 30 2023,NYM,0,692061047.00,86436047.00,150000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Dec 26 2023,NYM,0,692061047.00,86436047.00,150000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Dec 22 2023,NYM,0,692061047.00,86436047.00,150000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Dec 19 2023,NYM,0,688723007.00,83098007.00,150000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Dec 15 2023,NYM,0,688723007.00,83098007.00,150000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Dec 11 2023,NYM,0,688723007.00,83098007.00,150000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Dec 08 2023,NYM,0,688723007.00,83098007.00,150000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Dec 04 2023,NYM,0,688723007.00,83098007.00,150000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Nov 30 2023,NYM,0,688723007.00,83098007.00,150000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Nov 27 2023,NYM,0,663723007.00,83098007.00,125000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Nov 23 2023,NYM,0,663723007.00,83098007.00,125000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Nov 20 2023,NYM,0,663723007.00,83098007.00,125000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Nov 16 2023,NYM,0,660316844.00,79691844.00,125000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Nov 12 2023,NYM,0,660316844.00,79691844.00,125000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Nov 09 2023,NYM,0,660316844.00,79691844.00,125000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Nov 05 2023,NYM,0,660316844.00,79691844.00,125000000.00,273750000.00,21875000.00,10000000.00,50000000.00,100000000.00
Nov 01 2023,NYM,0,611566844.00,79691844.00,125000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Oct 29 2023,NYM,0,611566844.00,79691844.00,125000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Oct 25 2023,NYM,0,611566844.00,79691844.00,125000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Oct 21 2023,NYM,0,611566844.00,79691844.00,125000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Oct 18 2023,NYM,0,608091167.00,76216167.00,125000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Oct 14 2023,NYM,0,608091167.00,76216167.00,125000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Oct 10 2023,NYM,0,608091167.00,76216167.00,125000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Oct 07 2023,NYM,0,608091167.00,76216167.00,125000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Oct 03 2023,NYM,0,608091167.00,76216167.00,125000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Sep 29 2023,NYM,0,608091167.00,76216167.00,125000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Sep 26 2023,NYM,0,608091167.00,76216167.00,125000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Sep 22 2023,NYM,0,608091167.00,76216167.00,125000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Sep 18 2023,NYM,0,604544558.00,72669558.00,125000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Sep 15 2023,NYM,0,604544558.00,72669558.00,125000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Sep 11 2023,NYM,0,604544558.00,72669558.00,125000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Sep 07 2023,NYM,0,604544558.00,72669558.00,125000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Sep 04 2023,NYM,0,604544558.00,72669558.00,125000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Aug 31 2023,NYM,0,604544558.00,72669558.00,125000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Aug 27 2023,NYM,0,579544558.00,72669558.00,100000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Aug 24 2023,NYM,0,579544558.00,72669558.00,100000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Aug 20 2023,NYM,0,575925570.00,69050570.00,100000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Aug 17 2023,NYM,0,575925570.00,69050570.00,100000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Aug 13 2023,NYM,0,575925570.00,69050570.00,100000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Aug 09 2023,NYM,0,575925570.00,69050570.00,100000000.00,228125000.00,18750000.00,10000000.00,50000000.00,100000000.00
Aug 06 2023,NYM,0,530300570.00,69050570.00,100000000.00,182500000.00,18750000.00,10000000.00,50000000.00,100000000.00
Aug 02 2023,NYM,0,527175570.00,69050570.00,100000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
Jul 29 2023,NYM,0,527175570.00,69050570.00,100000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
Jul 26 2023,NYM,0,527175570.00,69050570.00,100000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
Jul 22 2023,NYM,0,523482724.00,65357724.00,100000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
Jul 18 2023,NYM,0,523482724.00,65357724.00,100000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
Jul 15 2023,NYM,0,523482724.00,65357724.00,100000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
Jul 11 2023,NYM,0,523482724.00,65357724.00,100000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
Jul 07 2023,NYM,0,523482724.00,65357724.00,100000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
Jul 04 2023,NYM,0,523482724.00,65357724.00,100000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
Jun 30 2023,NYM,0,523482724.00,65357724.00,100000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
Jun 26 2023,NYM,0,523482724.00,65357724.00,100000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
Jun 23 2023,NYM,0,523482724.00,65357724.00,100000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
Jun 19 2023,NYM,0,519714515.00,61589515.00,100000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
Jun 15 2023,NYM,0,519714515.00,61589515.00,100000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
Jun 12 2023,NYM,0,519714515.00,61589515.00,100000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
Jun 08 2023,NYM,0,519714515.00,61589515.00,100000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
Jun 04 2023,NYM,0,519714515.00,61589515.00,100000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
Jun 01 2023,NYM,0,494714515.00,61589515.00,75000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
May 28 2023,NYM,0,494714515.00,61589515.00,75000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
May 25 2023,NYM,0,494714515.00,61589515.00,75000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
May 21 2023,NYM,0,490869403.00,57744403.00,75000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
May 17 2023,NYM,0,490869403.00,57744403.00,75000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
May 14 2023,NYM,0,490869403.00,57744403.00,75000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
May 10 2023,NYM,0,490869403.00,57744403.00,75000000.00,182500000.00,15625000.00,10000000.00,50000000.00,100000000.00
May 06 2023,NYM,0,445244403.00,57744403.00,75000000.00,136875000.00,15625000.00,10000000.00,50000000.00,100000000.00
May 03 2023,NYM,0,442119403.00,57744403.00,75000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
Apr 29 2023,NYM,0,442119403.00,57744403.00,75000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
Apr 25 2023,NYM,0,442119403.00,57744403.00,75000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
Apr 22 2023,NYM,0,438195819.00,53820819.00,75000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
Apr 18 2023,NYM,0,438195819.00,53820819.00,75000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
Apr 14 2023,NYM,0,438195819.00,53820819.00,75000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
Apr 11 2023,NYM,0,438195819.00,53820819.00,75000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
Apr 07 2023,NYM,0,438195819.00,53820819.00,75000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
Apr 03 2023,NYM,0,438195819.00,53820819.00,75000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
Mar 31 2023,NYM,0,438195819.00,53820819.00,75000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
Mar 27 2023,NYM,0,438195819.00,53820819.00,75000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
Mar 23 2023,NYM,0,434192162.00,49817162.00,75000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
Mar 20 2023,NYM,0,434192162.00,49817162.00,75000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
Mar 16 2023,NYM,0,434192162.00,49817162.00,75000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
Mar 12 2023,NYM,0,434192162.00,49817162.00,75000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
Mar 09 2023,NYM,0,434192162.00,49817162.00,75000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
Mar 05 2023,NYM,0,434192162.00,49817162.00,75000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
Mar 01 2023,NYM,0,409192162.00,49817162.00,50000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
Feb 26 2023,NYM,0,409192162.00,49817162.00,50000000.00,136875000.00,12500000.00,10000000.00,50000000.00,100000000.00
