Date,Symbol,Available Supply,Unlocked Supply,Marketing (TBD),BONK DAO (TBD),Early Contributor,Initial Liquidity,Solana Developer,Solana Artist and Collectors,Solana Market Participants and Defi Users,Solana NFT Projects
Sep 23 2025,BONK,98083941605839.16,76983941605839.16,5300000000000.00,15800000000000.00,19083941605839.15,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Sep 22 2025,BONK,98064781021897.56,76964781021897.55,5300000000000.00,15800000000000.00,19064781021897.55,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Sep 20 2025,BONK,98026459854014.34,76926459854014.34,5300000000000.00,15800000000000.00,19026459854014.34,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Sep 19 2025,BONK,98007299270072.72,76907299270072.73,5300000000000.00,15800000000000.00,19007299270072.73,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Sep 18 2025,BONK,97988138686131.12,76888138686131.12,5300000000000.00,15800000000000.00,18988138686131.13,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Sep 16 2025,BONK,97949817518247.90,76849817518247.90,5300000000000.00,15800000000000.00,18949817518247.92,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Sep 15 2025,BONK,97930656934306.31,76830656934306.31,5300000000000.00,15800000000000.00,18930656934306.31,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Sep 13 2025,BONK,97892335766423.10,76792335766423.10,5300000000000.00,15800000000000.00,18892335766423.10,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Sep 12 2025,BONK,97873175182481.50,76773175182481.50,5300000000000.00,15800000000000.00,18873175182481.49,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Sep 11 2025,BONK,97854014598539.88,76754014598539.89,5300000000000.00,15800000000000.00,18854014598539.89,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Sep 09 2025,BONK,97815693430656.69,76715693430656.67,5300000000000.00,15800000000000.00,18815693430656.68,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Sep 08 2025,BONK,97796532846715.06,76696532846715.06,5300000000000.00,15800000000000.00,18796532846715.07,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Sep 07 2025,BONK,97777372262773.48,76677372262773.47,5300000000000.00,15800000000000.00,18777372262773.47,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Sep 05 2025,BONK,97739051094890.23,76639051094890.25,5300000000000.00,15800000000000.00,18739051094890.26,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Sep 04 2025,BONK,97719890510948.66,76619890510948.66,5300000000000.00,15800000000000.00,18719890510948.65,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Sep 03 2025,BONK,97700729927007.05,76600729927007.05,5300000000000.00,15800000000000.00,18700729927007.04,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Sep 01 2025,BONK,97662408759123.84,76562408759123.83,5300000000000.00,15800000000000.00,18662408759123.83,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 31 2025,BONK,97643248175182.22,76543248175182.22,5300000000000.00,15800000000000.00,18643248175182.23,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 30 2025,BONK,97624087591240.62,76524087591240.62,5300000000000.00,15800000000000.00,18624087591240.62,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 28 2025,BONK,97585766423357.40,76485766423357.40,5300000000000.00,15800000000000.00,18585766423357.41,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 27 2025,BONK,97566605839415.80,76466605839415.81,5300000000000.00,15800000000000.00,18566605839415.81,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 26 2025,BONK,97547445255474.20,76447445255474.20,5300000000000.00,15800000000000.00,18547445255474.20,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 24 2025,BONK,97509124087590.98,76409124087590.98,5300000000000.00,15800000000000.00,18509124087590.99,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 23 2025,BONK,97489963503649.38,76389963503649.38,5300000000000.00,15800000000000.00,18489963503649.38,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 22 2025,BONK,97470802919707.78,76370802919707.78,5300000000000.00,15800000000000.00,18470802919707.78,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 20 2025,BONK,97432481751824.56,76332481751824.56,5300000000000.00,15800000000000.00,18432481751824.57,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 19 2025,BONK,97413321167882.95,76313321167882.97,5300000000000.00,15800000000000.00,18413321167882.96,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 18 2025,BONK,97394160583941.36,76294160583941.36,5300000000000.00,15800000000000.00,18394160583941.36,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 16 2025,BONK,97355839416058.14,76255839416058.14,5300000000000.00,15800000000000.00,18355839416058.15,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 15 2025,BONK,97336678832116.52,76236678832116.53,5300000000000.00,15800000000000.00,18336678832116.54,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 14 2025,BONK,97317518248174.94,76217518248174.94,5300000000000.00,15800000000000.00,18317518248174.94,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 12 2025,BONK,97279197080291.72,76179197080291.72,5300000000000.00,15800000000000.00,18279197080291.72,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 11 2025,BONK,97260036496350.12,76160036496350.12,5300000000000.00,15800000000000.00,18260036496350.12,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 10 2025,BONK,97240875912408.52,76140875912408.52,5300000000000.00,15800000000000.00,18240875912408.51,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 08 2025,BONK,97202554744525.30,76102554744525.30,5300000000000.00,15800000000000.00,18202554744525.30,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 07 2025,BONK,97183394160583.69,76083394160583.69,5300000000000.00,15800000000000.00,18183394160583.70,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 06 2025,BONK,97164233576642.10,76064233576642.10,5300000000000.00,15800000000000.00,18164233576642.09,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 04 2025,BONK,97125912408758.88,76025912408758.88,5300000000000.00,15800000000000.00,18125912408758.88,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 03 2025,BONK,97106751824817.28,76006751824817.28,5300000000000.00,15800000000000.00,18106751824817.27,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Aug 02 2025,BONK,97087591240875.69,75987591240875.67,5300000000000.00,15800000000000.00,18087591240875.67,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 31 2025,BONK,97049270072992.44,75949270072992.45,5300000000000.00,15800000000000.00,18049270072992.46,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 30 2025,BONK,97030109489050.84,75930109489050.84,5300000000000.00,15800000000000.00,18030109489050.85,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 29 2025,BONK,97010948905109.23,75910948905109.25,5300000000000.00,15800000000000.00,18010948905109.25,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 27 2025,BONK,96972627737226.05,75872627737226.03,5300000000000.00,15800000000000.00,17972627737226.04,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 26 2025,BONK,96953467153284.44,75853467153284.44,5300000000000.00,15800000000000.00,17953467153284.43,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 25 2025,BONK,96934306569342.84,75834306569342.83,5300000000000.00,15800000000000.00,17934306569342.83,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 23 2025,BONK,96895985401459.60,75795985401459.61,5300000000000.00,15800000000000.00,17895985401459.61,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 22 2025,BONK,96876824817518.00,75776824817518.00,5300000000000.00,15800000000000.00,17876824817518.01,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 21 2025,BONK,96857664233576.40,75757664233576.40,5300000000000.00,15800000000000.00,17857664233576.40,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 19 2025,BONK,96819343065693.20,75719343065693.19,5300000000000.00,15800000000000.00,17819343065693.19,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 18 2025,BONK,96800182481751.60,75700182481751.60,5300000000000.00,15800000000000.00,17800182481751.59,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 17 2025,BONK,96781021897809.98,75681021897809.98,5300000000000.00,15800000000000.00,17781021897809.98,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 15 2025,BONK,96742700729926.77,75642700729926.77,5300000000000.00,15800000000000.00,17742700729926.77,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 14 2025,BONK,96723540145985.16,75623540145985.16,5300000000000.00,15800000000000.00,17723540145985.17,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 13 2025,BONK,96704379562043.56,75604379562043.56,5300000000000.00,15800000000000.00,17704379562043.56,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 11 2025,BONK,96666058394160.34,75566058394160.34,5300000000000.00,15800000000000.00,17666058394160.35,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 10 2025,BONK,96646897810218.77,75546897810218.75,5300000000000.00,15800000000000.00,17646897810218.74,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 09 2025,BONK,96627737226277.14,75527737226277.14,5300000000000.00,15800000000000.00,17627737226277.14,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 07 2025,BONK,96589416058393.92,75489416058393.92,5300000000000.00,15800000000000.00,17589416058393.93,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 06 2025,BONK,96570255474452.31,75470255474452.31,5300000000000.00,15800000000000.00,17570255474452.32,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 05 2025,BONK,96551094890510.72,75451094890510.72,5300000000000.00,15800000000000.00,17551094890510.72,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 03 2025,BONK,96512773722627.50,75412773722627.50,5300000000000.00,15800000000000.00,17512773722627.51,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 02 2025,BONK,96493613138685.90,75393613138685.90,5300000000000.00,15800000000000.00,17493613138685.90,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jul 01 2025,BONK,96474452554744.30,75374452554744.30,5300000000000.00,15800000000000.00,17474452554744.29,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 29 2025,BONK,96436131386861.08,75336131386861.08,5300000000000.00,15800000000000.00,17436131386861.08,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 28 2025,BONK,96416970802919.48,75316970802919.47,5300000000000.00,15800000000000.00,17416970802919.48,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 26 2025,BONK,96378649635036.28,75278649635036.27,5300000000000.00,15800000000000.00,17378649635036.27,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 25 2025,BONK,96359489051094.66,75259489051094.66,5300000000000.00,15800000000000.00,17359489051094.66,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 24 2025,BONK,96340328467153.06,75240328467153.06,5300000000000.00,15800000000000.00,17340328467153.06,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 22 2025,BONK,96302007299269.84,75202007299269.84,5300000000000.00,15800000000000.00,17302007299269.85,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 21 2025,BONK,96282846715328.23,75182846715328.23,5300000000000.00,15800000000000.00,17282846715328.24,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 20 2025,BONK,96263686131386.62,75163686131386.62,5300000000000.00,15800000000000.00,17263686131386.63,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 18 2025,BONK,96225364963503.42,75125364963503.42,5300000000000.00,15800000000000.00,17225364963503.42,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 17 2025,BONK,96206204379561.80,75106204379561.81,5300000000000.00,15800000000000.00,17206204379561.82,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 16 2025,BONK,96187043795620.22,75087043795620.22,5300000000000.00,15800000000000.00,17187043795620.21,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 14 2025,BONK,96148722627737.00,75048722627737.00,5300000000000.00,15800000000000.00,17148722627737.00,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 13 2025,BONK,96129562043795.40,75029562043795.39,5300000000000.00,15800000000000.00,17129562043795.40,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 12 2025,BONK,96110401459853.78,75010401459853.78,5300000000000.00,15800000000000.00,17110401459853.79,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 10 2025,BONK,96072080291970.58,74972080291970.58,5300000000000.00,15800000000000.00,17072080291970.58,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 09 2025,BONK,96052919708028.95,74952919708028.97,5300000000000.00,15800000000000.00,17052919708028.97,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 08 2025,BONK,96033759124087.38,74933759124087.38,5300000000000.00,15800000000000.00,17033759124087.37,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 06 2025,BONK,95995437956204.16,74895437956204.16,5300000000000.00,15800000000000.00,16995437956204.16,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 05 2025,BONK,95976277372262.56,74876277372262.55,5300000000000.00,15800000000000.00,16976277372262.55,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 04 2025,BONK,95957116788320.94,74857116788320.94,5300000000000.00,15800000000000.00,16957116788320.95,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 02 2025,BONK,95918795620437.72,74818795620437.73,5300000000000.00,15800000000000.00,16918795620437.74,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Jun 01 2025,BONK,95899635036496.12,74799635036496.12,5300000000000.00,15800000000000.00,16899635036496.13,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 31 2025,BONK,95880474452554.52,74780474452554.53,5300000000000.00,15800000000000.00,16880474452554.52,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 29 2025,BONK,95842153284671.31,74742153284671.31,5300000000000.00,15800000000000.00,16842153284671.31,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 28 2025,BONK,95822992700729.70,74722992700729.70,5300000000000.00,15800000000000.00,16822992700729.71,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 27 2025,BONK,95803832116788.10,74703832116788.10,5300000000000.00,15800000000000.00,16803832116788.10,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 25 2025,BONK,95765510948904.88,74665510948904.89,5300000000000.00,15800000000000.00,16765510948904.89,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 24 2025,BONK,95746350364963.28,74646350364963.28,5300000000000.00,15800000000000.00,16746350364963.29,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 23 2025,BONK,95727189781021.69,74627189781021.69,5300000000000.00,15800000000000.00,16727189781021.68,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 21 2025,BONK,95688868613138.48,74588868613138.47,5300000000000.00,15800000000000.00,16688868613138.47,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 20 2025,BONK,95669708029196.86,74569708029196.86,5300000000000.00,15800000000000.00,16669708029196.86,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 19 2025,BONK,95650547445255.23,74550547445255.25,5300000000000.00,15800000000000.00,16650547445255.26,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 17 2025,BONK,95612226277372.05,74512226277372.05,5300000000000.00,15800000000000.00,16612226277372.05,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 16 2025,BONK,95593065693430.44,74493065693430.44,5300000000000.00,15800000000000.00,16593065693430.44,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 15 2025,BONK,95573905109488.84,74473905109488.84,5300000000000.00,15800000000000.00,16573905109488.84,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 13 2025,BONK,95535583941605.62,74435583941605.62,5300000000000.00,15800000000000.00,16535583941605.63,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 12 2025,BONK,95516423357664.02,74416423357664.02,5300000000000.00,15800000000000.00,16516423357664.02,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 11 2025,BONK,95497262773722.40,74397262773722.40,5300000000000.00,15800000000000.00,16497262773722.42,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 09 2025,BONK,95458941605839.20,74358941605839.20,5300000000000.00,15800000000000.00,16458941605839.20,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 08 2025,BONK,95439781021897.60,74339781021897.60,5300000000000.00,15800000000000.00,16439781021897.60,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 07 2025,BONK,95420620437956.00,74320620437956.00,5300000000000.00,15800000000000.00,16420620437955.99,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 05 2025,BONK,95382299270072.78,74282299270072.78,5300000000000.00,15800000000000.00,16382299270072.78,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 04 2025,BONK,95363138686131.16,74263138686131.17,5300000000000.00,15800000000000.00,16363138686131.18,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 03 2025,BONK,95343978102189.56,74243978102189.56,5300000000000.00,15800000000000.00,16343978102189.57,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
May 01 2025,BONK,95305656934306.36,74205656934306.36,5300000000000.00,15800000000000.00,16305656934306.36,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 30 2025,BONK,95286496350364.77,74186496350364.75,5300000000000.00,15800000000000.00,16286496350364.76,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 29 2025,BONK,95267335766423.16,74167335766423.16,5300000000000.00,15800000000000.00,16267335766423.15,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 27 2025,BONK,95229014598539.94,74129014598539.94,5300000000000.00,15800000000000.00,16229014598539.94,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 26 2025,BONK,95209854014598.31,74109854014598.33,5300000000000.00,15800000000000.00,16209854014598.33,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 25 2025,BONK,95190693430656.72,74090693430656.72,5300000000000.00,15800000000000.00,16190693430656.73,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 23 2025,BONK,95152372262773.52,74052372262773.52,5300000000000.00,15800000000000.00,16152372262773.52,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 22 2025,BONK,95133211678831.90,74033211678831.90,5300000000000.00,15800000000000.00,16133211678831.91,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 21 2025,BONK,95114051094890.31,74014051094890.31,5300000000000.00,15800000000000.00,16114051094890.31,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 19 2025,BONK,95075729927007.10,73975729927007.10,5300000000000.00,15800000000000.00,16075729927007.10,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 18 2025,BONK,95056569343065.48,73956569343065.48,5300000000000.00,15800000000000.00,16056569343065.49,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 17 2025,BONK,95037408759123.88,73937408759123.88,5300000000000.00,15800000000000.00,16037408759123.88,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 15 2025,BONK,94999087591240.69,73899087591240.67,5300000000000.00,15800000000000.00,15999087591240.67,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 14 2025,BONK,94979927007299.06,73879927007299.06,5300000000000.00,15800000000000.00,15979927007299.07,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 13 2025,BONK,94960766423357.48,73860766423357.47,5300000000000.00,15800000000000.00,15960766423357.46,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 11 2025,BONK,94922445255474.23,73822445255474.25,5300000000000.00,15800000000000.00,15922445255474.25,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 10 2025,BONK,94903284671532.64,73803284671532.64,5300000000000.00,15800000000000.00,15903284671532.65,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 09 2025,BONK,94884124087591.05,73784124087591.03,5300000000000.00,15800000000000.00,15884124087591.04,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 07 2025,BONK,94845802919707.84,73745802919707.83,5300000000000.00,15800000000000.00,15845802919707.83,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 06 2025,BONK,94826642335766.22,73726642335766.22,5300000000000.00,15800000000000.00,15826642335766.22,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 04 2025,BONK,94788321167883.02,73688321167883.02,5300000000000.00,15800000000000.00,15788321167883.01,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 03 2025,BONK,94769160583941.40,73669160583941.40,5300000000000.00,15800000000000.00,15769160583941.41,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Apr 02 2025,BONK,94749999999999.80,73649999999999.80,5300000000000.00,15800000000000.00,15749999999999.80,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Mar 31 2025,BONK,94711678832116.60,73611678832116.60,5300000000000.00,15800000000000.00,15711678832116.59,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Mar 30 2025,BONK,94692518248174.98,73592518248174.98,5300000000000.00,15800000000000.00,15692518248174.99,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Mar 29 2025,BONK,94673357664233.38,73573357664233.38,5300000000000.00,15800000000000.00,15673357664233.38,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Mar 27 2025,BONK,94635036496350.16,73535036496350.17,5300000000000.00,15800000000000.00,15635036496350.17,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Mar 26 2025,BONK,94615875912408.56,73515875912408.56,5300000000000.00,15800000000000.00,15615875912408.56,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Mar 25 2025,BONK,94596715328466.95,73496715328466.95,5300000000000.00,15800000000000.00,15596715328466.96,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Mar 23 2025,BONK,94558394160583.77,73458394160583.75,5300000000000.00,15800000000000.00,15558394160583.75,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Mar 22 2025,BONK,94539233576642.14,73439233576642.14,5300000000000.00,15800000000000.00,15539233576642.14,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Mar 21 2025,BONK,94520072992700.52,73420072992700.53,5300000000000.00,15800000000000.00,15520072992700.54,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Mar 19 2025,BONK,94481751824817.31,73381751824817.33,5300000000000.00,15800000000000.00,15481751824817.33,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Mar 18 2025,BONK,94462591240875.72,73362591240875.72,5300000000000.00,15800000000000.00,15462591240875.72,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Mar 17 2025,BONK,94443430656934.12,73343430656934.11,5300000000000.00,15800000000000.00,15443430656934.11,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Mar 15 2025,BONK,94405109489050.90,73305109489050.90,5300000000000.00,15800000000000.00,15405109489050.90,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Mar 14 2025,BONK,94385948905109.30,73285948905109.30,5300000000000.00,15800000000000.00,15385948905109.30,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Mar 13 2025,BONK,94366788321167.69,73266788321167.69,5300000000000.00,15800000000000.00,15366788321167.69,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Mar 11 2025,BONK,94328467153284.48,73228467153284.48,5300000000000.00,15800000000000.00,15328467153284.48,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Mar 10 2025,BONK,94309306569342.88,73209306569342.88,5300000000000.00,15800000000000.00,15309306569342.88,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
Mar 09 2025,BONK,94290145985401.28,73190145985401.27,5300000000000.00,15800000000000.00,15290145985401.27,5300000000000.00,5300000000000.00,10500000000000.00,15800000000000.00,21000000000000.00
