Date,Symbol,Available Supply,Unlocked Supply,Founders & Advisors,Development,Ecosystem,NFT Drops,Staking,Liquidity,Seed,Private Round 1,Private Round 2,Private Round 3,IDO
Oct 08 2021,SUPER,0,531622632.68,0,0,0,31232876.71,156164383.56,10000000.00,10236301.37,83114754.10,138524590.16,92349726.78,10000000.00
Oct 06 2021,SUPER,0,526146511.71,0,0,0,30958904.11,154794520.55,10000000.00,10119863.01,82131147.54,136885245.90,91256830.60,10000000.00
Oct 05 2021,SUPER,0,523408451.23,0,0,0,30821917.81,154109589.04,10000000.00,10061643.84,81639344.26,136065573.77,90710382.51,10000000.00
Oct 04 2021,SUPER,0,520670390.75,0,0,0,30684931.51,153424657.53,10000000.00,10003424.66,81147540.98,135245901.64,90163934.43,10000000.00
Oct 02 2021,SUPER,0,515194269.78,0,0,0,30410958.90,152054794.52,10000000.00,9886986.30,80163934.43,133606557.38,89071038.25,10000000.00
Oct 01 2021,SUPER,0,512456209.30,0,0,0,30273972.60,151369863.01,10000000.00,9828767.12,79672131.15,132786885.25,88524590.16,10000000.00
Sep 30 2021,SUPER,0,509718148.81,0,0,0,30136986.30,150684931.51,10000000.00,9770547.95,79180327.87,131967213.11,87978142.08,10000000.00
Sep 28 2021,SUPER,0,504242027.85,0,0,0,29863013.70,149315068.49,10000000.00,9654109.59,78196721.31,130327868.85,86885245.90,10000000.00
Sep 27 2021,SUPER,0,501503967.36,0,0,0,29726027.40,148630136.99,10000000.00,9595890.41,77704918.03,129508196.72,86338797.81,10000000.00
Sep 26 2021,SUPER,0,498765906.88,0,0,0,29589041.10,147945205.48,10000000.00,9537671.23,77213114.75,128688524.59,85792349.73,10000000.00
Sep 24 2021,SUPER,0,493289785.91,0,0,0,29315068.49,146575342.47,10000000.00,9421232.88,76229508.20,127049180.33,84699453.55,10000000.00
Sep 23 2021,SUPER,0,490551725.43,0,0,0,29178082.19,145890410.96,10000000.00,9363013.70,75737704.92,126229508.20,84153005.46,10000000.00
Sep 21 2021,SUPER,0,485075604.46,0,0,0,28904109.59,144520547.95,10000000.00,9246575.34,74754098.36,124590163.93,83060109.29,10000000.00
Sep 20 2021,SUPER,0,482337543.98,0,0,0,28767123.29,143835616.44,10000000.00,9188356.16,74262295.08,123770491.80,82513661.20,10000000.00
Sep 19 2021,SUPER,0,479599483.49,0,0,0,28630136.99,143150684.93,10000000.00,9130136.99,73770491.80,122950819.67,81967213.11,10000000.00
Sep 17 2021,SUPER,0,474123362.53,0,0,0,28356164.38,141780821.92,10000000.00,9013698.63,72786885.25,121311475.41,80874316.94,10000000.00
Sep 16 2021,SUPER,0,471385302.04,0,0,0,28219178.08,141095890.41,10000000.00,8955479.45,72295081.97,120491803.28,80327868.85,10000000.00
Sep 15 2021,SUPER,0,468647241.56,0,0,0,28082191.78,140410958.90,10000000.00,8897260.27,71803278.69,119672131.15,79781420.77,10000000.00
Sep 13 2021,SUPER,0,463171120.59,0,0,0,27808219.18,139041095.89,10000000.00,8780821.92,70819672.13,118032786.89,78688524.59,10000000.00
Sep 12 2021,SUPER,0,460433060.11,0,0,0,27671232.88,138356164.38,10000000.00,8722602.74,70327868.85,117213114.75,78142076.50,10000000.00
Sep 10 2021,SUPER,0,454956939.14,0,0,0,27397260.27,136986301.37,10000000.00,8606164.38,69344262.30,115573770.49,77049180.33,10000000.00
Sep 09 2021,SUPER,0,452218878.66,0,0,0,27260273.97,136301369.86,10000000.00,8547945.21,68852459.02,114754098.36,76502732.24,10000000.00
Sep 08 2021,SUPER,0,449480818.18,0,0,0,27123287.67,135616438.36,10000000.00,8489726.03,68360655.74,113934426.23,75956284.15,10000000.00
Sep 06 2021,SUPER,0,444004697.21,0,0,0,26849315.07,134246575.34,10000000.00,8373287.67,67377049.18,112295081.97,74863387.98,10000000.00
Sep 05 2021,SUPER,0,441266636.72,0,0,0,26712328.77,133561643.84,10000000.00,8315068.49,66885245.90,111475409.84,74316939.89,10000000.00
Sep 04 2021,SUPER,0,438528576.24,0,0,0,26575342.47,132876712.33,10000000.00,8256849.32,66393442.62,110655737.70,73770491.80,10000000.00
Sep 02 2021,SUPER,0,433052455.27,0,0,0,26301369.86,131506849.32,10000000.00,8140410.96,65409836.07,109016393.44,72677595.63,10000000.00
Sep 01 2021,SUPER,0,430314394.79,0,0,0,26164383.56,130821917.81,10000000.00,8082191.78,64918032.79,108196721.31,72131147.54,10000000.00
Aug 30 2021,SUPER,0,424838273.82,0,0,0,25890410.96,129452054.79,10000000.00,7965753.42,63934426.23,106557377.05,71038251.37,10000000.00
Aug 29 2021,SUPER,0,422100213.34,0,0,0,25753424.66,128767123.29,10000000.00,7907534.25,63442622.95,105737704.92,70491803.28,10000000.00
Aug 28 2021,SUPER,0,419362152.86,0,0,0,25616438.36,128082191.78,10000000.00,7849315.07,62950819.67,104918032.79,69945355.19,10000000.00
Aug 26 2021,SUPER,0,413886031.89,0,0,0,25342465.75,126712328.77,10000000.00,7732876.71,61967213.11,103278688.52,68852459.02,10000000.00
Aug 25 2021,SUPER,0,411147971.41,0,0,0,25205479.45,126027397.26,10000000.00,7674657.53,61475409.84,102459016.39,68306010.93,10000000.00
Aug 24 2021,SUPER,0,408409910.92,0,0,0,25068493.15,125342465.75,10000000.00,7616438.36,60983606.56,101639344.26,67759562.84,10000000.00
Aug 22 2021,SUPER,0,402933789.95,0,0,0,24794520.55,123972602.74,10000000.00,7500000.00,60000000.00,100000000.00,66666666.67,10000000.00
Aug 21 2021,SUPER,0,400253948.65,0,0,0,24657534.25,123287671.23,10000000.00,7500000.00,59508196.72,99180327.87,66120218.58,10000000.00
Aug 19 2021,SUPER,0,394894266.04,0,0,0,24383561.64,121917808.22,10000000.00,7500000.00,58524590.16,97540983.61,65027322.40,10000000.00
Aug 18 2021,SUPER,0,392214424.73,0,0,0,24246575.34,121232876.71,10000000.00,7500000.00,58032786.89,96721311.48,64480874.32,10000000.00
Aug 17 2021,SUPER,0,389534583.43,0,0,0,24109589.04,120547945.21,10000000.00,7500000.00,57540983.61,95901639.34,63934426.23,10000000.00
Aug 15 2021,SUPER,0,384174900.82,0,0,0,23835616.44,119178082.19,10000000.00,7500000.00,56557377.05,94262295.08,62841530.05,10000000.00
Aug 14 2021,SUPER,0,381495059.51,0,0,0,23698630.14,118493150.68,10000000.00,7500000.00,56065573.77,93442622.95,62295081.97,10000000.00
Aug 13 2021,SUPER,0,378815218.20,0,0,0,23561643.84,117808219.18,10000000.00,7500000.00,55573770.49,92622950.82,61748633.88,10000000.00
Aug 11 2021,SUPER,0,373455535.59,0,0,0,23287671.23,116438356.16,10000000.00,7500000.00,54590163.93,90983606.56,60655737.70,10000000.00
Aug 10 2021,SUPER,0,370775694.29,0,0,0,23150684.93,115753424.66,10000000.00,7500000.00,54098360.66,90163934.43,60109289.62,10000000.00
Aug 08 2021,SUPER,0,365416011.68,0,0,0,22876712.33,114383561.64,10000000.00,7500000.00,53114754.10,88524590.16,59016393.44,10000000.00
Aug 07 2021,SUPER,0,362736170.37,0,0,0,22739726.03,113698630.14,10000000.00,7500000.00,52622950.82,87704918.03,58469945.36,10000000.00
Aug 06 2021,SUPER,0,360056329.07,0,0,0,22602739.73,113013698.63,10000000.00,7500000.00,52131147.54,86885245.90,57923497.27,10000000.00
Aug 04 2021,SUPER,0,354696646.46,0,0,0,22328767.12,111643835.62,10000000.00,7500000.00,51147540.98,85245901.64,56830601.09,10000000.00
Aug 03 2021,SUPER,0,352016805.15,0,0,0,22191780.82,110958904.11,10000000.00,7500000.00,50655737.70,84426229.51,56284153.01,10000000.00
Aug 02 2021,SUPER,0,349336963.84,0,0,0,22054794.52,110273972.60,10000000.00,7500000.00,50163934.43,83606557.38,55737704.92,10000000.00
Jul 31 2021,SUPER,0,343977281.23,0,0,0,21780821.92,108904109.59,10000000.00,7500000.00,49180327.87,81967213.11,54644808.74,10000000.00
Jul 30 2021,SUPER,0,341297439.93,0,0,0,21643835.62,108219178.08,10000000.00,7500000.00,48688524.59,81147540.98,54098360.66,10000000.00
Jul 28 2021,SUPER,0,335937757.32,0,0,0,21369863.01,106849315.07,10000000.00,7500000.00,47704918.03,79508196.72,53005464.48,10000000.00
Jul 27 2021,SUPER,0,333257916.01,0,0,0,21232876.71,106164383.56,10000000.00,7500000.00,47213114.75,78688524.59,52459016.39,10000000.00
Jul 26 2021,SUPER,0,330578074.71,0,0,0,21095890.41,105479452.05,10000000.00,7500000.00,46721311.48,77868852.46,51912568.31,10000000.00
Jul 24 2021,SUPER,0,325218392.10,0,0,0,20821917.81,104109589.04,10000000.00,7500000.00,45737704.92,76229508.20,50819672.13,10000000.00
Jul 23 2021,SUPER,0,322538550.79,0,0,0,20684931.51,103424657.53,10000000.00,7500000.00,45245901.64,75409836.07,50273224.04,10000000.00
Jul 22 2021,SUPER,0,319858709.48,0,0,0,20547945.21,102739726.03,10000000.00,7500000.00,44754098.36,74590163.93,49726775.96,10000000.00
Jul 20 2021,SUPER,0,314499026.87,0,0,0,20273972.60,101369863.01,10000000.00,7500000.00,43770491.80,72950819.67,48633879.78,10000000.00
Jul 19 2021,SUPER,0,311819185.57,0,0,0,20136986.30,100684931.51,10000000.00,7500000.00,43278688.52,72131147.54,48087431.69,10000000.00
Jul 17 2021,SUPER,0,306459502.96,0,0,0,19863013.70,99315068.49,10000000.00,7500000.00,42295081.97,70491803.28,46994535.52,10000000.00
Jul 16 2021,SUPER,0,303779661.65,0,0,0,19726027.40,98630136.99,10000000.00,7500000.00,41803278.69,69672131.15,46448087.43,10000000.00
Jul 15 2021,SUPER,0,301099820.35,0,0,0,19589041.10,97945205.48,10000000.00,7500000.00,41311475.41,68852459.02,45901639.34,10000000.00
Jul 13 2021,SUPER,0,295740137.73,0,0,0,19315068.49,96575342.47,10000000.00,7500000.00,40327868.85,67213114.75,44808743.17,10000000.00
Jul 12 2021,SUPER,0,293060296.43,0,0,0,19178082.19,95890410.96,10000000.00,7500000.00,39836065.57,66393442.62,44262295.08,10000000.00
Jul 11 2021,SUPER,0,290380455.12,0,0,0,19041095.89,95205479.45,10000000.00,7500000.00,39344262.30,65573770.49,43715846.99,10000000.00
Jul 09 2021,SUPER,0,285020772.51,0,0,0,18767123.29,93835616.44,10000000.00,7500000.00,38360655.74,63934426.23,42622950.82,10000000.00
Jul 08 2021,SUPER,0,282340931.21,0,0,0,18630136.99,93150684.93,10000000.00,7500000.00,37868852.46,63114754.10,42076502.73,10000000.00
Jul 07 2021,SUPER,0,279661089.90,0,0,0,18493150.68,92465753.42,10000000.00,7500000.00,37377049.18,62295081.97,41530054.64,10000000.00
Jul 05 2021,SUPER,0,274301407.29,0,0,0,18219178.08,91095890.41,10000000.00,7500000.00,36393442.62,60655737.70,40437158.47,10000000.00
Jul 04 2021,SUPER,0,271621565.99,0,0,0,18082191.78,90410958.90,10000000.00,7500000.00,35901639.34,59836065.57,39890710.38,10000000.00
Jul 02 2021,SUPER,0,266261883.37,0,0,0,17808219.18,89041095.89,10000000.00,7500000.00,34918032.79,58196721.31,38797814.21,10000000.00
Jul 01 2021,SUPER,0,263582042.07,0,0,0,17671232.88,88356164.38,10000000.00,7500000.00,34426229.51,57377049.18,38251366.12,10000000.00
Jun 30 2021,SUPER,0,260902200.76,0,0,0,17534246.58,87671232.88,10000000.00,7500000.00,33934426.23,56557377.05,37704918.03,10000000.00
Jun 28 2021,SUPER,0,255542518.15,0,0,0,17260273.97,86301369.86,10000000.00,7500000.00,32950819.67,54918032.79,36612021.86,10000000.00
Jun 27 2021,SUPER,0,252862676.85,0,0,0,17123287.67,85616438.36,10000000.00,7500000.00,32459016.39,54098360.66,36065573.77,10000000.00
Jun 26 2021,SUPER,0,250182835.54,0,0,0,16986301.37,84931506.85,10000000.00,7500000.00,31967213.11,53278688.52,35519125.68,10000000.00
Jun 24 2021,SUPER,0,244823152.93,0,0,0,16712328.77,83561643.84,10000000.00,7500000.00,30983606.56,51639344.26,34426229.51,10000000.00
Jun 23 2021,SUPER,0,242143311.63,0,0,0,16575342.47,82876712.33,10000000.00,7500000.00,30491803.28,50819672.13,33879781.42,10000000.00
Jun 21 2021,SUPER,0,236783629.01,0,0,0,16301369.86,81506849.32,10000000.00,7500000.00,29508196.72,49180327.87,32786885.25,10000000.00
Jun 20 2021,SUPER,0,234103787.71,0,0,0,16164383.56,80821917.81,10000000.00,7500000.00,29016393.44,48360655.74,32240437.16,10000000.00
Jun 19 2021,SUPER,0,231423946.40,0,0,0,16027397.26,80136986.30,10000000.00,7500000.00,28524590.16,47540983.61,31693989.07,10000000.00
Jun 17 2021,SUPER,0,226064263.79,0,0,0,15753424.66,78767123.29,10000000.00,7500000.00,27540983.61,45901639.34,30601092.90,10000000.00
Jun 16 2021,SUPER,0,223384422.49,0,0,0,15616438.36,78082191.78,10000000.00,7500000.00,27049180.33,45081967.21,30054644.81,10000000.00
Jun 15 2021,SUPER,0,220704581.18,0,0,0,15479452.05,77397260.27,10000000.00,7500000.00,26557377.05,44262295.08,29508196.72,10000000.00
Jun 13 2021,SUPER,0,215344898.57,0,0,0,15205479.45,76027397.26,10000000.00,7500000.00,25573770.49,42622950.82,28415300.55,10000000.00
Jun 12 2021,SUPER,0,212665057.26,0,0,0,15068493.15,75342465.75,10000000.00,7500000.00,25081967.21,41803278.69,27868852.46,10000000.00
Jun 10 2021,SUPER,0,207305374.65,0,0,0,14794520.55,73972602.74,10000000.00,7500000.00,24098360.66,40163934.43,26775956.28,10000000.00
Jun 09 2021,SUPER,0,204625533.35,0,0,0,14657534.25,73287671.23,10000000.00,7500000.00,23606557.38,39344262.30,26229508.20,10000000.00
Jun 08 2021,SUPER,0,201945692.04,0,0,0,14520547.95,72602739.73,10000000.00,7500000.00,23114754.10,38524590.16,25683060.11,10000000.00
Jun 06 2021,SUPER,0,196586009.43,0,0,0,14246575.34,71232876.71,10000000.00,7500000.00,22131147.54,36885245.90,24590163.93,10000000.00
Jun 05 2021,SUPER,0,193906168.13,0,0,0,14109589.04,70547945.21,10000000.00,7500000.00,21639344.26,36065573.77,24043715.85,10000000.00
Jun 04 2021,SUPER,0,191226326.82,0,0,0,13972602.74,69863013.70,10000000.00,7500000.00,21147540.98,35245901.64,23497267.76,10000000.00
Jun 02 2021,SUPER,0,185866644.21,0,0,0,13698630.14,68493150.68,10000000.00,7500000.00,20163934.43,33606557.38,22404371.58,10000000.00
Jun 01 2021,SUPER,0,183186802.90,0,0,0,13561643.84,67808219.18,10000000.00,7500000.00,19672131.15,32786885.25,21857923.50,10000000.00
May 30 2021,SUPER,0,177827120.29,0,0,0,13287671.23,66438356.16,10000000.00,7500000.00,18688524.59,31147540.98,20765027.32,10000000.00
May 29 2021,SUPER,0,175147278.99,0,0,0,13150684.93,65753424.66,10000000.00,7500000.00,18196721.31,30327868.85,20218579.23,10000000.00
May 28 2021,SUPER,0,172467437.68,0,0,0,13013698.63,65068493.15,10000000.00,7500000.00,17704918.03,29508196.72,19672131.15,10000000.00
May 26 2021,SUPER,0,167107755.07,0,0,0,12739726.03,63698630.14,10000000.00,7500000.00,16721311.48,27868852.46,18579234.97,10000000.00
May 25 2021,SUPER,0,164427913.77,0,0,0,12602739.73,63013698.63,10000000.00,7500000.00,16229508.20,27049180.33,18032786.89,10000000.00
May 24 2021,SUPER,0,161748072.46,0,0,0,12465753.42,62328767.12,10000000.00,7500000.00,15737704.92,26229508.20,17486338.80,10000000.00
May 22 2021,SUPER,0,156388389.85,0,0,0,12191780.82,60958904.11,10000000.00,7500000.00,14754098.36,24590163.93,16393442.62,10000000.00
May 21 2021,SUPER,0,153708548.54,0,0,0,12054794.52,60273972.60,10000000.00,7500000.00,14262295.08,23770491.80,15846994.54,10000000.00
May 19 2021,SUPER,0,148348865.93,0,0,0,11780821.92,58904109.59,10000000.00,7500000.00,13278688.52,22131147.54,14754098.36,10000000.00
May 18 2021,SUPER,0,145669024.63,0,0,0,11643835.62,58219178.08,10000000.00,7500000.00,12786885.25,21311475.41,14207650.27,10000000.00
May 17 2021,SUPER,0,142989183.32,0,0,0,11506849.32,57534246.58,10000000.00,7500000.00,12295081.97,20491803.28,13661202.19,10000000.00
May 15 2021,SUPER,0,137629500.71,0,0,0,11232876.71,56164383.56,10000000.00,7500000.00,11311475.41,18852459.02,12568306.01,10000000.00
May 14 2021,SUPER,0,134949659.41,0,0,0,11095890.41,55479452.05,10000000.00,7500000.00,10819672.13,18032786.89,12021857.92,10000000.00
May 13 2021,SUPER,0,132269818.10,0,0,0,10958904.11,54794520.55,10000000.00,7500000.00,10327868.85,17213114.75,11475409.84,10000000.00
May 11 2021,SUPER,0,126910135.49,0,0,0,10684931.51,53424657.53,10000000.00,7500000.00,9344262.30,15573770.49,10382513.66,10000000.00
May 10 2021,SUPER,0,124230294.18,0,0,0,10547945.21,52739726.03,10000000.00,7500000.00,8852459.02,14754098.36,9836065.57,10000000.00
May 08 2021,SUPER,0,118870611.57,0,0,0,10273972.60,51369863.01,10000000.00,7500000.00,7868852.46,13114754.10,8743169.40,10000000.00
May 07 2021,SUPER,0,116190770.27,0,0,0,10136986.30,50684931.51,10000000.00,7500000.00,7377049.18,12295081.97,8196721.31,10000000.00
May 06 2021,SUPER,0,113510928.96,0,0,0,10000000.00,50000000.00,10000000.00,7500000.00,6885245.90,11475409.84,7650273.22,10000000.00
May 04 2021,SUPER,0,108151246.35,0,0,0,9726027.40,48630136.99,10000000.00,7500000.00,5901639.34,9836065.57,6557377.05,10000000.00
May 03 2021,SUPER,0,105471405.05,0,0,0,9589041.10,47945205.48,10000000.00,7500000.00,5409836.07,9016393.44,6010928.96,10000000.00
May 02 2021,SUPER,0,102791563.74,0,0,0,9452054.79,47260273.97,10000000.00,7500000.00,4918032.79,8196721.31,5464480.87,10000000.00
Apr 30 2021,SUPER,0,97431881.13,0,0,0,9178082.19,45890410.96,10000000.00,7500000.00,3934426.23,6557377.05,4371584.70,10000000.00
Apr 29 2021,SUPER,0,94752039.82,0,0,0,9041095.89,45205479.45,10000000.00,7500000.00,3442622.95,5737704.92,3825136.61,10000000.00
Apr 28 2021,SUPER,0,92072198.52,0,0,0,8904109.59,44520547.95,10000000.00,7500000.00,2950819.67,4918032.79,3278688.52,10000000.00
Apr 26 2021,SUPER,0,86712515.91,0,0,0,8630136.99,43150684.93,10000000.00,7500000.00,1967213.11,3278688.52,2185792.35,10000000.00
Apr 25 2021,SUPER,0,84032674.60,0,0,0,8493150.68,42465753.42,10000000.00,7500000.00,1475409.84,2459016.39,1639344.26,10000000.00
Apr 23 2021,SUPER,0,78672991.99,0,0,0,8219178.08,41095890.41,10000000.00,7500000.00,491803.28,819672.13,546448.09,10000000.00
Apr 22 2021,SUPER,0,75993150.68,0,0,0,8082191.78,40410958.90,10000000.00,7500000.00,0,0,0,10000000.00
Apr 21 2021,SUPER,0,75171232.88,0,0,0,7945205.48,39726027.40,10000000.00,7500000.00,0,0,0,10000000.00
Apr 19 2021,SUPER,0,73527397.26,0,0,0,7671232.88,38356164.38,10000000.00,7500000.00,0,0,0,10000000.00
Apr 18 2021,SUPER,0,72705479.45,0,0,0,7534246.58,37671232.88,10000000.00,7500000.00,0,0,0,10000000.00
Apr 17 2021,SUPER,0,71883561.64,0,0,0,7397260.27,36986301.37,10000000.00,7500000.00,0,0,0,10000000.00
Apr 15 2021,SUPER,0,70239726.03,0,0,0,7123287.67,35616438.36,10000000.00,7500000.00,0,0,0,10000000.00
Apr 14 2021,SUPER,0,69417808.22,0,0,0,6986301.37,34931506.85,10000000.00,7500000.00,0,0,0,10000000.00
Apr 12 2021,SUPER,0,67773972.60,0,0,0,6712328.77,33561643.84,10000000.00,7500000.00,0,0,0,10000000.00
Apr 11 2021,SUPER,0,66952054.79,0,0,0,6575342.47,32876712.33,10000000.00,7500000.00,0,0,0,10000000.00
Apr 10 2021,SUPER,0,66130136.99,0,0,0,6438356.16,32191780.82,10000000.00,7500000.00,0,0,0,10000000.00
Apr 08 2021,SUPER,0,64486301.37,0,0,0,6164383.56,30821917.81,10000000.00,7500000.00,0,0,0,10000000.00
Apr 07 2021,SUPER,0,63664383.56,0,0,0,6027397.26,30136986.30,10000000.00,7500000.00,0,0,0,10000000.00
Apr 06 2021,SUPER,0,62842465.75,0,0,0,5890410.96,29452054.79,10000000.00,7500000.00,0,0,0,10000000.00
Apr 04 2021,SUPER,0,61198630.14,0,0,0,5616438.36,28082191.78,10000000.00,7500000.00,0,0,0,10000000.00
Apr 03 2021,SUPER,0,60376712.33,0,0,0,5479452.05,27397260.27,10000000.00,7500000.00,0,0,0,10000000.00
Apr 01 2021,SUPER,0,58732876.71,0,0,0,5205479.45,26027397.26,10000000.00,7500000.00,0,0,0,10000000.00
Mar 31 2021,SUPER,0,57910958.90,0,0,0,5068493.15,25342465.75,10000000.00,7500000.00,0,0,0,10000000.00
Mar 30 2021,SUPER,0,57089041.10,0,0,0,4931506.85,24657534.25,10000000.00,7500000.00,0,0,0,10000000.00
Mar 28 2021,SUPER,0,55445205.48,0,0,0,4657534.25,23287671.23,10000000.00,7500000.00,0,0,0,10000000.00
Mar 27 2021,SUPER,0,54623287.67,0,0,0,4520547.95,22602739.73,10000000.00,7500000.00,0,0,0,10000000.00
Mar 26 2021,SUPER,0,53801369.86,0,0,0,4383561.64,21917808.22,10000000.00,7500000.00,0,0,0,10000000.00
Mar 24 2021,SUPER,0,52157534.25,0,0,0,4109589.04,20547945.21,10000000.00,7500000.00,0,0,0,10000000.00
Mar 23 2021,SUPER,0,51335616.44,0,0,0,3972602.74,19863013.70,10000000.00,7500000.00,0,0,0,10000000.00
Mar 21 2021,SUPER,0,49691780.82,0,0,0,3698630.14,18493150.68,10000000.00,7500000.00,0,0,0,10000000.00
Mar 20 2021,SUPER,0,48869863.01,0,0,0,3561643.84,17808219.18,10000000.00,7500000.00,0,0,0,10000000.00
Mar 19 2021,SUPER,0,48047945.21,0,0,0,3424657.53,17123287.67,10000000.00,7500000.00,0,0,0,10000000.00
Mar 17 2021,SUPER,0,46404109.59,0,0,0,3150684.93,15753424.66,10000000.00,7500000.00,0,0,0,10000000.00
Mar 16 2021,SUPER,0,45582191.78,0,0,0,3013698.63,15068493.15,10000000.00,7500000.00,0,0,0,10000000.00
Mar 15 2021,SUPER,0,44760273.97,0,0,0,2876712.33,14383561.64,10000000.00,7500000.00,0,0,0,10000000.00
Mar 13 2021,SUPER,0,43116438.36,0,0,0,2602739.73,13013698.63,10000000.00,7500000.00,0,0,0,10000000.00
Mar 12 2021,SUPER,0,42294520.55,0,0,0,2465753.42,12328767.12,10000000.00,7500000.00,0,0,0,10000000.00
Mar 10 2021,SUPER,0,40650684.93,0,0,0,2191780.82,10958904.11,10000000.00,7500000.00,0,0,0,10000000.00
Mar 09 2021,SUPER,0,39828767.12,0,0,0,2054794.52,10273972.60,10000000.00,7500000.00,0,0,0,10000000.00
Mar 08 2021,SUPER,0,39006849.32,0,0,0,1917808.22,9589041.10,10000000.00,7500000.00,0,0,0,10000000.00
Mar 06 2021,SUPER,0,37363013.70,0,0,0,1643835.62,8219178.08,10000000.00,7500000.00,0,0,0,10000000.00
Mar 05 2021,SUPER,0,36541095.89,0,0,0,1506849.32,7534246.58,10000000.00,7500000.00,0,0,0,10000000.00
Mar 04 2021,SUPER,0,35719178.08,0,0,0,1369863.01,6849315.07,10000000.00,7500000.00,0,0,0,10000000.00
Mar 02 2021,SUPER,0,34075342.47,0,0,0,1095890.41,5479452.05,10000000.00,7500000.00,0,0,0,10000000.00
Mar 01 2021,SUPER,0,33253424.66,0,0,0,958904.11,4794520.55,10000000.00,7500000.00,0,0,0,10000000.00
Feb 27 2021,SUPER,0,31609589.04,0,0,0,684931.51,3424657.53,10000000.00,7500000.00,0,0,0,10000000.00
Feb 26 2021,SUPER,0,30787671.23,0,0,0,547945.21,2739726.03,10000000.00,7500000.00,0,0,0,10000000.00
Feb 25 2021,SUPER,0,29965753.42,0,0,0,410958.90,2054794.52,10000000.00,7500000.00,0,0,0,10000000.00
Feb 23 2021,SUPER,0,28321917.81,0,0,0,136986.30,684931.51,10000000.00,7500000.00,0,0,0,10000000.00
Feb 22 2021,SUPER,0,27500000.00,0,0,0,0,0,10000000.00,7500000.00,0,0,0,10000000.00
