Date,Symbol,Available Supply,Unlocked Supply,esGMX Rewards,Contributors,GMX:ETH Uniswap Pool,Marketing and Partnerships,Floor Price Fund,XVIX and Gambit migration
Mar 05 2027,GMX,13023214.29,13023214.29,1773214.29,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 02 2027,GMX,13021875.00,13021875.00,1771875.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 27 2027,GMX,13020535.71,13020535.71,1770535.71,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 24 2027,GMX,13019196.43,13019196.43,1769196.43,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 21 2027,GMX,13017857.14,13017857.14,1767857.14,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 18 2027,GMX,13016517.86,13016517.86,1766517.86,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 15 2027,GMX,13015178.57,13015178.57,1765178.57,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 12 2027,GMX,13013839.29,13013839.29,1763839.29,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 09 2027,GMX,13012500.00,13012500.00,1762500.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 06 2027,GMX,13011290.32,13011290.32,1761290.32,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 03 2027,GMX,13010080.65,13010080.65,1760080.65,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 31 2027,GMX,13008870.97,13008870.97,1758870.97,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 28 2027,GMX,13007661.29,13007661.29,1757661.29,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 25 2027,GMX,13006451.61,13006451.61,1756451.61,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 22 2027,GMX,13005241.94,13005241.94,1755241.94,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 19 2027,GMX,13004032.26,13004032.26,1754032.26,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 16 2027,GMX,13002822.58,13002822.58,1752822.58,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 13 2027,GMX,13001612.90,13001612.90,1751612.90,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 10 2027,GMX,13000403.23,13000403.23,1750403.23,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 07 2027,GMX,12999193.55,12999193.55,1749193.55,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 04 2027,GMX,12997983.87,12997983.87,1747983.87,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 01 2027,GMX,12996774.19,12996774.19,1746774.19,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 29 2026,GMX,12995564.52,12995564.52,1745564.52,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 26 2026,GMX,12994354.84,12994354.84,1744354.84,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 23 2026,GMX,12993145.16,12993145.16,1743145.16,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 20 2026,GMX,12991935.48,12991935.48,1741935.48,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 17 2026,GMX,12990725.81,12990725.81,1740725.81,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 14 2026,GMX,12989516.13,12989516.13,1739516.13,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 11 2026,GMX,12988306.45,12988306.45,1738306.45,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 07 2026,GMX,12986666.67,12986666.67,1736666.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 04 2026,GMX,12985416.67,12985416.67,1735416.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 01 2026,GMX,12984166.67,12984166.67,1734166.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 28 2026,GMX,12982916.67,12982916.67,1732916.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 25 2026,GMX,12981666.67,12981666.67,1731666.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 22 2026,GMX,12980416.67,12980416.67,1730416.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 19 2026,GMX,12979166.67,12979166.67,1729166.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 16 2026,GMX,12977916.67,12977916.67,1727916.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 13 2026,GMX,12976666.67,12976666.67,1726666.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 10 2026,GMX,12975416.67,12975416.67,1725416.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 07 2026,GMX,12974193.55,12974193.55,1724193.55,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 04 2026,GMX,12972983.87,12972983.87,1722983.87,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 01 2026,GMX,12971774.19,12971774.19,1721774.19,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 29 2026,GMX,12970564.52,12970564.52,1720564.52,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 26 2026,GMX,12969354.84,12969354.84,1719354.84,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 23 2026,GMX,12968145.16,12968145.16,1718145.16,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 20 2026,GMX,12966935.48,12966935.48,1716935.48,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 17 2026,GMX,12965725.81,12965725.81,1715725.81,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 14 2026,GMX,12964516.13,12964516.13,1714516.13,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 11 2026,GMX,12963306.45,12963306.45,1713306.45,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 08 2026,GMX,12962083.33,12962083.33,1712083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 05 2026,GMX,12960833.33,12960833.33,1710833.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 02 2026,GMX,12959583.33,12959583.33,1709583.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 29 2026,GMX,12958333.33,12958333.33,1708333.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 26 2026,GMX,12957083.33,12957083.33,1707083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 23 2026,GMX,12955833.33,12955833.33,1705833.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 20 2026,GMX,12954583.33,12954583.33,1704583.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 17 2026,GMX,12953333.33,12953333.33,1703333.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 14 2026,GMX,12952083.33,12952083.33,1702083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 11 2026,GMX,12950833.33,12950833.33,1700833.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 08 2026,GMX,12949596.77,12949596.77,1699596.77,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 05 2026,GMX,12948387.10,12948387.10,1698387.10,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 02 2026,GMX,12947177.42,12947177.42,1697177.42,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 30 2026,GMX,12945967.74,12945967.74,1695967.74,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 27 2026,GMX,12944758.06,12944758.06,1694758.06,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 24 2026,GMX,12943548.39,12943548.39,1693548.39,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 21 2026,GMX,12942338.71,12942338.71,1692338.71,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 17 2026,GMX,12940725.81,12940725.81,1690725.81,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 14 2026,GMX,12939516.13,12939516.13,1689516.13,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 11 2026,GMX,12938306.45,12938306.45,1688306.45,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 08 2026,GMX,12937096.77,12937096.77,1687096.77,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 05 2026,GMX,12935887.10,12935887.10,1685887.10,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 02 2026,GMX,12934677.42,12934677.42,1684677.42,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 30 2026,GMX,12933467.74,12933467.74,1683467.74,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 27 2026,GMX,12932258.06,12932258.06,1682258.06,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 24 2026,GMX,12931048.39,12931048.39,1681048.39,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 21 2026,GMX,12929838.71,12929838.71,1679838.71,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 18 2026,GMX,12928629.03,12928629.03,1678629.03,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 15 2026,GMX,12927419.35,12927419.35,1677419.35,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 12 2026,GMX,12926209.68,12926209.68,1676209.68,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 09 2026,GMX,12925000.00,12925000.00,1675000.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 06 2026,GMX,12923750.00,12923750.00,1673750.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 03 2026,GMX,12922500.00,12922500.00,1672500.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 30 2026,GMX,12921250.00,12921250.00,1671250.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 27 2026,GMX,12920000.00,12920000.00,1670000.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 24 2026,GMX,12918750.00,12918750.00,1668750.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 21 2026,GMX,12917500.00,12917500.00,1667500.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 18 2026,GMX,12916250.00,12916250.00,1666250.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 15 2026,GMX,12915000.00,12915000.00,1665000.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 12 2026,GMX,12913750.00,12913750.00,1663750.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 09 2026,GMX,12912500.00,12912500.00,1662500.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 06 2026,GMX,12911290.32,12911290.32,1661290.32,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 03 2026,GMX,12910080.65,12910080.65,1660080.65,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 31 2026,GMX,12908870.97,12908870.97,1658870.97,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 28 2026,GMX,12907661.29,12907661.29,1657661.29,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 25 2026,GMX,12906451.61,12906451.61,1656451.61,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 22 2026,GMX,12905241.94,12905241.94,1655241.94,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 19 2026,GMX,12904032.26,12904032.26,1654032.26,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 16 2026,GMX,12902822.58,12902822.58,1652822.58,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 13 2026,GMX,12901612.90,12901612.90,1651612.90,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 10 2026,GMX,12900403.23,12900403.23,1650403.23,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 07 2026,GMX,12899166.67,12899166.67,1649166.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 04 2026,GMX,12897916.67,12897916.67,1647916.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 01 2026,GMX,12896666.67,12896666.67,1646666.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 27 2026,GMX,12895000.00,12895000.00,1645000.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 24 2026,GMX,12893750.00,12893750.00,1643750.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 21 2026,GMX,12892500.00,12892500.00,1642500.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 18 2026,GMX,12891250.00,12891250.00,1641250.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 15 2026,GMX,12890000.00,12890000.00,1640000.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 12 2026,GMX,12888750.00,12888750.00,1638750.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 09 2026,GMX,12887500.00,12887500.00,1637500.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 06 2026,GMX,12886290.32,12886290.32,1636290.32,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 03 2026,GMX,12885080.65,12885080.65,1635080.65,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 31 2026,GMX,12883870.97,12883870.97,1633870.97,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 28 2026,GMX,12882661.29,12882661.29,1632661.29,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 25 2026,GMX,12881451.61,12881451.61,1631451.61,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 22 2026,GMX,12880241.94,12880241.94,1630241.94,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 19 2026,GMX,12879032.26,12879032.26,1629032.26,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 16 2026,GMX,12877822.58,12877822.58,1627822.58,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 13 2026,GMX,12876612.90,12876612.90,1626612.90,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 10 2026,GMX,12875403.23,12875403.23,1625403.23,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 07 2026,GMX,12874107.14,12874107.14,1624107.14,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 04 2026,GMX,12872767.86,12872767.86,1622767.86,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 01 2026,GMX,12871428.57,12871428.57,1621428.57,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 26 2026,GMX,12870089.29,12870089.29,1620089.29,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 23 2026,GMX,12868750.00,12868750.00,1618750.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 20 2026,GMX,12867410.71,12867410.71,1617410.71,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 17 2026,GMX,12866071.43,12866071.43,1616071.43,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 14 2026,GMX,12864732.14,12864732.14,1614732.14,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 11 2026,GMX,12863392.86,12863392.86,1613392.86,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 08 2026,GMX,12862096.77,12862096.77,1612096.77,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 05 2026,GMX,12860887.10,12860887.10,1610887.10,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 02 2026,GMX,12859677.42,12859677.42,1609677.42,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 30 2026,GMX,12858467.74,12858467.74,1608467.74,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 27 2026,GMX,12857258.06,12857258.06,1607258.06,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 24 2026,GMX,12856048.39,12856048.39,1606048.39,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 21 2026,GMX,12854838.71,12854838.71,1604838.71,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 18 2026,GMX,12853629.03,12853629.03,1603629.03,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 15 2026,GMX,12852419.35,12852419.35,1602419.35,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 12 2026,GMX,12851209.68,12851209.68,1601209.68,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 09 2026,GMX,12850000.00,12850000.00,1600000.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 05 2026,GMX,12848387.10,12848387.10,1598387.10,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 02 2026,GMX,12847177.42,12847177.42,1597177.42,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 30 2025,GMX,12845967.74,12845967.74,1595967.74,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 27 2025,GMX,12844758.06,12844758.06,1594758.06,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 24 2025,GMX,12843548.39,12843548.39,1593548.39,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 21 2025,GMX,12842338.71,12842338.71,1592338.71,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 18 2025,GMX,12841129.03,12841129.03,1591129.03,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 15 2025,GMX,12839919.35,12839919.35,1589919.35,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 12 2025,GMX,12838709.68,12838709.68,1588709.68,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 09 2025,GMX,12837500.00,12837500.00,1587500.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 06 2025,GMX,12836250.00,12836250.00,1586250.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 03 2025,GMX,12835000.00,12835000.00,1585000.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 30 2025,GMX,12833750.00,12833750.00,1583750.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 27 2025,GMX,12832500.00,12832500.00,1582500.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 24 2025,GMX,12831250.00,12831250.00,1581250.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 21 2025,GMX,12830000.00,12830000.00,1580000.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 18 2025,GMX,12828750.00,12828750.00,1578750.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 15 2025,GMX,12827500.00,12827500.00,1577500.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 12 2025,GMX,12826250.00,12826250.00,1576250.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 09 2025,GMX,12825000.00,12825000.00,1575000.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 06 2025,GMX,12823790.32,12823790.32,1573790.32,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 03 2025,GMX,12822580.65,12822580.65,1572580.65,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 31 2025,GMX,12821370.97,12821370.97,1571370.97,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 28 2025,GMX,12820161.29,12820161.29,1570161.29,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 25 2025,GMX,12818951.61,12818951.61,1568951.61,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 22 2025,GMX,12817741.94,12817741.94,1567741.94,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 19 2025,GMX,12816532.26,12816532.26,1566532.26,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 16 2025,GMX,12815322.58,12815322.58,1565322.58,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 13 2025,GMX,12814112.90,12814112.90,1564112.90,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 10 2025,GMX,12812903.23,12812903.23,1562903.23,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 07 2025,GMX,12811666.67,12811666.67,1561666.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 04 2025,GMX,12810416.67,12810416.67,1560416.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 01 2025,GMX,12809166.67,12809166.67,1559166.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 28 2025,GMX,12807916.67,12807916.67,1557916.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 25 2025,GMX,12806666.67,12806666.67,1556666.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 22 2025,GMX,12805416.67,12805416.67,1555416.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 19 2025,GMX,12804166.67,12804166.67,1554166.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 15 2025,GMX,12802500.00,12802500.00,1552500.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 12 2025,GMX,12801250.00,12801250.00,1551250.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 09 2025,GMX,12800000.00,12800000.00,1550000.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 06 2025,GMX,12798790.32,12798790.32,1548790.32,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 03 2025,GMX,12797580.65,12797580.65,1547580.65,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 31 2025,GMX,12796370.97,12796370.97,1546370.97,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 28 2025,GMX,12795161.29,12795161.29,1545161.29,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 25 2025,GMX,12793951.61,12793951.61,1543951.61,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 22 2025,GMX,12792741.94,12792741.94,1542741.94,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 19 2025,GMX,12791532.26,12791532.26,1541532.26,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 16 2025,GMX,12790322.58,12790322.58,1540322.58,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 13 2025,GMX,12789112.90,12789112.90,1539112.90,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 10 2025,GMX,12787903.23,12787903.23,1537903.23,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 07 2025,GMX,12786693.55,12786693.55,1536693.55,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 04 2025,GMX,12785483.87,12785483.87,1535483.87,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 01 2025,GMX,12784274.19,12784274.19,1534274.19,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 29 2025,GMX,12783064.52,12783064.52,1533064.52,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 26 2025,GMX,12781854.84,12781854.84,1531854.84,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 23 2025,GMX,12780645.16,12780645.16,1530645.16,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 20 2025,GMX,12779435.48,12779435.48,1529435.48,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 17 2025,GMX,12778225.81,12778225.81,1528225.81,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 14 2025,GMX,12777016.13,12777016.13,1527016.13,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 11 2025,GMX,12775806.45,12775806.45,1525806.45,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 08 2025,GMX,12774583.33,12774583.33,1524583.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 05 2025,GMX,12773333.33,12773333.33,1523333.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 02 2025,GMX,12772083.33,12772083.33,1522083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 29 2025,GMX,12770833.33,12770833.33,1520833.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 26 2025,GMX,12769583.33,12769583.33,1519583.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 23 2025,GMX,12768333.33,12768333.33,1518333.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 20 2025,GMX,12767083.33,12767083.33,1517083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 17 2025,GMX,12765833.33,12765833.33,1515833.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 14 2025,GMX,12764583.33,12764583.33,1514583.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 11 2025,GMX,12763333.33,12763333.33,1513333.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 08 2025,GMX,12762096.77,12762096.77,1512096.77,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 05 2025,GMX,12760887.10,12760887.10,1510887.10,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 02 2025,GMX,12759677.42,12759677.42,1509677.42,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 30 2025,GMX,12758467.74,12758467.74,1508467.74,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 26 2025,GMX,12756854.84,12756854.84,1506854.84,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 23 2025,GMX,12755645.16,12755645.16,1505645.16,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 20 2025,GMX,12754435.48,12754435.48,1504435.48,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 17 2025,GMX,12753225.81,12753225.81,1503225.81,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 14 2025,GMX,12752016.13,12752016.13,1502016.13,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 11 2025,GMX,12750806.45,12750806.45,1500806.45,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 08 2025,GMX,12749583.33,12749583.33,1499583.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 05 2025,GMX,12748333.33,12748333.33,1498333.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 02 2025,GMX,12747083.33,12747083.33,1497083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 29 2025,GMX,12745833.33,12745833.33,1495833.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 26 2025,GMX,12744583.33,12744583.33,1494583.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 23 2025,GMX,12743333.33,12743333.33,1493333.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 20 2025,GMX,12742083.33,12742083.33,1492083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 17 2025,GMX,12740833.33,12740833.33,1490833.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 14 2025,GMX,12739583.33,12739583.33,1489583.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 11 2025,GMX,12738333.33,12738333.33,1488333.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 08 2025,GMX,12737096.77,12737096.77,1487096.77,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 05 2025,GMX,12735887.10,12735887.10,1485887.10,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
