Date,Symbol,Available Supply,Unlocked Supply,esGMX Rewards,Contributors,GMX:ETH Uniswap Pool,Marketing and Partnerships,Floor Price Fund,XVIX and Gambit migration
Apr 02 2025,GMX,12734677.42,12734677.42,1484677.42,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 30 2025,GMX,12733467.74,12733467.74,1483467.74,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 27 2025,GMX,12732258.06,12732258.06,1482258.06,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 24 2025,GMX,12731048.39,12731048.39,1481048.39,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 21 2025,GMX,12729838.71,12729838.71,1479838.71,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 18 2025,GMX,12728629.03,12728629.03,1478629.03,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 15 2025,GMX,12727419.35,12727419.35,1477419.35,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 12 2025,GMX,12726209.68,12726209.68,1476209.68,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 09 2025,GMX,12725000.00,12725000.00,1475000.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 06 2025,GMX,12723660.71,12723660.71,1473660.71,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 03 2025,GMX,12722321.43,12722321.43,1472321.43,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 28 2025,GMX,12720982.14,12720982.14,1470982.14,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 25 2025,GMX,12719642.86,12719642.86,1469642.86,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 22 2025,GMX,12718303.57,12718303.57,1468303.57,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 19 2025,GMX,12716964.29,12716964.29,1466964.29,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 16 2025,GMX,12715625.00,12715625.00,1465625.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 13 2025,GMX,12714285.71,12714285.71,1464285.71,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 10 2025,GMX,12712946.43,12712946.43,1462946.43,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 07 2025,GMX,12711693.55,12711693.55,1461693.55,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 04 2025,GMX,12710483.87,12710483.87,1460483.87,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 31 2025,GMX,12708870.97,12708870.97,1458870.97,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 28 2025,GMX,12707661.29,12707661.29,1457661.29,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 25 2025,GMX,12706451.61,12706451.61,1456451.61,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 22 2025,GMX,12705241.94,12705241.94,1455241.94,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 19 2025,GMX,12704032.26,12704032.26,1454032.26,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 19 2025,GMX,12704032.26,12704032.26,1454032.26,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 16 2025,GMX,12702822.58,12702822.58,1452822.58,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 13 2025,GMX,12701612.90,12701612.90,1451612.90,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 10 2025,GMX,12700403.23,12700403.23,1450403.23,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 07 2025,GMX,12699193.55,12699193.55,1449193.55,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 04 2025,GMX,12697983.87,12697983.87,1447983.87,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 01 2025,GMX,12696774.19,12696774.19,1446774.19,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 29 2024,GMX,12695564.52,12695564.52,1445564.52,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 26 2024,GMX,12694354.84,12694354.84,1444354.84,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 23 2024,GMX,12693145.16,12693145.16,1443145.16,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 20 2024,GMX,12691935.48,12691935.48,1441935.48,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 17 2024,GMX,12690725.81,12690725.81,1440725.81,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 14 2024,GMX,12689516.13,12689516.13,1439516.13,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 11 2024,GMX,12688306.45,12688306.45,1438306.45,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 08 2024,GMX,12687083.33,12687083.33,1437083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 05 2024,GMX,12685833.33,12685833.33,1435833.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 02 2024,GMX,12684583.33,12684583.33,1434583.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 29 2024,GMX,12683333.33,12683333.33,1433333.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 26 2024,GMX,12682083.33,12682083.33,1432083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 23 2024,GMX,12680833.33,12680833.33,1430833.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 20 2024,GMX,12679583.33,12679583.33,1429583.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 17 2024,GMX,12678333.33,12678333.33,1428333.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 14 2024,GMX,12677083.33,12677083.33,1427083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 11 2024,GMX,12675833.33,12675833.33,1425833.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 08 2024,GMX,12674596.77,12674596.77,1424596.77,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 05 2024,GMX,12673387.10,12673387.10,1423387.10,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 02 2024,GMX,12672177.42,12672177.42,1422177.42,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 30 2024,GMX,12670967.74,12670967.74,1420967.74,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 27 2024,GMX,12669758.06,12669758.06,1419758.06,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 24 2024,GMX,12668548.39,12668548.39,1418548.39,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 21 2024,GMX,12667338.71,12667338.71,1417338.71,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 18 2024,GMX,12666129.03,12666129.03,1416129.03,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 15 2024,GMX,12664919.35,12664919.35,1414919.35,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 11 2024,GMX,12663306.45,12663306.45,1413306.45,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 08 2024,GMX,12662083.33,12662083.33,1412083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 05 2024,GMX,12660833.33,12660833.33,1410833.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 02 2024,GMX,12659583.33,12659583.33,1409583.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 29 2024,GMX,12658333.33,12658333.33,1408333.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 26 2024,GMX,12657083.33,12657083.33,1407083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 23 2024,GMX,12655833.33,12655833.33,1405833.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 20 2024,GMX,12654583.33,12654583.33,1404583.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 17 2024,GMX,12653333.33,12653333.33,1403333.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 14 2024,GMX,12652083.33,12652083.33,1402083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 11 2024,GMX,12650833.33,12650833.33,1400833.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 08 2024,GMX,12649596.77,12649596.77,1399596.77,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 05 2024,GMX,12648387.10,12648387.10,1398387.10,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 02 2024,GMX,12647177.42,12647177.42,1397177.42,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 30 2024,GMX,12645967.74,12645967.74,1395967.74,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 27 2024,GMX,12644758.06,12644758.06,1394758.06,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 24 2024,GMX,12643548.39,12643548.39,1393548.39,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 21 2024,GMX,12642338.71,12642338.71,1392338.71,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 18 2024,GMX,12641129.03,12641129.03,1391129.03,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 15 2024,GMX,12639919.35,12639919.35,1389919.35,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 12 2024,GMX,12638709.68,12638709.68,1388709.68,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 09 2024,GMX,12637500.00,12637500.00,1387500.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 06 2024,GMX,12636290.32,12636290.32,1386290.32,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 03 2024,GMX,12635080.65,12635080.65,1385080.65,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 31 2024,GMX,12633870.97,12633870.97,1383870.97,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 28 2024,GMX,12632661.29,12632661.29,1382661.29,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 25 2024,GMX,12631451.61,12631451.61,1381451.61,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 22 2024,GMX,12630241.94,12630241.94,1380241.94,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 19 2024,GMX,12629032.26,12629032.26,1379032.26,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 16 2024,GMX,12627822.58,12627822.58,1377822.58,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 13 2024,GMX,12626612.90,12626612.90,1376612.90,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 10 2024,GMX,12625403.23,12625403.23,1375403.23,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 07 2024,GMX,12624166.67,12624166.67,1374166.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 04 2024,GMX,12622916.67,12622916.67,1372916.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 01 2024,GMX,12621666.67,12621666.67,1371666.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 28 2024,GMX,12620416.67,12620416.67,1370416.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 25 2024,GMX,12619166.67,12619166.67,1369166.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 21 2024,GMX,12617500.00,12617500.00,1367500.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 18 2024,GMX,12616250.00,12616250.00,1366250.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 15 2024,GMX,12615000.00,12615000.00,1365000.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 12 2024,GMX,12613750.00,12613750.00,1363750.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 09 2024,GMX,12612500.00,12612500.00,1362500.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 06 2024,GMX,12611290.32,12611290.32,1361290.32,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 03 2024,GMX,12610080.65,12610080.65,1360080.65,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 31 2024,GMX,12608870.97,12608870.97,1358870.97,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 28 2024,GMX,12607661.29,12607661.29,1357661.29,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 25 2024,GMX,12606451.61,12606451.61,1356451.61,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 22 2024,GMX,12605241.94,12605241.94,1355241.94,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 19 2024,GMX,12604032.26,12604032.26,1354032.26,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 16 2024,GMX,12602822.58,12602822.58,1352822.58,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 13 2024,GMX,12601612.90,12601612.90,1351612.90,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 10 2024,GMX,12600403.23,12600403.23,1350403.23,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 07 2024,GMX,12599166.67,12599166.67,1349166.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 04 2024,GMX,12597916.67,12597916.67,1347916.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
May 01 2024,GMX,12596666.67,12596666.67,1346666.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 28 2024,GMX,12595416.67,12595416.67,1345416.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 25 2024,GMX,12594166.67,12594166.67,1344166.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 22 2024,GMX,12592916.67,12592916.67,1342916.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 19 2024,GMX,12591666.67,12591666.67,1341666.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 16 2024,GMX,12590416.67,12590416.67,1340416.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 13 2024,GMX,12589166.67,12589166.67,1339166.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 10 2024,GMX,12587916.67,12587916.67,1337916.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 07 2024,GMX,12586693.55,12586693.55,1336693.55,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 04 2024,GMX,12585483.87,12585483.87,1335483.87,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Apr 01 2024,GMX,12584274.19,12584274.19,1334274.19,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 29 2024,GMX,0,12583064.52,1333064.52,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 26 2024,GMX,0,12581854.84,1331854.84,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 23 2024,GMX,0,12580645.16,1330645.16,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 20 2024,GMX,0,12579435.48,1329435.48,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 17 2024,GMX,0,12578225.81,1328225.81,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 14 2024,GMX,0,12577016.13,1327016.13,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 11 2024,GMX,0,12575806.45,1325806.45,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 08 2024,GMX,0,12574568.97,1324568.97,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 05 2024,GMX,0,12573275.86,1323275.86,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Mar 01 2024,GMX,0,12571551.72,1321551.72,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 27 2024,GMX,0,12570258.62,1320258.62,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 24 2024,GMX,0,12568965.52,1318965.52,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 21 2024,GMX,0,12567672.41,1317672.41,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 18 2024,GMX,0,12566379.31,1316379.31,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 15 2024,GMX,0,12565086.21,1315086.21,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 12 2024,GMX,0,12563793.10,1313793.10,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 09 2024,GMX,0,12562500.00,1312500.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 06 2024,GMX,0,12561290.32,1311290.32,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Feb 03 2024,GMX,0,12560080.65,1310080.65,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 31 2024,GMX,0,12558870.97,1308870.97,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 28 2024,GMX,0,12557661.29,1307661.29,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 25 2024,GMX,0,12556451.61,1306451.61,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 22 2024,GMX,0,12555241.94,1305241.94,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 19 2024,GMX,0,12554032.26,1304032.26,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 16 2024,GMX,0,12552822.58,1302822.58,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 13 2024,GMX,0,12551612.90,1301612.90,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 10 2024,GMX,0,12550403.23,1300403.23,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 07 2024,GMX,0,12549193.55,1299193.55,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 04 2024,GMX,0,12547983.87,1297983.87,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jan 01 2024,GMX,0,12546774.19,1296774.19,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 29 2023,GMX,0,12545564.52,1295564.52,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 26 2023,GMX,0,12544354.84,1294354.84,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 23 2023,GMX,0,12543145.16,1293145.16,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 20 2023,GMX,0,12541935.48,1291935.48,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 17 2023,GMX,0,12540725.81,1290725.81,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 14 2023,GMX,0,12539516.13,1289516.13,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 11 2023,GMX,0,12538306.45,1288306.45,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 08 2023,GMX,0,12537083.33,1287083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 05 2023,GMX,0,12535833.33,1285833.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Dec 02 2023,GMX,0,12534583.33,1284583.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 29 2023,GMX,0,12533333.33,1283333.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 26 2023,GMX,0,12532083.33,1282083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 23 2023,GMX,0,12530833.33,1280833.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 20 2023,GMX,0,12529583.33,1279583.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 17 2023,GMX,0,12528333.33,1278333.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 14 2023,GMX,0,12527083.33,1277083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 10 2023,GMX,0,12525416.67,1275416.67,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 07 2023,GMX,0,12524193.55,1274193.55,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 04 2023,GMX,0,12522983.87,1272983.87,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Nov 01 2023,GMX,0,12521774.19,1271774.19,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 29 2023,GMX,0,12520564.52,1270564.52,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 26 2023,GMX,0,12519354.84,1269354.84,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 23 2023,GMX,0,12518145.16,1268145.16,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 20 2023,GMX,0,12516935.48,1266935.48,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 17 2023,GMX,0,12515725.81,1265725.81,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 14 2023,GMX,0,12514516.13,1264516.13,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 11 2023,GMX,0,12513306.45,1263306.45,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 08 2023,GMX,0,12512083.33,1262083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 05 2023,GMX,0,12510833.33,1260833.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Oct 02 2023,GMX,0,12509583.33,1259583.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 29 2023,GMX,0,12508333.33,1258333.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 26 2023,GMX,0,12507083.33,1257083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 23 2023,GMX,0,12505833.33,1255833.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 20 2023,GMX,0,12504583.33,1254583.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 17 2023,GMX,0,12503333.33,1253333.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 14 2023,GMX,0,12502083.33,1252083.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 11 2023,GMX,0,12500833.33,1250833.33,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 08 2023,GMX,0,12499596.77,1249596.77,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 05 2023,GMX,0,12498387.10,1248387.10,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Sep 02 2023,GMX,0,12497177.42,1247177.42,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 30 2023,GMX,0,12495967.74,1245967.74,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 27 2023,GMX,0,12494758.06,1244758.06,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 24 2023,GMX,0,12493548.39,1243548.39,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 21 2023,GMX,0,12492338.71,1242338.71,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 18 2023,GMX,0,12491129.03,1241129.03,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 15 2023,GMX,0,12489919.35,1239919.35,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 12 2023,GMX,0,12488709.68,1238709.68,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 09 2023,GMX,0,12487500.00,1237500.00,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 06 2023,GMX,0,12486290.32,1236290.32,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Aug 03 2023,GMX,0,12485080.65,1235080.65,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 31 2023,GMX,0,12483870.97,1233870.97,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 28 2023,GMX,0,12482661.29,1232661.29,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 25 2023,GMX,0,12481451.61,1231451.61,250000.00,2000000.00,1000000.00,2000000.00,6000000.00
Jul 21 2023,GMX,0,12479495.99,1229838.71,249657.28,2000000.00,1000000.00,2000000.00,6000000.00
Jul 18 2023,GMX,0,12477258.15,1228629.03,248629.12,2000000.00,1000000.00,2000000.00,6000000.00
Jul 15 2023,GMX,0,12475020.31,1227419.35,247600.96,2000000.00,1000000.00,2000000.00,6000000.00
Jul 12 2023,GMX,0,12472782.48,1226209.68,246572.80,2000000.00,1000000.00,2000000.00,6000000.00
Jul 09 2023,GMX,0,12470544.64,1225000.00,245544.64,2000000.00,1000000.00,2000000.00,6000000.00
Jul 06 2023,GMX,0,12468266.48,1223750.00,244516.48,2000000.00,1000000.00,2000000.00,6000000.00
Jul 03 2023,GMX,0,12465988.32,1222500.00,243488.32,2000000.00,1000000.00,2000000.00,6000000.00
Jun 30 2023,GMX,0,12463710.16,1221250.00,242460.16,2000000.00,1000000.00,2000000.00,6000000.00
Jun 27 2023,GMX,0,12461432.00,1220000.00,241432.00,2000000.00,1000000.00,2000000.00,6000000.00
Jun 24 2023,GMX,0,12459153.84,1218750.00,240403.84,2000000.00,1000000.00,2000000.00,6000000.00
Jun 21 2023,GMX,0,12456875.68,1217500.00,239375.68,2000000.00,1000000.00,2000000.00,6000000.00
Jun 18 2023,GMX,0,12454597.52,1216250.00,238347.52,2000000.00,1000000.00,2000000.00,6000000.00
Jun 15 2023,GMX,0,12452319.36,1215000.00,237319.36,2000000.00,1000000.00,2000000.00,6000000.00
Jun 12 2023,GMX,0,12450041.20,1213750.00,236291.20,2000000.00,1000000.00,2000000.00,6000000.00
Jun 09 2023,GMX,0,12447763.04,1212500.00,235263.04,2000000.00,1000000.00,2000000.00,6000000.00
Jun 06 2023,GMX,0,12445525.20,1211290.32,234234.88,2000000.00,1000000.00,2000000.00,6000000.00
Jun 03 2023,GMX,0,12443287.36,1210080.65,233206.72,2000000.00,1000000.00,2000000.00,6000000.00
May 31 2023,GMX,0,12441049.52,1208870.97,232178.56,2000000.00,1000000.00,2000000.00,6000000.00
May 28 2023,GMX,0,12438811.69,1207661.29,231150.40,2000000.00,1000000.00,2000000.00,6000000.00
May 25 2023,GMX,0,12436573.85,1206451.61,230122.24,2000000.00,1000000.00,2000000.00,6000000.00
May 22 2023,GMX,0,12434336.01,1205241.94,229094.08,2000000.00,1000000.00,2000000.00,6000000.00
May 19 2023,GMX,0,12432098.17,1204032.26,228065.92,2000000.00,1000000.00,2000000.00,6000000.00
May 16 2023,GMX,0,12429860.34,1202822.58,227037.76,2000000.00,1000000.00,2000000.00,6000000.00
May 13 2023,GMX,0,12427622.50,1201612.90,226009.60,2000000.00,1000000.00,2000000.00,6000000.00
May 10 2023,GMX,0,12425384.66,1200403.23,224981.44,2000000.00,1000000.00,2000000.00,6000000.00
May 07 2023,GMX,0,12423119.94,1199166.67,223953.28,2000000.00,1000000.00,2000000.00,6000000.00
May 04 2023,GMX,0,12420841.78,1197916.67,222925.12,2000000.00,1000000.00,2000000.00,6000000.00
May 01 2023,GMX,0,12418563.62,1196666.67,221896.96,2000000.00,1000000.00,2000000.00,6000000.00
Apr 28 2023,GMX,0,12416285.46,1195416.67,220868.80,2000000.00,1000000.00,2000000.00,6000000.00
Apr 25 2023,GMX,0,12414007.30,1194166.67,219840.64,2000000.00,1000000.00,2000000.00,6000000.00
Apr 22 2023,GMX,0,12411729.14,1192916.67,218812.48,2000000.00,1000000.00,2000000.00,6000000.00
Apr 19 2023,GMX,0,12409450.98,1191666.67,217784.31,2000000.00,1000000.00,2000000.00,6000000.00
Apr 16 2023,GMX,0,12407172.82,1190416.67,216756.15,2000000.00,1000000.00,2000000.00,6000000.00
Apr 13 2023,GMX,0,12404894.66,1189166.67,215727.99,2000000.00,1000000.00,2000000.00,6000000.00
