Date,Symbol,Available Supply,Unlocked Supply,Initial Core Contributors,Early Backers: Series A&B,Early Backers: Seed,R&D & Ecosystem,Public Allocation
Aug 13 2025,TIA,728568621.00,728568621.00,104346100.46,168582974.89,136064431.51,119575114.16,200000000.00
Aug 12 2025,TIA,727570045.66,727570045.66,104184566.21,168221358.45,135772568.49,119391552.51,200000000.00
Aug 10 2025,TIA,725572894.98,725572894.98,103861497.72,167498125.57,135188842.47,119024429.22,200000000.00
Aug 08 2025,TIA,723575744.29,723575744.29,103538429.22,166774892.69,134605116.44,118657305.94,200000000.00
Aug 07 2025,TIA,722577168.95,722577168.95,103376894.98,166413276.26,134313253.42,118473744.29,200000000.00
Aug 05 2025,TIA,720580018.26,720580018.26,103053826.48,165690043.38,133729527.40,118106621.00,200000000.00
Aug 03 2025,TIA,718582867.58,718582867.58,102730757.99,164966810.50,133145801.37,117739497.72,200000000.00
Aug 02 2025,TIA,717584292.24,717584292.24,102569223.74,164605194.06,132853938.36,117555936.07,200000000.00
Jul 31 2025,TIA,715587141.55,715587141.55,102246155.25,163881961.19,132270212.33,117188812.79,200000000.00
Jul 29 2025,TIA,713589990.87,713589990.87,101923086.76,163158728.31,131686486.30,116821689.50,200000000.00
Jul 28 2025,TIA,712591415.53,712591415.53,101761552.51,162797111.87,131394623.29,116638127.85,200000000.00
Jul 26 2025,TIA,710594264.84,710594264.84,101438484.02,162073879.00,130810897.26,116271004.57,200000000.00
Jul 25 2025,TIA,709595689.50,709595689.50,101276949.77,161712262.56,130519034.25,116087442.92,200000000.00
Jul 23 2025,TIA,707598538.81,707598538.81,100953881.28,160989029.68,129935308.22,115720319.63,200000000.00
Jul 21 2025,TIA,705601388.13,705601388.13,100630812.79,160265796.80,129351582.19,115353196.35,200000000.00
Jul 20 2025,TIA,704602812.79,704602812.79,100469278.54,159904180.37,129059719.18,115169634.70,200000000.00
Jul 18 2025,TIA,702605662.10,702605662.10,100146210.05,159180947.49,128475993.15,114802511.42,200000000.00
Jul 16 2025,TIA,700608511.42,700608511.42,99823141.55,158457714.61,127892267.12,114435388.13,200000000.00
Jul 15 2025,TIA,699609936.07,699609936.07,99661607.31,158096098.17,127600404.11,114251826.48,200000000.00
Jul 13 2025,TIA,697612785.39,697612785.39,99338538.81,157372865.30,127016678.08,113884703.20,200000000.00
Jul 11 2025,TIA,695615634.70,695615634.70,99015470.32,156649632.42,126432952.05,113517579.91,200000000.00
Jul 10 2025,TIA,694617059.36,694617059.36,98853936.07,156288015.98,126141089.04,113334018.26,200000000.00
Jul 08 2025,TIA,692619908.68,692619908.68,98530867.58,155564783.11,125557363.01,112966894.98,200000000.00
Jul 06 2025,TIA,690622757.99,690622757.99,98207799.09,154841550.23,124973636.99,112599771.69,200000000.00
Jul 05 2025,TIA,689624182.65,689624182.65,98046264.84,154479933.79,124681773.97,112416210.05,200000000.00
Jul 03 2025,TIA,687627031.96,687627031.96,97723196.35,153756700.91,124098047.95,112049086.76,200000000.00
Jul 02 2025,TIA,686628456.62,686628456.62,97561662.10,153395084.47,123806184.93,111865525.11,200000000.00
Jun 30 2025,TIA,684631305.94,684631305.94,97238593.61,152671851.60,123222458.90,111498401.83,200000000.00
Jun 28 2025,TIA,682634155.25,682634155.25,96915525.11,151948618.72,122638732.88,111131278.54,200000000.00
Jun 27 2025,TIA,681635579.91,681635579.91,96753990.87,151587002.28,122346869.86,110947716.89,200000000.00
Jun 25 2025,TIA,679638429.22,679638429.22,96430922.37,150863769.41,121763143.84,110580593.61,200000000.00
Jun 23 2025,TIA,677641278.54,677641278.54,96107853.88,150140536.53,121179417.81,110213470.32,200000000.00
Jun 22 2025,TIA,676642703.20,676642703.20,95946319.63,149778920.09,120887554.79,110029908.68,200000000.00
Jun 20 2025,TIA,674645552.51,674645552.51,95623251.14,149055687.21,120303828.77,109662785.39,200000000.00
Jun 18 2025,TIA,672648401.83,672648401.83,95300182.65,148332454.34,119720102.74,109295662.10,200000000.00
Jun 17 2025,TIA,671649826.48,671649826.48,95138648.40,147970837.90,119428239.73,109112100.46,200000000.00
Jun 15 2025,TIA,669652675.80,669652675.80,94815579.91,147247605.02,118844513.70,108744977.17,200000000.00
Jun 14 2025,TIA,668654100.46,668654100.46,94654045.66,146885988.58,118552650.68,108561415.53,200000000.00
Jun 12 2025,TIA,666656949.77,666656949.77,94330977.17,146162755.71,117968924.66,108194292.24,200000000.00
Jun 10 2025,TIA,664659799.09,664659799.09,94007908.68,145439522.83,117385198.63,107827168.95,200000000.00
Jun 09 2025,TIA,663661223.74,663661223.74,93846374.43,145077906.39,117093335.62,107643607.31,200000000.00
Jun 07 2025,TIA,661664073.06,661664073.06,93523305.94,144354673.52,116509609.59,107276484.02,200000000.00
Jun 05 2025,TIA,659666922.37,659666922.37,93200237.44,143631440.64,115925883.56,106909360.73,200000000.00
Jun 04 2025,TIA,658668347.03,658668347.03,93038703.20,143269824.20,115634020.55,106725799.09,200000000.00
Jun 02 2025,TIA,656671196.35,656671196.35,92715634.70,142546591.32,115050294.52,106358675.80,200000000.00
May 31 2025,TIA,654674045.66,654674045.66,92392566.21,141823358.45,114466568.49,105991552.51,200000000.00
May 30 2025,TIA,653675470.32,653675470.32,92231031.96,141461742.01,114174705.48,105807990.87,200000000.00
May 28 2025,TIA,651678319.63,651678319.63,91907963.47,140738509.13,113590979.45,105440867.58,200000000.00
May 27 2025,TIA,650679744.29,650679744.29,91746429.22,140376892.69,113299116.44,105257305.94,200000000.00
May 25 2025,TIA,648682593.61,648682593.61,91423360.73,139653659.82,112715390.41,104890182.65,200000000.00
May 23 2025,TIA,646685442.92,646685442.92,91100292.24,138930426.94,112131664.38,104523059.36,200000000.00
May 22 2025,TIA,645686867.58,645686867.58,90938757.99,138568810.50,111839801.37,104339497.72,200000000.00
May 20 2025,TIA,643689716.89,643689716.89,90615689.50,137845577.63,111256075.34,103972374.43,200000000.00
May 18 2025,TIA,641692566.21,641692566.21,90292621.00,137122344.75,110672349.32,103605251.14,200000000.00
May 17 2025,TIA,640693990.87,640693990.87,90131086.76,136760728.31,110380486.30,103421689.50,200000000.00
May 15 2025,TIA,638696840.18,638696840.18,89808018.26,136037495.43,109796760.27,103054566.21,200000000.00
May 13 2025,TIA,636699689.50,636699689.50,89484949.77,135314262.56,109213034.25,102687442.92,200000000.00
May 12 2025,TIA,635701114.16,635701114.16,89323415.53,134952646.12,108921171.23,102503881.28,200000000.00
May 10 2025,TIA,633703963.47,633703963.47,89000347.03,134229413.24,108337445.21,102136757.99,200000000.00
May 08 2025,TIA,631706812.79,631706812.79,88677278.54,133506180.37,107753719.18,101769634.70,200000000.00
May 07 2025,TIA,630708237.44,630708237.44,88515744.29,133144563.93,107461856.16,101586073.06,200000000.00
May 05 2025,TIA,628711086.76,628711086.76,88192675.80,132421331.05,106878130.14,101218949.77,200000000.00
May 04 2025,TIA,627712511.42,627712511.42,88031141.55,132059714.61,106586267.12,101035388.13,200000000.00
May 02 2025,TIA,625715360.73,625715360.73,87708073.06,131336481.74,106002541.10,100668264.84,200000000.00
Apr 30 2025,TIA,623718210.05,623718210.05,87385004.57,130613248.86,105418815.07,100301141.55,200000000.00
Apr 29 2025,TIA,622719634.70,622719634.70,87223470.32,130251632.42,105126952.05,100117579.91,200000000.00
Apr 27 2025,TIA,620722484.02,620722484.02,86900401.83,129528399.54,104543226.03,99750456.62,200000000.00
Apr 25 2025,TIA,618725333.33,618725333.33,86577333.33,128805166.67,103959500.00,99383333.33,200000000.00
Apr 24 2025,TIA,617726757.99,617726757.99,86415799.09,128443550.23,103667636.99,99199771.69,200000000.00
Apr 22 2025,TIA,615729607.31,615729607.31,86092730.59,127720317.35,103083910.96,98832648.40,200000000.00
Apr 20 2025,TIA,613732456.62,613732456.62,85769662.10,126997084.47,102500184.93,98465525.11,200000000.00
Apr 19 2025,TIA,612733881.28,612733881.28,85608127.85,126635468.04,102208321.92,98281963.47,200000000.00
Apr 17 2025,TIA,610736730.59,610736730.59,85285059.36,125912235.16,101624595.89,97914840.18,200000000.00
Apr 16 2025,TIA,609738155.25,609738155.25,85123525.11,125550618.72,101332732.88,97731278.54,200000000.00
Apr 14 2025,TIA,607741004.57,607741004.57,84800456.62,124827385.84,100749006.85,97364155.25,200000000.00
Apr 12 2025,TIA,605743853.88,605743853.88,84477388.13,124104152.97,100165280.82,96997031.96,200000000.00
Apr 11 2025,TIA,604745278.54,604745278.54,84315853.88,123742536.53,99873417.81,96813470.32,200000000.00
Apr 09 2025,TIA,602748127.85,602748127.85,83992785.39,123019303.65,99289691.78,96446347.03,200000000.00
Apr 07 2025,TIA,600750977.17,600750977.17,83669716.89,122296070.78,98705965.75,96079223.74,200000000.00
Apr 06 2025,TIA,599752401.83,599752401.83,83508182.65,121934454.34,98414102.74,95895662.10,200000000.00
Apr 04 2025,TIA,597755251.14,597755251.14,83185114.16,121211221.46,97830376.71,95528538.81,200000000.00
Apr 02 2025,TIA,595758100.46,595758100.46,82862045.66,120487988.58,97246650.68,95161415.53,200000000.00
Apr 01 2025,TIA,594759525.11,594759525.11,82700511.42,120126372.15,96954787.67,94977853.88,200000000.00
Mar 30 2025,TIA,592762374.43,592762374.43,82377442.92,119403139.27,96371061.64,94610730.59,200000000.00
Mar 29 2025,TIA,591763799.09,591763799.09,82215908.68,119041522.83,96079198.63,94427168.95,200000000.00
Mar 27 2025,TIA,589766648.40,589766648.40,81892840.18,118318289.95,95495472.60,94060045.66,200000000.00
Mar 25 2025,TIA,587769497.72,587769497.72,81569771.69,117595057.08,94911746.58,93692922.37,200000000.00
Mar 24 2025,TIA,586770922.37,586770922.37,81408237.44,117233440.64,94619883.56,93509360.73,200000000.00
Mar 22 2025,TIA,584773771.69,584773771.69,81085168.95,116510207.76,94036157.53,93142237.44,200000000.00
Mar 20 2025,TIA,582776621.00,582776621.00,80762100.46,115786974.89,93452431.51,92775114.16,200000000.00
Mar 19 2025,TIA,581778045.66,581778045.66,80600566.21,115425358.45,93160568.49,92591552.51,200000000.00
Mar 17 2025,TIA,579780894.98,579780894.98,80277497.72,114702125.57,92576842.47,92224429.22,200000000.00
Mar 15 2025,TIA,577783744.29,577783744.29,79954429.22,113978892.69,91993116.44,91857305.94,200000000.00
Mar 14 2025,TIA,576785168.95,576785168.95,79792894.98,113617276.26,91701253.42,91673744.29,200000000.00
Mar 12 2025,TIA,574788018.26,574788018.26,79469826.48,112894043.38,91117527.40,91306621.00,200000000.00
Mar 10 2025,TIA,572790867.58,572790867.58,79146757.99,112170810.50,90533801.37,90939497.72,200000000.00
Mar 09 2025,TIA,571792292.24,571792292.24,78985223.74,111809194.06,90241938.36,90755936.07,200000000.00
Mar 07 2025,TIA,569795141.55,569795141.55,78662155.25,111085961.19,89658212.33,90388812.79,200000000.00
Mar 06 2025,TIA,568796566.21,568796566.21,78500621.00,110724344.75,89366349.32,90205251.14,200000000.00
Mar 04 2025,TIA,566799415.53,566799415.53,78177552.51,110001111.87,88782623.29,89838127.85,200000000.00
Mar 02 2025,TIA,564802264.84,564802264.84,77854484.02,109277879.00,88198897.26,89471004.57,200000000.00
Mar 01 2025,TIA,563803689.50,563803689.50,77692949.77,108916262.56,87907034.25,89287442.92,200000000.00
Feb 27 2025,TIA,561806538.81,561806538.81,77369881.28,108193029.68,87323308.22,88920319.63,200000000.00
Feb 25 2025,TIA,559809388.13,559809388.13,77046812.79,107469796.80,86739582.19,88553196.35,200000000.00
Feb 24 2025,TIA,558810812.79,558810812.79,76885278.54,107108180.37,86447719.18,88369634.70,200000000.00
Feb 22 2025,TIA,556813662.10,556813662.10,76562210.05,106384947.49,85863993.15,88002511.42,200000000.00
Feb 20 2025,TIA,554816511.42,554816511.42,76239141.55,105661714.61,85280267.12,87635388.13,200000000.00
Feb 19 2025,TIA,553817936.07,553817936.07,76077607.31,105300098.17,84988404.11,87451826.48,200000000.00
Feb 17 2025,TIA,551820785.39,551820785.39,75754538.81,104576865.30,84404678.08,87084703.20,200000000.00
Feb 16 2025,TIA,550822210.05,550822210.05,75593004.57,104215248.86,84112815.07,86901141.55,200000000.00
Feb 14 2025,TIA,548825059.36,548825059.36,75269936.07,103492015.98,83529089.04,86534018.26,200000000.00
Feb 12 2025,TIA,546827908.68,546827908.68,74946867.58,102768783.11,82945363.01,86166894.98,200000000.00
Feb 11 2025,TIA,545829333.33,545829333.33,74785333.33,102407166.67,82653500.00,85983333.33,200000000.00
Feb 09 2025,TIA,543832182.65,543832182.65,74462264.84,101683933.79,82069773.97,85616210.05,200000000.00
Feb 07 2025,TIA,541835031.96,541835031.96,74139196.35,100960700.91,81486047.95,85249086.76,200000000.00
Feb 06 2025,TIA,540836456.62,540836456.62,73977662.10,100599084.47,81194184.93,85065525.11,200000000.00
Feb 04 2025,TIA,538839305.94,538839305.94,73654593.61,99875851.60,80610458.90,84698401.83,200000000.00
Feb 02 2025,TIA,536842155.25,536842155.25,73331525.11,99152618.72,80026732.88,84331278.54,200000000.00
Feb 01 2025,TIA,535843579.91,535843579.91,73169990.87,98791002.28,79734869.86,84147716.89,200000000.00
Jan 30 2025,TIA,533846429.22,533846429.22,72846922.37,98067769.41,79151143.84,83780593.61,200000000.00
Jan 29 2025,TIA,532847853.88,532847853.88,72685388.13,97706152.97,78859280.82,83597031.96,200000000.00
Jan 27 2025,TIA,530850703.20,530850703.20,72362319.63,96982920.09,78275554.79,83229908.68,200000000.00
Jan 25 2025,TIA,528853552.51,528853552.51,72039251.14,96259687.21,77691828.77,82862785.39,200000000.00
Jan 24 2025,TIA,527854977.17,527854977.17,71877716.89,95898070.78,77399965.75,82679223.74,200000000.00
Jan 22 2025,TIA,525857826.48,525857826.48,71554648.40,95174837.90,76816239.73,82312100.46,200000000.00
Jan 20 2025,TIA,523860675.80,523860675.80,71231579.91,94451605.02,76232513.70,81944977.17,200000000.00
Jan 19 2025,TIA,522862100.46,522862100.46,71070045.66,94089988.58,75940650.68,81761415.53,200000000.00
Jan 17 2025,TIA,520864949.77,520864949.77,70746977.17,93366755.71,75356924.66,81394292.24,200000000.00
Jan 15 2025,TIA,518867799.09,518867799.09,70423908.68,92643522.83,74773198.63,81027168.95,200000000.00
Jan 14 2025,TIA,517869223.74,517869223.74,70262374.43,92281906.39,74481335.62,80843607.31,200000000.00
Jan 12 2025,TIA,515872073.06,515872073.06,69939305.94,91558673.52,73897609.59,80476484.02,200000000.00
Jan 11 2025,TIA,514873497.72,514873497.72,69777771.69,91197057.08,73605746.58,80292922.37,200000000.00
Jan 09 2025,TIA,512876347.03,512876347.03,69454703.20,90473824.20,73022020.55,79925799.09,200000000.00
Jan 07 2025,TIA,510879196.35,510879196.35,69131634.70,89750591.32,72438294.52,79558675.80,200000000.00
Jan 06 2025,TIA,509880621.00,509880621.00,68970100.46,89388974.89,72146431.51,79375114.16,200000000.00
Jan 04 2025,TIA,507883470.32,507883470.32,68647031.96,88665742.01,71562705.48,79007990.87,200000000.00
Jan 02 2025,TIA,505886319.63,505886319.63,68323963.47,87942509.13,70978979.45,78640867.58,200000000.00
Jan 01 2025,TIA,504887744.29,504887744.29,68162429.22,87580892.69,70687116.44,78457305.94,200000000.00
Dec 30 2024,TIA,502890593.61,502890593.61,67839360.73,86857659.82,70103390.41,78090182.65,200000000.00
Dec 28 2024,TIA,500893442.92,500893442.92,67516292.24,86134426.94,69519664.38,77723059.36,200000000.00
Dec 27 2024,TIA,499894867.58,499894867.58,67354757.99,85772810.50,69227801.37,77539497.72,200000000.00
Dec 25 2024,TIA,497897716.89,497897716.89,67031689.50,85049577.63,68644075.34,77172374.43,200000000.00
Dec 23 2024,TIA,495900566.21,495900566.21,66708621.00,84326344.75,68060349.32,76805251.14,200000000.00
Dec 22 2024,TIA,494901990.87,494901990.87,66547086.76,83964728.31,67768486.30,76621689.50,200000000.00
Dec 20 2024,TIA,492904840.18,492904840.18,66224018.26,83241495.43,67184760.27,76254566.21,200000000.00
Dec 19 2024,TIA,491906264.84,491906264.84,66062484.02,82879879.00,66892897.26,76071004.57,200000000.00
Dec 17 2024,TIA,489909114.16,489909114.16,65739415.53,82156646.12,66309171.23,75703881.28,200000000.00
Dec 15 2024,TIA,487911963.47,487911963.47,65416347.03,81433413.24,65725445.21,75336757.99,200000000.00
Dec 14 2024,TIA,486913388.13,486913388.13,65254812.79,81071796.80,65433582.19,75153196.35,200000000.00
Dec 12 2024,TIA,484916237.44,484916237.44,64931744.29,80348563.93,64849856.16,74786073.06,200000000.00
Dec 10 2024,TIA,482919086.76,482919086.76,64608675.80,79625331.05,64266130.14,74418949.77,200000000.00
Dec 09 2024,TIA,481920511.42,481920511.42,64447141.55,79263714.61,63974267.12,74235388.13,200000000.00
Dec 07 2024,TIA,479923360.73,479923360.73,64124073.06,78540481.74,63390541.10,73868264.84,200000000.00
Dec 05 2024,TIA,477926210.05,477926210.05,63801004.57,77817248.86,62806815.07,73501141.55,200000000.00
Dec 04 2024,TIA,476927634.70,476927634.70,63639470.32,77455632.42,62514952.05,73317579.91,200000000.00
Dec 02 2024,TIA,474930484.02,474930484.02,63316401.83,76732399.54,61931226.03,72950456.62,200000000.00
Dec 01 2024,TIA,473931908.68,473931908.68,63154867.58,76370783.11,61639363.01,72766894.98,200000000.00
Nov 29 2024,TIA,471934757.99,471934757.99,62831799.09,75647550.23,61055636.99,72399771.69,200000000.00
Nov 27 2024,TIA,469937607.31,469937607.31,62508730.59,74924317.35,60471910.96,72032648.40,200000000.00
Nov 26 2024,TIA,468939031.96,468939031.96,62347196.35,74562700.91,60180047.95,71849086.76,200000000.00
Nov 24 2024,TIA,466941881.28,466941881.28,62024127.85,73839468.04,59596321.92,71481963.47,200000000.00
Nov 22 2024,TIA,464944730.59,464944730.59,61701059.36,73116235.16,59012595.89,71114840.18,200000000.00
Nov 21 2024,TIA,463946155.25,463946155.25,61539525.11,72754618.72,58720732.88,70931278.54,200000000.00
Nov 19 2024,TIA,461949004.57,461949004.57,61216456.62,72031385.84,58137006.85,70564155.25,200000000.00
Nov 17 2024,TIA,459951853.88,459951853.88,60893388.13,71308152.97,57553280.82,70197031.96,200000000.00
Nov 16 2024,TIA,458953278.54,458953278.54,60731853.88,70946536.53,57261417.81,70013470.32,200000000.00
Nov 14 2024,TIA,456956127.85,456956127.85,60408785.39,70223303.65,56677691.78,69646347.03,200000000.00
Nov 13 2024,TIA,455957552.51,455957552.51,60247251.14,69861687.21,56385828.77,69462785.39,200000000.00
Nov 11 2024,TIA,453960401.83,453960401.83,59924182.65,69138454.34,55802102.74,69095662.10,200000000.00
Nov 09 2024,TIA,451963251.14,451963251.14,59601114.16,68415221.46,55218376.71,68728538.81,200000000.00
Nov 08 2024,TIA,450964675.80,450964675.80,59439579.91,68053605.02,54926513.70,68544977.17,200000000.00
Nov 06 2024,TIA,448967525.11,448967525.11,59116511.42,67330372.15,54342787.67,68177853.88,200000000.00
Nov 04 2024,TIA,446970374.43,446970374.43,58793442.92,66607139.27,53759061.64,67810730.59,200000000.00
Nov 03 2024,TIA,445971799.09,445971799.09,58631908.68,66245522.83,53467198.63,67627168.95,200000000.00
Nov 01 2024,TIA,443974648.40,443974648.40,58308840.18,65522289.95,52883472.60,67260045.66,200000000.00
Oct 30 2024,TIA,442560000.00,442560000.00,58080000.00,65010000.00,52470000.00,67000000.00,200000000.00
Oct 29 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Oct 27 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Oct 25 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Oct 24 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Oct 22 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Oct 21 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Oct 19 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Oct 17 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Oct 16 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Oct 14 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Oct 12 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Oct 11 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Oct 09 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Oct 07 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Oct 06 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Oct 04 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Oct 03 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Oct 01 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Sep 29 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Sep 28 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Sep 26 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Sep 24 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Sep 23 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Sep 21 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Sep 19 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Sep 18 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Sep 16 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Sep 15 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Sep 13 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Sep 11 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Sep 10 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Sep 08 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Sep 06 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Sep 05 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Sep 03 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Sep 01 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 31 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 29 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 28 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 26 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 24 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 23 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 21 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 19 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 18 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 16 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 14 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 13 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 11 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 09 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 08 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 06 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 05 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 03 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Aug 01 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 31 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 29 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 27 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 26 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 24 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 22 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 21 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 19 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 18 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 16 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 14 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 13 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 11 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 09 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 08 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 06 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 04 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 03 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jul 01 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jun 30 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jun 28 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jun 26 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jun 25 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jun 23 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jun 21 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jun 20 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jun 18 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jun 16 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jun 15 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jun 13 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jun 11 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jun 10 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jun 08 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jun 07 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jun 05 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jun 03 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Jun 02 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
May 31 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
May 29 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
May 28 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
May 26 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
May 24 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
May 23 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
May 21 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
May 20 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
