Date,Symbol,Available Supply,Unlocked Supply,Initial Core Contributors,Early Backers: Series A&B,Early Backers: Seed,R&D & Ecosystem,Public Allocation
May 18 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
May 16 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
May 15 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
May 13 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
May 11 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
May 10 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
May 08 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
May 06 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
May 05 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
May 03 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
May 02 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Apr 30 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Apr 28 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Apr 27 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Apr 25 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Apr 23 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Apr 22 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Apr 20 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Apr 18 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Apr 17 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Apr 15 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Apr 13 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Apr 12 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Apr 10 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Apr 09 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Apr 07 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Apr 05 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Apr 04 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Apr 02 2024,TIA,267000000.00,267000000.00,0,0,0,67000000.00,200000000.00
Mar 31 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Mar 30 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Mar 28 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Mar 26 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Mar 25 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Mar 23 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Mar 22 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Mar 20 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Mar 18 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Mar 17 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Mar 15 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Mar 13 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Mar 12 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Mar 10 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Mar 08 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Mar 07 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Mar 05 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Mar 04 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Mar 02 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Feb 29 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Feb 28 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Feb 26 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Feb 24 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Feb 23 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Feb 21 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Feb 19 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Feb 18 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Feb 16 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Feb 15 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Feb 13 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Feb 11 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Feb 10 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Feb 08 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Feb 06 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Feb 05 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Feb 03 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Feb 01 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 31 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 29 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 27 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 26 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 24 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 23 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 21 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 19 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 18 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 16 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 14 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 13 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 11 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 09 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 08 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 06 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 05 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 03 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Jan 01 2024,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 31 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 29 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 27 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 26 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 24 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 22 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 21 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 19 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 18 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 16 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 14 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 13 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 11 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 09 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 08 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 06 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 04 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 03 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Dec 01 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Nov 29 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Nov 28 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Nov 26 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Nov 25 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Nov 23 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Nov 21 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Nov 20 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Nov 18 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Nov 16 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Nov 15 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Nov 13 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Nov 11 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Nov 10 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Nov 08 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Nov 07 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Nov 05 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Nov 03 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Nov 02 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
Oct 31 2023,TIA,0,267000000.00,0,0,0,67000000.00,200000000.00
