Date,Symbol,Available Supply,Unlocked Supply,Staking Rewards,Pre-launch distribution,Web3 foundation,Auction Sale
Jun 11 2024,DOT,1470902009.91,1470902009.91,470902009.91,200000000.00,300000000.00,500000000.00
Jun 07 2024,DOT,1469297097.73,1469297097.73,469297097.73,200000000.00,300000000.00,500000000.00
Jun 02 2024,DOT,1467290957.51,1467290957.51,467290957.51,200000000.00,300000000.00,500000000.00
May 29 2024,DOT,1465686045.33,1465686045.33,465686045.33,200000000.00,300000000.00,500000000.00
May 25 2024,DOT,1464117655.30,1464117655.30,464117655.30,200000000.00,300000000.00,500000000.00
May 20 2024,DOT,1462294125.77,1462294125.77,462294125.77,200000000.00,300000000.00,500000000.00
May 16 2024,DOT,1460835302.15,1460835302.15,460835302.15,200000000.00,300000000.00,500000000.00
May 12 2024,DOT,1459376478.53,1459376478.53,459376478.53,200000000.00,300000000.00,500000000.00
May 07 2024,DOT,1457552949.01,1457552949.01,457552949.01,200000000.00,300000000.00,500000000.00
May 03 2024,DOT,1456094125.39,1456094125.39,456094125.39,200000000.00,300000000.00,500000000.00
Apr 29 2024,DOT,1454635301.77,1454635301.77,454635301.77,200000000.00,300000000.00,500000000.00
Apr 24 2024,DOT,1452811772.24,1452811772.24,452811772.24,200000000.00,300000000.00,500000000.00
Apr 20 2024,DOT,1451352948.62,1451352948.62,451352948.62,200000000.00,300000000.00,500000000.00
Apr 16 2024,DOT,1449894125.00,1449894125.00,449894125.00,200000000.00,300000000.00,500000000.00
Apr 11 2024,DOT,1448070595.48,1448070595.48,448070595.48,200000000.00,300000000.00,500000000.00
Apr 07 2024,DOT,1446611771.86,1446611771.86,446611771.86,200000000.00,300000000.00,500000000.00
Apr 03 2024,DOT,1445152948.24,1445152948.24,445152948.24,200000000.00,300000000.00,500000000.00
Mar 29 2024,DOT,0,1443329418.71,443329418.71,200000000.00,300000000.00,500000000.00
Mar 25 2024,DOT,0,1441870595.10,441870595.10,200000000.00,300000000.00,500000000.00
Mar 21 2024,DOT,0,1440411771.48,440411771.48,200000000.00,300000000.00,500000000.00
Mar 16 2024,DOT,0,1438588241.95,438588241.95,200000000.00,300000000.00,500000000.00
Mar 12 2024,DOT,0,1437129418.33,437129418.33,200000000.00,300000000.00,500000000.00
Mar 08 2024,DOT,0,1435670594.71,435670594.71,200000000.00,300000000.00,500000000.00
Mar 03 2024,DOT,0,1433847065.19,433847065.19,200000000.00,300000000.00,500000000.00
Feb 28 2024,DOT,0,1432388241.57,432388241.57,200000000.00,300000000.00,500000000.00
Feb 24 2024,DOT,0,1430929417.95,430929417.95,200000000.00,300000000.00,500000000.00
Feb 19 2024,DOT,0,1429105888.42,429105888.42,200000000.00,300000000.00,500000000.00
Feb 15 2024,DOT,0,1427647064.80,427647064.80,200000000.00,300000000.00,500000000.00
Feb 11 2024,DOT,0,1426188241.18,426188241.18,200000000.00,300000000.00,500000000.00
Feb 06 2024,DOT,0,1424364711.66,424364711.66,200000000.00,300000000.00,500000000.00
Feb 02 2024,DOT,0,1422905888.04,422905888.04,200000000.00,300000000.00,500000000.00
Jan 28 2024,DOT,0,1421082358.51,421082358.51,200000000.00,300000000.00,500000000.00
Jan 24 2024,DOT,0,1419623534.90,419623534.90,200000000.00,300000000.00,500000000.00
Jan 20 2024,DOT,0,1418164711.28,418164711.28,200000000.00,300000000.00,500000000.00
Jan 15 2024,DOT,0,1416341181.75,416341181.75,200000000.00,300000000.00,500000000.00
Jan 11 2024,DOT,0,1414882358.13,414882358.13,200000000.00,300000000.00,500000000.00
Jan 07 2024,DOT,0,1413423534.51,413423534.51,200000000.00,300000000.00,500000000.00
Jan 02 2024,DOT,0,1411600004.99,411600004.99,200000000.00,300000000.00,500000000.00
Dec 29 2023,DOT,0,1410141181.37,410141181.37,200000000.00,300000000.00,500000000.00
Dec 25 2023,DOT,0,1408682357.75,408682357.75,200000000.00,300000000.00,500000000.00
Dec 20 2023,DOT,0,1406858828.22,406858828.22,200000000.00,300000000.00,500000000.00
Dec 16 2023,DOT,0,1405400004.60,405400004.60,200000000.00,300000000.00,500000000.00
Dec 12 2023,DOT,0,1403941180.98,403941180.98,200000000.00,300000000.00,500000000.00
Dec 07 2023,DOT,0,1402117651.46,402117651.46,200000000.00,300000000.00,500000000.00
Dec 03 2023,DOT,0,1400658827.84,400658827.84,200000000.00,300000000.00,500000000.00
Nov 29 2023,DOT,0,1399200004.22,399200004.22,200000000.00,300000000.00,500000000.00
Nov 24 2023,DOT,0,1397376474.70,397376474.70,200000000.00,300000000.00,500000000.00
Nov 20 2023,DOT,0,1395917651.08,395917651.08,200000000.00,300000000.00,500000000.00
Nov 16 2023,DOT,0,1394458827.46,394458827.46,200000000.00,300000000.00,500000000.00
Nov 11 2023,DOT,0,1392635297.93,392635297.93,200000000.00,300000000.00,500000000.00
Nov 07 2023,DOT,0,1391176474.31,391176474.31,200000000.00,300000000.00,500000000.00
Nov 03 2023,DOT,0,1389717650.69,389717650.69,200000000.00,300000000.00,500000000.00
Oct 29 2023,DOT,0,1387894121.17,387894121.17,200000000.00,300000000.00,500000000.00
Oct 25 2023,DOT,0,1386435297.55,386435297.55,200000000.00,300000000.00,500000000.00
Oct 21 2023,DOT,0,1384976473.93,384976473.93,200000000.00,300000000.00,500000000.00
Oct 16 2023,DOT,0,1383152944.40,383152944.40,200000000.00,300000000.00,500000000.00
Oct 12 2023,DOT,0,1381694120.78,381694120.78,200000000.00,300000000.00,500000000.00
Oct 08 2023,DOT,0,1380235297.16,380235297.16,200000000.00,300000000.00,500000000.00
Oct 03 2023,DOT,0,1378411767.64,378411767.64,200000000.00,300000000.00,500000000.00
Sep 29 2023,DOT,0,1376952944.02,376952944.02,200000000.00,300000000.00,500000000.00
Sep 24 2023,DOT,0,1375129414.50,375129414.50,200000000.00,300000000.00,500000000.00
Sep 20 2023,DOT,0,1373670590.88,373670590.88,200000000.00,300000000.00,500000000.00
Sep 16 2023,DOT,0,1372211767.26,372211767.26,200000000.00,300000000.00,500000000.00
Sep 11 2023,DOT,0,1370388237.73,370388237.73,200000000.00,300000000.00,500000000.00
Sep 07 2023,DOT,0,1368929414.11,368929414.11,200000000.00,300000000.00,500000000.00
Sep 03 2023,DOT,0,1367470590.49,367470590.49,200000000.00,300000000.00,500000000.00
Aug 29 2023,DOT,0,1365647060.97,365647060.97,200000000.00,300000000.00,500000000.00
Aug 25 2023,DOT,0,1364188237.35,364188237.35,200000000.00,300000000.00,500000000.00
Aug 21 2023,DOT,0,1362729413.73,362729413.73,200000000.00,300000000.00,500000000.00
Aug 16 2023,DOT,0,1360905884.20,360905884.20,200000000.00,300000000.00,500000000.00
Aug 12 2023,DOT,0,1359447060.58,359447060.58,200000000.00,300000000.00,500000000.00
Aug 08 2023,DOT,0,1357988236.96,357988236.96,200000000.00,300000000.00,500000000.00
Aug 03 2023,DOT,0,1356164707.44,356164707.44,200000000.00,300000000.00,500000000.00
Jul 30 2023,DOT,0,1354705883.82,354705883.82,200000000.00,300000000.00,500000000.00
Jul 26 2023,DOT,0,1353247060.20,353247060.20,200000000.00,300000000.00,500000000.00
Jul 21 2023,DOT,0,1351423530.68,351423530.68,200000000.00,300000000.00,500000000.00
Jul 17 2023,DOT,0,1349964707.06,349964707.06,200000000.00,300000000.00,500000000.00
Jul 13 2023,DOT,0,1348505883.44,348505883.44,200000000.00,300000000.00,500000000.00
Jul 08 2023,DOT,0,1346682353.91,346682353.91,200000000.00,300000000.00,500000000.00
Jul 04 2023,DOT,0,1345223530.29,345223530.29,200000000.00,300000000.00,500000000.00
Jun 30 2023,DOT,0,1343764706.67,343764706.67,200000000.00,300000000.00,500000000.00
Jun 25 2023,DOT,0,1341941177.15,341941177.15,200000000.00,300000000.00,500000000.00
Jun 21 2023,DOT,0,1340482353.53,340482353.53,200000000.00,300000000.00,500000000.00
Jun 17 2023,DOT,0,1339023529.91,339023529.91,200000000.00,300000000.00,500000000.00
Jun 12 2023,DOT,0,1337200000.38,337200000.38,200000000.00,300000000.00,500000000.00
Jun 08 2023,DOT,0,1335741176.76,335741176.76,200000000.00,300000000.00,500000000.00
Jun 04 2023,DOT,0,1334282353.14,334282353.14,200000000.00,300000000.00,500000000.00
May 30 2023,DOT,0,1332458823.62,332458823.62,200000000.00,300000000.00,500000000.00
May 26 2023,DOT,0,1331000000.00,331000000.00,200000000.00,300000000.00,500000000.00
May 21 2023,DOT,0,1329342465.75,329342465.75,200000000.00,300000000.00,500000000.00
May 17 2023,DOT,0,1328016438.36,328016438.36,200000000.00,300000000.00,500000000.00
May 13 2023,DOT,0,1326690410.96,326690410.96,200000000.00,300000000.00,500000000.00
May 08 2023,DOT,0,1325032876.71,325032876.71,200000000.00,300000000.00,500000000.00
May 04 2023,DOT,0,1323706849.32,323706849.32,200000000.00,300000000.00,500000000.00
Apr 30 2023,DOT,0,1322380821.92,322380821.92,200000000.00,300000000.00,500000000.00
Apr 25 2023,DOT,0,1320723287.67,320723287.67,200000000.00,300000000.00,500000000.00
Apr 21 2023,DOT,0,1319397260.27,319397260.27,200000000.00,300000000.00,500000000.00
Apr 17 2023,DOT,0,1318071232.88,318071232.88,200000000.00,300000000.00,500000000.00
Apr 12 2023,DOT,0,1316413698.63,316413698.63,200000000.00,300000000.00,500000000.00
Apr 08 2023,DOT,0,1315087671.23,315087671.23,200000000.00,300000000.00,500000000.00
Apr 04 2023,DOT,0,1313761643.84,313761643.84,200000000.00,300000000.00,500000000.00
Mar 30 2023,DOT,0,1312104109.59,312104109.59,200000000.00,300000000.00,500000000.00
Mar 26 2023,DOT,0,1310778082.19,310778082.19,200000000.00,300000000.00,500000000.00
Mar 22 2023,DOT,0,1309452054.79,309452054.79,200000000.00,300000000.00,500000000.00
Mar 17 2023,DOT,0,1307794520.55,307794520.55,200000000.00,300000000.00,500000000.00
Mar 13 2023,DOT,0,1306468493.15,306468493.15,200000000.00,300000000.00,500000000.00
Mar 09 2023,DOT,0,1305142465.75,305142465.75,200000000.00,300000000.00,500000000.00
Mar 04 2023,DOT,0,1303484931.51,303484931.51,200000000.00,300000000.00,500000000.00
Feb 28 2023,DOT,0,1302158904.11,302158904.11,200000000.00,300000000.00,500000000.00
Feb 24 2023,DOT,0,1300832876.71,300832876.71,200000000.00,300000000.00,500000000.00
Feb 19 2023,DOT,0,1299175342.47,299175342.47,200000000.00,300000000.00,500000000.00
Feb 15 2023,DOT,0,1297849315.07,297849315.07,200000000.00,300000000.00,500000000.00
Feb 11 2023,DOT,0,1296523287.67,296523287.67,200000000.00,300000000.00,500000000.00
Feb 06 2023,DOT,0,1294865753.42,294865753.42,200000000.00,300000000.00,500000000.00
Feb 02 2023,DOT,0,1293539726.03,293539726.03,200000000.00,300000000.00,500000000.00
Jan 29 2023,DOT,0,1292213698.63,292213698.63,200000000.00,300000000.00,500000000.00
Jan 24 2023,DOT,0,1290556164.38,290556164.38,200000000.00,300000000.00,500000000.00
Jan 20 2023,DOT,0,1289230136.99,289230136.99,200000000.00,300000000.00,500000000.00
Jan 15 2023,DOT,0,1287572602.74,287572602.74,200000000.00,300000000.00,500000000.00
Jan 11 2023,DOT,0,1286246575.34,286246575.34,200000000.00,300000000.00,500000000.00
Jan 07 2023,DOT,0,1284920547.95,284920547.95,200000000.00,300000000.00,500000000.00
Jan 02 2023,DOT,0,1283263013.70,283263013.70,200000000.00,300000000.00,500000000.00
Dec 29 2022,DOT,0,1281936986.30,281936986.30,200000000.00,300000000.00,500000000.00
Dec 25 2022,DOT,0,1280610958.90,280610958.90,200000000.00,300000000.00,500000000.00
Dec 20 2022,DOT,0,1278953424.66,278953424.66,200000000.00,300000000.00,500000000.00
Dec 16 2022,DOT,0,1277627397.26,277627397.26,200000000.00,300000000.00,500000000.00
Dec 12 2022,DOT,0,1276301369.86,276301369.86,200000000.00,300000000.00,500000000.00
Dec 07 2022,DOT,0,1274643835.62,274643835.62,200000000.00,300000000.00,500000000.00
Dec 03 2022,DOT,0,1273317808.22,273317808.22,200000000.00,300000000.00,500000000.00
Nov 29 2022,DOT,0,1271991780.82,271991780.82,200000000.00,300000000.00,500000000.00
Nov 24 2022,DOT,0,1270334246.58,270334246.58,200000000.00,300000000.00,500000000.00
Nov 20 2022,DOT,0,1269008219.18,269008219.18,200000000.00,300000000.00,500000000.00
Nov 16 2022,DOT,0,1267682191.78,267682191.78,200000000.00,300000000.00,500000000.00
Nov 11 2022,DOT,0,1266024657.53,266024657.53,200000000.00,300000000.00,500000000.00
Nov 07 2022,DOT,0,1264698630.14,264698630.14,200000000.00,300000000.00,500000000.00
Nov 03 2022,DOT,0,1263372602.74,263372602.74,200000000.00,300000000.00,500000000.00
Oct 29 2022,DOT,0,1261715068.49,261715068.49,200000000.00,300000000.00,500000000.00
Oct 25 2022,DOT,0,1260389041.10,260389041.10,200000000.00,300000000.00,500000000.00
Oct 21 2022,DOT,0,1259063013.70,259063013.70,200000000.00,300000000.00,500000000.00
Oct 16 2022,DOT,0,1257405479.45,257405479.45,200000000.00,300000000.00,500000000.00
Oct 12 2022,DOT,0,1256079452.05,256079452.05,200000000.00,300000000.00,500000000.00
Oct 08 2022,DOT,0,1254753424.66,254753424.66,200000000.00,300000000.00,500000000.00
Oct 03 2022,DOT,0,1253095890.41,253095890.41,200000000.00,300000000.00,500000000.00
Sep 29 2022,DOT,0,1251769863.01,251769863.01,200000000.00,300000000.00,500000000.00
Sep 25 2022,DOT,0,1250443835.62,250443835.62,200000000.00,300000000.00,500000000.00
Sep 20 2022,DOT,0,1248786301.37,248786301.37,200000000.00,300000000.00,500000000.00
Sep 16 2022,DOT,0,1247460273.97,247460273.97,200000000.00,300000000.00,500000000.00
Sep 11 2022,DOT,0,1245802739.73,245802739.73,200000000.00,300000000.00,500000000.00
Sep 07 2022,DOT,0,1244476712.33,244476712.33,200000000.00,300000000.00,500000000.00
Sep 03 2022,DOT,0,1243150684.93,243150684.93,200000000.00,300000000.00,500000000.00
Aug 29 2022,DOT,0,1241493150.68,241493150.68,200000000.00,300000000.00,500000000.00
Aug 25 2022,DOT,0,1240167123.29,240167123.29,200000000.00,300000000.00,500000000.00
Aug 21 2022,DOT,0,1238841095.89,238841095.89,200000000.00,300000000.00,500000000.00
Aug 16 2022,DOT,0,1237183561.64,237183561.64,200000000.00,300000000.00,500000000.00
Aug 12 2022,DOT,0,1235857534.25,235857534.25,200000000.00,300000000.00,500000000.00
Aug 08 2022,DOT,0,1234531506.85,234531506.85,200000000.00,300000000.00,500000000.00
Aug 03 2022,DOT,0,1232873972.60,232873972.60,200000000.00,300000000.00,500000000.00
Jul 30 2022,DOT,0,1231547945.21,231547945.21,200000000.00,300000000.00,500000000.00
Jul 26 2022,DOT,0,1230221917.81,230221917.81,200000000.00,300000000.00,500000000.00
Jul 21 2022,DOT,0,1228564383.56,228564383.56,200000000.00,300000000.00,500000000.00
Jul 17 2022,DOT,0,1227238356.16,227238356.16,200000000.00,300000000.00,500000000.00
Jul 13 2022,DOT,0,1225912328.77,225912328.77,200000000.00,300000000.00,500000000.00
Jul 08 2022,DOT,0,1224254794.52,224254794.52,200000000.00,300000000.00,500000000.00
Jul 04 2022,DOT,0,1222928767.12,222928767.12,200000000.00,300000000.00,500000000.00
Jun 30 2022,DOT,0,1221602739.73,221602739.73,200000000.00,300000000.00,500000000.00
Jun 25 2022,DOT,0,1219945205.48,219945205.48,200000000.00,300000000.00,500000000.00
Jun 21 2022,DOT,0,1218619178.08,218619178.08,200000000.00,300000000.00,500000000.00
Jun 17 2022,DOT,0,1217293150.68,217293150.68,200000000.00,300000000.00,500000000.00
Jun 12 2022,DOT,0,1215635616.44,215635616.44,200000000.00,300000000.00,500000000.00
Jun 08 2022,DOT,0,1214309589.04,214309589.04,200000000.00,300000000.00,500000000.00
Jun 04 2022,DOT,0,1212983561.64,212983561.64,200000000.00,300000000.00,500000000.00
May 30 2022,DOT,0,1211326027.40,211326027.40,200000000.00,300000000.00,500000000.00
May 26 2022,DOT,0,1210000000.00,210000000.00,200000000.00,300000000.00,500000000.00
May 22 2022,DOT,0,1208794520.55,208794520.55,200000000.00,300000000.00,500000000.00
May 17 2022,DOT,0,1207287671.23,207287671.23,200000000.00,300000000.00,500000000.00
May 13 2022,DOT,0,1206082191.78,206082191.78,200000000.00,300000000.00,500000000.00
May 09 2022,DOT,0,1204876712.33,204876712.33,200000000.00,300000000.00,500000000.00
May 04 2022,DOT,0,1203369863.01,203369863.01,200000000.00,300000000.00,500000000.00
Apr 30 2022,DOT,0,1202164383.56,202164383.56,200000000.00,300000000.00,500000000.00
Apr 25 2022,DOT,0,1200657534.25,200657534.25,200000000.00,300000000.00,500000000.00
Apr 21 2022,DOT,0,1199452054.79,199452054.79,200000000.00,300000000.00,500000000.00
Apr 17 2022,DOT,0,1198246575.34,198246575.34,200000000.00,300000000.00,500000000.00
Apr 12 2022,DOT,0,1196739726.03,196739726.03,200000000.00,300000000.00,500000000.00
Apr 08 2022,DOT,0,1195534246.58,195534246.58,200000000.00,300000000.00,500000000.00
Apr 04 2022,DOT,0,1194328767.12,194328767.12,200000000.00,300000000.00,500000000.00
Mar 30 2022,DOT,0,1192821917.81,192821917.81,200000000.00,300000000.00,500000000.00
Mar 26 2022,DOT,0,1191616438.36,191616438.36,200000000.00,300000000.00,500000000.00
Mar 22 2022,DOT,0,1190410958.90,190410958.90,200000000.00,300000000.00,500000000.00
Mar 17 2022,DOT,0,1188904109.59,188904109.59,200000000.00,300000000.00,500000000.00
Mar 13 2022,DOT,0,1187698630.14,187698630.14,200000000.00,300000000.00,500000000.00
Mar 09 2022,DOT,0,1186493150.68,186493150.68,200000000.00,300000000.00,500000000.00
Mar 04 2022,DOT,0,1184986301.37,184986301.37,200000000.00,300000000.00,500000000.00
Feb 28 2022,DOT,0,1183780821.92,183780821.92,200000000.00,300000000.00,500000000.00
Feb 24 2022,DOT,0,1182575342.47,182575342.47,200000000.00,300000000.00,500000000.00
Feb 19 2022,DOT,0,1181068493.15,181068493.15,200000000.00,300000000.00,500000000.00
Feb 15 2022,DOT,0,1179863013.70,179863013.70,200000000.00,300000000.00,500000000.00
Feb 11 2022,DOT,0,1178657534.25,178657534.25,200000000.00,300000000.00,500000000.00
Feb 06 2022,DOT,0,1177150684.93,177150684.93,200000000.00,300000000.00,500000000.00
Feb 02 2022,DOT,0,1175945205.48,175945205.48,200000000.00,300000000.00,500000000.00
Jan 29 2022,DOT,0,1174739726.03,174739726.03,200000000.00,300000000.00,500000000.00
Jan 24 2022,DOT,0,1173232876.71,173232876.71,200000000.00,300000000.00,500000000.00
Jan 20 2022,DOT,0,1172027397.26,172027397.26,200000000.00,300000000.00,500000000.00
Jan 16 2022,DOT,0,1170821917.81,170821917.81,200000000.00,300000000.00,500000000.00
Jan 11 2022,DOT,0,1169315068.49,169315068.49,200000000.00,300000000.00,500000000.00
Jan 07 2022,DOT,0,1168109589.04,168109589.04,200000000.00,300000000.00,500000000.00
Jan 03 2022,DOT,0,1166904109.59,166904109.59,200000000.00,300000000.00,500000000.00
Dec 29 2021,DOT,0,1165397260.27,165397260.27,200000000.00,300000000.00,500000000.00
Dec 25 2021,DOT,0,1164191780.82,164191780.82,200000000.00,300000000.00,500000000.00
Dec 20 2021,DOT,0,1162684931.51,162684931.51,200000000.00,300000000.00,500000000.00
Dec 16 2021,DOT,0,1161479452.05,161479452.05,200000000.00,300000000.00,500000000.00
Dec 12 2021,DOT,0,1160273972.60,160273972.60,200000000.00,300000000.00,500000000.00
Dec 07 2021,DOT,0,1158767123.29,158767123.29,200000000.00,300000000.00,500000000.00
Dec 03 2021,DOT,0,1157561643.84,157561643.84,200000000.00,300000000.00,500000000.00
Nov 29 2021,DOT,0,1156356164.38,156356164.38,200000000.00,300000000.00,500000000.00
Nov 24 2021,DOT,0,1154849315.07,154849315.07,200000000.00,300000000.00,500000000.00
Nov 20 2021,DOT,0,1153643835.62,153643835.62,200000000.00,300000000.00,500000000.00
Nov 16 2021,DOT,0,1152438356.16,152438356.16,200000000.00,300000000.00,500000000.00
Nov 11 2021,DOT,0,1150931506.85,150931506.85,200000000.00,300000000.00,500000000.00
Nov 07 2021,DOT,0,1149726027.40,149726027.40,200000000.00,300000000.00,500000000.00
Nov 03 2021,DOT,0,1148520547.95,148520547.95,200000000.00,300000000.00,500000000.00
Oct 29 2021,DOT,0,1147013698.63,147013698.63,200000000.00,300000000.00,500000000.00
Oct 25 2021,DOT,0,1145808219.18,145808219.18,200000000.00,300000000.00,500000000.00
Oct 21 2021,DOT,0,1144602739.73,144602739.73,200000000.00,300000000.00,500000000.00
Oct 16 2021,DOT,0,1143095890.41,143095890.41,200000000.00,300000000.00,500000000.00
Oct 12 2021,DOT,0,1141890410.96,141890410.96,200000000.00,300000000.00,500000000.00
Oct 08 2021,DOT,0,1140684931.51,140684931.51,200000000.00,300000000.00,500000000.00
Oct 03 2021,DOT,0,1139178082.19,139178082.19,200000000.00,300000000.00,500000000.00
Sep 29 2021,DOT,0,1137972602.74,137972602.74,200000000.00,300000000.00,500000000.00
Sep 25 2021,DOT,0,1136767123.29,136767123.29,200000000.00,300000000.00,500000000.00
Sep 20 2021,DOT,0,1135260273.97,135260273.97,200000000.00,300000000.00,500000000.00
Sep 16 2021,DOT,0,1134054794.52,134054794.52,200000000.00,300000000.00,500000000.00
Sep 12 2021,DOT,0,1132849315.07,132849315.07,200000000.00,300000000.00,500000000.00
Sep 07 2021,DOT,0,1131342465.75,131342465.75,200000000.00,300000000.00,500000000.00
Sep 03 2021,DOT,0,1130136986.30,130136986.30,200000000.00,300000000.00,500000000.00
Aug 30 2021,DOT,0,1128931506.85,128931506.85,200000000.00,300000000.00,500000000.00
Aug 25 2021,DOT,0,1127424657.53,127424657.53,200000000.00,300000000.00,500000000.00
Aug 21 2021,DOT,0,1126219178.08,126219178.08,200000000.00,300000000.00,500000000.00
Aug 16 2021,DOT,0,1124712328.77,124712328.77,200000000.00,300000000.00,500000000.00
Aug 12 2021,DOT,0,1123506849.32,123506849.32,200000000.00,300000000.00,500000000.00
Aug 08 2021,DOT,0,1122301369.86,122301369.86,200000000.00,300000000.00,500000000.00
Aug 03 2021,DOT,0,1120794520.55,120794520.55,200000000.00,300000000.00,500000000.00
Jul 30 2021,DOT,0,1119589041.10,119589041.10,200000000.00,300000000.00,500000000.00
Jul 26 2021,DOT,0,1118383561.64,118383561.64,200000000.00,300000000.00,500000000.00
Jul 21 2021,DOT,0,1116876712.33,116876712.33,200000000.00,300000000.00,500000000.00
Jul 17 2021,DOT,0,1115671232.88,115671232.88,200000000.00,300000000.00,500000000.00
Jul 13 2021,DOT,0,1114465753.42,114465753.42,200000000.00,300000000.00,500000000.00
Jul 08 2021,DOT,0,1112958904.11,112958904.11,200000000.00,300000000.00,500000000.00
Jul 04 2021,DOT,0,1111753424.66,111753424.66,200000000.00,300000000.00,500000000.00
Jun 30 2021,DOT,0,1110547945.21,110547945.21,200000000.00,300000000.00,500000000.00
Jun 25 2021,DOT,0,1109041095.89,109041095.89,200000000.00,300000000.00,500000000.00
Jun 21 2021,DOT,0,1107835616.44,107835616.44,200000000.00,300000000.00,500000000.00
Jun 17 2021,DOT,0,1106630136.99,106630136.99,200000000.00,300000000.00,500000000.00
Jun 12 2021,DOT,0,1105123287.67,105123287.67,200000000.00,300000000.00,500000000.00
Jun 08 2021,DOT,0,1103917808.22,103917808.22,200000000.00,300000000.00,500000000.00
Jun 04 2021,DOT,0,1102712328.77,102712328.77,200000000.00,300000000.00,500000000.00
May 30 2021,DOT,0,1101205479.45,101205479.45,200000000.00,300000000.00,500000000.00
May 26 2021,DOT,0,1100000000.00,100000000.00,200000000.00,300000000.00,500000000.00
May 22 2021,DOT,0,1098904109.59,98904109.59,200000000.00,300000000.00,500000000.00
May 17 2021,DOT,0,1097534246.58,97534246.58,200000000.00,300000000.00,500000000.00
May 13 2021,DOT,0,1096438356.16,96438356.16,200000000.00,300000000.00,500000000.00
May 09 2021,DOT,0,1095342465.75,95342465.75,200000000.00,300000000.00,500000000.00
May 04 2021,DOT,0,1093972602.74,93972602.74,200000000.00,300000000.00,500000000.00
Apr 30 2021,DOT,0,1092876712.33,92876712.33,200000000.00,300000000.00,500000000.00
Apr 26 2021,DOT,0,1091780821.92,91780821.92,200000000.00,300000000.00,500000000.00
Apr 21 2021,DOT,0,1090410958.90,90410958.90,200000000.00,300000000.00,500000000.00
Apr 17 2021,DOT,0,1089315068.49,89315068.49,200000000.00,300000000.00,500000000.00
Apr 12 2021,DOT,0,1087945205.48,87945205.48,200000000.00,300000000.00,500000000.00
Apr 08 2021,DOT,0,1086849315.07,86849315.07,200000000.00,300000000.00,500000000.00
Apr 04 2021,DOT,0,1085753424.66,85753424.66,200000000.00,300000000.00,500000000.00
Mar 30 2021,DOT,0,1084383561.64,84383561.64,200000000.00,300000000.00,500000000.00
Mar 26 2021,DOT,0,1083287671.23,83287671.23,200000000.00,300000000.00,500000000.00
Mar 22 2021,DOT,0,1082191780.82,82191780.82,200000000.00,300000000.00,500000000.00
Mar 17 2021,DOT,0,1080821917.81,80821917.81,200000000.00,300000000.00,500000000.00
Mar 13 2021,DOT,0,1079726027.40,79726027.40,200000000.00,300000000.00,500000000.00
Mar 09 2021,DOT,0,1078630136.99,78630136.99,200000000.00,300000000.00,500000000.00
Mar 04 2021,DOT,0,1077260273.97,77260273.97,200000000.00,300000000.00,500000000.00
Feb 28 2021,DOT,0,1076164383.56,76164383.56,200000000.00,300000000.00,500000000.00
Feb 24 2021,DOT,0,1075068493.15,75068493.15,200000000.00,300000000.00,500000000.00
Feb 19 2021,DOT,0,1073698630.14,73698630.14,200000000.00,300000000.00,500000000.00
Feb 15 2021,DOT,0,1072602739.73,72602739.73,200000000.00,300000000.00,500000000.00
Feb 11 2021,DOT,0,1071506849.32,71506849.32,200000000.00,300000000.00,500000000.00
Feb 06 2021,DOT,0,1070136986.30,70136986.30,200000000.00,300000000.00,500000000.00
Feb 02 2021,DOT,0,1069041095.89,69041095.89,200000000.00,300000000.00,500000000.00
Jan 29 2021,DOT,0,1067945205.48,67945205.48,200000000.00,300000000.00,500000000.00
Jan 24 2021,DOT,0,1066575342.47,66575342.47,200000000.00,300000000.00,500000000.00
Jan 20 2021,DOT,0,1065479452.05,65479452.05,200000000.00,300000000.00,500000000.00
Jan 16 2021,DOT,0,1064383561.64,64383561.64,200000000.00,300000000.00,500000000.00
Jan 11 2021,DOT,0,1063013698.63,63013698.63,200000000.00,300000000.00,500000000.00
Jan 07 2021,DOT,0,1061917808.22,61917808.22,200000000.00,300000000.00,500000000.00
Jan 03 2021,DOT,0,1060821917.81,60821917.81,200000000.00,300000000.00,500000000.00
Dec 29 2020,DOT,0,1059452054.79,59452054.79,200000000.00,300000000.00,500000000.00
Dec 25 2020,DOT,0,1058356164.38,58356164.38,200000000.00,300000000.00,500000000.00
Dec 21 2020,DOT,0,1057260273.97,57260273.97,200000000.00,300000000.00,500000000.00
Dec 16 2020,DOT,0,1055890410.96,55890410.96,200000000.00,300000000.00,500000000.00
Dec 12 2020,DOT,0,1054794520.55,54794520.55,200000000.00,300000000.00,500000000.00
Dec 08 2020,DOT,0,1053698630.14,53698630.14,200000000.00,300000000.00,500000000.00
Dec 03 2020,DOT,0,1052328767.12,52328767.12,200000000.00,300000000.00,500000000.00
Nov 29 2020,DOT,0,1051232876.71,51232876.71,200000000.00,300000000.00,500000000.00
Nov 24 2020,DOT,0,1049863013.70,49863013.70,200000000.00,300000000.00,500000000.00
Nov 20 2020,DOT,0,1048767123.29,48767123.29,200000000.00,300000000.00,500000000.00
Nov 16 2020,DOT,0,1047671232.88,47671232.88,200000000.00,300000000.00,500000000.00
Nov 11 2020,DOT,0,1046301369.86,46301369.86,200000000.00,300000000.00,500000000.00
