Date,Symbol,Available Supply,Unlocked Supply,AAVE Ecosystem Reserve,LEND to AAVE Migrator
Aug 16 2024,AAVE,14627487.70,14627487.70,1627487.70,13000000.00
Aug 13 2024,AAVE,14623815.67,14623815.67,1623815.67,13000000.00
Aug 10 2024,AAVE,14620143.63,14620143.63,1620143.63,13000000.00
Aug 07 2024,AAVE,14616471.60,14616471.60,1616471.60,13000000.00
Aug 04 2024,AAVE,14612799.57,14612799.57,1612799.57,13000000.00
Aug 01 2024,AAVE,14609127.54,14609127.54,1609127.54,13000000.00
Jul 30 2024,AAVE,14606679.52,14606679.52,1606679.52,13000000.00
Jul 27 2024,AAVE,14603007.49,14603007.49,1603007.49,13000000.00
Jul 24 2024,AAVE,14599335.46,14599335.46,1599335.46,13000000.00
Jul 21 2024,AAVE,14595663.43,14595663.43,1595663.43,13000000.00
Jul 18 2024,AAVE,14591991.40,14591991.40,1591991.40,13000000.00
Jul 15 2024,AAVE,14588319.37,14588319.37,1588319.37,13000000.00
Jul 12 2024,AAVE,14584647.34,14584647.34,1584647.34,13000000.00
Jul 09 2024,AAVE,14580975.30,14580975.30,1580975.30,13000000.00
Jul 06 2024,AAVE,14577303.27,14577303.27,1577303.27,13000000.00
Jul 03 2024,AAVE,14573631.24,14573631.24,1573631.24,13000000.00
Jun 30 2024,AAVE,14569959.21,14569959.21,1569959.21,13000000.00
Jun 27 2024,AAVE,14566287.18,14566287.18,1566287.18,13000000.00
Jun 24 2024,AAVE,14562615.15,14562615.15,1562615.15,13000000.00
Jun 21 2024,AAVE,14558943.12,14558943.12,1558943.12,13000000.00
Jun 18 2024,AAVE,14555271.09,14555271.09,1555271.09,13000000.00
Jun 15 2024,AAVE,14551599.06,14551599.06,1551599.06,13000000.00
Jun 12 2024,AAVE,14547927.03,14547927.03,1547927.03,13000000.00
Jun 09 2024,AAVE,14544255.00,14544255.00,1544255.00,13000000.00
Jun 06 2024,AAVE,14540582.96,14540582.96,1540582.96,13000000.00
Jun 04 2024,AAVE,14538134.94,14538134.94,1538134.94,13000000.00
Jun 01 2024,AAVE,14534462.91,14534462.91,1534462.91,13000000.00
May 29 2024,AAVE,14530790.88,14530790.88,1530790.88,13000000.00
May 26 2024,AAVE,14527118.85,14527118.85,1527118.85,13000000.00
May 23 2024,AAVE,14523446.82,14523446.82,1523446.82,13000000.00
May 20 2024,AAVE,14519774.79,14519774.79,1519774.79,13000000.00
May 17 2024,AAVE,14516102.76,14516102.76,1516102.76,13000000.00
May 14 2024,AAVE,14512430.73,14512430.73,1512430.73,13000000.00
May 11 2024,AAVE,14508758.70,14508758.70,1508758.70,13000000.00
May 08 2024,AAVE,14505086.67,14505086.67,1505086.67,13000000.00
May 05 2024,AAVE,14501414.63,14501414.63,1501414.63,13000000.00
May 02 2024,AAVE,14497742.60,14497742.60,1497742.60,13000000.00
Apr 29 2024,AAVE,14494070.57,14494070.57,1494070.57,13000000.00
Apr 26 2024,AAVE,14490398.54,14490398.54,1490398.54,13000000.00
Apr 23 2024,AAVE,14486726.51,14486726.51,1486726.51,13000000.00
Apr 20 2024,AAVE,14483054.48,14483054.48,1483054.48,13000000.00
Apr 17 2024,AAVE,14479382.45,14479382.45,1479382.45,13000000.00
Apr 14 2024,AAVE,14475710.42,14475710.42,1475710.42,13000000.00
Apr 11 2024,AAVE,14472038.39,14472038.39,1472038.39,13000000.00
Apr 08 2024,AAVE,14468366.36,14468366.36,1468366.36,13000000.00
Apr 06 2024,AAVE,14465918.34,14465918.34,1465918.34,13000000.00
Apr 03 2024,AAVE,14462246.30,14462246.30,1462246.30,13000000.00
Mar 31 2024,AAVE,14458574.27,14458574.27,1458574.27,13000000.00
Mar 28 2024,AAVE,0,14454902.24,1454902.24,13000000.00
Mar 25 2024,AAVE,0,14451230.21,1451230.21,13000000.00
Mar 22 2024,AAVE,0,14447558.18,1447558.18,13000000.00
Mar 19 2024,AAVE,0,14443886.15,1443886.15,13000000.00
Mar 16 2024,AAVE,0,14440214.12,1440214.12,13000000.00
Mar 13 2024,AAVE,0,14436542.09,1436542.09,13000000.00
Mar 10 2024,AAVE,0,14432870.06,1432870.06,13000000.00
Mar 07 2024,AAVE,0,14429198.03,1429198.03,13000000.00
Mar 04 2024,AAVE,0,14425525.99,1425525.99,13000000.00
Mar 01 2024,AAVE,0,14421853.96,1421853.96,13000000.00
Feb 27 2024,AAVE,0,14418181.93,1418181.93,13000000.00
Feb 27 2024,AAVE,0,14418181.93,1418181.93,13000000.00
Feb 24 2024,AAVE,0,14414509.90,1414509.90,13000000.00
Feb 21 2024,AAVE,0,14410837.87,1410837.87,13000000.00
Feb 18 2024,AAVE,0,14407165.84,1407165.84,13000000.00
Feb 15 2024,AAVE,0,14403493.81,1403493.81,13000000.00
Feb 12 2024,AAVE,0,14399821.78,1399821.78,13000000.00
Feb 10 2024,AAVE,0,14397373.76,1397373.76,13000000.00
Feb 07 2024,AAVE,0,14393701.73,1393701.73,13000000.00
Feb 04 2024,AAVE,0,14390029.70,1390029.70,13000000.00
Feb 01 2024,AAVE,0,14386357.66,1386357.66,13000000.00
Jan 29 2024,AAVE,0,14382685.63,1382685.63,13000000.00
Jan 26 2024,AAVE,0,14379013.60,1379013.60,13000000.00
Jan 23 2024,AAVE,0,14375341.57,1375341.57,13000000.00
Jan 20 2024,AAVE,0,14371669.54,1371669.54,13000000.00
Jan 17 2024,AAVE,0,14367997.51,1367997.51,13000000.00
Jan 14 2024,AAVE,0,14364325.48,1364325.48,13000000.00
Jan 11 2024,AAVE,0,14360653.45,1360653.45,13000000.00
Jan 08 2024,AAVE,0,14356981.42,1356981.42,13000000.00
Jan 05 2024,AAVE,0,14353309.39,1353309.39,13000000.00
Jan 02 2024,AAVE,0,14349637.36,1349637.36,13000000.00
Dec 30 2023,AAVE,0,14345965.32,1345965.32,13000000.00
Dec 27 2023,AAVE,0,14342293.29,1342293.29,13000000.00
Dec 24 2023,AAVE,0,14338621.26,1338621.26,13000000.00
Dec 21 2023,AAVE,0,14334949.23,1334949.23,13000000.00
Dec 18 2023,AAVE,0,14331277.20,1331277.20,13000000.00
Dec 16 2023,AAVE,0,14328829.18,1328829.18,13000000.00
Dec 13 2023,AAVE,0,14325157.15,1325157.15,13000000.00
Dec 10 2023,AAVE,0,14321485.12,1321485.12,13000000.00
Dec 07 2023,AAVE,0,14317813.09,1317813.09,13000000.00
Dec 04 2023,AAVE,0,14314141.06,1314141.06,13000000.00
Dec 01 2023,AAVE,0,14310469.03,1310469.03,13000000.00
Nov 28 2023,AAVE,0,14306796.99,1306796.99,13000000.00
Nov 25 2023,AAVE,0,14303124.96,1303124.96,13000000.00
Nov 22 2023,AAVE,0,14299452.93,1299452.93,13000000.00
Nov 19 2023,AAVE,0,14295780.90,1295780.90,13000000.00
Nov 16 2023,AAVE,0,14292108.87,1292108.87,13000000.00
Nov 13 2023,AAVE,0,14288436.84,1288436.84,13000000.00
Nov 10 2023,AAVE,0,14284764.81,1284764.81,13000000.00
Nov 07 2023,AAVE,0,14281092.78,1281092.78,13000000.00
Nov 04 2023,AAVE,0,14277420.75,1277420.75,13000000.00
Nov 01 2023,AAVE,0,14273748.72,1273748.72,13000000.00
Oct 29 2023,AAVE,0,14270076.68,1270076.68,13000000.00
Oct 26 2023,AAVE,0,14266404.65,1266404.65,13000000.00
Oct 23 2023,AAVE,0,14262732.62,1262732.62,13000000.00
Oct 20 2023,AAVE,0,14259060.59,1259060.59,13000000.00
Oct 18 2023,AAVE,0,14256612.57,1256612.57,13000000.00
Oct 15 2023,AAVE,0,14252940.54,1252940.54,13000000.00
Oct 12 2023,AAVE,0,14249268.51,1249268.51,13000000.00
Oct 09 2023,AAVE,0,14245596.48,1245596.48,13000000.00
Oct 06 2023,AAVE,0,14241924.45,1241924.45,13000000.00
Oct 03 2023,AAVE,0,14238252.42,1238252.42,13000000.00
Sep 30 2023,AAVE,0,14234580.39,1234580.39,13000000.00
Sep 27 2023,AAVE,0,14230908.35,1230908.35,13000000.00
Sep 24 2023,AAVE,0,14227236.32,1227236.32,13000000.00
Sep 21 2023,AAVE,0,14223564.29,1223564.29,13000000.00
Sep 18 2023,AAVE,0,14219892.26,1219892.26,13000000.00
Sep 15 2023,AAVE,0,14216220.23,1216220.23,13000000.00
Sep 12 2023,AAVE,0,14212548.20,1212548.20,13000000.00
Sep 09 2023,AAVE,0,14208876.17,1208876.17,13000000.00
Sep 06 2023,AAVE,0,14205204.14,1205204.14,13000000.00
Sep 03 2023,AAVE,0,14201532.11,1201532.11,13000000.00
Aug 31 2023,AAVE,0,14197860.08,1197860.08,13000000.00
Aug 28 2023,AAVE,0,14194188.05,1194188.05,13000000.00
Aug 25 2023,AAVE,0,14190516.01,1190516.01,13000000.00
Aug 23 2023,AAVE,0,14188067.99,1188067.99,13000000.00
Aug 20 2023,AAVE,0,14184395.96,1184395.96,13000000.00
Aug 17 2023,AAVE,0,14180723.93,1180723.93,13000000.00
Aug 14 2023,AAVE,0,14177051.90,1177051.90,13000000.00
Aug 11 2023,AAVE,0,14173379.87,1173379.87,13000000.00
Aug 08 2023,AAVE,0,14169707.84,1169707.84,13000000.00
Aug 05 2023,AAVE,0,14166035.81,1166035.81,13000000.00
Aug 02 2023,AAVE,0,14162363.78,1162363.78,13000000.00
Jul 30 2023,AAVE,0,14158691.75,1158691.75,13000000.00
Jul 27 2023,AAVE,0,14155019.72,1155019.72,13000000.00
Jul 24 2023,AAVE,0,14151347.68,1151347.68,13000000.00
Jul 21 2023,AAVE,0,14147675.65,1147675.65,13000000.00
Jul 18 2023,AAVE,0,14144003.62,1144003.62,13000000.00
Jul 15 2023,AAVE,0,14140331.59,1140331.59,13000000.00
Jul 12 2023,AAVE,0,14136659.56,1136659.56,13000000.00
Jul 09 2023,AAVE,0,14132987.53,1132987.53,13000000.00
Jul 06 2023,AAVE,0,14129315.50,1129315.50,13000000.00
Jul 03 2023,AAVE,0,14125643.47,1125643.47,13000000.00
Jun 30 2023,AAVE,0,14121971.44,1121971.44,13000000.00
Jun 27 2023,AAVE,0,14118299.41,1118299.41,13000000.00
Jun 25 2023,AAVE,0,14115851.39,1115851.39,13000000.00
Jun 22 2023,AAVE,0,14112179.35,1112179.35,13000000.00
Jun 19 2023,AAVE,0,14108507.32,1108507.32,13000000.00
Jun 16 2023,AAVE,0,14104835.29,1104835.29,13000000.00
Jun 13 2023,AAVE,0,14101163.26,1101163.26,13000000.00
Jun 10 2023,AAVE,0,14097491.23,1097491.23,13000000.00
Jun 07 2023,AAVE,0,14093819.20,1093819.20,13000000.00
Jun 04 2023,AAVE,0,14090147.17,1090147.17,13000000.00
Jun 01 2023,AAVE,0,14086475.14,1086475.14,13000000.00
May 29 2023,AAVE,0,14082803.11,1082803.11,13000000.00
May 26 2023,AAVE,0,14079131.08,1079131.08,13000000.00
May 23 2023,AAVE,0,14075459.04,1075459.04,13000000.00
May 20 2023,AAVE,0,14071787.01,1071787.01,13000000.00
May 17 2023,AAVE,0,14068114.98,1068114.98,13000000.00
May 14 2023,AAVE,0,14064442.95,1064442.95,13000000.00
May 11 2023,AAVE,0,14060770.92,1060770.92,13000000.00
May 08 2023,AAVE,0,14057098.89,1057098.89,13000000.00
May 05 2023,AAVE,0,14053426.86,1053426.86,13000000.00
May 02 2023,AAVE,0,14049754.83,1049754.83,13000000.00
Apr 30 2023,AAVE,0,14047306.81,1047306.81,13000000.00
Apr 27 2023,AAVE,0,14043634.78,1043634.78,13000000.00
Apr 24 2023,AAVE,0,14039962.75,1039962.75,13000000.00
Apr 21 2023,AAVE,0,14036290.71,1036290.71,13000000.00
Apr 18 2023,AAVE,0,14032618.68,1032618.68,13000000.00
Apr 15 2023,AAVE,0,14028946.65,1028946.65,13000000.00
Apr 12 2023,AAVE,0,14025274.62,1025274.62,13000000.00
Apr 09 2023,AAVE,0,14021602.59,1021602.59,13000000.00
Apr 06 2023,AAVE,0,14017930.56,1017930.56,13000000.00
Apr 03 2023,AAVE,0,14014258.53,1014258.53,13000000.00
Mar 31 2023,AAVE,0,14010586.50,1010586.50,13000000.00
Mar 28 2023,AAVE,0,14006914.47,1006914.47,13000000.00
Mar 25 2023,AAVE,0,14003242.44,1003242.44,13000000.00
Mar 22 2023,AAVE,0,13999570.41,999570.41,13000000.00
Mar 19 2023,AAVE,0,13995898.37,995898.37,13000000.00
Mar 16 2023,AAVE,0,13992226.34,992226.34,13000000.00
Mar 13 2023,AAVE,0,13988554.31,988554.31,13000000.00
Mar 10 2023,AAVE,0,13984882.28,984882.28,13000000.00
Mar 07 2023,AAVE,0,13981210.25,981210.25,13000000.00
Mar 05 2023,AAVE,0,13978762.23,978762.23,13000000.00
Mar 02 2023,AAVE,0,13975090.20,975090.20,13000000.00
Feb 27 2023,AAVE,0,13971418.17,971418.17,13000000.00
Feb 24 2023,AAVE,0,13967746.14,967746.14,13000000.00
Feb 21 2023,AAVE,0,13964074.11,964074.11,13000000.00
Feb 18 2023,AAVE,0,13960402.08,960402.08,13000000.00
Feb 15 2023,AAVE,0,13956730.04,956730.04,13000000.00
Feb 12 2023,AAVE,0,13953058.01,953058.01,13000000.00
Feb 09 2023,AAVE,0,13949385.98,949385.98,13000000.00
Feb 06 2023,AAVE,0,13945713.95,945713.95,13000000.00
Feb 03 2023,AAVE,0,13942041.92,942041.92,13000000.00
Jan 31 2023,AAVE,0,13938369.89,938369.89,13000000.00
Jan 28 2023,AAVE,0,13934697.86,934697.86,13000000.00
Jan 25 2023,AAVE,0,13931025.83,931025.83,13000000.00
Jan 22 2023,AAVE,0,13927353.80,927353.80,13000000.00
Jan 19 2023,AAVE,0,13923681.77,923681.77,13000000.00
Jan 16 2023,AAVE,0,13920009.73,920009.73,13000000.00
Jan 13 2023,AAVE,0,13916337.70,916337.70,13000000.00
Jan 10 2023,AAVE,0,13912665.67,912665.67,13000000.00
Jan 07 2023,AAVE,0,13908993.64,908993.64,13000000.00
Jan 05 2023,AAVE,0,13906545.62,906545.62,13000000.00
Jan 02 2023,AAVE,0,13902873.59,902873.59,13000000.00
Dec 30 2022,AAVE,0,13899201.56,899201.56,13000000.00
Dec 27 2022,AAVE,0,13895529.53,895529.53,13000000.00
Dec 24 2022,AAVE,0,13891857.50,891857.50,13000000.00
Dec 21 2022,AAVE,0,13888185.47,888185.47,13000000.00
Dec 18 2022,AAVE,0,13884513.44,884513.44,13000000.00
Dec 15 2022,AAVE,0,13880841.40,880841.40,13000000.00
Dec 12 2022,AAVE,0,13877169.37,877169.37,13000000.00
Dec 09 2022,AAVE,0,13873497.34,873497.34,13000000.00
Dec 06 2022,AAVE,0,13869825.31,869825.31,13000000.00
Dec 03 2022,AAVE,0,13866153.28,866153.28,13000000.00
Nov 30 2022,AAVE,0,13862481.25,862481.25,13000000.00
Nov 27 2022,AAVE,0,13858809.22,858809.22,13000000.00
Nov 24 2022,AAVE,0,13855137.19,855137.19,13000000.00
Nov 21 2022,AAVE,0,13851465.16,851465.16,13000000.00
Nov 18 2022,AAVE,0,13847793.13,847793.13,13000000.00
Nov 15 2022,AAVE,0,13844121.10,844121.10,13000000.00
Nov 12 2022,AAVE,0,13840449.06,840449.06,13000000.00
Nov 10 2022,AAVE,0,13838001.04,838001.04,13000000.00
Nov 07 2022,AAVE,0,13834329.01,834329.01,13000000.00
Nov 04 2022,AAVE,0,13830656.98,830656.98,13000000.00
Nov 01 2022,AAVE,0,13826984.95,826984.95,13000000.00
Oct 29 2022,AAVE,0,13823312.92,823312.92,13000000.00
Oct 26 2022,AAVE,0,13819640.89,819640.89,13000000.00
Oct 23 2022,AAVE,0,13815968.86,815968.86,13000000.00
Oct 20 2022,AAVE,0,13812296.83,812296.83,13000000.00
Oct 17 2022,AAVE,0,13808624.80,808624.80,13000000.00
Oct 14 2022,AAVE,0,13804952.77,804952.77,13000000.00
Oct 11 2022,AAVE,0,13801280.73,801280.73,13000000.00
Oct 08 2022,AAVE,0,13797608.70,797608.70,13000000.00
Oct 05 2022,AAVE,0,13793936.67,793936.67,13000000.00
Oct 02 2022,AAVE,0,13790264.64,790264.64,13000000.00
Sep 29 2022,AAVE,0,13786592.61,786592.61,13000000.00
Sep 26 2022,AAVE,0,13782920.58,782920.58,13000000.00
Sep 23 2022,AAVE,0,13779248.55,779248.55,13000000.00
Sep 20 2022,AAVE,0,13775576.52,775576.52,13000000.00
Sep 17 2022,AAVE,0,13771904.49,771904.49,13000000.00
Sep 15 2022,AAVE,0,13769456.47,769456.47,13000000.00
Sep 12 2022,AAVE,0,13765784.44,765784.44,13000000.00
Sep 09 2022,AAVE,0,13762112.40,762112.40,13000000.00
Sep 06 2022,AAVE,0,13758440.37,758440.37,13000000.00
Sep 03 2022,AAVE,0,13754768.34,754768.34,13000000.00
Aug 31 2022,AAVE,0,13751096.31,751096.31,13000000.00
Aug 28 2022,AAVE,0,13747424.28,747424.28,13000000.00
Aug 25 2022,AAVE,0,13743752.25,743752.25,13000000.00
Aug 22 2022,AAVE,0,13740080.22,740080.22,13000000.00
Aug 19 2022,AAVE,0,13736408.19,736408.19,13000000.00
Aug 16 2022,AAVE,0,13732736.16,732736.16,13000000.00
Aug 13 2022,AAVE,0,13729064.13,729064.13,13000000.00
Aug 10 2022,AAVE,0,13725392.09,725392.09,13000000.00
Aug 07 2022,AAVE,0,13721720.06,721720.06,13000000.00
Aug 04 2022,AAVE,0,13718048.03,718048.03,13000000.00
Aug 01 2022,AAVE,0,13714376.00,714376.00,13000000.00
Jul 29 2022,AAVE,0,13710703.97,710703.97,13000000.00
Jul 26 2022,AAVE,0,13707031.94,707031.94,13000000.00
Jul 23 2022,AAVE,0,13703359.91,703359.91,13000000.00
Jul 20 2022,AAVE,0,13699687.88,699687.88,13000000.00
Jul 18 2022,AAVE,0,13697239.86,697239.86,13000000.00
Jul 15 2022,AAVE,0,13693567.83,693567.83,13000000.00
Jul 12 2022,AAVE,0,13689895.80,689895.80,13000000.00
Jul 09 2022,AAVE,0,13686223.76,686223.76,13000000.00
Jul 06 2022,AAVE,0,13682551.73,682551.73,13000000.00
Jul 03 2022,AAVE,0,13678879.70,678879.70,13000000.00
Jun 30 2022,AAVE,0,13675207.67,675207.67,13000000.00
Jun 27 2022,AAVE,0,13671535.64,671535.64,13000000.00
Jun 24 2022,AAVE,0,13667863.61,667863.61,13000000.00
Jun 21 2022,AAVE,0,13664191.58,664191.58,13000000.00
Jun 18 2022,AAVE,0,13660519.55,660519.55,13000000.00
Jun 15 2022,AAVE,0,13656847.52,656847.52,13000000.00
Jun 12 2022,AAVE,0,13653175.49,653175.49,13000000.00
Jun 09 2022,AAVE,0,13649503.46,649503.46,13000000.00
Jun 06 2022,AAVE,0,13645831.42,645831.42,13000000.00
Jun 03 2022,AAVE,0,13642159.39,642159.39,13000000.00
May 31 2022,AAVE,0,13638487.36,638487.36,13000000.00
May 28 2022,AAVE,0,13634815.33,634815.33,13000000.00
May 25 2022,AAVE,0,13631143.30,631143.30,13000000.00
May 23 2022,AAVE,0,13628695.28,628695.28,13000000.00
May 20 2022,AAVE,0,13625023.25,625023.25,13000000.00
May 17 2022,AAVE,0,13621351.22,621351.22,13000000.00
May 14 2022,AAVE,0,13617679.19,617679.19,13000000.00
May 11 2022,AAVE,0,13614007.16,614007.16,13000000.00
May 08 2022,AAVE,0,13610335.13,610335.13,13000000.00
May 05 2022,AAVE,0,13606663.09,606663.09,13000000.00
May 02 2022,AAVE,0,13602991.06,602991.06,13000000.00
Apr 29 2022,AAVE,0,13599319.03,599319.03,13000000.00
Apr 26 2022,AAVE,0,13595647.00,595647.00,13000000.00
Apr 23 2022,AAVE,0,13591974.97,591974.97,13000000.00
Apr 20 2022,AAVE,0,13588302.94,588302.94,13000000.00
Apr 17 2022,AAVE,0,13584630.91,584630.91,13000000.00
Apr 14 2022,AAVE,0,13580958.88,580958.88,13000000.00
Apr 11 2022,AAVE,0,13577286.85,577286.85,13000000.00
Apr 08 2022,AAVE,0,13573614.82,573614.82,13000000.00
Apr 05 2022,AAVE,0,13569942.78,569942.78,13000000.00
Apr 02 2022,AAVE,0,13566270.75,566270.75,13000000.00
Mar 30 2022,AAVE,0,13562598.72,562598.72,13000000.00
Mar 28 2022,AAVE,0,13560150.70,560150.70,13000000.00
Mar 25 2022,AAVE,0,13556478.67,556478.67,13000000.00
Mar 22 2022,AAVE,0,13552806.64,552806.64,13000000.00
Mar 19 2022,AAVE,0,13549134.61,549134.61,13000000.00
Mar 16 2022,AAVE,0,13545462.58,545462.58,13000000.00
Mar 13 2022,AAVE,0,13541790.55,541790.55,13000000.00
Mar 10 2022,AAVE,0,13538118.52,538118.52,13000000.00
Mar 07 2022,AAVE,0,13534446.49,534446.49,13000000.00
Mar 04 2022,AAVE,0,13530774.45,530774.45,13000000.00
Mar 01 2022,AAVE,0,13527102.42,527102.42,13000000.00
Feb 26 2022,AAVE,0,13523430.39,523430.39,13000000.00
Feb 23 2022,AAVE,0,13519758.36,519758.36,13000000.00
Feb 20 2022,AAVE,0,13516086.33,516086.33,13000000.00
Feb 17 2022,AAVE,0,13512414.30,512414.30,13000000.00
Feb 14 2022,AAVE,0,13508742.27,508742.27,13000000.00
Feb 11 2022,AAVE,0,13505070.24,505070.24,13000000.00
Feb 08 2022,AAVE,0,13501398.21,501398.21,13000000.00
Feb 05 2022,AAVE,0,13497726.18,497726.18,13000000.00
Feb 02 2022,AAVE,0,13494054.15,494054.15,13000000.00
Jan 30 2022,AAVE,0,13490382.11,490382.11,13000000.00
Jan 28 2022,AAVE,0,13487934.09,487934.09,13000000.00
Jan 25 2022,AAVE,0,13484262.06,484262.06,13000000.00
Jan 22 2022,AAVE,0,13480590.03,480590.03,13000000.00
Jan 19 2022,AAVE,0,13476918.00,476918.00,13000000.00
Jan 16 2022,AAVE,0,13473245.97,473245.97,13000000.00
Jan 13 2022,AAVE,0,13469573.94,469573.94,13000000.00
Jan 10 2022,AAVE,0,13465901.91,465901.91,13000000.00
Jan 07 2022,AAVE,0,13462229.88,462229.88,13000000.00
Jan 04 2022,AAVE,0,13458557.85,458557.85,13000000.00
Jan 01 2022,AAVE,0,13454885.82,454885.82,13000000.00
Dec 29 2021,AAVE,0,13451213.78,451213.78,13000000.00
Dec 26 2021,AAVE,0,13447541.75,447541.75,13000000.00
Dec 23 2021,AAVE,0,13443869.72,443869.72,13000000.00
Dec 20 2021,AAVE,0,13440197.69,440197.69,13000000.00
Dec 17 2021,AAVE,0,13436525.66,436525.66,13000000.00
Dec 14 2021,AAVE,0,13432853.63,432853.63,13000000.00
Dec 11 2021,AAVE,0,13429181.60,429181.60,13000000.00
Dec 08 2021,AAVE,0,13425509.57,425509.57,13000000.00
Dec 05 2021,AAVE,0,13421837.54,421837.54,13000000.00
Dec 03 2021,AAVE,0,13419389.52,419389.52,13000000.00
Nov 30 2021,AAVE,0,13415717.49,415717.49,13000000.00
Nov 27 2021,AAVE,0,13412045.45,412045.45,13000000.00
Nov 24 2021,AAVE,0,13408373.42,408373.42,13000000.00
Nov 21 2021,AAVE,0,13404701.39,404701.39,13000000.00
Nov 18 2021,AAVE,0,13401029.36,401029.36,13000000.00
Nov 15 2021,AAVE,0,13397357.33,397357.33,13000000.00
Nov 12 2021,AAVE,0,13393685.30,393685.30,13000000.00
Nov 09 2021,AAVE,0,13390013.27,390013.27,13000000.00
Nov 06 2021,AAVE,0,13386341.24,386341.24,13000000.00
Nov 03 2021,AAVE,0,13382669.21,382669.21,13000000.00
Oct 31 2021,AAVE,0,13378997.18,378997.18,13000000.00
Oct 28 2021,AAVE,0,13375325.14,375325.14,13000000.00
Oct 25 2021,AAVE,0,13371653.11,371653.11,13000000.00
Oct 22 2021,AAVE,0,13367981.08,367981.08,13000000.00
Oct 19 2021,AAVE,0,13364309.05,364309.05,13000000.00
Oct 16 2021,AAVE,0,13360637.02,360637.02,13000000.00
Oct 13 2021,AAVE,0,13356964.99,356964.99,13000000.00
Oct 10 2021,AAVE,0,13353292.96,353292.96,13000000.00
Oct 07 2021,AAVE,0,13349620.93,349620.93,13000000.00
Oct 05 2021,AAVE,0,13347172.91,347172.91,13000000.00
Oct 02 2021,AAVE,0,13343500.88,343500.88,13000000.00
Sep 29 2021,AAVE,0,13339828.85,339828.85,13000000.00
Sep 26 2021,AAVE,0,13336156.81,336156.81,13000000.00
Sep 23 2021,AAVE,0,13332484.78,332484.78,13000000.00
Sep 20 2021,AAVE,0,13328812.75,328812.75,13000000.00
Sep 17 2021,AAVE,0,13325140.72,325140.72,13000000.00
Sep 14 2021,AAVE,0,13321468.69,321468.69,13000000.00
Sep 11 2021,AAVE,0,13317796.66,317796.66,13000000.00
Sep 08 2021,AAVE,0,13314124.63,314124.63,13000000.00
Sep 05 2021,AAVE,0,13310452.60,310452.60,13000000.00
Sep 02 2021,AAVE,0,13306780.57,306780.57,13000000.00
Aug 30 2021,AAVE,0,13303108.54,303108.54,13000000.00
Aug 27 2021,AAVE,0,13299436.51,299436.51,13000000.00
Aug 24 2021,AAVE,0,13295764.47,295764.47,13000000.00
Aug 21 2021,AAVE,0,13292092.44,292092.44,13000000.00
Aug 18 2021,AAVE,0,13288420.41,288420.41,13000000.00
Aug 15 2021,AAVE,0,13284748.38,284748.38,13000000.00
Aug 12 2021,AAVE,0,13281076.35,281076.35,13000000.00
Aug 10 2021,AAVE,0,13278628.33,278628.33,13000000.00
Aug 07 2021,AAVE,0,13274956.30,274956.30,13000000.00
Aug 04 2021,AAVE,0,13271284.27,271284.27,13000000.00
Aug 01 2021,AAVE,0,13267612.24,267612.24,13000000.00
Jul 29 2021,AAVE,0,13263940.21,263940.21,13000000.00
Jul 26 2021,AAVE,0,13260268.18,260268.18,13000000.00
Jul 23 2021,AAVE,0,13256596.14,256596.14,13000000.00
Jul 20 2021,AAVE,0,13252924.11,252924.11,13000000.00
Jul 17 2021,AAVE,0,13249252.08,249252.08,13000000.00
Jul 14 2021,AAVE,0,13245580.05,245580.05,13000000.00
Jul 11 2021,AAVE,0,13241908.02,241908.02,13000000.00
Jul 08 2021,AAVE,0,13238235.99,238235.99,13000000.00
Jul 05 2021,AAVE,0,13234563.96,234563.96,13000000.00
Jul 02 2021,AAVE,0,13230891.93,230891.93,13000000.00
Jun 29 2021,AAVE,0,13227219.90,227219.90,13000000.00
Jun 26 2021,AAVE,0,13223547.87,223547.87,13000000.00
Jun 23 2021,AAVE,0,13219875.84,219875.84,13000000.00
Jun 20 2021,AAVE,0,13216203.80,216203.80,13000000.00
Jun 17 2021,AAVE,0,13212531.77,212531.77,13000000.00
Jun 15 2021,AAVE,0,13210083.75,210083.75,13000000.00
Jun 12 2021,AAVE,0,13206411.72,206411.72,13000000.00
Jun 09 2021,AAVE,0,13202739.69,202739.69,13000000.00
Jun 06 2021,AAVE,0,13199067.66,199067.66,13000000.00
Jun 03 2021,AAVE,0,13195395.63,195395.63,13000000.00
May 31 2021,AAVE,0,13191723.60,191723.60,13000000.00
May 28 2021,AAVE,0,13188051.57,188051.57,13000000.00
May 25 2021,AAVE,0,13184379.54,184379.54,13000000.00
May 22 2021,AAVE,0,13180707.51,180707.51,13000000.00
May 19 2021,AAVE,0,13177035.47,177035.47,13000000.00
May 16 2021,AAVE,0,13173363.44,173363.44,13000000.00
May 13 2021,AAVE,0,13169691.41,169691.41,13000000.00
May 10 2021,AAVE,0,13166019.38,166019.38,13000000.00
May 07 2021,AAVE,0,13162347.35,162347.35,13000000.00
May 04 2021,AAVE,0,13158675.32,158675.32,13000000.00
May 01 2021,AAVE,0,13155003.29,155003.29,13000000.00
Apr 28 2021,AAVE,0,13151331.26,151331.26,13000000.00
Apr 25 2021,AAVE,0,13147659.23,147659.23,13000000.00
Apr 22 2021,AAVE,0,13143987.20,143987.20,13000000.00
Apr 19 2021,AAVE,0,13140315.16,140315.16,13000000.00
