Date,Symbol,Available Supply,Unlocked Supply,Team/Investor/VC,Community Incentives
Feb 25 2021,1INCH,0,97500000.00,0,97500000.00
Feb 23 2021,1INCH,0,97500000.00,0,97500000.00
Feb 21 2021,1INCH,0,97500000.00,0,97500000.00
Feb 19 2021,1INCH,0,97500000.00,0,97500000.00
Feb 16 2021,1INCH,0,97500000.00,0,97500000.00
Feb 14 2021,1INCH,0,97500000.00,0,97500000.00
Feb 12 2021,1INCH,0,97500000.00,0,97500000.00
Feb 10 2021,1INCH,0,97500000.00,0,97500000.00
Feb 08 2021,1INCH,0,97500000.00,0,97500000.00
Feb 06 2021,1INCH,0,97500000.00,0,97500000.00
Feb 04 2021,1INCH,0,97500000.00,0,97500000.00
Feb 01 2021,1INCH,0,97500000.00,0,97500000.00
Jan 30 2021,1INCH,0,97500000.00,0,97500000.00
Jan 28 2021,1INCH,0,97500000.00,0,97500000.00
Jan 26 2021,1INCH,0,97500000.00,0,97500000.00
Jan 24 2021,1INCH,0,97500000.00,0,97500000.00
Jan 22 2021,1INCH,0,97500000.00,0,97500000.00
Jan 20 2021,1INCH,0,97500000.00,0,97500000.00
Jan 18 2021,1INCH,0,97500000.00,0,97500000.00
Jan 15 2021,1INCH,0,97500000.00,0,97500000.00
Jan 13 2021,1INCH,0,97500000.00,0,97500000.00
Jan 11 2021,1INCH,0,97500000.00,0,97500000.00
Jan 09 2021,1INCH,0,97500000.00,0,97500000.00
Jan 07 2021,1INCH,0,90000000.00,0,90000000.00
Jan 05 2021,1INCH,0,90000000.00,0,90000000.00
Jan 03 2021,1INCH,0,90000000.00,0,90000000.00
Dec 31 2020,1INCH,0,90000000.00,0,90000000.00
Dec 29 2020,1INCH,0,90000000.00,0,90000000.00
Dec 27 2020,1INCH,0,90000000.00,0,90000000.00
Dec 25 2020,1INCH,0,90000000.00,0,90000000.00
