Date,Symbol,Available Supply,Unlocked Supply,Network Inflation,Team,Protocol Treausury,Private Sale,MKT / Grants / Accerlerator Pool,Advisors,Community Fund,Ecosystem Rewards,IEO
Jul 31 2024,EGLD,28637942.89,28637942.89,8637942.89,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 26 2024,EGLD,28623868.47,28623868.47,8623868.47,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 22 2024,EGLD,28612608.93,28612608.93,8612608.93,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 18 2024,EGLD,28601349.39,28601349.39,8601349.39,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 14 2024,EGLD,28590089.85,28590089.85,8590089.85,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 10 2024,EGLD,28578830.31,28578830.31,8578830.31,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 05 2024,EGLD,28564755.88,28564755.88,8564755.88,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 01 2024,EGLD,28551647.96,28551647.96,8551647.96,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 27 2024,EGLD,28537923.90,28537923.90,8537923.90,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 23 2024,EGLD,28524199.85,28524199.85,8524199.85,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 19 2024,EGLD,28510475.80,28510475.80,8510475.80,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 14 2024,EGLD,28493320.73,28493320.73,8493320.73,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 10 2024,EGLD,28479596.67,28479596.67,8479596.67,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 06 2024,EGLD,28465872.62,28465872.62,8465872.62,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 02 2024,EGLD,28452148.56,28452148.56,8452148.56,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 29 2024,EGLD,28438424.51,28438424.51,8438424.51,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 24 2024,EGLD,28421269.44,28421269.44,8421269.44,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 20 2024,EGLD,28407545.39,28407545.39,8407545.39,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 16 2024,EGLD,28393821.33,28393821.33,8393821.33,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 12 2024,EGLD,28380097.28,28380097.28,8380097.28,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 12 2024,EGLD,28380097.28,28380097.28,8380097.28,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 08 2024,EGLD,28366373.22,28366373.22,8366373.22,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 03 2024,EGLD,28349218.15,28349218.15,8349218.15,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 29 2024,EGLD,28335494.10,28335494.10,8335494.10,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 25 2024,EGLD,28321770.04,28321770.04,8321770.04,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 21 2024,EGLD,28308045.99,28308045.99,8308045.99,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 17 2024,EGLD,28294321.93,28294321.93,8294321.93,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 12 2024,EGLD,28277166.87,28277166.87,8277166.87,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 08 2024,EGLD,28263442.81,28263442.81,8263442.81,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 04 2024,EGLD,28249718.76,28249718.76,8249718.76,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 31 2024,EGLD,28235994.70,28235994.70,8235994.70,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 26 2024,EGLD,0,28218839.63,8218839.63,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 22 2024,EGLD,0,28205115.58,8205115.58,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 18 2024,EGLD,0,28191391.52,8191391.52,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 14 2024,EGLD,0,28177667.47,8177667.47,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 10 2024,EGLD,0,28163943.42,8163943.42,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 05 2024,EGLD,0,28146788.35,8146788.35,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 01 2024,EGLD,0,28133064.29,8133064.29,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 26 2024,EGLD,0,28119340.24,8119340.24,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 22 2024,EGLD,0,28105616.18,8105616.18,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 18 2024,EGLD,0,28091892.13,8091892.13,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 13 2024,EGLD,0,28074737.06,8074737.06,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 09 2024,EGLD,0,28061013.01,8061013.01,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 05 2024,EGLD,0,28047288.95,8047288.95,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 01 2024,EGLD,0,28033564.90,8033564.90,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 28 2024,EGLD,0,28019840.84,8019840.84,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 23 2024,EGLD,0,28002685.77,8002685.77,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 19 2024,EGLD,0,27988961.72,7988961.72,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 15 2024,EGLD,0,27975237.66,7975237.66,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 11 2024,EGLD,0,27961513.61,7961513.61,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 07 2024,EGLD,0,27947789.55,7947789.55,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 02 2024,EGLD,0,27930634.49,7930634.49,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 29 2023,EGLD,0,27916910.43,7916910.43,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 25 2023,EGLD,0,27903186.38,7903186.38,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 21 2023,EGLD,0,27889462.32,7889462.32,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 17 2023,EGLD,0,27875738.27,7875738.27,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 12 2023,EGLD,0,27858583.20,7858583.20,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 08 2023,EGLD,0,27844859.14,7844859.14,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 04 2023,EGLD,0,27831135.09,7831135.09,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 30 2023,EGLD,0,27817411.04,7817411.04,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 26 2023,EGLD,0,27803686.98,7803686.98,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 21 2023,EGLD,0,27786531.91,7786531.91,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 17 2023,EGLD,0,27772807.86,7772807.86,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 13 2023,EGLD,0,27759083.80,7759083.80,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 09 2023,EGLD,0,27745359.75,7745359.75,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 05 2023,EGLD,0,27731635.69,7731635.69,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 31 2023,EGLD,0,27714480.63,7714480.63,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 27 2023,EGLD,0,27700756.57,7700756.57,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 23 2023,EGLD,0,27687032.52,7687032.52,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 19 2023,EGLD,0,27673308.46,7673308.46,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 15 2023,EGLD,0,27659584.41,7659584.41,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 10 2023,EGLD,0,27642429.34,7642429.34,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 06 2023,EGLD,0,27628705.28,7628705.28,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 02 2023,EGLD,0,27614981.23,7614981.23,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 28 2023,EGLD,0,27601257.17,7601257.17,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 24 2023,EGLD,0,27587533.12,7587533.12,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 19 2023,EGLD,0,27570378.05,7570378.05,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 15 2023,EGLD,0,27556654.00,7556654.00,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 11 2023,EGLD,0,27542929.94,7542929.94,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 07 2023,EGLD,0,27529205.89,7529205.89,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 03 2023,EGLD,0,27515481.83,7515481.83,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 29 2023,EGLD,0,27498326.77,7498326.77,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 25 2023,EGLD,0,27484602.71,7484602.71,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 21 2023,EGLD,0,27470878.66,7470878.66,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 17 2023,EGLD,0,27457154.60,7457154.60,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 13 2023,EGLD,0,27443430.55,7443430.55,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 08 2023,EGLD,0,27426275.48,7426275.48,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 04 2023,EGLD,0,27412551.42,7412551.42,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 31 2023,EGLD,0,27398827.37,7398827.37,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 27 2023,EGLD,0,27385103.31,7385103.31,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 23 2023,EGLD,0,27371379.26,7371379.26,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 18 2023,EGLD,0,27354224.19,7354224.19,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 14 2023,EGLD,0,27340500.14,7340500.14,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 10 2023,EGLD,0,27326776.08,7326776.08,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 06 2023,EGLD,0,27313052.03,7313052.03,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 01 2023,EGLD,0,27293992.16,7293992.16,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 27 2023,EGLD,0,27277728.38,7277728.38,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 23 2023,EGLD,0,27261464.60,7261464.60,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 19 2023,EGLD,0,27245200.82,7245200.82,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 15 2023,EGLD,0,27228937.04,7228937.04,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 10 2023,EGLD,0,27208607.32,7208607.32,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 06 2023,EGLD,0,27192343.53,7192343.53,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 02 2023,EGLD,0,27176079.75,7176079.75,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 29 2023,EGLD,0,27159815.97,7159815.97,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 25 2023,EGLD,0,27143552.19,7143552.19,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 20 2023,EGLD,0,27123222.47,7123222.47,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 16 2023,EGLD,0,27106958.68,7106958.68,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 12 2023,EGLD,0,27090694.90,7090694.90,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 08 2023,EGLD,0,27074431.12,7074431.12,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 04 2023,EGLD,0,27058167.34,7058167.34,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 29 2023,EGLD,0,27037837.62,7037837.62,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 25 2023,EGLD,0,27021573.84,7021573.84,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 21 2023,EGLD,0,27005310.05,7005310.05,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 17 2023,EGLD,0,26989046.27,6989046.27,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 13 2023,EGLD,0,26972782.49,6972782.49,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 08 2023,EGLD,0,26952452.77,6952452.77,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 04 2023,EGLD,0,26936188.99,6936188.99,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 31 2023,EGLD,0,26919925.21,6919925.21,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 27 2023,EGLD,0,26903661.42,6903661.42,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 23 2023,EGLD,0,26887397.64,6887397.64,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 18 2023,EGLD,0,26867067.92,6867067.92,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 14 2023,EGLD,0,26850804.14,6850804.14,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 10 2023,EGLD,0,26834540.36,6834540.36,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 06 2023,EGLD,0,26818276.58,6818276.58,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 02 2023,EGLD,0,26802012.79,6802012.79,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 25 2023,EGLD,0,26781683.07,6781683.07,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 21 2023,EGLD,0,26765419.29,6765419.29,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 17 2023,EGLD,0,26749155.51,6749155.51,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 13 2023,EGLD,0,26732891.73,6732891.73,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 09 2023,EGLD,0,26716627.95,6716627.95,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 04 2023,EGLD,0,26696298.22,6696298.22,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 31 2023,EGLD,0,26680034.44,6680034.44,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 27 2023,EGLD,0,26663770.66,6663770.66,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 23 2023,EGLD,0,26647506.88,6647506.88,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 19 2023,EGLD,0,26631243.10,6631243.10,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 14 2023,EGLD,0,26610913.37,6610913.37,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 10 2023,EGLD,0,26594649.59,6594649.59,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 06 2023,EGLD,0,26578385.81,6578385.81,3800000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 02 2023,EGLD,0,25802122.03,6562122.03,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 29 2022,EGLD,0,25785858.25,6545858.25,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 24 2022,EGLD,0,25765528.52,6525528.52,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 20 2022,EGLD,0,25749264.74,6509264.74,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 16 2022,EGLD,0,25733000.96,6493000.96,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 12 2022,EGLD,0,25716737.18,6476737.18,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 08 2022,EGLD,0,25700473.40,6460473.40,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 03 2022,EGLD,0,25680143.67,6440143.67,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 29 2022,EGLD,0,25663879.89,6423879.89,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 25 2022,EGLD,0,25647616.11,6407616.11,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 21 2022,EGLD,0,25631352.33,6391352.33,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 17 2022,EGLD,0,25615088.55,6375088.55,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 12 2022,EGLD,0,25594758.82,6354758.82,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 08 2022,EGLD,0,25578495.04,6338495.04,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 04 2022,EGLD,0,25562231.26,6322231.26,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 31 2022,EGLD,0,25545967.48,6305967.48,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 27 2022,EGLD,0,25529703.70,6289703.70,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 22 2022,EGLD,0,25509373.97,6269373.97,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 18 2022,EGLD,0,25493110.19,6253110.19,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 14 2022,EGLD,0,25476846.41,6236846.41,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 10 2022,EGLD,0,25460582.63,6220582.63,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 05 2022,EGLD,0,25440252.90,6200252.90,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 01 2022,EGLD,0,25423989.12,6183989.12,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 27 2022,EGLD,0,25407725.34,6167725.34,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 23 2022,EGLD,0,25391461.56,6151461.56,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 19 2022,EGLD,0,25375197.78,6135197.78,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 14 2022,EGLD,0,25354868.05,6114868.05,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 10 2022,EGLD,0,25338604.27,6098604.27,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 06 2022,EGLD,0,25322340.49,6082340.49,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 02 2022,EGLD,0,25306076.71,6066076.71,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 29 2022,EGLD,0,25289812.93,6049812.93,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 24 2022,EGLD,0,25269483.21,6029483.21,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 20 2022,EGLD,0,25253219.42,6013219.42,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 16 2022,EGLD,0,25236955.64,5996955.64,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 12 2022,EGLD,0,25220691.86,5980691.86,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 08 2022,EGLD,0,25204428.08,5964428.08,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 03 2022,EGLD,0,25184098.36,5944098.36,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 30 2022,EGLD,0,25167834.58,5927834.58,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 26 2022,EGLD,0,25151570.79,5911570.79,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 22 2022,EGLD,0,25135307.01,5895307.01,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 18 2022,EGLD,0,25119043.23,5879043.23,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 13 2022,EGLD,0,25098713.51,5858713.51,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 09 2022,EGLD,0,25082449.73,5842449.73,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 05 2022,EGLD,0,25066185.95,5826185.95,3040000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 01 2022,EGLD,0,24478045.58,5808045.58,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 27 2022,EGLD,0,24459279.68,5789279.68,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 22 2022,EGLD,0,24435822.31,5765822.31,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 18 2022,EGLD,0,24417056.42,5747056.42,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
