Date,Symbol,Available Supply,Unlocked Supply,Network Inflation,Team,Protocol Treausury,Private Sale,MKT / Grants / Accerlerator Pool,Advisors,Community Fund,Ecosystem Rewards,IEO
Jun 14 2022,EGLD,0,24398290.52,5728290.52,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 10 2022,EGLD,0,24379524.62,5709524.62,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 06 2022,EGLD,0,24360758.73,5690758.73,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 01 2022,EGLD,0,24337301.36,5667301.36,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 28 2022,EGLD,0,24318535.46,5648535.46,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 24 2022,EGLD,0,24299769.57,5629769.57,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 20 2022,EGLD,0,24281003.67,5611003.67,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 16 2022,EGLD,0,24262237.78,5592237.78,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 11 2022,EGLD,0,24238780.41,5568780.41,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 07 2022,EGLD,0,24220014.51,5550014.51,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 03 2022,EGLD,0,24201248.61,5531248.61,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 29 2022,EGLD,0,24182482.72,5512482.72,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 25 2022,EGLD,0,24163716.82,5493716.82,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 20 2022,EGLD,0,24140259.45,5470259.45,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 16 2022,EGLD,0,24121493.56,5451493.56,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 12 2022,EGLD,0,24102727.66,5432727.66,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 08 2022,EGLD,0,24083961.76,5413961.76,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 04 2022,EGLD,0,24065195.87,5395195.87,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 30 2022,EGLD,0,24041738.50,5371738.50,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 26 2022,EGLD,0,24022972.60,5352972.60,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 22 2022,EGLD,0,24004206.71,5334206.71,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 18 2022,EGLD,0,23985440.81,5315440.81,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 14 2022,EGLD,0,23966674.92,5296674.92,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 09 2022,EGLD,0,23943217.55,5273217.55,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 05 2022,EGLD,0,23924451.65,5254451.65,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 01 2022,EGLD,0,23905685.75,5235685.75,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 25 2022,EGLD,0,23886919.86,5216919.86,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 21 2022,EGLD,0,23868153.96,5198153.96,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 16 2022,EGLD,0,23844696.59,5174696.59,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 12 2022,EGLD,0,23825930.70,5155930.70,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 08 2022,EGLD,0,23807164.80,5137164.80,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 04 2022,EGLD,0,23788398.90,5118398.90,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 31 2022,EGLD,0,23769633.01,5099633.01,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 26 2022,EGLD,0,23746175.64,5076175.64,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 22 2022,EGLD,0,23727409.74,5057409.74,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 18 2022,EGLD,0,23708643.85,5038643.85,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 14 2022,EGLD,0,23689877.95,5019877.95,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 09 2022,EGLD,0,23666420.58,4996420.58,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 05 2022,EGLD,0,23647654.68,4977654.68,2470000.00,3400000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 01 2022,EGLD,0,22298888.79,4958888.79,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 28 2021,EGLD,0,22280122.89,4940122.89,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 24 2021,EGLD,0,22261357.00,4921357.00,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 19 2021,EGLD,0,22237899.63,4897899.63,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 15 2021,EGLD,0,22219133.73,4879133.73,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 11 2021,EGLD,0,22200367.84,4860367.84,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 07 2021,EGLD,0,22181601.94,4841601.94,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 03 2021,EGLD,0,22162836.04,4822836.04,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 28 2021,EGLD,0,22139378.67,4799378.67,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 24 2021,EGLD,0,22120612.78,4780612.78,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 20 2021,EGLD,0,22101846.88,4761846.88,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 16 2021,EGLD,0,22083080.99,4743080.99,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 12 2021,EGLD,0,22064315.09,4724315.09,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 07 2021,EGLD,0,22040857.72,4700857.72,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 03 2021,EGLD,0,22022091.82,4682091.82,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 30 2021,EGLD,0,22003325.93,4663325.93,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 26 2021,EGLD,0,21984560.03,4644560.03,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 22 2021,EGLD,0,21965794.14,4625794.14,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 17 2021,EGLD,0,21942336.77,4602336.77,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 13 2021,EGLD,0,21923570.87,4583570.87,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 09 2021,EGLD,0,21904804.98,4564804.98,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 05 2021,EGLD,0,21886039.08,4546039.08,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 01 2021,EGLD,0,21867273.18,4527273.18,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 26 2021,EGLD,0,21843815.81,4503815.81,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 22 2021,EGLD,0,21825049.92,4485049.92,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 18 2021,EGLD,0,21806284.02,4466284.02,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 14 2021,EGLD,0,21787518.13,4447518.13,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 10 2021,EGLD,0,21768752.23,4428752.23,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 05 2021,EGLD,0,21745294.86,4405294.86,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 01 2021,EGLD,0,21726528.96,4386528.96,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 28 2021,EGLD,0,21707763.07,4367763.07,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 24 2021,EGLD,0,21688997.17,4348997.17,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 20 2021,EGLD,0,21670231.28,4330231.28,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 15 2021,EGLD,0,21646773.91,4306773.91,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 11 2021,EGLD,0,21628008.01,4288008.01,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 07 2021,EGLD,0,21609242.12,4269242.12,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 03 2021,EGLD,0,21590476.22,4250476.22,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 30 2021,EGLD,0,21571710.32,4231710.32,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 25 2021,EGLD,0,21548252.95,4208252.95,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 21 2021,EGLD,0,21529487.06,4189487.06,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 17 2021,EGLD,0,21510721.16,4170721.16,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 13 2021,EGLD,0,21491955.27,4151955.27,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 09 2021,EGLD,0,21473189.37,4133189.37,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 04 2021,EGLD,0,21449732.00,4109732.00,1900000.00,2640000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 30 2021,EGLD,0,20098463.98,4088463.98,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 26 2021,EGLD,0,20077195.96,4067195.96,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 22 2021,EGLD,0,20055927.93,4045927.93,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 18 2021,EGLD,0,20034659.91,4024659.91,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 13 2021,EGLD,0,20008074.88,3998074.88,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 09 2021,EGLD,0,19986806.86,3976806.86,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 05 2021,EGLD,0,19965538.84,3955538.84,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 01 2021,EGLD,0,19944270.82,3934270.82,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 28 2021,EGLD,0,19923002.80,3913002.80,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 23 2021,EGLD,0,19896417.77,3886417.77,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 19 2021,EGLD,0,19875149.75,3865149.75,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 15 2021,EGLD,0,19853881.73,3843881.73,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 11 2021,EGLD,0,19832613.70,3822613.70,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 07 2021,EGLD,0,19811345.68,3801345.68,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
May 02 2021,EGLD,0,19784760.65,3774760.65,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 28 2021,EGLD,0,19763492.63,3753492.63,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 24 2021,EGLD,0,19742224.61,3732224.61,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 20 2021,EGLD,0,19720956.59,3710956.59,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 15 2021,EGLD,0,19694371.56,3684371.56,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 11 2021,EGLD,0,19673103.54,3663103.54,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 07 2021,EGLD,0,19651835.52,3641835.52,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Apr 03 2021,EGLD,0,19630567.50,3620567.50,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 30 2021,EGLD,0,19609299.47,3599299.47,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 25 2021,EGLD,0,19582714.45,3572714.45,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 21 2021,EGLD,0,19561446.42,3551446.42,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 17 2021,EGLD,0,19540178.40,3530178.40,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 13 2021,EGLD,0,19518910.38,3508910.38,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 09 2021,EGLD,0,19497642.36,3487642.36,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Mar 04 2021,EGLD,0,19471057.33,3461057.33,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 28 2021,EGLD,0,19449789.31,3439789.31,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 24 2021,EGLD,0,19428521.29,3418521.29,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 20 2021,EGLD,0,19407253.27,3397253.27,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 16 2021,EGLD,0,19385985.24,3375985.24,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 11 2021,EGLD,0,19359400.22,3349400.22,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 07 2021,EGLD,0,19338132.19,3328132.19,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Feb 03 2021,EGLD,0,19316864.17,3306864.17,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 30 2021,EGLD,0,19295596.15,3285596.15,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 26 2021,EGLD,0,19274328.13,3264328.13,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 21 2021,EGLD,0,19247743.10,3237743.10,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 17 2021,EGLD,0,19226475.08,3216475.08,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 13 2021,EGLD,0,19205207.06,3195207.06,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 09 2021,EGLD,0,19183939.04,3173939.04,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jan 05 2021,EGLD,0,19162671.01,3152671.01,1330000.00,1880000.00,3800000.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 31 2020,EGLD,0,17220252.99,3126085.99,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 27 2020,EGLD,0,17198984.96,3104817.96,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 23 2020,EGLD,0,17177716.94,3083549.94,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 19 2020,EGLD,0,17156448.92,3062281.92,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 15 2020,EGLD,0,17135180.90,3041013.90,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 10 2020,EGLD,0,17108595.87,3014428.87,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 06 2020,EGLD,0,17087327.85,2993160.85,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Dec 02 2020,EGLD,0,17066059.83,2971892.83,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 28 2020,EGLD,0,17044791.81,2950624.81,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 24 2020,EGLD,0,17023523.78,2929356.78,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 19 2020,EGLD,0,16996938.76,2902771.76,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 15 2020,EGLD,0,16975670.73,2881503.73,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 11 2020,EGLD,0,16954402.71,2860235.71,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 07 2020,EGLD,0,16933134.69,2838967.69,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Nov 03 2020,EGLD,0,16911866.67,2817699.67,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 29 2020,EGLD,0,16885281.64,2791114.64,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 25 2020,EGLD,0,16864013.62,2769846.62,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 21 2020,EGLD,0,16842745.60,2748578.60,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 17 2020,EGLD,0,16821477.58,2727310.58,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 13 2020,EGLD,0,16800209.55,2706042.55,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 08 2020,EGLD,0,16773624.53,2679457.53,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Oct 04 2020,EGLD,0,16752356.50,2658189.50,760000.00,1120000.00,3214167.00,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 30 2020,EGLD,0,16145254.81,2636921.48,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 26 2020,EGLD,0,16123986.79,2615653.46,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 22 2020,EGLD,0,16102718.77,2594385.44,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 17 2020,EGLD,0,16076133.74,2567800.41,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 13 2020,EGLD,0,16054865.72,2546532.39,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 09 2020,EGLD,0,16033597.70,2525264.37,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 05 2020,EGLD,0,16012329.68,2503996.35,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Sep 01 2020,EGLD,0,15991061.65,2482728.32,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 27 2020,EGLD,0,15964476.63,2456143.30,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 23 2020,EGLD,0,15943208.60,2434875.27,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 19 2020,EGLD,0,15921940.58,2413607.25,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 15 2020,EGLD,0,15900672.56,2392339.23,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 11 2020,EGLD,0,15879404.54,2371071.21,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 06 2020,EGLD,0,15852819.51,2344486.18,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Aug 02 2020,EGLD,0,15831551.49,2323218.16,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 29 2020,EGLD,0,15810283.47,2301950.14,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 25 2020,EGLD,0,15789015.45,2280682.12,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 20 2020,EGLD,0,15762430.42,2254097.09,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 16 2020,EGLD,0,15741162.40,2232829.07,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 12 2020,EGLD,0,15719894.37,2211561.04,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 08 2020,EGLD,0,15698626.35,2190293.02,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jul 04 2020,EGLD,0,15677358.33,2169025.00,760000.00,1120000.00,2628333.33,1700000.00,500000.00,400000.00,1400000.00,5000000.00
Jun 29 2020,EGLD,0,12768560.18,2139393.51,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
Jun 25 2020,EGLD,0,12744854.99,2115688.32,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
Jun 21 2020,EGLD,0,12721149.80,2091983.13,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
Jun 17 2020,EGLD,0,12697444.61,2068277.94,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
Jun 13 2020,EGLD,0,12673739.42,2044572.75,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
Jun 08 2020,EGLD,0,12644107.93,2014941.26,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
Jun 04 2020,EGLD,0,12620402.74,1991236.07,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
May 31 2020,EGLD,0,12596697.54,1967530.87,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
May 27 2020,EGLD,0,12572992.35,1943825.68,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
May 23 2020,EGLD,0,12549287.16,1920120.49,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
May 18 2020,EGLD,0,12519655.67,1890489.00,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
May 14 2020,EGLD,0,12495950.48,1866783.81,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
May 10 2020,EGLD,0,12472245.29,1843078.62,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
May 06 2020,EGLD,0,12448540.10,1819373.43,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
May 02 2020,EGLD,0,12424834.91,1795668.24,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
Apr 27 2020,EGLD,0,12395203.42,1766036.75,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
Apr 23 2020,EGLD,0,12371498.23,1742331.56,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
Apr 19 2020,EGLD,0,12347793.04,1718626.37,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
Apr 15 2020,EGLD,0,12324087.84,1694921.17,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
Apr 11 2020,EGLD,0,12300382.65,1671215.98,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
Apr 06 2020,EGLD,0,12270751.16,1641584.49,380000.00,0,2042500.00,1540000.00,0,266666.67,1400000.00,5000000.00
