Date,Symbol,Available Supply,Unlocked Supply,Community,Mina Foundation,O(1) Labs,Backers,Core Contributors
Dec 25 2024,MINA,875625733.86,875625733.86,318346575.34,45548336.59,70530821.92,205200000.00,236000000.00
Dec 22 2024,MINA,874766536.20,874766536.20,317726027.40,45463796.48,70376712.33,205200000.00,236000000.00
Dec 19 2024,MINA,873907338.55,873907338.55,317105479.45,45379256.36,70222602.74,205200000.00,236000000.00
Dec 16 2024,MINA,873048140.90,873048140.90,316484931.51,45294716.24,70068493.15,205200000.00,236000000.00
Dec 13 2024,MINA,872188943.25,872188943.25,315864383.56,45210176.13,69914383.56,205200000.00,236000000.00
Dec 10 2024,MINA,871329745.60,871329745.60,315243835.62,45125636.01,69760273.97,205200000.00,236000000.00
Dec 07 2024,MINA,870470547.95,870470547.95,314623287.67,45041095.89,69606164.38,205200000.00,236000000.00
Dec 04 2024,MINA,869611350.29,869611350.29,314002739.73,44956555.77,69452054.79,205200000.00,236000000.00
Dec 01 2024,MINA,868752152.64,868752152.64,313382191.78,44872015.66,69297945.21,205200000.00,236000000.00
Nov 28 2024,MINA,867892954.99,867892954.99,312761643.84,44787475.54,69143835.62,205200000.00,236000000.00
Nov 25 2024,MINA,867033757.34,867033757.34,312141095.89,44702935.42,68989726.03,205200000.00,236000000.00
Nov 22 2024,MINA,866174559.69,866174559.69,311520547.95,44618395.30,68835616.44,205200000.00,236000000.00
Nov 20 2024,MINA,865601761.25,865601761.25,311106849.32,44562035.23,68732876.71,205200000.00,236000000.00
Nov 17 2024,MINA,864742563.60,864742563.60,310486301.37,44477495.11,68578767.12,205200000.00,236000000.00
Nov 14 2024,MINA,863883365.95,863883365.95,309865753.42,44392954.99,68424657.53,205200000.00,236000000.00
Nov 11 2024,MINA,863024168.30,863024168.30,309245205.48,44308414.87,68270547.95,205200000.00,236000000.00
Nov 08 2024,MINA,862164970.65,862164970.65,308624657.53,44223874.76,68116438.36,205200000.00,236000000.00
Nov 05 2024,MINA,861305772.99,861305772.99,308004109.59,44139334.64,67962328.77,205200000.00,236000000.00
Nov 02 2024,MINA,860446575.34,860446575.34,307383561.64,44054794.52,67808219.18,205200000.00,236000000.00
Oct 30 2024,MINA,859587377.69,859587377.69,306763013.70,43970254.40,67654109.59,205200000.00,236000000.00
Oct 27 2024,MINA,858728180.04,858728180.04,306142465.75,43885714.29,67500000.00,205200000.00,236000000.00
Oct 24 2024,MINA,857868982.39,857868982.39,305521917.81,43801174.17,67345890.41,205200000.00,236000000.00
Oct 21 2024,MINA,857009784.74,857009784.74,304901369.86,43716634.05,67191780.82,205200000.00,236000000.00
Oct 18 2024,MINA,856150587.08,856150587.08,304280821.92,43632093.93,67037671.23,205200000.00,236000000.00
Oct 15 2024,MINA,855291389.43,855291389.43,303660273.97,43547553.82,66883561.64,205200000.00,236000000.00
Oct 12 2024,MINA,854432191.78,854432191.78,303039726.03,43463013.70,66729452.05,205200000.00,236000000.00
Oct 09 2024,MINA,853572994.13,853572994.13,302419178.08,43378473.58,66575342.47,205200000.00,236000000.00
Oct 06 2024,MINA,852713796.48,852713796.48,301798630.14,43293933.46,66421232.88,205200000.00,236000000.00
Oct 03 2024,MINA,851854598.83,851854598.83,301178082.19,43209393.35,66267123.29,205200000.00,236000000.00
Sep 30 2024,MINA,850995401.17,850995401.17,300557534.25,43124853.23,66113013.70,205200000.00,236000000.00
Sep 28 2024,MINA,850422602.74,850422602.74,300143835.62,43068493.15,66010273.97,205200000.00,236000000.00
Sep 25 2024,MINA,849563405.09,849563405.09,299523287.67,42983953.03,65856164.38,205200000.00,236000000.00
Sep 22 2024,MINA,848704207.44,848704207.44,298902739.73,42899412.92,65702054.79,205200000.00,236000000.00
Sep 19 2024,MINA,847845009.78,847845009.78,298282191.78,42814872.80,65547945.21,205200000.00,236000000.00
Sep 16 2024,MINA,846985812.13,846985812.13,297661643.84,42730332.68,65393835.62,205200000.00,236000000.00
Sep 13 2024,MINA,846126614.48,846126614.48,297041095.89,42645792.56,65239726.03,205200000.00,236000000.00
Sep 10 2024,MINA,845267416.83,845267416.83,296420547.95,42561252.45,65085616.44,205200000.00,236000000.00
Sep 07 2024,MINA,844408219.18,844408219.18,295800000.00,42476712.33,64931506.85,205200000.00,236000000.00
Sep 04 2024,MINA,843549021.53,843549021.53,295179452.05,42392172.21,64777397.26,205200000.00,236000000.00
Sep 01 2024,MINA,842689823.87,842689823.87,294558904.11,42307632.09,64623287.67,205200000.00,236000000.00
Aug 29 2024,MINA,841830626.22,841830626.22,293938356.16,42223091.98,64469178.08,205200000.00,236000000.00
Aug 26 2024,MINA,840971428.57,840971428.57,293317808.22,42138551.86,64315068.49,205200000.00,236000000.00
Aug 23 2024,MINA,840112230.92,840112230.92,292697260.27,42054011.74,64160958.90,205200000.00,236000000.00
Aug 20 2024,MINA,839253033.27,839253033.27,292076712.33,41969471.62,64006849.32,205200000.00,236000000.00
Aug 17 2024,MINA,838393835.62,838393835.62,291456164.38,41884931.51,63852739.73,205200000.00,236000000.00
Aug 17 2024,MINA,838393835.62,838393835.62,291456164.38,41884931.51,63852739.73,205200000.00,236000000.00
Aug 14 2024,MINA,837534637.96,837534637.96,290835616.44,41800391.39,63698630.14,205200000.00,236000000.00
Aug 11 2024,MINA,836675440.31,836675440.31,290215068.49,41715851.27,63544520.55,205200000.00,236000000.00
Aug 08 2024,MINA,835816242.66,835816242.66,289594520.55,41631311.15,63390410.96,205200000.00,236000000.00
Aug 05 2024,MINA,834957045.01,834957045.01,288973972.60,41546771.04,63236301.37,205200000.00,236000000.00
Aug 03 2024,MINA,834384246.58,834384246.58,288560273.97,41490410.96,63133561.64,205200000.00,236000000.00
Jul 31 2024,MINA,833525048.92,833525048.92,287939726.03,41405870.84,62979452.05,205200000.00,236000000.00
Jul 28 2024,MINA,832665851.27,832665851.27,287319178.08,41321330.72,62825342.47,205200000.00,236000000.00
Jul 25 2024,MINA,831806653.62,831806653.62,286698630.14,41236790.61,62671232.88,205200000.00,236000000.00
Jul 22 2024,MINA,830947455.97,830947455.97,286078082.19,41152250.49,62517123.29,205200000.00,236000000.00
Jul 19 2024,MINA,830088258.32,830088258.32,285457534.25,41067710.37,62363013.70,205200000.00,236000000.00
Jul 16 2024,MINA,829229060.67,829229060.67,284836986.30,40983170.25,62208904.11,205200000.00,236000000.00
Jul 13 2024,MINA,828369863.01,828369863.01,284216438.36,40898630.14,62054794.52,205200000.00,236000000.00
Jul 10 2024,MINA,827510665.36,827510665.36,283595890.41,40814090.02,61900684.93,205200000.00,236000000.00
Jul 07 2024,MINA,826651467.71,826651467.71,282975342.47,40729549.90,61746575.34,205200000.00,236000000.00
Jul 04 2024,MINA,825792270.06,825792270.06,282354794.52,40645009.78,61592465.75,205200000.00,236000000.00
Jul 01 2024,MINA,824933072.41,824933072.41,281734246.58,40560469.67,61438356.16,205200000.00,236000000.00
Jun 28 2024,MINA,824073874.76,824073874.76,281113698.63,40475929.55,61284246.58,205200000.00,236000000.00
Jun 25 2024,MINA,823214677.10,823214677.10,280493150.68,40391389.43,61130136.99,205200000.00,236000000.00
Jun 22 2024,MINA,822355479.45,822355479.45,279872602.74,40306849.32,60976027.40,205200000.00,236000000.00
Jun 19 2024,MINA,821496281.80,821496281.80,279252054.79,40222309.20,60821917.81,205200000.00,236000000.00
Jun 16 2024,MINA,820637084.15,820637084.15,278631506.85,40137769.08,60667808.22,205200000.00,236000000.00
Jun 13 2024,MINA,819777886.50,819777886.50,278010958.90,40053228.96,60513698.63,205200000.00,236000000.00
Jun 11 2024,MINA,819205088.06,819205088.06,277597260.27,39996868.88,60410958.90,205200000.00,236000000.00
Jun 08 2024,MINA,818345890.41,818345890.41,276976712.33,39912328.77,60256849.32,205200000.00,236000000.00
Jun 05 2024,MINA,817486692.76,817486692.76,276356164.38,39827788.65,60102739.73,205200000.00,236000000.00
Jun 02 2024,MINA,816627495.11,816627495.11,275735616.44,39743248.53,59948630.14,205200000.00,236000000.00
May 30 2024,MINA,815828571.43,815828571.43,275175342.47,39658708.41,59794520.55,205200000.00,236000000.00
May 27 2024,MINA,815150195.69,815150195.69,274735616.44,39574168.30,59640410.96,205200000.00,236000000.00
May 24 2024,MINA,814471819.96,814471819.96,274295890.41,39489628.18,59486301.37,205200000.00,236000000.00
May 21 2024,MINA,813793444.23,813793444.23,273856164.38,39405088.06,59332191.78,205200000.00,236000000.00
May 18 2024,MINA,813115068.49,813115068.49,273416438.36,39320547.95,59178082.19,205200000.00,236000000.00
May 15 2024,MINA,812436692.76,812436692.76,272976712.33,39236007.83,59023972.60,205200000.00,236000000.00
May 12 2024,MINA,811758317.03,811758317.03,272536986.30,39151467.71,58869863.01,205200000.00,236000000.00
May 09 2024,MINA,811079941.29,811079941.29,272097260.27,39066927.59,58715753.42,205200000.00,236000000.00
May 06 2024,MINA,810401565.56,810401565.56,271657534.25,38982387.48,58561643.84,205200000.00,236000000.00
May 03 2024,MINA,809723189.82,809723189.82,271217808.22,38897847.36,58407534.25,205200000.00,236000000.00
Apr 30 2024,MINA,809044814.09,809044814.09,270778082.19,38813307.24,58253424.66,205200000.00,236000000.00
Apr 27 2024,MINA,808366438.36,808366438.36,270338356.16,38728767.12,58099315.07,205200000.00,236000000.00
Apr 24 2024,MINA,807688062.62,807688062.62,269898630.14,38644227.01,57945205.48,205200000.00,236000000.00
Apr 21 2024,MINA,807009686.89,807009686.89,269458904.11,38559686.89,57791095.89,205200000.00,236000000.00
Apr 18 2024,MINA,806331311.15,806331311.15,269019178.08,38475146.77,57636986.30,205200000.00,236000000.00
Apr 16 2024,MINA,805879060.67,805879060.67,268726027.40,38418786.69,57534246.58,205200000.00,236000000.00
Apr 13 2024,MINA,805200684.93,805200684.93,268286301.37,38334246.58,57380136.99,205200000.00,236000000.00
Apr 10 2024,MINA,804522309.20,804522309.20,267846575.34,38249706.46,57226027.40,205200000.00,236000000.00
Apr 07 2024,MINA,803843933.46,803843933.46,267406849.32,38165166.34,57071917.81,205200000.00,236000000.00
Apr 04 2024,MINA,803165557.73,803165557.73,266967123.29,38080626.22,56917808.22,205200000.00,236000000.00
Apr 01 2024,MINA,802487182.00,802487182.00,266527397.26,37996086.11,56763698.63,205200000.00,236000000.00
Mar 29 2024,MINA,0,801808806.26,266087671.23,37911545.99,56609589.04,205200000.00,236000000.00
Mar 26 2024,MINA,0,801130430.53,265647945.21,37827005.87,56455479.45,205200000.00,236000000.00
Mar 23 2024,MINA,0,800452054.79,265208219.18,37742465.75,56301369.86,205200000.00,236000000.00
Mar 20 2024,MINA,0,799773679.06,264768493.15,37657925.64,56147260.27,205200000.00,236000000.00
Mar 17 2024,MINA,0,799095303.33,264328767.12,37573385.52,55993150.68,205200000.00,236000000.00
Mar 14 2024,MINA,0,798416927.59,263889041.10,37488845.40,55839041.10,205200000.00,236000000.00
Mar 11 2024,MINA,0,797738551.86,263449315.07,37404305.28,55684931.51,205200000.00,236000000.00
Mar 08 2024,MINA,0,797060176.13,263009589.04,37319765.17,55530821.92,205200000.00,236000000.00
Mar 05 2024,MINA,0,796381800.39,262569863.01,37235225.05,55376712.33,205200000.00,236000000.00
Mar 02 2024,MINA,0,795703424.66,262130136.99,37150684.93,55222602.74,205200000.00,236000000.00
Feb 28 2024,MINA,0,795025048.92,261690410.96,37066144.81,55068493.15,205200000.00,236000000.00
Feb 25 2024,MINA,0,794346673.19,261250684.93,36981604.70,54914383.56,205200000.00,236000000.00
Feb 22 2024,MINA,0,793668297.46,260810958.90,36897064.58,54760273.97,205200000.00,236000000.00
Feb 20 2024,MINA,0,793216046.97,260517808.22,36840704.50,54657534.25,205200000.00,236000000.00
Feb 17 2024,MINA,0,792537671.23,260078082.19,36756164.38,54503424.66,205200000.00,236000000.00
Feb 14 2024,MINA,0,791859295.50,259638356.16,36671624.27,54349315.07,205200000.00,236000000.00
Feb 11 2024,MINA,0,791180919.77,259198630.14,36587084.15,54195205.48,205200000.00,236000000.00
Feb 08 2024,MINA,0,790502544.03,258758904.11,36502544.03,54041095.89,205200000.00,236000000.00
Feb 05 2024,MINA,0,789824168.30,258319178.08,36418003.91,53886986.30,205200000.00,236000000.00
Feb 02 2024,MINA,0,789145792.56,257879452.05,36333463.80,53732876.71,205200000.00,236000000.00
Jan 30 2024,MINA,0,788467416.83,257439726.03,36248923.68,53578767.12,205200000.00,236000000.00
Jan 27 2024,MINA,0,787789041.10,257000000.00,36164383.56,53424657.53,205200000.00,236000000.00
Jan 24 2024,MINA,0,787110665.36,256560273.97,36079843.44,53270547.95,205200000.00,236000000.00
Jan 21 2024,MINA,0,786432289.63,256120547.95,35995303.33,53116438.36,205200000.00,236000000.00
Jan 18 2024,MINA,0,785753913.89,255680821.92,35910763.21,52962328.77,205200000.00,236000000.00
Jan 15 2024,MINA,0,785075538.16,255241095.89,35826223.09,52808219.18,205200000.00,236000000.00
Jan 12 2024,MINA,0,784397162.43,254801369.86,35741682.97,52654109.59,205200000.00,236000000.00
Jan 09 2024,MINA,0,783718786.69,254361643.84,35657142.86,52500000.00,205200000.00,236000000.00
Jan 06 2024,MINA,0,783040410.96,253921917.81,35572602.74,52345890.41,205200000.00,236000000.00
Jan 03 2024,MINA,0,782362035.23,253482191.78,35488062.62,52191780.82,205200000.00,236000000.00
Dec 31 2023,MINA,0,781683659.49,253042465.75,35403522.50,52037671.23,205200000.00,236000000.00
Dec 29 2023,MINA,0,781231409.00,252749315.07,35347162.43,51934931.51,205200000.00,236000000.00
Dec 26 2023,MINA,0,780553033.27,252309589.04,35262622.31,51780821.92,205200000.00,236000000.00
Dec 23 2023,MINA,0,779874657.53,251869863.01,35178082.19,51626712.33,205200000.00,236000000.00
Dec 20 2023,MINA,0,779196281.80,251430136.99,35093542.07,51472602.74,205200000.00,236000000.00
Dec 17 2023,MINA,0,778517906.07,250990410.96,35009001.96,51318493.15,205200000.00,236000000.00
Dec 14 2023,MINA,0,777839530.33,250550684.93,34924461.84,51164383.56,205200000.00,236000000.00
Dec 11 2023,MINA,0,777161154.60,250110958.90,34839921.72,51010273.97,205200000.00,236000000.00
Dec 08 2023,MINA,0,776482778.86,249671232.88,34755381.60,50856164.38,205200000.00,236000000.00
Dec 05 2023,MINA,0,775804403.13,249231506.85,34670841.49,50702054.79,205200000.00,236000000.00
Dec 02 2023,MINA,0,775126027.40,248791780.82,34586301.37,50547945.21,205200000.00,236000000.00
Nov 29 2023,MINA,0,774447651.66,248352054.79,34501761.25,50393835.62,205200000.00,236000000.00
Nov 26 2023,MINA,0,773769275.93,247912328.77,34417221.14,50239726.03,205200000.00,236000000.00
Nov 23 2023,MINA,0,773090900.20,247472602.74,34332681.02,50085616.44,205200000.00,236000000.00
Nov 20 2023,MINA,0,772412524.46,247032876.71,34248140.90,49931506.85,205200000.00,236000000.00
Nov 17 2023,MINA,0,771734148.73,246593150.68,34163600.78,49777397.26,205200000.00,236000000.00
Nov 14 2023,MINA,0,771055772.99,246153424.66,34079060.67,49623287.67,205200000.00,236000000.00
Nov 11 2023,MINA,0,770377397.26,245713698.63,33994520.55,49469178.08,205200000.00,236000000.00
Nov 08 2023,MINA,0,769699021.53,245273972.60,33909980.43,49315068.49,205200000.00,236000000.00
Nov 05 2023,MINA,0,769020645.79,244834246.58,33825440.31,49160958.90,205200000.00,236000000.00
Nov 03 2023,MINA,0,768568395.30,244541095.89,33769080.23,49058219.18,205200000.00,236000000.00
Oct 31 2023,MINA,0,767890019.57,244101369.86,33684540.12,48904109.59,205200000.00,236000000.00
Oct 28 2023,MINA,0,767211643.84,243661643.84,33600000.00,48750000.00,205200000.00,236000000.00
Oct 25 2023,MINA,0,766533268.10,243221917.81,33515459.88,48595890.41,205200000.00,236000000.00
Oct 22 2023,MINA,0,765854892.37,242782191.78,33430919.77,48441780.82,205200000.00,236000000.00
Oct 19 2023,MINA,0,765176516.63,242342465.75,33346379.65,48287671.23,205200000.00,236000000.00
Oct 16 2023,MINA,0,764498140.90,241902739.73,33261839.53,48133561.64,205200000.00,236000000.00
Oct 13 2023,MINA,0,763819765.17,241463013.70,33177299.41,47979452.05,205200000.00,236000000.00
Oct 10 2023,MINA,0,763141389.43,241023287.67,33092759.30,47825342.47,205200000.00,236000000.00
Oct 07 2023,MINA,0,762463013.70,240583561.64,33008219.18,47671232.88,205200000.00,236000000.00
Oct 04 2023,MINA,0,761784637.96,240143835.62,32923679.06,47517123.29,205200000.00,236000000.00
Oct 01 2023,MINA,0,761106262.23,239704109.59,32839138.94,47363013.70,205200000.00,236000000.00
Sep 28 2023,MINA,0,760427886.50,239264383.56,32754598.83,47208904.11,205200000.00,236000000.00
Sep 25 2023,MINA,0,759749510.76,238824657.53,32670058.71,47054794.52,205200000.00,236000000.00
Sep 22 2023,MINA,0,759071135.03,238384931.51,32585518.59,46900684.93,205200000.00,236000000.00
Sep 19 2023,MINA,0,758392759.30,237945205.48,32500978.47,46746575.34,205200000.00,236000000.00
Sep 16 2023,MINA,0,757714383.56,237505479.45,32416438.36,46592465.75,205200000.00,236000000.00
Sep 13 2023,MINA,0,757036007.83,237065753.42,32331898.24,46438356.16,205200000.00,236000000.00
Sep 11 2023,MINA,0,756583757.34,236772602.74,32275538.16,46335616.44,205200000.00,236000000.00
Sep 08 2023,MINA,0,755905381.60,236332876.71,32190998.04,46181506.85,205200000.00,236000000.00
Sep 05 2023,MINA,0,755227005.87,235893150.68,32106457.93,46027397.26,205200000.00,236000000.00
Sep 02 2023,MINA,0,754548630.14,235453424.66,32021917.81,45873287.67,205200000.00,236000000.00
Aug 30 2023,MINA,0,753870254.40,235013698.63,31937377.69,45719178.08,205200000.00,236000000.00
Aug 27 2023,MINA,0,753191878.67,234573972.60,31852837.57,45565068.49,205200000.00,236000000.00
Aug 24 2023,MINA,0,752513502.94,234134246.58,31768297.46,45410958.90,205200000.00,236000000.00
Aug 21 2023,MINA,0,751835127.20,233694520.55,31683757.34,45256849.32,205200000.00,236000000.00
Aug 18 2023,MINA,0,751156751.47,233254794.52,31599217.22,45102739.73,205200000.00,236000000.00
Aug 15 2023,MINA,0,750478375.73,232815068.49,31514677.10,44948630.14,205200000.00,236000000.00
Aug 12 2023,MINA,0,749800000.00,232375342.47,31430136.99,44794520.55,205200000.00,236000000.00
Aug 09 2023,MINA,0,749121624.27,231935616.44,31345596.87,44640410.96,205200000.00,236000000.00
Aug 06 2023,MINA,0,748443248.53,231495890.41,31261056.75,44486301.37,205200000.00,236000000.00
Aug 03 2023,MINA,0,747764872.80,231056164.38,31176516.63,44332191.78,205200000.00,236000000.00
Jul 31 2023,MINA,0,747086497.06,230616438.36,31091976.52,44178082.19,205200000.00,236000000.00
Jul 28 2023,MINA,0,746408121.33,230176712.33,31007436.40,44023972.60,205200000.00,236000000.00
Jul 25 2023,MINA,0,745729745.60,229736986.30,30922896.28,43869863.01,205200000.00,236000000.00
Jul 22 2023,MINA,0,745051369.86,229297260.27,30838356.16,43715753.42,205200000.00,236000000.00
Jul 19 2023,MINA,0,744372994.13,228857534.25,30753816.05,43561643.84,205200000.00,236000000.00
Jul 17 2023,MINA,0,743920743.64,228564383.56,30697455.97,43458904.11,205200000.00,236000000.00
Jul 14 2023,MINA,0,743242367.91,228124657.53,30612915.85,43304794.52,205200000.00,236000000.00
Jul 11 2023,MINA,0,742563992.17,227684931.51,30528375.73,43150684.93,205200000.00,236000000.00
Jul 08 2023,MINA,0,741885616.44,227245205.48,30443835.62,42996575.34,205200000.00,236000000.00
Jul 05 2023,MINA,0,741207240.70,226805479.45,30359295.50,42842465.75,205200000.00,236000000.00
Jul 02 2023,MINA,0,740528864.97,226365753.42,30274755.38,42688356.16,205200000.00,236000000.00
Jun 29 2023,MINA,0,739850489.24,225926027.40,30190215.26,42534246.58,205200000.00,236000000.00
Jun 26 2023,MINA,0,739172113.50,225486301.37,30105675.15,42380136.99,205200000.00,236000000.00
Jun 23 2023,MINA,0,738493737.77,225046575.34,30021135.03,42226027.40,205200000.00,236000000.00
Jun 20 2023,MINA,0,737815362.04,224606849.32,29936594.91,42071917.81,205200000.00,236000000.00
Jun 17 2023,MINA,0,737136986.30,224167123.29,29852054.79,41917808.22,205200000.00,236000000.00
Jun 14 2023,MINA,0,736458610.57,223727397.26,29767514.68,41763698.63,205200000.00,236000000.00
Jun 11 2023,MINA,0,735780234.83,223287671.23,29682974.56,41609589.04,205200000.00,236000000.00
Jun 08 2023,MINA,0,735101859.10,222847945.21,29598434.44,41455479.45,205200000.00,236000000.00
Jun 05 2023,MINA,0,734423483.37,222408219.18,29513894.32,41301369.86,205200000.00,236000000.00
Jun 02 2023,MINA,0,733745107.63,221968493.15,29429354.21,41147260.27,205200000.00,236000000.00
May 30 2023,MINA,0,733066731.90,221528767.12,29344814.09,40993150.68,205200000.00,236000000.00
May 27 2023,MINA,0,732388356.16,221089041.10,29260273.97,40839041.10,205200000.00,236000000.00
May 25 2023,MINA,0,731936105.68,220795890.41,29203913.89,40736301.37,205200000.00,236000000.00
May 22 2023,MINA,0,731257729.94,220356164.38,29119373.78,40582191.78,205200000.00,236000000.00
May 19 2023,MINA,0,730579354.21,219916438.36,29034833.66,40428082.19,205200000.00,236000000.00
May 16 2023,MINA,0,729900978.47,219476712.33,28950293.54,40273972.60,205200000.00,236000000.00
May 13 2023,MINA,0,729222602.74,219036986.30,28865753.42,40119863.01,205200000.00,236000000.00
May 10 2023,MINA,0,728544227.01,218597260.27,28781213.31,39965753.42,205200000.00,236000000.00
May 07 2023,MINA,0,727865851.27,218157534.25,28696673.19,39811643.84,205200000.00,236000000.00
May 04 2023,MINA,0,727187475.54,217717808.22,28612133.07,39657534.25,205200000.00,236000000.00
May 01 2023,MINA,0,726509099.80,217278082.19,28527592.95,39503424.66,205200000.00,236000000.00
Apr 28 2023,MINA,0,725830724.07,216838356.16,28443052.84,39349315.07,205200000.00,236000000.00
Apr 25 2023,MINA,0,725152348.34,216398630.14,28358512.72,39195205.48,205200000.00,236000000.00
Apr 22 2023,MINA,0,724473972.60,215958904.11,28273972.60,39041095.89,205200000.00,236000000.00
Apr 19 2023,MINA,0,723795596.87,215519178.08,28189432.49,38886986.30,205200000.00,236000000.00
Apr 16 2023,MINA,0,723117221.14,215079452.05,28104892.37,38732876.71,205200000.00,236000000.00
Apr 13 2023,MINA,0,722438845.40,214639726.03,28020352.25,38578767.12,205200000.00,236000000.00
Apr 10 2023,MINA,0,721760469.67,214200000.00,27935812.13,38424657.53,205200000.00,236000000.00
Apr 07 2023,MINA,0,721082093.93,213760273.97,27851272.02,38270547.95,205200000.00,236000000.00
Apr 04 2023,MINA,0,720403718.20,213320547.95,27766731.90,38116438.36,205200000.00,236000000.00
Apr 01 2023,MINA,0,719725342.47,212880821.92,27682191.78,37962328.77,205200000.00,236000000.00
Mar 30 2023,MINA,0,719273091.98,212587671.23,27625831.70,37859589.04,205200000.00,236000000.00
Mar 27 2023,MINA,0,718594716.24,212147945.21,27541291.59,37705479.45,205200000.00,236000000.00
Mar 24 2023,MINA,0,717916340.51,211708219.18,27456751.47,37551369.86,205200000.00,236000000.00
Mar 21 2023,MINA,0,716591389.43,211268493.15,27372211.35,37397260.27,205200000.00,235353424.66
Mar 18 2023,MINA,0,714943150.68,210828767.12,27287671.23,37243150.68,205200000.00,234383561.64
Mar 15 2023,MINA,0,713294911.94,210389041.10,27203131.12,37089041.10,205200000.00,233413698.63
Mar 12 2023,MINA,0,711646673.19,209949315.07,27118591.00,36934931.51,205200000.00,232443835.62
Mar 09 2023,MINA,0,709998434.44,209509589.04,27034050.88,36780821.92,205200000.00,231473972.60
Mar 06 2023,MINA,0,708350195.69,209069863.01,26949510.76,36626712.33,205200000.00,230504109.59
Mar 03 2023,MINA,0,706701956.95,208630136.99,26864970.65,36472602.74,205200000.00,229534246.58
Feb 28 2023,MINA,0,705053718.20,208190410.96,26780430.53,36318493.15,205200000.00,228564383.56
Feb 25 2023,MINA,0,703405479.45,207750684.93,26695890.41,36164383.56,205200000.00,227594520.55
Feb 22 2023,MINA,0,701757240.70,207310958.90,26611350.29,36010273.97,205200000.00,226624657.53
Feb 19 2023,MINA,0,700109001.96,206871232.88,26526810.18,35856164.38,205200000.00,225654794.52
Feb 16 2023,MINA,0,698460763.21,206431506.85,26442270.06,35702054.79,205200000.00,224684931.51
Feb 13 2023,MINA,0,696812524.46,205991780.82,26357729.94,35547945.21,205200000.00,223715068.49
Feb 10 2023,MINA,0,695164285.71,205552054.79,26273189.82,35393835.62,205200000.00,222745205.48
Feb 07 2023,MINA,0,693516046.97,205112328.77,26188649.71,35239726.03,205200000.00,221775342.47
Feb 05 2023,MINA,0,692417221.14,204819178.08,26132289.63,35136986.30,205200000.00,221128767.12
Feb 02 2023,MINA,0,690768982.39,204379452.05,26047749.51,34982876.71,205200000.00,220158904.11
Jan 30 2023,MINA,0,689120743.64,203939726.03,25963209.39,34828767.12,205200000.00,219189041.10
Jan 27 2023,MINA,0,687472504.89,203500000.00,25878669.28,34674657.53,205200000.00,218219178.08
Jan 24 2023,MINA,0,685824266.14,203060273.97,25794129.16,34520547.95,205200000.00,217249315.07
Jan 21 2023,MINA,0,684176027.40,202620547.95,25709589.04,34366438.36,205200000.00,216279452.05
Jan 18 2023,MINA,0,682527788.65,202180821.92,25625048.92,34212328.77,205200000.00,215309589.04
Jan 15 2023,MINA,0,680879549.90,201741095.89,25540508.81,34058219.18,205200000.00,214339726.03
Jan 12 2023,MINA,0,679231311.15,201301369.86,25455968.69,33904109.59,205200000.00,213369863.01
Jan 09 2023,MINA,0,677583072.41,200861643.84,25371428.57,33750000.00,205200000.00,212400000.00
Jan 06 2023,MINA,0,675934833.66,200421917.81,25286888.45,33595890.41,205200000.00,211430136.99
Jan 03 2023,MINA,0,674286594.91,199982191.78,25202348.34,33441780.82,205200000.00,210460273.97
Dec 31 2022,MINA,0,672638356.16,199542465.75,25117808.22,33287671.23,205200000.00,209490410.96
Dec 28 2022,MINA,0,670990117.42,199102739.73,25033268.10,33133561.64,205200000.00,208520547.95
Dec 25 2022,MINA,0,669341878.67,198663013.70,24948727.98,32979452.05,205200000.00,207550684.93
Dec 22 2022,MINA,0,667693639.92,198223287.67,24864187.87,32825342.47,205200000.00,206580821.92
Dec 19 2022,MINA,0,666045401.17,197783561.64,24779647.75,32671232.88,205200000.00,205610958.90
Dec 16 2022,MINA,0,664397162.43,197343835.62,24695107.63,32517123.29,205200000.00,204641095.89
Dec 13 2022,MINA,0,662748923.68,196904109.59,24610567.51,32363013.70,205200000.00,203671232.88
Dec 11 2022,MINA,0,661650097.85,196610958.90,24554207.44,32260273.97,205200000.00,203024657.53
Dec 08 2022,MINA,0,660001859.10,196171232.88,24469667.32,32106164.38,205200000.00,202054794.52
Dec 05 2022,MINA,0,658353620.35,195731506.85,24385127.20,31952054.79,205200000.00,201084931.51
Dec 02 2022,MINA,0,656705381.60,195291780.82,24300587.08,31797945.21,205200000.00,200115068.49
Nov 29 2022,MINA,0,655057142.86,194852054.79,24216046.97,31643835.62,205200000.00,199145205.48
Nov 26 2022,MINA,0,653408904.11,194412328.77,24131506.85,31489726.03,205200000.00,198175342.47
Nov 23 2022,MINA,0,651760665.36,193972602.74,24046966.73,31335616.44,205200000.00,197205479.45
Nov 20 2022,MINA,0,650112426.61,193532876.71,23962426.61,31181506.85,205200000.00,196235616.44
Nov 17 2022,MINA,0,648464187.87,193093150.68,23877886.50,31027397.26,205200000.00,195265753.42
Nov 14 2022,MINA,0,646815949.12,192653424.66,23793346.38,30873287.67,205200000.00,194295890.41
Nov 11 2022,MINA,0,645167710.37,192213698.63,23708806.26,30719178.08,205200000.00,193326027.40
Nov 08 2022,MINA,0,643519471.62,191773972.60,23624266.14,30565068.49,205200000.00,192356164.38
Nov 05 2022,MINA,0,641871232.88,191334246.58,23539726.03,30410958.90,205200000.00,191386301.37
