Date,Symbol,Available Supply,Unlocked Supply,Community,Mina Foundation,O(1) Labs,Backers,Core Contributors
Nov 02 2022,MINA,0,640222994.13,190894520.55,23455185.91,30256849.32,205200000.00,190416438.36
Oct 30 2022,MINA,0,638574755.38,190454794.52,23370645.79,30102739.73,205200000.00,189446575.34
Oct 27 2022,MINA,0,636926516.63,190015068.49,23286105.68,29948630.14,205200000.00,188476712.33
Oct 24 2022,MINA,0,635278277.89,189575342.47,23201565.56,29794520.55,205200000.00,187506849.32
Oct 21 2022,MINA,0,632320251.90,189135616.44,23117025.44,29640410.96,203890212.77,186536986.30
Oct 18 2022,MINA,0,629362225.92,188695890.41,23032485.32,29486301.37,202580425.53,185567123.29
Oct 16 2022,MINA,0,627390208.60,188402739.73,22976125.24,29383561.64,201707234.04,184920547.95
Oct 13 2022,MINA,0,624432182.62,187963013.70,22891585.13,29229452.05,200397446.81,183950684.93
Oct 10 2022,MINA,0,621474156.64,187523287.67,22807045.01,29075342.47,199087659.57,182980821.92
Oct 07 2022,MINA,0,618516130.66,187083561.64,22722504.89,28921232.88,197777872.34,182010958.90
Oct 04 2022,MINA,0,615558104.68,186643835.62,22637964.77,28767123.29,196468085.11,181041095.89
Oct 01 2022,MINA,0,612600078.69,186204109.59,22553424.66,28613013.70,195158297.87,180071232.88
Sep 28 2022,MINA,0,609642052.71,185764383.56,22468884.54,28458904.11,193848510.64,179101369.86
Sep 25 2022,MINA,0,606684026.73,185324657.53,22384344.42,28304794.52,192538723.40,178131506.85
Sep 22 2022,MINA,0,603726000.75,184884931.51,22299804.31,28150684.93,191228936.17,177161643.84
Sep 19 2022,MINA,0,600767974.77,184445205.48,22215264.19,27996575.34,189919148.94,176191780.82
Sep 16 2022,MINA,0,597809948.79,184005479.45,22130724.07,27842465.75,188609361.70,175221917.81
Sep 13 2022,MINA,0,594851922.80,183565753.42,22046183.95,27688356.16,187299574.47,174252054.79
Sep 10 2022,MINA,0,591893896.82,183126027.40,21961643.84,27534246.58,185989787.23,173282191.78
Sep 07 2022,MINA,0,588935870.84,182686301.37,21877103.72,27380136.99,184680000.00,172312328.77
Sep 04 2022,MINA,0,585977844.86,182246575.34,21792563.60,27226027.40,183370212.77,171342465.75
Sep 01 2022,MINA,0,583019818.88,181806849.32,21708023.48,27071917.81,182060425.53,170372602.74
Aug 29 2022,MINA,0,580061792.90,181367123.29,21623483.37,26917808.22,180750638.30,169402739.73
Aug 26 2022,MINA,0,577103766.92,180927397.26,21538943.25,26763698.63,179440851.06,168432876.71
Aug 24 2022,MINA,0,575131749.59,180634246.58,21482583.17,26660958.90,178567659.57,167786301.37
Aug 21 2022,MINA,0,572173723.61,180194520.55,21398043.05,26506849.32,177257872.34,166816438.36
Aug 18 2022,MINA,0,569215697.63,179754794.52,21313502.94,26352739.73,175948085.11,165846575.34
Aug 15 2022,MINA,0,566257671.65,179315068.49,21228962.82,26198630.14,174638297.87,164876712.33
Aug 12 2022,MINA,0,563299645.67,178875342.47,21144422.70,26044520.55,173328510.64,163906849.32
Aug 09 2022,MINA,0,560341619.69,178435616.44,21059882.58,25890410.96,172018723.40,162936986.30
Aug 06 2022,MINA,0,557383593.70,177995890.41,20975342.47,25736301.37,170708936.17,161967123.29
Aug 03 2022,MINA,0,554425567.72,177556164.38,20890802.35,25582191.78,169399148.94,160997260.27
Jul 31 2022,MINA,0,551467541.74,177116438.36,20806262.23,25428082.19,168089361.70,160027397.26
Jul 28 2022,MINA,0,548509515.76,176676712.33,20721722.11,25273972.60,166779574.47,159057534.25
Jul 25 2022,MINA,0,545441965.97,176127462.49,20637182.00,25119863.01,165469787.23,158087671.23
Jul 22 2022,MINA,0,542155368.56,175359165.04,20552641.88,24965753.42,164160000.00,157117808.22
Jul 19 2022,MINA,0,538868771.15,174590867.58,20468101.76,24811643.84,162850212.77,156147945.21
Jul 16 2022,MINA,0,535582173.74,173822570.12,20383561.64,24657534.25,161540425.53,155178082.19
Jul 13 2022,MINA,0,532295576.33,173054272.67,20299021.53,24503424.66,160230638.30,154208219.18
Jul 10 2022,MINA,0,529008978.92,172285975.21,20214481.41,24349315.07,158920851.06,153238356.16
Jul 07 2022,MINA,0,525722381.51,171517677.76,20129941.29,24195205.48,157611063.83,152268493.15
Jul 04 2022,MINA,0,522435784.10,170749380.30,20045401.17,24041095.89,156301276.60,151298630.14
Jul 01 2022,MINA,0,519149186.69,169981082.84,19960861.06,23886986.30,154991489.36,150328767.12
Jun 29 2022,MINA,0,516958121.75,169468884.54,19904500.98,23784246.58,154118297.87,149682191.78
Jun 26 2022,MINA,0,513671524.34,168700587.08,19819960.86,23630136.99,152808510.64,148712328.77
Jun 23 2022,MINA,0,510384926.93,167932289.63,19735420.74,23476027.40,151498723.40,147742465.75
Jun 20 2022,MINA,0,507098329.52,167163992.17,19650880.63,23321917.81,150188936.17,146772602.74
Jun 17 2022,MINA,0,503811732.11,166395694.72,19566340.51,23167808.22,148879148.94,145802739.73
Jun 14 2022,MINA,0,500525134.70,165627397.26,19481800.39,23013698.63,147569361.70,144832876.71
Jun 11 2022,MINA,0,497238537.29,164859099.80,19397260.27,22859589.04,146259574.47,143863013.70
Jun 08 2022,MINA,0,493951939.88,164090802.35,19312720.16,22705479.45,144949787.23,142893150.68
Jun 05 2022,MINA,0,490665342.47,163322504.89,19228180.04,22551369.86,143640000.00,141923287.67
Jun 02 2022,MINA,0,487378745.06,162554207.44,19143639.92,22397260.27,142330212.77,140953424.66
May 30 2022,MINA,0,484092147.65,161785909.98,19059099.80,22243150.68,141020425.53,139983561.64
May 27 2022,MINA,0,480805550.24,161017612.52,18974559.69,22089041.10,139710638.30,139013698.63
May 24 2022,MINA,0,477518952.83,160249315.07,18890019.57,21934931.51,138400851.06,138043835.62
May 21 2022,MINA,0,474232355.41,159481017.61,18805479.45,21780821.92,137091063.83,137073972.60
May 18 2022,MINA,0,470945758.00,158712720.16,18720939.33,21626712.33,135781276.60,136104109.59
May 15 2022,MINA,0,467659160.59,157944422.70,18636399.22,21472602.74,134471489.36,135134246.58
May 12 2022,MINA,0,464372563.18,157176125.24,18551859.10,21318493.15,133161702.13,134164383.56
May 09 2022,MINA,0,461085965.77,156407827.79,18467318.98,21164383.56,131851914.89,133194520.55
May 07 2022,MINA,0,458894900.83,155895629.48,18410958.90,21061643.84,130978723.40,132547945.21
May 04 2022,MINA,0,455608303.42,155127332.03,18326418.79,20907534.25,129668936.17,131578082.19
May 01 2022,MINA,0,452321706.01,154359034.57,18241878.67,20753424.66,128359148.94,130608219.18
Apr 28 2022,MINA,0,449035108.60,153590737.12,18157338.55,20599315.07,127049361.70,129638356.16
Apr 25 2022,MINA,0,445748511.19,152822439.66,18072798.43,20445205.48,125739574.47,128668493.15
Apr 22 2022,MINA,0,442461913.78,152054142.20,17988258.32,20291095.89,124429787.23,127698630.14
Apr 19 2022,MINA,0,439175316.37,151285844.75,17903718.20,20136986.30,123120000.00,126728767.12
Apr 16 2022,MINA,0,435888718.96,150517547.29,17819178.08,19982876.71,121810212.77,125758904.11
Apr 13 2022,MINA,0,432602121.55,149749249.84,17734637.96,19828767.12,120500425.53,124789041.10
Apr 10 2022,MINA,0,429315524.14,148980952.38,17650097.85,19674657.53,119190638.30,123819178.08
Apr 07 2022,MINA,0,426028926.73,148212654.92,17565557.73,19520547.95,117880851.06,122849315.07
Apr 04 2022,MINA,0,422742329.32,147444357.47,17481017.61,19366438.36,116571063.83,121879452.05
Apr 01 2022,MINA,0,419455731.91,146676060.01,17396477.50,19212328.77,115261276.60,120909589.04
Mar 29 2022,MINA,0,416169134.50,145907762.56,17311937.38,19058219.18,113951489.36,119939726.03
Mar 26 2022,MINA,0,412882537.09,145139465.10,17227397.26,18904109.59,112641702.13,118969863.01
Mar 23 2022,MINA,0,409595939.68,144371167.65,17142857.14,18750000.00,111331914.89,118000000.00
Mar 20 2022,MINA,0,406309342.27,143602870.19,17058317.03,18595890.41,110022127.66,117030136.99
Mar 17 2022,MINA,0,403022744.86,142834572.73,16973776.91,18441780.82,108712340.43,116060273.97
Mar 14 2022,MINA,0,399736147.45,142066275.28,16889236.79,18287671.23,107402553.19,115090410.96
Mar 12 2022,MINA,0,397545082.51,141554076.97,16832876.71,18184931.51,106529361.70,114443835.62
Mar 09 2022,MINA,0,394258485.10,140785779.52,16748336.59,18030821.92,105219574.47,113473972.60
Mar 06 2022,MINA,0,390971887.69,140017482.06,16663796.48,17876712.33,103909787.23,112504109.59
Mar 03 2022,MINA,0,387685290.28,139249184.61,16579256.36,17722602.74,102600000.00,111534246.58
Feb 28 2022,MINA,0,384398692.87,138480887.15,16494716.24,17568493.15,101290212.77,110564383.56
Feb 25 2022,MINA,0,381112095.46,137712589.69,16410176.13,17414383.56,99980425.53,109594520.55
Feb 22 2022,MINA,0,377825498.05,136944292.24,16325636.01,17260273.97,98670638.30,108624657.53
Feb 19 2022,MINA,0,374538900.64,136175994.78,16241095.89,17106164.38,97360851.06,107654794.52
Feb 16 2022,MINA,0,371252303.23,135407697.33,16156555.77,16952054.79,96051063.83,106684931.51
Feb 13 2022,MINA,0,367965705.82,134639399.87,16072015.66,16797945.21,94741276.60,105715068.49
Feb 10 2022,MINA,0,364679108.41,133871102.41,15987475.54,16643835.62,93431489.36,104745205.48
Feb 07 2022,MINA,0,361392511.00,133102804.96,15902935.42,16489726.03,92121702.13,103775342.47
Feb 04 2022,MINA,0,358105913.59,132334507.50,15818395.30,16335616.44,90811914.89,102805479.45
Feb 01 2022,MINA,0,354819316.18,131566210.05,15733855.19,16181506.85,89502127.66,101835616.44
Jan 29 2022,MINA,0,351532718.77,130797912.59,15649315.07,16027397.26,88192340.43,100865753.42
Jan 26 2022,MINA,0,348246121.36,130029615.13,15564774.95,15873287.67,86882553.19,99895890.41
Jan 23 2022,MINA,0,344959523.95,129261317.68,15480234.83,15719178.08,85572765.96,98926027.40
Jan 20 2022,MINA,0,341672926.54,128493020.22,15395694.72,15565068.49,84262978.72,97956164.38
Jan 18 2022,MINA,0,339481861.60,127980821.92,15339334.64,15462328.77,83389787.23,97309589.04
Jan 15 2022,MINA,0,336195264.19,127212524.46,15254794.52,15308219.18,82080000.00,96339726.03
Jan 12 2022,MINA,0,332908666.78,126444227.01,15170254.40,15154109.59,80770212.77,95369863.01
Jan 09 2022,MINA,0,329622069.37,125675929.55,15085714.29,15000000.00,79460425.53,94400000.00
Jan 06 2022,MINA,0,326335471.96,124907632.09,15001174.17,14845890.41,78150638.30,93430136.99
Jan 03 2022,MINA,0,323048874.55,124139334.64,14916634.05,14691780.82,76840851.06,92460273.97
Dec 31 2021,MINA,0,319762277.14,123371037.18,14832093.93,14537671.23,75531063.83,91490410.96
Dec 28 2021,MINA,0,316475679.73,122602739.73,14747553.82,14383561.64,74221276.60,90520547.95
Dec 25 2021,MINA,0,313189082.32,121834442.27,14663013.70,14229452.05,72911489.36,89550684.93
Dec 22 2021,MINA,0,309902484.91,121066144.81,14578473.58,14075342.47,71601702.13,88580821.92
Dec 19 2021,MINA,0,306615887.50,120297847.36,14493933.46,13921232.88,70291914.89,87610958.90
Dec 16 2021,MINA,0,303329290.09,119529549.90,14409393.35,13767123.29,68982127.66,86641095.89
Dec 13 2021,MINA,0,300042692.68,118761252.45,14324853.23,13613013.70,67672340.43,85671232.88
Dec 10 2021,MINA,0,296756095.27,117992954.99,14240313.11,13458904.11,66362553.19,84701369.86
Dec 07 2021,MINA,0,293469497.86,117224657.53,14155772.99,13304794.52,65052765.96,83731506.85
Dec 04 2021,MINA,0,290182900.45,116456360.08,14071232.88,13150684.93,63742978.72,82761643.84
Dec 01 2021,MINA,0,286896303.04,115688062.62,13986692.76,12996575.34,62433191.49,81791780.82
Nov 28 2021,MINA,0,283609705.63,114919765.17,13902152.64,12842465.75,61123404.26,80821917.81
Nov 25 2021,MINA,0,280323108.22,114151467.71,13817612.52,12688356.16,59813617.02,79852054.79
Nov 23 2021,MINA,0,278132043.27,113639269.41,13761252.45,12585616.44,58940425.53,79205479.45
Nov 20 2021,MINA,0,274845445.86,112870971.95,13676712.33,12431506.85,57630638.30,78235616.44
Nov 17 2021,MINA,0,271558848.45,112102674.49,13592172.21,12277397.26,56320851.06,77265753.42
Nov 14 2021,MINA,0,268272251.04,111334377.04,13507632.09,12123287.67,55011063.83,76295890.41
Nov 11 2021,MINA,0,264985653.63,110566079.58,13423091.98,11969178.08,53701276.60,75326027.40
Nov 08 2021,MINA,0,261699056.22,109797782.13,13338551.86,11815068.49,52391489.36,74356164.38
Nov 05 2021,MINA,0,258412458.81,109029484.67,13254011.74,11660958.90,51081702.13,73386301.37
Nov 02 2021,MINA,0,255125861.40,108261187.21,13169471.62,11506849.32,49771914.89,72416438.36
Oct 30 2021,MINA,0,251839263.99,107492889.76,13084931.51,11352739.73,48462127.66,71446575.34
Oct 27 2021,MINA,0,248552666.58,106724592.30,13000391.39,11198630.14,47152340.43,70476712.33
Oct 24 2021,MINA,0,245266069.17,105956294.85,12915851.27,11044520.55,45842553.19,69506849.32
Oct 21 2021,MINA,0,241979471.76,105187997.39,12831311.15,10890410.96,44532765.96,68536986.30
Oct 18 2021,MINA,0,238692874.35,104419699.93,12746771.04,10736301.37,43222978.72,67567123.29
Oct 15 2021,MINA,0,235406276.94,103651402.48,12662230.92,10582191.78,41913191.49,66597260.27
Oct 12 2021,MINA,0,232119679.53,102883105.02,12577690.80,10428082.19,40603404.26,65627397.26
Oct 09 2021,MINA,0,228833082.12,102114807.57,12493150.68,10273972.60,39293617.02,64657534.25
Oct 06 2021,MINA,0,225546484.71,101346510.11,12408610.57,10119863.01,37983829.79,63687671.23
Oct 03 2021,MINA,0,222259887.30,100578212.65,12324070.45,9965753.42,36674042.55,62717808.22
Sep 30 2021,MINA,0,218973289.89,99809915.20,12239530.33,9811643.84,35364255.32,61747945.21
Sep 28 2021,MINA,0,216782224.95,99297716.89,12183170.25,9708904.11,34491063.83,61101369.86
Sep 25 2021,MINA,0,213495627.54,98529419.44,12098630.14,9554794.52,33181276.60,60131506.85
Sep 22 2021,MINA,0,210209030.13,97761121.98,12014090.02,9400684.93,31871489.36,59161643.84
Sep 19 2021,MINA,0,206992882.82,96992824.53,12000000.00,9246575.34,30561702.13,58191780.82
Sep 16 2021,MINA,0,204016852.92,96450554.47,12000000.00,9092465.75,29251914.89,57221917.81
Sep 13 2021,MINA,0,201040823.03,95908284.41,12000000.00,8938356.16,27942127.66,56252054.79
Sep 10 2021,MINA,0,198064793.13,95366014.35,12000000.00,8784246.58,26632340.43,55282191.78
Sep 07 2021,MINA,0,195088763.24,94823744.29,12000000.00,8630136.99,25322553.19,54312328.77
Sep 04 2021,MINA,0,192112733.34,94281474.23,12000000.00,8476027.40,24012765.96,53342465.75
Sep 01 2021,MINA,0,189136703.45,93739204.17,12000000.00,8321917.81,22702978.72,52372602.74
Aug 29 2021,MINA,0,186160673.55,93196934.12,12000000.00,8167808.22,21393191.49,51402739.73
Aug 26 2021,MINA,0,183184643.66,92654664.06,12000000.00,8013698.63,20083404.26,50432876.71
Aug 23 2021,MINA,0,180208613.76,92112394.00,12000000.00,7859589.04,18773617.02,49463013.70
Aug 20 2021,MINA,0,177232583.86,91570123.94,12000000.00,7705479.45,17463829.79,48493150.68
Aug 17 2021,MINA,0,174256553.97,91027853.88,12000000.00,7551369.86,16154042.55,47523287.67
Aug 14 2021,MINA,0,171280524.07,90485583.82,12000000.00,7397260.27,14844255.32,46553424.66
Aug 11 2021,MINA,0,168304494.18,89943313.76,12000000.00,7243150.68,13534468.09,45583561.64
Aug 08 2021,MINA,0,165328464.28,89401043.71,12000000.00,7089041.10,12224680.85,44613698.63
Aug 06 2021,MINA,0,163344444.35,89039530.33,12000000.00,6986301.37,11351489.36,43967123.29
Aug 03 2021,MINA,0,160368414.46,88497260.27,12000000.00,6832191.78,10041702.13,42997260.27
Jul 31 2021,MINA,0,157392384.56,87954990.22,12000000.00,6678082.19,8731914.89,42027397.26
Jul 28 2021,MINA,0,154416354.67,87412720.16,12000000.00,6523972.60,7422127.66,41057534.25
Jul 25 2021,MINA,0,151440324.77,86870450.10,12000000.00,6369863.01,6112340.43,40087671.23
Jul 22 2021,MINA,0,148464294.87,86328180.04,12000000.00,6215753.42,4802553.19,39117808.22
Jul 19 2021,MINA,0,145488264.98,85785909.98,12000000.00,6061643.84,3492765.96,38147945.21
Jul 16 2021,MINA,0,142512235.08,85243639.92,12000000.00,5907534.25,2182978.72,37178082.19
Jul 13 2021,MINA,0,139536205.19,84701369.86,12000000.00,5753424.66,873191.49,36208219.18
Jul 10 2021,MINA,0,136996771.04,84159099.80,12000000.00,5599315.07,0,35238356.16
Jul 07 2021,MINA,0,135330528.38,83616829.75,12000000.00,5445205.48,0,34268493.15
Jul 04 2021,MINA,0,133664285.71,83074559.69,12000000.00,5291095.89,0,33298630.14
Jul 01 2021,MINA,0,131998043.05,82532289.63,12000000.00,5136986.30,0,32328767.12
Jun 28 2021,MINA,0,130331800.39,81990019.57,12000000.00,4982876.71,0,31358904.11
Jun 25 2021,MINA,0,128665557.73,81447749.51,12000000.00,4828767.12,0,30389041.10
Jun 22 2021,MINA,0,126999315.07,80905479.45,12000000.00,4674657.53,0,29419178.08
Jun 19 2021,MINA,0,125333072.41,80363209.39,12000000.00,4520547.95,0,28449315.07
Jun 16 2021,MINA,0,123666829.75,79820939.33,12000000.00,4366438.36,0,27479452.05
Jun 13 2021,MINA,0,122000587.08,79278669.28,12000000.00,4212328.77,0,26509589.04
Jun 11 2021,MINA,0,120889758.64,78917155.90,12000000.00,4109589.04,0,25863013.70
Jun 08 2021,MINA,0,119223515.98,78374885.84,12000000.00,3955479.45,0,24893150.68
Jun 05 2021,MINA,0,117557273.32,77832615.79,12000000.00,3801369.86,0,23923287.67
Jun 02 2021,MINA,0,115891030.66,77290345.73,12000000.00,3647260.27,0,22953424.66
May 30 2021,MINA,0,39526027.40,2049315.07,12000000.00,3493150.68,0,21983561.64
May 27 2021,MINA,0,38311643.84,1958904.11,12000000.00,3339041.10,0,21013698.63
May 24 2021,MINA,0,37097260.27,1868493.15,12000000.00,3184931.51,0,20043835.62
May 21 2021,MINA,0,35882876.71,1778082.19,12000000.00,3030821.92,0,19073972.60
May 18 2021,MINA,0,34668493.15,1687671.23,12000000.00,2876712.33,0,18104109.59
May 15 2021,MINA,0,33454109.59,1597260.27,12000000.00,2722602.74,0,17134246.58
May 12 2021,MINA,0,32239726.03,1506849.32,12000000.00,2568493.15,0,16164383.56
May 09 2021,MINA,0,31025342.47,1416438.36,12000000.00,2414383.56,0,15194520.55
May 06 2021,MINA,0,29810958.90,1326027.40,12000000.00,2260273.97,0,14224657.53
May 03 2021,MINA,0,28596575.34,1235616.44,12000000.00,2106164.38,0,13254794.52
Apr 30 2021,MINA,0,27382191.78,1145205.48,12000000.00,1952054.79,0,12284931.51
Apr 27 2021,MINA,0,26167808.22,1054794.52,12000000.00,1797945.21,0,11315068.49
Apr 24 2021,MINA,0,24953424.66,964383.56,12000000.00,1643835.62,0,10345205.48
Apr 21 2021,MINA,0,23739041.10,873972.60,12000000.00,1489726.03,0,9375342.47
Apr 19 2021,MINA,0,22929452.05,813698.63,12000000.00,1386986.30,0,8728767.12
Apr 16 2021,MINA,0,21715068.49,723287.67,12000000.00,1232876.71,0,7758904.11
Apr 13 2021,MINA,0,20500684.93,632876.71,12000000.00,1078767.12,0,6789041.10
Apr 10 2021,MINA,0,19286301.37,542465.75,12000000.00,924657.53,0,5819178.08
Apr 07 2021,MINA,0,18071917.81,452054.79,12000000.00,770547.95,0,4849315.07
Apr 04 2021,MINA,0,16857534.25,361643.84,12000000.00,616438.36,0,3879452.05
Apr 01 2021,MINA,0,15643150.68,271232.88,12000000.00,462328.77,0,2909589.04
Mar 29 2021,MINA,0,14428767.12,180821.92,12000000.00,308219.18,0,1939726.03
Mar 26 2021,MINA,0,13214383.56,90410.96,12000000.00,154109.59,0,969863.01
Mar 23 2021,MINA,0,12000000.00,0,12000000.00,0,0,0
