Date,Symbol,Available Supply,Unlocked Supply,Users,Founders & Team,Future team members,Community,Shareholders of Compound Inc.
Nov 10 2021,COMP,0,5900794.97,1485259.30,871521.67,372707.00,775000.00,2396307.00
Nov 08 2021,COMP,0,5891957.21,1479468.82,868474.39,372707.00,775000.00,2396307.00
Nov 06 2021,COMP,0,5883119.45,1473678.33,865427.12,372707.00,775000.00,2396307.00
Nov 04 2021,COMP,0,5874281.68,1467887.85,862379.84,372707.00,775000.00,2396307.00
Nov 02 2021,COMP,0,5865443.92,1462097.36,859332.56,372707.00,775000.00,2396307.00
Nov 01 2021,COMP,0,5861025.04,1459202.12,857808.92,372707.00,775000.00,2396307.00
Oct 30 2021,COMP,0,5852187.28,1453411.63,854761.64,372707.00,775000.00,2396307.00
Oct 28 2021,COMP,0,5843349.51,1447621.15,851714.36,372707.00,775000.00,2396307.00
Oct 26 2021,COMP,0,5834511.75,1441830.67,848667.08,372707.00,775000.00,2396307.00
Oct 24 2021,COMP,0,5825673.99,1436040.18,845619.80,372707.00,775000.00,2396307.00
Oct 23 2021,COMP,0,5821255.10,1433144.94,844096.17,372707.00,775000.00,2396307.00
Oct 21 2021,COMP,0,5812417.34,1427354.45,841048.89,372707.00,775000.00,2396307.00
Oct 19 2021,COMP,0,5803579.58,1421563.97,838001.61,372707.00,775000.00,2396307.00
Oct 17 2021,COMP,0,5794741.81,1415773.48,834954.33,372707.00,775000.00,2396307.00
Oct 15 2021,COMP,0,5785904.05,1409983.00,831907.05,372707.00,775000.00,2396307.00
Oct 14 2021,COMP,0,5781485.17,1407087.76,830383.41,372707.00,775000.00,2396307.00
Oct 12 2021,COMP,0,5772647.41,1401297.27,827336.13,372707.00,775000.00,2396307.00
Oct 10 2021,COMP,0,5763809.64,1395506.79,824288.85,372707.00,775000.00,2396307.00
Oct 08 2021,COMP,0,5754971.88,1389716.30,821241.58,372707.00,775000.00,2396307.00
Oct 06 2021,COMP,0,5746134.12,1383925.82,818194.30,372707.00,775000.00,2396307.00
Oct 05 2021,COMP,0,5741715.24,1381030.58,816670.66,372707.00,775000.00,2396307.00
Oct 03 2021,COMP,0,5732877.47,1375240.09,813623.38,372707.00,775000.00,2396307.00
Oct 01 2021,COMP,0,5724039.71,1369449.61,810576.10,372707.00,775000.00,2396307.00
Sep 29 2021,COMP,0,5715201.95,1363659.12,807528.82,372707.00,775000.00,2396307.00
Sep 27 2021,COMP,0,5706364.18,1357868.64,804481.54,372707.00,775000.00,2396307.00
Sep 25 2021,COMP,0,5697526.42,1352078.15,801434.27,372707.00,775000.00,2396307.00
Sep 24 2021,COMP,0,5693107.54,1349182.91,799910.63,372707.00,775000.00,2396307.00
Sep 22 2021,COMP,0,5684269.77,1343392.43,796863.35,372707.00,775000.00,2396307.00
Sep 20 2021,COMP,0,5675432.01,1337601.94,793816.07,372707.00,775000.00,2396307.00
Sep 18 2021,COMP,0,5666594.25,1331811.46,790768.79,372707.00,775000.00,2396307.00
Sep 16 2021,COMP,0,5657756.49,1326020.97,787721.51,372707.00,775000.00,2396307.00
Sep 15 2021,COMP,0,5653337.60,1323125.73,786197.87,372707.00,775000.00,2396307.00
Sep 13 2021,COMP,0,5644499.84,1317335.25,783150.59,372707.00,775000.00,2396307.00
Sep 11 2021,COMP,0,5635662.08,1311544.76,780103.32,372707.00,775000.00,2396307.00
Sep 09 2021,COMP,0,5626824.31,1305754.28,777056.04,372707.00,775000.00,2396307.00
Sep 07 2021,COMP,0,5617986.55,1299963.79,774008.76,372707.00,775000.00,2396307.00
Sep 06 2021,COMP,0,5613567.67,1297068.55,772485.12,372707.00,775000.00,2396307.00
Sep 04 2021,COMP,0,5604729.91,1291278.07,769437.84,372707.00,775000.00,2396307.00
Sep 02 2021,COMP,0,5595892.14,1285487.58,766390.56,372707.00,775000.00,2396307.00
Aug 31 2021,COMP,0,5587054.38,1279697.10,763343.28,372707.00,775000.00,2396307.00
Aug 29 2021,COMP,0,5578216.62,1273906.61,760296.00,372707.00,775000.00,2396307.00
Aug 28 2021,COMP,0,5573797.74,1271011.37,758772.37,372707.00,775000.00,2396307.00
Aug 26 2021,COMP,0,5564959.97,1265220.89,755725.09,372707.00,775000.00,2396307.00
Aug 24 2021,COMP,0,5556122.21,1259430.40,752677.81,372707.00,775000.00,2396307.00
Aug 22 2021,COMP,0,5547284.45,1253639.92,749630.53,372707.00,775000.00,2396307.00
Aug 20 2021,COMP,0,5538446.68,1247849.43,746583.25,372707.00,775000.00,2396307.00
Aug 18 2021,COMP,0,5529608.92,1242058.95,743535.97,372707.00,775000.00,2396307.00
Aug 17 2021,COMP,0,5525190.04,1239163.70,742012.33,372707.00,775000.00,2396307.00
Aug 15 2021,COMP,0,5516352.27,1233373.22,738965.05,372707.00,775000.00,2396307.00
Aug 13 2021,COMP,0,5507514.51,1227582.74,735917.78,372707.00,775000.00,2396307.00
Aug 11 2021,COMP,0,5498676.75,1221792.25,732870.50,372707.00,775000.00,2396307.00
Aug 09 2021,COMP,0,5489838.98,1216001.77,729823.22,372707.00,775000.00,2396307.00
Aug 08 2021,COMP,0,5485420.10,1213106.52,728299.58,372707.00,775000.00,2396307.00
Aug 06 2021,COMP,0,5476582.34,1207316.04,725252.30,372707.00,775000.00,2396307.00
Aug 04 2021,COMP,0,5467744.58,1201525.55,722205.02,372707.00,775000.00,2396307.00
Aug 02 2021,COMP,0,5458906.81,1195735.07,719157.74,372707.00,775000.00,2396307.00
Jul 31 2021,COMP,0,5450069.05,1189944.59,716110.47,372707.00,775000.00,2396307.00
Jul 30 2021,COMP,0,5445650.17,1187049.34,714586.83,372707.00,775000.00,2396307.00
Jul 28 2021,COMP,0,5436812.41,1181258.86,711539.55,372707.00,775000.00,2396307.00
Jul 26 2021,COMP,0,5427974.64,1175468.37,708492.27,372707.00,775000.00,2396307.00
Jul 24 2021,COMP,0,5419136.88,1169677.89,705444.99,372707.00,775000.00,2396307.00
Jul 22 2021,COMP,0,5410299.12,1163887.40,702397.71,372707.00,775000.00,2396307.00
Jul 21 2021,COMP,0,5405880.23,1160992.16,700874.07,372707.00,775000.00,2396307.00
Jul 19 2021,COMP,0,5397042.47,1155201.68,697826.79,372707.00,775000.00,2396307.00
Jul 17 2021,COMP,0,5388204.71,1149411.19,694779.52,372707.00,775000.00,2396307.00
Jul 15 2021,COMP,0,5379366.95,1143620.71,691732.24,372707.00,775000.00,2396307.00
Jul 13 2021,COMP,0,5370529.18,1137830.22,688684.96,372707.00,775000.00,2396307.00
Jul 11 2021,COMP,0,5361691.42,1132039.74,685637.68,372707.00,775000.00,2396307.00
Jul 10 2021,COMP,0,5357272.54,1129144.50,684114.04,372707.00,775000.00,2396307.00
Jul 08 2021,COMP,0,5348434.77,1123354.01,681066.76,372707.00,775000.00,2396307.00
Jul 06 2021,COMP,0,5339597.01,1117563.53,678019.48,372707.00,775000.00,2396307.00
Jul 04 2021,COMP,0,5330759.25,1111773.04,674972.20,372707.00,775000.00,2396307.00
Jul 02 2021,COMP,0,5321921.48,1105982.56,671924.93,372707.00,775000.00,2396307.00
Jul 01 2021,COMP,0,5317502.60,1103087.32,670401.29,372707.00,775000.00,2396307.00
Jun 29 2021,COMP,0,5308664.84,1097296.83,667354.01,372707.00,775000.00,2396307.00
Jun 27 2021,COMP,0,5299827.08,1091506.35,664306.73,372707.00,775000.00,2396307.00
Jun 25 2021,COMP,0,5290989.31,1085715.86,661259.45,372707.00,775000.00,2396307.00
Jun 23 2021,COMP,0,5282151.55,1079925.38,658212.17,372707.00,775000.00,2396307.00
Jun 22 2021,COMP,0,5277732.67,1077030.14,656688.53,372707.00,775000.00,2396307.00
Jun 20 2021,COMP,0,5268894.91,1071239.65,653641.25,372707.00,775000.00,2396307.00
Jun 18 2021,COMP,0,5260057.14,1065449.17,650593.98,372707.00,775000.00,2396307.00
Jun 16 2021,COMP,0,5251219.38,1059658.68,647546.70,372707.00,775000.00,2396307.00
Jun 14 2021,COMP,0,5242381.62,1053868.20,644499.42,372707.00,775000.00,2396307.00
Jun 13 2021,COMP,0,5237962.73,1050972.95,642975.78,372707.00,775000.00,2396307.00
Jun 11 2021,COMP,0,5229124.97,1045182.47,639928.50,372707.00,775000.00,2396307.00
Jun 09 2021,COMP,0,5220287.21,1039391.99,636881.22,372707.00,775000.00,2396307.00
Jun 07 2021,COMP,0,5211449.44,1033601.50,633833.94,372707.00,775000.00,2396307.00
Jun 05 2021,COMP,0,5202611.68,1027811.02,630786.67,372707.00,775000.00,2396307.00
Jun 03 2021,COMP,0,5193773.92,1022020.53,627739.39,372707.00,775000.00,2396307.00
Jun 02 2021,COMP,0,5189355.04,1019125.29,626215.75,372707.00,775000.00,2396307.00
May 31 2021,COMP,0,5180517.27,1013334.80,623168.47,372707.00,775000.00,2396307.00
May 29 2021,COMP,0,5171679.51,1007544.32,620121.19,372707.00,775000.00,2396307.00
May 27 2021,COMP,0,5162841.75,1001753.84,617073.91,372707.00,775000.00,2396307.00
May 25 2021,COMP,0,5154003.98,995963.35,614026.63,372707.00,775000.00,2396307.00
May 24 2021,COMP,0,5149585.10,993068.11,612502.99,372707.00,775000.00,2396307.00
May 22 2021,COMP,0,5140747.34,987277.62,609455.72,372707.00,775000.00,2396307.00
May 20 2021,COMP,0,5131909.58,981487.14,606408.44,372707.00,775000.00,2396307.00
May 18 2021,COMP,0,5123071.81,975696.66,603361.16,372707.00,775000.00,2396307.00
May 16 2021,COMP,0,5114234.05,969906.17,600313.88,372707.00,775000.00,2396307.00
May 15 2021,COMP,0,5109815.17,967010.93,598790.24,372707.00,775000.00,2396307.00
May 13 2021,COMP,0,5100977.41,961220.44,595742.96,372707.00,775000.00,2396307.00
May 11 2021,COMP,0,5092139.64,955429.96,592695.68,372707.00,775000.00,2396307.00
May 09 2021,COMP,0,5083301.88,949639.47,589648.40,372707.00,775000.00,2396307.00
May 07 2021,COMP,0,5074464.12,943848.99,586601.13,372707.00,775000.00,2396307.00
May 06 2021,COMP,0,5070045.23,940953.75,585077.49,372707.00,775000.00,2396307.00
May 04 2021,COMP,0,5061207.47,935163.26,582030.21,372707.00,775000.00,2396307.00
May 02 2021,COMP,0,5052369.71,929372.78,578982.93,372707.00,775000.00,2396307.00
Apr 30 2021,COMP,0,5043531.94,923582.29,575935.65,372707.00,775000.00,2396307.00
Apr 28 2021,COMP,0,5034694.18,917791.81,572888.37,372707.00,775000.00,2396307.00
Apr 27 2021,COMP,0,5030275.30,914896.57,571364.73,372707.00,775000.00,2396307.00
Apr 25 2021,COMP,0,5021437.54,909106.08,568317.45,372707.00,775000.00,2396307.00
Apr 23 2021,COMP,0,5012599.77,903315.60,565270.18,372707.00,775000.00,2396307.00
Apr 21 2021,COMP,0,5003762.01,897525.11,562222.90,372707.00,775000.00,2396307.00
Apr 19 2021,COMP,0,4994924.25,891734.63,559175.62,372707.00,775000.00,2396307.00
Apr 17 2021,COMP,0,4986086.48,885944.14,556128.34,372707.00,775000.00,2396307.00
Apr 16 2021,COMP,0,4981667.60,883048.90,554604.70,372707.00,775000.00,2396307.00
Apr 14 2021,COMP,0,4972829.84,877258.42,551557.42,372707.00,775000.00,2396307.00
Apr 12 2021,COMP,0,4963992.08,871467.93,548510.14,372707.00,775000.00,2396307.00
Apr 10 2021,COMP,0,4955154.31,865677.45,545462.87,372707.00,775000.00,2396307.00
Apr 08 2021,COMP,0,4946316.55,859886.96,542415.59,372707.00,775000.00,2396307.00
Apr 07 2021,COMP,0,4941897.67,856991.72,540891.95,372707.00,775000.00,2396307.00
Apr 05 2021,COMP,0,4933059.90,851201.24,537844.67,372707.00,775000.00,2396307.00
Apr 03 2021,COMP,0,4924222.14,845410.75,534797.39,372707.00,775000.00,2396307.00
Apr 01 2021,COMP,0,4915384.38,839620.27,531750.11,372707.00,775000.00,2396307.00
Mar 30 2021,COMP,0,4906546.62,833829.78,528702.83,372707.00,775000.00,2396307.00
Mar 29 2021,COMP,0,4902127.73,830934.54,527179.19,372707.00,775000.00,2396307.00
Mar 27 2021,COMP,0,4893289.97,825144.06,524131.92,372707.00,775000.00,2396307.00
Mar 25 2021,COMP,0,4884452.21,819353.57,521084.64,372707.00,775000.00,2396307.00
Mar 23 2021,COMP,0,4875614.44,813563.09,518037.36,372707.00,775000.00,2396307.00
Mar 21 2021,COMP,0,4866776.68,807772.60,514990.08,372707.00,775000.00,2396307.00
Mar 20 2021,COMP,0,4862357.80,804877.36,513466.44,372707.00,775000.00,2396307.00
Mar 18 2021,COMP,0,4853520.04,799086.87,510419.16,372707.00,775000.00,2396307.00
Mar 16 2021,COMP,0,4844682.27,793296.39,507371.88,372707.00,775000.00,2396307.00
Mar 14 2021,COMP,0,4835844.51,787505.91,504324.60,372707.00,775000.00,2396307.00
Mar 12 2021,COMP,0,4827006.75,781715.42,501277.33,372707.00,775000.00,2396307.00
Mar 10 2021,COMP,0,4818168.98,775924.94,498230.05,372707.00,775000.00,2396307.00
Mar 09 2021,COMP,0,4813750.10,773029.69,496706.41,372707.00,775000.00,2396307.00
Mar 07 2021,COMP,0,4804912.34,767239.21,493659.13,372707.00,775000.00,2396307.00
Mar 05 2021,COMP,0,4796074.58,761448.72,490611.85,372707.00,775000.00,2396307.00
Mar 03 2021,COMP,0,4787236.81,755658.24,487564.57,372707.00,775000.00,2396307.00
Mar 01 2021,COMP,0,4778399.05,749867.76,484517.29,372707.00,775000.00,2396307.00
Feb 28 2021,COMP,0,4773980.17,746972.51,482993.65,372707.00,775000.00,2396307.00
Feb 26 2021,COMP,0,4765142.40,741182.03,479946.38,372707.00,775000.00,2396307.00
Feb 24 2021,COMP,0,4756304.64,735391.54,476899.10,372707.00,775000.00,2396307.00
Feb 22 2021,COMP,0,4747466.88,729601.06,473851.82,372707.00,775000.00,2396307.00
Feb 20 2021,COMP,0,4738629.11,723810.57,470804.54,372707.00,775000.00,2396307.00
Feb 19 2021,COMP,0,4734210.23,720915.33,469280.90,372707.00,775000.00,2396307.00
Feb 17 2021,COMP,0,4725372.47,715124.85,466233.62,372707.00,775000.00,2396307.00
Feb 15 2021,COMP,0,4716534.71,709334.36,463186.34,372707.00,775000.00,2396307.00
Feb 13 2021,COMP,0,4707696.94,703543.88,460139.07,372707.00,775000.00,2396307.00
Feb 11 2021,COMP,0,4698859.18,697753.39,457091.79,372707.00,775000.00,2396307.00
Feb 10 2021,COMP,0,4694440.30,694858.15,455568.15,372707.00,775000.00,2396307.00
Feb 08 2021,COMP,0,4685602.54,689067.67,452520.87,372707.00,775000.00,2396307.00
Feb 06 2021,COMP,0,4676764.77,683277.18,449473.59,372707.00,775000.00,2396307.00
Feb 04 2021,COMP,0,4667927.01,677486.70,446426.31,372707.00,775000.00,2396307.00
Feb 02 2021,COMP,0,4659089.25,671696.21,443379.03,372707.00,775000.00,2396307.00
Jan 31 2021,COMP,0,4650251.48,665905.73,440331.75,372707.00,775000.00,2396307.00
Jan 30 2021,COMP,0,4645832.60,663010.49,438808.11,372707.00,775000.00,2396307.00
Jan 28 2021,COMP,0,4636994.84,657220.00,435760.84,372707.00,775000.00,2396307.00
Jan 26 2021,COMP,0,4628157.08,651429.52,432713.56,372707.00,775000.00,2396307.00
Jan 24 2021,COMP,0,4619319.31,645639.03,429666.28,372707.00,775000.00,2396307.00
Jan 22 2021,COMP,0,4610481.55,639848.55,426619.00,372707.00,775000.00,2396307.00
Jan 21 2021,COMP,0,4606062.67,636953.31,425095.36,372707.00,775000.00,2396307.00
Jan 19 2021,COMP,0,4597224.90,631162.82,422048.08,372707.00,775000.00,2396307.00
Jan 17 2021,COMP,0,4588387.14,625372.34,419000.80,372707.00,775000.00,2396307.00
Jan 15 2021,COMP,0,4579549.38,619581.85,415953.53,372707.00,775000.00,2396307.00
Jan 13 2021,COMP,0,4570711.61,613791.37,412906.25,372707.00,775000.00,2396307.00
Jan 12 2021,COMP,0,4566292.73,610896.13,411382.61,372707.00,775000.00,2396307.00
Jan 10 2021,COMP,0,4557454.97,605105.64,408335.33,372707.00,775000.00,2396307.00
Jan 08 2021,COMP,0,4548617.21,599315.16,405288.05,372707.00,775000.00,2396307.00
Jan 06 2021,COMP,0,4539779.44,593524.67,402240.77,372707.00,775000.00,2396307.00
Jan 04 2021,COMP,0,4530941.68,587734.19,399193.49,372707.00,775000.00,2396307.00
Jan 03 2021,COMP,0,4526522.80,584838.94,397669.85,372707.00,775000.00,2396307.00
Jan 01 2021,COMP,0,4517685.04,579048.46,394622.58,372707.00,775000.00,2396307.00
Dec 30 2020,COMP,0,4508847.27,573257.98,391575.30,372707.00,775000.00,2396307.00
Dec 28 2020,COMP,0,4500009.51,567467.49,388528.02,372707.00,775000.00,2396307.00
Dec 26 2020,COMP,0,4491171.75,561677.01,385480.74,372707.00,775000.00,2396307.00
Dec 24 2020,COMP,0,4482333.98,555886.52,382433.46,372707.00,775000.00,2396307.00
Dec 23 2020,COMP,0,4477915.10,552991.28,380909.82,372707.00,775000.00,2396307.00
Dec 21 2020,COMP,0,4469077.34,547200.79,377862.54,372707.00,775000.00,2396307.00
Dec 19 2020,COMP,0,4460239.57,541410.31,374815.26,372707.00,775000.00,2396307.00
Dec 17 2020,COMP,0,4451401.81,535619.83,371767.99,372707.00,775000.00,2396307.00
Dec 15 2020,COMP,0,4442564.05,529829.34,368720.71,372707.00,775000.00,2396307.00
Dec 14 2020,COMP,0,4438145.17,526934.10,367197.07,372707.00,775000.00,2396307.00
Dec 12 2020,COMP,0,4429307.40,521143.61,364149.79,372707.00,775000.00,2396307.00
Dec 10 2020,COMP,0,4420469.64,515353.13,361102.51,372707.00,775000.00,2396307.00
Dec 08 2020,COMP,0,4411631.88,509562.64,358055.23,372707.00,775000.00,2396307.00
Dec 06 2020,COMP,0,4402794.11,503772.16,355007.95,372707.00,775000.00,2396307.00
Dec 05 2020,COMP,0,4398375.23,500876.92,353484.31,372707.00,775000.00,2396307.00
Dec 03 2020,COMP,0,4389537.47,495086.43,350437.04,372707.00,775000.00,2396307.00
Dec 01 2020,COMP,0,4380699.71,489295.95,347389.76,372707.00,775000.00,2396307.00
Nov 29 2020,COMP,0,4371861.94,483505.46,344342.48,372707.00,775000.00,2396307.00
Nov 27 2020,COMP,0,4363024.18,477714.98,341295.20,372707.00,775000.00,2396307.00
Nov 26 2020,COMP,0,4358605.30,474819.74,339771.56,372707.00,775000.00,2396307.00
Nov 24 2020,COMP,0,4349767.54,469029.25,336724.28,372707.00,775000.00,2396307.00
Nov 22 2020,COMP,0,4340929.77,463238.77,333677.00,372707.00,775000.00,2396307.00
Nov 20 2020,COMP,0,4332092.01,457448.28,330629.73,372707.00,775000.00,2396307.00
Nov 18 2020,COMP,0,4323254.25,451657.80,327582.45,372707.00,775000.00,2396307.00
Nov 16 2020,COMP,0,4314416.48,445867.31,324535.17,372707.00,775000.00,2396307.00
Nov 15 2020,COMP,0,4309997.60,442972.07,323011.53,372707.00,775000.00,2396307.00
Nov 13 2020,COMP,0,4301159.84,437181.59,319964.25,372707.00,775000.00,2396307.00
Nov 11 2020,COMP,0,4292322.07,431391.10,316916.97,372707.00,775000.00,2396307.00
Nov 09 2020,COMP,0,4283484.31,425600.62,313869.69,372707.00,775000.00,2396307.00
Nov 07 2020,COMP,0,4274646.55,419810.13,310822.41,372707.00,775000.00,2396307.00
Nov 06 2020,COMP,0,4270227.67,416914.89,309298.78,372707.00,775000.00,2396307.00
Nov 04 2020,COMP,0,4261389.90,411124.41,306251.50,372707.00,775000.00,2396307.00
Nov 02 2020,COMP,0,4252552.14,405333.92,303204.22,372707.00,775000.00,2396307.00
Oct 31 2020,COMP,0,4243714.38,399543.44,300156.94,372707.00,775000.00,2396307.00
Oct 29 2020,COMP,0,4234876.61,393752.95,297109.66,372707.00,775000.00,2396307.00
Oct 28 2020,COMP,0,4230457.73,390857.71,295586.02,372707.00,775000.00,2396307.00
Oct 26 2020,COMP,0,4221619.97,385067.23,292538.74,372707.00,775000.00,2396307.00
Oct 24 2020,COMP,0,4212782.21,379276.74,289491.46,372707.00,775000.00,2396307.00
Oct 22 2020,COMP,0,4203944.44,373486.26,286444.19,372707.00,775000.00,2396307.00
Oct 20 2020,COMP,0,4195106.68,367695.77,283396.91,372707.00,775000.00,2396307.00
Oct 19 2020,COMP,0,4190687.80,364800.53,281873.27,372707.00,775000.00,2396307.00
Oct 17 2020,COMP,0,4181850.03,359010.05,278825.99,372707.00,775000.00,2396307.00
Oct 15 2020,COMP,0,4173012.27,353219.56,275778.71,372707.00,775000.00,2396307.00
Oct 13 2020,COMP,0,4164174.51,347429.08,272731.43,372707.00,775000.00,2396307.00
Oct 11 2020,COMP,0,4155336.75,341638.59,269684.15,372707.00,775000.00,2396307.00
Oct 09 2020,COMP,0,4146498.98,335848.11,266636.88,372707.00,775000.00,2396307.00
Oct 08 2020,COMP,0,4142080.10,332952.86,265113.24,372707.00,775000.00,2396307.00
Oct 06 2020,COMP,0,4133242.34,327162.38,262065.96,372707.00,775000.00,2396307.00
Oct 04 2020,COMP,0,4124404.57,321371.90,259018.68,372707.00,775000.00,2396307.00
Oct 02 2020,COMP,0,4115566.81,315581.41,255971.40,372707.00,775000.00,2396307.00
Sep 30 2020,COMP,0,4106729.05,309790.93,252924.12,372707.00,775000.00,2396307.00
Sep 29 2020,COMP,0,4102310.17,306895.68,251400.48,372707.00,775000.00,2396307.00
Sep 27 2020,COMP,0,4093472.40,301105.20,248353.20,372707.00,775000.00,2396307.00
Sep 25 2020,COMP,0,4084634.64,295314.71,245305.93,372707.00,775000.00,2396307.00
Sep 23 2020,COMP,0,4075796.88,289524.23,242258.65,372707.00,775000.00,2396307.00
Sep 21 2020,COMP,0,4066959.11,283733.75,239211.37,372707.00,775000.00,2396307.00
Sep 20 2020,COMP,0,4062540.23,280838.50,237687.73,372707.00,775000.00,2396307.00
Sep 18 2020,COMP,0,4053702.47,275048.02,234640.45,372707.00,775000.00,2396307.00
Sep 16 2020,COMP,0,4044864.71,269257.53,231593.17,372707.00,775000.00,2396307.00
Sep 14 2020,COMP,0,4036026.94,263467.05,228545.89,372707.00,775000.00,2396307.00
Sep 12 2020,COMP,0,4027189.18,257676.56,225498.61,372707.00,775000.00,2396307.00
Sep 11 2020,COMP,0,4022770.30,254781.32,223974.98,372707.00,775000.00,2396307.00
Sep 09 2020,COMP,0,4013932.53,248990.84,220927.70,372707.00,775000.00,2396307.00
Sep 07 2020,COMP,0,4005094.77,243200.35,217880.42,372707.00,775000.00,2396307.00
Sep 05 2020,COMP,0,3996257.01,237409.87,214833.14,372707.00,775000.00,2396307.00
Sep 03 2020,COMP,0,3987419.25,231619.38,211785.86,372707.00,775000.00,2396307.00
Sep 01 2020,COMP,0,3978581.48,225828.90,208738.58,372707.00,775000.00,2396307.00
Aug 31 2020,COMP,0,3974162.60,222933.66,207214.94,372707.00,775000.00,2396307.00
Aug 29 2020,COMP,0,3965324.84,217143.17,204167.66,372707.00,775000.00,2396307.00
Aug 27 2020,COMP,0,3956487.07,211352.69,201120.39,372707.00,775000.00,2396307.00
Aug 25 2020,COMP,0,3947649.31,205562.20,198073.11,372707.00,775000.00,2396307.00
Aug 23 2020,COMP,0,3938811.55,199771.72,195025.83,372707.00,775000.00,2396307.00
Aug 22 2020,COMP,0,3934392.67,196876.48,193502.19,372707.00,775000.00,2396307.00
Aug 20 2020,COMP,0,3925554.90,191085.99,190454.91,372707.00,775000.00,2396307.00
Aug 18 2020,COMP,0,3916717.14,185295.51,187407.63,372707.00,775000.00,2396307.00
Aug 16 2020,COMP,0,3907879.38,179505.02,184360.35,372707.00,775000.00,2396307.00
Aug 14 2020,COMP,0,3899041.61,173714.54,181313.08,372707.00,775000.00,2396307.00
Aug 13 2020,COMP,0,3894622.73,170819.30,179789.44,372707.00,775000.00,2396307.00
Aug 11 2020,COMP,0,3885784.97,165028.81,176742.16,372707.00,775000.00,2396307.00
Aug 09 2020,COMP,0,3876947.21,159238.33,173694.88,372707.00,775000.00,2396307.00
Aug 07 2020,COMP,0,3868109.44,153447.84,170647.60,372707.00,775000.00,2396307.00
Aug 05 2020,COMP,0,3859271.68,147657.36,167600.32,372707.00,775000.00,2396307.00
Aug 04 2020,COMP,0,3854852.80,144762.11,166076.68,372707.00,775000.00,2396307.00
Aug 02 2020,COMP,0,3846015.03,138971.63,163029.40,372707.00,775000.00,2396307.00
Jul 31 2020,COMP,0,3837177.27,133181.15,159982.13,372707.00,775000.00,2396307.00
Jul 29 2020,COMP,0,3828339.51,127390.66,156934.85,372707.00,775000.00,2396307.00
Jul 27 2020,COMP,0,3819501.74,121600.18,153887.57,372707.00,775000.00,2396307.00
Jul 26 2020,COMP,0,3815082.86,118704.93,152363.93,372707.00,775000.00,2396307.00
Jul 24 2020,COMP,0,3806245.10,112914.45,149316.65,372707.00,775000.00,2396307.00
Jul 22 2020,COMP,0,3797407.34,107123.97,146269.37,372707.00,775000.00,2396307.00
Jul 20 2020,COMP,0,3788569.57,101333.48,143222.09,372707.00,775000.00,2396307.00
Jul 18 2020,COMP,0,3779731.81,95543.00,140174.81,372707.00,775000.00,2396307.00
Jul 16 2020,COMP,0,3770894.05,89752.51,137127.54,372707.00,775000.00,2396307.00
Jul 15 2020,COMP,0,3766475.17,86857.27,135603.90,372707.00,775000.00,2396307.00
Jul 13 2020,COMP,0,3757637.40,81066.78,132556.62,372707.00,775000.00,2396307.00
Jul 11 2020,COMP,0,3748799.64,75276.30,129509.34,372707.00,775000.00,2396307.00
Jul 09 2020,COMP,0,3739961.88,69485.82,126462.06,372707.00,775000.00,2396307.00
Jul 07 2020,COMP,0,3731124.11,63695.33,123414.78,372707.00,775000.00,2396307.00
Jul 06 2020,COMP,0,3726705.23,60800.09,121891.14,372707.00,775000.00,2396307.00
Jul 04 2020,COMP,0,3717867.47,55009.60,118843.86,372707.00,775000.00,2396307.00
Jul 02 2020,COMP,0,3709029.70,49219.12,115796.59,372707.00,775000.00,2396307.00
Jun 30 2020,COMP,0,3700191.94,43428.63,112749.31,372707.00,775000.00,2396307.00
Jun 28 2020,COMP,0,3691354.18,37638.15,109702.03,372707.00,775000.00,2396307.00
Jun 27 2020,COMP,0,3686935.30,34742.91,108178.39,372707.00,775000.00,2396307.00
Jun 25 2020,COMP,0,3678097.53,28952.42,105131.11,372707.00,775000.00,2396307.00
Jun 23 2020,COMP,0,3669259.77,23161.94,102083.83,372707.00,775000.00,2396307.00
Jun 21 2020,COMP,0,3660422.01,17371.45,99036.55,372707.00,775000.00,2396307.00
Jun 19 2020,COMP,0,3651584.24,11580.97,95989.28,372707.00,775000.00,2396307.00
Jun 18 2020,COMP,0,3647165.36,8685.73,94465.64,372707.00,775000.00,2396307.00
Jun 16 2020,COMP,0,3638327.60,2895.24,91418.36,372707.00,775000.00,2396307.00
Jun 14 2020,COMP,0,3632385.08,0,88371.08,372707.00,775000.00,2396307.00
Jun 12 2020,COMP,0,3629337.80,0,85323.80,372707.00,775000.00,2396307.00
Jun 10 2020,COMP,0,3626290.52,0,82276.52,372707.00,775000.00,2396307.00
Jun 08 2020,COMP,0,3623243.24,0,79229.24,372707.00,775000.00,2396307.00
Jun 07 2020,COMP,0,3621719.60,0,77705.60,372707.00,775000.00,2396307.00
Jun 05 2020,COMP,0,3618672.33,0,74658.33,372707.00,775000.00,2396307.00
Jun 03 2020,COMP,0,3615625.05,0,71611.05,372707.00,775000.00,2396307.00
Jun 01 2020,COMP,0,3612577.77,0,68563.77,372707.00,775000.00,2396307.00
May 30 2020,COMP,0,3609530.49,0,65516.49,372707.00,775000.00,2396307.00
May 29 2020,COMP,0,3608006.85,0,63992.85,372707.00,775000.00,2396307.00
May 27 2020,COMP,0,3604959.57,0,60945.57,372707.00,775000.00,2396307.00
May 25 2020,COMP,0,3601912.29,0,57898.29,372707.00,775000.00,2396307.00
