Date,Symbol,Available Supply,Unlocked Supply,Liquidity Incentives,Team,Investors,Ecosystem Fund,Advisors,Liquidity Bootstrapping
Aug 30 2028,PENDLE,365664863.07,365664863.07,141833364.07,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 26 2028,PENDLE,365614458.72,365614458.72,141782959.72,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 22 2028,PENDLE,365564054.37,365564054.37,141732555.37,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 18 2028,PENDLE,365513650.02,365513650.02,141682151.02,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 14 2028,PENDLE,365463245.67,365463245.67,141631746.67,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 10 2028,PENDLE,365412841.31,365412841.31,141581342.31,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 06 2028,PENDLE,365362436.96,365362436.96,141530937.96,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 02 2028,PENDLE,365312032.61,365312032.61,141480533.61,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 29 2028,PENDLE,365261628.26,365261628.26,141430129.26,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 25 2028,PENDLE,365211223.91,365211223.91,141379724.91,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 21 2028,PENDLE,365160819.56,365160819.56,141329320.56,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 17 2028,PENDLE,365110415.21,365110415.21,141278916.21,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 13 2028,PENDLE,365060010.85,365060010.85,141228511.85,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 09 2028,PENDLE,365009606.50,365009606.50,141178107.50,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 05 2028,PENDLE,364959202.15,364959202.15,141127703.15,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 01 2028,PENDLE,364908797.80,364908797.80,141077298.80,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 28 2028,PENDLE,364870994.53,364870994.53,141039495.53,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 24 2028,PENDLE,364820590.18,364820590.18,140989091.18,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 20 2028,PENDLE,364770185.83,364770185.83,140938686.83,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 16 2028,PENDLE,364719781.48,364719781.48,140888282.48,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 12 2028,PENDLE,364669377.13,364669377.13,140837878.13,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 08 2028,PENDLE,364618972.78,364618972.78,140787473.78,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 04 2028,PENDLE,364568568.42,364568568.42,140737069.42,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 31 2028,PENDLE,364518164.07,364518164.07,140686665.07,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 27 2028,PENDLE,364467759.72,364467759.72,140636260.72,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 23 2028,PENDLE,364417355.37,364417355.37,140585856.37,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 19 2028,PENDLE,364366951.02,364366951.02,140535452.02,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 15 2028,PENDLE,364316546.67,364316546.67,140485047.67,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 11 2028,PENDLE,364266142.32,364266142.32,140434643.32,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 07 2028,PENDLE,364215737.96,364215737.96,140384238.96,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 03 2028,PENDLE,364165333.61,364165333.61,140333834.61,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 29 2028,PENDLE,364114929.26,364114929.26,140283430.26,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 25 2028,PENDLE,364064524.91,364064524.91,140233025.91,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 21 2028,PENDLE,364014120.56,364014120.56,140182621.56,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 17 2028,PENDLE,363963716.21,363963716.21,140132217.21,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 13 2028,PENDLE,363913311.85,363913311.85,140081812.85,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 09 2028,PENDLE,363862907.50,363862907.50,140031408.50,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 05 2028,PENDLE,363812503.15,363812503.15,139981004.15,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 01 2028,PENDLE,363762098.80,363762098.80,139930599.80,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Mar 28 2028,PENDLE,363711694.45,363711694.45,139880195.45,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Mar 24 2028,PENDLE,363661290.10,363661290.10,139829791.10,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Mar 20 2028,PENDLE,363610885.74,363610885.74,139779386.74,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Mar 16 2028,PENDLE,363560481.39,363560481.39,139728982.39,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Mar 12 2028,PENDLE,363510077.04,363510077.04,139678578.04,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Mar 08 2028,PENDLE,363459672.69,363459672.69,139628173.69,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Mar 04 2028,PENDLE,363409268.34,363409268.34,139577769.34,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Feb 29 2028,PENDLE,363358863.99,363358863.99,139527364.99,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Feb 26 2028,PENDLE,363321060.72,363321060.72,139489561.72,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Feb 22 2028,PENDLE,363270656.37,363270656.37,139439157.37,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Feb 18 2028,PENDLE,363220252.02,363220252.02,139388753.02,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Feb 14 2028,PENDLE,363169847.67,363169847.67,139338348.67,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Feb 10 2028,PENDLE,363119443.32,363119443.32,139287944.32,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Feb 06 2028,PENDLE,363069038.96,363069038.96,139237539.96,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Feb 02 2028,PENDLE,363018634.61,363018634.61,139187135.61,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jan 29 2028,PENDLE,362968230.26,362968230.26,139136731.26,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jan 25 2028,PENDLE,362917825.91,362917825.91,139086326.91,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jan 21 2028,PENDLE,362867421.56,362867421.56,139035922.56,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jan 17 2028,PENDLE,362817017.21,362817017.21,138985518.21,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jan 13 2028,PENDLE,362766612.85,362766612.85,138935113.85,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jan 09 2028,PENDLE,362716208.50,362716208.50,138884709.50,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jan 05 2028,PENDLE,362665804.15,362665804.15,138834305.15,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jan 01 2028,PENDLE,362615399.80,362615399.80,138783900.80,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Dec 28 2027,PENDLE,362564995.45,362564995.45,138733496.45,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Dec 24 2027,PENDLE,362514591.10,362514591.10,138683092.10,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Dec 20 2027,PENDLE,362464186.74,362464186.74,138632687.74,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Dec 16 2027,PENDLE,362413782.39,362413782.39,138582283.39,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Dec 12 2027,PENDLE,362363378.04,362363378.04,138531879.04,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Dec 08 2027,PENDLE,362312973.69,362312973.69,138481474.69,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Dec 04 2027,PENDLE,362262569.34,362262569.34,138431070.34,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Nov 30 2027,PENDLE,362212164.99,362212164.99,138380665.99,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Nov 26 2027,PENDLE,362161760.63,362161760.63,138330261.63,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Nov 22 2027,PENDLE,362111356.28,362111356.28,138279857.28,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Nov 18 2027,PENDLE,362060951.93,362060951.93,138229452.93,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Nov 14 2027,PENDLE,362010547.58,362010547.58,138179048.58,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Nov 10 2027,PENDLE,361960143.23,361960143.23,138128644.23,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Nov 06 2027,PENDLE,361909738.88,361909738.88,138078239.88,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Nov 02 2027,PENDLE,361859334.52,361859334.52,138027835.52,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Oct 30 2027,PENDLE,361821531.26,361821531.26,137990032.26,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Oct 26 2027,PENDLE,361771126.91,361771126.91,137939627.91,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Oct 22 2027,PENDLE,361720722.56,361720722.56,137889223.56,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Oct 18 2027,PENDLE,361670318.21,361670318.21,137838819.21,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Oct 14 2027,PENDLE,361619913.85,361619913.85,137788414.85,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Oct 10 2027,PENDLE,361569509.50,361569509.50,137738010.50,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Oct 06 2027,PENDLE,361519105.15,361519105.15,137687606.15,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Oct 02 2027,PENDLE,361468700.80,361468700.80,137637201.80,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Sep 28 2027,PENDLE,361418296.45,361418296.45,137586797.45,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Sep 24 2027,PENDLE,361367892.10,361367892.10,137536393.10,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Sep 20 2027,PENDLE,361317487.74,361317487.74,137485988.74,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Sep 16 2027,PENDLE,361267083.39,361267083.39,137435584.39,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Sep 12 2027,PENDLE,361216679.04,361216679.04,137385180.04,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Sep 08 2027,PENDLE,361166274.69,361166274.69,137334775.69,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Sep 04 2027,PENDLE,361115870.34,361115870.34,137284371.34,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 31 2027,PENDLE,361065465.99,361065465.99,137233966.99,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 27 2027,PENDLE,361015061.64,361015061.64,137183562.64,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 23 2027,PENDLE,360964657.28,360964657.28,137133158.28,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 19 2027,PENDLE,360914252.93,360914252.93,137082753.93,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 15 2027,PENDLE,360863848.58,360863848.58,137032349.58,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 11 2027,PENDLE,360813444.23,360813444.23,136981945.23,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 07 2027,PENDLE,360763039.88,360763039.88,136931540.88,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 03 2027,PENDLE,360712635.53,360712635.53,136881136.53,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 30 2027,PENDLE,360662231.17,360662231.17,136830732.17,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 26 2027,PENDLE,360611826.82,360611826.82,136780327.82,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 22 2027,PENDLE,360561422.47,360561422.47,136729923.47,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 18 2027,PENDLE,360511018.12,360511018.12,136679519.12,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 14 2027,PENDLE,360460613.77,360460613.77,136629114.77,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 10 2027,PENDLE,360410209.42,360410209.42,136578710.42,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 06 2027,PENDLE,360359805.06,360359805.06,136528306.06,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 02 2027,PENDLE,360309400.71,360309400.71,136477901.71,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 29 2027,PENDLE,360271597.45,360271597.45,136440098.45,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 25 2027,PENDLE,360221193.10,360221193.10,136389694.10,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 21 2027,PENDLE,360170788.75,360170788.75,136339289.75,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 17 2027,PENDLE,360120384.39,360120384.39,136288885.39,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 13 2027,PENDLE,360069980.04,360069980.04,136238481.04,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 09 2027,PENDLE,360019575.69,360019575.69,136188076.69,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 05 2027,PENDLE,359969171.34,359969171.34,136137672.34,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 01 2027,PENDLE,359918766.99,359918766.99,136087267.99,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 28 2027,PENDLE,359868362.64,359868362.64,136036863.64,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 24 2027,PENDLE,359817958.28,359817958.28,135986459.28,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 20 2027,PENDLE,359767553.93,359767553.93,135936054.93,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 16 2027,PENDLE,359717149.58,359717149.58,135885650.58,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 12 2027,PENDLE,359666745.23,359666745.23,135835246.23,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 08 2027,PENDLE,359616340.88,359616340.88,135784841.88,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 04 2027,PENDLE,359565936.53,359565936.53,135734437.53,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 30 2027,PENDLE,359515532.17,359515532.17,135684033.17,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 26 2027,PENDLE,359465127.82,359465127.82,135633628.82,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 22 2027,PENDLE,359414723.47,359414723.47,135583224.47,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 18 2027,PENDLE,359364319.12,359364319.12,135532820.12,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 14 2027,PENDLE,359313914.77,359313914.77,135482415.77,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 10 2027,PENDLE,359263510.42,359263510.42,135432011.42,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 06 2027,PENDLE,359213106.06,359213106.06,135381607.06,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 02 2027,PENDLE,359162701.71,359162701.71,135331202.71,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Mar 29 2027,PENDLE,359112297.36,359112297.36,135280798.36,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Mar 25 2027,PENDLE,359061893.01,359061893.01,135230394.01,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Mar 21 2027,PENDLE,359011488.66,359011488.66,135179989.66,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Mar 17 2027,PENDLE,358961084.31,358961084.31,135129585.31,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Mar 13 2027,PENDLE,358910679.95,358910679.95,135079180.95,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Mar 09 2027,PENDLE,358860275.60,358860275.60,135028776.60,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Mar 05 2027,PENDLE,358809871.25,358809871.25,134978372.25,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Mar 01 2027,PENDLE,358759466.90,358759466.90,134927967.90,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Feb 26 2027,PENDLE,358721663.64,358721663.64,134890164.64,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Feb 22 2027,PENDLE,358671259.28,358671259.28,134839760.28,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Feb 18 2027,PENDLE,358620854.93,358620854.93,134789355.93,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Feb 14 2027,PENDLE,358570450.58,358570450.58,134738951.58,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Feb 10 2027,PENDLE,358520046.23,358520046.23,134688547.23,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Feb 06 2027,PENDLE,358469641.88,358469641.88,134638142.88,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Feb 02 2027,PENDLE,358419237.53,358419237.53,134587738.53,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jan 29 2027,PENDLE,358368833.17,358368833.17,134537334.17,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jan 25 2027,PENDLE,358318428.82,358318428.82,134486929.82,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jan 21 2027,PENDLE,358268024.47,358268024.47,134436525.47,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jan 17 2027,PENDLE,358217620.12,358217620.12,134386121.12,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jan 13 2027,PENDLE,358167215.77,358167215.77,134335716.77,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jan 09 2027,PENDLE,358116811.42,358116811.42,134285312.42,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jan 05 2027,PENDLE,358066407.06,358066407.06,134234908.06,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jan 01 2027,PENDLE,358016002.71,358016002.71,134184503.71,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Dec 28 2026,PENDLE,357965598.36,357965598.36,134134099.36,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Dec 24 2026,PENDLE,357915194.01,357915194.01,134083695.01,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Dec 20 2026,PENDLE,357864789.66,357864789.66,134033290.66,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Dec 16 2026,PENDLE,357814385.31,357814385.31,133982886.31,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Dec 12 2026,PENDLE,357763980.95,357763980.95,133932481.95,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Dec 08 2026,PENDLE,357713576.60,357713576.60,133882077.60,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Dec 04 2026,PENDLE,357663172.25,357663172.25,133831673.25,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Nov 30 2026,PENDLE,357612767.90,357612767.90,133781268.90,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Nov 26 2026,PENDLE,357562363.55,357562363.55,133730864.55,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Nov 22 2026,PENDLE,357511959.20,357511959.20,133680460.20,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Nov 18 2026,PENDLE,357461554.85,357461554.85,133630055.85,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Nov 14 2026,PENDLE,357411150.49,357411150.49,133579651.49,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Nov 10 2026,PENDLE,357360746.14,357360746.14,133529247.14,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Nov 06 2026,PENDLE,357310341.79,357310341.79,133478842.79,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Nov 02 2026,PENDLE,357259937.44,357259937.44,133428438.44,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Oct 29 2026,PENDLE,357209533.09,357209533.09,133378034.09,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Oct 26 2026,PENDLE,357171729.82,357171729.82,133340230.82,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Oct 22 2026,PENDLE,357121325.47,357121325.47,133289826.47,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Oct 18 2026,PENDLE,357070921.12,357070921.12,133239422.12,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Oct 14 2026,PENDLE,357020516.77,357020516.77,133189017.77,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Oct 10 2026,PENDLE,356970112.42,356970112.42,133138613.42,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Oct 06 2026,PENDLE,356919708.07,356919708.07,133088209.07,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Oct 02 2026,PENDLE,356869303.71,356869303.71,133037804.71,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Sep 28 2026,PENDLE,356818899.36,356818899.36,132987400.36,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Sep 24 2026,PENDLE,356768495.01,356768495.01,132936996.01,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Sep 20 2026,PENDLE,356718090.66,356718090.66,132886591.66,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Sep 16 2026,PENDLE,356667686.31,356667686.31,132836187.31,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Sep 12 2026,PENDLE,356617281.96,356617281.96,132785782.96,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Sep 08 2026,PENDLE,356566877.60,356566877.60,132735378.60,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Sep 04 2026,PENDLE,356516473.25,356516473.25,132684974.25,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 31 2026,PENDLE,356466068.90,356466068.90,132634569.90,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 27 2026,PENDLE,356415664.55,356415664.55,132584165.55,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 23 2026,PENDLE,356365260.20,356365260.20,132533761.20,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 19 2026,PENDLE,356314855.85,356314855.85,132483356.85,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 15 2026,PENDLE,356264451.49,356264451.49,132432952.49,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 11 2026,PENDLE,356214047.14,356214047.14,132382548.14,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 07 2026,PENDLE,356163642.79,356163642.79,132332143.79,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Aug 03 2026,PENDLE,356113238.44,356113238.44,132281739.44,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 30 2026,PENDLE,356062834.09,356062834.09,132231335.09,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 26 2026,PENDLE,356012429.74,356012429.74,132180930.74,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 22 2026,PENDLE,355962025.38,355962025.38,132130526.38,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 18 2026,PENDLE,355911621.03,355911621.03,132080122.03,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 14 2026,PENDLE,355861216.68,355861216.68,132029717.68,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 10 2026,PENDLE,355810812.33,355810812.33,131979313.33,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 06 2026,PENDLE,355760407.98,355760407.98,131928908.98,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jul 02 2026,PENDLE,355710003.63,355710003.63,131878504.63,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 29 2026,PENDLE,355672200.36,355672200.36,131840701.36,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 25 2026,PENDLE,355621796.01,355621796.01,131790297.01,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 21 2026,PENDLE,355571391.66,355571391.66,131739892.66,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 17 2026,PENDLE,355520987.31,355520987.31,131689488.31,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 13 2026,PENDLE,355470582.96,355470582.96,131639083.96,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 09 2026,PENDLE,355420178.60,355420178.60,131588679.60,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 05 2026,PENDLE,355369774.25,355369774.25,131538275.25,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Jun 01 2026,PENDLE,355319369.90,355319369.90,131487870.90,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 28 2026,PENDLE,355268965.55,355268965.55,131437466.55,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 24 2026,PENDLE,355218561.20,355218561.20,131387062.20,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 20 2026,PENDLE,355168156.85,355168156.85,131336657.85,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 16 2026,PENDLE,355117752.49,355117752.49,131286253.49,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 12 2026,PENDLE,355067348.14,355067348.14,131235849.14,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 08 2026,PENDLE,355016943.79,355016943.79,131185444.79,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
May 04 2026,PENDLE,354966539.44,354966539.44,131135040.44,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 30 2026,PENDLE,354916135.09,354916135.09,131084636.09,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 26 2026,PENDLE,354865310.57,354865310.57,131033811.57,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 22 2026,PENDLE,354814346.00,354814346.00,130982847.00,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 18 2026,PENDLE,354762814.00,354762814.00,130931315.00,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 14 2026,PENDLE,354711138.71,354711138.71,130879639.71,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
Apr 10 2026,PENDLE,354659033.57,354659033.57,130827534.57,55000000.00,37422304.00,46000000.00,2494820.00,82914375.00
