Date,Symbol,Available Supply,Unlocked Supply,Mining Reserve,Team,Foundation Reserve,Private Sale,Seed Sale,Advisors,Strategic Sale,Binance Launchpad Sale
Dec 08 2024,CTSI,950455606.56,950455606.56,200455606.56,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 05 2024,CTSI,950039147.54,950039147.54,200039147.54,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 03 2024,CTSI,949761508.20,949761508.20,199761508.20,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 30 2024,CTSI,949345049.18,949345049.18,199345049.18,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 28 2024,CTSI,949067409.84,949067409.84,199067409.84,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 26 2024,CTSI,948789770.49,948789770.49,198789770.49,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 23 2024,CTSI,948373311.48,948373311.48,198373311.48,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 21 2024,CTSI,948095672.13,948095672.13,198095672.13,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 18 2024,CTSI,947679213.11,947679213.11,197679213.11,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 16 2024,CTSI,947401573.77,947401573.77,197401573.77,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 14 2024,CTSI,947123934.43,947123934.43,197123934.43,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 11 2024,CTSI,946707475.41,946707475.41,196707475.41,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 09 2024,CTSI,946429836.07,946429836.07,196429836.07,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 06 2024,CTSI,946013377.05,946013377.05,196013377.05,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 04 2024,CTSI,945735737.70,945735737.70,195735737.70,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 02 2024,CTSI,945458098.36,945458098.36,195458098.36,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 30 2024,CTSI,945041639.34,945041639.34,195041639.34,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 28 2024,CTSI,944764000.00,944764000.00,194764000.00,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 25 2024,CTSI,944347540.98,944347540.98,194347540.98,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 23 2024,CTSI,944069901.64,944069901.64,194069901.64,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 21 2024,CTSI,943792262.30,943792262.30,193792262.30,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 18 2024,CTSI,943375803.28,943375803.28,193375803.28,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 16 2024,CTSI,943098163.93,943098163.93,193098163.93,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 13 2024,CTSI,942681704.92,942681704.92,192681704.92,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 11 2024,CTSI,942404065.57,942404065.57,192404065.57,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 09 2024,CTSI,942126426.23,942126426.23,192126426.23,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 06 2024,CTSI,941709967.21,941709967.21,191709967.21,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 04 2024,CTSI,941432327.87,941432327.87,191432327.87,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 01 2024,CTSI,941015868.85,941015868.85,191015868.85,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 29 2024,CTSI,940738229.51,940738229.51,190738229.51,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 27 2024,CTSI,940460590.16,940460590.16,190460590.16,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 24 2024,CTSI,940044131.15,940044131.15,190044131.15,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 22 2024,CTSI,939766491.80,939766491.80,189766491.80,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 19 2024,CTSI,939350032.79,939350032.79,189350032.79,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 17 2024,CTSI,939072393.44,939072393.44,189072393.44,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 15 2024,CTSI,938794754.10,938794754.10,188794754.10,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 12 2024,CTSI,938378295.08,938378295.08,188378295.08,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 10 2024,CTSI,938100655.74,938100655.74,188100655.74,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 08 2024,CTSI,937823016.39,937823016.39,187823016.39,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 05 2024,CTSI,937406557.38,937406557.38,187406557.38,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 03 2024,CTSI,937128918.03,937128918.03,187128918.03,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 31 2024,CTSI,936712459.02,936712459.02,186712459.02,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 29 2024,CTSI,936434819.67,936434819.67,186434819.67,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 27 2024,CTSI,936157180.33,936157180.33,186157180.33,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 24 2024,CTSI,935740721.31,935740721.31,185740721.31,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 22 2024,CTSI,935463081.97,935463081.97,185463081.97,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 19 2024,CTSI,935046622.95,935046622.95,185046622.95,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 17 2024,CTSI,934768983.61,934768983.61,184768983.61,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 15 2024,CTSI,934491344.26,934491344.26,184491344.26,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 12 2024,CTSI,934074885.25,934074885.25,184074885.25,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 10 2024,CTSI,933797245.90,933797245.90,183797245.90,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 07 2024,CTSI,933380786.89,933380786.89,183380786.89,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 05 2024,CTSI,933103147.54,933103147.54,183103147.54,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 03 2024,CTSI,932825508.20,932825508.20,182825508.20,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 31 2024,CTSI,932409049.18,932409049.18,182409049.18,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 29 2024,CTSI,932131409.84,932131409.84,182131409.84,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 26 2024,CTSI,931714950.82,931714950.82,181714950.82,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 24 2024,CTSI,931437311.48,931437311.48,181437311.48,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 22 2024,CTSI,931159672.13,931159672.13,181159672.13,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 19 2024,CTSI,930743213.11,930743213.11,180743213.11,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 17 2024,CTSI,930465573.77,930465573.77,180465573.77,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 14 2024,CTSI,930049114.75,930049114.75,180049114.75,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 12 2024,CTSI,929771475.41,929771475.41,179771475.41,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 10 2024,CTSI,929493836.07,929493836.07,179493836.07,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 07 2024,CTSI,929077377.05,929077377.05,179077377.05,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 05 2024,CTSI,928799737.70,928799737.70,178799737.70,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 02 2024,CTSI,928383278.69,928383278.69,178383278.69,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 30 2024,CTSI,928105639.34,928105639.34,178105639.34,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 28 2024,CTSI,927828000.00,927828000.00,177828000.00,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 25 2024,CTSI,927411540.98,927411540.98,177411540.98,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 23 2024,CTSI,927133901.64,927133901.64,177133901.64,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 20 2024,CTSI,926717442.62,926717442.62,176717442.62,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 18 2024,CTSI,926439803.28,926439803.28,176439803.28,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 16 2024,CTSI,926162163.93,926162163.93,176162163.93,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 13 2024,CTSI,925745704.92,925745704.92,175745704.92,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 11 2024,CTSI,925468065.57,925468065.57,175468065.57,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 08 2024,CTSI,925051606.56,925051606.56,175051606.56,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 06 2024,CTSI,924773967.21,924773967.21,174773967.21,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 04 2024,CTSI,924496327.87,924496327.87,174496327.87,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 01 2024,CTSI,924079868.85,924079868.85,174079868.85,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 30 2024,CTSI,923802229.51,923802229.51,173802229.51,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 27 2024,CTSI,923385770.49,923385770.49,173385770.49,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 25 2024,CTSI,923108131.15,923108131.15,173108131.15,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 23 2024,CTSI,922830491.80,922830491.80,172830491.80,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 20 2024,CTSI,922414032.79,922414032.79,172414032.79,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 18 2024,CTSI,922136393.44,922136393.44,172136393.44,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 15 2024,CTSI,921719934.43,921719934.43,171719934.43,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 13 2024,CTSI,921442295.08,921442295.08,171442295.08,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 11 2024,CTSI,921164655.74,921164655.74,171164655.74,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 08 2024,CTSI,920748196.72,920748196.72,170748196.72,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 06 2024,CTSI,920470557.38,920470557.38,170470557.38,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 03 2024,CTSI,920054098.36,920054098.36,170054098.36,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 01 2024,CTSI,919776459.02,919776459.02,169776459.02,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 29 2024,CTSI,919498819.67,919498819.67,169498819.67,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 26 2024,CTSI,919082360.66,919082360.66,169082360.66,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 24 2024,CTSI,918804721.31,918804721.31,168804721.31,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 21 2024,CTSI,896959689.30,896959689.30,168388262.30,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 19 2024,CTSI,896682049.95,896682049.95,168110622.95,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 17 2024,CTSI,896404410.61,896404410.61,167832983.61,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 14 2024,CTSI,895987951.59,895987951.59,167416524.59,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 12 2024,CTSI,895710312.25,895710312.25,167138885.25,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 09 2024,CTSI,895293853.23,895293853.23,166722426.23,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 07 2024,CTSI,895016213.89,895016213.89,166444786.89,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 05 2024,CTSI,894738574.54,894738574.54,166167147.54,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 02 2024,CTSI,894322115.52,894322115.52,165750688.52,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 31 2024,CTSI,894044476.18,894044476.18,165473049.18,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 28 2024,CTSI,0,893628017.16,165056590.16,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 26 2024,CTSI,0,893350377.82,164778950.82,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 24 2024,CTSI,0,893072738.48,164501311.48,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 21 2024,CTSI,0,892656279.46,164084852.46,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 19 2024,CTSI,0,892378640.11,163807213.11,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 16 2024,CTSI,0,891962181.10,163390754.10,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 14 2024,CTSI,0,891684541.75,163113114.75,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 12 2024,CTSI,0,891406902.41,162835475.41,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 09 2024,CTSI,0,890990443.39,162419016.39,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 07 2024,CTSI,0,890712804.05,162141377.05,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 04 2024,CTSI,0,890296345.03,161724918.03,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 02 2024,CTSI,0,890018705.69,161447278.69,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 29 2024,CTSI,0,889741066.34,161169639.34,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 26 2024,CTSI,0,889324607.33,160753180.33,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 24 2024,CTSI,0,889046967.98,160475540.98,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 21 2024,CTSI,0,888630508.97,160059081.97,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 19 2024,CTSI,0,888352869.62,159781442.62,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 17 2024,CTSI,0,888075230.28,159503803.28,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 14 2024,CTSI,0,887658771.26,159087344.26,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 12 2024,CTSI,0,887381131.92,158809704.92,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 09 2024,CTSI,0,886964672.90,158393245.90,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 07 2024,CTSI,0,886687033.56,158115606.56,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 05 2024,CTSI,0,886409394.21,157837967.21,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 02 2024,CTSI,0,885992935.20,157421508.20,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 31 2024,CTSI,0,885715295.85,157143868.85,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 28 2024,CTSI,0,885298836.84,156727409.84,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 26 2024,CTSI,0,885021197.49,156449770.49,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 24 2024,CTSI,0,884743558.15,156172131.15,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 21 2024,CTSI,0,884327099.13,155755672.13,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 19 2024,CTSI,0,884049459.79,155478032.79,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 16 2024,CTSI,0,883633000.77,155061573.77,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 14 2024,CTSI,0,883355361.43,154783934.43,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 12 2024,CTSI,0,883077722.08,154506295.08,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 09 2024,CTSI,0,882661263.07,154089836.07,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 07 2024,CTSI,0,882383623.72,153812196.72,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 04 2024,CTSI,0,881967164.70,153395737.70,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 02 2024,CTSI,0,881689525.36,153118098.36,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 31 2023,CTSI,0,881411886.02,152840459.02,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 28 2023,CTSI,0,880995427.00,152424000.00,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 26 2023,CTSI,0,880717787.66,152146360.66,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 23 2023,CTSI,0,880301328.64,151729901.64,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 21 2023,CTSI,0,880023689.30,151452262.30,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 19 2023,CTSI,0,879746049.95,151174622.95,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 16 2023,CTSI,0,879329590.93,150758163.93,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 14 2023,CTSI,0,879051951.59,150480524.59,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 11 2023,CTSI,0,878635492.57,150064065.57,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 09 2023,CTSI,0,878357853.23,149786426.23,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 07 2023,CTSI,0,878080213.89,149508786.89,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 04 2023,CTSI,0,877663754.87,149092327.87,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 02 2023,CTSI,0,877386115.52,148814688.52,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 29 2023,CTSI,0,876969656.51,148398229.51,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 27 2023,CTSI,0,876692017.16,148120590.16,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 25 2023,CTSI,0,876414377.82,147842950.82,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 22 2023,CTSI,0,875997918.80,147426491.80,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 20 2023,CTSI,0,875720279.46,147148852.46,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 17 2023,CTSI,0,875303820.44,146732393.44,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 15 2023,CTSI,0,875026181.10,146454754.10,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 13 2023,CTSI,0,874748541.75,146177114.75,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 10 2023,CTSI,0,874332082.74,145760655.74,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 08 2023,CTSI,0,874054443.39,145483016.39,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 05 2023,CTSI,0,873637984.38,145066557.38,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 03 2023,CTSI,0,873360345.03,144788918.03,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 01 2023,CTSI,0,873082705.69,144511278.69,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 29 2023,CTSI,0,872666246.67,144094819.67,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 27 2023,CTSI,0,872388607.33,143817180.33,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 24 2023,CTSI,0,871972148.31,143400721.31,128571427.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 22 2023,CTSI,0,850265936.97,143123081.97,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 20 2023,CTSI,0,849988297.62,142845442.62,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 17 2023,CTSI,0,849571838.61,142428983.61,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 15 2023,CTSI,0,849294199.26,142151344.26,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 12 2023,CTSI,0,848877740.25,141734885.25,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 10 2023,CTSI,0,848600100.90,141457245.90,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 08 2023,CTSI,0,848322461.56,141179606.56,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 05 2023,CTSI,0,847906002.54,140763147.54,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 03 2023,CTSI,0,847628363.20,140485508.20,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 30 2023,CTSI,0,847211904.18,140069049.18,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 28 2023,CTSI,0,846934264.84,139791409.84,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 26 2023,CTSI,0,846656625.49,139513770.49,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 23 2023,CTSI,0,846240166.48,139097311.48,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 21 2023,CTSI,0,845962527.13,138819672.13,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 18 2023,CTSI,0,845546068.11,138403213.11,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 16 2023,CTSI,0,845268428.77,138125573.77,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 14 2023,CTSI,0,844990789.43,137847934.43,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 11 2023,CTSI,0,844574330.41,137431475.41,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 09 2023,CTSI,0,844296691.07,137153836.07,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 06 2023,CTSI,0,843880232.05,136737377.05,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 04 2023,CTSI,0,843602592.70,136459737.70,107142855.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
