Date,Symbol,Available Supply,Unlocked Supply,Mining Reserve,Team,Foundation Reserve,Private Sale,Seed Sale,Advisors,Strategic Sale,Binance Launchpad Sale
Dec 10 2025,CTSI,1000000000.00,1000000000.00,250000000.00,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 07 2025,CTSI,1000000000.00,1000000000.00,250000000.00,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 05 2025,CTSI,1000000000.00,1000000000.00,250000000.00,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 03 2025,CTSI,1000000000.00,1000000000.00,250000000.00,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 30 2025,CTSI,1000000000.00,1000000000.00,250000000.00,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 28 2025,CTSI,999933599.67,999933599.67,249933599.67,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 25 2025,CTSI,999515999.67,999515999.67,249515999.67,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 23 2025,CTSI,999237599.68,999237599.68,249237599.68,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 21 2025,CTSI,998959199.68,998959199.68,248959199.68,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 18 2025,CTSI,998541599.69,998541599.69,248541599.69,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 16 2025,CTSI,998263199.69,998263199.69,248263199.69,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 13 2025,CTSI,997845599.70,997845599.70,247845599.70,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 11 2025,CTSI,997567199.70,997567199.70,247567199.70,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 09 2025,CTSI,997288799.71,997288799.71,247288799.71,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 06 2025,CTSI,996871199.72,996871199.72,246871199.72,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 04 2025,CTSI,996592799.72,996592799.72,246592799.72,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Nov 01 2025,CTSI,996175199.73,996175199.73,246175199.73,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 30 2025,CTSI,995896799.73,995896799.73,245896799.73,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 28 2025,CTSI,995618399.74,995618399.74,245618399.74,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 25 2025,CTSI,995200799.74,995200799.74,245200799.74,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 23 2025,CTSI,994922399.75,994922399.75,244922399.75,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 20 2025,CTSI,994504799.75,994504799.75,244504799.75,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 18 2025,CTSI,994226399.76,994226399.76,244226399.76,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 16 2025,CTSI,993947999.76,993947999.76,243947999.76,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 13 2025,CTSI,993530399.77,993530399.77,243530399.77,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 11 2025,CTSI,993251999.77,993251999.77,243251999.77,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 08 2025,CTSI,992834399.78,992834399.78,242834399.78,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 06 2025,CTSI,992555999.78,992555999.78,242555999.78,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 04 2025,CTSI,992277599.79,992277599.79,242277599.79,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Oct 01 2025,CTSI,991859999.79,991859999.79,241859999.79,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 29 2025,CTSI,991581599.80,991581599.80,241581599.80,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 26 2025,CTSI,991163999.80,991163999.80,241163999.80,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 24 2025,CTSI,990885599.81,990885599.81,240885599.81,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 22 2025,CTSI,990607199.81,990607199.81,240607199.81,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 19 2025,CTSI,990189599.82,990189599.82,240189599.82,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 17 2025,CTSI,989911199.82,989911199.82,239911199.82,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 14 2025,CTSI,989493599.83,989493599.83,239493599.83,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 12 2025,CTSI,989215199.83,989215199.83,239215199.83,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 10 2025,CTSI,988936799.84,988936799.84,238936799.84,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 07 2025,CTSI,988519199.85,988519199.85,238519199.85,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 05 2025,CTSI,988240799.85,988240799.85,238240799.85,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Sep 02 2025,CTSI,987823199.86,987823199.86,237823199.86,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 31 2025,CTSI,987544799.86,987544799.86,237544799.86,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 29 2025,CTSI,987266399.87,987266399.87,237266399.87,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 26 2025,CTSI,986848799.87,986848799.87,236848799.87,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 24 2025,CTSI,986570399.88,986570399.88,236570399.88,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 21 2025,CTSI,986152799.88,986152799.88,236152799.88,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 19 2025,CTSI,985874399.89,985874399.89,235874399.89,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 17 2025,CTSI,985595999.89,985595999.89,235595999.89,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 14 2025,CTSI,985178399.90,985178399.90,235178399.90,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 12 2025,CTSI,984899999.90,984899999.90,234899999.90,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 09 2025,CTSI,984482399.91,984482399.91,234482399.91,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 07 2025,CTSI,984203999.91,984203999.91,234203999.91,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 05 2025,CTSI,983925599.92,983925599.92,233925599.92,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Aug 02 2025,CTSI,983507999.92,983507999.92,233507999.92,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 31 2025,CTSI,983229599.93,983229599.93,233229599.93,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 28 2025,CTSI,982811999.93,982811999.93,232811999.93,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 26 2025,CTSI,982533599.94,982533599.94,232533599.94,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 24 2025,CTSI,982255199.94,982255199.94,232255199.94,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 21 2025,CTSI,981837599.95,981837599.95,231837599.95,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 19 2025,CTSI,981559199.95,981559199.95,231559199.95,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 16 2025,CTSI,981141599.96,981141599.96,231141599.96,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 14 2025,CTSI,980863199.97,980863199.97,230863199.97,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 12 2025,CTSI,980584799.97,980584799.97,230584799.97,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 09 2025,CTSI,980167199.98,980167199.98,230167199.98,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 07 2025,CTSI,979888799.98,979888799.98,229888799.98,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 04 2025,CTSI,979471199.99,979471199.99,229471199.99,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jul 02 2025,CTSI,979192799.99,979192799.99,229192799.99,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 30 2025,CTSI,978914400.00,978914400.00,228914400.00,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 27 2025,CTSI,978496417.58,978496417.58,228496417.58,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 25 2025,CTSI,978217252.75,978217252.75,228217252.75,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 22 2025,CTSI,977798505.49,977798505.49,227798505.49,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 20 2025,CTSI,977519340.66,977519340.66,227519340.66,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 18 2025,CTSI,977240175.82,977240175.82,227240175.82,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 15 2025,CTSI,976821428.57,976821428.57,226821428.57,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 13 2025,CTSI,976542263.74,976542263.74,226542263.74,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 10 2025,CTSI,976123516.48,976123516.48,226123516.48,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 08 2025,CTSI,975844351.65,975844351.65,225844351.65,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 06 2025,CTSI,975565186.81,975565186.81,225565186.81,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 03 2025,CTSI,975146439.56,975146439.56,225146439.56,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jun 01 2025,CTSI,974867274.73,974867274.73,224867274.73,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 29 2025,CTSI,974448527.47,974448527.47,224448527.47,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 27 2025,CTSI,974169362.64,974169362.64,224169362.64,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 25 2025,CTSI,973890197.80,973890197.80,223890197.80,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 22 2025,CTSI,973471450.55,973471450.55,223471450.55,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 20 2025,CTSI,973192285.71,973192285.71,223192285.71,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 17 2025,CTSI,972773538.46,972773538.46,222773538.46,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 15 2025,CTSI,972494373.63,972494373.63,222494373.63,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 13 2025,CTSI,972215208.79,972215208.79,222215208.79,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 10 2025,CTSI,971796461.54,971796461.54,221796461.54,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 08 2025,CTSI,971517296.70,971517296.70,221517296.70,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 05 2025,CTSI,971098549.45,971098549.45,221098549.45,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 03 2025,CTSI,970819384.62,970819384.62,220819384.62,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
May 01 2025,CTSI,970540219.78,970540219.78,220540219.78,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 28 2025,CTSI,970121472.53,970121472.53,220121472.53,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 26 2025,CTSI,969842307.69,969842307.69,219842307.69,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 23 2025,CTSI,969423560.44,969423560.44,219423560.44,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 21 2025,CTSI,969144395.60,969144395.60,219144395.60,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 19 2025,CTSI,968865230.77,968865230.77,218865230.77,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 16 2025,CTSI,968446483.52,968446483.52,218446483.52,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 14 2025,CTSI,968167318.68,968167318.68,218167318.68,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 11 2025,CTSI,967748571.43,967748571.43,217748571.43,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 09 2025,CTSI,967469406.59,967469406.59,217469406.59,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 07 2025,CTSI,967190241.76,967190241.76,217190241.76,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 04 2025,CTSI,966771494.51,966771494.51,216771494.51,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Apr 02 2025,CTSI,966492329.67,966492329.67,216492329.67,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 30 2025,CTSI,966073582.42,966073582.42,216073582.42,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 28 2025,CTSI,965794417.58,965794417.58,215794417.58,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 26 2025,CTSI,965515252.75,965515252.75,215515252.75,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 23 2025,CTSI,965096505.49,965096505.49,215096505.49,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 21 2025,CTSI,964817340.66,964817340.66,214817340.66,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 18 2025,CTSI,964398593.41,964398593.41,214398593.41,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 16 2025,CTSI,964119428.57,964119428.57,214119428.57,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 14 2025,CTSI,963840263.74,963840263.74,213840263.74,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 11 2025,CTSI,963421516.48,963421516.48,213421516.48,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 09 2025,CTSI,963142351.65,963142351.65,213142351.65,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 06 2025,CTSI,962723604.40,962723604.40,212723604.40,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 04 2025,CTSI,962444439.56,962444439.56,212444439.56,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Mar 02 2025,CTSI,962165274.73,962165274.73,212165274.73,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 27 2025,CTSI,961746527.47,961746527.47,211746527.47,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 25 2025,CTSI,961467362.64,961467362.64,211467362.64,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 22 2025,CTSI,961048615.38,961048615.38,211048615.38,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 20 2025,CTSI,960769450.55,960769450.55,210769450.55,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 18 2025,CTSI,960490285.71,960490285.71,210490285.71,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 15 2025,CTSI,960071538.46,960071538.46,210071538.46,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 13 2025,CTSI,959792373.63,959792373.63,209792373.63,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 10 2025,CTSI,959373626.37,959373626.37,209373626.37,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 08 2025,CTSI,959094461.54,959094461.54,209094461.54,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 06 2025,CTSI,958815296.70,958815296.70,208815296.70,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 03 2025,CTSI,958396549.45,958396549.45,208396549.45,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Feb 01 2025,CTSI,958117384.62,958117384.62,208117384.62,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 29 2025,CTSI,957698637.36,957698637.36,207698637.36,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 27 2025,CTSI,957419472.53,957419472.53,207419472.53,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 25 2025,CTSI,957140307.69,957140307.69,207140307.69,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 22 2025,CTSI,956721560.44,956721560.44,206721560.44,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 20 2025,CTSI,956442395.60,956442395.60,206442395.60,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 17 2025,CTSI,956023648.35,956023648.35,206023648.35,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 15 2025,CTSI,955744483.52,955744483.52,205744483.52,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 13 2025,CTSI,955465318.68,955465318.68,205465318.68,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 10 2025,CTSI,955046571.43,955046571.43,205046571.43,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 08 2025,CTSI,954767406.59,954767406.59,204767406.59,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 05 2025,CTSI,954348659.34,954348659.34,204348659.34,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 03 2025,CTSI,954069494.51,954069494.51,204069494.51,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Jan 01 2025,CTSI,953790329.67,953790329.67,203790329.67,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 29 2024,CTSI,953371582.42,953371582.42,203371582.42,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 27 2024,CTSI,953093180.33,953093180.33,203093180.33,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 24 2024,CTSI,952676721.31,952676721.31,202676721.31,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 22 2024,CTSI,952399081.97,952399081.97,202399081.97,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 20 2024,CTSI,952121442.62,952121442.62,202121442.62,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 17 2024,CTSI,951704983.61,951704983.61,201704983.61,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 15 2024,CTSI,951427344.26,951427344.26,201427344.26,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 12 2024,CTSI,951010885.25,951010885.25,201010885.25,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
Dec 10 2024,CTSI,950733245.90,950733245.90,200733245.90,150000000.00,402150000.00,50000000.00,20000000.00,21150000.00,6700000.00,100000000.00
