Date,Symbol,Available Supply,Unlocked Supply,Block Rewards,Interchain Foundation,Seed Contributors,Public Fund Raisers,All in Bits Inc (Tendermint Inc.),Strategic and Early Adopters
Apr 02 2020,ATOM,0,291060737.63,66784818.79,11696856.84,11998907.00,160284613.00,23690755.00,16604787.00
Mar 28 2020,ATOM,0,290593387.54,66479027.50,11535298.05,11998907.00,160284613.00,23690755.00,16604787.00
Mar 22 2020,ATOM,0,290032567.43,66112077.94,11341427.49,11998907.00,160284613.00,23690755.00,16604787.00
Mar 16 2020,ATOM,0,289471747.32,65745128.39,11147556.94,11998907.00,160284613.00,23690755.00,16604787.00
Mar 11 2020,ATOM,0,289004397.23,65439337.09,10985998.14,11998907.00,160284613.00,23690755.00,16604787.00
Mar 05 2020,ATOM,0,288443577.12,65072387.54,10792127.58,11998907.00,160284613.00,23690755.00,16604787.00
Feb 29 2020,ATOM,0,287976227.03,64766596.25,10630568.79,11998907.00,160284613.00,23690755.00,16604787.00
Feb 23 2020,ATOM,0,287415406.92,64399646.69,10436698.23,11998907.00,160284613.00,23690755.00,16604787.00
Feb 17 2020,ATOM,0,286854586.82,64032697.14,10242827.68,11998907.00,160284613.00,23690755.00,16604787.00
Feb 12 2020,ATOM,0,286387236.72,63726905.84,10081268.88,11998907.00,160284613.00,23690755.00,16604787.00
Feb 06 2020,ATOM,0,285826416.61,63359956.29,9887398.33,11998907.00,160284613.00,23690755.00,16604787.00
Jan 31 2020,ATOM,0,285265596.51,62993006.74,9693527.77,11998907.00,160284613.00,23690755.00,16604787.00
Jan 26 2020,ATOM,0,284798246.41,62687215.44,9531968.97,11998907.00,160284613.00,23690755.00,16604787.00
Jan 20 2020,ATOM,0,284237426.31,62320265.89,9338098.42,11998907.00,160284613.00,23690755.00,16604787.00
Jan 15 2020,ATOM,0,283770076.21,62014474.59,9176539.62,11998907.00,160284613.00,23690755.00,16604787.00
Jan 09 2020,ATOM,0,283209256.11,61647525.04,8982669.07,11998907.00,160284613.00,23690755.00,16604787.00
Jan 03 2020,ATOM,0,282648436.00,61280575.48,8788798.51,11998907.00,160284613.00,23690755.00,16604787.00
Dec 29 2019,ATOM,0,282181085.91,60974784.19,8627239.72,11998907.00,160284613.00,23690755.00,16604787.00
Dec 23 2019,ATOM,0,281620265.80,60607834.64,8433369.16,11998907.00,160284613.00,23690755.00,16604787.00
Dec 17 2019,ATOM,0,281059445.69,60240885.08,8239498.60,11998907.00,160284613.00,23690755.00,16604787.00
Dec 12 2019,ATOM,0,280592095.60,59935093.79,8077939.81,11998907.00,160284613.00,23690755.00,16604787.00
Dec 06 2019,ATOM,0,280031275.49,59568144.23,7884069.25,11998907.00,160284613.00,23690755.00,16604787.00
Nov 30 2019,ATOM,0,279470455.38,59201194.68,7690198.70,11998907.00,160284613.00,23690755.00,16604787.00
Nov 25 2019,ATOM,0,279003105.29,58895403.38,7528639.90,11998907.00,160284613.00,23690755.00,16604787.00
Nov 19 2019,ATOM,0,278442285.18,58528453.83,7334769.35,11998907.00,160284613.00,23690755.00,16604787.00
Nov 14 2019,ATOM,0,277974935.09,58222662.54,7173210.55,11998907.00,160284613.00,23690755.00,16604787.00
Nov 08 2019,ATOM,0,277414114.98,57855712.98,6979339.99,11998907.00,160284613.00,23690755.00,16604787.00
Nov 02 2019,ATOM,0,276853294.87,57488763.43,6785469.44,11998907.00,160284613.00,23690755.00,16604787.00
Oct 28 2019,ATOM,0,276385944.78,57182972.13,6623910.64,11998907.00,160284613.00,23690755.00,16604787.00
Oct 22 2019,ATOM,0,275825124.67,56816022.58,6430040.09,11998907.00,160284613.00,23690755.00,16604787.00
Oct 16 2019,ATOM,0,275264304.56,56449073.03,6236169.53,11998907.00,160284613.00,23690755.00,16604787.00
Oct 11 2019,ATOM,0,274796954.47,56143281.73,6074610.74,11998907.00,160284613.00,23690755.00,16604787.00
Oct 05 2019,ATOM,0,274236134.36,55776332.18,5880740.18,11998907.00,160284613.00,23690755.00,16604787.00
Sep 30 2019,ATOM,0,273768784.27,55470540.88,5719181.38,11998907.00,160284613.00,23690755.00,16604787.00
Sep 24 2019,ATOM,0,273207964.16,55103591.33,5525310.83,11998907.00,160284613.00,23690755.00,16604787.00
Sep 18 2019,ATOM,0,272647144.05,54736641.78,5331440.27,11998907.00,160284613.00,23690755.00,16604787.00
Sep 13 2019,ATOM,0,272179793.96,54430850.48,5169881.48,11998907.00,160284613.00,23690755.00,16604787.00
Sep 07 2019,ATOM,0,271618973.85,54063900.93,4976010.92,11998907.00,160284613.00,23690755.00,16604787.00
Sep 01 2019,ATOM,0,271058153.74,53696951.37,4782140.37,11998907.00,160284613.00,23690755.00,16604787.00
Aug 27 2019,ATOM,0,270590803.65,53391160.08,4620581.57,11998907.00,160284613.00,23690755.00,16604787.00
Aug 21 2019,ATOM,0,270029983.54,53024210.52,4426711.02,11998907.00,160284613.00,23690755.00,16604787.00
Aug 16 2019,ATOM,0,269562633.45,52718419.23,4265152.22,11998907.00,160284613.00,23690755.00,16604787.00
Aug 10 2019,ATOM,0,269001813.34,52351469.68,4071281.66,11998907.00,160284613.00,23690755.00,16604787.00
Aug 04 2019,ATOM,0,268440993.23,51984520.12,3877411.11,11998907.00,160284613.00,23690755.00,16604787.00
Jul 30 2019,ATOM,0,267973643.14,51678728.83,3715852.31,11998907.00,160284613.00,23690755.00,16604787.00
Jul 24 2019,ATOM,0,267412823.03,51311779.27,3521981.76,11998907.00,160284613.00,23690755.00,16604787.00
Jul 18 2019,ATOM,0,266852002.92,50944829.72,3328111.20,11998907.00,160284613.00,23690755.00,16604787.00
Jul 13 2019,ATOM,0,266384652.83,50639038.42,3166552.40,11998907.00,160284613.00,23690755.00,16604787.00
Jul 07 2019,ATOM,0,265823832.72,50272088.87,2972681.85,11998907.00,160284613.00,23690755.00,16604787.00
Jul 01 2019,ATOM,0,265263012.61,49905139.32,2778811.29,11998907.00,160284613.00,23690755.00,16604787.00
Jun 26 2019,ATOM,0,264795662.52,49599348.02,2617252.50,11998907.00,160284613.00,23690755.00,16604787.00
Jun 20 2019,ATOM,0,264234842.41,49232398.47,2423381.94,11998907.00,160284613.00,23690755.00,16604787.00
Jun 15 2019,ATOM,0,263767492.32,48926607.17,2261823.15,11998907.00,160284613.00,23690755.00,16604787.00
Jun 09 2019,ATOM,0,263206672.21,48559657.62,2067952.59,11998907.00,160284613.00,23690755.00,16604787.00
Jun 03 2019,ATOM,0,262645852.10,48192708.07,1874082.04,11998907.00,160284613.00,23690755.00,16604787.00
May 29 2019,ATOM,0,262178502.01,47886916.77,1712523.24,11998907.00,160284613.00,23690755.00,16604787.00
May 23 2019,ATOM,0,261617681.90,47519967.22,1518652.68,11998907.00,160284613.00,23690755.00,16604787.00
May 17 2019,ATOM,0,261056861.79,47153017.66,1324782.13,11998907.00,160284613.00,23690755.00,16604787.00
May 12 2019,ATOM,0,260589511.70,46847226.37,1163223.33,11998907.00,160284613.00,23690755.00,16604787.00
May 06 2019,ATOM,0,260028691.59,46480276.81,969352.78,11998907.00,160284613.00,23690755.00,16604787.00
May 01 2019,ATOM,0,259561341.50,46174485.52,807793.98,11998907.00,160284613.00,23690755.00,16604787.00
Apr 25 2019,ATOM,0,259000521.39,45807535.97,613923.43,11998907.00,160284613.00,23690755.00,16604787.00
Apr 19 2019,ATOM,0,258439701.28,45440586.41,420052.87,11998907.00,160284613.00,23690755.00,16604787.00
Apr 14 2019,ATOM,0,257972351.19,45134795.12,258494.07,11998907.00,160284613.00,23690755.00,16604787.00
Apr 08 2019,ATOM,0,257411531.08,44767845.56,64623.52,11998907.00,160284613.00,23690755.00,16604787.00
Apr 02 2019,ATOM,0,256979958.01,44400896.01,0,11998907.00,160284613.00,23690755.00,16604787.00
Mar 28 2019,ATOM,0,256674166.71,44095104.71,0,11998907.00,160284613.00,23690755.00,16604787.00
Mar 22 2019,ATOM,0,256307217.16,43728155.16,0,11998907.00,160284613.00,23690755.00,16604787.00
Mar 16 2019,ATOM,0,255940267.61,43361205.61,0,11998907.00,160284613.00,23690755.00,16604787.00
Mar 11 2019,ATOM,0,255634476.31,43055414.31,0,11998907.00,160284613.00,23690755.00,16604787.00
Mar 05 2019,ATOM,0,255267526.76,42688464.76,0,11998907.00,160284613.00,23690755.00,16604787.00
Feb 28 2019,ATOM,0,254961735.46,42382673.46,0,11998907.00,160284613.00,23690755.00,16604787.00
Feb 22 2019,ATOM,0,254594785.91,42015723.91,0,11998907.00,160284613.00,23690755.00,16604787.00
Feb 16 2019,ATOM,0,254227836.36,41648774.36,0,11998907.00,160284613.00,23690755.00,16604787.00
Feb 11 2019,ATOM,0,253922045.06,41342983.06,0,11998907.00,160284613.00,23690755.00,16604787.00
Feb 05 2019,ATOM,0,253555095.51,40976033.51,0,11998907.00,160284613.00,23690755.00,16604787.00
Jan 30 2019,ATOM,0,253188145.95,40609083.95,0,11998907.00,160284613.00,23690755.00,16604787.00
Jan 25 2019,ATOM,0,252882354.66,40303292.66,0,11998907.00,160284613.00,23690755.00,16604787.00
Jan 19 2019,ATOM,0,252515405.11,39936343.11,0,11998907.00,160284613.00,23690755.00,16604787.00
Jan 14 2019,ATOM,0,252209613.81,39630551.81,0,11998907.00,160284613.00,23690755.00,16604787.00
Jan 08 2019,ATOM,0,251842664.26,39263602.26,0,11998907.00,160284613.00,23690755.00,16604787.00
Jan 02 2019,ATOM,0,251475714.70,38896652.70,0,11998907.00,160284613.00,23690755.00,16604787.00
Dec 28 2018,ATOM,0,251169923.41,38590861.41,0,11998907.00,160284613.00,23690755.00,16604787.00
Dec 22 2018,ATOM,0,250802973.85,38223911.85,0,11998907.00,160284613.00,23690755.00,16604787.00
Dec 16 2018,ATOM,0,250436024.30,37856962.30,0,11998907.00,160284613.00,23690755.00,16604787.00
Dec 11 2018,ATOM,0,250130233.01,37551171.01,0,11998907.00,160284613.00,23690755.00,16604787.00
Dec 05 2018,ATOM,0,249763283.45,37184221.45,0,11998907.00,160284613.00,23690755.00,16604787.00
Nov 29 2018,ATOM,0,249396333.90,36817271.90,0,11998907.00,160284613.00,23690755.00,16604787.00
Nov 24 2018,ATOM,0,249090542.60,36511480.60,0,11998907.00,160284613.00,23690755.00,16604787.00
Nov 18 2018,ATOM,0,248723593.05,36144531.05,0,11998907.00,160284613.00,23690755.00,16604787.00
Nov 13 2018,ATOM,0,248417801.75,35838739.75,0,11998907.00,160284613.00,23690755.00,16604787.00
Nov 07 2018,ATOM,0,248050852.20,35471790.20,0,11998907.00,160284613.00,23690755.00,16604787.00
Nov 01 2018,ATOM,0,247683902.65,35104840.65,0,11998907.00,160284613.00,23690755.00,16604787.00
Oct 27 2018,ATOM,0,247378111.35,34799049.35,0,11998907.00,160284613.00,23690755.00,16604787.00
Oct 21 2018,ATOM,0,247011161.80,34432099.80,0,11998907.00,160284613.00,23690755.00,16604787.00
Oct 15 2018,ATOM,0,246644212.24,34065150.24,0,11998907.00,160284613.00,23690755.00,16604787.00
Oct 10 2018,ATOM,0,246338420.95,33759358.95,0,11998907.00,160284613.00,23690755.00,16604787.00
Oct 04 2018,ATOM,0,245971471.40,33392409.40,0,11998907.00,160284613.00,23690755.00,16604787.00
Sep 29 2018,ATOM,0,245665680.10,33086618.10,0,11998907.00,160284613.00,23690755.00,16604787.00
Sep 23 2018,ATOM,0,245298730.55,32719668.55,0,11998907.00,160284613.00,23690755.00,16604787.00
Sep 17 2018,ATOM,0,244931780.99,32352718.99,0,11998907.00,160284613.00,23690755.00,16604787.00
Sep 12 2018,ATOM,0,244625989.70,32046927.70,0,11998907.00,160284613.00,23690755.00,16604787.00
Sep 06 2018,ATOM,0,244259040.14,31679978.14,0,11998907.00,160284613.00,23690755.00,16604787.00
Aug 31 2018,ATOM,0,243892090.59,31313028.59,0,11998907.00,160284613.00,23690755.00,16604787.00
Aug 26 2018,ATOM,0,243586299.30,31007237.30,0,11998907.00,160284613.00,23690755.00,16604787.00
Aug 20 2018,ATOM,0,243219349.74,30640287.74,0,11998907.00,160284613.00,23690755.00,16604787.00
Aug 15 2018,ATOM,0,242913558.45,30334496.45,0,11998907.00,160284613.00,23690755.00,16604787.00
Aug 09 2018,ATOM,0,242546608.89,29967546.89,0,11998907.00,160284613.00,23690755.00,16604787.00
Aug 03 2018,ATOM,0,242179659.34,29600597.34,0,11998907.00,160284613.00,23690755.00,16604787.00
Jul 29 2018,ATOM,0,241873868.04,29294806.04,0,11998907.00,160284613.00,23690755.00,16604787.00
Jul 23 2018,ATOM,0,241506918.49,28927856.49,0,11998907.00,160284613.00,23690755.00,16604787.00
Jul 17 2018,ATOM,0,241139968.94,28560906.94,0,11998907.00,160284613.00,23690755.00,16604787.00
Jul 12 2018,ATOM,0,240834177.64,28255115.64,0,11998907.00,160284613.00,23690755.00,16604787.00
Jul 06 2018,ATOM,0,240467228.09,27888166.09,0,11998907.00,160284613.00,23690755.00,16604787.00
Jun 30 2018,ATOM,0,240100278.53,27521216.53,0,11998907.00,160284613.00,23690755.00,16604787.00
Jun 25 2018,ATOM,0,239794487.24,27215425.24,0,11998907.00,160284613.00,23690755.00,16604787.00
Jun 19 2018,ATOM,0,239427537.69,26848475.69,0,11998907.00,160284613.00,23690755.00,16604787.00
Jun 14 2018,ATOM,0,239121746.39,26542684.39,0,11998907.00,160284613.00,23690755.00,16604787.00
Jun 08 2018,ATOM,0,238754796.84,26175734.84,0,11998907.00,160284613.00,23690755.00,16604787.00
Jun 02 2018,ATOM,0,238387847.28,25808785.28,0,11998907.00,160284613.00,23690755.00,16604787.00
May 28 2018,ATOM,0,238082055.99,25502993.99,0,11998907.00,160284613.00,23690755.00,16604787.00
May 22 2018,ATOM,0,237715106.44,25136044.44,0,11998907.00,160284613.00,23690755.00,16604787.00
May 16 2018,ATOM,0,237348156.88,24769094.88,0,11998907.00,160284613.00,23690755.00,16604787.00
May 11 2018,ATOM,0,237042365.59,24463303.59,0,11998907.00,160284613.00,23690755.00,16604787.00
May 05 2018,ATOM,0,236675416.03,24096354.03,0,11998907.00,160284613.00,23690755.00,16604787.00
Apr 30 2018,ATOM,0,236369624.74,23790562.74,0,11998907.00,160284613.00,23690755.00,16604787.00
Apr 24 2018,ATOM,0,236002675.18,23423613.18,0,11998907.00,160284613.00,23690755.00,16604787.00
Apr 18 2018,ATOM,0,235635725.63,23056663.63,0,11998907.00,160284613.00,23690755.00,16604787.00
Apr 13 2018,ATOM,0,235329934.34,22750872.34,0,11998907.00,160284613.00,23690755.00,16604787.00
Apr 07 2018,ATOM,0,234962984.78,22383922.78,0,11998907.00,160284613.00,23690755.00,16604787.00
Apr 01 2018,ATOM,0,234596035.23,22016973.23,0,11998907.00,160284613.00,23690755.00,16604787.00
Mar 27 2018,ATOM,0,234290243.93,21711181.93,0,11998907.00,160284613.00,23690755.00,16604787.00
Mar 21 2018,ATOM,0,233923294.38,21344232.38,0,11998907.00,160284613.00,23690755.00,16604787.00
Mar 15 2018,ATOM,0,233556344.83,20977282.83,0,11998907.00,160284613.00,23690755.00,16604787.00
Mar 10 2018,ATOM,0,233250553.53,20671491.53,0,11998907.00,160284613.00,23690755.00,16604787.00
Mar 04 2018,ATOM,0,232883603.98,20304541.98,0,11998907.00,160284613.00,23690755.00,16604787.00
Feb 27 2018,ATOM,0,232577812.68,19998750.68,0,11998907.00,160284613.00,23690755.00,16604787.00
Feb 21 2018,ATOM,0,232210863.13,19631801.13,0,11998907.00,160284613.00,23690755.00,16604787.00
Feb 15 2018,ATOM,0,231843913.57,19264851.57,0,11998907.00,160284613.00,23690755.00,16604787.00
Feb 10 2018,ATOM,0,231538122.28,18959060.28,0,11998907.00,160284613.00,23690755.00,16604787.00
Feb 04 2018,ATOM,0,231171172.73,18592110.73,0,11998907.00,160284613.00,23690755.00,16604787.00
Jan 29 2018,ATOM,0,230804223.17,18225161.17,0,11998907.00,160284613.00,23690755.00,16604787.00
Jan 24 2018,ATOM,0,230498431.88,17919369.88,0,11998907.00,160284613.00,23690755.00,16604787.00
Jan 18 2018,ATOM,0,230131482.32,17552420.32,0,11998907.00,160284613.00,23690755.00,16604787.00
Jan 13 2018,ATOM,0,229825691.03,17246629.03,0,11998907.00,160284613.00,23690755.00,16604787.00
Jan 07 2018,ATOM,0,229458741.47,16879679.47,0,11998907.00,160284613.00,23690755.00,16604787.00
Jan 01 2018,ATOM,0,229091791.92,16512729.92,0,11998907.00,160284613.00,23690755.00,16604787.00
Dec 27 2017,ATOM,0,228786000.63,16206938.63,0,11998907.00,160284613.00,23690755.00,16604787.00
Dec 21 2017,ATOM,0,228419051.07,15839989.07,0,11998907.00,160284613.00,23690755.00,16604787.00
Dec 15 2017,ATOM,0,228052101.52,15473039.52,0,11998907.00,160284613.00,23690755.00,16604787.00
Dec 10 2017,ATOM,0,227746310.22,15167248.22,0,11998907.00,160284613.00,23690755.00,16604787.00
Dec 04 2017,ATOM,0,227379360.67,14800298.67,0,11998907.00,160284613.00,23690755.00,16604787.00
Nov 28 2017,ATOM,0,227012411.12,14433349.12,0,11998907.00,160284613.00,23690755.00,16604787.00
Nov 23 2017,ATOM,0,226706619.82,14127557.82,0,11998907.00,160284613.00,23690755.00,16604787.00
Nov 17 2017,ATOM,0,226339670.27,13760608.27,0,11998907.00,160284613.00,23690755.00,16604787.00
Nov 12 2017,ATOM,0,226033878.97,13454816.97,0,11998907.00,160284613.00,23690755.00,16604787.00
Nov 06 2017,ATOM,0,225666929.42,13087867.42,0,11998907.00,160284613.00,23690755.00,16604787.00
Oct 31 2017,ATOM,0,225299979.87,12720917.87,0,11998907.00,160284613.00,23690755.00,16604787.00
Oct 26 2017,ATOM,0,224994188.57,12415126.57,0,11998907.00,160284613.00,23690755.00,16604787.00
Oct 20 2017,ATOM,0,224627239.02,12048177.02,0,11998907.00,160284613.00,23690755.00,16604787.00
Oct 14 2017,ATOM,0,224260289.46,11681227.46,0,11998907.00,160284613.00,23690755.00,16604787.00
Oct 09 2017,ATOM,0,223954498.17,11375436.17,0,11998907.00,160284613.00,23690755.00,16604787.00
Oct 03 2017,ATOM,0,223587548.61,11008486.61,0,11998907.00,160284613.00,23690755.00,16604787.00
Sep 28 2017,ATOM,0,223281757.32,10702695.32,0,11998907.00,160284613.00,23690755.00,16604787.00
Sep 22 2017,ATOM,0,222914807.77,10335745.77,0,11998907.00,160284613.00,23690755.00,16604787.00
Sep 16 2017,ATOM,0,222547858.21,9968796.21,0,11998907.00,160284613.00,23690755.00,16604787.00
Sep 11 2017,ATOM,0,222242066.92,9663004.92,0,11998907.00,160284613.00,23690755.00,16604787.00
Sep 05 2017,ATOM,0,221875117.36,9296055.36,0,11998907.00,160284613.00,23690755.00,16604787.00
Aug 30 2017,ATOM,0,221508167.81,8929105.81,0,11998907.00,160284613.00,23690755.00,16604787.00
Aug 25 2017,ATOM,0,221202376.51,8623314.51,0,11998907.00,160284613.00,23690755.00,16604787.00
Aug 19 2017,ATOM,0,220835426.96,8256364.96,0,11998907.00,160284613.00,23690755.00,16604787.00
Aug 14 2017,ATOM,0,220529635.67,7950573.67,0,11998907.00,160284613.00,23690755.00,16604787.00
Aug 08 2017,ATOM,0,220162686.11,7583624.11,0,11998907.00,160284613.00,23690755.00,16604787.00
Aug 02 2017,ATOM,0,219795736.56,7216674.56,0,11998907.00,160284613.00,23690755.00,16604787.00
Jul 28 2017,ATOM,0,219489945.26,6910883.26,0,11998907.00,160284613.00,23690755.00,16604787.00
Jul 22 2017,ATOM,0,219122995.71,6543933.71,0,11998907.00,160284613.00,23690755.00,16604787.00
Jul 16 2017,ATOM,0,218756046.16,6176984.16,0,11998907.00,160284613.00,23690755.00,16604787.00
Jul 11 2017,ATOM,0,218450254.86,5871192.86,0,11998907.00,160284613.00,23690755.00,16604787.00
Jul 05 2017,ATOM,0,218083305.31,5504243.31,0,11998907.00,160284613.00,23690755.00,16604787.00
Jun 29 2017,ATOM,0,217716355.75,5137293.75,0,11998907.00,160284613.00,23690755.00,16604787.00
Jun 24 2017,ATOM,0,217410564.46,4831502.46,0,11998907.00,160284613.00,23690755.00,16604787.00
Jun 18 2017,ATOM,0,217043614.90,4464552.90,0,11998907.00,160284613.00,23690755.00,16604787.00
Jun 13 2017,ATOM,0,216737823.61,4158761.61,0,11998907.00,160284613.00,23690755.00,16604787.00
Jun 07 2017,ATOM,0,216370874.06,3791812.06,0,11998907.00,160284613.00,23690755.00,16604787.00
Jun 01 2017,ATOM,0,216003924.50,3424862.50,0,11998907.00,160284613.00,23690755.00,16604787.00
May 27 2017,ATOM,0,215698133.21,3119071.21,0,11998907.00,160284613.00,23690755.00,16604787.00
May 21 2017,ATOM,0,215331183.65,2752121.65,0,11998907.00,160284613.00,23690755.00,16604787.00
May 15 2017,ATOM,0,214964234.10,2385172.10,0,11998907.00,160284613.00,23690755.00,16604787.00
May 10 2017,ATOM,0,214658442.80,2079380.80,0,11998907.00,160284613.00,23690755.00,16604787.00
May 04 2017,ATOM,0,214291493.25,1712431.25,0,11998907.00,160284613.00,23690755.00,16604787.00
Apr 29 2017,ATOM,0,213985701.96,1406639.96,0,11998907.00,160284613.00,23690755.00,16604787.00
Apr 23 2017,ATOM,0,213618752.40,1039690.40,0,11998907.00,160284613.00,23690755.00,16604787.00
Apr 17 2017,ATOM,0,213251802.85,672740.85,0,11998907.00,160284613.00,23690755.00,16604787.00
Apr 12 2017,ATOM,0,212946011.55,366949.55,0,11998907.00,160284613.00,23690755.00,16604787.00
Apr 06 2017,ATOM,0,212579062.00,0,0,11998907.00,160284613.00,23690755.00,16604787.00
