Date,Symbol,Available Supply,Unlocked Supply,Project Development,Node Emissions,Ecosystem Fund,Strategic Reserve,TGE & Liquidity Provision
Apr 29 2037,MYRIA,49862938784.25,49862938784.25,9500000000.00,17862938784.25,20000000000.00,1000000000.00,1500000000.00
Apr 18 2037,MYRIA,49861879280.82,49861879280.82,9500000000.00,17861879280.82,20000000000.00,1000000000.00,1500000000.00
Apr 07 2037,MYRIA,49860819777.40,49860819777.40,9500000000.00,17860819777.40,20000000000.00,1000000000.00,1500000000.00
Mar 26 2037,MYRIA,49859663955.48,49859663955.48,9500000000.00,17859663955.48,20000000000.00,1000000000.00,1500000000.00
Mar 15 2037,MYRIA,49857836012.31,49857836012.31,9500000000.00,17857836012.31,20000000000.00,1000000000.00,1500000000.00
Mar 04 2037,MYRIA,49855719904.24,49855719904.24,9500000000.00,17855719904.24,20000000000.00,1000000000.00,1500000000.00
Feb 21 2037,MYRIA,49853603796.17,49853603796.17,9500000000.00,17853603796.17,20000000000.00,1000000000.00,1500000000.00
Feb 09 2037,MYRIA,49851295314.64,49851295314.64,9500000000.00,17851295314.64,20000000000.00,1000000000.00,1500000000.00
Jan 29 2037,MYRIA,49849179206.57,49849179206.57,9500000000.00,17849179206.57,20000000000.00,1000000000.00,1500000000.00
Jan 18 2037,MYRIA,49847063098.50,49847063098.50,9500000000.00,17847063098.50,20000000000.00,1000000000.00,1500000000.00
Jan 07 2037,MYRIA,49844946990.43,49844946990.43,9500000000.00,17844946990.43,20000000000.00,1000000000.00,1500000000.00
Dec 27 2036,MYRIA,49842830882.36,49842830882.36,9500000000.00,17842830882.35,20000000000.00,1000000000.00,1500000000.00
Dec 15 2036,MYRIA,49840522400.82,49840522400.82,9500000000.00,17840522400.82,20000000000.00,1000000000.00,1500000000.00
Dec 04 2036,MYRIA,49838406292.75,49838406292.75,9500000000.00,17838406292.75,20000000000.00,1000000000.00,1500000000.00
Nov 23 2036,MYRIA,49836290184.68,49836290184.68,9500000000.00,17836290184.68,20000000000.00,1000000000.00,1500000000.00
Nov 12 2036,MYRIA,49834174076.61,49834174076.61,9500000000.00,17834174076.61,20000000000.00,1000000000.00,1500000000.00
Oct 31 2036,MYRIA,49831865595.08,49831865595.08,9500000000.00,17831865595.08,20000000000.00,1000000000.00,1500000000.00
Oct 20 2036,MYRIA,49829749487.01,49829749487.01,9500000000.00,17829749487.01,20000000000.00,1000000000.00,1500000000.00
Oct 09 2036,MYRIA,49827633378.94,49827633378.94,9500000000.00,17827633378.93,20000000000.00,1000000000.00,1500000000.00
Sep 28 2036,MYRIA,49825517270.86,49825517270.86,9500000000.00,17825517270.86,20000000000.00,1000000000.00,1500000000.00
Sep 17 2036,MYRIA,49823401162.79,49823401162.79,9500000000.00,17823401162.79,20000000000.00,1000000000.00,1500000000.00
Sep 05 2036,MYRIA,49821092681.26,49821092681.26,9500000000.00,17821092681.26,20000000000.00,1000000000.00,1500000000.00
Aug 25 2036,MYRIA,49818976573.19,49818976573.19,9500000000.00,17818976573.19,20000000000.00,1000000000.00,1500000000.00
Aug 14 2036,MYRIA,49816860465.12,49816860465.12,9500000000.00,17816860465.12,20000000000.00,1000000000.00,1500000000.00
Aug 03 2036,MYRIA,49814744357.05,49814744357.05,9500000000.00,17814744357.05,20000000000.00,1000000000.00,1500000000.00
Jul 22 2036,MYRIA,49812435875.51,49812435875.51,9500000000.00,17812435875.51,20000000000.00,1000000000.00,1500000000.00
Jul 11 2036,MYRIA,49810319767.44,49810319767.44,9500000000.00,17810319767.44,20000000000.00,1000000000.00,1500000000.00
Jun 30 2036,MYRIA,49808203659.37,49808203659.37,9500000000.00,17808203659.37,20000000000.00,1000000000.00,1500000000.00
Jun 19 2036,MYRIA,49806087551.30,49806087551.30,9500000000.00,17806087551.30,20000000000.00,1000000000.00,1500000000.00
Jun 08 2036,MYRIA,49803971443.23,49803971443.23,9500000000.00,17803971443.23,20000000000.00,1000000000.00,1500000000.00
May 27 2036,MYRIA,49801662961.70,49801662961.70,9500000000.00,17801662961.70,20000000000.00,1000000000.00,1500000000.00
May 16 2036,MYRIA,49799546853.63,49799546853.63,9500000000.00,17799546853.63,20000000000.00,1000000000.00,1500000000.00
May 05 2036,MYRIA,49797430745.56,49797430745.56,9500000000.00,17797430745.56,20000000000.00,1000000000.00,1500000000.00
Apr 24 2036,MYRIA,49795314637.48,49795314637.48,9500000000.00,17795314637.48,20000000000.00,1000000000.00,1500000000.00
Apr 12 2036,MYRIA,49793006155.95,49793006155.95,9500000000.00,17793006155.95,20000000000.00,1000000000.00,1500000000.00
Apr 01 2036,MYRIA,49790890047.88,49790890047.88,9500000000.00,17790890047.88,20000000000.00,1000000000.00,1500000000.00
Mar 21 2036,MYRIA,49788773939.81,49788773939.81,9500000000.00,17788773939.81,20000000000.00,1000000000.00,1500000000.00
Mar 10 2036,MYRIA,49786657831.74,49786657831.74,9500000000.00,17786657831.74,20000000000.00,1000000000.00,1500000000.00
Mar 10 2036,MYRIA,49786657831.74,49786657831.74,9500000000.00,17786657831.74,20000000000.00,1000000000.00,1500000000.00
Feb 28 2036,MYRIA,49784541723.67,49784541723.67,9500000000.00,17784541723.67,20000000000.00,1000000000.00,1500000000.00
Feb 16 2036,MYRIA,49782233242.14,49782233242.14,9500000000.00,17782233242.14,20000000000.00,1000000000.00,1500000000.00
Feb 05 2036,MYRIA,49780117134.06,49780117134.06,9500000000.00,17780117134.06,20000000000.00,1000000000.00,1500000000.00
Jan 25 2036,MYRIA,49778001025.99,49778001025.99,9500000000.00,17778001025.99,20000000000.00,1000000000.00,1500000000.00
Jan 14 2036,MYRIA,49775884917.92,49775884917.92,9500000000.00,17775884917.92,20000000000.00,1000000000.00,1500000000.00
Jan 02 2036,MYRIA,49773576436.39,49773576436.39,9500000000.00,17773576436.39,20000000000.00,1000000000.00,1500000000.00
Dec 22 2035,MYRIA,49771460328.32,49771460328.32,9500000000.00,17771460328.32,20000000000.00,1000000000.00,1500000000.00
Dec 11 2035,MYRIA,49769344220.25,49769344220.25,9500000000.00,17769344220.25,20000000000.00,1000000000.00,1500000000.00
Nov 30 2035,MYRIA,49767228112.18,49767228112.18,9500000000.00,17767228112.18,20000000000.00,1000000000.00,1500000000.00
Nov 19 2035,MYRIA,49765112004.11,49765112004.11,9500000000.00,17765112004.10,20000000000.00,1000000000.00,1500000000.00
Nov 07 2035,MYRIA,49762803522.57,49762803522.57,9500000000.00,17762803522.57,20000000000.00,1000000000.00,1500000000.00
Oct 27 2035,MYRIA,49760687414.50,49760687414.50,9500000000.00,17760687414.50,20000000000.00,1000000000.00,1500000000.00
Oct 16 2035,MYRIA,49758571306.43,49758571306.43,9500000000.00,17758571306.43,20000000000.00,1000000000.00,1500000000.00
Oct 05 2035,MYRIA,49756455198.36,49756455198.36,9500000000.00,17756455198.36,20000000000.00,1000000000.00,1500000000.00
Sep 23 2035,MYRIA,49754146716.83,49754146716.83,9500000000.00,17754146716.83,20000000000.00,1000000000.00,1500000000.00
Sep 12 2035,MYRIA,49752030608.76,49752030608.76,9500000000.00,17752030608.76,20000000000.00,1000000000.00,1500000000.00
Sep 01 2035,MYRIA,49749914500.69,49749914500.69,9500000000.00,17749914500.68,20000000000.00,1000000000.00,1500000000.00
Aug 21 2035,MYRIA,49747798392.61,49747798392.61,9500000000.00,17747798392.61,20000000000.00,1000000000.00,1500000000.00
Aug 10 2035,MYRIA,49745682284.54,49745682284.54,9500000000.00,17745682284.54,20000000000.00,1000000000.00,1500000000.00
Jul 29 2035,MYRIA,49743373803.01,49743373803.01,9500000000.00,17743373803.01,20000000000.00,1000000000.00,1500000000.00
Jul 18 2035,MYRIA,49741257694.94,49741257694.94,9500000000.00,17741257694.94,20000000000.00,1000000000.00,1500000000.00
Jul 07 2035,MYRIA,49739141586.87,49739141586.87,9500000000.00,17739141586.87,20000000000.00,1000000000.00,1500000000.00
Jun 26 2035,MYRIA,49737025478.80,49737025478.80,9500000000.00,17737025478.80,20000000000.00,1000000000.00,1500000000.00
Jun 14 2035,MYRIA,49734716997.27,49734716997.27,9500000000.00,17734716997.26,20000000000.00,1000000000.00,1500000000.00
Jun 03 2035,MYRIA,49732600889.19,49732600889.19,9500000000.00,17732600889.19,20000000000.00,1000000000.00,1500000000.00
May 23 2035,MYRIA,49730484781.12,49730484781.12,9500000000.00,17730484781.12,20000000000.00,1000000000.00,1500000000.00
May 12 2035,MYRIA,49728368673.05,49728368673.05,9500000000.00,17728368673.05,20000000000.00,1000000000.00,1500000000.00
May 01 2035,MYRIA,49726252564.98,49726252564.98,9500000000.00,17726252564.98,20000000000.00,1000000000.00,1500000000.00
Apr 19 2035,MYRIA,49723944083.45,49723944083.45,9500000000.00,17723944083.45,20000000000.00,1000000000.00,1500000000.00
Apr 08 2035,MYRIA,49721827975.38,49721827975.38,9500000000.00,17721827975.38,20000000000.00,1000000000.00,1500000000.00
Mar 28 2035,MYRIA,49719711867.31,49719711867.31,9500000000.00,17719711867.31,20000000000.00,1000000000.00,1500000000.00
Mar 17 2035,MYRIA,49716438356.17,49716438356.17,9500000000.00,17716438356.16,20000000000.00,1000000000.00,1500000000.00
Mar 05 2035,MYRIA,49711815068.49,49711815068.49,9500000000.00,17711815068.49,20000000000.00,1000000000.00,1500000000.00
Feb 22 2035,MYRIA,49707577054.80,49707577054.80,9500000000.00,17707577054.79,20000000000.00,1000000000.00,1500000000.00
Feb 11 2035,MYRIA,49703339041.10,49703339041.10,9500000000.00,17703339041.10,20000000000.00,1000000000.00,1500000000.00
Jan 31 2035,MYRIA,49699101027.40,49699101027.40,9500000000.00,17699101027.40,20000000000.00,1000000000.00,1500000000.00
Jan 20 2035,MYRIA,49694863013.70,49694863013.70,9500000000.00,17694863013.70,20000000000.00,1000000000.00,1500000000.00
Jan 08 2035,MYRIA,49690239726.03,49690239726.03,9500000000.00,17690239726.03,20000000000.00,1000000000.00,1500000000.00
Dec 28 2034,MYRIA,49686001712.33,49686001712.33,9500000000.00,17686001712.33,20000000000.00,1000000000.00,1500000000.00
Dec 17 2034,MYRIA,49681763698.63,49681763698.63,9500000000.00,17681763698.63,20000000000.00,1000000000.00,1500000000.00
Dec 06 2034,MYRIA,49677525684.93,49677525684.93,9500000000.00,17677525684.93,20000000000.00,1000000000.00,1500000000.00
Nov 24 2034,MYRIA,49672902397.26,49672902397.26,9500000000.00,17672902397.26,20000000000.00,1000000000.00,1500000000.00
Nov 13 2034,MYRIA,49668664383.56,49668664383.56,9500000000.00,17668664383.56,20000000000.00,1000000000.00,1500000000.00
Nov 02 2034,MYRIA,49664426369.86,49664426369.86,9500000000.00,17664426369.86,20000000000.00,1000000000.00,1500000000.00
Oct 22 2034,MYRIA,49660188356.17,49660188356.17,9500000000.00,17660188356.16,20000000000.00,1000000000.00,1500000000.00
Oct 11 2034,MYRIA,49655950342.47,49655950342.47,9500000000.00,17655950342.47,20000000000.00,1000000000.00,1500000000.00
Sep 29 2034,MYRIA,49651327054.80,49651327054.80,9500000000.00,17651327054.79,20000000000.00,1000000000.00,1500000000.00
Sep 18 2034,MYRIA,49647089041.10,49647089041.10,9500000000.00,17647089041.10,20000000000.00,1000000000.00,1500000000.00
Sep 07 2034,MYRIA,49642851027.40,49642851027.40,9500000000.00,17642851027.40,20000000000.00,1000000000.00,1500000000.00
Aug 27 2034,MYRIA,49638613013.70,49638613013.70,9500000000.00,17638613013.70,20000000000.00,1000000000.00,1500000000.00
Aug 15 2034,MYRIA,49633989726.03,49633989726.03,9500000000.00,17633989726.03,20000000000.00,1000000000.00,1500000000.00
Aug 04 2034,MYRIA,49629751712.33,49629751712.33,9500000000.00,17629751712.33,20000000000.00,1000000000.00,1500000000.00
Jul 24 2034,MYRIA,49625513698.63,49625513698.63,9500000000.00,17625513698.63,20000000000.00,1000000000.00,1500000000.00
Jul 13 2034,MYRIA,49621275684.93,49621275684.93,9500000000.00,17621275684.93,20000000000.00,1000000000.00,1500000000.00
Jul 02 2034,MYRIA,49617037671.23,49617037671.23,9500000000.00,17617037671.23,20000000000.00,1000000000.00,1500000000.00
Jun 20 2034,MYRIA,49612414383.56,49612414383.56,9500000000.00,17612414383.56,20000000000.00,1000000000.00,1500000000.00
Jun 09 2034,MYRIA,49608176369.86,49608176369.86,9500000000.00,17608176369.86,20000000000.00,1000000000.00,1500000000.00
May 29 2034,MYRIA,49603938356.17,49603938356.17,9500000000.00,17603938356.16,20000000000.00,1000000000.00,1500000000.00
May 18 2034,MYRIA,49599700342.47,49599700342.47,9500000000.00,17599700342.47,20000000000.00,1000000000.00,1500000000.00
May 06 2034,MYRIA,49595077054.80,49595077054.80,9500000000.00,17595077054.79,20000000000.00,1000000000.00,1500000000.00
Apr 25 2034,MYRIA,49590839041.10,49590839041.10,9500000000.00,17590839041.10,20000000000.00,1000000000.00,1500000000.00
Apr 14 2034,MYRIA,49586601027.40,49586601027.40,9500000000.00,17586601027.40,20000000000.00,1000000000.00,1500000000.00
Apr 03 2034,MYRIA,49582363013.70,49582363013.70,9500000000.00,17582363013.70,20000000000.00,1000000000.00,1500000000.00
Mar 23 2034,MYRIA,49578125000.00,49578125000.00,9500000000.00,17578125000.00,20000000000.00,1000000000.00,1500000000.00
Mar 11 2034,MYRIA,49573501712.33,49573501712.33,9500000000.00,17573501712.33,20000000000.00,1000000000.00,1500000000.00
Feb 28 2034,MYRIA,49569263698.63,49569263698.63,9500000000.00,17569263698.63,20000000000.00,1000000000.00,1500000000.00
Feb 17 2034,MYRIA,49565025684.93,49565025684.93,9500000000.00,17565025684.93,20000000000.00,1000000000.00,1500000000.00
Feb 06 2034,MYRIA,49560787671.23,49560787671.23,9500000000.00,17560787671.23,20000000000.00,1000000000.00,1500000000.00
Jan 25 2034,MYRIA,49556164383.56,49556164383.56,9500000000.00,17556164383.56,20000000000.00,1000000000.00,1500000000.00
Jan 14 2034,MYRIA,49551926369.86,49551926369.86,9500000000.00,17551926369.86,20000000000.00,1000000000.00,1500000000.00
Jan 03 2034,MYRIA,49547688356.17,49547688356.17,9500000000.00,17547688356.16,20000000000.00,1000000000.00,1500000000.00
Dec 23 2033,MYRIA,49543450342.47,49543450342.47,9500000000.00,17543450342.47,20000000000.00,1000000000.00,1500000000.00
Dec 12 2033,MYRIA,49539212328.77,49539212328.77,9500000000.00,17539212328.77,20000000000.00,1000000000.00,1500000000.00
Nov 30 2033,MYRIA,49534589041.10,49534589041.10,9500000000.00,17534589041.10,20000000000.00,1000000000.00,1500000000.00
Nov 19 2033,MYRIA,49530351027.40,49530351027.40,9500000000.00,17530351027.40,20000000000.00,1000000000.00,1500000000.00
Nov 08 2033,MYRIA,49526113013.70,49526113013.70,9500000000.00,17526113013.70,20000000000.00,1000000000.00,1500000000.00
Oct 28 2033,MYRIA,49521875000.00,49521875000.00,9500000000.00,17521875000.00,20000000000.00,1000000000.00,1500000000.00
Oct 16 2033,MYRIA,49517251712.33,49517251712.33,9500000000.00,17517251712.33,20000000000.00,1000000000.00,1500000000.00
Oct 05 2033,MYRIA,49513013698.63,49513013698.63,9500000000.00,17513013698.63,20000000000.00,1000000000.00,1500000000.00
Sep 24 2033,MYRIA,49508775684.93,49508775684.93,9500000000.00,17508775684.93,20000000000.00,1000000000.00,1500000000.00
Sep 13 2033,MYRIA,49504537671.23,49504537671.23,9500000000.00,17504537671.23,20000000000.00,1000000000.00,1500000000.00
Sep 02 2033,MYRIA,49500299657.54,49500299657.54,9500000000.00,17500299657.53,20000000000.00,1000000000.00,1500000000.00
Aug 21 2033,MYRIA,49495676369.86,49495676369.86,9500000000.00,17495676369.86,20000000000.00,1000000000.00,1500000000.00
Aug 10 2033,MYRIA,49491438356.17,49491438356.17,9500000000.00,17491438356.16,20000000000.00,1000000000.00,1500000000.00
Jul 30 2033,MYRIA,49487200342.47,49487200342.47,9500000000.00,17487200342.47,20000000000.00,1000000000.00,1500000000.00
Jul 19 2033,MYRIA,49482962328.77,49482962328.77,9500000000.00,17482962328.77,20000000000.00,1000000000.00,1500000000.00
Jul 07 2033,MYRIA,49478339041.10,49478339041.10,9500000000.00,17478339041.10,20000000000.00,1000000000.00,1500000000.00
Jun 26 2033,MYRIA,49474101027.40,49474101027.40,9500000000.00,17474101027.40,20000000000.00,1000000000.00,1500000000.00
Jun 15 2033,MYRIA,49469863013.70,49469863013.70,9500000000.00,17469863013.70,20000000000.00,1000000000.00,1500000000.00
Jun 04 2033,MYRIA,49465625000.00,49465625000.00,9500000000.00,17465625000.00,20000000000.00,1000000000.00,1500000000.00
May 24 2033,MYRIA,49461386986.30,49461386986.30,9500000000.00,17461386986.30,20000000000.00,1000000000.00,1500000000.00
May 12 2033,MYRIA,49456763698.63,49456763698.63,9500000000.00,17456763698.63,20000000000.00,1000000000.00,1500000000.00
May 01 2033,MYRIA,49452525684.93,49452525684.93,9500000000.00,17452525684.93,20000000000.00,1000000000.00,1500000000.00
Apr 20 2033,MYRIA,49448287671.23,49448287671.23,9500000000.00,17448287671.23,20000000000.00,1000000000.00,1500000000.00
Apr 09 2033,MYRIA,49444049657.54,49444049657.54,9500000000.00,17444049657.53,20000000000.00,1000000000.00,1500000000.00
Mar 28 2033,MYRIA,49439426369.86,49439426369.86,9500000000.00,17439426369.86,20000000000.00,1000000000.00,1500000000.00
Mar 17 2033,MYRIA,49432883036.94,49432883036.94,9500000000.00,17432883036.94,20000000000.00,1000000000.00,1500000000.00
Mar 06 2033,MYRIA,49424418604.65,49424418604.65,9500000000.00,17424418604.65,20000000000.00,1000000000.00,1500000000.00
Feb 23 2033,MYRIA,49415954172.37,49415954172.37,9500000000.00,17415954172.37,20000000000.00,1000000000.00,1500000000.00
Feb 12 2033,MYRIA,49407489740.08,49407489740.08,9500000000.00,17407489740.08,20000000000.00,1000000000.00,1500000000.00
Jan 31 2033,MYRIA,49398255813.95,49398255813.95,9500000000.00,17398255813.95,20000000000.00,1000000000.00,1500000000.00
Jan 20 2033,MYRIA,49389791381.67,49389791381.67,9500000000.00,17389791381.67,20000000000.00,1000000000.00,1500000000.00
Jan 09 2033,MYRIA,49381326949.39,49381326949.39,9500000000.00,17381326949.38,20000000000.00,1000000000.00,1500000000.00
Dec 29 2032,MYRIA,49372862517.10,49372862517.10,9500000000.00,17372862517.10,20000000000.00,1000000000.00,1500000000.00
Dec 17 2032,MYRIA,49363628590.97,49363628590.97,9500000000.00,17363628590.97,20000000000.00,1000000000.00,1500000000.00
Dec 06 2032,MYRIA,49355164158.69,49355164158.69,9500000000.00,17355164158.69,20000000000.00,1000000000.00,1500000000.00
Nov 25 2032,MYRIA,49346699726.40,49346699726.40,9500000000.00,17346699726.40,20000000000.00,1000000000.00,1500000000.00
Nov 14 2032,MYRIA,49338235294.12,49338235294.12,9500000000.00,17338235294.12,20000000000.00,1000000000.00,1500000000.00
Nov 03 2032,MYRIA,49329770861.83,49329770861.83,9500000000.00,17329770861.83,20000000000.00,1000000000.00,1500000000.00
Oct 22 2032,MYRIA,49320536935.71,49320536935.71,9500000000.00,17320536935.71,20000000000.00,1000000000.00,1500000000.00
Oct 11 2032,MYRIA,49312072503.42,49312072503.42,9500000000.00,17312072503.42,20000000000.00,1000000000.00,1500000000.00
Sep 30 2032,MYRIA,49303608071.14,49303608071.14,9500000000.00,17303608071.14,20000000000.00,1000000000.00,1500000000.00
Sep 19 2032,MYRIA,49295143638.85,49295143638.85,9500000000.00,17295143638.85,20000000000.00,1000000000.00,1500000000.00
Sep 07 2032,MYRIA,49285909712.72,49285909712.72,9500000000.00,17285909712.72,20000000000.00,1000000000.00,1500000000.00
Aug 27 2032,MYRIA,49277445280.44,49277445280.44,9500000000.00,17277445280.44,20000000000.00,1000000000.00,1500000000.00
Aug 16 2032,MYRIA,49268980848.15,49268980848.15,9500000000.00,17268980848.15,20000000000.00,1000000000.00,1500000000.00
Aug 05 2032,MYRIA,49260516415.87,49260516415.87,9500000000.00,17260516415.87,20000000000.00,1000000000.00,1500000000.00
Jul 25 2032,MYRIA,49252051983.59,49252051983.59,9500000000.00,17252051983.58,20000000000.00,1000000000.00,1500000000.00
Jul 13 2032,MYRIA,49242818057.46,49242818057.46,9500000000.00,17242818057.46,20000000000.00,1000000000.00,1500000000.00
Jul 02 2032,MYRIA,49234353625.17,49234353625.17,9500000000.00,17234353625.17,20000000000.00,1000000000.00,1500000000.00
Jun 21 2032,MYRIA,49225889192.89,49225889192.89,9500000000.00,17225889192.89,20000000000.00,1000000000.00,1500000000.00
Jun 10 2032,MYRIA,49217424760.60,49217424760.60,9500000000.00,17217424760.60,20000000000.00,1000000000.00,1500000000.00
May 29 2032,MYRIA,49208190834.48,49208190834.48,9500000000.00,17208190834.47,20000000000.00,1000000000.00,1500000000.00
May 18 2032,MYRIA,49199726402.19,49199726402.19,9500000000.00,17199726402.19,20000000000.00,1000000000.00,1500000000.00
May 07 2032,MYRIA,49191261969.91,49191261969.91,9500000000.00,17191261969.91,20000000000.00,1000000000.00,1500000000.00
Apr 26 2032,MYRIA,49182797537.62,49182797537.62,9500000000.00,17182797537.62,20000000000.00,1000000000.00,1500000000.00
Apr 15 2032,MYRIA,49174333105.34,49174333105.34,9500000000.00,17174333105.34,20000000000.00,1000000000.00,1500000000.00
Apr 03 2032,MYRIA,49165099179.21,49165099179.21,9500000000.00,17165099179.21,20000000000.00,1000000000.00,1500000000.00
Mar 23 2032,MYRIA,49156634746.92,49156634746.92,9500000000.00,17156634746.92,20000000000.00,1000000000.00,1500000000.00
Mar 12 2032,MYRIA,49148170314.64,49148170314.64,9500000000.00,17148170314.64,20000000000.00,1000000000.00,1500000000.00
Mar 01 2032,MYRIA,49139705882.35,49139705882.35,9500000000.00,17139705882.35,20000000000.00,1000000000.00,1500000000.00
Feb 18 2032,MYRIA,49130471956.23,49130471956.23,9500000000.00,17130471956.23,20000000000.00,1000000000.00,1500000000.00
Feb 07 2032,MYRIA,49122007523.94,49122007523.94,9500000000.00,17122007523.94,20000000000.00,1000000000.00,1500000000.00
Jan 27 2032,MYRIA,49113543091.66,49113543091.66,9500000000.00,17113543091.66,20000000000.00,1000000000.00,1500000000.00
Jan 16 2032,MYRIA,49105078659.37,49105078659.37,9500000000.00,17105078659.37,20000000000.00,1000000000.00,1500000000.00
Jan 05 2032,MYRIA,49096614227.09,49096614227.09,9500000000.00,17096614227.09,20000000000.00,1000000000.00,1500000000.00
Dec 24 2031,MYRIA,49087380300.96,49087380300.96,9500000000.00,17087380300.96,20000000000.00,1000000000.00,1500000000.00
Dec 13 2031,MYRIA,49078915868.67,49078915868.67,9500000000.00,17078915868.67,20000000000.00,1000000000.00,1500000000.00
Dec 02 2031,MYRIA,49070451436.39,49070451436.39,9500000000.00,17070451436.39,20000000000.00,1000000000.00,1500000000.00
Nov 21 2031,MYRIA,49061987004.11,49061987004.11,9500000000.00,17061987004.10,20000000000.00,1000000000.00,1500000000.00
Nov 09 2031,MYRIA,49052753077.98,49052753077.98,9500000000.00,17052753077.98,20000000000.00,1000000000.00,1500000000.00
Oct 29 2031,MYRIA,49044288645.69,49044288645.69,9500000000.00,17044288645.69,20000000000.00,1000000000.00,1500000000.00
Oct 18 2031,MYRIA,49035824213.41,49035824213.41,9500000000.00,17035824213.41,20000000000.00,1000000000.00,1500000000.00
Oct 07 2031,MYRIA,49027359781.12,49027359781.12,9500000000.00,17027359781.12,20000000000.00,1000000000.00,1500000000.00
Sep 26 2031,MYRIA,49018895348.84,49018895348.84,9500000000.00,17018895348.84,20000000000.00,1000000000.00,1500000000.00
Sep 14 2031,MYRIA,49009661422.71,49009661422.71,9500000000.00,17009661422.71,20000000000.00,1000000000.00,1500000000.00
Sep 03 2031,MYRIA,49001196990.43,49001196990.43,9500000000.00,17001196990.42,20000000000.00,1000000000.00,1500000000.00
Aug 23 2031,MYRIA,48992732558.14,48992732558.14,9500000000.00,16992732558.14,20000000000.00,1000000000.00,1500000000.00
Aug 12 2031,MYRIA,48984268125.86,48984268125.86,9500000000.00,16984268125.86,20000000000.00,1000000000.00,1500000000.00
Jul 31 2031,MYRIA,48975034199.73,48975034199.73,9500000000.00,16975034199.73,20000000000.00,1000000000.00,1500000000.00
Jul 20 2031,MYRIA,48966569767.44,48966569767.44,9500000000.00,16966569767.44,20000000000.00,1000000000.00,1500000000.00
Jul 09 2031,MYRIA,48958105335.16,48958105335.16,9500000000.00,16958105335.16,20000000000.00,1000000000.00,1500000000.00
Jun 28 2031,MYRIA,48949640902.87,48949640902.87,9500000000.00,16949640902.87,20000000000.00,1000000000.00,1500000000.00
Jun 17 2031,MYRIA,48941176470.59,48941176470.59,9500000000.00,16941176470.59,20000000000.00,1000000000.00,1500000000.00
Jun 05 2031,MYRIA,48931942544.46,48931942544.46,9500000000.00,16931942544.46,20000000000.00,1000000000.00,1500000000.00
May 25 2031,MYRIA,48923478112.18,48923478112.18,9500000000.00,16923478112.18,20000000000.00,1000000000.00,1500000000.00
May 14 2031,MYRIA,48915013679.89,48915013679.89,9500000000.00,16915013679.89,20000000000.00,1000000000.00,1500000000.00
May 03 2031,MYRIA,48906549247.61,48906549247.61,9500000000.00,16906549247.61,20000000000.00,1000000000.00,1500000000.00
Apr 21 2031,MYRIA,48897315321.48,48897315321.48,9500000000.00,16897315321.48,20000000000.00,1000000000.00,1500000000.00
Apr 10 2031,MYRIA,48888850889.19,48888850889.19,9500000000.00,16888850889.19,20000000000.00,1000000000.00,1500000000.00
Mar 30 2031,MYRIA,48880386456.91,48880386456.91,9500000000.00,16880386456.91,20000000000.00,1000000000.00,1500000000.00
Mar 19 2031,MYRIA,48868835616.44,48868835616.44,9500000000.00,16868835616.44,20000000000.00,1000000000.00,1500000000.00
Mar 08 2031,MYRIA,48851883561.65,48851883561.65,9500000000.00,16851883561.64,20000000000.00,1000000000.00,1500000000.00
Feb 24 2031,MYRIA,48833390410.96,48833390410.96,9500000000.00,16833390410.96,20000000000.00,1000000000.00,1500000000.00
Feb 13 2031,MYRIA,48816438356.17,48816438356.17,9500000000.00,16816438356.17,20000000000.00,1000000000.00,1500000000.00
Feb 02 2031,MYRIA,48799486301.37,48799486301.37,9500000000.00,16799486301.37,20000000000.00,1000000000.00,1500000000.00
Jan 22 2031,MYRIA,48782534246.58,48782534246.58,9500000000.00,16782534246.58,20000000000.00,1000000000.00,1500000000.00
Jan 10 2031,MYRIA,48764041095.89,48764041095.89,9500000000.00,16764041095.89,20000000000.00,1000000000.00,1500000000.00
Dec 30 2030,MYRIA,48747089041.10,48747089041.10,9500000000.00,16747089041.10,20000000000.00,1000000000.00,1500000000.00
Dec 19 2030,MYRIA,48730136986.30,48730136986.30,9500000000.00,16730136986.30,20000000000.00,1000000000.00,1500000000.00
Dec 08 2030,MYRIA,48713184931.51,48713184931.51,9500000000.00,16713184931.51,20000000000.00,1000000000.00,1500000000.00
Nov 27 2030,MYRIA,48696232876.71,48696232876.71,9500000000.00,16696232876.71,20000000000.00,1000000000.00,1500000000.00
Nov 15 2030,MYRIA,48677739726.03,48677739726.03,9500000000.00,16677739726.03,20000000000.00,1000000000.00,1500000000.00
Nov 04 2030,MYRIA,48660787671.23,48660787671.23,9500000000.00,16660787671.23,20000000000.00,1000000000.00,1500000000.00
Oct 24 2030,MYRIA,48643835616.44,48643835616.44,9500000000.00,16643835616.44,20000000000.00,1000000000.00,1500000000.00
Oct 13 2030,MYRIA,48626883561.65,48626883561.65,9500000000.00,16626883561.64,20000000000.00,1000000000.00,1500000000.00
Oct 01 2030,MYRIA,48608390410.96,48608390410.96,9500000000.00,16608390410.96,20000000000.00,1000000000.00,1500000000.00
Sep 20 2030,MYRIA,48591438356.17,48591438356.17,9500000000.00,16591438356.17,20000000000.00,1000000000.00,1500000000.00
Sep 09 2030,MYRIA,48574486301.37,48574486301.37,9500000000.00,16574486301.37,20000000000.00,1000000000.00,1500000000.00
