Date,Symbol,Available Supply,Unlocked Supply,Project Development,Node Emissions,Ecosystem Fund,Strategic Reserve,TGE & Liquidity Provision
Jan 09 2044,MYRIA,49985932690.86,49985932690.86,9500000000.00,17985932690.86,20000000000.00,1000000000.00,1500000000.00
Dec 29 2043,MYRIA,49985800434.10,49985800434.10,9500000000.00,17985800434.10,20000000000.00,1000000000.00,1500000000.00
Dec 18 2043,MYRIA,49985668177.34,49985668177.34,9500000000.00,17985668177.34,20000000000.00,1000000000.00,1500000000.00
Dec 07 2043,MYRIA,49985535920.58,49985535920.58,9500000000.00,17985535920.58,20000000000.00,1000000000.00,1500000000.00
Nov 26 2043,MYRIA,49985403663.82,49985403663.82,9500000000.00,17985403663.82,20000000000.00,1000000000.00,1500000000.00
Nov 14 2043,MYRIA,49985259383.71,49985259383.71,9500000000.00,17985259383.71,20000000000.00,1000000000.00,1500000000.00
Nov 03 2043,MYRIA,49985127126.95,49985127126.95,9500000000.00,17985127126.95,20000000000.00,1000000000.00,1500000000.00
Oct 23 2043,MYRIA,49984994870.19,49984994870.19,9500000000.00,17984994870.19,20000000000.00,1000000000.00,1500000000.00
Oct 12 2043,MYRIA,49984862613.43,49984862613.43,9500000000.00,17984862613.43,20000000000.00,1000000000.00,1500000000.00
Sep 30 2043,MYRIA,49984718333.32,49984718333.32,9500000000.00,17984718333.32,20000000000.00,1000000000.00,1500000000.00
Sep 19 2043,MYRIA,49984586076.56,49984586076.56,9500000000.00,17984586076.56,20000000000.00,1000000000.00,1500000000.00
Sep 08 2043,MYRIA,49984453819.80,49984453819.80,9500000000.00,17984453819.80,20000000000.00,1000000000.00,1500000000.00
Aug 28 2043,MYRIA,49984321563.04,49984321563.04,9500000000.00,17984321563.04,20000000000.00,1000000000.00,1500000000.00
Aug 17 2043,MYRIA,49984189306.27,49984189306.27,9500000000.00,17984189306.27,20000000000.00,1000000000.00,1500000000.00
Aug 05 2043,MYRIA,49984045026.17,49984045026.17,9500000000.00,17984045026.17,20000000000.00,1000000000.00,1500000000.00
Jul 25 2043,MYRIA,49983912769.41,49983912769.41,9500000000.00,17983912769.41,20000000000.00,1000000000.00,1500000000.00
Jul 14 2043,MYRIA,49983780512.65,49983780512.65,9500000000.00,17983780512.65,20000000000.00,1000000000.00,1500000000.00
Jul 03 2043,MYRIA,49983648255.88,49983648255.88,9500000000.00,17983648255.88,20000000000.00,1000000000.00,1500000000.00
Jun 21 2043,MYRIA,49983503975.78,49983503975.78,9500000000.00,17983503975.78,20000000000.00,1000000000.00,1500000000.00
Jun 10 2043,MYRIA,49983371719.02,49983371719.02,9500000000.00,17983371719.02,20000000000.00,1000000000.00,1500000000.00
May 30 2043,MYRIA,49983239462.26,49983239462.26,9500000000.00,17983239462.26,20000000000.00,1000000000.00,1500000000.00
May 19 2043,MYRIA,49983107205.49,49983107205.49,9500000000.00,17983107205.49,20000000000.00,1000000000.00,1500000000.00
May 08 2043,MYRIA,49982974948.73,49982974948.73,9500000000.00,17982974948.73,20000000000.00,1000000000.00,1500000000.00
Apr 26 2043,MYRIA,49982830668.63,49982830668.63,9500000000.00,17982830668.63,20000000000.00,1000000000.00,1500000000.00
Apr 15 2043,MYRIA,49982698411.87,49982698411.87,9500000000.00,17982698411.87,20000000000.00,1000000000.00,1500000000.00
Apr 04 2043,MYRIA,49982566155.10,49982566155.10,9500000000.00,17982566155.10,20000000000.00,1000000000.00,1500000000.00
Mar 24 2043,MYRIA,49982433898.34,49982433898.34,9500000000.00,17982433898.34,20000000000.00,1000000000.00,1500000000.00
Mar 12 2043,MYRIA,49982156999.14,49982156999.14,9500000000.00,17982156999.14,20000000000.00,1000000000.00,1500000000.00
Mar 01 2043,MYRIA,49981892123.29,49981892123.29,9500000000.00,17981892123.29,20000000000.00,1000000000.00,1500000000.00
Feb 18 2043,MYRIA,49981627247.43,49981627247.43,9500000000.00,17981627247.43,20000000000.00,1000000000.00,1500000000.00
Feb 07 2043,MYRIA,49981362371.58,49981362371.58,9500000000.00,17981362371.58,20000000000.00,1000000000.00,1500000000.00
Jan 27 2043,MYRIA,49981097495.72,49981097495.72,9500000000.00,17981097495.72,20000000000.00,1000000000.00,1500000000.00
Jan 15 2043,MYRIA,49980808540.24,49980808540.24,9500000000.00,17980808540.24,20000000000.00,1000000000.00,1500000000.00
Jan 04 2043,MYRIA,49980543664.38,49980543664.38,9500000000.00,17980543664.38,20000000000.00,1000000000.00,1500000000.00
Dec 24 2042,MYRIA,49980278788.53,49980278788.53,9500000000.00,17980278788.53,20000000000.00,1000000000.00,1500000000.00
Dec 13 2042,MYRIA,49980013912.67,49980013912.67,9500000000.00,17980013912.67,20000000000.00,1000000000.00,1500000000.00
Dec 01 2042,MYRIA,49979724957.19,49979724957.19,9500000000.00,17979724957.19,20000000000.00,1000000000.00,1500000000.00
Nov 20 2042,MYRIA,49979460081.34,49979460081.34,9500000000.00,17979460081.34,20000000000.00,1000000000.00,1500000000.00
Nov 09 2042,MYRIA,49979195205.48,49979195205.48,9500000000.00,17979195205.48,20000000000.00,1000000000.00,1500000000.00
Oct 29 2042,MYRIA,49978930329.62,49978930329.62,9500000000.00,17978930329.62,20000000000.00,1000000000.00,1500000000.00
Oct 18 2042,MYRIA,49978665453.77,49978665453.77,9500000000.00,17978665453.77,20000000000.00,1000000000.00,1500000000.00
Oct 06 2042,MYRIA,49978376498.29,49978376498.29,9500000000.00,17978376498.29,20000000000.00,1000000000.00,1500000000.00
Sep 25 2042,MYRIA,49978111622.43,49978111622.43,9500000000.00,17978111622.43,20000000000.00,1000000000.00,1500000000.00
Sep 14 2042,MYRIA,49977846746.58,49977846746.58,9500000000.00,17977846746.58,20000000000.00,1000000000.00,1500000000.00
Sep 03 2042,MYRIA,49977581870.72,49977581870.72,9500000000.00,17977581870.72,20000000000.00,1000000000.00,1500000000.00
Aug 22 2042,MYRIA,49977292915.24,49977292915.24,9500000000.00,17977292915.24,20000000000.00,1000000000.00,1500000000.00
Aug 11 2042,MYRIA,49977028039.38,49977028039.38,9500000000.00,17977028039.38,20000000000.00,1000000000.00,1500000000.00
Jul 31 2042,MYRIA,49976763163.53,49976763163.53,9500000000.00,17976763163.53,20000000000.00,1000000000.00,1500000000.00
Jul 20 2042,MYRIA,49976498287.67,49976498287.67,9500000000.00,17976498287.67,20000000000.00,1000000000.00,1500000000.00
Jul 09 2042,MYRIA,49976233411.82,49976233411.82,9500000000.00,17976233411.82,20000000000.00,1000000000.00,1500000000.00
Jun 27 2042,MYRIA,49975944456.34,49975944456.34,9500000000.00,17975944456.34,20000000000.00,1000000000.00,1500000000.00
Jun 16 2042,MYRIA,49975679580.48,49975679580.48,9500000000.00,17975679580.48,20000000000.00,1000000000.00,1500000000.00
Jun 05 2042,MYRIA,49975414704.62,49975414704.62,9500000000.00,17975414704.62,20000000000.00,1000000000.00,1500000000.00
May 25 2042,MYRIA,49975149828.77,49975149828.77,9500000000.00,17975149828.77,20000000000.00,1000000000.00,1500000000.00
May 13 2042,MYRIA,49974860873.29,49974860873.29,9500000000.00,17974860873.29,20000000000.00,1000000000.00,1500000000.00
May 02 2042,MYRIA,49974595997.43,49974595997.43,9500000000.00,17974595997.43,20000000000.00,1000000000.00,1500000000.00
Apr 21 2042,MYRIA,49974331121.58,49974331121.58,9500000000.00,17974331121.58,20000000000.00,1000000000.00,1500000000.00
Apr 10 2042,MYRIA,49974066245.72,49974066245.72,9500000000.00,17974066245.72,20000000000.00,1000000000.00,1500000000.00
Mar 30 2042,MYRIA,49973801369.86,49973801369.86,9500000000.00,17973801369.86,20000000000.00,1000000000.00,1500000000.00
Mar 18 2042,MYRIA,49973512414.38,49973512414.38,9500000000.00,17973512414.38,20000000000.00,1000000000.00,1500000000.00
Mar 07 2042,MYRIA,49973247538.53,49973247538.53,9500000000.00,17973247538.53,20000000000.00,1000000000.00,1500000000.00
Feb 24 2042,MYRIA,49972982662.67,49972982662.67,9500000000.00,17972982662.67,20000000000.00,1000000000.00,1500000000.00
Feb 13 2042,MYRIA,49972717786.82,49972717786.82,9500000000.00,17972717786.82,20000000000.00,1000000000.00,1500000000.00
Feb 01 2042,MYRIA,49972428831.34,49972428831.34,9500000000.00,17972428831.34,20000000000.00,1000000000.00,1500000000.00
Jan 21 2042,MYRIA,49972163955.48,49972163955.48,9500000000.00,17972163955.48,20000000000.00,1000000000.00,1500000000.00
Jan 10 2042,MYRIA,49971899079.62,49971899079.62,9500000000.00,17971899079.62,20000000000.00,1000000000.00,1500000000.00
Dec 30 2041,MYRIA,49971634203.77,49971634203.77,9500000000.00,17971634203.77,20000000000.00,1000000000.00,1500000000.00
Dec 19 2041,MYRIA,49971369327.91,49971369327.91,9500000000.00,17971369327.91,20000000000.00,1000000000.00,1500000000.00
Dec 07 2041,MYRIA,49971080372.43,49971080372.43,9500000000.00,17971080372.43,20000000000.00,1000000000.00,1500000000.00
Nov 26 2041,MYRIA,49970815496.58,49970815496.58,9500000000.00,17970815496.58,20000000000.00,1000000000.00,1500000000.00
Nov 15 2041,MYRIA,49970550620.72,49970550620.72,9500000000.00,17970550620.72,20000000000.00,1000000000.00,1500000000.00
Nov 04 2041,MYRIA,49970285744.86,49970285744.86,9500000000.00,17970285744.86,20000000000.00,1000000000.00,1500000000.00
Oct 23 2041,MYRIA,49969996789.38,49969996789.38,9500000000.00,17969996789.38,20000000000.00,1000000000.00,1500000000.00
Oct 12 2041,MYRIA,49969731913.53,49969731913.53,9500000000.00,17969731913.53,20000000000.00,1000000000.00,1500000000.00
Oct 01 2041,MYRIA,49969467037.67,49969467037.67,9500000000.00,17969467037.67,20000000000.00,1000000000.00,1500000000.00
Sep 20 2041,MYRIA,49969202161.82,49969202161.82,9500000000.00,17969202161.82,20000000000.00,1000000000.00,1500000000.00
Sep 09 2041,MYRIA,49968937285.96,49968937285.96,9500000000.00,17968937285.96,20000000000.00,1000000000.00,1500000000.00
Aug 28 2041,MYRIA,49968648330.48,49968648330.48,9500000000.00,17968648330.48,20000000000.00,1000000000.00,1500000000.00
Aug 17 2041,MYRIA,49968383454.62,49968383454.62,9500000000.00,17968383454.62,20000000000.00,1000000000.00,1500000000.00
Aug 06 2041,MYRIA,49968118578.77,49968118578.77,9500000000.00,17968118578.77,20000000000.00,1000000000.00,1500000000.00
Jul 26 2041,MYRIA,49967853702.91,49967853702.91,9500000000.00,17967853702.91,20000000000.00,1000000000.00,1500000000.00
Jul 14 2041,MYRIA,49967564747.43,49967564747.43,9500000000.00,17967564747.43,20000000000.00,1000000000.00,1500000000.00
Jul 03 2041,MYRIA,49967299871.58,49967299871.58,9500000000.00,17967299871.58,20000000000.00,1000000000.00,1500000000.00
Jun 22 2041,MYRIA,49967034995.72,49967034995.72,9500000000.00,17967034995.72,20000000000.00,1000000000.00,1500000000.00
Jun 11 2041,MYRIA,49966770119.86,49966770119.86,9500000000.00,17966770119.86,20000000000.00,1000000000.00,1500000000.00
May 31 2041,MYRIA,49966505244.01,49966505244.01,9500000000.00,17966505244.01,20000000000.00,1000000000.00,1500000000.00
May 19 2041,MYRIA,49966216288.53,49966216288.53,9500000000.00,17966216288.53,20000000000.00,1000000000.00,1500000000.00
May 08 2041,MYRIA,49965951412.67,49965951412.67,9500000000.00,17965951412.67,20000000000.00,1000000000.00,1500000000.00
Apr 27 2041,MYRIA,49965686536.82,49965686536.82,9500000000.00,17965686536.82,20000000000.00,1000000000.00,1500000000.00
Apr 16 2041,MYRIA,49965421660.96,49965421660.96,9500000000.00,17965421660.96,20000000000.00,1000000000.00,1500000000.00
Apr 04 2041,MYRIA,49965132705.48,49965132705.48,9500000000.00,17965132705.48,20000000000.00,1000000000.00,1500000000.00
Mar 24 2041,MYRIA,49964867829.62,49964867829.62,9500000000.00,17964867829.62,20000000000.00,1000000000.00,1500000000.00
Mar 13 2041,MYRIA,49964362816.35,49964362816.35,9500000000.00,17964362816.35,20000000000.00,1000000000.00,1500000000.00
Mar 02 2041,MYRIA,49963833789.33,49963833789.33,9500000000.00,17963833789.33,20000000000.00,1000000000.00,1500000000.00
Feb 19 2041,MYRIA,49963304762.31,49963304762.31,9500000000.00,17963304762.31,20000000000.00,1000000000.00,1500000000.00
Feb 07 2041,MYRIA,49962727641.93,49962727641.93,9500000000.00,17962727641.93,20000000000.00,1000000000.00,1500000000.00
Jan 27 2041,MYRIA,49962198614.91,49962198614.91,9500000000.00,17962198614.91,20000000000.00,1000000000.00,1500000000.00
Jan 16 2041,MYRIA,49961669587.89,49961669587.89,9500000000.00,17961669587.89,20000000000.00,1000000000.00,1500000000.00
Jan 05 2041,MYRIA,49961140560.88,49961140560.88,9500000000.00,17961140560.88,20000000000.00,1000000000.00,1500000000.00
Dec 24 2040,MYRIA,49960563440.49,49960563440.49,9500000000.00,17960563440.49,20000000000.00,1000000000.00,1500000000.00
Dec 13 2040,MYRIA,49960034413.48,49960034413.48,9500000000.00,17960034413.48,20000000000.00,1000000000.00,1500000000.00
Dec 02 2040,MYRIA,49959505386.46,49959505386.46,9500000000.00,17959505386.46,20000000000.00,1000000000.00,1500000000.00
Nov 21 2040,MYRIA,49958976359.44,49958976359.44,9500000000.00,17958976359.44,20000000000.00,1000000000.00,1500000000.00
Nov 10 2040,MYRIA,49958447332.42,49958447332.42,9500000000.00,17958447332.42,20000000000.00,1000000000.00,1500000000.00
Oct 29 2040,MYRIA,49957870212.04,49957870212.04,9500000000.00,17957870212.04,20000000000.00,1000000000.00,1500000000.00
Oct 18 2040,MYRIA,49957341185.02,49957341185.02,9500000000.00,17957341185.02,20000000000.00,1000000000.00,1500000000.00
Oct 07 2040,MYRIA,49956812158.00,49956812158.00,9500000000.00,17956812158.00,20000000000.00,1000000000.00,1500000000.00
Sep 26 2040,MYRIA,49956283130.99,49956283130.99,9500000000.00,17956283130.99,20000000000.00,1000000000.00,1500000000.00
Sep 14 2040,MYRIA,49955706010.60,49955706010.60,9500000000.00,17955706010.60,20000000000.00,1000000000.00,1500000000.00
Sep 03 2040,MYRIA,49955176983.59,49955176983.59,9500000000.00,17955176983.58,20000000000.00,1000000000.00,1500000000.00
Aug 23 2040,MYRIA,49954647956.57,49954647956.57,9500000000.00,17954647956.57,20000000000.00,1000000000.00,1500000000.00
Aug 12 2040,MYRIA,49954118929.55,49954118929.55,9500000000.00,17954118929.55,20000000000.00,1000000000.00,1500000000.00
Aug 01 2040,MYRIA,49953589902.53,49953589902.53,9500000000.00,17953589902.53,20000000000.00,1000000000.00,1500000000.00
Jul 20 2040,MYRIA,49953012782.15,49953012782.15,9500000000.00,17953012782.15,20000000000.00,1000000000.00,1500000000.00
Jul 09 2040,MYRIA,49952483755.13,49952483755.13,9500000000.00,17952483755.13,20000000000.00,1000000000.00,1500000000.00
Jun 28 2040,MYRIA,49951954728.11,49951954728.11,9500000000.00,17951954728.11,20000000000.00,1000000000.00,1500000000.00
Jun 17 2040,MYRIA,49951425701.10,49951425701.10,9500000000.00,17951425701.09,20000000000.00,1000000000.00,1500000000.00
Jun 05 2040,MYRIA,49950848580.71,49950848580.71,9500000000.00,17950848580.71,20000000000.00,1000000000.00,1500000000.00
May 25 2040,MYRIA,49950319553.69,49950319553.69,9500000000.00,17950319553.69,20000000000.00,1000000000.00,1500000000.00
May 14 2040,MYRIA,49949790526.68,49949790526.68,9500000000.00,17949790526.68,20000000000.00,1000000000.00,1500000000.00
May 03 2040,MYRIA,49949261499.66,49949261499.66,9500000000.00,17949261499.66,20000000000.00,1000000000.00,1500000000.00
Apr 22 2040,MYRIA,49948732472.64,49948732472.64,9500000000.00,17948732472.64,20000000000.00,1000000000.00,1500000000.00
Apr 10 2040,MYRIA,49948155352.26,49948155352.26,9500000000.00,17948155352.26,20000000000.00,1000000000.00,1500000000.00
Mar 30 2040,MYRIA,49947626325.24,49947626325.24,9500000000.00,17947626325.24,20000000000.00,1000000000.00,1500000000.00
Mar 19 2040,MYRIA,49947097298.22,49947097298.22,9500000000.00,17947097298.22,20000000000.00,1000000000.00,1500000000.00
Mar 08 2040,MYRIA,49946568271.20,49946568271.20,9500000000.00,17946568271.20,20000000000.00,1000000000.00,1500000000.00
Feb 25 2040,MYRIA,49945991150.82,49945991150.82,9500000000.00,17945991150.82,20000000000.00,1000000000.00,1500000000.00
Feb 14 2040,MYRIA,49945462123.80,49945462123.80,9500000000.00,17945462123.80,20000000000.00,1000000000.00,1500000000.00
Feb 03 2040,MYRIA,49944933096.79,49944933096.79,9500000000.00,17944933096.79,20000000000.00,1000000000.00,1500000000.00
Jan 23 2040,MYRIA,49944404069.77,49944404069.77,9500000000.00,17944404069.77,20000000000.00,1000000000.00,1500000000.00
Jan 12 2040,MYRIA,49943875042.75,49943875042.75,9500000000.00,17943875042.75,20000000000.00,1000000000.00,1500000000.00
Dec 31 2039,MYRIA,49943297922.37,49943297922.37,9500000000.00,17943297922.37,20000000000.00,1000000000.00,1500000000.00
Dec 20 2039,MYRIA,49942768895.35,49942768895.35,9500000000.00,17942768895.35,20000000000.00,1000000000.00,1500000000.00
Dec 09 2039,MYRIA,49942239868.33,49942239868.33,9500000000.00,17942239868.33,20000000000.00,1000000000.00,1500000000.00
Nov 28 2039,MYRIA,49941710841.31,49941710841.31,9500000000.00,17941710841.31,20000000000.00,1000000000.00,1500000000.00
Nov 16 2039,MYRIA,49941133720.93,49941133720.93,9500000000.00,17941133720.93,20000000000.00,1000000000.00,1500000000.00
Nov 05 2039,MYRIA,49940604693.91,49940604693.91,9500000000.00,17940604693.91,20000000000.00,1000000000.00,1500000000.00
Oct 25 2039,MYRIA,49940075666.90,49940075666.90,9500000000.00,17940075666.89,20000000000.00,1000000000.00,1500000000.00
Oct 14 2039,MYRIA,49939546639.88,49939546639.88,9500000000.00,17939546639.88,20000000000.00,1000000000.00,1500000000.00
Oct 03 2039,MYRIA,49939017612.86,49939017612.86,9500000000.00,17939017612.86,20000000000.00,1000000000.00,1500000000.00
Sep 21 2039,MYRIA,49938440492.48,49938440492.48,9500000000.00,17938440492.48,20000000000.00,1000000000.00,1500000000.00
Sep 10 2039,MYRIA,49937911465.46,49937911465.46,9500000000.00,17937911465.46,20000000000.00,1000000000.00,1500000000.00
Aug 30 2039,MYRIA,49937382438.44,49937382438.44,9500000000.00,17937382438.44,20000000000.00,1000000000.00,1500000000.00
Aug 19 2039,MYRIA,49936853411.42,49936853411.42,9500000000.00,17936853411.42,20000000000.00,1000000000.00,1500000000.00
Aug 07 2039,MYRIA,49936276291.04,49936276291.04,9500000000.00,17936276291.04,20000000000.00,1000000000.00,1500000000.00
Jul 27 2039,MYRIA,49935747264.02,49935747264.02,9500000000.00,17935747264.02,20000000000.00,1000000000.00,1500000000.00
Jul 16 2039,MYRIA,49935218237.01,49935218237.01,9500000000.00,17935218237.00,20000000000.00,1000000000.00,1500000000.00
Jul 05 2039,MYRIA,49934689209.99,49934689209.99,9500000000.00,17934689209.99,20000000000.00,1000000000.00,1500000000.00
Jun 24 2039,MYRIA,49934160182.97,49934160182.97,9500000000.00,17934160182.97,20000000000.00,1000000000.00,1500000000.00
Jun 12 2039,MYRIA,49933583062.59,49933583062.59,9500000000.00,17933583062.59,20000000000.00,1000000000.00,1500000000.00
Jun 01 2039,MYRIA,49933054035.57,49933054035.57,9500000000.00,17933054035.57,20000000000.00,1000000000.00,1500000000.00
May 21 2039,MYRIA,49932525008.55,49932525008.55,9500000000.00,17932525008.55,20000000000.00,1000000000.00,1500000000.00
May 10 2039,MYRIA,49931995981.53,49931995981.53,9500000000.00,17931995981.53,20000000000.00,1000000000.00,1500000000.00
Apr 28 2039,MYRIA,49931418861.15,49931418861.15,9500000000.00,17931418861.15,20000000000.00,1000000000.00,1500000000.00
Apr 17 2039,MYRIA,49930889834.13,49930889834.13,9500000000.00,17930889834.13,20000000000.00,1000000000.00,1500000000.00
Apr 06 2039,MYRIA,49930360807.11,49930360807.11,9500000000.00,17930360807.11,20000000000.00,1000000000.00,1500000000.00
Mar 26 2039,MYRIA,49929831780.10,49929831780.10,9500000000.00,17929831780.10,20000000000.00,1000000000.00,1500000000.00
Mar 15 2039,MYRIA,49928916952.06,49928916952.06,9500000000.00,17928916952.05,20000000000.00,1000000000.00,1500000000.00
Mar 03 2039,MYRIA,49927761130.14,49927761130.14,9500000000.00,17927761130.14,20000000000.00,1000000000.00,1500000000.00
Feb 20 2039,MYRIA,49926701626.71,49926701626.71,9500000000.00,17926701626.71,20000000000.00,1000000000.00,1500000000.00
Feb 09 2039,MYRIA,49925642123.29,49925642123.29,9500000000.00,17925642123.29,20000000000.00,1000000000.00,1500000000.00
Jan 29 2039,MYRIA,49924582619.86,49924582619.86,9500000000.00,17924582619.86,20000000000.00,1000000000.00,1500000000.00
Jan 17 2039,MYRIA,49923426797.95,49923426797.95,9500000000.00,17923426797.95,20000000000.00,1000000000.00,1500000000.00
Jan 06 2039,MYRIA,49922367294.52,49922367294.52,9500000000.00,17922367294.52,20000000000.00,1000000000.00,1500000000.00
Dec 26 2038,MYRIA,49921307791.10,49921307791.10,9500000000.00,17921307791.10,20000000000.00,1000000000.00,1500000000.00
Dec 15 2038,MYRIA,49920248287.67,49920248287.67,9500000000.00,17920248287.67,20000000000.00,1000000000.00,1500000000.00
Dec 04 2038,MYRIA,49919188784.25,49919188784.25,9500000000.00,17919188784.25,20000000000.00,1000000000.00,1500000000.00
Nov 22 2038,MYRIA,49918032962.33,49918032962.33,9500000000.00,17918032962.33,20000000000.00,1000000000.00,1500000000.00
Nov 11 2038,MYRIA,49916973458.91,49916973458.91,9500000000.00,17916973458.90,20000000000.00,1000000000.00,1500000000.00
Oct 31 2038,MYRIA,49915913955.48,49915913955.48,9500000000.00,17915913955.48,20000000000.00,1000000000.00,1500000000.00
Oct 20 2038,MYRIA,49914854452.06,49914854452.06,9500000000.00,17914854452.06,20000000000.00,1000000000.00,1500000000.00
Oct 08 2038,MYRIA,49913698630.14,49913698630.14,9500000000.00,17913698630.14,20000000000.00,1000000000.00,1500000000.00
Sep 27 2038,MYRIA,49912639126.71,49912639126.71,9500000000.00,17912639126.71,20000000000.00,1000000000.00,1500000000.00
Sep 16 2038,MYRIA,49911579623.29,49911579623.29,9500000000.00,17911579623.29,20000000000.00,1000000000.00,1500000000.00
Sep 05 2038,MYRIA,49910520119.86,49910520119.86,9500000000.00,17910520119.86,20000000000.00,1000000000.00,1500000000.00
Aug 25 2038,MYRIA,49909460616.44,49909460616.44,9500000000.00,17909460616.44,20000000000.00,1000000000.00,1500000000.00
Aug 13 2038,MYRIA,49908304794.52,49908304794.52,9500000000.00,17908304794.52,20000000000.00,1000000000.00,1500000000.00
Aug 02 2038,MYRIA,49907245291.10,49907245291.10,9500000000.00,17907245291.10,20000000000.00,1000000000.00,1500000000.00
Jul 22 2038,MYRIA,49906185787.67,49906185787.67,9500000000.00,17906185787.67,20000000000.00,1000000000.00,1500000000.00
Jul 11 2038,MYRIA,49905126284.25,49905126284.25,9500000000.00,17905126284.25,20000000000.00,1000000000.00,1500000000.00
Jun 29 2038,MYRIA,49903970462.33,49903970462.33,9500000000.00,17903970462.33,20000000000.00,1000000000.00,1500000000.00
Jun 18 2038,MYRIA,49902910958.91,49902910958.91,9500000000.00,17902910958.90,20000000000.00,1000000000.00,1500000000.00
Jun 07 2038,MYRIA,49901851455.48,49901851455.48,9500000000.00,17901851455.48,20000000000.00,1000000000.00,1500000000.00
May 27 2038,MYRIA,49900791952.06,49900791952.06,9500000000.00,17900791952.06,20000000000.00,1000000000.00,1500000000.00
May 16 2038,MYRIA,49899732448.63,49899732448.63,9500000000.00,17899732448.63,20000000000.00,1000000000.00,1500000000.00
May 04 2038,MYRIA,49898576626.71,49898576626.71,9500000000.00,17898576626.71,20000000000.00,1000000000.00,1500000000.00
Apr 23 2038,MYRIA,49897517123.29,49897517123.29,9500000000.00,17897517123.29,20000000000.00,1000000000.00,1500000000.00
Apr 12 2038,MYRIA,49896457619.86,49896457619.86,9500000000.00,17896457619.86,20000000000.00,1000000000.00,1500000000.00
Apr 01 2038,MYRIA,49895398116.44,49895398116.44,9500000000.00,17895398116.44,20000000000.00,1000000000.00,1500000000.00
Mar 20 2038,MYRIA,49894242294.52,49894242294.52,9500000000.00,17894242294.52,20000000000.00,1000000000.00,1500000000.00
Mar 09 2038,MYRIA,49893182791.10,49893182791.10,9500000000.00,17893182791.10,20000000000.00,1000000000.00,1500000000.00
Feb 26 2038,MYRIA,49892123287.67,49892123287.67,9500000000.00,17892123287.67,20000000000.00,1000000000.00,1500000000.00
Feb 15 2038,MYRIA,49891063784.25,49891063784.25,9500000000.00,17891063784.25,20000000000.00,1000000000.00,1500000000.00
Feb 04 2038,MYRIA,49890004280.82,49890004280.82,9500000000.00,17890004280.82,20000000000.00,1000000000.00,1500000000.00
Jan 23 2038,MYRIA,49888848458.91,49888848458.91,9500000000.00,17888848458.91,20000000000.00,1000000000.00,1500000000.00
Jan 12 2038,MYRIA,49887788955.48,49887788955.48,9500000000.00,17887788955.48,20000000000.00,1000000000.00,1500000000.00
Jan 01 2038,MYRIA,49886729452.06,49886729452.06,9500000000.00,17886729452.06,20000000000.00,1000000000.00,1500000000.00
Dec 21 2037,MYRIA,49885669948.63,49885669948.63,9500000000.00,17885669948.63,20000000000.00,1000000000.00,1500000000.00
Dec 09 2037,MYRIA,49884514126.71,49884514126.71,9500000000.00,17884514126.71,20000000000.00,1000000000.00,1500000000.00
Nov 28 2037,MYRIA,49883454623.29,49883454623.29,9500000000.00,17883454623.29,20000000000.00,1000000000.00,1500000000.00
Nov 17 2037,MYRIA,49882395119.86,49882395119.86,9500000000.00,17882395119.86,20000000000.00,1000000000.00,1500000000.00
Nov 06 2037,MYRIA,49881335616.44,49881335616.44,9500000000.00,17881335616.44,20000000000.00,1000000000.00,1500000000.00
Oct 26 2037,MYRIA,49880276113.02,49880276113.02,9500000000.00,17880276113.01,20000000000.00,1000000000.00,1500000000.00
Oct 14 2037,MYRIA,49879120291.10,49879120291.10,9500000000.00,17879120291.10,20000000000.00,1000000000.00,1500000000.00
Oct 03 2037,MYRIA,49878060787.67,49878060787.67,9500000000.00,17878060787.67,20000000000.00,1000000000.00,1500000000.00
Sep 22 2037,MYRIA,49877001284.25,49877001284.25,9500000000.00,17877001284.25,20000000000.00,1000000000.00,1500000000.00
Sep 11 2037,MYRIA,49875941780.82,49875941780.82,9500000000.00,17875941780.82,20000000000.00,1000000000.00,1500000000.00
Aug 30 2037,MYRIA,49874785958.91,49874785958.91,9500000000.00,17874785958.91,20000000000.00,1000000000.00,1500000000.00
Aug 19 2037,MYRIA,49873726455.48,49873726455.48,9500000000.00,17873726455.48,20000000000.00,1000000000.00,1500000000.00
Aug 08 2037,MYRIA,49872666952.06,49872666952.06,9500000000.00,17872666952.06,20000000000.00,1000000000.00,1500000000.00
Jul 28 2037,MYRIA,49871607448.63,49871607448.63,9500000000.00,17871607448.63,20000000000.00,1000000000.00,1500000000.00
Jul 17 2037,MYRIA,49870547945.21,49870547945.21,9500000000.00,17870547945.21,20000000000.00,1000000000.00,1500000000.00
Jul 05 2037,MYRIA,49869392123.29,49869392123.29,9500000000.00,17869392123.29,20000000000.00,1000000000.00,1500000000.00
Jun 24 2037,MYRIA,49868332619.87,49868332619.87,9500000000.00,17868332619.86,20000000000.00,1000000000.00,1500000000.00
Jun 13 2037,MYRIA,49867273116.44,49867273116.44,9500000000.00,17867273116.44,20000000000.00,1000000000.00,1500000000.00
Jun 02 2037,MYRIA,49866213613.02,49866213613.02,9500000000.00,17866213613.02,20000000000.00,1000000000.00,1500000000.00
May 21 2037,MYRIA,49865057791.10,49865057791.10,9500000000.00,17865057791.10,20000000000.00,1000000000.00,1500000000.00
May 10 2037,MYRIA,49863998287.67,49863998287.67,9500000000.00,17863998287.67,20000000000.00,1000000000.00,1500000000.00
