Date,Symbol,Available Supply,Unlocked Supply,Community LP,Team and Investors,Employees,Early Users,Community Reserve
Sep 08 2020,CRV,0,240665832.97,18876575.18,30993782.10,28873016.18,10407307.51,151515152.00
Sep 05 2020,CRV,0,234866287.65,16617819.43,28962332.52,28609006.21,9161977.49,151515152.00
Sep 02 2020,CRV,0,229066742.34,14359063.68,26930882.94,28344996.25,7916647.47,151515152.00
Aug 31 2020,CRV,0,225200378.80,12853226.51,25576583.21,28168989.61,7086427.46,151515152.00
Aug 28 2020,CRV,0,219400833.49,10594470.76,23545133.63,27904979.65,5841097.45,151515152.00
Aug 26 2020,CRV,0,215534469.95,9088633.59,22190833.91,27728973.01,5010877.44,151515152.00
Aug 23 2020,CRV,0,209734924.64,6829877.84,20159384.33,27464963.05,3765547.42,151515152.00
Aug 21 2020,CRV,0,205868561.10,5324040.68,18805084.60,27288956.41,2935327.41,151515152.00
Aug 18 2020,CRV,0,200069015.78,3065284.93,16773635.02,27024946.44,1689997.39,151515152.00
Aug 16 2020,CRV,0,196202652.24,1559447.76,15419335.30,26848939.80,859777.38,151515152.00
Aug 13 2020,CRV,0,192198639.00,0,14016820.00,26666667.00,0,151515152.00
