Date,Symbol,Available Supply,Unlocked Supply,Transaction Mining,MetisLab Foundation,Founding Team,Advisors,Community Development,Airdrop,Liquidity Reserve,Strategic Round,Community Star,Private Round,Seed Investors,Angel Investors,Liquidity IDO
Sep 26 2024,METIS,7459630.42,7459630.42,2229630.42,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Sep 22 2024,METIS,7455634.56,7455634.56,2225634.56,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Sep 18 2024,METIS,7451638.70,7451638.70,2221638.70,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Sep 13 2024,METIS,7446643.87,7446643.87,2216643.87,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Sep 09 2024,METIS,7442648.01,7442648.01,2212648.01,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Sep 05 2024,METIS,7438652.14,7438652.14,2208652.14,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Aug 31 2024,METIS,7433657.32,7433657.32,2203657.32,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Aug 27 2024,METIS,7429661.45,7429661.45,2199661.45,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Aug 23 2024,METIS,7425665.59,7425665.59,2195665.59,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Aug 18 2024,METIS,7420670.76,7420670.76,2190670.76,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Aug 14 2024,METIS,7416674.90,7416674.90,2186674.90,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Aug 10 2024,METIS,7412679.04,7412679.04,2182679.04,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Aug 05 2024,METIS,7407684.21,7407684.21,2177684.21,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Aug 01 2024,METIS,7403688.35,7403688.35,2173688.35,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jul 28 2024,METIS,7399692.49,7399692.49,2169692.49,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jul 23 2024,METIS,7394697.66,7394697.66,2164697.66,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jul 19 2024,METIS,7390701.79,7390701.79,2160701.79,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jul 14 2024,METIS,7385706.97,7385706.97,2155706.97,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jul 10 2024,METIS,7381711.10,7381711.10,2151711.10,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jul 06 2024,METIS,7377715.24,7377715.24,2147715.24,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jul 01 2024,METIS,7372720.41,7372720.41,2142720.41,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jun 27 2024,METIS,7368724.55,7368724.55,2138724.55,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jun 23 2024,METIS,7364728.69,7364728.69,2134728.69,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jun 18 2024,METIS,7359733.86,7359733.86,2129733.86,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jun 14 2024,METIS,7355738.00,7355738.00,2125738.00,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jun 10 2024,METIS,7351742.14,7351742.14,2121742.14,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jun 05 2024,METIS,7346747.31,7346747.31,2116747.31,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jun 01 2024,METIS,7342751.45,7342751.45,2112751.45,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
May 28 2024,METIS,7338755.58,7338755.58,2108755.58,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
May 23 2024,METIS,7333760.75,7333760.75,2103760.75,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
May 19 2024,METIS,7329764.89,7329764.89,2099764.89,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
May 15 2024,METIS,7325769.03,7325769.03,2095769.03,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
May 10 2024,METIS,7320774.20,7320774.20,2090774.20,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
May 06 2024,METIS,7316778.34,7316778.34,2086778.34,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
May 02 2024,METIS,7312782.48,7312782.48,2082782.48,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Apr 27 2024,METIS,7307787.65,7307787.65,2077787.65,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Apr 23 2024,METIS,7303791.79,7303791.79,2073791.79,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Apr 19 2024,METIS,7299795.92,7299795.92,2069795.92,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Apr 14 2024,METIS,7294801.10,7294801.10,2064801.10,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Apr 10 2024,METIS,7290805.23,7290805.23,2060805.23,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Apr 06 2024,METIS,7286809.37,7286809.37,2056809.37,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Apr 01 2024,METIS,7281814.54,7281814.54,2051814.54,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Mar 28 2024,METIS,0,7277818.68,2047818.68,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Mar 24 2024,METIS,0,7273822.82,2043822.82,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Mar 19 2024,METIS,0,7268827.99,2038827.99,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Mar 15 2024,METIS,0,7264832.13,2034832.13,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Mar 11 2024,METIS,0,7260836.26,2030836.26,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Mar 06 2024,METIS,0,7255841.44,2025841.44,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Mar 02 2024,METIS,0,7251845.57,2021845.57,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Feb 27 2024,METIS,0,7247849.71,2017849.71,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Feb 22 2024,METIS,0,7242854.88,2012854.88,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Feb 18 2024,METIS,0,7238859.02,2008859.02,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Feb 14 2024,METIS,0,7234863.16,2004863.16,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Feb 09 2024,METIS,0,7229868.33,1999868.33,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Feb 05 2024,METIS,0,7225872.47,1995872.47,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Feb 01 2024,METIS,0,7221876.60,1991876.60,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jan 27 2024,METIS,0,7216881.78,1986881.78,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jan 23 2024,METIS,0,7212885.91,1982885.91,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jan 19 2024,METIS,0,7208890.05,1978890.05,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jan 14 2024,METIS,0,7203895.22,1973895.22,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jan 10 2024,METIS,0,7199899.36,1969899.36,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jan 06 2024,METIS,0,7195903.50,1965903.50,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jan 01 2024,METIS,0,7190908.67,1960908.67,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Dec 28 2023,METIS,0,7186912.81,1956912.81,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Dec 24 2023,METIS,0,7182916.95,1952916.95,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Dec 19 2023,METIS,0,7177922.12,1947922.12,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Dec 15 2023,METIS,0,7173926.25,1943926.25,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Dec 11 2023,METIS,0,7169930.39,1939930.39,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Dec 06 2023,METIS,0,7164935.56,1934935.56,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Dec 02 2023,METIS,0,7160939.70,1930939.70,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Nov 28 2023,METIS,0,7156943.84,1926943.84,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Nov 23 2023,METIS,0,7151949.01,1921949.01,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Nov 19 2023,METIS,0,7147953.15,1917953.15,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Nov 15 2023,METIS,0,7143957.29,1913957.29,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Nov 10 2023,METIS,0,7138962.46,1908962.46,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Nov 06 2023,METIS,0,7134966.60,1904966.60,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Nov 02 2023,METIS,0,7130970.73,1900970.73,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Oct 28 2023,METIS,0,7125975.91,1895975.91,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Oct 24 2023,METIS,0,7121980.04,1891980.04,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Oct 19 2023,METIS,0,7116985.21,1886985.21,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Oct 15 2023,METIS,0,7112989.35,1882989.35,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Oct 11 2023,METIS,0,7108993.49,1878993.49,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Oct 06 2023,METIS,0,7103998.66,1873998.66,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Oct 02 2023,METIS,0,7100002.80,1870002.80,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Sep 28 2023,METIS,0,7096006.94,1866006.94,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Sep 23 2023,METIS,0,7091012.11,1861012.11,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Sep 19 2023,METIS,0,7087016.25,1857016.25,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Sep 15 2023,METIS,0,7083020.38,1853020.38,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Sep 10 2023,METIS,0,7078025.56,1848025.56,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Sep 06 2023,METIS,0,7074029.69,1844029.69,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Sep 02 2023,METIS,0,7070033.83,1840033.83,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Aug 28 2023,METIS,0,7065039.00,1835039.00,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Aug 24 2023,METIS,0,7061043.14,1831043.14,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Aug 20 2023,METIS,0,7057047.28,1827047.28,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Aug 15 2023,METIS,0,7052052.45,1822052.45,400000.00,700000.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Aug 11 2023,METIS,0,6960556.59,1818056.59,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Aug 07 2023,METIS,0,6956560.72,1814060.72,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Aug 02 2023,METIS,0,6951565.90,1809065.90,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jul 29 2023,METIS,0,6947570.03,1805070.03,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jul 25 2023,METIS,0,6943574.17,1801074.17,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jul 20 2023,METIS,0,6938579.34,1796079.34,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jul 16 2023,METIS,0,6934583.48,1792083.48,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jul 12 2023,METIS,0,6930587.62,1788087.62,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jul 07 2023,METIS,0,6925592.79,1783092.79,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jul 03 2023,METIS,0,6921596.93,1779096.93,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jun 29 2023,METIS,0,6917601.06,1775101.06,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jun 24 2023,METIS,0,6912606.24,1770106.24,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jun 20 2023,METIS,0,6908610.37,1766110.37,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jun 16 2023,METIS,0,6904614.51,1762114.51,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jun 11 2023,METIS,0,6899619.68,1757119.68,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jun 07 2023,METIS,0,6895623.82,1753123.82,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
Jun 03 2023,METIS,0,6891627.96,1749127.96,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
May 29 2023,METIS,0,6886633.13,1744133.13,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
May 25 2023,METIS,0,6882637.27,1740137.27,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
May 21 2023,METIS,0,6878641.41,1736141.41,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
May 16 2023,METIS,0,6873646.58,1731146.58,400000.00,612500.00,150000.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,100000.00,30000.00
May 12 2023,METIS,0,6707463.71,1727150.71,355000.00,525000.00,132188.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
May 08 2023,METIS,0,6703467.85,1723154.85,355000.00,525000.00,132188.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
May 03 2023,METIS,0,6698473.02,1718160.02,355000.00,525000.00,132188.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Apr 29 2023,METIS,0,6694477.16,1714164.16,355000.00,525000.00,132188.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Apr 25 2023,METIS,0,6690481.30,1710168.30,355000.00,525000.00,132188.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Apr 20 2023,METIS,0,6685486.47,1705173.47,355000.00,525000.00,132188.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Apr 16 2023,METIS,0,6681490.61,1701177.61,355000.00,525000.00,132188.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Apr 12 2023,METIS,0,6677494.75,1697181.75,355000.00,525000.00,132188.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Apr 07 2023,METIS,0,6672499.92,1692186.92,355000.00,525000.00,132188.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Apr 03 2023,METIS,0,6668504.06,1688191.06,355000.00,525000.00,132188.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Mar 30 2023,METIS,0,6664508.19,1684195.19,355000.00,525000.00,132188.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Mar 25 2023,METIS,0,6659513.37,1679200.37,355000.00,525000.00,132188.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Mar 21 2023,METIS,0,6655517.50,1675204.50,355000.00,525000.00,132188.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Mar 17 2023,METIS,0,6651521.64,1671208.64,355000.00,525000.00,132188.00,900000.00,600000.00,600000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Mar 12 2023,METIS,0,6571526.81,1666213.81,355000.00,525000.00,132188.00,875000.00,575000.00,575000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Mar 08 2023,METIS,0,6567530.95,1662217.95,355000.00,525000.00,132188.00,875000.00,575000.00,575000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Mar 04 2023,METIS,0,6563535.09,1658222.09,355000.00,525000.00,132188.00,875000.00,575000.00,575000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Feb 27 2023,METIS,0,6558540.26,1653227.26,355000.00,525000.00,132188.00,875000.00,575000.00,575000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Feb 23 2023,METIS,0,6554544.40,1649231.40,355000.00,525000.00,132188.00,875000.00,575000.00,575000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Feb 19 2023,METIS,0,6550548.53,1645235.53,355000.00,525000.00,132188.00,875000.00,575000.00,575000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Feb 14 2023,METIS,0,6545553.71,1640240.71,355000.00,525000.00,132188.00,875000.00,575000.00,575000.00,150000.00,300000.00,700000.00,600000.00,88125.00,30000.00
Feb 10 2023,METIS,0,6304369.84,1636244.84,310000.00,437500.00,114375.00,850000.00,550000.00,550000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Feb 05 2023,METIS,0,6299375.02,1631250.02,310000.00,437500.00,114375.00,850000.00,550000.00,550000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Feb 01 2023,METIS,0,6295379.15,1627254.15,310000.00,437500.00,114375.00,850000.00,550000.00,550000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Jan 28 2023,METIS,0,6291383.29,1623258.29,310000.00,437500.00,114375.00,850000.00,550000.00,550000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Jan 23 2023,METIS,0,6286388.46,1618263.46,310000.00,437500.00,114375.00,850000.00,550000.00,550000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Jan 19 2023,METIS,0,6282392.60,1614267.60,310000.00,437500.00,114375.00,850000.00,550000.00,550000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Jan 15 2023,METIS,0,6278396.74,1610271.74,310000.00,437500.00,114375.00,850000.00,550000.00,550000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Jan 10 2023,METIS,0,6198401.91,1605276.91,310000.00,437500.00,114375.00,825000.00,525000.00,525000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Jan 06 2023,METIS,0,6194406.05,1601281.05,310000.00,437500.00,114375.00,825000.00,525000.00,525000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Jan 02 2023,METIS,0,6190410.18,1597285.18,310000.00,437500.00,114375.00,825000.00,525000.00,525000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Dec 28 2022,METIS,0,6185415.36,1592290.36,310000.00,437500.00,114375.00,825000.00,525000.00,525000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Dec 24 2022,METIS,0,6181419.49,1588294.49,310000.00,437500.00,114375.00,825000.00,525000.00,525000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Dec 20 2022,METIS,0,6177423.63,1584298.63,310000.00,437500.00,114375.00,825000.00,525000.00,525000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Dec 15 2022,METIS,0,6172428.80,1579303.80,310000.00,437500.00,114375.00,825000.00,525000.00,525000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Dec 11 2022,METIS,0,6093432.94,1575307.94,310000.00,437500.00,114375.00,800000.00,500000.00,500000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Dec 07 2022,METIS,0,6089437.08,1571312.08,310000.00,437500.00,114375.00,800000.00,500000.00,500000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Dec 02 2022,METIS,0,6084442.25,1566317.25,310000.00,437500.00,114375.00,800000.00,500000.00,500000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Nov 28 2022,METIS,0,6080446.39,1562321.39,310000.00,437500.00,114375.00,800000.00,500000.00,500000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Nov 24 2022,METIS,0,6076450.52,1558325.52,310000.00,437500.00,114375.00,800000.00,500000.00,500000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Nov 19 2022,METIS,0,6071455.70,1553330.70,310000.00,437500.00,114375.00,800000.00,500000.00,500000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
Nov 15 2022,METIS,0,6067459.83,1549334.83,310000.00,437500.00,114375.00,800000.00,500000.00,500000.00,150000.00,300000.00,700000.00,600000.00,76250.00,30000.00
