Date,Symbol,Available Supply,Unlocked Supply,Post-Attack LUNA holders,Pre-Attack aUST holders,Post-Attack UST holders,Pre-Attack LUNA holders,Community Pool
Jun 14 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 13 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 13 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 12 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 11 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 10 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 09 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 08 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 08 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 07 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 06 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 05 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 04 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 04 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 03 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 02 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 01 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
May 31 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
May 30 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
May 30 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
May 29 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
May 28 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
