Date,Symbol,Available Supply,Unlocked Supply,Post-Attack LUNA holders,Pre-Attack aUST holders,Post-Attack UST holders,Pre-Attack LUNA holders,Community Pool
Jan 19 2023,LUNA,0,559890909.09,37127272.73,37127272.73,55690909.09,129945454.55,300000000.00
Jan 18 2023,LUNA,0,559000000.00,37000000.00,37000000.00,55500000.00,129500000.00,300000000.00
Jan 17 2023,LUNA,0,558109090.91,36872727.27,36872727.27,55309090.91,129054545.45,300000000.00
Jan 17 2023,LUNA,0,558109090.91,36872727.27,36872727.27,55309090.91,129054545.45,300000000.00
Jan 16 2023,LUNA,0,557218181.82,36745454.55,36745454.55,55118181.82,128609090.91,300000000.00
Jan 15 2023,LUNA,0,556327272.73,36618181.82,36618181.82,54927272.73,128163636.36,300000000.00
Jan 14 2023,LUNA,0,555436363.64,36490909.09,36490909.09,54736363.64,127718181.82,300000000.00
Jan 13 2023,LUNA,0,554545454.55,36363636.36,36363636.36,54545454.55,127272727.27,300000000.00
Jan 12 2023,LUNA,0,553654545.45,36236363.64,36236363.64,54354545.45,126827272.73,300000000.00
Jan 12 2023,LUNA,0,553654545.45,36236363.64,36236363.64,54354545.45,126827272.73,300000000.00
Jan 11 2023,LUNA,0,552763636.36,36109090.91,36109090.91,54163636.36,126381818.18,300000000.00
Jan 10 2023,LUNA,0,551872727.27,35981818.18,35981818.18,53972727.27,125936363.64,300000000.00
Jan 09 2023,LUNA,0,550981818.18,35854545.45,35854545.45,53781818.18,125490909.09,300000000.00
Jan 08 2023,LUNA,0,550090909.09,35727272.73,35727272.73,53590909.09,125045454.55,300000000.00
Jan 07 2023,LUNA,0,549200000.00,35600000.00,35600000.00,53400000.00,124600000.00,300000000.00
Jan 07 2023,LUNA,0,549200000.00,35600000.00,35600000.00,53400000.00,124600000.00,300000000.00
Jan 06 2023,LUNA,0,548309090.91,35472727.27,35472727.27,53209090.91,124154545.45,300000000.00
Jan 05 2023,LUNA,0,547418181.82,35345454.55,35345454.55,53018181.82,123709090.91,300000000.00
Jan 04 2023,LUNA,0,546527272.73,35218181.82,35218181.82,52827272.73,123263636.36,300000000.00
Jan 03 2023,LUNA,0,545636363.64,35090909.09,35090909.09,52636363.64,122818181.82,300000000.00
Jan 03 2023,LUNA,0,545636363.64,35090909.09,35090909.09,52636363.64,122818181.82,300000000.00
Jan 02 2023,LUNA,0,544745454.55,34963636.36,34963636.36,52445454.55,122372727.27,300000000.00
Jan 01 2023,LUNA,0,543854545.45,34836363.64,34836363.64,52254545.45,121927272.73,300000000.00
Dec 31 2022,LUNA,0,542963636.36,34709090.91,34709090.91,52063636.36,121481818.18,300000000.00
Dec 30 2022,LUNA,0,542072727.27,34581818.18,34581818.18,51872727.27,121036363.64,300000000.00
Dec 29 2022,LUNA,0,541181818.18,34454545.45,34454545.45,51681818.18,120590909.09,300000000.00
Dec 29 2022,LUNA,0,541181818.18,34454545.45,34454545.45,51681818.18,120590909.09,300000000.00
Dec 28 2022,LUNA,0,540290909.09,34327272.73,34327272.73,51490909.09,120145454.55,300000000.00
Dec 27 2022,LUNA,0,539400000.00,34200000.00,34200000.00,51300000.00,119700000.00,300000000.00
Dec 26 2022,LUNA,0,538509090.91,34072727.27,34072727.27,51109090.91,119254545.45,300000000.00
Dec 25 2022,LUNA,0,537618181.82,33945454.55,33945454.55,50918181.82,118809090.91,300000000.00
Dec 25 2022,LUNA,0,537618181.82,33945454.55,33945454.55,50918181.82,118809090.91,300000000.00
Dec 24 2022,LUNA,0,536727272.73,33818181.82,33818181.82,50727272.73,118363636.36,300000000.00
Dec 23 2022,LUNA,0,535836363.64,33690909.09,33690909.09,50536363.64,117918181.82,300000000.00
Dec 22 2022,LUNA,0,534945454.55,33563636.36,33563636.36,50345454.55,117472727.27,300000000.00
Dec 21 2022,LUNA,0,534054545.45,33436363.64,33436363.64,50154545.45,117027272.73,300000000.00
Dec 20 2022,LUNA,0,533163636.36,33309090.91,33309090.91,49963636.36,116581818.18,300000000.00
Dec 20 2022,LUNA,0,533163636.36,33309090.91,33309090.91,49963636.36,116581818.18,300000000.00
Dec 19 2022,LUNA,0,532272727.27,33181818.18,33181818.18,49772727.27,116136363.64,300000000.00
Dec 18 2022,LUNA,0,531381818.18,33054545.45,33054545.45,49581818.18,115690909.09,300000000.00
Dec 17 2022,LUNA,0,530490909.09,32927272.73,32927272.73,49390909.09,115245454.55,300000000.00
Dec 16 2022,LUNA,0,529600000.00,32800000.00,32800000.00,49200000.00,114800000.00,300000000.00
Dec 16 2022,LUNA,0,529600000.00,32800000.00,32800000.00,49200000.00,114800000.00,300000000.00
Dec 15 2022,LUNA,0,528709090.91,32672727.27,32672727.27,49009090.91,114354545.45,300000000.00
Dec 14 2022,LUNA,0,527818181.82,32545454.55,32545454.55,48818181.82,113909090.91,300000000.00
Dec 13 2022,LUNA,0,526927272.73,32418181.82,32418181.82,48627272.73,113463636.36,300000000.00
Dec 12 2022,LUNA,0,526036363.64,32290909.09,32290909.09,48436363.64,113018181.82,300000000.00
Dec 11 2022,LUNA,0,525145454.55,32163636.36,32163636.36,48245454.55,112572727.27,300000000.00
Dec 11 2022,LUNA,0,525145454.55,32163636.36,32163636.36,48245454.55,112572727.27,300000000.00
Dec 10 2022,LUNA,0,524254545.45,32036363.64,32036363.64,48054545.45,112127272.73,300000000.00
Dec 09 2022,LUNA,0,523363636.36,31909090.91,31909090.91,47863636.36,111681818.18,300000000.00
Dec 08 2022,LUNA,0,522472727.27,31781818.18,31781818.18,47672727.27,111236363.64,300000000.00
Dec 07 2022,LUNA,0,521581818.18,31654545.45,31654545.45,47481818.18,110790909.09,300000000.00
Dec 07 2022,LUNA,0,521581818.18,31654545.45,31654545.45,47481818.18,110790909.09,300000000.00
Dec 06 2022,LUNA,0,520690909.09,31527272.73,31527272.73,47290909.09,110345454.55,300000000.00
Dec 05 2022,LUNA,0,519800000.00,31400000.00,31400000.00,47100000.00,109900000.00,300000000.00
Dec 04 2022,LUNA,0,518909090.91,31272727.27,31272727.27,46909090.91,109454545.45,300000000.00
Dec 03 2022,LUNA,0,518018181.82,31145454.55,31145454.55,46718181.82,109009090.91,300000000.00
Dec 02 2022,LUNA,0,517127272.73,31018181.82,31018181.82,46527272.73,108563636.36,300000000.00
Dec 02 2022,LUNA,0,517127272.73,31018181.82,31018181.82,46527272.73,108563636.36,300000000.00
Dec 01 2022,LUNA,0,516236363.64,30890909.09,30890909.09,46336363.64,108118181.82,300000000.00
Nov 30 2022,LUNA,0,515345454.55,30763636.36,30763636.36,46145454.55,107672727.27,300000000.00
Nov 29 2022,LUNA,0,514454545.45,30636363.64,30636363.64,45954545.45,107227272.73,300000000.00
Nov 28 2022,LUNA,0,513563636.36,30509090.91,30509090.91,45763636.36,106781818.18,300000000.00
Nov 28 2022,LUNA,0,513563636.36,30509090.91,30509090.91,45763636.36,106781818.18,300000000.00
Nov 27 2022,LUNA,0,512672727.27,30381818.18,30381818.18,45572727.27,106336363.64,300000000.00
Nov 26 2022,LUNA,0,511781818.18,30254545.45,30254545.45,45381818.18,105890909.09,300000000.00
Nov 25 2022,LUNA,0,510890909.09,30127272.73,30127272.73,45190909.09,105445454.55,300000000.00
Nov 24 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 23 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 23 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 22 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 21 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 20 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 19 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 19 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 18 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 17 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 16 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 15 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 14 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 14 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 13 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 12 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 11 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 10 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 09 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 09 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 08 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 07 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 06 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 05 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 05 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 04 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 03 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 02 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Nov 01 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 31 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 31 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 30 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 29 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 28 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 27 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 27 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 26 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 25 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 24 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 23 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 22 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 22 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 21 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 20 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 19 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 18 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 18 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 17 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 16 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 15 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 14 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 13 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 13 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 12 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 11 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 10 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 09 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 09 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 08 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 07 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 06 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 05 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 04 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 04 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 03 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 02 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Oct 01 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 30 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 30 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 29 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 28 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 27 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 26 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 25 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 25 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 24 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 23 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 22 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 21 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 21 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 20 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 19 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 18 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 17 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 16 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 16 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 15 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 14 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 13 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 12 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 12 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 11 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 10 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 09 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 08 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 07 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 07 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 06 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 05 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 04 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 03 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 02 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 02 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Sep 01 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 31 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 30 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 29 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 29 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 28 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 27 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 26 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 25 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 24 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 24 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 23 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 22 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 21 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 20 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 20 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 19 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 18 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 17 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 16 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 15 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 15 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 14 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 13 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 12 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 11 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 11 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 10 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 09 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 08 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 07 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 06 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 06 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 05 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 04 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 03 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 02 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 02 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Aug 01 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 31 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 30 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 29 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 28 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 28 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 27 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 26 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 25 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 24 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 24 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 23 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 22 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 21 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 20 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 19 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 19 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 18 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 17 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 16 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 15 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 15 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 14 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 13 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 12 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 11 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 10 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 10 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 09 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 08 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 07 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 06 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 06 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 05 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 04 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 03 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 02 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 01 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jul 01 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 30 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 29 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 28 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 27 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 26 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 26 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 25 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 24 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 23 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 22 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 22 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 21 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 20 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 19 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 18 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 17 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 17 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 16 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
Jun 15 2022,LUNA,0,510000000.00,30000000.00,30000000.00,45000000.00,105000000.00,300000000.00
