Date,Symbol,Available Supply,Unlocked Supply,Community Treasury,Team/Investors/Advisors,LP Staking Reward,Early Airdrop
Jul 25 2023,UNI,0,891986301.37,374041095.89,347945205.48,20000000.00,150000000.00
Jul 24 2023,UNI,0,891531506.85,373805479.45,347726027.40,20000000.00,150000000.00
Jul 22 2023,UNI,0,890621917.81,373334246.58,347287671.23,20000000.00,150000000.00
Jul 20 2023,UNI,0,889712328.77,372863013.70,346849315.07,20000000.00,150000000.00
Jul 18 2023,UNI,0,888802739.73,372391780.82,346410958.90,20000000.00,150000000.00
Jul 17 2023,UNI,0,888347945.21,372156164.38,346191780.82,20000000.00,150000000.00
Jul 15 2023,UNI,0,887438356.16,371684931.51,345753424.66,20000000.00,150000000.00
Jul 13 2023,UNI,0,886528767.12,371213698.63,345315068.49,20000000.00,150000000.00
Jul 11 2023,UNI,0,885619178.08,370742465.75,344876712.33,20000000.00,150000000.00
Jul 10 2023,UNI,0,885164383.56,370506849.32,344657534.25,20000000.00,150000000.00
Jul 08 2023,UNI,0,884254794.52,370035616.44,344219178.08,20000000.00,150000000.00
Jul 06 2023,UNI,0,883345205.48,369564383.56,343780821.92,20000000.00,150000000.00
Jul 04 2023,UNI,0,882435616.44,369093150.68,343342465.75,20000000.00,150000000.00
Jul 03 2023,UNI,0,881980821.92,368857534.25,343123287.67,20000000.00,150000000.00
Jul 01 2023,UNI,0,881071232.88,368386301.37,342684931.51,20000000.00,150000000.00
Jun 29 2023,UNI,0,880161643.84,367915068.49,342246575.34,20000000.00,150000000.00
Jun 27 2023,UNI,0,879252054.79,367443835.62,341808219.18,20000000.00,150000000.00
Jun 26 2023,UNI,0,878797260.27,367208219.18,341589041.10,20000000.00,150000000.00
Jun 24 2023,UNI,0,877887671.23,366736986.30,341150684.93,20000000.00,150000000.00
Jun 22 2023,UNI,0,876978082.19,366265753.42,340712328.77,20000000.00,150000000.00
Jun 20 2023,UNI,0,876068493.15,365794520.55,340273972.60,20000000.00,150000000.00
Jun 19 2023,UNI,0,875613698.63,365558904.11,340054794.52,20000000.00,150000000.00
Jun 17 2023,UNI,0,874704109.59,365087671.23,339616438.36,20000000.00,150000000.00
Jun 15 2023,UNI,0,873794520.55,364616438.36,339178082.19,20000000.00,150000000.00
Jun 13 2023,UNI,0,872884931.51,364145205.48,338739726.03,20000000.00,150000000.00
Jun 12 2023,UNI,0,872430136.99,363909589.04,338520547.95,20000000.00,150000000.00
Jun 10 2023,UNI,0,871520547.95,363438356.16,338082191.78,20000000.00,150000000.00
Jun 08 2023,UNI,0,870610958.90,362967123.29,337643835.62,20000000.00,150000000.00
Jun 07 2023,UNI,0,870156164.38,362731506.85,337424657.53,20000000.00,150000000.00
Jun 05 2023,UNI,0,869246575.34,362260273.97,336986301.37,20000000.00,150000000.00
Jun 03 2023,UNI,0,868336986.30,361789041.10,336547945.21,20000000.00,150000000.00
Jun 01 2023,UNI,0,867427397.26,361317808.22,336109589.04,20000000.00,150000000.00
May 31 2023,UNI,0,866972602.74,361082191.78,335890410.96,20000000.00,150000000.00
May 29 2023,UNI,0,866063013.70,360610958.90,335452054.79,20000000.00,150000000.00
May 27 2023,UNI,0,865153424.66,360139726.03,335013698.63,20000000.00,150000000.00
May 25 2023,UNI,0,864243835.62,359668493.15,334575342.47,20000000.00,150000000.00
May 24 2023,UNI,0,863789041.10,359432876.71,334356164.38,20000000.00,150000000.00
May 22 2023,UNI,0,862879452.05,358961643.84,333917808.22,20000000.00,150000000.00
May 20 2023,UNI,0,861969863.01,358490410.96,333479452.05,20000000.00,150000000.00
May 18 2023,UNI,0,861060273.97,358019178.08,333041095.89,20000000.00,150000000.00
May 17 2023,UNI,0,860605479.45,357783561.64,332821917.81,20000000.00,150000000.00
May 15 2023,UNI,0,859695890.41,357312328.77,332383561.64,20000000.00,150000000.00
May 13 2023,UNI,0,858786301.37,356841095.89,331945205.48,20000000.00,150000000.00
May 11 2023,UNI,0,857876712.33,356369863.01,331506849.32,20000000.00,150000000.00
May 10 2023,UNI,0,857421917.81,356134246.58,331287671.23,20000000.00,150000000.00
May 08 2023,UNI,0,856512328.77,355663013.70,330849315.07,20000000.00,150000000.00
May 06 2023,UNI,0,855602739.73,355191780.82,330410958.90,20000000.00,150000000.00
May 04 2023,UNI,0,854693150.68,354720547.95,329972602.74,20000000.00,150000000.00
May 03 2023,UNI,0,854238356.16,354484931.51,329753424.66,20000000.00,150000000.00
May 01 2023,UNI,0,853328767.12,354013698.63,329315068.49,20000000.00,150000000.00
Apr 29 2023,UNI,0,852419178.08,353542465.75,328876712.33,20000000.00,150000000.00
Apr 27 2023,UNI,0,851509589.04,353071232.88,328438356.16,20000000.00,150000000.00
Apr 26 2023,UNI,0,851054794.52,352835616.44,328219178.08,20000000.00,150000000.00
Apr 24 2023,UNI,0,850145205.48,352364383.56,327780821.92,20000000.00,150000000.00
Apr 22 2023,UNI,0,849235616.44,351893150.68,327342465.75,20000000.00,150000000.00
Apr 20 2023,UNI,0,848326027.40,351421917.81,326904109.59,20000000.00,150000000.00
Apr 19 2023,UNI,0,847871232.88,351186301.37,326684931.51,20000000.00,150000000.00
Apr 17 2023,UNI,0,846961643.84,350715068.49,326246575.34,20000000.00,150000000.00
Apr 15 2023,UNI,0,846052054.79,350243835.62,325808219.18,20000000.00,150000000.00
Apr 13 2023,UNI,0,845142465.75,349772602.74,325369863.01,20000000.00,150000000.00
Apr 12 2023,UNI,0,844687671.23,349536986.30,325150684.93,20000000.00,150000000.00
Apr 10 2023,UNI,0,843778082.19,349065753.42,324712328.77,20000000.00,150000000.00
Apr 08 2023,UNI,0,842868493.15,348594520.55,324273972.60,20000000.00,150000000.00
Apr 06 2023,UNI,0,841958904.11,348123287.67,323835616.44,20000000.00,150000000.00
Apr 05 2023,UNI,0,841504109.59,347887671.23,323616438.36,20000000.00,150000000.00
Apr 03 2023,UNI,0,840594520.55,347416438.36,323178082.19,20000000.00,150000000.00
Apr 01 2023,UNI,0,839684931.51,346945205.48,322739726.03,20000000.00,150000000.00
Mar 31 2023,UNI,0,839230136.99,346709589.04,322520547.95,20000000.00,150000000.00
Mar 29 2023,UNI,0,838320547.95,346238356.16,322082191.78,20000000.00,150000000.00
Mar 27 2023,UNI,0,837410958.90,345767123.29,321643835.62,20000000.00,150000000.00
Mar 25 2023,UNI,0,836501369.86,345295890.41,321205479.45,20000000.00,150000000.00
Mar 24 2023,UNI,0,836046575.34,345060273.97,320986301.37,20000000.00,150000000.00
Mar 22 2023,UNI,0,835136986.30,344589041.10,320547945.21,20000000.00,150000000.00
Mar 20 2023,UNI,0,834227397.26,344117808.22,320109589.04,20000000.00,150000000.00
Mar 18 2023,UNI,0,833317808.22,343646575.34,319671232.88,20000000.00,150000000.00
Mar 17 2023,UNI,0,832863013.70,343410958.90,319452054.79,20000000.00,150000000.00
Mar 15 2023,UNI,0,831953424.66,342939726.03,319013698.63,20000000.00,150000000.00
Mar 13 2023,UNI,0,831043835.62,342468493.15,318575342.47,20000000.00,150000000.00
Mar 11 2023,UNI,0,830134246.58,341997260.27,318136986.30,20000000.00,150000000.00
Mar 10 2023,UNI,0,829679452.05,341761643.84,317917808.22,20000000.00,150000000.00
Mar 08 2023,UNI,0,828769863.01,341290410.96,317479452.05,20000000.00,150000000.00
Mar 06 2023,UNI,0,827860273.97,340819178.08,317041095.89,20000000.00,150000000.00
Mar 04 2023,UNI,0,826950684.93,340347945.21,316602739.73,20000000.00,150000000.00
Mar 03 2023,UNI,0,826495890.41,340112328.77,316383561.64,20000000.00,150000000.00
Mar 01 2023,UNI,0,825586301.37,339641095.89,315945205.48,20000000.00,150000000.00
Feb 27 2023,UNI,0,824676712.33,339169863.01,315506849.32,20000000.00,150000000.00
Feb 25 2023,UNI,0,823767123.29,338698630.14,315068493.15,20000000.00,150000000.00
Feb 24 2023,UNI,0,823312328.77,338463013.70,314849315.07,20000000.00,150000000.00
Feb 22 2023,UNI,0,822402739.73,337991780.82,314410958.90,20000000.00,150000000.00
Feb 20 2023,UNI,0,821493150.68,337520547.95,313972602.74,20000000.00,150000000.00
Feb 18 2023,UNI,0,820583561.64,337049315.07,313534246.58,20000000.00,150000000.00
Feb 17 2023,UNI,0,820128767.12,336813698.63,313315068.49,20000000.00,150000000.00
Feb 15 2023,UNI,0,819219178.08,336342465.75,312876712.33,20000000.00,150000000.00
Feb 13 2023,UNI,0,818309589.04,335871232.88,312438356.16,20000000.00,150000000.00
Feb 11 2023,UNI,0,817400000.00,335400000.00,312000000.00,20000000.00,150000000.00
Feb 10 2023,UNI,0,816945205.48,335164383.56,311780821.92,20000000.00,150000000.00
Feb 08 2023,UNI,0,816035616.44,334693150.68,311342465.75,20000000.00,150000000.00
Feb 06 2023,UNI,0,815126027.40,334221917.81,310904109.59,20000000.00,150000000.00
Feb 04 2023,UNI,0,814216438.36,333750684.93,310465753.42,20000000.00,150000000.00
Feb 03 2023,UNI,0,813761643.84,333515068.49,310246575.34,20000000.00,150000000.00
Feb 01 2023,UNI,0,812852054.79,333043835.62,309808219.18,20000000.00,150000000.00
Jan 30 2023,UNI,0,811942465.75,332572602.74,309369863.01,20000000.00,150000000.00
Jan 29 2023,UNI,0,811487671.23,332336986.30,309150684.93,20000000.00,150000000.00
Jan 27 2023,UNI,0,810578082.19,331865753.42,308712328.77,20000000.00,150000000.00
Jan 25 2023,UNI,0,809668493.15,331394520.55,308273972.60,20000000.00,150000000.00
Jan 23 2023,UNI,0,808758904.11,330923287.67,307835616.44,20000000.00,150000000.00
Jan 22 2023,UNI,0,808304109.59,330687671.23,307616438.36,20000000.00,150000000.00
Jan 20 2023,UNI,0,807394520.55,330216438.36,307178082.19,20000000.00,150000000.00
Jan 18 2023,UNI,0,806484931.51,329745205.48,306739726.03,20000000.00,150000000.00
Jan 16 2023,UNI,0,805575342.47,329273972.60,306301369.86,20000000.00,150000000.00
Jan 15 2023,UNI,0,805120547.95,329038356.16,306082191.78,20000000.00,150000000.00
Jan 13 2023,UNI,0,804210958.90,328567123.29,305643835.62,20000000.00,150000000.00
Jan 11 2023,UNI,0,803301369.86,328095890.41,305205479.45,20000000.00,150000000.00
Jan 09 2023,UNI,0,802391780.82,327624657.53,304767123.29,20000000.00,150000000.00
Jan 08 2023,UNI,0,801936986.30,327389041.10,304547945.21,20000000.00,150000000.00
Jan 06 2023,UNI,0,801027397.26,326917808.22,304109589.04,20000000.00,150000000.00
Jan 04 2023,UNI,0,800117808.22,326446575.34,303671232.88,20000000.00,150000000.00
Jan 02 2023,UNI,0,799208219.18,325975342.47,303232876.71,20000000.00,150000000.00
Jan 01 2023,UNI,0,798753424.66,325739726.03,303013698.63,20000000.00,150000000.00
Dec 30 2022,UNI,0,797843835.62,325268493.15,302575342.47,20000000.00,150000000.00
Dec 28 2022,UNI,0,796934246.58,324797260.27,302136986.30,20000000.00,150000000.00
Dec 26 2022,UNI,0,796024657.53,324326027.40,301698630.14,20000000.00,150000000.00
Dec 25 2022,UNI,0,795569863.01,324090410.96,301479452.05,20000000.00,150000000.00
Dec 23 2022,UNI,0,794660273.97,323619178.08,301041095.89,20000000.00,150000000.00
Dec 21 2022,UNI,0,793750684.93,323147945.21,300602739.73,20000000.00,150000000.00
Dec 19 2022,UNI,0,792841095.89,322676712.33,300164383.56,20000000.00,150000000.00
Dec 18 2022,UNI,0,792386301.37,322441095.89,299945205.48,20000000.00,150000000.00
Dec 16 2022,UNI,0,791476712.33,321969863.01,299506849.32,20000000.00,150000000.00
Dec 14 2022,UNI,0,790567123.29,321498630.14,299068493.15,20000000.00,150000000.00
Dec 12 2022,UNI,0,789657534.25,321027397.26,298630136.99,20000000.00,150000000.00
Dec 11 2022,UNI,0,789202739.73,320791780.82,298410958.90,20000000.00,150000000.00
Dec 09 2022,UNI,0,788293150.68,320320547.95,297972602.74,20000000.00,150000000.00
Dec 07 2022,UNI,0,787383561.64,319849315.07,297534246.58,20000000.00,150000000.00
Dec 05 2022,UNI,0,786473972.60,319378082.19,297095890.41,20000000.00,150000000.00
Dec 04 2022,UNI,0,786019178.08,319142465.75,296876712.33,20000000.00,150000000.00
Dec 02 2022,UNI,0,785109589.04,318671232.88,296438356.16,20000000.00,150000000.00
Nov 30 2022,UNI,0,784200000.00,318200000.00,296000000.00,20000000.00,150000000.00
Nov 29 2022,UNI,0,783745205.48,317964383.56,295780821.92,20000000.00,150000000.00
Nov 27 2022,UNI,0,782835616.44,317493150.68,295342465.75,20000000.00,150000000.00
Nov 25 2022,UNI,0,781926027.40,317021917.81,294904109.59,20000000.00,150000000.00
Nov 23 2022,UNI,0,781016438.36,316550684.93,294465753.42,20000000.00,150000000.00
Nov 22 2022,UNI,0,780561643.84,316315068.49,294246575.34,20000000.00,150000000.00
Nov 20 2022,UNI,0,779652054.79,315843835.62,293808219.18,20000000.00,150000000.00
Nov 18 2022,UNI,0,778742465.75,315372602.74,293369863.01,20000000.00,150000000.00
Nov 16 2022,UNI,0,777832876.71,314901369.86,292931506.85,20000000.00,150000000.00
Nov 15 2022,UNI,0,777378082.19,314665753.42,292712328.77,20000000.00,150000000.00
Nov 13 2022,UNI,0,776468493.15,314194520.55,292273972.60,20000000.00,150000000.00
Nov 11 2022,UNI,0,775558904.11,313723287.67,291835616.44,20000000.00,150000000.00
Nov 09 2022,UNI,0,774649315.07,313252054.79,291397260.27,20000000.00,150000000.00
Nov 08 2022,UNI,0,774194520.55,313016438.36,291178082.19,20000000.00,150000000.00
Nov 06 2022,UNI,0,773284931.51,312545205.48,290739726.03,20000000.00,150000000.00
Nov 04 2022,UNI,0,772375342.47,312073972.60,290301369.86,20000000.00,150000000.00
Nov 02 2022,UNI,0,771465753.42,311602739.73,289863013.70,20000000.00,150000000.00
Nov 01 2022,UNI,0,771010958.90,311367123.29,289643835.62,20000000.00,150000000.00
Oct 30 2022,UNI,0,770101369.86,310895890.41,289205479.45,20000000.00,150000000.00
Oct 28 2022,UNI,0,769191780.82,310424657.53,288767123.29,20000000.00,150000000.00
Oct 26 2022,UNI,0,768282191.78,309953424.66,288328767.12,20000000.00,150000000.00
Oct 25 2022,UNI,0,767827397.26,309717808.22,288109589.04,20000000.00,150000000.00
Oct 23 2022,UNI,0,766917808.22,309246575.34,287671232.88,20000000.00,150000000.00
Oct 21 2022,UNI,0,766008219.18,308775342.47,287232876.71,20000000.00,150000000.00
Oct 19 2022,UNI,0,765098630.14,308304109.59,286794520.55,20000000.00,150000000.00
Oct 18 2022,UNI,0,764643835.62,308068493.15,286575342.47,20000000.00,150000000.00
Oct 16 2022,UNI,0,763734246.58,307597260.27,286136986.30,20000000.00,150000000.00
Oct 14 2022,UNI,0,762824657.53,307126027.40,285698630.14,20000000.00,150000000.00
Oct 12 2022,UNI,0,761915068.49,306654794.52,285260273.97,20000000.00,150000000.00
Oct 11 2022,UNI,0,761460273.97,306419178.08,285041095.89,20000000.00,150000000.00
Oct 09 2022,UNI,0,760550684.93,305947945.21,284602739.73,20000000.00,150000000.00
Oct 07 2022,UNI,0,759641095.89,305476712.33,284164383.56,20000000.00,150000000.00
Oct 05 2022,UNI,0,758731506.85,305005479.45,283726027.40,20000000.00,150000000.00
Oct 04 2022,UNI,0,758276712.33,304769863.01,283506849.32,20000000.00,150000000.00
Oct 02 2022,UNI,0,757367123.29,304298630.14,283068493.15,20000000.00,150000000.00
Sep 30 2022,UNI,0,756457534.25,303827397.26,282630136.99,20000000.00,150000000.00
Sep 29 2022,UNI,0,756002739.73,303591780.82,282410958.90,20000000.00,150000000.00
Sep 27 2022,UNI,0,755093150.68,303120547.95,281972602.74,20000000.00,150000000.00
Sep 25 2022,UNI,0,754183561.64,302649315.07,281534246.58,20000000.00,150000000.00
Sep 23 2022,UNI,0,753273972.60,302178082.19,281095890.41,20000000.00,150000000.00
Sep 22 2022,UNI,0,752819178.08,301942465.75,280876712.33,20000000.00,150000000.00
Sep 22 2022,UNI,0,752819178.08,301942465.75,280876712.33,20000000.00,150000000.00
Sep 20 2022,UNI,0,751909589.04,301471232.88,280438356.16,20000000.00,150000000.00
Sep 18 2022,UNI,0,751000000.00,301000000.00,280000000.00,20000000.00,150000000.00
Sep 16 2022,UNI,0,749635616.44,300293150.68,279342465.75,20000000.00,150000000.00
Sep 15 2022,UNI,0,748953424.66,299939726.03,279013698.63,20000000.00,150000000.00
Sep 13 2022,UNI,0,747589041.10,299232876.71,278356164.38,20000000.00,150000000.00
Sep 11 2022,UNI,0,746224657.53,298526027.40,277698630.14,20000000.00,150000000.00
Sep 09 2022,UNI,0,744860273.97,297819178.08,277041095.89,20000000.00,150000000.00
Sep 08 2022,UNI,0,744178082.19,297465753.42,276712328.77,20000000.00,150000000.00
Sep 06 2022,UNI,0,742813698.63,296758904.11,276054794.52,20000000.00,150000000.00
Sep 04 2022,UNI,0,741449315.07,296052054.79,275397260.27,20000000.00,150000000.00
Sep 02 2022,UNI,0,740084931.51,295345205.48,274739726.03,20000000.00,150000000.00
Sep 01 2022,UNI,0,739402739.73,294991780.82,274410958.90,20000000.00,150000000.00
Aug 30 2022,UNI,0,738038356.16,294284931.51,273753424.66,20000000.00,150000000.00
Aug 28 2022,UNI,0,736673972.60,293578082.19,273095890.41,20000000.00,150000000.00
Aug 26 2022,UNI,0,735309589.04,292871232.88,272438356.16,20000000.00,150000000.00
Aug 25 2022,UNI,0,734627397.26,292517808.22,272109589.04,20000000.00,150000000.00
Aug 23 2022,UNI,0,733263013.70,291810958.90,271452054.79,20000000.00,150000000.00
Aug 21 2022,UNI,0,731898630.14,291104109.59,270794520.55,20000000.00,150000000.00
Aug 19 2022,UNI,0,730534246.58,290397260.27,270136986.30,20000000.00,150000000.00
Aug 18 2022,UNI,0,729852054.79,290043835.62,269808219.18,20000000.00,150000000.00
Aug 16 2022,UNI,0,728487671.23,289336986.30,269150684.93,20000000.00,150000000.00
Aug 14 2022,UNI,0,727123287.67,288630136.99,268493150.68,20000000.00,150000000.00
Aug 12 2022,UNI,0,725758904.11,287923287.67,267835616.44,20000000.00,150000000.00
Aug 11 2022,UNI,0,725076712.33,287569863.01,267506849.32,20000000.00,150000000.00
Aug 09 2022,UNI,0,723712328.77,286863013.70,266849315.07,20000000.00,150000000.00
Aug 07 2022,UNI,0,722347945.21,286156164.38,266191780.82,20000000.00,150000000.00
Aug 05 2022,UNI,0,720983561.64,285449315.07,265534246.58,20000000.00,150000000.00
Aug 04 2022,UNI,0,720301369.86,285095890.41,265205479.45,20000000.00,150000000.00
Aug 02 2022,UNI,0,718936986.30,284389041.10,264547945.21,20000000.00,150000000.00
Jul 31 2022,UNI,0,717572602.74,283682191.78,263890410.96,20000000.00,150000000.00
Jul 30 2022,UNI,0,716890410.96,283328767.12,263561643.84,20000000.00,150000000.00
Jul 28 2022,UNI,0,715526027.40,282621917.81,262904109.59,20000000.00,150000000.00
Jul 26 2022,UNI,0,714161643.84,281915068.49,262246575.34,20000000.00,150000000.00
Jul 24 2022,UNI,0,712797260.27,281208219.18,261589041.10,20000000.00,150000000.00
Jul 23 2022,UNI,0,712115068.49,280854794.52,261260273.97,20000000.00,150000000.00
Jul 21 2022,UNI,0,710750684.93,280147945.21,260602739.73,20000000.00,150000000.00
Jul 19 2022,UNI,0,709386301.37,279441095.89,259945205.48,20000000.00,150000000.00
Jul 17 2022,UNI,0,708021917.81,278734246.58,259287671.23,20000000.00,150000000.00
Jul 16 2022,UNI,0,707339726.03,278380821.92,258958904.11,20000000.00,150000000.00
Jul 14 2022,UNI,0,705975342.47,277673972.60,258301369.86,20000000.00,150000000.00
Jul 12 2022,UNI,0,704610958.90,276967123.29,257643835.62,20000000.00,150000000.00
Jul 10 2022,UNI,0,703246575.34,276260273.97,256986301.37,20000000.00,150000000.00
Jul 09 2022,UNI,0,702564383.56,275906849.32,256657534.25,20000000.00,150000000.00
Jul 07 2022,UNI,0,701200000.00,275200000.00,256000000.00,20000000.00,150000000.00
Jul 05 2022,UNI,0,699835616.44,274493150.68,255342465.75,20000000.00,150000000.00
Jul 03 2022,UNI,0,698471232.88,273786301.37,254684931.51,20000000.00,150000000.00
Jul 02 2022,UNI,0,697789041.10,273432876.71,254356164.38,20000000.00,150000000.00
Jun 30 2022,UNI,0,696424657.53,272726027.40,253698630.14,20000000.00,150000000.00
Jun 28 2022,UNI,0,695060273.97,272019178.08,253041095.89,20000000.00,150000000.00
Jun 26 2022,UNI,0,693695890.41,271312328.77,252383561.64,20000000.00,150000000.00
Jun 25 2022,UNI,0,693013698.63,270958904.11,252054794.52,20000000.00,150000000.00
Jun 23 2022,UNI,0,691649315.07,270252054.79,251397260.27,20000000.00,150000000.00
Jun 21 2022,UNI,0,690284931.51,269545205.48,250739726.03,20000000.00,150000000.00
Jun 19 2022,UNI,0,688920547.95,268838356.16,250082191.78,20000000.00,150000000.00
Jun 18 2022,UNI,0,688238356.16,268484931.51,249753424.66,20000000.00,150000000.00
Jun 16 2022,UNI,0,686873972.60,267778082.19,249095890.41,20000000.00,150000000.00
Jun 14 2022,UNI,0,685509589.04,267071232.88,248438356.16,20000000.00,150000000.00
Jun 12 2022,UNI,0,684145205.48,266364383.56,247780821.92,20000000.00,150000000.00
Jun 11 2022,UNI,0,683463013.70,266010958.90,247452054.79,20000000.00,150000000.00
Jun 09 2022,UNI,0,682098630.14,265304109.59,246794520.55,20000000.00,150000000.00
Jun 07 2022,UNI,0,680734246.58,264597260.27,246136986.30,20000000.00,150000000.00
Jun 05 2022,UNI,0,679369863.01,263890410.96,245479452.05,20000000.00,150000000.00
Jun 04 2022,UNI,0,678687671.23,263536986.30,245150684.93,20000000.00,150000000.00
Jun 02 2022,UNI,0,677323287.67,262830136.99,244493150.68,20000000.00,150000000.00
May 31 2022,UNI,0,675958904.11,262123287.67,243835616.44,20000000.00,150000000.00
May 30 2022,UNI,0,675276712.33,261769863.01,243506849.32,20000000.00,150000000.00
May 28 2022,UNI,0,673912328.77,261063013.70,242849315.07,20000000.00,150000000.00
May 26 2022,UNI,0,672547945.21,260356164.38,242191780.82,20000000.00,150000000.00
May 24 2022,UNI,0,671183561.64,259649315.07,241534246.58,20000000.00,150000000.00
May 23 2022,UNI,0,670501369.86,259295890.41,241205479.45,20000000.00,150000000.00
May 21 2022,UNI,0,669136986.30,258589041.10,240547945.21,20000000.00,150000000.00
May 19 2022,UNI,0,667772602.74,257882191.78,239890410.96,20000000.00,150000000.00
May 17 2022,UNI,0,666408219.18,257175342.47,239232876.71,20000000.00,150000000.00
May 16 2022,UNI,0,665726027.40,256821917.81,238904109.59,20000000.00,150000000.00
May 14 2022,UNI,0,664361643.84,256115068.49,238246575.34,20000000.00,150000000.00
May 12 2022,UNI,0,662997260.27,255408219.18,237589041.10,20000000.00,150000000.00
May 10 2022,UNI,0,661632876.71,254701369.86,236931506.85,20000000.00,150000000.00
May 09 2022,UNI,0,660950684.93,254347945.21,236602739.73,20000000.00,150000000.00
May 07 2022,UNI,0,659586301.37,253641095.89,235945205.48,20000000.00,150000000.00
May 05 2022,UNI,0,658221917.81,252934246.58,235287671.23,20000000.00,150000000.00
May 03 2022,UNI,0,656857534.25,252227397.26,234630136.99,20000000.00,150000000.00
May 02 2022,UNI,0,656175342.47,251873972.60,234301369.86,20000000.00,150000000.00
Apr 30 2022,UNI,0,654810958.90,251167123.29,233643835.62,20000000.00,150000000.00
Apr 28 2022,UNI,0,653446575.34,250460273.97,232986301.37,20000000.00,150000000.00
Apr 26 2022,UNI,0,652082191.78,249753424.66,232328767.12,20000000.00,150000000.00
Apr 25 2022,UNI,0,651400000.00,249400000.00,232000000.00,20000000.00,150000000.00
Apr 23 2022,UNI,0,650035616.44,248693150.68,231342465.75,20000000.00,150000000.00
Apr 21 2022,UNI,0,648671232.88,247986301.37,230684931.51,20000000.00,150000000.00
Apr 19 2022,UNI,0,647306849.32,247279452.05,230027397.26,20000000.00,150000000.00
Apr 18 2022,UNI,0,646624657.53,246926027.40,229698630.14,20000000.00,150000000.00
Apr 16 2022,UNI,0,645260273.97,246219178.08,229041095.89,20000000.00,150000000.00
Apr 14 2022,UNI,0,643895890.41,245512328.77,228383561.64,20000000.00,150000000.00
Apr 12 2022,UNI,0,642531506.85,244805479.45,227726027.40,20000000.00,150000000.00
Apr 11 2022,UNI,0,641849315.07,244452054.79,227397260.27,20000000.00,150000000.00
Apr 09 2022,UNI,0,640484931.51,243745205.48,226739726.03,20000000.00,150000000.00
Apr 07 2022,UNI,0,639120547.95,243038356.16,226082191.78,20000000.00,150000000.00
Apr 05 2022,UNI,0,637756164.38,242331506.85,225424657.53,20000000.00,150000000.00
Apr 04 2022,UNI,0,637073972.60,241978082.19,225095890.41,20000000.00,150000000.00
Apr 02 2022,UNI,0,635709589.04,241271232.88,224438356.16,20000000.00,150000000.00
Mar 31 2022,UNI,0,634345205.48,240564383.56,223780821.92,20000000.00,150000000.00
Mar 29 2022,UNI,0,632980821.92,239857534.25,223123287.67,20000000.00,150000000.00
Mar 28 2022,UNI,0,632298630.14,239504109.59,222794520.55,20000000.00,150000000.00
Mar 26 2022,UNI,0,630934246.58,238797260.27,222136986.30,20000000.00,150000000.00
Mar 24 2022,UNI,0,629569863.01,238090410.96,221479452.05,20000000.00,150000000.00
Mar 23 2022,UNI,0,628887671.23,237736986.30,221150684.93,20000000.00,150000000.00
Mar 21 2022,UNI,0,627523287.67,237030136.99,220493150.68,20000000.00,150000000.00
Mar 19 2022,UNI,0,626158904.11,236323287.67,219835616.44,20000000.00,150000000.00
Mar 17 2022,UNI,0,624794520.55,235616438.36,219178082.19,20000000.00,150000000.00
Mar 16 2022,UNI,0,624112328.77,235263013.70,218849315.07,20000000.00,150000000.00
Mar 14 2022,UNI,0,622747945.21,234556164.38,218191780.82,20000000.00,150000000.00
Mar 12 2022,UNI,0,621383561.64,233849315.07,217534246.58,20000000.00,150000000.00
Mar 10 2022,UNI,0,620019178.08,233142465.75,216876712.33,20000000.00,150000000.00
Mar 09 2022,UNI,0,619336986.30,232789041.10,216547945.21,20000000.00,150000000.00
Mar 07 2022,UNI,0,617972602.74,232082191.78,215890410.96,20000000.00,150000000.00
Mar 05 2022,UNI,0,616608219.18,231375342.47,215232876.71,20000000.00,150000000.00
Mar 03 2022,UNI,0,615243835.62,230668493.15,214575342.47,20000000.00,150000000.00
Mar 02 2022,UNI,0,614561643.84,230315068.49,214246575.34,20000000.00,150000000.00
Feb 28 2022,UNI,0,613197260.27,229608219.18,213589041.10,20000000.00,150000000.00
Feb 26 2022,UNI,0,611832876.71,228901369.86,212931506.85,20000000.00,150000000.00
Feb 24 2022,UNI,0,610468493.15,228194520.55,212273972.60,20000000.00,150000000.00
Feb 23 2022,UNI,0,609786301.37,227841095.89,211945205.48,20000000.00,150000000.00
Feb 21 2022,UNI,0,608421917.81,227134246.58,211287671.23,20000000.00,150000000.00
Feb 19 2022,UNI,0,607057534.25,226427397.26,210630136.99,20000000.00,150000000.00
Feb 17 2022,UNI,0,605693150.68,225720547.95,209972602.74,20000000.00,150000000.00
Feb 16 2022,UNI,0,605010958.90,225367123.29,209643835.62,20000000.00,150000000.00
Feb 14 2022,UNI,0,603646575.34,224660273.97,208986301.37,20000000.00,150000000.00
Feb 12 2022,UNI,0,602282191.78,223953424.66,208328767.12,20000000.00,150000000.00
Feb 10 2022,UNI,0,600917808.22,223246575.34,207671232.88,20000000.00,150000000.00
Feb 09 2022,UNI,0,600235616.44,222893150.68,207342465.75,20000000.00,150000000.00
Feb 07 2022,UNI,0,598871232.88,222186301.37,206684931.51,20000000.00,150000000.00
Feb 05 2022,UNI,0,597506849.32,221479452.05,206027397.26,20000000.00,150000000.00
Feb 03 2022,UNI,0,596142465.75,220772602.74,205369863.01,20000000.00,150000000.00
Feb 02 2022,UNI,0,595460273.97,220419178.08,205041095.89,20000000.00,150000000.00
