Date,Symbol,Available Supply,Unlocked Supply,Community Treasury,Team/Investors/Advisors,LP Staking Reward,Early Airdrop
Nov 07 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Nov 05 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Nov 03 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Nov 02 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Oct 31 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Oct 29 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Oct 27 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Oct 26 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Oct 24 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Oct 22 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Oct 20 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Oct 19 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Oct 17 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Oct 15 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Oct 14 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Oct 12 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Oct 10 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Oct 08 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Oct 07 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Oct 05 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Oct 03 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Oct 01 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Sep 30 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Sep 28 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Sep 26 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Sep 24 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Sep 23 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Sep 21 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Sep 19 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Sep 17 2024,UNI,1000000000.00,1000000000.00,430000000.00,400000000.00,20000000.00,150000000.00
Sep 16 2024,UNI,999772602.74,999772602.74,429882191.78,399890410.96,20000000.00,150000000.00
Sep 14 2024,UNI,999317808.22,999317808.22,429646575.34,399671232.88,20000000.00,150000000.00
Sep 12 2024,UNI,998863013.70,998863013.70,429410958.90,399452054.79,20000000.00,150000000.00
Sep 10 2024,UNI,998408219.18,998408219.18,429175342.47,399232876.71,20000000.00,150000000.00
Sep 09 2024,UNI,998180821.92,998180821.92,429057534.25,399123287.67,20000000.00,150000000.00
Sep 07 2024,UNI,997726027.40,997726027.40,428821917.81,398904109.59,20000000.00,150000000.00
Sep 05 2024,UNI,997271232.88,997271232.88,428586301.37,398684931.51,20000000.00,150000000.00
Sep 03 2024,UNI,996816438.36,996816438.36,428350684.93,398465753.42,20000000.00,150000000.00
Sep 02 2024,UNI,996589041.10,996589041.10,428232876.71,398356164.38,20000000.00,150000000.00
Aug 31 2024,UNI,996134246.58,996134246.58,427997260.27,398136986.30,20000000.00,150000000.00
Aug 29 2024,UNI,995679452.05,995679452.05,427761643.84,397917808.22,20000000.00,150000000.00
Aug 27 2024,UNI,995224657.53,995224657.53,427526027.40,397698630.14,20000000.00,150000000.00
Aug 26 2024,UNI,994997260.27,994997260.27,427408219.18,397589041.10,20000000.00,150000000.00
Aug 24 2024,UNI,994542465.75,994542465.75,427172602.74,397369863.01,20000000.00,150000000.00
Aug 22 2024,UNI,994087671.23,994087671.23,426936986.30,397150684.93,20000000.00,150000000.00
Aug 20 2024,UNI,993632876.71,993632876.71,426701369.86,396931506.85,20000000.00,150000000.00
Aug 19 2024,UNI,993405479.45,993405479.45,426583561.64,396821917.81,20000000.00,150000000.00
Aug 17 2024,UNI,992950684.93,992950684.93,426347945.21,396602739.73,20000000.00,150000000.00
Aug 15 2024,UNI,992495890.41,992495890.41,426112328.77,396383561.64,20000000.00,150000000.00
Aug 14 2024,UNI,992268493.15,992268493.15,425994520.55,396273972.60,20000000.00,150000000.00
Aug 12 2024,UNI,991813698.63,991813698.63,425758904.11,396054794.52,20000000.00,150000000.00
Aug 10 2024,UNI,991358904.11,991358904.11,425523287.67,395835616.44,20000000.00,150000000.00
Aug 08 2024,UNI,990904109.59,990904109.59,425287671.23,395616438.36,20000000.00,150000000.00
Aug 07 2024,UNI,990676712.33,990676712.33,425169863.01,395506849.32,20000000.00,150000000.00
Aug 05 2024,UNI,990221917.81,990221917.81,424934246.58,395287671.23,20000000.00,150000000.00
Aug 03 2024,UNI,989767123.29,989767123.29,424698630.14,395068493.15,20000000.00,150000000.00
Aug 01 2024,UNI,989312328.77,989312328.77,424463013.70,394849315.07,20000000.00,150000000.00
Jul 31 2024,UNI,989084931.51,989084931.51,424345205.48,394739726.03,20000000.00,150000000.00
Jul 29 2024,UNI,988630136.99,988630136.99,424109589.04,394520547.95,20000000.00,150000000.00
Jul 27 2024,UNI,988175342.47,988175342.47,423873972.60,394301369.86,20000000.00,150000000.00
Jul 25 2024,UNI,987720547.95,987720547.95,423638356.16,394082191.78,20000000.00,150000000.00
Jul 24 2024,UNI,987493150.68,987493150.68,423520547.95,393972602.74,20000000.00,150000000.00
Jul 22 2024,UNI,987038356.16,987038356.16,423284931.51,393753424.66,20000000.00,150000000.00
Jul 20 2024,UNI,986583561.64,986583561.64,423049315.07,393534246.58,20000000.00,150000000.00
Jul 18 2024,UNI,986128767.12,986128767.12,422813698.63,393315068.49,20000000.00,150000000.00
Jul 17 2024,UNI,985901369.86,985901369.86,422695890.41,393205479.45,20000000.00,150000000.00
Jul 15 2024,UNI,985446575.34,985446575.34,422460273.97,392986301.37,20000000.00,150000000.00
Jul 13 2024,UNI,984991780.82,984991780.82,422224657.53,392767123.29,20000000.00,150000000.00
Jul 11 2024,UNI,984536986.30,984536986.30,421989041.10,392547945.21,20000000.00,150000000.00
Jul 10 2024,UNI,984309589.04,984309589.04,421871232.88,392438356.16,20000000.00,150000000.00
Jul 08 2024,UNI,983854794.52,983854794.52,421635616.44,392219178.08,20000000.00,150000000.00
Jul 06 2024,UNI,983400000.00,983400000.00,421400000.00,392000000.00,20000000.00,150000000.00
Jul 04 2024,UNI,982945205.48,982945205.48,421164383.56,391780821.92,20000000.00,150000000.00
Jul 03 2024,UNI,982717808.22,982717808.22,421046575.34,391671232.88,20000000.00,150000000.00
Jul 01 2024,UNI,982263013.70,982263013.70,420810958.90,391452054.79,20000000.00,150000000.00
Jun 29 2024,UNI,981808219.18,981808219.18,420575342.47,391232876.71,20000000.00,150000000.00
Jun 27 2024,UNI,981353424.66,981353424.66,420339726.03,391013698.63,20000000.00,150000000.00
Jun 26 2024,UNI,981126027.40,981126027.40,420221917.81,390904109.59,20000000.00,150000000.00
Jun 24 2024,UNI,980671232.88,980671232.88,419986301.37,390684931.51,20000000.00,150000000.00
Jun 22 2024,UNI,980216438.36,980216438.36,419750684.93,390465753.42,20000000.00,150000000.00
Jun 20 2024,UNI,979761643.84,979761643.84,419515068.49,390246575.34,20000000.00,150000000.00
Jun 19 2024,UNI,979534246.58,979534246.58,419397260.27,390136986.30,20000000.00,150000000.00
Jun 17 2024,UNI,979079452.05,979079452.05,419161643.84,389917808.22,20000000.00,150000000.00
Jun 15 2024,UNI,978624657.53,978624657.53,418926027.40,389698630.14,20000000.00,150000000.00
Jun 14 2024,UNI,978397260.27,978397260.27,418808219.18,389589041.10,20000000.00,150000000.00
Jun 12 2024,UNI,977942465.75,977942465.75,418572602.74,389369863.01,20000000.00,150000000.00
Jun 10 2024,UNI,977487671.23,977487671.23,418336986.30,389150684.93,20000000.00,150000000.00
Jun 08 2024,UNI,977032876.71,977032876.71,418101369.86,388931506.85,20000000.00,150000000.00
Jun 07 2024,UNI,976805479.45,976805479.45,417983561.64,388821917.81,20000000.00,150000000.00
Jun 05 2024,UNI,976350684.93,976350684.93,417747945.21,388602739.73,20000000.00,150000000.00
Jun 03 2024,UNI,975895890.41,975895890.41,417512328.77,388383561.64,20000000.00,150000000.00
Jun 01 2024,UNI,975441095.89,975441095.89,417276712.33,388164383.56,20000000.00,150000000.00
May 31 2024,UNI,975213698.63,975213698.63,417158904.11,388054794.52,20000000.00,150000000.00
May 29 2024,UNI,974758904.11,974758904.11,416923287.67,387835616.44,20000000.00,150000000.00
May 27 2024,UNI,974304109.59,974304109.59,416687671.23,387616438.36,20000000.00,150000000.00
May 25 2024,UNI,973849315.07,973849315.07,416452054.79,387397260.27,20000000.00,150000000.00
May 24 2024,UNI,973621917.81,973621917.81,416334246.58,387287671.23,20000000.00,150000000.00
May 22 2024,UNI,973167123.29,973167123.29,416098630.14,387068493.15,20000000.00,150000000.00
May 20 2024,UNI,972712328.77,972712328.77,415863013.70,386849315.07,20000000.00,150000000.00
May 18 2024,UNI,972257534.25,972257534.25,415627397.26,386630136.99,20000000.00,150000000.00
May 17 2024,UNI,972030136.99,972030136.99,415509589.04,386520547.95,20000000.00,150000000.00
May 15 2024,UNI,971575342.47,971575342.47,415273972.60,386301369.86,20000000.00,150000000.00
May 13 2024,UNI,971120547.95,971120547.95,415038356.16,386082191.78,20000000.00,150000000.00
May 11 2024,UNI,970665753.42,970665753.42,414802739.73,385863013.70,20000000.00,150000000.00
May 10 2024,UNI,970438356.16,970438356.16,414684931.51,385753424.66,20000000.00,150000000.00
May 08 2024,UNI,969983561.64,969983561.64,414449315.07,385534246.58,20000000.00,150000000.00
May 06 2024,UNI,969528767.12,969528767.12,414213698.63,385315068.49,20000000.00,150000000.00
May 04 2024,UNI,969073972.60,969073972.60,413978082.19,385095890.41,20000000.00,150000000.00
May 03 2024,UNI,968846575.34,968846575.34,413860273.97,384986301.37,20000000.00,150000000.00
May 01 2024,UNI,968391780.82,968391780.82,413624657.53,384767123.29,20000000.00,150000000.00
Apr 29 2024,UNI,967936986.30,967936986.30,413389041.10,384547945.21,20000000.00,150000000.00
Apr 27 2024,UNI,967482191.78,967482191.78,413153424.66,384328767.12,20000000.00,150000000.00
Apr 26 2024,UNI,967254794.52,967254794.52,413035616.44,384219178.08,20000000.00,150000000.00
Apr 24 2024,UNI,966800000.00,966800000.00,412800000.00,384000000.00,20000000.00,150000000.00
Apr 22 2024,UNI,966345205.48,966345205.48,412564383.56,383780821.92,20000000.00,150000000.00
Apr 20 2024,UNI,965890410.96,965890410.96,412328767.12,383561643.84,20000000.00,150000000.00
Apr 19 2024,UNI,965663013.70,965663013.70,412210958.90,383452054.79,20000000.00,150000000.00
Apr 17 2024,UNI,965208219.18,965208219.18,411975342.47,383232876.71,20000000.00,150000000.00
Apr 15 2024,UNI,964753424.66,964753424.66,411739726.03,383013698.63,20000000.00,150000000.00
Apr 13 2024,UNI,964298630.14,964298630.14,411504109.59,382794520.55,20000000.00,150000000.00
Apr 12 2024,UNI,964071232.88,964071232.88,411386301.37,382684931.51,20000000.00,150000000.00
Apr 10 2024,UNI,963616438.36,963616438.36,411150684.93,382465753.42,20000000.00,150000000.00
Apr 08 2024,UNI,963161643.84,963161643.84,410915068.49,382246575.34,20000000.00,150000000.00
Apr 07 2024,UNI,962934246.58,962934246.58,410797260.27,382136986.30,20000000.00,150000000.00
Apr 05 2024,UNI,962479452.05,962479452.05,410561643.84,381917808.22,20000000.00,150000000.00
Apr 03 2024,UNI,962024657.53,962024657.53,410326027.40,381698630.14,20000000.00,150000000.00
Apr 01 2024,UNI,961569863.01,961569863.01,410090410.96,381479452.05,20000000.00,150000000.00
Mar 31 2024,UNI,0,961342465.75,409972602.74,381369863.01,20000000.00,150000000.00
Mar 29 2024,UNI,0,960887671.23,409736986.30,381150684.93,20000000.00,150000000.00
Mar 27 2024,UNI,0,960432876.71,409501369.86,380931506.85,20000000.00,150000000.00
Mar 25 2024,UNI,0,959978082.19,409265753.42,380712328.77,20000000.00,150000000.00
Mar 24 2024,UNI,0,959750684.93,409147945.21,380602739.73,20000000.00,150000000.00
Mar 22 2024,UNI,0,959295890.41,408912328.77,380383561.64,20000000.00,150000000.00
Mar 20 2024,UNI,0,958841095.89,408676712.33,380164383.56,20000000.00,150000000.00
Mar 18 2024,UNI,0,958386301.37,408441095.89,379945205.48,20000000.00,150000000.00
Mar 17 2024,UNI,0,958158904.11,408323287.67,379835616.44,20000000.00,150000000.00
Mar 15 2024,UNI,0,957704109.59,408087671.23,379616438.36,20000000.00,150000000.00
Mar 13 2024,UNI,0,957249315.07,407852054.79,379397260.27,20000000.00,150000000.00
Mar 11 2024,UNI,0,956794520.55,407616438.36,379178082.19,20000000.00,150000000.00
Mar 10 2024,UNI,0,956567123.29,407498630.14,379068493.15,20000000.00,150000000.00
Mar 08 2024,UNI,0,956112328.77,407263013.70,378849315.07,20000000.00,150000000.00
Mar 06 2024,UNI,0,955657534.25,407027397.26,378630136.99,20000000.00,150000000.00
Mar 04 2024,UNI,0,955202739.73,406791780.82,378410958.90,20000000.00,150000000.00
Mar 03 2024,UNI,0,954975342.47,406673972.60,378301369.86,20000000.00,150000000.00
Mar 01 2024,UNI,0,954520547.95,406438356.16,378082191.78,20000000.00,150000000.00
Feb 28 2024,UNI,0,954065753.42,406202739.73,377863013.70,20000000.00,150000000.00
Feb 26 2024,UNI,0,953610958.90,405967123.29,377643835.62,20000000.00,150000000.00
Feb 25 2024,UNI,0,953383561.64,405849315.07,377534246.58,20000000.00,150000000.00
Feb 23 2024,UNI,0,952928767.12,405613698.63,377315068.49,20000000.00,150000000.00
Feb 21 2024,UNI,0,952473972.60,405378082.19,377095890.41,20000000.00,150000000.00
Feb 19 2024,UNI,0,952019178.08,405142465.75,376876712.33,20000000.00,150000000.00
Feb 18 2024,UNI,0,951791780.82,405024657.53,376767123.29,20000000.00,150000000.00
Feb 16 2024,UNI,0,951336986.30,404789041.10,376547945.21,20000000.00,150000000.00
Feb 14 2024,UNI,0,950882191.78,404553424.66,376328767.12,20000000.00,150000000.00
Feb 12 2024,UNI,0,950427397.26,404317808.22,376109589.04,20000000.00,150000000.00
Feb 11 2024,UNI,0,950200000.00,404200000.00,376000000.00,20000000.00,150000000.00
Feb 09 2024,UNI,0,949745205.48,403964383.56,375780821.92,20000000.00,150000000.00
Feb 07 2024,UNI,0,949290410.96,403728767.12,375561643.84,20000000.00,150000000.00
Feb 06 2024,UNI,0,949063013.70,403610958.90,375452054.79,20000000.00,150000000.00
Feb 04 2024,UNI,0,948608219.18,403375342.47,375232876.71,20000000.00,150000000.00
Feb 02 2024,UNI,0,948153424.66,403139726.03,375013698.63,20000000.00,150000000.00
Jan 31 2024,UNI,0,947698630.14,402904109.59,374794520.55,20000000.00,150000000.00
Jan 30 2024,UNI,0,947471232.88,402786301.37,374684931.51,20000000.00,150000000.00
Jan 28 2024,UNI,0,947016438.36,402550684.93,374465753.42,20000000.00,150000000.00
Jan 26 2024,UNI,0,946561643.84,402315068.49,374246575.34,20000000.00,150000000.00
Jan 24 2024,UNI,0,946106849.32,402079452.05,374027397.26,20000000.00,150000000.00
Jan 23 2024,UNI,0,945879452.05,401961643.84,373917808.22,20000000.00,150000000.00
Jan 21 2024,UNI,0,945424657.53,401726027.40,373698630.14,20000000.00,150000000.00
Jan 19 2024,UNI,0,944969863.01,401490410.96,373479452.05,20000000.00,150000000.00
Jan 17 2024,UNI,0,944515068.49,401254794.52,373260273.97,20000000.00,150000000.00
Jan 16 2024,UNI,0,944287671.23,401136986.30,373150684.93,20000000.00,150000000.00
Jan 14 2024,UNI,0,943832876.71,400901369.86,372931506.85,20000000.00,150000000.00
Jan 12 2024,UNI,0,943378082.19,400665753.42,372712328.77,20000000.00,150000000.00
Jan 10 2024,UNI,0,942923287.67,400430136.99,372493150.68,20000000.00,150000000.00
Jan 09 2024,UNI,0,942695890.41,400312328.77,372383561.64,20000000.00,150000000.00
Jan 07 2024,UNI,0,942241095.89,400076712.33,372164383.56,20000000.00,150000000.00
Jan 05 2024,UNI,0,941786301.37,399841095.89,371945205.48,20000000.00,150000000.00
Jan 03 2024,UNI,0,941331506.85,399605479.45,371726027.40,20000000.00,150000000.00
Jan 02 2024,UNI,0,941104109.59,399487671.23,371616438.36,20000000.00,150000000.00
Dec 31 2023,UNI,0,940649315.07,399252054.79,371397260.27,20000000.00,150000000.00
Dec 29 2023,UNI,0,940194520.55,399016438.36,371178082.19,20000000.00,150000000.00
Dec 27 2023,UNI,0,939739726.03,398780821.92,370958904.11,20000000.00,150000000.00
Dec 26 2023,UNI,0,939512328.77,398663013.70,370849315.07,20000000.00,150000000.00
Dec 24 2023,UNI,0,939057534.25,398427397.26,370630136.99,20000000.00,150000000.00
Dec 22 2023,UNI,0,938602739.73,398191780.82,370410958.90,20000000.00,150000000.00
Dec 20 2023,UNI,0,938147945.21,397956164.38,370191780.82,20000000.00,150000000.00
Dec 19 2023,UNI,0,937920547.95,397838356.16,370082191.78,20000000.00,150000000.00
Dec 17 2023,UNI,0,937465753.42,397602739.73,369863013.70,20000000.00,150000000.00
Dec 15 2023,UNI,0,937010958.90,397367123.29,369643835.62,20000000.00,150000000.00
Dec 13 2023,UNI,0,936556164.38,397131506.85,369424657.53,20000000.00,150000000.00
Dec 12 2023,UNI,0,936328767.12,397013698.63,369315068.49,20000000.00,150000000.00
Dec 10 2023,UNI,0,935873972.60,396778082.19,369095890.41,20000000.00,150000000.00
Dec 08 2023,UNI,0,935419178.08,396542465.75,368876712.33,20000000.00,150000000.00
Dec 07 2023,UNI,0,935191780.82,396424657.53,368767123.29,20000000.00,150000000.00
Dec 05 2023,UNI,0,934736986.30,396189041.10,368547945.21,20000000.00,150000000.00
Dec 03 2023,UNI,0,934282191.78,395953424.66,368328767.12,20000000.00,150000000.00
Dec 01 2023,UNI,0,933827397.26,395717808.22,368109589.04,20000000.00,150000000.00
Nov 30 2023,UNI,0,933600000.00,395600000.00,368000000.00,20000000.00,150000000.00
Nov 28 2023,UNI,0,933145205.48,395364383.56,367780821.92,20000000.00,150000000.00
Nov 26 2023,UNI,0,932690410.96,395128767.12,367561643.84,20000000.00,150000000.00
Nov 24 2023,UNI,0,932235616.44,394893150.68,367342465.75,20000000.00,150000000.00
Nov 23 2023,UNI,0,932008219.18,394775342.47,367232876.71,20000000.00,150000000.00
Nov 21 2023,UNI,0,931553424.66,394539726.03,367013698.63,20000000.00,150000000.00
Nov 19 2023,UNI,0,931098630.14,394304109.59,366794520.55,20000000.00,150000000.00
Nov 17 2023,UNI,0,930643835.62,394068493.15,366575342.47,20000000.00,150000000.00
Nov 16 2023,UNI,0,930416438.36,393950684.93,366465753.42,20000000.00,150000000.00
Nov 14 2023,UNI,0,929961643.84,393715068.49,366246575.34,20000000.00,150000000.00
Nov 12 2023,UNI,0,929506849.32,393479452.05,366027397.26,20000000.00,150000000.00
Nov 10 2023,UNI,0,929052054.79,393243835.62,365808219.18,20000000.00,150000000.00
Nov 09 2023,UNI,0,928824657.53,393126027.40,365698630.14,20000000.00,150000000.00
Nov 07 2023,UNI,0,928369863.01,392890410.96,365479452.05,20000000.00,150000000.00
Nov 05 2023,UNI,0,927915068.49,392654794.52,365260273.97,20000000.00,150000000.00
Nov 03 2023,UNI,0,927460273.97,392419178.08,365041095.89,20000000.00,150000000.00
Nov 02 2023,UNI,0,927232876.71,392301369.86,364931506.85,20000000.00,150000000.00
Oct 31 2023,UNI,0,926778082.19,392065753.42,364712328.77,20000000.00,150000000.00
Oct 29 2023,UNI,0,926323287.67,391830136.99,364493150.68,20000000.00,150000000.00
Oct 27 2023,UNI,0,925868493.15,391594520.55,364273972.60,20000000.00,150000000.00
Oct 26 2023,UNI,0,925641095.89,391476712.33,364164383.56,20000000.00,150000000.00
Oct 24 2023,UNI,0,925186301.37,391241095.89,363945205.48,20000000.00,150000000.00
Oct 22 2023,UNI,0,924731506.85,391005479.45,363726027.40,20000000.00,150000000.00
Oct 20 2023,UNI,0,924276712.33,390769863.01,363506849.32,20000000.00,150000000.00
Oct 19 2023,UNI,0,924049315.07,390652054.79,363397260.27,20000000.00,150000000.00
Oct 17 2023,UNI,0,923594520.55,390416438.36,363178082.19,20000000.00,150000000.00
Oct 15 2023,UNI,0,923139726.03,390180821.92,362958904.11,20000000.00,150000000.00
Oct 13 2023,UNI,0,922684931.51,389945205.48,362739726.03,20000000.00,150000000.00
Oct 12 2023,UNI,0,922457534.25,389827397.26,362630136.99,20000000.00,150000000.00
Oct 10 2023,UNI,0,922002739.73,389591780.82,362410958.90,20000000.00,150000000.00
Oct 08 2023,UNI,0,921547945.21,389356164.38,362191780.82,20000000.00,150000000.00
Oct 07 2023,UNI,0,921320547.95,389238356.16,362082191.78,20000000.00,150000000.00
Oct 05 2023,UNI,0,920865753.42,389002739.73,361863013.70,20000000.00,150000000.00
Oct 03 2023,UNI,0,920410958.90,388767123.29,361643835.62,20000000.00,150000000.00
Oct 01 2023,UNI,0,919956164.38,388531506.85,361424657.53,20000000.00,150000000.00
Sep 30 2023,UNI,0,919728767.12,388413698.63,361315068.49,20000000.00,150000000.00
Sep 28 2023,UNI,0,919273972.60,388178082.19,361095890.41,20000000.00,150000000.00
Sep 26 2023,UNI,0,918819178.08,387942465.75,360876712.33,20000000.00,150000000.00
Sep 24 2023,UNI,0,918364383.56,387706849.32,360657534.25,20000000.00,150000000.00
Sep 23 2023,UNI,0,918136986.30,387589041.10,360547945.21,20000000.00,150000000.00
Sep 21 2023,UNI,0,917682191.78,387353424.66,360328767.12,20000000.00,150000000.00
Sep 19 2023,UNI,0,917227397.26,387117808.22,360109589.04,20000000.00,150000000.00
Sep 17 2023,UNI,0,916545205.48,386764383.56,359780821.92,20000000.00,150000000.00
Sep 16 2023,UNI,0,916090410.96,386528767.12,359561643.84,20000000.00,150000000.00
Sep 14 2023,UNI,0,915180821.92,386057534.25,359123287.67,20000000.00,150000000.00
Sep 12 2023,UNI,0,914271232.88,385586301.37,358684931.51,20000000.00,150000000.00
Sep 10 2023,UNI,0,913361643.84,385115068.49,358246575.34,20000000.00,150000000.00
Sep 09 2023,UNI,0,912906849.32,384879452.05,358027397.26,20000000.00,150000000.00
Sep 07 2023,UNI,0,911997260.27,384408219.18,357589041.10,20000000.00,150000000.00
Sep 05 2023,UNI,0,911087671.23,383936986.30,357150684.93,20000000.00,150000000.00
Sep 03 2023,UNI,0,910178082.19,383465753.42,356712328.77,20000000.00,150000000.00
Sep 02 2023,UNI,0,909723287.67,383230136.99,356493150.68,20000000.00,150000000.00
Aug 31 2023,UNI,0,908813698.63,382758904.11,356054794.52,20000000.00,150000000.00
Aug 29 2023,UNI,0,907904109.59,382287671.23,355616438.36,20000000.00,150000000.00
Aug 27 2023,UNI,0,906994520.55,381816438.36,355178082.19,20000000.00,150000000.00
Aug 26 2023,UNI,0,906539726.03,381580821.92,354958904.11,20000000.00,150000000.00
Aug 24 2023,UNI,0,905630136.99,381109589.04,354520547.95,20000000.00,150000000.00
Aug 22 2023,UNI,0,904720547.95,380638356.16,354082191.78,20000000.00,150000000.00
Aug 20 2023,UNI,0,903810958.90,380167123.29,353643835.62,20000000.00,150000000.00
Aug 19 2023,UNI,0,903356164.38,379931506.85,353424657.53,20000000.00,150000000.00
Aug 17 2023,UNI,0,902446575.34,379460273.97,352986301.37,20000000.00,150000000.00
Aug 15 2023,UNI,0,901536986.30,378989041.10,352547945.21,20000000.00,150000000.00
Aug 13 2023,UNI,0,900627397.26,378517808.22,352109589.04,20000000.00,150000000.00
Aug 12 2023,UNI,0,900172602.74,378282191.78,351890410.96,20000000.00,150000000.00
Aug 10 2023,UNI,0,899263013.70,377810958.90,351452054.79,20000000.00,150000000.00
Aug 08 2023,UNI,0,898353424.66,377339726.03,351013698.63,20000000.00,150000000.00
Aug 07 2023,UNI,0,897898630.14,377104109.59,350794520.55,20000000.00,150000000.00
Aug 05 2023,UNI,0,896989041.10,376632876.71,350356164.38,20000000.00,150000000.00
Aug 03 2023,UNI,0,896079452.05,376161643.84,349917808.22,20000000.00,150000000.00
Aug 01 2023,UNI,0,895169863.01,375690410.96,349479452.05,20000000.00,150000000.00
Jul 31 2023,UNI,0,894715068.49,375454794.52,349260273.97,20000000.00,150000000.00
Jul 29 2023,UNI,0,893805479.45,374983561.64,348821917.81,20000000.00,150000000.00
Jul 27 2023,UNI,0,892895890.41,374512328.77,348383561.64,20000000.00,150000000.00
