Date,Symbol,Available Supply,Unlocked Supply,Seed Sale,Team,Marketing,Foundation,Strategic Sale,Advisors,Ecosystem Fund,Community Airdrop,Public Sale
Jun 11 2023,ID,0,322972223.00,0,0,35750000.00,10000000.00,0,0,105555556.00,71666667.00,100000000.00
Jun 09 2023,ID,0,322972223.00,0,0,35750000.00,10000000.00,0,0,105555556.00,71666667.00,100000000.00
Jun 06 2023,ID,0,322972223.00,0,0,35750000.00,10000000.00,0,0,105555556.00,71666667.00,100000000.00
Jun 04 2023,ID,0,322972223.00,0,0,35750000.00,10000000.00,0,0,105555556.00,71666667.00,100000000.00
Jun 01 2023,ID,0,322972223.00,0,0,35750000.00,10000000.00,0,0,105555556.00,71666667.00,100000000.00
May 30 2023,ID,0,322972223.00,0,0,35750000.00,10000000.00,0,0,105555556.00,71666667.00,100000000.00
May 27 2023,ID,0,322972223.00,0,0,35750000.00,10000000.00,0,0,105555556.00,71666667.00,100000000.00
May 25 2023,ID,0,322972223.00,0,0,35750000.00,10000000.00,0,0,105555556.00,71666667.00,100000000.00
May 23 2023,ID,0,322972223.00,0,0,35750000.00,10000000.00,0,0,105555556.00,71666667.00,100000000.00
May 20 2023,ID,0,304486111.00,0,0,30875000.00,5000000.00,0,0,102777778.00,65833333.00,100000000.00
May 18 2023,ID,0,304486111.00,0,0,30875000.00,5000000.00,0,0,102777778.00,65833333.00,100000000.00
May 15 2023,ID,0,304486111.00,0,0,30875000.00,5000000.00,0,0,102777778.00,65833333.00,100000000.00
May 13 2023,ID,0,304486111.00,0,0,30875000.00,5000000.00,0,0,102777778.00,65833333.00,100000000.00
May 10 2023,ID,0,304486111.00,0,0,30875000.00,5000000.00,0,0,102777778.00,65833333.00,100000000.00
May 08 2023,ID,0,304486111.00,0,0,30875000.00,5000000.00,0,0,102777778.00,65833333.00,100000000.00
May 05 2023,ID,0,304486111.00,0,0,30875000.00,5000000.00,0,0,102777778.00,65833333.00,100000000.00
May 03 2023,ID,0,304486111.00,0,0,30875000.00,5000000.00,0,0,102777778.00,65833333.00,100000000.00
Apr 30 2023,ID,0,304486111.00,0,0,30875000.00,5000000.00,0,0,102777778.00,65833333.00,100000000.00
Apr 28 2023,ID,0,304486111.00,0,0,30875000.00,5000000.00,0,0,102777778.00,65833333.00,100000000.00
Apr 25 2023,ID,0,304486111.00,0,0,30875000.00,5000000.00,0,0,102777778.00,65833333.00,100000000.00
Apr 23 2023,ID,0,304486111.00,0,0,30875000.00,5000000.00,0,0,102777778.00,65833333.00,100000000.00
Apr 21 2023,ID,0,286000000.00,0,0,26000000.00,0,0,0,100000000.00,60000000.00,100000000.00
Apr 18 2023,ID,0,286000000.00,0,0,26000000.00,0,0,0,100000000.00,60000000.00,100000000.00
Apr 16 2023,ID,0,286000000.00,0,0,26000000.00,0,0,0,100000000.00,60000000.00,100000000.00
Apr 13 2023,ID,0,286000000.00,0,0,26000000.00,0,0,0,100000000.00,60000000.00,100000000.00
Apr 11 2023,ID,0,286000000.00,0,0,26000000.00,0,0,0,100000000.00,60000000.00,100000000.00
Apr 08 2023,ID,0,286000000.00,0,0,26000000.00,0,0,0,100000000.00,60000000.00,100000000.00
Apr 06 2023,ID,0,286000000.00,0,0,26000000.00,0,0,0,100000000.00,60000000.00,100000000.00
Apr 03 2023,ID,0,286000000.00,0,0,26000000.00,0,0,0,100000000.00,60000000.00,100000000.00
Apr 01 2023,ID,0,286000000.00,0,0,26000000.00,0,0,0,100000000.00,60000000.00,100000000.00
Mar 29 2023,ID,0,286000000.00,0,0,26000000.00,0,0,0,100000000.00,60000000.00,100000000.00
Mar 27 2023,ID,0,286000000.00,0,0,26000000.00,0,0,0,100000000.00,60000000.00,100000000.00
Mar 24 2023,ID,0,286000000.00,0,0,26000000.00,0,0,0,100000000.00,60000000.00,100000000.00
Mar 22 2023,ID,0,286000000.00,0,0,26000000.00,0,0,0,100000000.00,60000000.00,100000000.00
