Date,Symbol,Available Supply,Unlocked Supply,POOL Token Treasury,Team/Contributors,Investors,Liquidity mining,Voters,New user education,Retroactive depositors
Aug 15 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Aug 14 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Aug 13 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Aug 11 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Aug 10 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Aug 08 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Aug 07 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Aug 06 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Aug 04 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Aug 03 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Aug 02 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 31 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 30 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 28 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 27 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 26 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 24 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 23 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 22 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 20 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 19 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 17 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 16 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 15 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 13 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 12 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 11 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 09 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 08 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 06 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 05 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 04 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 02 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jul 01 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 29 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 28 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 27 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 25 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 24 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 23 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 21 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 20 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 18 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 17 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 16 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 14 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 13 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 12 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 10 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 09 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 07 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 06 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 05 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 03 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 02 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jun 01 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 30 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 29 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 27 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 26 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 25 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 23 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 22 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 20 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 19 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 18 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 16 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 15 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 14 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 12 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 11 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 09 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 08 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 07 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 05 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 04 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 03 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
May 01 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 30 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 28 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 27 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 26 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 24 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 23 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 22 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 20 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 19 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 17 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 16 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 15 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 13 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 12 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 10 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 09 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 08 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 06 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 05 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 04 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 02 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Apr 01 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 30 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 29 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 28 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 26 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 25 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 24 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 22 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 21 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 19 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 18 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 17 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 15 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 14 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 13 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 11 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 10 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 08 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 07 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 06 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 04 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 03 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Mar 01 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 28 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 27 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 25 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 24 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 23 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 21 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 20 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 18 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 17 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 16 2023,POOL,0,10000000.00,5754000.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 14 2023,POOL,0,9977380.16,5731380.16,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 13 2023,POOL,0,9969497.89,5723497.89,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 12 2023,POOL,0,9961615.62,5715615.62,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 10 2023,POOL,0,9945851.08,5699851.08,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 09 2023,POOL,0,9937968.81,5691968.81,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 07 2023,POOL,0,9922204.27,5676204.27,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 06 2023,POOL,0,9914322.00,5668322.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 05 2023,POOL,0,9906439.73,5660439.73,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 03 2023,POOL,0,9890675.19,5644675.19,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 02 2023,POOL,0,9882792.92,5636792.92,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Feb 01 2023,POOL,0,9874910.65,5628910.65,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 30 2023,POOL,0,9859146.11,5613146.11,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 29 2023,POOL,0,9851263.84,5605263.84,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 27 2023,POOL,0,9835499.30,5589499.30,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 26 2023,POOL,0,9827617.03,5581617.03,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 25 2023,POOL,0,9819734.76,5573734.76,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 23 2023,POOL,0,9803970.22,5557970.22,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 22 2023,POOL,0,9796087.95,5550087.95,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 20 2023,POOL,0,9780323.41,5534323.41,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 19 2023,POOL,0,9772441.13,5526441.13,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 18 2023,POOL,0,9764558.86,5518558.86,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 16 2023,POOL,0,9748794.32,5502794.32,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 15 2023,POOL,0,9740912.05,5494912.05,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 14 2023,POOL,0,9733029.78,5487029.78,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 12 2023,POOL,0,9717265.24,5471265.24,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 11 2023,POOL,0,9709382.97,5463382.97,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 09 2023,POOL,0,9693618.43,5447618.43,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 08 2023,POOL,0,9685736.16,5439736.16,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 07 2023,POOL,0,9677853.89,5431853.89,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 05 2023,POOL,0,9662089.35,5416089.35,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 04 2023,POOL,0,9654207.08,5408207.08,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 03 2023,POOL,0,9646324.81,5400324.81,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Jan 01 2023,POOL,0,9630560.27,5384560.27,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 31 2022,POOL,0,9622678.00,5376678.00,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 29 2022,POOL,0,9606913.46,5360913.46,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 28 2022,POOL,0,9599031.19,5353031.19,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 27 2022,POOL,0,9591148.92,5345148.92,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 25 2022,POOL,0,9575384.37,5329384.37,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 24 2022,POOL,0,9567502.10,5321502.10,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 23 2022,POOL,0,9559619.83,5313619.83,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 21 2022,POOL,0,9543855.29,5297855.29,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 20 2022,POOL,0,9535973.02,5289973.02,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 18 2022,POOL,0,9520208.48,5274208.48,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 17 2022,POOL,0,9512326.21,5266326.21,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 16 2022,POOL,0,9504443.94,5258443.94,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 14 2022,POOL,0,9488679.40,5242679.40,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 13 2022,POOL,0,9480797.13,5234797.13,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 11 2022,POOL,0,9465032.59,5219032.59,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 10 2022,POOL,0,9457150.32,5211150.32,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 09 2022,POOL,0,9449268.05,5203268.05,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 07 2022,POOL,0,9433503.51,5187503.51,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 06 2022,POOL,0,9425621.24,5179621.24,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 05 2022,POOL,0,9417738.97,5171738.97,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 03 2022,POOL,0,9401974.43,5155974.43,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Dec 02 2022,POOL,0,9394092.16,5148092.16,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 30 2022,POOL,0,9378327.62,5132327.62,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 29 2022,POOL,0,9370445.34,5124445.34,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 28 2022,POOL,0,9362563.07,5116563.07,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 26 2022,POOL,0,9346798.53,5100798.53,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 25 2022,POOL,0,9338916.26,5092916.26,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 24 2022,POOL,0,9331033.99,5085033.99,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 22 2022,POOL,0,9315269.45,5069269.45,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 21 2022,POOL,0,9307387.18,5061387.18,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 19 2022,POOL,0,9291622.64,5045622.64,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 18 2022,POOL,0,9283740.37,5037740.37,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 17 2022,POOL,0,9275858.10,5029858.10,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 15 2022,POOL,0,9260093.56,5014093.56,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 14 2022,POOL,0,9252211.29,5006211.29,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 13 2022,POOL,0,9244329.02,4998329.02,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 11 2022,POOL,0,9228564.48,4982564.48,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 10 2022,POOL,0,9220682.21,4974682.21,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 08 2022,POOL,0,9204917.67,4958917.67,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 07 2022,POOL,0,9197035.40,4951035.40,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 06 2022,POOL,0,9189153.13,4943153.13,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 04 2022,POOL,0,9173388.59,4927388.59,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 03 2022,POOL,0,9165506.31,4919506.31,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Nov 01 2022,POOL,0,9149741.77,4903741.77,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 31 2022,POOL,0,9141859.50,4895859.50,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 30 2022,POOL,0,9133977.23,4887977.23,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 28 2022,POOL,0,9118212.69,4872212.69,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 27 2022,POOL,0,9110330.42,4864330.42,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 26 2022,POOL,0,9102448.15,4856448.15,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 24 2022,POOL,0,9086683.61,4840683.61,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 23 2022,POOL,0,9078801.34,4832801.34,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 21 2022,POOL,0,9063036.80,4817036.80,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 20 2022,POOL,0,9055154.53,4809154.53,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 19 2022,POOL,0,9047272.26,4801272.26,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 17 2022,POOL,0,9031507.72,4785507.72,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 16 2022,POOL,0,9023625.45,4777625.45,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 15 2022,POOL,0,9015743.18,4769743.18,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 13 2022,POOL,0,8999978.64,4753978.64,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 12 2022,POOL,0,8992096.37,4746096.37,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 10 2022,POOL,0,8976331.83,4730331.83,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 09 2022,POOL,0,8968449.56,4722449.56,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 08 2022,POOL,0,8960567.28,4714567.28,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 06 2022,POOL,0,8944802.74,4698802.74,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 05 2022,POOL,0,8936920.47,4690920.47,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 03 2022,POOL,0,8921155.93,4675155.93,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 02 2022,POOL,0,8913273.66,4667273.66,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Oct 01 2022,POOL,0,8905391.39,4659391.39,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Sep 29 2022,POOL,0,8889626.85,4643626.85,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Sep 28 2022,POOL,0,8881744.58,4635744.58,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Sep 27 2022,POOL,0,8873862.31,4627862.31,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
Sep 25 2022,POOL,0,8858097.77,4612097.77,1244000.00,752000.00,500000.00,100000.00,250000.00,1400000.00
