Date,Symbol,Available Supply,Unlocked Supply,Foundation,Team,Staking Rewards,Ecosystem,Advisors,Private Investors,Binance IEO Investors
May 24 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 21 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 19 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 17 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 15 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 13 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 11 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 09 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 07 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 04 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 02 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 30 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 28 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 26 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 24 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 22 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 20 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 17 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 15 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 13 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 11 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 09 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 07 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 05 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 03 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Mar 31 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Mar 29 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Mar 27 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Mar 25 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Mar 23 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Mar 21 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Mar 19 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Mar 16 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Mar 14 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Mar 12 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Mar 10 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Mar 08 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Mar 06 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Mar 04 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Mar 02 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Feb 27 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Feb 25 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Feb 23 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Feb 21 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Feb 19 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Feb 17 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Feb 15 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Feb 13 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Feb 10 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Feb 08 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Feb 06 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Feb 04 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Feb 02 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jan 31 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jan 29 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jan 27 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jan 24 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jan 22 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jan 20 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jan 18 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jan 16 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jan 14 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jan 12 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jan 09 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jan 07 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jan 05 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jan 03 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jan 01 2023,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Dec 30 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Dec 28 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Dec 26 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Dec 23 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Dec 21 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Dec 19 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Dec 17 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Dec 15 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Dec 13 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Dec 11 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Dec 09 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Dec 06 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Dec 04 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Dec 02 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Nov 30 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Nov 28 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Nov 26 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Nov 24 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Nov 22 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Nov 19 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Nov 17 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Nov 15 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Nov 13 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Nov 11 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Nov 09 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Nov 07 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Nov 04 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Nov 02 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Oct 31 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Oct 29 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Oct 27 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Oct 25 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Oct 23 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Oct 21 2022,MATIC,0,9999999999.90,2186438530.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Oct 18 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Oct 16 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Oct 14 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Oct 12 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Oct 10 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Oct 08 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Oct 06 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Oct 04 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Oct 01 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Sep 29 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Sep 27 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Sep 25 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Sep 23 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Sep 21 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Sep 19 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Sep 17 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Sep 14 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Sep 12 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Sep 10 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Sep 08 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Sep 06 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Sep 04 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Sep 02 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Aug 30 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Aug 28 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Aug 26 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Aug 24 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Aug 22 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Aug 20 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Aug 18 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Aug 16 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Aug 13 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Aug 11 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Aug 09 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Aug 07 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Aug 05 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Aug 03 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Aug 01 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jul 30 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jul 27 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jul 25 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jul 23 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jul 21 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jul 19 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jul 17 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jul 15 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jul 13 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jul 10 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jul 08 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jul 06 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jul 04 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jul 02 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jun 30 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jun 28 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jun 25 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jun 23 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jun 21 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jun 19 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jun 17 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jun 15 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jun 13 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jun 11 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jun 08 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jun 06 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jun 04 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Jun 02 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 31 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 29 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 27 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 25 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 22 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 20 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 18 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 16 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 14 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 12 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 10 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 08 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 05 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 03 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
May 01 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 29 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 27 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 25 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 23 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 20 2022,MATIC,0,9726695183.90,1913133714.00,1600000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 18 2022,MATIC,0,9133390366.90,1639828897.00,1280000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 16 2022,MATIC,0,9133390366.90,1639828897.00,1280000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 14 2022,MATIC,0,9133390366.90,1639828897.00,1280000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 12 2022,MATIC,0,9133390366.90,1639828897.00,1280000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 10 2022,MATIC,0,9133390366.90,1639828897.00,1280000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 08 2022,MATIC,0,9133390366.90,1639828897.00,1280000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 06 2022,MATIC,0,9133390366.90,1639828897.00,1280000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 03 2022,MATIC,0,9133390366.90,1639828897.00,1280000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Apr 01 2022,MATIC,0,9133390366.90,1639828897.00,1280000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Mar 30 2022,MATIC,0,9133390366.90,1639828897.00,1280000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
Mar 28 2022,MATIC,0,9133390366.90,1639828897.00,1280000000.00,1200000000.00,2333333333.00,400000000.00,380228136.90,1900000000.00
