Date,Symbol,Available Supply,Unlocked Supply,Team,Community,Investors,Future fundraise
Mar 04 2024,SWISE,0,796083094.74,150269953.05,372813141.68,251500000.00,21500000.00
Mar 02 2024,SWISE,0,795045349.67,149930359.94,372114989.73,251500000.00,21500000.00
Feb 29 2024,SWISE,0,794007604.61,149590766.82,371416837.78,251500000.00,21500000.00
Feb 28 2024,SWISE,0,793488732.07,149420970.27,371067761.81,251500000.00,21500000.00
Feb 26 2024,SWISE,0,792450987.01,149081377.15,370369609.86,251500000.00,21500000.00
Feb 24 2024,SWISE,0,791413241.94,148741784.04,369671457.91,251500000.00,21500000.00
Feb 22 2024,SWISE,0,790375496.88,148402190.92,368973305.95,251500000.00,21500000.00
Feb 21 2024,SWISE,0,789856624.35,148232394.37,368624229.98,251500000.00,21500000.00
Feb 19 2024,SWISE,0,788818879.28,147892801.25,367926078.03,251500000.00,21500000.00
Feb 17 2024,SWISE,0,787781134.22,147553208.14,367227926.08,251500000.00,21500000.00
Feb 15 2024,SWISE,0,786743389.15,147213615.02,366529774.13,251500000.00,21500000.00
Feb 14 2024,SWISE,0,786224516.62,147043818.47,366180698.15,251500000.00,21500000.00
Feb 12 2024,SWISE,0,785186771.55,146704225.35,365482546.20,251500000.00,21500000.00
Feb 10 2024,SWISE,0,784149026.49,146364632.24,364784394.25,251500000.00,21500000.00
Feb 08 2024,SWISE,0,783111281.42,146025039.12,364086242.30,251500000.00,21500000.00
Feb 07 2024,SWISE,0,782592408.89,145855242.57,363737166.32,251500000.00,21500000.00
Feb 05 2024,SWISE,0,781554663.83,145515649.45,363039014.37,251500000.00,21500000.00
Feb 03 2024,SWISE,0,780516918.76,145176056.34,362340862.42,251500000.00,21500000.00
Feb 01 2024,SWISE,0,779479173.70,144836463.22,361642710.47,251500000.00,21500000.00
Jan 31 2024,SWISE,0,778960301.16,144666666.67,361293634.50,251500000.00,21500000.00
Jan 29 2024,SWISE,0,777922556.10,144327073.55,360595482.55,251500000.00,21500000.00
Jan 27 2024,SWISE,0,776884811.03,143987480.44,359897330.60,251500000.00,21500000.00
Jan 25 2024,SWISE,0,775847065.97,143647887.32,359199178.64,251500000.00,21500000.00
Jan 24 2024,SWISE,0,775328193.44,143478090.77,358850102.67,251500000.00,21500000.00
Jan 22 2024,SWISE,0,774290448.37,143138497.65,358151950.72,251500000.00,21500000.00
Jan 20 2024,SWISE,0,773252703.31,142798904.54,357453798.77,251500000.00,21500000.00
Jan 18 2024,SWISE,0,772214958.24,142459311.42,356755646.82,251500000.00,21500000.00
Jan 17 2024,SWISE,0,771696085.71,142289514.87,356406570.84,251500000.00,21500000.00
Jan 15 2024,SWISE,0,770658340.64,141949921.75,355708418.89,251500000.00,21500000.00
Jan 13 2024,SWISE,0,769620595.58,141610328.64,355010266.94,251500000.00,21500000.00
Jan 12 2024,SWISE,0,769101723.05,141440532.08,354661190.97,251500000.00,21500000.00
Jan 10 2024,SWISE,0,768063977.98,141100938.97,353963039.01,251500000.00,21500000.00
Jan 08 2024,SWISE,0,767026232.92,140761345.85,353264887.06,251500000.00,21500000.00
Jan 06 2024,SWISE,0,765988487.85,140421752.74,352566735.11,251500000.00,21500000.00
Jan 05 2024,SWISE,0,765469615.32,140251956.18,352217659.14,251500000.00,21500000.00
Jan 03 2024,SWISE,0,764431870.25,139912363.07,351519507.19,251500000.00,21500000.00
Jan 01 2024,SWISE,0,763394125.19,139572769.95,350821355.24,251500000.00,21500000.00
Dec 30 2023,SWISE,0,762356380.12,139233176.84,350123203.29,251500000.00,21500000.00
Dec 29 2023,SWISE,0,761837507.59,139063380.28,349774127.31,251500000.00,21500000.00
Dec 27 2023,SWISE,0,760799762.53,138723787.17,349075975.36,251500000.00,21500000.00
Dec 25 2023,SWISE,0,759762017.46,138384194.05,348377823.41,251500000.00,21500000.00
Dec 23 2023,SWISE,0,758724272.40,138044600.94,347679671.46,251500000.00,21500000.00
Dec 22 2023,SWISE,0,758205399.86,137874804.38,347330595.48,251500000.00,21500000.00
Dec 20 2023,SWISE,0,757167654.80,137535211.27,346632443.53,251500000.00,21500000.00
Dec 18 2023,SWISE,0,756129909.73,137195618.15,345934291.58,251500000.00,21500000.00
Dec 16 2023,SWISE,0,755092164.67,136856025.04,345236139.63,251500000.00,21500000.00
Dec 15 2023,SWISE,0,754573292.14,136686228.48,344887063.66,251500000.00,21500000.00
Dec 13 2023,SWISE,0,753535547.07,136346635.37,344188911.70,251500000.00,21500000.00
Dec 11 2023,SWISE,0,752497802.01,136007042.25,343490759.75,251500000.00,21500000.00
Dec 09 2023,SWISE,0,751460056.94,135667449.14,342792607.80,251500000.00,21500000.00
Dec 08 2023,SWISE,0,750941184.41,135497652.58,342443531.83,251500000.00,21500000.00
Dec 06 2023,SWISE,0,749903439.34,135158059.47,341745379.88,251500000.00,21500000.00
Dec 04 2023,SWISE,0,748865694.28,134818466.35,341047227.93,251500000.00,21500000.00
Dec 02 2023,SWISE,0,747827949.21,134478873.24,340349075.98,251500000.00,21500000.00
Dec 01 2023,SWISE,0,747309076.68,134309076.68,340000000.00,251500000.00,21500000.00
Nov 29 2023,SWISE,0,746271331.62,133969483.57,339301848.05,251500000.00,21500000.00
Nov 27 2023,SWISE,0,745233586.55,133629890.45,338603696.10,251500000.00,21500000.00
Nov 25 2023,SWISE,0,744195841.49,133290297.34,337905544.15,251500000.00,21500000.00
Nov 24 2023,SWISE,0,743676968.95,133120500.78,337556468.17,251500000.00,21500000.00
Nov 22 2023,SWISE,0,742639223.89,132780907.67,336858316.22,251500000.00,21500000.00
Nov 20 2023,SWISE,0,741601478.83,132441314.55,336160164.27,251500000.00,21500000.00
Nov 19 2023,SWISE,0,741082606.29,132271518.00,335811088.30,251500000.00,21500000.00
Nov 17 2023,SWISE,0,740044861.23,131931924.88,335112936.34,251500000.00,21500000.00
Nov 15 2023,SWISE,0,739007116.16,131592331.77,334414784.39,251500000.00,21500000.00
Nov 13 2023,SWISE,0,737969371.10,131252738.65,333716632.44,251500000.00,21500000.00
Nov 12 2023,SWISE,0,737450498.57,131082942.10,333367556.47,251500000.00,21500000.00
Nov 10 2023,SWISE,0,736412753.50,130743348.98,332669404.52,251500000.00,21500000.00
Nov 08 2023,SWISE,0,735375008.44,130403755.87,331971252.57,251500000.00,21500000.00
Nov 06 2023,SWISE,0,734337263.37,130064162.75,331273100.62,251500000.00,21500000.00
Nov 05 2023,SWISE,0,733818390.84,129894366.20,330924024.64,251500000.00,21500000.00
Nov 03 2023,SWISE,0,732780645.77,129554773.08,330225872.69,251500000.00,21500000.00
Nov 01 2023,SWISE,0,731742900.71,129215179.97,329527720.74,251500000.00,21500000.00
Oct 30 2023,SWISE,0,730705155.64,128875586.85,328829568.79,251500000.00,21500000.00
Oct 29 2023,SWISE,0,730186283.11,128705790.30,328480492.81,251500000.00,21500000.00
Oct 27 2023,SWISE,0,729148538.05,128366197.18,327782340.86,251500000.00,21500000.00
Oct 25 2023,SWISE,0,728110792.98,128026604.07,327084188.91,251500000.00,21500000.00
Oct 23 2023,SWISE,0,727073047.92,127687010.95,326386036.96,251500000.00,21500000.00
Oct 22 2023,SWISE,0,726554175.38,127517214.40,326036960.99,251500000.00,21500000.00
Oct 20 2023,SWISE,0,725516430.32,127177621.28,325338809.03,251500000.00,21500000.00
Oct 18 2023,SWISE,0,724478685.25,126838028.17,324640657.08,251500000.00,21500000.00
Oct 16 2023,SWISE,0,723440940.19,126498435.05,323942505.13,251500000.00,21500000.00
Oct 15 2023,SWISE,0,722922067.66,126328638.50,323593429.16,251500000.00,21500000.00
Oct 13 2023,SWISE,0,721884322.59,125989045.38,322895277.21,251500000.00,21500000.00
Oct 11 2023,SWISE,0,720846577.53,125649452.27,322197125.26,251500000.00,21500000.00
Oct 09 2023,SWISE,0,719808832.46,125309859.15,321498973.31,251500000.00,21500000.00
Oct 08 2023,SWISE,0,719289959.93,125140062.60,321149897.33,251500000.00,21500000.00
Oct 06 2023,SWISE,0,718252214.86,124800469.48,320451745.38,251500000.00,21500000.00
Oct 04 2023,SWISE,0,717214469.80,124460876.37,319753593.43,251500000.00,21500000.00
Oct 02 2023,SWISE,0,716176724.73,124121283.26,319055441.48,251500000.00,21500000.00
Oct 01 2023,SWISE,0,715657852.20,123951486.70,318706365.50,251500000.00,21500000.00
Sep 29 2023,SWISE,0,714620107.14,123611893.58,318008213.55,251500000.00,21500000.00
Sep 27 2023,SWISE,0,713582362.07,123272300.47,317310061.60,251500000.00,21500000.00
Sep 26 2023,SWISE,0,713063489.54,123102503.91,316960985.63,251500000.00,21500000.00
Sep 24 2023,SWISE,0,712025744.47,122762910.80,316262833.68,251500000.00,21500000.00
Sep 22 2023,SWISE,0,710987999.41,122423317.68,315564681.72,251500000.00,21500000.00
Sep 20 2023,SWISE,0,709950254.34,122083724.57,314866529.77,251500000.00,21500000.00
Sep 19 2023,SWISE,0,709431381.81,121913928.01,314517453.80,251500000.00,21500000.00
Sep 17 2023,SWISE,0,708393636.75,121574334.90,313819301.85,251500000.00,21500000.00
Sep 15 2023,SWISE,0,707355891.68,121234741.78,313121149.90,251500000.00,21500000.00
Sep 13 2023,SWISE,0,706318146.62,120895148.67,312422997.95,251500000.00,21500000.00
Sep 12 2023,SWISE,0,705799274.08,120725352.11,312073921.97,251500000.00,21500000.00
Sep 10 2023,SWISE,0,704761529.02,120385759.00,311375770.02,251500000.00,21500000.00
Sep 08 2023,SWISE,0,703723783.95,120046165.88,310677618.07,251500000.00,21500000.00
Sep 06 2023,SWISE,0,702686038.89,119706572.77,309979466.12,251500000.00,21500000.00
Sep 05 2023,SWISE,0,702167166.36,119536776.21,309630390.14,251500000.00,21500000.00
Sep 03 2023,SWISE,0,701129421.29,119197183.10,308932238.19,251500000.00,21500000.00
Sep 01 2023,SWISE,0,700091676.23,118857589.98,308234086.24,251500000.00,21500000.00
Aug 30 2023,SWISE,0,699053931.16,118517996.87,307535934.29,251500000.00,21500000.00
Aug 29 2023,SWISE,0,698535058.63,118348200.31,307186858.32,251500000.00,21500000.00
Aug 27 2023,SWISE,0,697497313.56,118008607.20,306488706.37,251500000.00,21500000.00
Aug 25 2023,SWISE,0,696459568.50,117669014.08,305790554.41,251500000.00,21500000.00
Aug 23 2023,SWISE,0,695421823.43,117329420.97,305092402.46,251500000.00,21500000.00
Aug 22 2023,SWISE,0,694902950.90,117159624.41,304743326.49,251500000.00,21500000.00
Aug 20 2023,SWISE,0,693865205.84,116820031.30,304045174.54,251500000.00,21500000.00
Aug 18 2023,SWISE,0,692827460.77,116480438.18,303347022.59,251500000.00,21500000.00
Aug 16 2023,SWISE,0,691789715.71,116140845.07,302648870.64,251500000.00,21500000.00
Aug 15 2023,SWISE,0,691270843.17,115971048.51,302299794.66,251500000.00,21500000.00
Aug 13 2023,SWISE,0,690233098.11,115631455.40,301601642.71,251500000.00,21500000.00
Aug 11 2023,SWISE,0,689195353.04,115291862.28,300903490.76,251500000.00,21500000.00
Aug 09 2023,SWISE,0,688157607.98,114952269.17,300205338.81,251500000.00,21500000.00
Aug 08 2023,SWISE,0,687638735.45,114782472.61,299856262.83,251500000.00,21500000.00
Aug 06 2023,SWISE,0,686600990.38,114442879.50,299158110.88,251500000.00,21500000.00
Aug 04 2023,SWISE,0,685563245.32,114103286.38,298459958.93,251500000.00,21500000.00
Aug 03 2023,SWISE,0,685044372.78,113933489.83,298110882.96,251500000.00,21500000.00
Aug 01 2023,SWISE,0,684006627.72,113593896.71,297412731.01,251500000.00,21500000.00
Jul 30 2023,SWISE,0,682968882.65,113254303.60,296714579.06,251500000.00,21500000.00
Jul 28 2023,SWISE,0,681931137.59,112914710.49,296016427.10,251500000.00,21500000.00
Jul 27 2023,SWISE,0,681412265.06,112744913.93,295667351.13,251500000.00,21500000.00
Jul 25 2023,SWISE,0,680374519.99,112405320.81,294969199.18,251500000.00,21500000.00
Jul 23 2023,SWISE,0,679336774.93,112065727.70,294271047.23,251500000.00,21500000.00
Jul 21 2023,SWISE,0,678299029.86,111726134.59,293572895.28,251500000.00,21500000.00
Jul 20 2023,SWISE,0,677780157.33,111556338.03,293223819.30,251500000.00,21500000.00
Jul 18 2023,SWISE,0,676742412.27,111216744.91,292525667.35,251500000.00,21500000.00
Jul 16 2023,SWISE,0,675704667.20,110877151.80,291827515.40,251500000.00,21500000.00
Jul 14 2023,SWISE,0,674666922.14,110537558.69,291129363.45,251500000.00,21500000.00
Jul 13 2023,SWISE,0,674148049.60,110367762.13,290780287.47,251500000.00,21500000.00
Jul 11 2023,SWISE,0,673110304.54,110028169.01,290082135.52,251500000.00,21500000.00
Jul 09 2023,SWISE,0,672072559.47,109688575.90,289383983.57,251500000.00,21500000.00
Jul 07 2023,SWISE,0,671034814.41,109348982.79,288685831.62,251500000.00,21500000.00
Jul 06 2023,SWISE,0,670515941.88,109179186.23,288336755.65,251500000.00,21500000.00
Jul 04 2023,SWISE,0,669478196.81,108839593.11,287638603.70,251500000.00,21500000.00
Jul 02 2023,SWISE,0,668440451.75,108500000.00,286940451.75,251500000.00,21500000.00
Jun 30 2023,SWISE,0,667402706.68,108160406.89,286242299.79,251500000.00,21500000.00
Jun 29 2023,SWISE,0,666883834.15,107990610.33,285893223.82,251500000.00,21500000.00
Jun 27 2023,SWISE,0,665846089.08,107651017.21,285195071.87,251500000.00,21500000.00
Jun 25 2023,SWISE,0,664808344.02,107311424.10,284496919.92,251500000.00,21500000.00
Jun 23 2023,SWISE,0,663770598.95,106971830.99,283798767.97,251500000.00,21500000.00
Jun 22 2023,SWISE,0,663251726.42,106802034.43,283449691.99,251500000.00,21500000.00
Jun 20 2023,SWISE,0,662213981.36,106462441.31,282751540.04,251500000.00,21500000.00
Jun 18 2023,SWISE,0,661176236.29,106122848.20,282053388.09,251500000.00,21500000.00
Jun 16 2023,SWISE,0,660138491.23,105783255.09,281355236.14,251500000.00,21500000.00
Jun 15 2023,SWISE,0,659619618.69,105613458.53,281006160.16,251500000.00,21500000.00
Jun 13 2023,SWISE,0,658581873.63,105273865.41,280308008.21,251500000.00,21500000.00
Jun 11 2023,SWISE,0,657544128.56,104934272.30,279609856.26,251500000.00,21500000.00
Jun 10 2023,SWISE,0,657025256.03,104764475.74,279260780.29,251500000.00,21500000.00
Jun 08 2023,SWISE,0,655987510.97,104424882.63,278562628.34,251500000.00,21500000.00
Jun 06 2023,SWISE,0,654949765.90,104085289.51,277864476.39,251500000.00,21500000.00
Jun 04 2023,SWISE,0,653912020.84,103745696.40,277166324.44,251500000.00,21500000.00
Jun 03 2023,SWISE,0,653393148.30,103575899.84,276817248.46,251500000.00,21500000.00
Jun 01 2023,SWISE,0,652355403.24,103236306.73,276119096.51,251500000.00,21500000.00
May 30 2023,SWISE,0,651317658.17,102896713.62,275420944.56,251500000.00,21500000.00
May 28 2023,SWISE,0,650279913.11,102557120.50,274722792.61,251500000.00,21500000.00
May 27 2023,SWISE,0,649761040.58,102387323.94,274373716.63,251500000.00,21500000.00
May 25 2023,SWISE,0,648723295.51,102047730.83,273675564.68,251500000.00,21500000.00
May 23 2023,SWISE,0,647685550.45,101708137.72,272977412.73,251500000.00,21500000.00
May 21 2023,SWISE,0,646647805.38,101368544.60,272279260.78,251500000.00,21500000.00
May 20 2023,SWISE,0,646128932.85,101198748.04,271930184.80,251500000.00,21500000.00
May 18 2023,SWISE,0,645091187.78,100859154.93,271232032.85,251500000.00,21500000.00
May 16 2023,SWISE,0,644053442.72,100519561.82,270533880.90,251500000.00,21500000.00
May 14 2023,SWISE,0,643015697.65,100179968.70,269835728.95,251500000.00,21500000.00
May 13 2023,SWISE,0,642496825.12,100010172.14,269486652.98,251500000.00,21500000.00
May 11 2023,SWISE,0,641459080.06,99670579.03,268788501.03,251500000.00,21500000.00
May 09 2023,SWISE,0,640421334.99,99330985.92,268090349.08,251500000.00,21500000.00
May 07 2023,SWISE,0,639383589.93,98991392.80,267392197.13,251500000.00,21500000.00
May 06 2023,SWISE,0,638864717.39,98821596.24,267043121.15,251500000.00,21500000.00
May 04 2023,SWISE,0,637826972.33,98482003.13,266344969.20,251500000.00,21500000.00
May 02 2023,SWISE,0,636789227.26,98142410.02,265646817.25,251500000.00,21500000.00
Apr 30 2023,SWISE,0,635751482.20,97802816.90,264948665.30,251500000.00,21500000.00
Apr 29 2023,SWISE,0,635232609.67,97633020.34,264599589.32,251500000.00,21500000.00
Apr 27 2023,SWISE,0,634194864.60,97293427.23,263901437.37,251500000.00,21500000.00
Apr 25 2023,SWISE,0,633157119.54,96953834.12,263203285.42,251500000.00,21500000.00
Apr 23 2023,SWISE,0,632119374.47,96614241.00,262505133.47,251500000.00,21500000.00
Apr 22 2023,SWISE,0,631600501.94,96444444.44,262156057.49,251500000.00,21500000.00
Apr 20 2023,SWISE,0,630562756.87,96104851.33,261457905.54,251500000.00,21500000.00
Apr 18 2023,SWISE,0,629525011.81,95765258.22,260759753.59,251500000.00,21500000.00
Apr 17 2023,SWISE,0,629006139.28,95595461.66,260410677.62,251500000.00,21500000.00
Apr 15 2023,SWISE,0,627968394.21,95255868.54,259712525.67,251500000.00,21500000.00
Apr 13 2023,SWISE,0,626930649.15,94916275.43,259014373.72,251500000.00,21500000.00
Apr 11 2023,SWISE,0,625892904.08,94576682.32,258316221.77,251500000.00,21500000.00
Apr 10 2023,SWISE,0,625374031.55,94406885.76,257967145.79,251500000.00,21500000.00
Apr 08 2023,SWISE,0,624336286.48,94067292.64,257268993.84,251500000.00,21500000.00
Apr 06 2023,SWISE,0,623298541.42,93727699.53,256570841.89,251500000.00,21500000.00
Apr 06 2023,SWISE,0,623298541.42,93727699.53,256570841.89,251500000.00,21500000.00
Apr 04 2023,SWISE,0,622260796.35,93388106.42,255872689.94,251500000.00,21500000.00
Apr 03 2023,SWISE,0,621741923.82,93218309.86,255523613.96,251500000.00,21500000.00
Apr 01 2023,SWISE,0,620704178.76,92878716.74,254825462.01,251500000.00,21500000.00
Mar 30 2023,SWISE,0,618746872.45,92539123.63,254127310.06,250580438.76,21500000.00
Mar 28 2023,SWISE,0,616789566.14,92199530.52,253429158.11,249660877.51,21500000.00
Mar 27 2023,SWISE,0,615810912.99,92029733.96,253080082.14,249201096.89,21500000.00
Mar 25 2023,SWISE,0,613853606.68,91690140.85,252381930.18,248281535.65,21500000.00
Mar 23 2023,SWISE,0,611896300.37,91350547.73,251683778.23,247361974.41,21500000.00
Mar 21 2023,SWISE,0,609938994.06,91010954.62,250985626.28,246442413.16,21500000.00
Mar 20 2023,SWISE,0,608960340.91,90841158.06,250636550.31,245982632.54,21500000.00
Mar 18 2023,SWISE,0,607003034.60,90501564.95,249938398.36,245063071.30,21500000.00
Mar 16 2023,SWISE,0,605045728.29,90161971.83,249240246.41,244143510.05,21500000.00
Mar 14 2023,SWISE,0,603088421.98,89822378.72,248542094.46,243223948.81,21500000.00
Mar 13 2023,SWISE,0,602109768.83,89652582.16,248193018.48,242764168.19,21500000.00
Mar 11 2023,SWISE,0,600152462.52,89312989.05,247494866.53,241844606.95,21500000.00
Mar 09 2023,SWISE,0,598195156.21,88973395.93,246796714.58,240925045.70,21500000.00
Mar 07 2023,SWISE,0,596237849.91,88633802.82,246098562.63,240005484.46,21500000.00
Mar 06 2023,SWISE,0,595259196.75,88464006.26,245749486.65,239545703.84,21500000.00
Mar 04 2023,SWISE,0,593301890.44,88124413.15,245051334.70,238626142.60,21500000.00
Mar 02 2023,SWISE,0,591344584.14,87784820.03,244353182.75,237706581.35,21500000.00
Feb 28 2023,SWISE,0,589387277.83,87445226.92,243655030.80,236787020.11,21500000.00
Feb 27 2023,SWISE,0,588408624.67,87275430.36,243305954.83,236327239.49,21500000.00
Feb 25 2023,SWISE,0,586451318.37,86935837.25,242607802.87,235407678.24,21500000.00
Feb 23 2023,SWISE,0,584494012.06,86596244.13,241909650.92,234488117.00,21500000.00
Feb 22 2023,SWISE,0,583515358.90,86426447.57,241560574.95,234028336.38,21500000.00
Feb 20 2023,SWISE,0,581558052.60,86086854.46,240862423.00,233108775.14,21500000.00
Feb 18 2023,SWISE,0,579600746.29,85747261.35,240164271.05,232189213.89,21500000.00
Feb 16 2023,SWISE,0,577643439.98,85407668.23,239466119.10,231269652.65,21500000.00
Feb 15 2023,SWISE,0,576664786.82,85237871.67,239117043.12,230809872.03,21500000.00
Feb 13 2023,SWISE,0,574707480.52,84898278.56,238418891.17,229890310.79,21500000.00
Feb 11 2023,SWISE,0,572750174.21,84558685.45,237720739.22,228970749.54,21500000.00
Feb 09 2023,SWISE,0,570792867.90,84219092.33,237022587.27,228051188.30,21500000.00
Feb 08 2023,SWISE,0,569814214.75,84049295.77,236673511.29,227591407.68,21500000.00
Feb 06 2023,SWISE,0,567856908.44,83709702.66,235975359.34,226671846.44,21500000.00
Feb 04 2023,SWISE,0,565899602.13,83370109.55,235277207.39,225752285.19,21500000.00
Feb 02 2023,SWISE,0,563942295.82,83030516.43,234579055.44,224832723.95,21500000.00
Feb 01 2023,SWISE,0,562963642.67,82860719.87,234229979.47,224372943.33,21500000.00
Jan 30 2023,SWISE,0,561006336.36,82521126.76,233531827.52,223453382.08,21500000.00
Jan 28 2023,SWISE,0,559049030.05,82181533.65,232833675.56,222533820.84,21500000.00
Jan 26 2023,SWISE,0,557091723.74,81841940.53,232135523.61,221614259.60,21500000.00
Jan 25 2023,SWISE,0,556113070.59,81672143.97,231786447.64,221154478.98,21500000.00
Jan 23 2023,SWISE,0,554155764.28,81332550.86,231088295.69,220234917.73,21500000.00
Jan 21 2023,SWISE,0,552198457.97,80992957.75,230390143.74,219315356.49,21500000.00
Jan 19 2023,SWISE,0,550241151.67,80653364.63,229691991.79,218395795.25,21500000.00
Jan 18 2023,SWISE,0,549262498.51,80483568.08,229342915.81,217936014.63,21500000.00
Jan 16 2023,SWISE,0,547305192.20,80143974.96,228644763.86,217016453.38,21500000.00
Jan 14 2023,SWISE,0,545347885.90,79804381.85,227946611.91,216096892.14,21500000.00
Jan 12 2023,SWISE,0,543390579.59,79464788.73,227248459.96,215177330.90,21500000.00
Jan 11 2023,SWISE,0,542411926.43,79294992.18,226899383.98,214717550.27,21500000.00
Jan 09 2023,SWISE,0,540454620.12,78955399.06,226201232.03,213797989.03,21500000.00
Jan 07 2023,SWISE,0,538497313.82,78615805.95,225503080.08,212878427.79,21500000.00
Jan 05 2023,SWISE,0,536540007.51,78276212.83,224804928.13,211958866.54,21500000.00
Jan 04 2023,SWISE,0,535561354.35,78106416.28,224455852.16,211499085.92,21500000.00
Jan 02 2023,SWISE,0,533604048.05,77766823.16,223757700.21,210579524.68,21500000.00
Dec 31 2022,SWISE,0,531646741.74,77427230.05,223059548.25,209659963.44,21500000.00
Dec 30 2022,SWISE,0,530668088.58,77257433.49,222710472.28,209200182.82,21500000.00
Dec 28 2022,SWISE,0,528710782.28,76917840.38,222012320.33,208280621.57,21500000.00
Dec 26 2022,SWISE,0,526753475.97,76578247.26,221314168.38,207361060.33,21500000.00
Dec 24 2022,SWISE,0,524796169.66,76238654.15,220616016.43,206441499.09,21500000.00
Dec 23 2022,SWISE,0,523817516.51,76068857.59,220266940.45,205981718.46,21500000.00
Dec 21 2022,SWISE,0,521860210.20,75729264.48,219568788.50,205062157.22,21500000.00
Dec 19 2022,SWISE,0,519902903.89,75389671.36,218870636.55,204142595.98,21500000.00
Dec 17 2022,SWISE,0,517945597.58,75050078.25,218172484.60,203223034.73,21500000.00
Dec 16 2022,SWISE,0,516966944.43,74880281.69,217823408.62,202763254.11,21500000.00
Dec 14 2022,SWISE,0,515009638.12,74540688.58,217125256.67,201843692.87,21500000.00
Dec 12 2022,SWISE,0,513052331.81,74201095.46,216427104.72,200924131.63,21500000.00
Dec 10 2022,SWISE,0,511095025.50,73861502.35,215728952.77,200004570.38,21500000.00
Dec 09 2022,SWISE,0,510116372.35,73691705.79,215379876.80,199544789.76,21500000.00
Dec 07 2022,SWISE,0,508159066.04,73352112.68,214681724.85,198625228.52,21500000.00
Dec 05 2022,SWISE,0,506201759.73,73012519.56,213983572.90,197705667.28,21500000.00
Dec 03 2022,SWISE,0,504244453.43,72672926.45,213285420.94,196786106.03,21500000.00
Dec 02 2022,SWISE,0,503265800.27,72503129.89,212936344.97,196326325.41,21500000.00
Nov 30 2022,SWISE,0,501308493.96,72163536.78,212238193.02,195406764.17,21500000.00
Nov 28 2022,SWISE,0,499351187.65,71823943.66,211540041.07,194487202.93,21500000.00
Nov 26 2022,SWISE,0,497393881.35,71484350.55,210841889.12,193567641.68,21500000.00
Nov 25 2022,SWISE,0,496415228.19,71314553.99,210492813.14,193107861.06,21500000.00
Nov 23 2022,SWISE,0,494457921.88,70974960.88,209794661.19,192188299.82,21500000.00
Nov 21 2022,SWISE,0,492500615.58,70635367.76,209096509.24,191268738.57,21500000.00
Nov 19 2022,SWISE,0,490543309.27,70295774.65,208398357.29,190349177.33,21500000.00
Nov 18 2022,SWISE,0,489564656.11,70125978.09,208049281.31,189889396.71,21500000.00
Nov 16 2022,SWISE,0,487607349.81,69786384.98,207351129.36,188969835.47,21500000.00
Nov 14 2022,SWISE,0,485650043.50,69446791.86,206652977.41,188050274.22,21500000.00
Nov 12 2022,SWISE,0,483692737.19,69107198.75,205954825.46,187130712.98,21500000.00
Nov 11 2022,SWISE,0,482714084.04,68937402.19,205605749.49,186670932.36,21500000.00
Nov 09 2022,SWISE,0,480756777.73,68597809.08,204907597.54,185751371.12,21500000.00
Nov 07 2022,SWISE,0,478799471.42,68258215.96,204209445.59,184831809.87,21500000.00
Nov 06 2022,SWISE,0,477820818.27,68088419.41,203860369.61,184372029.25,21500000.00
Nov 04 2022,SWISE,0,475863511.96,67748826.29,203162217.66,183452468.01,21500000.00
Nov 02 2022,SWISE,0,473906205.65,67409233.18,202464065.71,182532906.76,21500000.00
Oct 31 2022,SWISE,0,471948899.34,67069640.06,201765913.76,181613345.52,21500000.00
Oct 30 2022,SWISE,0,470970246.19,66899843.51,201416837.78,181153564.90,21500000.00
Oct 28 2022,SWISE,0,469012939.88,66560250.39,200718685.83,180234003.66,21500000.00
Oct 26 2022,SWISE,0,467055633.57,66220657.28,200020533.88,179314442.41,21500000.00
Oct 24 2022,SWISE,0,465098327.26,65881064.16,199322381.93,178394881.17,21500000.00
Oct 23 2022,SWISE,0,464119674.11,65711267.61,198973305.95,177935100.55,21500000.00
Oct 21 2022,SWISE,0,462162367.80,65371674.49,198275154.00,177015539.31,21500000.00
Oct 19 2022,SWISE,0,460205061.49,65032081.38,197577002.05,176095978.06,21500000.00
Oct 17 2022,SWISE,0,458247755.18,64692488.26,196878850.10,175176416.82,21500000.00
Oct 16 2022,SWISE,0,457269102.03,64522691.71,196529774.13,174716636.20,21500000.00
Oct 14 2022,SWISE,0,455311795.72,64183098.59,195831622.18,173797074.95,21500000.00
Oct 12 2022,SWISE,0,453354489.41,63843505.48,195133470.23,172877513.71,21500000.00
Oct 10 2022,SWISE,0,451397183.11,63503912.36,194435318.28,171957952.47,21500000.00
Oct 09 2022,SWISE,0,450418529.95,63334115.81,194086242.30,171498171.85,21500000.00
Oct 07 2022,SWISE,0,448461223.64,62994522.69,193388090.35,170578610.60,21500000.00
Oct 05 2022,SWISE,0,446503917.34,62654929.58,192689938.40,169659049.36,21500000.00
Oct 03 2022,SWISE,0,444546611.03,62315336.46,191991786.45,168739488.12,21500000.00
Oct 02 2022,SWISE,0,443567957.87,62145539.91,191642710.47,168279707.50,21500000.00
Sep 30 2022,SWISE,0,441610651.57,61805946.79,190944558.52,167360146.25,21500000.00
Sep 28 2022,SWISE,0,439653345.26,61466353.68,190246406.57,166440585.01,21500000.00
Sep 26 2022,SWISE,0,437696038.95,61126760.56,189548254.62,165521023.77,21500000.00
Sep 25 2022,SWISE,0,436717385.80,60956964.01,189199178.64,165061243.14,21500000.00
