Date,Symbol,Available Supply,Unlocked Supply,Team,Community,Investors,Future fundraise
Jan 17 2025,SWISE,961603432.60,961603432.60,204435054.77,484168377.82,251500000.00,21500000.00
Jan 15 2025,SWISE,960565687.53,960565687.53,204095461.66,483470225.87,251500000.00,21500000.00
Jan 13 2025,SWISE,959527942.47,959527942.47,203755868.54,482772073.92,251500000.00,21500000.00
Jan 11 2025,SWISE,958490197.40,958490197.40,203416275.43,482073921.97,251500000.00,21500000.00
Jan 10 2025,SWISE,957971324.87,957971324.87,203246478.87,481724846.00,251500000.00,21500000.00
Jan 08 2025,SWISE,956933579.80,956933579.80,202906885.76,481026694.05,251500000.00,21500000.00
Jan 06 2025,SWISE,955895834.74,955895834.74,202567292.64,480328542.09,251500000.00,21500000.00
Jan 04 2025,SWISE,954858089.67,954858089.67,202227699.53,479630390.14,251500000.00,21500000.00
Jan 03 2025,SWISE,954339217.14,954339217.14,202057902.97,479281314.17,251500000.00,21500000.00
Jan 01 2025,SWISE,953301472.08,953301472.08,201718309.86,478583162.22,251500000.00,21500000.00
Dec 30 2024,SWISE,952263727.01,952263727.01,201378716.74,477885010.27,251500000.00,21500000.00
Dec 28 2024,SWISE,951225981.95,951225981.95,201039123.63,477186858.32,251500000.00,21500000.00
Dec 27 2024,SWISE,950707109.41,950707109.41,200869327.07,476837782.34,251500000.00,21500000.00
Dec 25 2024,SWISE,949669364.35,949669364.35,200529733.96,476139630.39,251500000.00,21500000.00
Dec 23 2024,SWISE,948631619.28,948631619.28,200190140.85,475441478.44,251500000.00,21500000.00
Dec 21 2024,SWISE,947593874.22,947593874.22,199850547.73,474743326.49,251500000.00,21500000.00
Dec 20 2024,SWISE,947075001.69,947075001.69,199680751.17,474394250.51,251500000.00,21500000.00
Dec 18 2024,SWISE,946037256.62,946037256.62,199341158.06,473696098.56,251500000.00,21500000.00
Dec 16 2024,SWISE,944999511.56,944999511.56,199001564.95,472997946.61,251500000.00,21500000.00
Dec 14 2024,SWISE,943961766.49,943961766.49,198661971.83,472299794.66,251500000.00,21500000.00
Dec 13 2024,SWISE,943442893.96,943442893.96,198492175.27,471950718.69,251500000.00,21500000.00
Dec 11 2024,SWISE,942405148.89,942405148.89,198152582.16,471252566.74,251500000.00,21500000.00
Dec 09 2024,SWISE,941367403.83,941367403.83,197812989.05,470554414.78,251500000.00,21500000.00
Dec 07 2024,SWISE,940329658.76,940329658.76,197473395.93,469856262.83,251500000.00,21500000.00
Dec 06 2024,SWISE,939810786.23,939810786.23,197303599.37,469507186.86,251500000.00,21500000.00
Dec 04 2024,SWISE,938773041.17,938773041.17,196964006.26,468809034.91,251500000.00,21500000.00
Dec 02 2024,SWISE,937735296.10,937735296.10,196624413.15,468110882.96,251500000.00,21500000.00
Nov 30 2024,SWISE,936697551.04,936697551.04,196284820.03,467412731.01,251500000.00,21500000.00
Nov 29 2024,SWISE,936178678.50,936178678.50,196115023.47,467063655.03,251500000.00,21500000.00
Nov 27 2024,SWISE,935140933.44,935140933.44,195775430.36,466365503.08,251500000.00,21500000.00
Nov 25 2024,SWISE,934103188.38,934103188.38,195435837.25,465667351.13,251500000.00,21500000.00
Nov 24 2024,SWISE,933584315.84,933584315.84,195266040.69,465318275.15,251500000.00,21500000.00
Nov 22 2024,SWISE,932546570.78,932546570.78,194926447.57,464620123.20,251500000.00,21500000.00
Nov 20 2024,SWISE,931508825.71,931508825.71,194586854.46,463921971.25,251500000.00,21500000.00
Nov 18 2024,SWISE,930471080.65,930471080.65,194247261.35,463223819.30,251500000.00,21500000.00
Nov 17 2024,SWISE,929952208.12,929952208.12,194077464.79,462874743.33,251500000.00,21500000.00
Nov 15 2024,SWISE,928914463.05,928914463.05,193737871.67,462176591.38,251500000.00,21500000.00
Nov 13 2024,SWISE,927876717.99,927876717.99,193398278.56,461478439.43,251500000.00,21500000.00
Nov 11 2024,SWISE,926838972.92,926838972.92,193058685.45,460780287.47,251500000.00,21500000.00
Nov 10 2024,SWISE,926320100.39,926320100.39,192888888.89,460431211.50,251500000.00,21500000.00
Nov 08 2024,SWISE,925282355.32,925282355.32,192549295.77,459733059.55,251500000.00,21500000.00
Nov 06 2024,SWISE,924244610.26,924244610.26,192209702.66,459034907.60,251500000.00,21500000.00
Nov 04 2024,SWISE,923206865.19,923206865.19,191870109.55,458336755.65,251500000.00,21500000.00
Nov 03 2024,SWISE,922687992.66,922687992.66,191700312.99,457987679.67,251500000.00,21500000.00
Nov 01 2024,SWISE,921650247.60,921650247.60,191360719.87,457289527.72,251500000.00,21500000.00
Oct 30 2024,SWISE,920612502.53,920612502.53,191021126.76,456591375.77,251500000.00,21500000.00
Oct 28 2024,SWISE,919574757.47,919574757.47,190681533.65,455893223.82,251500000.00,21500000.00
Oct 27 2024,SWISE,919055884.93,919055884.93,190511737.09,455544147.84,251500000.00,21500000.00
Oct 25 2024,SWISE,918018139.87,918018139.87,190172143.97,454845995.89,251500000.00,21500000.00
Oct 23 2024,SWISE,916980394.80,916980394.80,189832550.86,454147843.94,251500000.00,21500000.00
Oct 21 2024,SWISE,915942649.74,915942649.74,189492957.75,453449691.99,251500000.00,21500000.00
Oct 20 2024,SWISE,915423777.21,915423777.21,189323161.19,453100616.02,251500000.00,21500000.00
Oct 18 2024,SWISE,914386032.14,914386032.14,188983568.08,452402464.07,251500000.00,21500000.00
Oct 16 2024,SWISE,913348287.08,913348287.08,188643974.96,451704312.11,251500000.00,21500000.00
Oct 14 2024,SWISE,912310542.01,912310542.01,188304381.85,451006160.16,251500000.00,21500000.00
Oct 13 2024,SWISE,911791669.48,911791669.48,188134585.29,450657084.19,251500000.00,21500000.00
Oct 11 2024,SWISE,910753924.41,910753924.41,187794992.18,449958932.24,251500000.00,21500000.00
Oct 09 2024,SWISE,909716179.35,909716179.35,187455399.06,449260780.29,251500000.00,21500000.00
Oct 07 2024,SWISE,908678434.28,908678434.28,187115805.95,448562628.34,251500000.00,21500000.00
Oct 06 2024,SWISE,908159561.75,908159561.75,186946009.39,448213552.36,251500000.00,21500000.00
Oct 04 2024,SWISE,907121816.69,907121816.69,186606416.28,447515400.41,251500000.00,21500000.00
Oct 02 2024,SWISE,906084071.62,906084071.62,186266823.16,446817248.46,251500000.00,21500000.00
Oct 01 2024,SWISE,905565199.09,905565199.09,186097026.60,446468172.48,251500000.00,21500000.00
Sep 29 2024,SWISE,904527454.02,904527454.02,185757433.49,445770020.53,251500000.00,21500000.00
Sep 27 2024,SWISE,903489708.96,903489708.96,185417840.38,445071868.58,251500000.00,21500000.00
Sep 25 2024,SWISE,902451963.89,902451963.89,185078247.26,444373716.63,251500000.00,21500000.00
Sep 24 2024,SWISE,901933091.36,901933091.36,184908450.70,444024640.66,251500000.00,21500000.00
Sep 22 2024,SWISE,900895346.30,900895346.30,184568857.59,443326488.71,251500000.00,21500000.00
Sep 20 2024,SWISE,899857601.23,899857601.23,184229264.48,442628336.76,251500000.00,21500000.00
Sep 18 2024,SWISE,898819856.17,898819856.17,183889671.36,441930184.80,251500000.00,21500000.00
Sep 17 2024,SWISE,898300983.63,898300983.63,183719874.80,441581108.83,251500000.00,21500000.00
Sep 15 2024,SWISE,897263238.57,897263238.57,183380281.69,440882956.88,251500000.00,21500000.00
Sep 13 2024,SWISE,896225493.50,896225493.50,183040688.58,440184804.93,251500000.00,21500000.00
Sep 11 2024,SWISE,895187748.44,895187748.44,182701095.46,439486652.98,251500000.00,21500000.00
Sep 10 2024,SWISE,894668875.91,894668875.91,182531298.90,439137577.00,251500000.00,21500000.00
Sep 08 2024,SWISE,893631130.84,893631130.84,182191705.79,438439425.05,251500000.00,21500000.00
Sep 06 2024,SWISE,892593385.78,892593385.78,181852112.68,437741273.10,251500000.00,21500000.00
Sep 04 2024,SWISE,891555640.71,891555640.71,181512519.56,437043121.15,251500000.00,21500000.00
Sep 03 2024,SWISE,891036768.18,891036768.18,181342723.00,436694045.17,251500000.00,21500000.00
Sep 01 2024,SWISE,889999023.11,889999023.11,181003129.89,435995893.22,251500000.00,21500000.00
Aug 30 2024,SWISE,888961278.05,888961278.05,180663536.78,435297741.27,251500000.00,21500000.00
Aug 28 2024,SWISE,887923532.98,887923532.98,180323943.66,434599589.32,251500000.00,21500000.00
Aug 27 2024,SWISE,887404660.45,887404660.45,180154147.10,434250513.35,251500000.00,21500000.00
Aug 25 2024,SWISE,886366915.39,886366915.39,179814553.99,433552361.40,251500000.00,21500000.00
Aug 23 2024,SWISE,885329170.32,885329170.32,179474960.88,432854209.45,251500000.00,21500000.00
Aug 21 2024,SWISE,884291425.26,884291425.26,179135367.76,432156057.49,251500000.00,21500000.00
Aug 20 2024,SWISE,883772552.72,883772552.72,178965571.21,431806981.52,251500000.00,21500000.00
Aug 18 2024,SWISE,882734807.66,882734807.66,178625978.09,431108829.57,251500000.00,21500000.00
Aug 16 2024,SWISE,881697062.59,881697062.59,178286384.98,430410677.62,251500000.00,21500000.00
Aug 14 2024,SWISE,880659317.53,880659317.53,177946791.86,429712525.67,251500000.00,21500000.00
Aug 13 2024,SWISE,880140445.00,880140445.00,177776995.31,429363449.69,251500000.00,21500000.00
Aug 11 2024,SWISE,879102699.93,879102699.93,177437402.19,428665297.74,251500000.00,21500000.00
Aug 09 2024,SWISE,878064954.87,878064954.87,177097809.08,427967145.79,251500000.00,21500000.00
Aug 08 2024,SWISE,877546082.33,877546082.33,176928012.52,427618069.82,251500000.00,21500000.00
Aug 06 2024,SWISE,876508337.27,876508337.27,176588419.41,426919917.86,251500000.00,21500000.00
Aug 04 2024,SWISE,875470592.20,875470592.20,176248826.29,426221765.91,251500000.00,21500000.00
Aug 02 2024,SWISE,874432847.14,874432847.14,175909233.18,425523613.96,251500000.00,21500000.00
Aug 01 2024,SWISE,873913974.61,873913974.61,175739436.62,425174537.99,251500000.00,21500000.00
Jul 30 2024,SWISE,872876229.54,872876229.54,175399843.51,424476386.04,251500000.00,21500000.00
Jul 28 2024,SWISE,871838484.48,871838484.48,175060250.39,423778234.09,251500000.00,21500000.00
Jul 26 2024,SWISE,870800739.41,870800739.41,174720657.28,423080082.14,251500000.00,21500000.00
Jul 25 2024,SWISE,870281866.88,870281866.88,174550860.72,422731006.16,251500000.00,21500000.00
Jul 23 2024,SWISE,869244121.82,869244121.82,174211267.61,422032854.21,251500000.00,21500000.00
Jul 21 2024,SWISE,868206376.75,868206376.75,173871674.49,421334702.26,251500000.00,21500000.00
Jul 19 2024,SWISE,867168631.69,867168631.69,173532081.38,420636550.31,251500000.00,21500000.00
Jul 18 2024,SWISE,866649759.15,866649759.15,173362284.82,420287474.33,251500000.00,21500000.00
Jul 16 2024,SWISE,865612014.09,865612014.09,173022691.71,419589322.38,251500000.00,21500000.00
Jul 14 2024,SWISE,864574269.02,864574269.02,172683098.59,418891170.43,251500000.00,21500000.00
Jul 12 2024,SWISE,863536523.96,863536523.96,172343505.48,418193018.48,251500000.00,21500000.00
Jul 11 2024,SWISE,863017651.43,863017651.43,172173708.92,417843942.51,251500000.00,21500000.00
Jul 09 2024,SWISE,861979906.36,861979906.36,171834115.81,417145790.55,251500000.00,21500000.00
Jul 07 2024,SWISE,860942161.30,860942161.30,171494522.69,416447638.60,251500000.00,21500000.00
Jul 05 2024,SWISE,859904416.23,859904416.23,171154929.58,415749486.65,251500000.00,21500000.00
Jul 04 2024,SWISE,859385543.70,859385543.70,170985133.02,415400410.68,251500000.00,21500000.00
Jul 02 2024,SWISE,858347798.63,858347798.63,170645539.91,414702258.73,251500000.00,21500000.00
Jun 30 2024,SWISE,857310053.57,857310053.57,170305946.79,414004106.78,251500000.00,21500000.00
Jun 28 2024,SWISE,856272308.50,856272308.50,169966353.68,413305954.83,251500000.00,21500000.00
Jun 27 2024,SWISE,855753435.97,855753435.97,169796557.12,412956878.85,251500000.00,21500000.00
Jun 25 2024,SWISE,854715690.91,854715690.91,169456964.01,412258726.90,251500000.00,21500000.00
Jun 23 2024,SWISE,853677945.84,853677945.84,169117370.89,411560574.95,251500000.00,21500000.00
Jun 21 2024,SWISE,852640200.78,852640200.78,168777777.78,410862423.00,251500000.00,21500000.00
Jun 20 2024,SWISE,852121328.24,852121328.24,168607981.22,410513347.02,251500000.00,21500000.00
Jun 18 2024,SWISE,851083583.18,851083583.18,168268388.11,409815195.07,251500000.00,21500000.00
Jun 16 2024,SWISE,850045838.11,850045838.11,167928794.99,409117043.12,251500000.00,21500000.00
Jun 15 2024,SWISE,849526965.58,849526965.58,167758998.44,408767967.15,251500000.00,21500000.00
Jun 13 2024,SWISE,848489220.52,848489220.52,167419405.32,408069815.20,251500000.00,21500000.00
Jun 11 2024,SWISE,847451475.45,847451475.45,167079812.21,407371663.24,251500000.00,21500000.00
Jun 09 2024,SWISE,846413730.39,846413730.39,166740219.09,406673511.29,251500000.00,21500000.00
Jun 08 2024,SWISE,845894857.85,845894857.85,166570422.54,406324435.32,251500000.00,21500000.00
Jun 06 2024,SWISE,844857112.79,844857112.79,166230829.42,405626283.37,251500000.00,21500000.00
Jun 04 2024,SWISE,843819367.72,843819367.72,165891236.31,404928131.42,251500000.00,21500000.00
Jun 02 2024,SWISE,842781622.66,842781622.66,165551643.19,404229979.47,251500000.00,21500000.00
Jun 01 2024,SWISE,842262750.13,842262750.13,165381846.64,403880903.49,251500000.00,21500000.00
May 30 2024,SWISE,841225005.06,841225005.06,165042253.52,403182751.54,251500000.00,21500000.00
May 28 2024,SWISE,840187260.00,840187260.00,164702660.41,402484599.59,251500000.00,21500000.00
May 26 2024,SWISE,839149514.93,839149514.93,164363067.29,401786447.64,251500000.00,21500000.00
May 25 2024,SWISE,838630642.40,838630642.40,164193270.74,401437371.66,251500000.00,21500000.00
May 23 2024,SWISE,837592897.33,837592897.33,163853677.62,400739219.71,251500000.00,21500000.00
May 21 2024,SWISE,836555152.27,836555152.27,163514084.51,400041067.76,251500000.00,21500000.00
May 19 2024,SWISE,835517407.20,835517407.20,163174491.39,399342915.81,251500000.00,21500000.00
May 18 2024,SWISE,834998534.67,834998534.67,163004694.84,398993839.84,251500000.00,21500000.00
May 16 2024,SWISE,833960789.61,833960789.61,162665101.72,398295687.89,251500000.00,21500000.00
May 14 2024,SWISE,832923044.54,832923044.54,162325508.61,397597535.93,251500000.00,21500000.00
May 12 2024,SWISE,831885299.48,831885299.48,161985915.49,396899383.98,251500000.00,21500000.00
May 11 2024,SWISE,831366426.94,831366426.94,161816118.94,396550308.01,251500000.00,21500000.00
May 09 2024,SWISE,830328681.88,830328681.88,161476525.82,395852156.06,251500000.00,21500000.00
May 07 2024,SWISE,829290936.81,829290936.81,161136932.71,395154004.11,251500000.00,21500000.00
May 05 2024,SWISE,828253191.75,828253191.75,160797339.59,394455852.16,251500000.00,21500000.00
May 04 2024,SWISE,827734319.22,827734319.22,160627543.04,394106776.18,251500000.00,21500000.00
May 02 2024,SWISE,826696574.15,826696574.15,160287949.92,393408624.23,251500000.00,21500000.00
Apr 30 2024,SWISE,825658829.09,825658829.09,159948356.81,392710472.28,251500000.00,21500000.00
Apr 29 2024,SWISE,825139956.55,825139956.55,159778560.25,392361396.30,251500000.00,21500000.00
Apr 27 2024,SWISE,824102211.49,824102211.49,159438967.14,391663244.35,251500000.00,21500000.00
Apr 25 2024,SWISE,823064466.42,823064466.42,159099374.02,390965092.40,251500000.00,21500000.00
Apr 23 2024,SWISE,822026721.36,822026721.36,158759780.91,390266940.45,251500000.00,21500000.00
Apr 22 2024,SWISE,821507848.83,821507848.83,158589984.35,389917864.48,251500000.00,21500000.00
Apr 20 2024,SWISE,820470103.76,820470103.76,158250391.24,389219712.53,251500000.00,21500000.00
Apr 18 2024,SWISE,819432358.70,819432358.70,157910798.12,388521560.57,251500000.00,21500000.00
Apr 16 2024,SWISE,818394613.63,818394613.63,157571205.01,387823408.62,251500000.00,21500000.00
Apr 15 2024,SWISE,817875741.10,817875741.10,157401408.45,387474332.65,251500000.00,21500000.00
Apr 13 2024,SWISE,816837996.03,816837996.03,157061815.34,386776180.70,251500000.00,21500000.00
Apr 11 2024,SWISE,815800250.97,815800250.97,156722222.22,386078028.75,251500000.00,21500000.00
Apr 09 2024,SWISE,814762505.90,814762505.90,156382629.11,385379876.80,251500000.00,21500000.00
Apr 08 2024,SWISE,814243633.37,814243633.37,156212832.55,385030800.82,251500000.00,21500000.00
Apr 06 2024,SWISE,813205888.31,813205888.31,155873239.44,384332648.87,251500000.00,21500000.00
Apr 04 2024,SWISE,812168143.24,812168143.24,155533646.32,383634496.92,251500000.00,21500000.00
Apr 02 2024,SWISE,811130398.18,811130398.18,155194053.21,382936344.97,251500000.00,21500000.00
Apr 01 2024,SWISE,810611525.64,810611525.64,155024256.65,382587268.99,251500000.00,21500000.00
Mar 30 2024,SWISE,0,809573780.58,154684663.54,381889117.04,251500000.00,21500000.00
Mar 28 2024,SWISE,0,808536035.51,154345070.42,381190965.09,251500000.00,21500000.00
Mar 26 2024,SWISE,0,807498290.45,154005477.31,380492813.14,251500000.00,21500000.00
Mar 25 2024,SWISE,0,806979417.92,153835680.75,380143737.17,251500000.00,21500000.00
Mar 23 2024,SWISE,0,805941672.85,153496087.64,379445585.22,251500000.00,21500000.00
Mar 21 2024,SWISE,0,804903927.79,153156494.52,378747433.26,251500000.00,21500000.00
Mar 19 2024,SWISE,0,803866182.72,152816901.41,378049281.31,251500000.00,21500000.00
Mar 18 2024,SWISE,0,803347310.19,152647104.85,377700205.34,251500000.00,21500000.00
Mar 16 2024,SWISE,0,802309565.13,152307511.74,377002053.39,251500000.00,21500000.00
Mar 14 2024,SWISE,0,801271820.06,151967918.62,376303901.44,251500000.00,21500000.00
Mar 12 2024,SWISE,0,800234075.00,151628325.51,375605749.49,251500000.00,21500000.00
Mar 11 2024,SWISE,0,799715202.46,151458528.95,375256673.51,251500000.00,21500000.00
Mar 09 2024,SWISE,0,798677457.40,151118935.84,374558521.56,251500000.00,21500000.00
Mar 07 2024,SWISE,0,797639712.33,150779342.72,373860369.61,251500000.00,21500000.00
Mar 06 2024,SWISE,0,797120839.80,150609546.17,373511293.63,251500000.00,21500000.00
