Date,Symbol,Available Supply,Unlocked Supply,Community,Foundation,Core contributors,Investors
Jul 09 2029,APT,818260880.08,818260880.08,381811573.18,111666666.67,190000000.00,134782640.23
Jul 05 2029,APT,818260880.08,818260880.08,381811573.18,111666666.67,190000000.00,134782640.23
Jul 01 2029,APT,818260880.08,818260880.08,381811573.18,111666666.67,190000000.00,134782640.23
Jun 27 2029,APT,818260880.08,818260880.08,381811573.18,111666666.67,190000000.00,134782640.23
Jun 23 2029,APT,818260880.08,818260880.08,381811573.18,111666666.67,190000000.00,134782640.23
Jun 19 2029,APT,818260880.08,818260880.08,381811573.18,111666666.67,190000000.00,134782640.23
Jun 14 2029,APT,818260880.08,818260880.08,381811573.18,111666666.67,190000000.00,134782640.23
Jun 10 2029,APT,813717402.07,813717402.07,378601428.51,110333333.33,190000000.00,134782640.23
Jun 06 2029,APT,813717402.07,813717402.07,378601428.51,110333333.33,190000000.00,134782640.23
Jun 02 2029,APT,813717402.07,813717402.07,378601428.51,110333333.33,190000000.00,134782640.23
May 29 2029,APT,813717402.07,813717402.07,378601428.51,110333333.33,190000000.00,134782640.23
May 25 2029,APT,813717402.07,813717402.07,378601428.51,110333333.33,190000000.00,134782640.23
May 21 2029,APT,813717402.07,813717402.07,378601428.51,110333333.33,190000000.00,134782640.23
May 17 2029,APT,813717402.07,813717402.07,378601428.51,110333333.33,190000000.00,134782640.23
May 13 2029,APT,813717402.07,813717402.07,378601428.51,110333333.33,190000000.00,134782640.23
May 09 2029,APT,809173924.08,809173924.08,375391283.85,109000000.00,190000000.00,134782640.23
May 04 2029,APT,809173924.08,809173924.08,375391283.85,109000000.00,190000000.00,134782640.23
Apr 30 2029,APT,809173924.08,809173924.08,375391283.85,109000000.00,190000000.00,134782640.23
Apr 26 2029,APT,809173924.08,809173924.08,375391283.85,109000000.00,190000000.00,134782640.23
Apr 22 2029,APT,809173924.08,809173924.08,375391283.85,109000000.00,190000000.00,134782640.23
Apr 18 2029,APT,809173924.08,809173924.08,375391283.85,109000000.00,190000000.00,134782640.23
Apr 14 2029,APT,809173924.08,809173924.08,375391283.85,109000000.00,190000000.00,134782640.23
Apr 10 2029,APT,804630446.08,804630446.08,372181139.18,107666666.67,190000000.00,134782640.23
Apr 06 2029,APT,804630446.08,804630446.08,372181139.18,107666666.67,190000000.00,134782640.23
Apr 02 2029,APT,804630446.08,804630446.08,372181139.18,107666666.67,190000000.00,134782640.23
Mar 29 2029,APT,804630446.08,804630446.08,372181139.18,107666666.67,190000000.00,134782640.23
Mar 24 2029,APT,804630446.08,804630446.08,372181139.18,107666666.67,190000000.00,134782640.23
Mar 20 2029,APT,804630446.08,804630446.08,372181139.18,107666666.67,190000000.00,134782640.23
Mar 16 2029,APT,804630446.08,804630446.08,372181139.18,107666666.67,190000000.00,134782640.23
Mar 12 2029,APT,804630446.08,804630446.08,372181139.18,107666666.67,190000000.00,134782640.23
Mar 08 2029,APT,800086968.08,800086968.08,368970994.52,106333333.33,190000000.00,134782640.23
Mar 04 2029,APT,800086968.08,800086968.08,368970994.52,106333333.33,190000000.00,134782640.23
Feb 28 2029,APT,800086968.08,800086968.08,368970994.52,106333333.33,190000000.00,134782640.23
Feb 24 2029,APT,800086968.08,800086968.08,368970994.52,106333333.33,190000000.00,134782640.23
Feb 20 2029,APT,800086968.08,800086968.08,368970994.52,106333333.33,190000000.00,134782640.23
Feb 16 2029,APT,800086968.08,800086968.08,368970994.52,106333333.33,190000000.00,134782640.23
Feb 12 2029,APT,800086968.08,800086968.08,368970994.52,106333333.33,190000000.00,134782640.23
Feb 07 2029,APT,795543490.08,795543490.08,365760849.85,105000000.00,190000000.00,134782640.23
Feb 03 2029,APT,795543490.08,795543490.08,365760849.85,105000000.00,190000000.00,134782640.23
Jan 30 2029,APT,795543490.08,795543490.08,365760849.85,105000000.00,190000000.00,134782640.23
Jan 26 2029,APT,795543490.08,795543490.08,365760849.85,105000000.00,190000000.00,134782640.23
Jan 22 2029,APT,795543490.08,795543490.08,365760849.85,105000000.00,190000000.00,134782640.23
Jan 18 2029,APT,795543490.08,795543490.08,365760849.85,105000000.00,190000000.00,134782640.23
Jan 14 2029,APT,795543490.08,795543490.08,365760849.85,105000000.00,190000000.00,134782640.23
Jan 10 2029,APT,795543490.08,795543490.08,365760849.85,105000000.00,190000000.00,134782640.23
Jan 06 2029,APT,791000012.09,791000012.09,362550705.19,103666666.67,190000000.00,134782640.23
Jan 02 2029,APT,791000012.09,791000012.09,362550705.19,103666666.67,190000000.00,134782640.23
Dec 28 2028,APT,791000012.09,791000012.09,362550705.19,103666666.67,190000000.00,134782640.23
Dec 24 2028,APT,791000012.09,791000012.09,362550705.19,103666666.67,190000000.00,134782640.23
Dec 20 2028,APT,791000012.09,791000012.09,362550705.19,103666666.67,190000000.00,134782640.23
Dec 16 2028,APT,791000012.09,791000012.09,362550705.19,103666666.67,190000000.00,134782640.23
Dec 12 2028,APT,791000012.09,791000012.09,362550705.19,103666666.67,190000000.00,134782640.23
Dec 08 2028,APT,786456534.08,786456534.08,359340560.52,102333333.33,190000000.00,134782640.23
Dec 04 2028,APT,786456534.08,786456534.08,359340560.52,102333333.33,190000000.00,134782640.23
Nov 30 2028,APT,786456534.08,786456534.08,359340560.52,102333333.33,190000000.00,134782640.23
Nov 26 2028,APT,786456534.08,786456534.08,359340560.52,102333333.33,190000000.00,134782640.23
Nov 22 2028,APT,786456534.08,786456534.08,359340560.52,102333333.33,190000000.00,134782640.23
Nov 18 2028,APT,786456534.08,786456534.08,359340560.52,102333333.33,190000000.00,134782640.23
Nov 13 2028,APT,786456534.08,786456534.08,359340560.52,102333333.33,190000000.00,134782640.23
Nov 09 2028,APT,781913056.09,781913056.09,356130415.86,101000000.00,190000000.00,134782640.23
Nov 05 2028,APT,781913056.09,781913056.09,356130415.86,101000000.00,190000000.00,134782640.23
Nov 01 2028,APT,781913056.09,781913056.09,356130415.86,101000000.00,190000000.00,134782640.23
Oct 28 2028,APT,781913056.09,781913056.09,356130415.86,101000000.00,190000000.00,134782640.23
Oct 24 2028,APT,781913056.09,781913056.09,356130415.86,101000000.00,190000000.00,134782640.23
Oct 20 2028,APT,781913056.09,781913056.09,356130415.86,101000000.00,190000000.00,134782640.23
Oct 16 2028,APT,781913056.09,781913056.09,356130415.86,101000000.00,190000000.00,134782640.23
Oct 12 2028,APT,781913056.09,781913056.09,356130415.86,101000000.00,190000000.00,134782640.23
Oct 08 2028,APT,777369578.10,777369578.10,352920271.20,99666666.67,190000000.00,134782640.23
Oct 03 2028,APT,777369578.10,777369578.10,352920271.20,99666666.67,190000000.00,134782640.23
Sep 29 2028,APT,777369578.10,777369578.10,352920271.20,99666666.67,190000000.00,134782640.23
Sep 25 2028,APT,777369578.10,777369578.10,352920271.20,99666666.67,190000000.00,134782640.23
Sep 21 2028,APT,777369578.10,777369578.10,352920271.20,99666666.67,190000000.00,134782640.23
Sep 17 2028,APT,777369578.10,777369578.10,352920271.20,99666666.67,190000000.00,134782640.23
Sep 13 2028,APT,777369578.10,777369578.10,352920271.20,99666666.67,190000000.00,134782640.23
Sep 09 2028,APT,772826100.09,772826100.09,349710126.53,98333333.33,190000000.00,134782640.23
Sep 05 2028,APT,772826100.09,772826100.09,349710126.53,98333333.33,190000000.00,134782640.23
Sep 01 2028,APT,772826100.09,772826100.09,349710126.53,98333333.33,190000000.00,134782640.23
Aug 28 2028,APT,772826100.09,772826100.09,349710126.53,98333333.33,190000000.00,134782640.23
Aug 23 2028,APT,772826100.09,772826100.09,349710126.53,98333333.33,190000000.00,134782640.23
Aug 19 2028,APT,772826100.09,772826100.09,349710126.53,98333333.33,190000000.00,134782640.23
Aug 15 2028,APT,772826100.09,772826100.09,349710126.53,98333333.33,190000000.00,134782640.23
Aug 11 2028,APT,772826100.09,772826100.09,349710126.53,98333333.33,190000000.00,134782640.23
Aug 07 2028,APT,768282622.10,768282622.10,346499981.87,97000000.00,190000000.00,134782640.23
Aug 03 2028,APT,768282622.10,768282622.10,346499981.87,97000000.00,190000000.00,134782640.23
Jul 30 2028,APT,768282622.10,768282622.10,346499981.87,97000000.00,190000000.00,134782640.23
Jul 26 2028,APT,768282622.10,768282622.10,346499981.87,97000000.00,190000000.00,134782640.23
Jul 22 2028,APT,768282622.10,768282622.10,346499981.87,97000000.00,190000000.00,134782640.23
Jul 18 2028,APT,768282622.10,768282622.10,346499981.87,97000000.00,190000000.00,134782640.23
Jul 14 2028,APT,768282622.10,768282622.10,346499981.87,97000000.00,190000000.00,134782640.23
Jul 09 2028,APT,763739144.10,763739144.10,343289837.20,95666666.67,190000000.00,134782640.23
Jul 05 2028,APT,763739144.10,763739144.10,343289837.20,95666666.67,190000000.00,134782640.23
Jul 01 2028,APT,763739144.10,763739144.10,343289837.20,95666666.67,190000000.00,134782640.23
Jun 27 2028,APT,763739144.10,763739144.10,343289837.20,95666666.67,190000000.00,134782640.23
Jun 23 2028,APT,763739144.10,763739144.10,343289837.20,95666666.67,190000000.00,134782640.23
Jun 19 2028,APT,763739144.10,763739144.10,343289837.20,95666666.67,190000000.00,134782640.23
Jun 15 2028,APT,763739144.10,763739144.10,343289837.20,95666666.67,190000000.00,134782640.23
Jun 11 2028,APT,763739144.10,763739144.10,343289837.20,95666666.67,190000000.00,134782640.23
Jun 07 2028,APT,759195666.10,759195666.10,340079692.54,94333333.33,190000000.00,134782640.23
Jun 03 2028,APT,759195666.10,759195666.10,340079692.54,94333333.33,190000000.00,134782640.23
May 29 2028,APT,759195666.10,759195666.10,340079692.54,94333333.33,190000000.00,134782640.23
May 25 2028,APT,759195666.10,759195666.10,340079692.54,94333333.33,190000000.00,134782640.23
May 21 2028,APT,759195666.10,759195666.10,340079692.54,94333333.33,190000000.00,134782640.23
May 17 2028,APT,759195666.10,759195666.10,340079692.54,94333333.33,190000000.00,134782640.23
May 13 2028,APT,759195666.10,759195666.10,340079692.54,94333333.33,190000000.00,134782640.23
May 09 2028,APT,754652188.10,754652188.10,336869547.87,93000000.00,190000000.00,134782640.23
May 05 2028,APT,754652188.10,754652188.10,336869547.87,93000000.00,190000000.00,134782640.23
May 01 2028,APT,754652188.10,754652188.10,336869547.87,93000000.00,190000000.00,134782640.23
Apr 27 2028,APT,754652188.10,754652188.10,336869547.87,93000000.00,190000000.00,134782640.23
Apr 23 2028,APT,754652188.10,754652188.10,336869547.87,93000000.00,190000000.00,134782640.23
Apr 18 2028,APT,754652188.10,754652188.10,336869547.87,93000000.00,190000000.00,134782640.23
Apr 14 2028,APT,754652188.10,754652188.10,336869547.87,93000000.00,190000000.00,134782640.23
Apr 10 2028,APT,750108710.11,750108710.11,333659403.21,91666666.67,190000000.00,134782640.23
Apr 06 2028,APT,750108710.11,750108710.11,333659403.21,91666666.67,190000000.00,134782640.23
Apr 02 2028,APT,750108710.11,750108710.11,333659403.21,91666666.67,190000000.00,134782640.23
Mar 29 2028,APT,750108710.11,750108710.11,333659403.21,91666666.67,190000000.00,134782640.23
Mar 25 2028,APT,750108710.11,750108710.11,333659403.21,91666666.67,190000000.00,134782640.23
Mar 21 2028,APT,750108710.11,750108710.11,333659403.21,91666666.67,190000000.00,134782640.23
Mar 17 2028,APT,750108710.11,750108710.11,333659403.21,91666666.67,190000000.00,134782640.23
Mar 13 2028,APT,750108710.11,750108710.11,333659403.21,91666666.67,190000000.00,134782640.23
Mar 09 2028,APT,745565232.10,745565232.10,330449258.54,90333333.33,190000000.00,134782640.23
Mar 04 2028,APT,745565232.10,745565232.10,330449258.54,90333333.33,190000000.00,134782640.23
Feb 29 2028,APT,745565232.10,745565232.10,330449258.54,90333333.33,190000000.00,134782640.23
Feb 25 2028,APT,745565232.10,745565232.10,330449258.54,90333333.33,190000000.00,134782640.23
Feb 21 2028,APT,745565232.10,745565232.10,330449258.54,90333333.33,190000000.00,134782640.23
Feb 17 2028,APT,745565232.10,745565232.10,330449258.54,90333333.33,190000000.00,134782640.23
Feb 13 2028,APT,745565232.10,745565232.10,330449258.54,90333333.33,190000000.00,134782640.23
Feb 09 2028,APT,741021754.11,741021754.11,327239113.88,89000000.00,190000000.00,134782640.23
Feb 05 2028,APT,741021754.11,741021754.11,327239113.88,89000000.00,190000000.00,134782640.23
Feb 01 2028,APT,741021754.11,741021754.11,327239113.88,89000000.00,190000000.00,134782640.23
Jan 28 2028,APT,741021754.11,741021754.11,327239113.88,89000000.00,190000000.00,134782640.23
Jan 23 2028,APT,741021754.11,741021754.11,327239113.88,89000000.00,190000000.00,134782640.23
Jan 19 2028,APT,741021754.11,741021754.11,327239113.88,89000000.00,190000000.00,134782640.23
Jan 15 2028,APT,741021754.11,741021754.11,327239113.88,89000000.00,190000000.00,134782640.23
Jan 11 2028,APT,741021754.11,741021754.11,327239113.88,89000000.00,190000000.00,134782640.23
Jan 07 2028,APT,736478276.11,736478276.11,324028969.21,87666666.67,190000000.00,134782640.23
Jan 03 2028,APT,736478276.11,736478276.11,324028969.21,87666666.67,190000000.00,134782640.23
Dec 30 2027,APT,736478276.11,736478276.11,324028969.21,87666666.67,190000000.00,134782640.23
Dec 26 2027,APT,736478276.11,736478276.11,324028969.21,87666666.67,190000000.00,134782640.23
Dec 22 2027,APT,736478276.11,736478276.11,324028969.21,87666666.67,190000000.00,134782640.23
Dec 18 2027,APT,736478276.11,736478276.11,324028969.21,87666666.67,190000000.00,134782640.23
Dec 13 2027,APT,736478276.11,736478276.11,324028969.21,87666666.67,190000000.00,134782640.23
Dec 09 2027,APT,731934798.11,731934798.11,320818824.55,86333333.33,190000000.00,134782640.23
Dec 05 2027,APT,731934798.11,731934798.11,320818824.55,86333333.33,190000000.00,134782640.23
Dec 01 2027,APT,731934798.11,731934798.11,320818824.55,86333333.33,190000000.00,134782640.23
Nov 27 2027,APT,731934798.11,731934798.11,320818824.55,86333333.33,190000000.00,134782640.23
Nov 23 2027,APT,731934798.11,731934798.11,320818824.55,86333333.33,190000000.00,134782640.23
Nov 19 2027,APT,731934798.11,731934798.11,320818824.55,86333333.33,190000000.00,134782640.23
Nov 15 2027,APT,731934798.11,731934798.11,320818824.55,86333333.33,190000000.00,134782640.23
Nov 11 2027,APT,731934798.11,731934798.11,320818824.55,86333333.33,190000000.00,134782640.23
Nov 07 2027,APT,727391320.11,727391320.11,317608679.88,85000000.00,190000000.00,134782640.23
Nov 03 2027,APT,727391320.11,727391320.11,317608679.88,85000000.00,190000000.00,134782640.23
Oct 29 2027,APT,727391320.11,727391320.11,317608679.88,85000000.00,190000000.00,134782640.23
Oct 25 2027,APT,727391320.11,727391320.11,317608679.88,85000000.00,190000000.00,134782640.23
Oct 21 2027,APT,727391320.11,727391320.11,317608679.88,85000000.00,190000000.00,134782640.23
Oct 17 2027,APT,727391320.11,727391320.11,317608679.88,85000000.00,190000000.00,134782640.23
Oct 13 2027,APT,727391320.11,727391320.11,317608679.88,85000000.00,190000000.00,134782640.23
Oct 09 2027,APT,722847842.12,722847842.12,314398535.22,83666666.67,190000000.00,134782640.23
Oct 05 2027,APT,722847842.12,722847842.12,314398535.22,83666666.67,190000000.00,134782640.23
Oct 01 2027,APT,722847842.12,722847842.12,314398535.22,83666666.67,190000000.00,134782640.23
Sep 27 2027,APT,722847842.12,722847842.12,314398535.22,83666666.67,190000000.00,134782640.23
Sep 23 2027,APT,722847842.12,722847842.12,314398535.22,83666666.67,190000000.00,134782640.23
Sep 18 2027,APT,722847842.12,722847842.12,314398535.22,83666666.67,190000000.00,134782640.23
Sep 14 2027,APT,722847842.12,722847842.12,314398535.22,83666666.67,190000000.00,134782640.23
Sep 10 2027,APT,718304364.11,718304364.11,311188390.55,82333333.33,190000000.00,134782640.23
Sep 06 2027,APT,718304364.11,718304364.11,311188390.55,82333333.33,190000000.00,134782640.23
Sep 02 2027,APT,718304364.11,718304364.11,311188390.55,82333333.33,190000000.00,134782640.23
Aug 29 2027,APT,718304364.11,718304364.11,311188390.55,82333333.33,190000000.00,134782640.23
Aug 25 2027,APT,718304364.11,718304364.11,311188390.55,82333333.33,190000000.00,134782640.23
Aug 21 2027,APT,718304364.11,718304364.11,311188390.55,82333333.33,190000000.00,134782640.23
Aug 17 2027,APT,718304364.11,718304364.11,311188390.55,82333333.33,190000000.00,134782640.23
Aug 13 2027,APT,718304364.11,718304364.11,311188390.55,82333333.33,190000000.00,134782640.23
Aug 09 2027,APT,713760886.12,713760886.12,307978245.89,81000000.00,190000000.00,134782640.23
Aug 04 2027,APT,713760886.12,713760886.12,307978245.89,81000000.00,190000000.00,134782640.23
Jul 31 2027,APT,713760886.12,713760886.12,307978245.89,81000000.00,190000000.00,134782640.23
Jul 27 2027,APT,713760886.12,713760886.12,307978245.89,81000000.00,190000000.00,134782640.23
Jul 23 2027,APT,713760886.12,713760886.12,307978245.89,81000000.00,190000000.00,134782640.23
Jul 19 2027,APT,713760886.12,713760886.12,307978245.89,81000000.00,190000000.00,134782640.23
Jul 15 2027,APT,713760886.12,713760886.12,307978245.89,81000000.00,190000000.00,134782640.23
Jul 11 2027,APT,709217408.12,709217408.12,304768101.22,79666666.67,190000000.00,134782640.23
Jul 07 2027,APT,709217408.12,709217408.12,304768101.22,79666666.67,190000000.00,134782640.23
Jul 07 2027,APT,709217408.12,709217408.12,304768101.22,79666666.67,190000000.00,134782640.23
Jul 03 2027,APT,709217408.12,709217408.12,304768101.22,79666666.67,190000000.00,134782640.23
Jun 29 2027,APT,709217408.12,709217408.12,304768101.22,79666666.67,190000000.00,134782640.23
Jun 24 2027,APT,709217408.12,709217408.12,304768101.22,79666666.67,190000000.00,134782640.23
Jun 20 2027,APT,709217408.12,709217408.12,304768101.22,79666666.67,190000000.00,134782640.23
Jun 16 2027,APT,709217408.12,709217408.12,304768101.22,79666666.67,190000000.00,134782640.23
Jun 12 2027,APT,709217408.12,709217408.12,304768101.22,79666666.67,190000000.00,134782640.23
Jun 08 2027,APT,704673930.12,704673930.12,301557956.56,78333333.33,190000000.00,134782640.23
Jun 04 2027,APT,704673930.12,704673930.12,301557956.56,78333333.33,190000000.00,134782640.23
May 31 2027,APT,704673930.12,704673930.12,301557956.56,78333333.33,190000000.00,134782640.23
May 27 2027,APT,704673930.12,704673930.12,301557956.56,78333333.33,190000000.00,134782640.23
May 23 2027,APT,704673930.12,704673930.12,301557956.56,78333333.33,190000000.00,134782640.23
May 14 2027,APT,704673930.12,704673930.12,301557956.56,78333333.33,190000000.00,134782640.23
May 10 2027,APT,700130452.13,700130452.13,298347811.90,77000000.00,190000000.00,134782640.23
May 06 2027,APT,700130452.13,700130452.13,298347811.90,77000000.00,190000000.00,134782640.23
May 02 2027,APT,700130452.13,700130452.13,298347811.90,77000000.00,190000000.00,134782640.23
Apr 28 2027,APT,700130452.13,700130452.13,298347811.90,77000000.00,190000000.00,134782640.23
Apr 24 2027,APT,700130452.13,700130452.13,298347811.90,77000000.00,190000000.00,134782640.23
Apr 20 2027,APT,700130452.13,700130452.13,298347811.90,77000000.00,190000000.00,134782640.23
Apr 16 2027,APT,700130452.13,700130452.13,298347811.90,77000000.00,190000000.00,134782640.23
Apr 12 2027,APT,700130452.13,700130452.13,298347811.90,77000000.00,190000000.00,134782640.23
Apr 08 2027,APT,695586974.13,695586974.13,295137667.23,75666666.67,190000000.00,134782640.23
Apr 04 2027,APT,695586974.13,695586974.13,295137667.23,75666666.67,190000000.00,134782640.23
Mar 30 2027,APT,695586974.13,695586974.13,295137667.23,75666666.67,190000000.00,134782640.23
Mar 26 2027,APT,695586974.13,695586974.13,295137667.23,75666666.67,190000000.00,134782640.23
Mar 22 2027,APT,695586974.13,695586974.13,295137667.23,75666666.67,190000000.00,134782640.23
Mar 18 2027,APT,695586974.13,695586974.13,295137667.23,75666666.67,190000000.00,134782640.23
Mar 14 2027,APT,695586974.13,695586974.13,295137667.23,75666666.67,190000000.00,134782640.23
Mar 10 2027,APT,691043496.13,691043496.13,291927522.57,74333333.33,190000000.00,134782640.23
Mar 06 2027,APT,691043496.13,691043496.13,291927522.57,74333333.33,190000000.00,134782640.23
Mar 02 2027,APT,691043496.13,691043496.13,291927522.57,74333333.33,190000000.00,134782640.23
Feb 26 2027,APT,691043496.13,691043496.13,291927522.57,74333333.33,190000000.00,134782640.23
Feb 22 2027,APT,691043496.13,691043496.13,291927522.57,74333333.33,190000000.00,134782640.23
Feb 17 2027,APT,691043496.13,691043496.13,291927522.57,74333333.33,190000000.00,134782640.23
Feb 13 2027,APT,691043496.13,691043496.13,291927522.57,74333333.33,190000000.00,134782640.23
Feb 09 2027,APT,686500018.13,686500018.13,288717377.90,73000000.00,190000000.00,134782640.23
Feb 05 2027,APT,686500018.13,686500018.13,288717377.90,73000000.00,190000000.00,134782640.23
Feb 01 2027,APT,686500018.13,686500018.13,288717377.90,73000000.00,190000000.00,134782640.23
Jan 28 2027,APT,686500018.13,686500018.13,288717377.90,73000000.00,190000000.00,134782640.23
Jan 24 2027,APT,686500018.13,686500018.13,288717377.90,73000000.00,190000000.00,134782640.23
Jan 20 2027,APT,686500018.13,686500018.13,288717377.90,73000000.00,190000000.00,134782640.23
Jan 16 2027,APT,686500018.13,686500018.13,288717377.90,73000000.00,190000000.00,134782640.23
Jan 12 2027,APT,686500018.13,686500018.13,288717377.90,73000000.00,190000000.00,134782640.23
Jan 07 2027,APT,681956540.14,681956540.14,285507233.24,71666666.67,190000000.00,134782640.23
Jan 03 2027,APT,681956540.14,681956540.14,285507233.24,71666666.67,190000000.00,134782640.23
Dec 30 2026,APT,681956540.14,681956540.14,285507233.24,71666666.67,190000000.00,134782640.23
Dec 26 2026,APT,681956540.14,681956540.14,285507233.24,71666666.67,190000000.00,134782640.23
Dec 22 2026,APT,681956540.14,681956540.14,285507233.24,71666666.67,190000000.00,134782640.23
Dec 18 2026,APT,681956540.14,681956540.14,285507233.24,71666666.67,190000000.00,134782640.23
Dec 14 2026,APT,681956540.14,681956540.14,285507233.24,71666666.67,190000000.00,134782640.23
Dec 10 2026,APT,677413062.13,677413062.13,282297088.57,70333333.33,190000000.00,134782640.23
Dec 06 2026,APT,677413062.13,677413062.13,282297088.57,70333333.33,190000000.00,134782640.23
Dec 02 2026,APT,677413062.13,677413062.13,282297088.57,70333333.33,190000000.00,134782640.23
Nov 28 2026,APT,677413062.13,677413062.13,282297088.57,70333333.33,190000000.00,134782640.23
Nov 23 2026,APT,677413062.13,677413062.13,282297088.57,70333333.33,190000000.00,134782640.23
Nov 19 2026,APT,677413062.13,677413062.13,282297088.57,70333333.33,190000000.00,134782640.23
Nov 15 2026,APT,677413062.13,677413062.13,282297088.57,70333333.33,190000000.00,134782640.23
Nov 11 2026,APT,677413062.13,677413062.13,282297088.57,70333333.33,190000000.00,134782640.23
Nov 07 2026,APT,672869584.14,672869584.14,279086943.91,69000000.00,190000000.00,134782640.23
Nov 03 2026,APT,672869584.14,672869584.14,279086943.91,69000000.00,190000000.00,134782640.23
Oct 30 2026,APT,672869584.14,672869584.14,279086943.91,69000000.00,190000000.00,134782640.23
Oct 26 2026,APT,672869584.14,672869584.14,279086943.91,69000000.00,190000000.00,134782640.23
Oct 22 2026,APT,672869584.14,672869584.14,279086943.91,69000000.00,190000000.00,134782640.23
Oct 18 2026,APT,672869584.14,672869584.14,279086943.91,69000000.00,190000000.00,134782640.23
Oct 13 2026,APT,672869584.14,672869584.14,279086943.91,69000000.00,190000000.00,134782640.23
Oct 09 2026,APT,661559801.14,661559801.14,275876799.24,67666666.67,186041666.67,131974668.56
Oct 05 2026,APT,661559801.14,661559801.14,275876799.24,67666666.67,186041666.67,131974668.56
Oct 01 2026,APT,661559801.14,661559801.14,275876799.24,67666666.67,186041666.67,131974668.56
Sep 27 2026,APT,661559801.14,661559801.14,275876799.24,67666666.67,186041666.67,131974668.56
Sep 23 2026,APT,661559801.14,661559801.14,275876799.24,67666666.67,186041666.67,131974668.56
Sep 19 2026,APT,661559801.14,661559801.14,275876799.24,67666666.67,186041666.67,131974668.56
Sep 15 2026,APT,661559801.14,661559801.14,275876799.24,67666666.67,186041666.67,131974668.56
Sep 11 2026,APT,661559801.14,661559801.14,275876799.24,67666666.67,186041666.67,131974668.56
Sep 07 2026,APT,650250018.13,650250018.13,272666654.58,66333333.33,182083333.33,129166696.89
Sep 02 2026,APT,650250018.13,650250018.13,272666654.58,66333333.33,182083333.33,129166696.89
Aug 29 2026,APT,650250018.13,650250018.13,272666654.58,66333333.33,182083333.33,129166696.89
Aug 25 2026,APT,650250018.13,650250018.13,272666654.58,66333333.33,182083333.33,129166696.89
Aug 21 2026,APT,650250018.13,650250018.13,272666654.58,66333333.33,182083333.33,129166696.89
Aug 17 2026,APT,650250018.13,650250018.13,272666654.58,66333333.33,182083333.33,129166696.89
Aug 13 2026,APT,650250018.13,650250018.13,272666654.58,66333333.33,182083333.33,129166696.89
Aug 09 2026,APT,638940235.13,638940235.13,269456509.91,65000000.00,178125000.00,126358725.22
Aug 05 2026,APT,638940235.13,638940235.13,269456509.91,65000000.00,178125000.00,126358725.22
Aug 01 2026,APT,638940235.13,638940235.13,269456509.91,65000000.00,178125000.00,126358725.22
Jul 28 2026,APT,638940235.13,638940235.13,269456509.91,65000000.00,178125000.00,126358725.22
Jul 24 2026,APT,638940235.13,638940235.13,269456509.91,65000000.00,178125000.00,126358725.22
Jul 19 2026,APT,638940235.13,638940235.13,269456509.91,65000000.00,178125000.00,126358725.22
Jul 15 2026,APT,638940235.13,638940235.13,269456509.91,65000000.00,178125000.00,126358725.22
Jul 11 2026,APT,627630452.14,627630452.14,266246365.25,63666666.67,174166666.67,123550753.55
Jul 07 2026,APT,627630452.14,627630452.14,266246365.25,63666666.67,174166666.67,123550753.55
Jul 03 2026,APT,627630452.14,627630452.14,266246365.25,63666666.67,174166666.67,123550753.55
Jun 29 2026,APT,627630452.14,627630452.14,266246365.25,63666666.67,174166666.67,123550753.55
Jun 25 2026,APT,627630452.14,627630452.14,266246365.25,63666666.67,174166666.67,123550753.55
Jun 21 2026,APT,627630452.14,627630452.14,266246365.25,63666666.67,174166666.67,123550753.55
Jun 17 2026,APT,627630452.14,627630452.14,266246365.25,63666666.67,174166666.67,123550753.55
Jun 13 2026,APT,627630452.14,627630452.14,266246365.25,63666666.67,174166666.67,123550753.55
Jun 08 2026,APT,616320669.12,616320669.12,263036220.58,62333333.33,170208333.33,120742781.88
Jun 04 2026,APT,616320669.12,616320669.12,263036220.58,62333333.33,170208333.33,120742781.88
May 31 2026,APT,616320669.12,616320669.12,263036220.58,62333333.33,170208333.33,120742781.88
May 27 2026,APT,616320669.12,616320669.12,263036220.58,62333333.33,170208333.33,120742781.88
May 23 2026,APT,616320669.12,616320669.12,263036220.58,62333333.33,170208333.33,120742781.88
May 19 2026,APT,616320669.12,616320669.12,263036220.58,62333333.33,170208333.33,120742781.88
May 15 2026,APT,616320669.12,616320669.12,263036220.58,62333333.33,170208333.33,120742781.88
May 11 2026,APT,605010886.12,605010886.12,259826075.92,61000000.00,166250000.00,117934810.20
May 07 2026,APT,605010886.12,605010886.12,259826075.92,61000000.00,166250000.00,117934810.20
May 03 2026,APT,605010886.12,605010886.12,259826075.92,61000000.00,166250000.00,117934810.20
Apr 29 2026,APT,605010886.12,605010886.12,259826075.92,61000000.00,166250000.00,117934810.20
Apr 24 2026,APT,605010886.12,605010886.12,259826075.92,61000000.00,166250000.00,117934810.20
Apr 20 2026,APT,605010886.12,605010886.12,259826075.92,61000000.00,166250000.00,117934810.20
Apr 16 2026,APT,605010886.12,605010886.12,259826075.92,61000000.00,166250000.00,117934810.20
Apr 12 2026,APT,605010886.12,605010886.12,259826075.92,61000000.00,166250000.00,117934810.20
Apr 08 2026,APT,593701103.12,593701103.12,256615931.25,59666666.67,162291666.67,115126838.53
Apr 04 2026,APT,593701103.12,593701103.12,256615931.25,59666666.67,162291666.67,115126838.53
